Time,H2O,OH-,H+,a,b,c,r,H2O:=C1_1,OH-:=C1_1,H+:=C1_1,a:=C1_1,b:=C1_1,c:=C1_1,en_X:=C1_1,en_Z:=C1_1,l:=C1_1,m:=C1_1,q:=C1_1,r:=C1_1,ATP:=C1_1,ADP:=C1_1,Pi:=C1_1,mem_P1:=C1_1,mem_P2:=C1_1,mem_P6:=C1_1,H2O:=C1_2,OH-:=C1_2,H+:=C1_2,a:=C1_2,b:=C1_2,c:=C1_2,en_X:=C1_2,en_Z:=C1_2,l:=C1_2,m:=C1_2,q:=C1_2,r:=C1_2,ATP:=C1_2,ADP:=C1_2,Pi:=C1_2,mem_P1:=C1_2,mem_P2:=C1_2,mem_P6:=C1_2,H2O:=C2_1,OH-:=C2_1,H+:=C2_1,a:=C2_1,b:=C2_1,c:=C2_1,en_X:=C2_1,en_Z:=C2_1,l:=C2_1,m:=C2_1,q:=C2_1,r:=C2_1,ATP:=C2_1,ADP:=C2_1,Pi:=C2_1,mem_P1:=C2_1,mem_P2:=C2_1,mem_P6:=C2_1,H2O:=C2_2,OH-:=C2_2,H+:=C2_2,a:=C2_2,b:=C2_2,c:=C2_2,en_X:=C2_2,en_Z:=C2_2,l:=C2_2,m:=C2_2,q:=C2_2,r:=C2_2,ATP:=C2_2,ADP:=C2_2,Pi:=C2_2,mem_P1:=C2_2,mem_P2:=C2_2,mem_P6:=C2_2,H2O:=C2_3,OH-:=C2_3,H+:=C2_3,a:=C2_3,b:=C2_3,c:=C2_3,en_X:=C2_3,en_Z:=C2_3,l:=C2_3,m:=C2_3,q:=C2_3,r:=C2_3,ATP:=C2_3,ADP:=C2_3,Pi:=C2_3,mem_P1:=C2_3,mem_P2:=C2_3,mem_P6:=C2_3,H2O::C1_1::M1_1,OH-::C1_1::M1_1,H+::C1_1::M1_1,l::C1_1::M1_1,m::C1_1::M1_1,n::C1_1::M1_1,q::C1_1::M1_1,en_Y::C1_1::M1_1,ATP::C1_1::M1_1,ADP::C1_1::M1_1,Pi::C1_1::M1_1,mem_P3::C1_1::M1_1,mem_P4::C1_1::M1_1,mem_P5::C1_1::M1_1,H2O::C1_1::M1_2,OH-::C1_1::M1_2,H+::C1_1::M1_2,l::C1_1::M1_2,m::C1_1::M1_2,n::C1_1::M1_2,q::C1_1::M1_2,en_Y::C1_1::M1_2,ATP::C1_1::M1_2,ADP::C1_1::M1_2,Pi::C1_1::M1_2,mem_P3::C1_1::M1_2,mem_P4::C1_1::M1_2,mem_P5::C1_1::M1_2,H2O::C1_2::M1_1,OH-::C1_2::M1_1,H+::C1_2::M1_1,l::C1_2::M1_1,m::C1_2::M1_1,n::C1_2::M1_1,q::C1_2::M1_1,en_Y::C1_2::M1_1,ATP::C1_2::M1_1,ADP::C1_2::M1_1,Pi::C1_2::M1_1,mem_P3::C1_2::M1_1,mem_P4::C1_2::M1_1,mem_P5::C1_2::M1_1,H2O::C1_2::M1_2,OH-::C1_2::M1_2,H+::C1_2::M1_2,l::C1_2::M1_2,m::C1_2::M1_2,n::C1_2::M1_2,q::C1_2::M1_2,en_Y::C1_2::M1_2,ATP::C1_2::M1_2,ADP::C1_2::M1_2,Pi::C1_2::M1_2,mem_P3::C1_2::M1_2,mem_P4::C1_2::M1_2,mem_P5::C1_2::M1_2,H2O::C2_1::M2_1,OH-::C2_1::M2_1,H+::C2_1::M2_1,l::C2_1::M2_1,m::C2_1::M2_1,n::C2_1::M2_1,q::C2_1::M2_1,en_Y::C2_1::M2_1,ATP::C2_1::M2_1,ADP::C2_1::M2_1,Pi::C2_1::M2_1,mem_P3::C2_1::M2_1,mem_P4::C2_1::M2_1,mem_P5::C2_1::M2_1,H2O::C2_2::M2_1,OH-::C2_2::M2_1,H+::C2_2::M2_1,l::C2_2::M2_1,m::C2_2::M2_1,n::C2_2::M2_1,q::C2_2::M2_1,en_Y::C2_2::M2_1,ATP::C2_2::M2_1,ADP::C2_2::M2_1,Pi::C2_2::M2_1,mem_P3::C2_2::M2_1,mem_P4::C2_2::M2_1,mem_P5::C2_2::M2_1,H2O::C2_3::M2_1,OH-::C2_3::M2_1,H+::C2_3::M2_1,l::C2_3::M2_1,m::C2_3::M2_1,n::C2_3::M2_1,q::C2_3::M2_1,en_Y::C2_3::M2_1,ATP::C2_3::M2_1,ADP::C2_3::M2_1,Pi::C2_3::M2_1,mem_P3::C2_3::M2_1,mem_P4::C2_3::M2_1,mem_P5::C2_3::M2_1
3000,10000000023053,76947,76947,861759,0,0,5485,9999961581,80,80,8,10730,0,3000,2000,906,0,24442,861,9961561,10038439,10038439,1000,500,300,9999961507,77,77,11,11048,0,3000,2000,814,0,24003,992,9961484,10038516,10038516,1000,500,300,9999992369,76,76,20060,0,0,3000,2000,0,5379,5679,906,9992345,10007655,10007655,1000,100,300,9999992340,81,81,20041,0,0,3000,2000,0,5508,5427,987,9992321,10007679,10007679,1000,100,300,9999992312,77,77,19899,0,0,3000,2000,0,5502,6002,769,9992289,10007711,10007711,1000,100,300,999986830,108,108,7,36441,86622,216,10000,986838,1013162,1013162,5000,3000,2000,999986843,93,93,8,36771,86590,246,10000,986836,1013164,1013164,5000,3000,2000,999986931,103,103,5,36638,86706,228,10000,986934,1013066,1013066,5000,3000,2000,999986888,96,96,5,36718,86650,234,10000,986884,1013116,1013116,5000,3000,2000,999992347,98,98,0,86966,92345,0,10000,992345,1007655,1007655,5000,1000,2000,999992316,105,105,0,86813,92321,0,10000,992321,1007679,1007679,5000,1000,2000,999992287,102,102,0,86787,92289,0,10000,992289,1007711,1007711,5000,1000,2000
3100,10000000023623,76377,76377,857545,0,0,5629,9999961583,78,78,0,9843,0,3000,2000,911,0,25301,833,9961561,10038439,10038439,1000,500,300,9999961508,76,76,16,10212,0,3000,2000,830,0,24835,969,9961484,10038516,10038516,1000,500,300,9999992369,76,76,20877,0,0,3000,2000,0,4875,5679,871,9992345,10007655,10007655,1000,100,300,9999992341,80,80,20883,0,0,3000,2000,0,4952,5427,951,9992321,10007679,10007679,1000,100,300,9999992313,76,76,20734,0,0,3000,2000,0,4976,6002,747,9992289,10007711,10007711,1000,100,300,999986415,110,110,4,35995,86176,249,10000,986425,1013575,1013575,5000,3000,2000,999986398,92,92,1,36325,86144,246,10000,986390,1013610,1013610,5000,3000,2000,999986500,107,107,3,36212,86280,227,10000,986507,1013493,1013493,5000,3000,2000,999986483,96,96,1,36318,86250,229,10000,986479,1013521,1013521,5000,3000,2000,999992343,102,102,0,87470,92345,0,10000,992345,1007655,1007655,5000,1000,2000,999992321,100,100,0,87369,92321,0,10000,992321,1007679,1007679,5000,1000,2000,999992291,98,98,0,87313,92289,0,10000,992289,1007711,1007711,5000,1000,2000
3200,10000000024210,75790,75790,853257,0,0,5738,9999961584,77,77,1,8981,0,3000,2000,905,0,26205,807,9961561,10038439,10038439,1000,500,300,9999961508,76,76,8,9328,0,3000,2000,837,0,25687,942,9961484,10038516,10038516,1000,500,300,9999992370,75,75,21686,0,0,3000,2000,0,4424,5679,855,9992345,10007655,10007655,1000,100,300,9999992343,78,78,21750,0,0,3000,2000,0,4469,5427,931,9992321,10007679,10007679,1000,100,300,9999992314,75,75,21607,0,0,3000,2000,0,4494,6002,727,9992289,10007711,10007711,1000,100,300,999985985,103,103,5,35576,85757,231,10000,985988,1014012,1014012,5000,3000,2000,999985921,102,102,9,35885,85704,219,10000,985923,1014077,1014077,5000,3000,2000,999986085,98,98,2,35779,85847,236,10000,986083,1013917,1013917,5000,3000,2000,999986051,100,100,3,35875,85807,244,10000,986051,1013949,1013949,5000,3000,2000,999992342,103,103,0,87921,92345,0,10000,992345,1007655,1007655,5000,1000,2000,999992324,97,97,0,87852,92321,0,10000,992321,1007679,1007679,5000,1000,2000,999992281,108,108,0,87795,92289,0,10000,992289,1007711,1007711,5000,1000,2000
3300,10000000024763,75237,75237,849052,0,0,5859,9999961584,77,77,1,8109,0,3000,2000,863,0,27086,792,9961561,10038439,10038439,1000,500,300,9999961508,76,76,6,8494,0,3000,2000,808,0,26525,905,9961484,10038516,10038516,1000,500,300,9999992371,74,74,22483,0,0,3000,2000,0,4004,5679,829,9992345,10007655,10007655,1000,100,300,9999992344,77,77,22607,0,0,3000,2000,0,4048,5427,906,9992321,10007679,10007679,1000,100,300,9999992315,74,74,22454,0,0,3000,2000,0,4127,6002,709,9992289,10007711,10007711,1000,100,300,999985552,101,101,7,35131,85312,241,10000,985553,1014447,1014447,5000,3000,2000,999985481,96,96,5,35414,85233,244,10000,985477,1014523,1014523,5000,3000,2000,999985663,101,101,4,35348,85416,248,10000,985664,1014336,1014336,5000,3000,2000,999985635,97,97,0,35442,85374,258,10000,985632,1014368,1014368,5000,3000,2000,999992340,105,105,0,88341,92345,0,10000,992345,1007655,1007655,5000,1000,2000,999992326,95,95,0,88273,92321,0,10000,992321,1007679,1007679,5000,1000,2000,999992280,109,109,0,88162,92289,0,10000,992289,1007711,1007711,5000,1000,2000
3400,10000000025299,74701,74701,844860,0,0,5981,9999961585,76,76,4,7291,0,3000,2000,821,0,27929,767,9961561,10038439,10038439,1000,500,300,9999961509,75,75,2,7627,0,3000,2000,822,0,27434,875,9961484,10038516,10038516,1000,500,300,9999992372,73,73,23308,0,0,3000,2000,0,3617,5679,804,9992345,10007655,10007655,1000,100,300,9999992344,77,77,23434,0,0,3000,2000,0,3665,5427,882,9992321,10007679,10007679,1000,100,300,9999992315,74,74,23310,0,0,3000,2000,0,3732,6002,691,9992289,10007711,10007711,1000,100,300,999985122,102,102,10,34702,84883,241,10000,985124,1014876,1014876,5000,3000,2000,999985063,100,100,2,34983,84802,261,10000,985063,1014937,1014937,5000,3000,2000,999985203,102,102,4,34904,84972,233,10000,985205,1014795,1014795,5000,3000,2000,999985184,98,98,2,35035,84967,215,10000,985182,1014818,1014818,5000,3000,2000,999992342,103,103,0,88728,92345,0,10000,992345,1007655,1007655,5000,1000,2000,999992325,96,96,0,88656,92321,0,10000,992321,1007679,1007679,5000,1000,2000,999992281,108,108,0,88557,92289,0,10000,992289,1007711,1007711,5000,1000,2000
3500,10000000025857,74143,74143,840660,0,0,6106,9999961585,76,76,2,6446,0,3000,2000,840,0,28795,740,9961561,10038439,10038439,1000,500,300,9999961510,74,74,10,6778,0,3000,2000,833,0,28243,849,9961484,10038516,10038516,1000,500,300,9999992372,73,73,24173,0,0,3000,2000,0,3302,5679,776,9992345,10007655,10007655,1000,100,300,9999992344,77,77,24293,0,0,3000,2000,0,3309,5427,863,9992321,10007679,10007679,1000,100,300,9999992316,73,73,24086,0,0,3000,2000,0,3369,6002,666,9992289,10007711,10007711,1000,100,300,999984701,99,99,6,34278,84459,241,10000,984700,1015300,1015300,5000,3000,2000,999984620,101,101,5,34580,84399,222,10000,984621,1015379,1015379,5000,3000,2000,999984778,104,104,7,34487,84555,227,10000,984782,1015218,1015218,5000,3000,2000,999984805,91,91,6,34621,84553,243,10000,984796,1015204,1015204,5000,3000,2000,999992340,105,105,0,89043,92345,0,10000,992345,1007655,1007655,5000,1000,2000,999992324,97,97,0,89012,92321,0,10000,992321,1007679,1007679,5000,1000,2000,999992284,105,105,0,88920,92289,0,10000,992289,1007711,1007711,5000,1000,2000
3600,10000000026405,73595,73595,836536,0,0,6222,9999961585,76,76,0,5615,0,3000,2000,843,0,29620,716,9961561,10038439,10038439,1000,500,300,9999961511,73,73,2,5945,0,3000,2000,814,0,29090,827,9961484,10038516,10038516,1000,500,300,9999992372,73,73,25009,0,0,3000,2000,0,2981,5679,752,9992345,10007655,10007655,1000,100,300,9999992345,76,76,25125,0,0,3000,2000,0,2989,5427,838,9992321,10007679,10007679,1000,100,300,9999992318,71,71,24888,0,0,3000,2000,0,3037,6002,645,9992289,10007711,10007711,1000,100,300,999984307,100,100,4,33899,84080,227,10000,984307,1015693,1015693,5000,3000,2000,999984188,101,101,2,34126,83945,244,10000,984189,1015811,1015811,5000,3000,2000,999984369,103,103,1,34050,84118,254,10000,984372,1015628,1015628,5000,3000,2000,999984368,91,91,3,34197,84129,230,10000,984359,1015641,1015641,5000,3000,2000,999992343,102,102,0,89364,92345,0,10000,992345,1007655,1007655,5000,1000,2000,999992327,94,94,0,89332,92321,0,10000,992321,1007679,1007679,5000,1000,2000,999992286,103,103,0,89252,92289,0,10000,992289,1007711,1007711,5000,1000,2000
3700,10000000026962,73038,73038,832394,0,0,6335,9999961585,76,76,17,4852,0,3000,2000,797,0,30475,700,9961561,10038439,10038439,1000,500,300,9999961513,71,71,10,5162,0,3000,2000,779,0,29945,807,9961484,10038516,10038516,1000,500,300,9999992372,73,73,25865,0,0,3000,2000,0,2707,5679,731,9992345,10007655,10007655,1000,100,300,9999992346,75,75,26014,0,0,3000,2000,0,2699,5427,808,9992321,10007679,10007679,1000,100,300,9999992318,71,71,25714,0,0,3000,2000,0,2753,6002,619,9992289,10007711,10007711,1000,100,300,999983877,98,98,1,33485,83666,209,10000,983875,1016125,1016125,5000,3000,2000,999983767,99,99,5,33731,83550,216,10000,983766,1016234,1016234,5000,3000,2000,999983925,104,104,6,33647,83715,214,10000,983929,1016071,1016071,5000,3000,2000,999983952,95,95,6,33790,83722,225,10000,983947,1016053,1016053,5000,3000,2000,999992340,105,105,0,89638,92345,0,10000,992345,1007655,1007655,5000,1000,2000,999992326,95,95,0,89622,92321,0,10000,992321,1007679,1007679,5000,1000,2000,999992289,100,100,0,89536,92289,0,10000,992289,1007711,1007711,5000,1000,2000
3800,10000000027486,72514,72514,828240,0,0,6426,9999961585,76,76,0,4031,0,3000,2000,856,0,31237,688,9961561,10038439,10038439,1000,500,300,9999961513,71,71,0,4317,0,3000,2000,827,0,30732,785,9961484,10038516,10038516,1000,500,300,9999992373,72,72,26709,0,0,3000,2000,0,2447,5679,712,9992345,10007655,10007655,1000,100,300,9999992346,75,75,26843,0,0,3000,2000,0,2429,5427,789,9992321,10007679,10007679,1000,100,300,9999992318,71,71,26556,0,0,3000,2000,0,2511,6002,600,9992289,10007711,10007711,1000,100,300,999983502,95,95,0,33114,83295,202,10000,983497,1016503,1016503,5000,3000,2000,999983383,99,99,4,33338,83157,225,10000,983382,1016618,1016618,5000,3000,2000,999983543,100,100,0,33232,83300,243,10000,983543,1016457,1016457,5000,3000,2000,999983553,93,93,5,33401,83333,213,10000,983546,1016454,1016454,5000,3000,2000,999992348,97,97,0,89898,92345,0,10000,992345,1007655,1007655,5000,1000,2000,999992322,99,99,0,89892,92321,0,10000,992321,1007679,1007679,5000,1000,2000,999992282,107,107,0,89778,92289,0,10000,992289,1007711,1007711,5000,1000,2000
3900,10000000027999,72001,72001,824117,0,0,6517,9999961585,76,76,8,3260,0,3000,2000,761,0,32080,666,9961561,10038439,10038439,1000,500,300,9999961513,71,71,12,3474,0,3000,2000,860,0,31558,768,9961484,10038516,10038516,1000,500,300,9999992374,71,71,27515,0,0,3000,2000,0,2223,5679,693,9992345,10007655,10007655,1000,100,300,9999992346,75,75,27693,0,0,3000,2000,0,2186,5427,767,9992321,10007679,10007679,1000,100,300,9999992318,71,71,27389,0,0,3000,2000,0,2266,6002,589,9992289,10007711,10007711,1000,100,300,999983083,99,99,3,32675,82856,226,10000,983082,1016918,1016918,5000,3000,2000,999982948,106,106,6,32916,82735,219,10000,982954,1017046,1017046,5000,3000,2000,999983113,96,96,1,32809,82877,232,10000,983109,1016891,1016891,5000,3000,2000,999983165,89,89,0,33010,82942,212,10000,983154,1016846,1016846,5000,3000,2000,999992348,97,97,0,90122,92345,0,10000,992345,1007655,1007655,5000,1000,2000,999992329,92,92,0,90135,92321,0,10000,992321,1007679,1007679,5000,1000,2000,999992275,114,114,0,90023,92289,0,10000,992289,1007711,1007711,5000,1000,2000
4000,10000000028520,71480,71480,819947,0,0,6635,9999961586,75,75,0,2408,0,3000,2000,836,0,32874,642,9961561,10038439,10038439,1000,500,300,9999961514,70,70,7,2626,0,3000,2000,857,0,32380,740,9961484,10038516,10038516,1000,500,300,9999992375,70,70,28320,0,0,3000,2000,0,1997,5679,668,9992345,10007655,10007655,1000,100,300,9999992346,75,75,28572,0,0,3000,2000,0,1975,5427,739,9992321,10007679,10007679,1000,100,300,9999992320,69,69,28188,0,0,3000,2000,0,2066,6002,576,9992289,10007711,10007711,1000,100,300,999982665,96,96,2,32264,82445,216,10000,982661,1017339,1017339,5000,3000,2000,999982574,107,107,2,32545,82364,217,10000,982581,1017419,1017419,5000,3000,2000,999982691,99,99,4,32395,82463,227,10000,982690,1017310,1017310,5000,3000,2000,999982757,94,94,0,32576,82508,243,10000,982751,1017249,1017249,5000,3000,2000,999992344,101,101,0,90348,92345,0,10000,992345,1007655,1007655,5000,1000,2000,999992322,99,99,0,90346,92321,0,10000,992321,1007679,1007679,5000,1000,2000,999992277,112,112,0,90223,92289,0,10000,992289,1007711,1007711,5000,1000,2000
4100,10000000029026,70974,70974,815965,0,0,6718,9999961587,74,74,1,1638,0,3000,2000,780,0,33678,628,9961561,10038439,10038439,1000,500,300,9999961515,69,69,1,1815,0,3000,2000,834,0,33227,715,9961484,10038516,10038516,1000,500,300,9999992376,69,69,29129,0,0,3000,2000,0,1811,5679,657,9992345,10007655,10007655,1000,100,300,9999992348,73,73,29382,0,0,3000,2000,0,1793,5427,718,9992321,10007679,10007679,1000,100,300,9999992320,69,69,28975,0,0,3000,2000,0,1872,6002,564,9992289,10007711,10007711,1000,100,300,999982281,92,92,7,31870,82051,222,10000,982273,1017727,1017727,5000,3000,2000,999982163,102,102,0,32116,81935,230,10000,982165,1017835,1017835,5000,3000,2000,999982271,102,102,1,31983,82051,222,10000,982273,1017727,1017727,5000,3000,2000,999982327,94,94,0,32151,82083,238,10000,982321,1017679,1017679,5000,3000,2000,999992335,110,110,0,90534,92345,0,10000,992345,1007655,1007655,5000,1000,2000,999992327,94,94,0,90528,92321,0,10000,992321,1007679,1007679,5000,1000,2000,999992281,108,108,0,90417,92289,0,10000,992289,1007711,1007711,5000,1000,2000
4200,10000000029530,70470,70470,811906,0,0,6815,9999961587,74,74,8,835,0,3000,2000,759,0,34506,612,9961561,10038439,10038439,1000,500,300,9999961516,68,68,13,1060,0,3000,2000,826,0,33998,694,9961484,10038516,10038516,1000,500,300,9999992376,69,69,29938,0,0,3000,2000,0,1651,5679,634,9992345,10007655,10007655,1000,100,300,9999992349,72,72,30226,0,0,3000,2000,0,1603,5427,698,9992321,10007679,10007679,1000,100,300,9999992321,68,68,29804,0,0,3000,2000,0,1709,6002,547,9992289,10007711,10007711,1000,100,300,999981887,89,89,0,31464,81645,231,10000,981876,1018124,1018124,5000,3000,2000,999981731,103,103,0,31691,81510,224,10000,981734,1018266,1018266,5000,3000,2000,999981890,96,96,1,31596,81664,222,10000,981886,1018114,1018114,5000,3000,2000,999981944,93,93,6,31781,81713,224,10000,981937,1018063,1018063,5000,3000,2000,999992337,108,108,0,90694,92345,0,10000,992345,1007655,1007655,5000,1000,2000,999992325,96,96,0,90718,92321,0,10000,992321,1007679,1007679,5000,1000,2000,999992282,107,107,0,90580,92289,0,10000,992289,1007711,1007711,5000,1000,2000
4300,10000000030034,69966,69966,808050,0,0,6916,9999961588,73,73,15,86,0,3000,2000,735,0,35293,588,9961561,10038439,10038439,1000,500,300,9999961516,68,68,5,243,0,3000,2000,844,0,34805,677,9961484,10038516,10038516,1000,500,300,9999992377,68,68,30702,0,0,3000,2000,0,1483,5679,613,9992345,10007655,10007655,1000,100,300,9999992349,72,72,31003,0,0,3000,2000,0,1469,5427,675,9992321,10007679,10007679,1000,100,300,9999992321,68,68,30554,0,0,3000,2000,0,1545,6002,531,9992289,10007711,10007711,1000,100,300,999981493,89,89,6,31080,81261,221,10000,981482,1018518,1018518,5000,3000,2000,999981338,103,103,0,31308,81127,214,10000,981341,1018659,1018659,5000,3000,2000,999981499,100,100,4,31219,81287,212,10000,981499,1018501,1018501,5000,3000,2000,999981527,90,90,1,31357,81289,228,10000,981517,1018483,1018483,5000,3000,2000,999992348,97,97,0,90862,92345,0,10000,992345,1007655,1007655,5000,1000,2000,999992321,100,100,0,90852,92321,0,10000,992321,1007679,1007679,5000,1000,2000,999992278,111,111,0,90744,92289,0,10000,992289,1007711,1007711,5000,1000,2000
4400,10000000030506,69494,69494,803997,0,0,7002,9999961588,73,73,762,0,0,3000,2000,286,0,35959,572,9961561,10038439,10038439,1000,500,300,9999961516,68,68,544,0,0,3000,2000,408,0,35583,658,9961484,10038516,10038516,1000,500,300,9999992379,66,66,31533,0,0,3000,2000,0,1362,5679,597,9992345,10007655,10007655,1000,100,300,9999992350,71,71,31784,0,0,3000,2000,0,1332,5427,655,9992321,10007679,10007679,1000,100,300,9999992323,66,66,31380,0,0,3000,2000,0,1409,6002,516,9992289,10007711,10007711,1000,100,300,999981150,93,93,5,30816,80997,146,10000,981143,1018857,1018857,5000,3000,2000,999981012,102,102,0,31036,80855,159,10000,981014,1018986,1018986,5000,3000,2000,999981114,104,104,0,30876,80944,174,10000,981118,1018882,1018882,5000,3000,2000,999981131,89,89,4,31020,80952,168,10000,981120,1018880,1018880,5000,3000,2000,999992350,95,95,0,90983,92345,0,10000,992345,1007655,1007655,5000,1000,2000,999992327,94,94,0,90989,92321,0,10000,992321,1007679,1007679,5000,1000,2000,999992274,115,115,0,90880,92289,0,10000,992289,1007711,1007711,5000,1000,2000
4500,10000000030995,69005,69005,800097,0,0,7090,9999961588,73,73,1543,0,0,3000,2000,97,0,36330,554,9961561,10038439,10038439,1000,500,300,9999961517,67,67,1335,0,0,3000,2000,154,0,36024,640,9961484,10038516,10038516,1000,500,300,9999992380,65,65,32349,0,0,3000,2000,0,1232,5679,577,9992345,10007655,10007655,1000,100,300,9999992350,71,71,32535,0,0,3000,2000,0,1201,5427,635,9992321,10007679,10007679,1000,100,300,9999992323,66,66,32141,0,0,3000,2000,0,1269,6002,504,9992289,10007711,10007711,1000,100,300,999980959,97,97,1,30717,80898,58,10000,980956,1019044,1019044,5000,3000,2000,999980828,102,102,0,30942,80761,69,10000,980830,1019170,1019170,5000,3000,2000,999980900,108,108,0,30761,80829,79,10000,980908,1019092,1019092,5000,3000,2000,999980897,92,92,0,30877,80809,80,10000,980889,1019111,1019111,5000,3000,2000,999992352,93,93,0,91113,92345,0,10000,992345,1007655,1007655,5000,1000,2000,999992328,93,93,0,91120,92321,0,10000,992321,1007679,1007679,5000,1000,2000,999992279,110,110,0,91020,92289,0,10000,992289,1007711,1007711,5000,1000,2000
4600,10000000031468,68532,68532,796216,0,0,7162,9999961588,73,73,2296,0,0,3000,2000,43,0,36469,541,9961561,10038439,10038439,1000,500,300,9999961517,67,67,2107,0,0,3000,2000,56,0,36216,624,9961484,10038516,10038516,1000,500,300,9999992381,64,64,33167,0,0,3000,2000,0,1109,5679,562,9992345,10007655,10007655,1000,100,300,9999992351,70,70,33298,0,0,3000,2000,0,1093,5427,621,9992321,10007679,10007679,1000,100,300,9999992323,66,66,32916,0,0,3000,2000,0,1124,6002,490,9992289,10007711,10007711,1000,100,300,999980890,100,100,1,30690,80871,19,10000,980890,1019110,1019110,5000,3000,2000,999980752,105,105,0,30915,80734,23,10000,980757,1019243,1019243,5000,3000,2000,999980813,104,104,0,30718,80786,31,10000,980817,1019183,1019183,5000,3000,2000,999980787,101,101,1,30823,80755,33,10000,980788,1019212,1019212,5000,3000,2000,999992352,93,93,0,91236,92345,0,10000,992345,1007655,1007655,5000,1000,2000,999992329,92,92,0,91228,92321,0,10000,992321,1007679,1007679,5000,1000,2000,999992278,111,111,0,91165,92289,0,10000,992289,1007711,1007711,5000,1000,2000
4700,10000000031970,68030,68030,792240,0,0,7237,9999961589,72,72,3105,0,0,3000,2000,15,0,36517,526,9961561,10038439,10038439,1000,500,300,9999961518,66,66,2934,0,0,3000,2000,14,0,36291,601,9961484,10038516,10038516,1000,500,300,9999992381,64,64,33924,0,0,3000,2000,0,983,5679,551,9992345,10007655,10007655,1000,100,300,9999992351,70,70,34088,0,0,3000,2000,0,988,5427,604,9992321,10007679,10007679,1000,100,300,9999992324,65,65,33709,0,0,3000,2000,0,1007,6002,481,9992289,10007711,10007711,1000,100,300,999980860,104,104,0,30676,80857,7,10000,980864,1019136,1019136,5000,3000,2000,999980735,100,100,0,30900,80719,16,10000,980735,1019265,1019265,5000,3000,2000,999980773,109,109,0,30699,80767,15,10000,980782,1019218,1019218,5000,3000,2000,999980752,96,96,0,30799,80731,17,10000,980748,1019252,1019252,5000,3000,2000,999992347,98,98,0,91362,92345,0,10000,992345,1007655,1007655,5000,1000,2000,999992330,91,91,0,91333,92321,0,10000,992321,1007679,1007679,5000,1000,2000,999992283,106,106,0,91282,92289,0,10000,992289,1007711,1007711,5000,1000,2000
4800,10000000032435,67565,67565,788299,0,0,7333,9999961589,72,72,3890,0,0,3000,2000,7,0,36536,502,9961561,10038439,10038439,1000,500,300,9999961518,66,66,3691,0,0,3000,2000,3,0,36326,578,9961484,10038516,10038516,1000,500,300,9999992381,64,64,34696,0,0,3000,2000,0,888,5679,541,9992345,10007655,10007655,1000,100,300,9999992351,70,70,34882,0,0,3000,2000,0,886,5427,584,9992321,10007679,10007679,1000,100,300,9999992325,64,64,34542,0,0,3000,2000,0,908,6002,462,9992289,10007711,10007711,1000,100,300,999980859,99,99,0,30674,80855,3,10000,980858,1019142,1019142,5000,3000,2000,999980720,102,102,0,30894,80713,9,10000,980722,1019278,1019278,5000,3000,2000,999980760,105,105,0,30695,80763,2,10000,980765,1019235,1019235,5000,3000,2000,999980734,96,96,0,30792,80724,6,10000,980730,1019270,1019270,5000,3000,2000,999992345,100,100,0,91457,92345,0,10000,992345,1007655,1007655,5000,1000,2000,999992326,95,95,0,91435,92321,0,10000,992321,1007679,1007679,5000,1000,2000,999992283,106,106,0,91381,92289,0,10000,992289,1007711,1007711,5000,1000,2000
4900,10000000032861,67139,67139,784438,0,0,7402,9999961591,70,70,4684,0,0,3000,2000,3,0,36548,490,9961561,10038439,10038439,1000,500,300,9999961518,66,66,4474,0,0,3000,2000,3,0,36334,566,9961484,10038516,10038516,1000,500,300,9999992381,64,64,35444,0,0,3000,2000,0,806,5679,525,9992345,10007655,10007655,1000,100,300,9999992351,70,70,35615,0,0,3000,2000,0,786,5427,572,9992321,10007679,10007679,1000,100,300,9999992326,63,63,35345,0,0,3000,2000,0,822,6002,445,9992289,10007711,10007711,1000,100,300,999980849,105,105,0,30671,80852,2,10000,980854,1019146,1019146,5000,3000,2000,999980713,101,101,0,30893,80712,2,10000,980714,1019286,1019286,5000,3000,2000,999980762,101,101,0,30695,80763,0,10000,980763,1019237,1019237,5000,3000,2000,999980727,97,97,0,30792,80724,0,10000,980724,1019276,1019276,5000,3000,2000,999992340,105,105,0,91539,92345,0,10000,992345,1007655,1007655,5000,1000,2000,999992330,91,91,0,91535,92321,0,10000,992321,1007679,1007679,5000,1000,2000,999992278,111,111,0,91467,92289,0,10000,992289,1007711,1007711,5000,1000,2000
