Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,DHO:=Cell_1,OD-:=Cell_1,D+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,DHO::Cell_1::Mitochondria_1,DHO_created::Cell_1::Mitochondria_1,OD-::Cell_1::Mitochondria_1,D+::Cell_1::Mitochondria_1,D+_inter::Cell_1::Mitochondria_1,D+_inter_by_D+::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ATP_created_by_D+::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,Pi_in::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1
517000,10360,62146,516000000,3096000000,1000,6000,9997421139653,17067744,1039780635,1339905157,1923,92940,1197873,515989640,1000,6428,188264,1029583534,21799951,1978200049,2167489271,853463886,1146536114,876079530,99903010812,128977200,887208,1072361,252929674,1167750984,133797664,133982,1246,1494,199616,1610924,3031375835,3095931426,161233011,2120093,215081262,352827,97879907,99999734,266,8590419,54496262,1049,99998951,191704765,6967890,53026237,153315740,30182251,69817749,99965724,34276,30471754,1000,1000,1000,1000,1000,1000,1000
518000,10490,63541,517000000,3102000000,1000,6000,9997427152104,10870757,1035583831,1339908507,1379,90134,1199037,516989510,1000,6343,188778,1031580946,21791679,1978208321,2167532666,853304606,1146695394,877917657,99903035720,129073672,950260,1133537,253090507,1168704236,133797844,134094,1269,1443,199464,1612056,3037326233,3101930116,161323879,2113265,215244783,353148,97886735,99999715,285,8562105,54634597,1089,99998911,191798440,6967895,53099754,153474511,30099804,69900196,99965781,34219,30474561,1000,1000,1000,1000,1000,1000,1000
519000,10680,63671,518000000,3108000000,1000,6000,9997420556813,17288519,1043999415,1339906167,1414,92439,1198682,517989320,1000,1118,188545,1033581276,21784704,1978215296,2167574190,853146302,1146853698,879759678,99903129039,129170062,945164,1118329,253259257,1169657016,133797735,134198,1327,1546,199412,1613120,3043283081,3107935211,161414909,2104894,215406213,353427,97895106,99999720,280,8535932,54772907,1000,99999000,191892244,6967900,53172814,153633053,30017096,69982904,99965781,34219,30477335,1000,1000,1000,1000,1000,1000,1000
520000,10320,62635,519000000,3114000000,1000,6000,9997421348241,16313221,1045024545,1339909173,1834,89013,1200785,518989680,1000,608,188628,1035577790,21776787,1978223213,2167616387,852987684,1147012316,881597559,99903239686,129266074,922924,1091923,253421566,1170605992,133797570,134338,1248,1434,199768,1614544,3049236551,3113936757,161505519,2097410,215568318,353694,97902590,99999728,272,8509144,54911154,1084,99998916,191985517,6967915,53246080,153791603,29934475,70065525,99965898,34102,30479998,1000,1000,1000,1000,1000,1000,1000
521000,10620,62441,520000000,3120000000,1000,6000,9997422095213,15394162,1046102607,1339905421,1754,92845,1199825,519989380,1000,1058,188346,1037579110,21773359,1978226641,2167654370,852829163,1147170837,883440353,99903306650,129361708,943531,1110937,253582026,1171550852,133797503,134462,1294,1487,199736,1615784,3055188416,3119936501,161595700,2089578,215729934,354012,97910422,99999717,283,8482410,55049090,1050,99998950,192078434,6967920,53320179,153950411,29852502,70147498,99966032,33968,30482734,1000,1000,1000,1000,1000,1000,1000
522000,10650,61830,521000000,3126000000,1000,6000,9997425552844,11755755,1044466917,1339907758,2211,90051,1200079,520989350,1000,6753,188387,1039578542,21767335,1978232665,2167693764,852671185,1147328815,885281800,99903394998,129456782,942753,1113287,253736434,1172489832,133797226,134616,1237,1565,199992,1617348,3061135718,3125931417,161685306,2082089,215891430,354339,97917911,99999699,301,8456511,55187678,1067,99998933,192170704,6967927,53393845,154108355,29770888,70229112,99966302,33698,30485398,1000,1000,1000,1000,1000,1000,1000
523000,10570,61770,522000000,3132000000,1000,6000,9997425787829,11346592,1046052291,1339906589,1921,91510,1201313,521989430,1000,1155,186990,1041576234,21762901,1978237099,2167731456,852515517,1147484483,887123815,99903490334,129552208,935095,1101424,253897661,1173432804,133797074,134750,1345,1505,200096,1618712,3067093596,3131937075,161775283,2074813,216052380,354654,97925187,99999719,281,8430549,55325623,1183,99998817,192263323,6967936,53466226,154265429,29688837,70311163,99966476,33524,30488040,1000,1000,1000,1000,1000,1000,1000
524000,10140,62614,523000000,3138000000,1000,6000,9997418172108,18786325,1055490580,1339906232,1677,92111,1202051,522989860,1000,1195,187015,1043575618,21756946,1978243054,2167769805,852357775,1147642225,888965449,99903580144,129647646,932511,1095096,254059309,1174376168,133797121,134870,1335,1420,200144,1619936,3073044933,3137936191,161865472,2068090,216213249,354948,97931910,99999702,298,8404861,55463863,1031,99998969,192356277,6967944,53539292,154423154,29606943,70393057,99966459,33541,30490805,1000,1000,1000,1000,1000,1000,1000
525000,10650,62220,524000000,3144000000,1000,6000,9997420082953,16694843,1055400798,1339910213,1586,88221,1202316,523989350,1000,1047,186473,1045574068,21750440,1978249560,2167807878,852200812,1147799188,890806929,99903678943,129742524,920713,1080816,254219171,1175313404,133797100,134978,1271,1541,200108,1621040,3078997982,3143936733,161954898,2060521,216372924,355233,97939479,99999724,276,8380885,55602537,1014,99998986,192448393,6967951,53612758,154580666,29525587,70474413,99966649,33351,30493495,1000,1000,1000,1000,1000,1000,1000
526000,10960,64345,525000000,3150000000,1000,6000,9997423488566,13118241,1053815861,1339903937,1317,94766,1202704,524989040,1000,5949,186355,1047572672,21743283,1978256717,2167846764,852044153,1147955847,892648867,99903768662,129837862,918604,1067992,254386471,1176255496,133796859,135116,1290,1451,200420,1622444,3084943217,3149929706,162044859,2052160,216531960,355506,97947840,99999735,265,8357528,55741185,1010,99998990,192541050,6967958,53684973,154737450,29443714,70556286,99966769,33231,30496191,1000,1000,1000,1000,1000,1000,1000
527000,10630,62634,526000000,3156000000,1000,6000,9997423607975,12820786,1055525172,1339909068,1681,89271,1202556,525989370,1000,6354,186310,1049573628,21739794,1978260206,2167880386,851887417,1148112583,894493083,99903845571,129932684,928468,1074772,254546270,1177192852,133796718,135232,1319,1543,200440,1623652,3090897054,3155931012,162134343,2045826,216691617,355803,97954174,99999750,250,8333744,55880114,997,99999003,192633293,6967962,53757792,154894235,29362507,70637493,99966714,33286,30498950,1000,1000,1000,1000,1000,1000,1000
528000,10470,63223,527000000,3162000000,1000,6000,9997417461364,18794281,1063492515,1339906596,1434,91990,1204306,526989530,1000,644,186311,1051570448,21732274,1978267726,2167917587,851730604,1148269396,896333083,99903912520,130027422,948368,1086866,254710724,1178129012,133796562,135392,1301,1413,200744,1625264,3096854726,3161936133,162223712,2038800,216849885,356130,97961200,99999703,297,8311042,56018748,976,99999024,192725403,6967969,53830724,155051054,29281361,70718639,99966775,33225,30501691,1000,1000,1000,1000,1000,1000,1000
529000,10370,63386,528000000,3168000000,1000,6000,9997418224480,17855018,1064553053,1339907850,1933,90237,1204986,527989630,1000,6294,185030,1053569288,21726349,1978273651,2167953480,851575310,1148424690,898176619,99903996638,130121316,950743,1085811,254870235,1179056856,133796164,135526,1254,1502,201100,1626604,3102801899,3167930320,162312284,2030729,217007343,356376,97969271,99999737,263,8289179,56157249,988,99999012,192816635,6967979,53904057,155207639,29200769,70799231,99966889,33111,30504351,1000,1000,1000,1000,1000,1000,1000
530000,10800,62591,529000000,3174000000,1000,6000,9997424017735,11886978,1060588299,1339911046,2326,86648,1205211,528989200,1000,6832,185656,1055567978,21722640,1978277360,2167985862,851418270,1148581730,900018257,99904118838,130215032,914436,1054044,255022033,1179983408,133795951,135658,1319,1434,201316,1627948,3108755232,3173930577,162400768,2025206,217166328,356658,97974794,99999733,267,8266025,56296063,993,99999007,192907820,6967991,53977401,155364065,29120388,70879612,99966834,33166,30507052,1000,1000,1000,1000,1000,1000,1000
531000,10440,61503,530000000,3180000000,1000,6000,9997418337265,17403929,1068098904,1339906266,1291,92463,1204748,529989560,1000,658,184522,1057569624,21720412,1978279588,2168016046,851263234,1148736766,901864859,99904187308,130309410,933190,1065602,255184915,1180916244,133795352,135814,1383,1513,201772,1629508,3114715227,3179937839,162489922,2018671,217324029,356934,97981329,99999712,288,8244583,56435213,1014,99998986,192999589,6967999,54049655,155520243,29039079,70960921,99966955,33045,30509667,1000,1000,1000,1000,1000,1000,1000
532000,10830,63115,531000000,3186000000,1000,6000,9997422917028,12648667,1065344972,1339907053,2390,90577,1205251,530989170,1000,614,184664,1059567838,21714184,1978285816,2168049940,851107396,1148892604,903707224,99904252053,130403302,954413,1082179,255345284,1181844436,133795447,135946,1319,1398,201856,1630828,3120666647,3185936271,162578627,2011311,217481055,357243,97988689,99999727,273,8224292,56574932,965,99999035,193090969,6968010,54122007,155675950,28958399,71041601,99966962,33038,30512342,1000,1000,1000,1000,1000,1000,1000
533000,10560,61496,532000000,3192000000,1000,6000,9997426071631,9323322,1064018744,1339907421,2074,90525,1205725,531989440,1000,6762,184460,1061567430,21710001,1978289999,2168081511,850951412,1149048588,905550825,99904358159,130497766,935197,1052782,255511133,1182778276,133794997,136098,1302,1437,202284,1632372,3126614810,3191931742,162667768,2005028,217638273,357522,97994972,99999723,277,8203183,56714051,1008,99998992,193182841,6968017,54194523,155832145,28877451,71122549,99966925,33075,30515073,1000,1000,1000,1000,1000,1000,1000
534000,10630,63955,533000000,3198000000,1000,6000,9997419795206,15431036,1072123838,1339907159,1443,91418,1205971,532989370,1000,587,184003,1063566798,21706384,1978293616,2168111628,850796620,1149203380,907395394,99904443047,130590972,935815,1058710,255660854,1183699404,133794609,136228,1369,1538,202504,1633708,3132571858,3197935458,162755685,2000012,217796253,357801,97999988,99999718,282,8181694,56853538,979,99999021,193273475,6968024,54267296,155987401,28797685,71202315,99966932,33068,30517790,1000,1000,1000,1000,1000,1000,1000
535000,10630,62468,534000000,3204000000,1000,6000,9997416790151,18264633,1076954054,1339904400,2499,93121,1207312,533989370,1000,6288,183959,1065564116,21698620,1978301380,2168145538,850641314,1149358686,909237398,99904493821,130685218,971174,1083962,255826343,1184630460,133794656,136360,1371,1465,202528,1635040,3138520455,3203931244,162844448,1994284,217952832,358128,98005716,99999749,251,8161307,56992789,1006,99998994,193364970,6968032,54339355,156142759,28717118,71282882,99967048,32952,30520522,1000,1000,1000,1000,1000,1000,1000
536000,10740,63961,535000000,3210000000,1000,6000,9997417675540,17206405,1077899384,1339906564,2572,90884,1206556,534989260,1000,604,183926,1067565408,21692712,1978307288,2168177706,850486719,1149513281,911084084,99904578829,130778350,971365,1080520,255984741,1185551160,133794918,136470,1313,1385,202404,1636176,3144478025,3209935435,162932400,1988453,218108799,358443,98011547,99999717,283,8140846,57131223,1026,99998974,193455535,6968043,54411268,156297398,28637005,71362995,99967081,32919,30523135,1000,1000,1000,1000,1000,1000,1000
537000,10470,62770,536000000,3216000000,1000,6000,9997418502060,16218399,1078902159,1339901743,1258,97019,1207451,535989530,1000,6424,183414,1069564158,21689567,1978310433,2168205703,850332584,1149667416,912928691,99904708114,130871102,927582,1033436,256142441,1186468104,133794502,136606,1375,1507,202636,1637560,3150426952,3215930806,163020098,1981772,218263704,358731,98018228,99999739,261,8122697,57270847,990,99999010,193545813,6968051,54483385,156452053,28557047,71442953,99967139,32861,30525715,1000,1000,1000,1000,1000,1000,1000
538000,10510,62304,537000000,3222000000,1000,6000,9997423822140,10727835,1075413497,1339904088,1401,94531,1207778,536989490,1000,1105,183431,1071563424,21685996,1978314004,2168233826,850178226,1149821774,914773587,99904770668,130963468,949586,1057759,256294368,1187381456,133794391,136718,1405,1452,202772,1638692,3156386498,3221936591,163107267,1975649,218419092,358980,98024351,99999737,263,8104266,57410720,1046,99998954,193635649,6968063,54555903,156606406,28477879,71522121,99967046,32954,30528382,1000,1000,1000,1000,1000,1000,1000
539000,9990,62999,538000000,3228000000,1000,6000,9997417058434,17325775,1084004409,1339898267,2447,99306,1209287,537990010,1000,6419,182119,1073561446,21679371,1978320629,2168264618,850025068,1149974932,916618442,99904864690,131056682,941027,1044886,256452931,1188303408,133794274,136856,1314,1408,203024,1640108,3162333813,3227930582,163195442,1970615,218575002,359271,98029385,99999719,281,8085115,57550469,977,99999023,193726523,6968072,54627605,156760885,28397801,71602199,99966885,33115,30531081,1000,1000,1000,1000,1000,1000,1000
540000,10720,62716,539000000,3234000000,1000,6000,9997416630038,17579857,1086255717,1339901678,1829,96513,1210761,538989280,1000,6402,181589,1075557038,21670889,1978329111,2168296291,849871589,1150128411,918460544,99904958589,131149200,932365,1033478,256609179,1189217804,133793753,136988,1346,1417,203504,1641476,3168287788,3233930882,163282702,1965035,218729577,359493,98034965,99999747,253,8067532,57690317,1038,99998962,193816417,6968083,54699633,156914905,28318443,71681557,99966935,33065,30533715,1000,1000,1000,1000,1000,1000,1000
541000,10520,63642,540000000,3240000000,1000,6000,9997423959628,10080300,1080765800,1339907326,2079,90615,1209169,539989480,1000,1037,181510,1077560622,21670298,1978329702,2168320820,849717107,1150282893,920309633,99905022807,131241678,953033,1056924,256760747,1190132000,133793418,137120,1404,1430,203768,1642820,3174245922,3239935321,163369983,1960248,218885349,359763,98039752,99999729,271,8048363,57829857,1047,99998953,193906365,6968096,54772260,157069479,28239163,71760837,99966908,33092,30536382,1000,1000,1000,1000,1000,1000,1000
542000,10690,62516,541000000,3246000000,1000,6000,9997419178821,14695630,1087381894,1339908745,1327,89948,1208622,540989310,1000,550,181613,1079561376,21668249,1978331751,2168346033,849563509,1150436491,922156781,99905118728,131333932,941479,1047019,256912394,1191043680,133793544,137246,1242,1418,203816,1644092,3180201345,3245936934,163456951,1955589,219040458,360069,98044411,99999733,267,8029862,57969454,1056,99998944,193996016,6968104,54844161,157222982,28160244,71839756,99966937,33063,30539065,1000,1000,1000,1000,1000,1000,1000
543000,11000,62069,542000000,3252000000,1000,6000,9997420762067,12949761,1087635071,1339906900,1766,91354,1208418,541989000,1000,6365,181843,1081561164,21666543,1978333457,2168370353,849410021,1150589979,924003076,99905186819,131425710,957488,1064205,257064685,1191950920,133793434,137360,1359,1483,203744,1645244,3186150031,3251931566,163543692,1949987,219194268,360375,98050013,99999743,257,8012860,58109163,975,99999025,194085352,6968109,54915873,157376245,28081288,71918712,99966974,33026,30541660,1000,1000,1000,1000,1000,1000,1000
544000,10360,62840,543000000,3258000000,1000,6000,9997415786946,17761691,1094444959,1339904539,2117,93364,1209133,542989640,1000,6849,181619,1083561014,21663538,1978336462,2168395183,849257875,1150742125,925850771,99905285761,131518374,944092,1041300,257226122,1192866276,133793036,137498,1336,1436,204212,1646684,3192102375,3257930311,163631113,1943977,219347655,360618,98056023,99999740,260,7997042,58249534,982,99999018,194175332,6968118,54985949,157528624,28001544,71998456,99967221,32779,30544219,1000,1000,1000,1000,1000,1000,1000
545000,10830,63544,544000000,3264000000,1000,6000,9997414650782,18734807,1097413744,1339901822,1542,96656,1208550,543989170,1000,659,180934,1085561240,21658767,1978341233,2168421752,849105427,1150894573,927698544,99905348093,131610528,966440,1065731,257376863,1193777044,133792644,137630,1378,1546,204452,1648040,3198061718,3263935797,163718052,1940386,219502719,360897,98059614,99999723,277,7978818,58389305,988,99999012,194264923,6968123,55057452,157681762,27922561,72077439,99967253,32747,30546871,1000,1000,1000,1000,1000,1000,1000
546000,10800,62638,545000000,3270000000,1000,6000,9997420399595,12814691,1093490457,1339904306,1412,94302,1210941,544989200,1000,6285,180271,1087556518,21651456,1978348544,2168450390,848953732,1151046268,929542117,99905464359,131702700,934709,1029910,257533156,1194688840,133792703,137748,1286,1419,204612,1649256,3204010853,3269931077,163805224,1935437,219656517,361161,98064563,99999754,246,7962471,58529616,1028,99998972,194354691,6968133,55127840,157834130,27843177,72156823,99967129,32871,30549467,1000,1000,1000,1000,1000,1000,1000
547000,10070,63544,546000000,3276000000,1000,6000,9997420578605,12471554,1095152380,1339906443,2326,91251,1210543,545989930,1000,653,179119,1089558774,21651539,1978348461,2168471409,848802155,1151197845,931392787,99905535145,131794852,948640,1038466,257691263,1195599772,133792612,137864,1329,1459,204620,1650428,3209969445,3275935803,163892305,1930281,219809709,361452,98069719,99999741,259,7946512,58669673,1029,99998971,194444305,6968142,55198563,157986868,27763695,72236305,99967240,32760,30552000,1000,1000,1000,1000,1000,1000,1000
548000,10050,61847,547000000,3282000000,1000,6000,9997417991424,14899155,1099570317,1339899418,1617,98985,1211315,546989950,1000,1159,179409,1091557270,21645218,1978354782,2168498715,848649627,1151350373,933238748,99905596467,131886884,971789,1057080,257848015,1196509192,133792577,137978,1353,1482,204608,1651604,3215924563,3281936994,163979125,1925315,219962874,361749,98074685,99999744,256,7930496,58809681,1070,99998930,194533687,6968149,55269112,158139113,27684561,72315439,99967394,32606,30554562,1000,1000,1000,1000,1000,1000,1000
549000,10500,63824,548000000,3288000000,1000,6000,9997422370382,10346682,1097025530,1339909275,1541,89204,1211927,547989500,1000,1050,179527,1093555146,21641532,1978358468,2168521781,848497744,1151502256,935084728,99905709943,131978338,942315,1028593,257998751,1197413400,133792627,138120,1274,1423,204696,1653036,3221876897,3287935126,164065640,1921354,220116075,362085,98078646,99999753,247,7915086,58950349,1017,99998983,194622743,6968162,55339457,158290891,27605669,72394331,99967433,32567,30557103,1000,1000,1000,1000,1000,1000,1000
550000,10700,62794,549000000,3294000000,1000,6000,9997419730864,12821841,1101496184,1339906362,2367,91291,1213176,548989300,1000,628,179191,1095552248,21635289,1978364711,2168547409,848346179,1151653821,936930255,99905774344,132070416,962303,1042788,258156313,1198323468,133792401,138252,1314,1489,204816,1654380,3227832244,3293936578,164152503,1917032,220268997,362391,98082968,99999737,263,7900007,59091167,1013,99998987,194712275,6968172,55409843,158442802,27526813,72473187,99967436,32564,30559772,1000,1000,1000,1000,1000,1000,1000
551000,10580,63113,550000000,3300000000,1000,6000,9997416721870,15671101,1106342455,1339904243,1779,93998,1212994,549989420,1000,1052,178901,1097552852,21632926,1978367074,2168569296,848194882,1151805118,938779554,99905863018,132161232,956825,1038855,258306295,1199221504,133792270,138370,1320,1478,204952,1655572,3233786034,3299935835,164238331,1911692,220420872,362655,98088308,99999715,285,7885801,59231721,962,99999038,194800724,6968180,55480852,158594397,27448848,72551152,99967343,32657,30562393,1000,1000,1000,1000,1000,1000,1000
552000,10310,62224,551000000,3306000000,1000,6000,9997416485356,15740305,1108408549,1339904352,2205,93463,1214731,550989690,1000,6905,177773,1099549918,21625883,1978374117,2168595853,848044305,1151955695,940626034,99905941997,132252426,961781,1043767,258457837,1200122936,133791961,138506,1371,1432,205256,1656944,3239735405,3305930871,164324468,1907191,220573290,362922,98092809,99999710,290,7870783,59371939,971,99999029,194889412,6968189,55551531,158746111,27370364,72629636,99967416,32584,30564944,1000,1000,1000,1000,1000,1000,1000
553000,10960,62365,552000000,3312000000,1000,6000,9997417465093,14601118,1109271677,1339903904,1793,94323,1212744,551989040,1000,6846,178695,1101552592,21624785,1978375215,2168615762,847891277,1152108723,942475671,99906052940,132344352,935283,1007185,258619784,1201031752,133791813,138630,1369,1434,205404,1658196,3245689298,3311930789,164411216,1902486,220724907,363198,98097514,99999739,261,7856706,59512340,1071,99998929,194978745,6968198,55622068,158898226,27291371,72708629,99967439,32561,30567529,1000,1000,1000,1000,1000,1000,1000
554000,10500,62754,553000000,3318000000,1000,6000,9997418607077,13290888,1109961008,1339907189,1871,90960,1214417,552989500,1000,1121,177256,1103550166,21619132,1978380868,2168639621,847741760,1152258240,944323713,99906146305,132435784,926028,998790,258769776,1201935656,133791594,138754,1411,1499,205516,1659436,3251648856,3317936125,164497628,1899314,220878129,363480,98100686,99999752,248,7841685,59653364,1055,99998945,195067698,6968213,55691709,159049197,27212582,72787418,99967502,32498,30570070,1000,1000,1000,1000,1000,1000,1000
555000,10510,62136,554000000,3324000000,1000,6000,9997418945499,12792988,1111462797,1339905481,1704,92835,1213676,553989490,1000,605,177531,1105551628,21616258,1978383742,2168660222,847589968,1152410032,946173377,99906202695,132526756,953323,1025636,258921432,1202835240,133791371,138884,1356,1437,205856,1660760,3257604439,3323937259,164583648,1895431,221029923,363726,98104569,99999743,257,7827832,59794116,1038,99998962,195156283,6968219,55762342,159200720,27134257,72865743,99967465,32535,30572635,1000,1000,1000,1000,1000,1000,1000
556000,10770,63310,555000000,3330000000,1000,6000,9997419740503,11840284,1112505360,1339902281,1528,96211,1214009,554989230,1000,1119,177548,1107550442,21613435,1978386565,2168680907,847439623,1152560377,948021834,99906284223,132617230,954894,1033029,259065877,1203729964,133791252,139020,1330,1350,206088,1662120,3263557446,3329935571,164669288,1892467,221182395,364008,98107533,99999726,274,7812917,59934507,940,99999060,195244475,6968231,55832146,159351060,27056273,72943727,99967417,32583,30575187,1000,1000,1000,1000,1000,1000,1000
557000,10720,62290,556000000,3336000000,1000,6000,9997412854706,18567663,1121232331,1339900778,1677,97565,1213595,555989280,1000,6881,177423,1109551370,21611921,1978388079,2168699851,847289114,1152710886,949872247,99906355039,132708400,968025,1039975,259222297,1204631496,133790902,139144,1362,1568,206188,1663384,3269507057,3335930829,164755366,1888139,221333466,364299,98111861,99999739,261,7799828,60075335,1059,99998941,195333108,6968237,55901818,159501700,26977860,73022140,99967398,32602,30577742,1000,1000,1000,1000,1000,1000,1000
558000,10550,62719,557000000,3342000000,1000,6000,9997420635235,10622799,1115286985,1339903773,1344,94903,1214797,556989450,1000,6326,176682,1111549306,21608791,1978391209,2168720485,847139287,1152860713,951720350,99906441831,132799540,964829,1039809,259369622,1205532316,133790755,139278,1306,1403,206556,1664784,3275461546,3341930955,164841417,1885581,221486580,364557,98114419,99999725,275,7784868,60216374,1019,99998981,195421786,6968243,55971595,159652274,26899690,73100310,99967401,32599,30580369,1000,1000,1000,1000,1000,1000,1000
559000,10530,63849,558000000,3348000000,1000,6000,9997412357112,18741186,1125406263,1339903227,1722,95071,1214678,557989470,1000,6318,177097,1113549584,21606735,1978393265,2168739412,846988404,1153011596,953569733,99906510437,132890458,979956,1046914,259527729,1206431328,133790270,139432,1318,1392,207040,1666348,3281414888,3347929833,164927403,1880597,221636562,364827,98119403,99999733,267,7772989,60357351,953,99999047,195510376,6968255,56041297,159802754,26821516,73178484,99967333,32667,30582973,1000,1000,1000,1000,1000,1000,1000
560000,10520,63090,559000000,3354000000,1000,6000,9997415306792,15631155,1124295826,1339902242,2387,95391,1214962,558989480,1000,650,176900,1115549036,21603733,1978396267,2168759505,846839954,1153160046,955420729,99906614512,132981242,959044,1020293,259681691,1207328928,133789902,139562,1355,1419,207344,1667672,3287375858,3353936260,165012957,1876634,221787327,365082,98123366,99999725,275,7759853,60497929,1059,99998941,195598624,6968261,56109784,159951407,26744044,73255956,99967193,32807,30585667,1000,1000,1000,1000,1000,1000,1000
561000,10250,63146,560000000,3360000000,1000,6000,9997419769275,11003639,1121673480,1339909852,1257,88911,1215086,559989750,1000,6377,176433,1117549328,21601817,1978398183,2168777523,846690153,1153309847,957271215,99906681800,133072380,975140,1029199,259839040,1208229752,133789891,139664,1311,1378,207440,1668704,3293324455,3359930477,165098904,1873622,221938062,365316,98126378,99999744,256,7746782,60638464,1074,99998926,195687208,6968266,56179384,160101680,26666008,73333992,99967192,32808,30588304,1000,1000,1000,1000,1000,1000,1000
562000,10540,64143,561000000,3366000000,1000,6000,9997416019417,14594477,1127257067,1339904573,2538,92909,1216400,560989460,1000,593,175114,1119546120,21595937,1978404063,2168799272,846542142,1153457858,959119989,99906742250,133162460,997398,1053651,259986215,1209119984,133789732,139772,1372,1500,207416,1669808,3299284148,3365935264,165183992,1869722,222088509,365598,98130278,99999727,273,7734796,60779733,1005,99998995,195774822,6968273,56248685,160251017,26588498,73411502,99967302,32698,30590830,1000,1000,1000,1000,1000,1000,1000
563000,10720,64483,562000000,3372000000,1000,6000,9997418982493,11472795,1126132788,1339903243,1935,94842,1216401,561989280,1000,648,175425,1121545758,21591632,1978408368,2168819493,846392491,1153607509,960969966,99906839627,133252432,982608,1041480,260132545,1210009560,133789448,139902,1323,1553,207696,1671132,3305238702,3371934869,165268919,1867102,222239241,365859,98132898,99999732,268,7721505,60920051,1024,99998976,195862365,6968283,56318340,160400367,26511419,73488581,99967216,32784,30593446,1000,1000,1000,1000,1000,1000,1000
564000,10420,64022,563000000,3378000000,1000,6000,9997417560407,12734915,1129395815,1339904480,1947,93593,1217223,562989580,1000,1054,176124,1123544714,21588974,1978411026,2168836462,846242891,1153757109,962819313,99906947274,133343188,958473,1010296,260288361,1210907232,133789180,140044,1387,1333,208120,1672552,3311193308,3377934924,165354803,1863837,222389268,366108,98136163,99999720,280,7710447,61061799,1027,99998973,195950779,6968292,56386426,160549277,26433125,73566875,99967158,32842,30595976,1000,1000,1000,1000,1000,1000,1000
565000,10920,63703,564000000,3384000000,1000,6000,9997415263620,14875363,1133535495,1339904785,1263,93972,1215882,563989080,1000,563,174742,1125546396,21588329,1978411671,2168852074,846095417,1153904583,964673516,99906998613,133433740,990329,1043109,260436127,1211802344,133788946,140156,1422,1468,208184,1673672,3317148786,3383935734,165440330,1862150,222540828,366372,98137850,99999726,274,7697173,61202905,1001,99998999,196038862,6968297,56454872,160698138,26355266,73644734,99967204,32796,30598532,1000,1000,1000,1000,1000,1000,1000
566000,10590,63535,565000000,3390000000,1000,6000,9997411293751,18691533,1139353218,1339903121,2007,94892,1215561,564989410,1000,1051,175177,1127547698,21589709,1978410291,2168865358,845946084,1154053916,966525477,99907093512,133523412,977659,1034230,260581056,1212688968,133788904,140276,1389,1315,208412,1674896,3323103570,3389935414,165524972,1859044,222690918,366621,98140956,99999734,266,7685623,61344240,1079,99998921,196126050,6968305,56524228,160847044,26278262,73721738,99967176,32824,30601078,1000,1000,1000,1000,1000,1000,1000
567000,10700,62865,566000000,3396000000,1000,6000,9997412792162,17037368,1139690494,1339899099,1558,99363,1216860,565989300,1000,1130,174363,1129544880,21585444,1978414556,2168884042,845798262,1154201738,968374830,99907173524,133614492,981298,1029479,260737911,1213589704,133788615,140412,1407,1390,208608,1676256,3329058553,3395936005,165611128,1856570,222841503,366912,98143430,99999732,268,7673676,61485781,1004,99998996,196214818,6968312,56591939,160995687,26199942,73800058,99967080,32920,30603690,1000,1000,1000,1000,1000,1000,1000
