Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1,H2O::Cell_1::Mitochondria_2,H2O_created::Cell_1::Mitochondria_2,OH-::Cell_1::Mitochondria_2,H+::Cell_1::Mitochondria_2,H+_inter::Cell_1::Mitochondria_2,H+_inter_created::Cell_1::Mitochondria_2,O2::Cell_1::Mitochondria_2,O2_in::Cell_1::Mitochondria_2,CO2::Cell_1::Mitochondria_2,ATP::Cell_1::Mitochondria_2,ATP_created::Cell_1::Mitochondria_2,ADP::Cell_1::Mitochondria_2,GDP::Cell_1::Mitochondria_2,GTP::Cell_1::Mitochondria_2,Pi::Cell_1::Mitochondria_2,NAD+::Cell_1::Mitochondria_2,NADH::Cell_1::Mitochondria_2,NADH_created::Cell_1::Mitochondria_2,NADH_in::Cell_1::Mitochondria_2,Pyruvate-::Cell_1::Mitochondria_2,Pyruvate-_in::Cell_1::Mitochondria_2,CoA-SH::Cell_1::Mitochondria_2,Acetyl_CoA::Cell_1::Mitochondria_2,FAD::Cell_1::Mitochondria_2,FADH2::Cell_1::Mitochondria_2,FADH2_created::Cell_1::Mitochondria_2,Pyruvate_transport::Cell_1::Mitochondria_2,ATP_synthase::Cell_1::Mitochondria_2,ADP_ATP_transport::Cell_1::Mitochondria_2,NADH_shuttle::Cell_1::Mitochondria_2,Pi_transport::Cell_1::Mitochondria_2,Commp1-3-4::Cell_1::Mitochondria_2,Commp2-3-4::Cell_1::Mitochondria_2,H2O::Cell_1::Mitochondria_3,H2O_created::Cell_1::Mitochondria_3,OH-::Cell_1::Mitochondria_3,H+::Cell_1::Mitochondria_3,H+_inter::Cell_1::Mitochondria_3,H+_inter_created::Cell_1::Mitochondria_3,O2::Cell_1::Mitochondria_3,O2_in::Cell_1::Mitochondria_3,CO2::Cell_1::Mitochondria_3,ATP::Cell_1::Mitochondria_3,ATP_created::Cell_1::Mitochondria_3,ADP::Cell_1::Mitochondria_3,GDP::Cell_1::Mitochondria_3,GTP::Cell_1::Mitochondria_3,Pi::Cell_1::Mitochondria_3,NAD+::Cell_1::Mitochondria_3,NADH::Cell_1::Mitochondria_3,NADH_created::Cell_1::Mitochondria_3,NADH_in::Cell_1::Mitochondria_3,Pyruvate-::Cell_1::Mitochondria_3,Pyruvate-_in::Cell_1::Mitochondria_3,CoA-SH::Cell_1::Mitochondria_3,Acetyl_CoA::Cell_1::Mitochondria_3,FAD::Cell_1::Mitochondria_3,FADH2::Cell_1::Mitochondria_3,FADH2_created::Cell_1::Mitochondria_3,Pyruvate_transport::Cell_1::Mitochondria_3,ATP_synthase::Cell_1::Mitochondria_3,ADP_ATP_transport::Cell_1::Mitochondria_3,NADH_shuttle::Cell_1::Mitochondria_3,Pi_transport::Cell_1::Mitochondria_3,Commp1-3-4::Cell_1::Mitochondria_3,Commp2-3-4::Cell_1::Mitochondria_3
10000,5896520,1283576,180000000,1080000000,20000,120000,9993348820938,78147431,123333018,1625,174103480,2000,116377,8140277,348203710,6040509669,13959490331,15813018931,9965534743,34465257,2580053,100325972284,775783600,16365,114769034,391500,6859149600,25865649,357589549,337473292,724684526,1483455900,275315474,999997709,2291,154977083,997355691,2644309,449960009,103796300,2,112499860,999986859,13141,999849083,150917,112486717,1000,1000,1000,1000,1000,1000,1000,100325893684,775748100,16012,115117351,77600,6858796200,23419176,355125426,337516751,723591559,1482336900,276408441,999972691,27309,160519232,997335281,2664719,450018019,103723600,5,112514220,999987053,12947,999834332,165668,112501268,1000,1000,1000,1000,1000,1000,1000,100325783669,775510200,100971,114344522,747400,6856722000,34278722,365885072,337355331,723361410,1482088500,276638590,999996090,3910,159304080,997478349,2521651,449798351,103638500,9,112469300,999973729,26271,999854480,145520,112443020,1000,1000,1000,1000,1000,1000,1000
11000,6219350,1277176,200000000,1200000000,20000,120000,9992791722280,83729727,129222852,19981,193780650,2000,1016,8126087,387521338,5788579707,14211420293,16274658693,9965560073,34439927,2927111,100364969156,866820300,101611,119712244,8410000,7665613400,26956237,397704537,376428002,810305228,1655955000,189694772,999987317,12683,10589,997468887,2531113,501903613,116800400,12740,125489520,999998831,1169,999848089,151911,125475611,1000,1000,1000,1000,1000,1000,1000,100364978535,866790800,7774,127446485,644300,7665245600,23884411,394613411,376472694,811282429,1656879600,188717571,999994032,5968,2715603,997421209,2578791,501963591,116740400,13320,125504220,999999997,3,999841903,158097,125490897,1000,1000,1000,1000,1000,1000,1000,100364865546,866566200,7894,127689274,304800,7663188400,35775360,406403860,376384560,811310142,1656891600,188689858,999989922,10078,1108880,997488220,2511780,501846080,116613500,12880,125474400,1000000000,0,999847680,152320,125461520,1000,1000,1000,1000,1000,1000,1000
12000,6528950,1271840,220000000,1320000000,20000,120000,9992264435479,83626953,129513768,19768,213471050,2000,958,8136851,426902564,5560803332,14439196668,16508566268,9965527969,34472031,3277933,100389136060,942844400,134685,8014235,147808500,8323037600,34932382,437266682,415425065,808996812,1741521600,191003188,999993927,6073,100015,982804450,17195550,553891350,129797000,5,138492500,999973790,26210,999709515,290485,138466285,1000,1000,1000,1000,1000,1000,1000,100389890938,943844400,174386,8471820,146610100,8332692800,31587181,434399931,415563062,811197362,1743646500,188802638,999985270,14730,16408,983614746,16385254,554083454,129708400,2,138522280,999998114,1886,999698508,301492,138520392,1000,1000,1000,1000,1000,1000,1000,100389585282,943308100,184261,8456518,146703300,8327769000,44488539,447060589,415376938,810244740,1742720400,189755260,999966921,33079,21181,983497443,16502557,553835457,129647200,13100,138473000,999998619,1381,999705481,294519,138458519,1000,1000,1000,1000,1000,1000,1000
13000,6823850,1264403,240000000,1440000000,20000,120000,9991759042273,83344466,129831031,1745,233176150,2000,950,8201255,466348810,5354738539,14645261461,16716054161,9965345005,34654995,3630315,100403673050,1009326800,170260,7678828,185564000,8883885600,45536243,474613243,454366598,808525915,1827949500,191474085,999993185,6815,100070,958419572,41580428,605803828,142757800,2,151492140,999945092,54908,999735570,264430,151437230,1000,1000,1000,1000,1000,1000,1000,100404391258,1010331400,152710,7702561,184846900,8893598000,46302750,475861200,454575527,810649041,1829970900,189350959,999978997,21003,84956,959142429,40857571,606100171,142659800,12941,151539180,999998405,1595,999689856,310144,151524644,1000,1000,1000,1000,1000,1000,1000,100404067501,1009830100,175678,7480259,185231400,8888911400,58932004,488260204,454415454,809691596,1829011500,190308404,999980989,19011,108893,958949939,41050061,605886861,142645900,13280,151485920,999998767,1233,999702293,297707,151471407,1000,1000,1000,1000,1000,1000,1000
14000,7106650,1255795,260000000,1560000000,20000,120000,9991275461230,80809576,127621072,1852,252893350,2000,92,8208300,505782996,5168240506,14831759494,16903657394,9965381120,34618880,3984316,100418109567,1075867200,153824,7903692,222922400,9445147200,57883164,513721464,493446305,808254125,1914521400,191745875,999986522,13478,2797,933844192,66155808,657917708,155724100,12961,164516460,999967904,32096,999719197,280803,164471403,1000,1000,1000,1000,1000,1000,1000,100418840703,1076891500,199467,7415057,222808800,9455035000,59490565,515818815,493622040,810263902,1916435400,189736098,999986592,13408,100090,934531850,65468150,658161150,155728500,12420,164556240,999995290,4710,999695890,304110,164539110,1000,1000,1000,1000,1000,1000,1000,100418535523,1076368000,141130,7605534,222811400,9450168800,73114284,529203834,493519975,809344978,1915530600,190655022,999960529,39471,69851,934241876,65758124,658021124,155727200,3,164517680,999983472,16528,999687751,312249,164501149,1000,1000,1000,1000,1000,1000,1000
15000,7379430,1276258,280000000,1680000000,20000,120000,9990809019451,78929685,126176510,19846,272620570,2000,103,8188077,545201448,4999523936,15000476064,17073232164,9965283103,34716897,4341851,100432513373,1142470800,181634,7377867,261155200,10006916800,70513014,553136464,532573822,807879925,2000959800,192120075,999992794,7206,101569,909199647,90800353,710091453,168731900,12520,177551080,999979071,20929,999706269,293731,177517631,1000,1000,1000,1000,1000,1000,1000,100433330173,1143465000,214587,7651566,260141900,10016666800,70510370,553618920,532689279,810071633,2003094900,189928367,999985153,14847,5220,909994841,90005159,710247059,168727300,1,177573720,999984061,15939,999690120,309880,177557780,1000,1000,1000,1000,1000,1000,1000,100433039464,1142976800,195160,7634968,260324800,10011997600,89090505,571968255,532561296,809148711,2002165800,190851289,999993919,6081,8708,909782112,90217888,710068588,168683500,8,177546720,999960580,39420,999714008,285992,177507292,1000,1000,1000,1000,1000,1000,1000
16000,7643470,1246879,300000000,1800000000,20000,120000,9990354629935,81128231,128847291,3281,292356530,2000,11388,8234762,584706498,4846926266,15153073734,17226512434,9965215658,34784342,4699956,100447033064,1209095400,175924,7354433,298813200,10568894000,83580096,592999046,571674805,807670663,2087578500,192329337,999996759,3241,99996,884596491,115403509,762218109,181765800,3,190588200,999955107,44893,999714196,285804,190543304,1000,1000,1000,1000,1000,1000,1000,100447834537,1210069100,141780,7582379,297828800,10578469400,83483842,593379542,571818278,809814002,2089672500,190185998,999970841,29159,6539,885338161,114661839,762423639,181751900,4,190607560,999997805,2195,999672339,327661,190605361,1000,1000,1000,1000,1000,1000,1000,100447503417,1209594700,191757,7546322,298060600,10573924600,102692195,612363145,571674503,808913892,2088756000,191086108,999994150,5850,17958,885160855,114839145,762223745,181704500,1,190576020,999973223,26777,999703558,296442,190549242,1000,1000,1000,1000,1000,1000,1000
17000,7898360,1255119,320000000,1920000000,20000,120000,9989916924575,81177878,129381170,1740,312101640,2000,965,8232692,624199800,4708876753,15291123247,17365138747,9965089328,34910672,5059928,100461383027,1275750000,194160,7407167,336524500,11131084800,96866071,633090121,610875536,807482606,2174211900,192517394,999959935,40065,65429,859890093,140109907,814499507,194756600,6,203627600,999996377,3623,999677929,322071,203623971,1000,1000,1000,1000,1000,1000,1000,100462380044,1276735900,188239,7639771,335425700,11140739800,94919431,631623681,610885333,809640127,2176346700,190359873,999985088,14912,2461,860780628,139219372,814499072,194801400,5,203657860,999955884,44116,999713661,286339,203613739,1000,1000,1000,1000,1000,1000,1000,100462006593,1276227200,154956,7697487,335496600,11135884800,117565714,654030114,610787194,808717573,2175400800,191282427,999983056,16944,4383,860582589,139417411,814376611,194671200,13360,203621720,999981057,18943,999708983,291017,203589417,1000,1000,1000,1000,1000,1000,1000
18000,8143720,1269669,340000000,2040000000,20000,120000,9989496016374,77538087,126126315,19969,331856280,2000,10564,8193106,663672622,4583939861,15416060139,17490545439,9965027634,34972366,5422756,100475947931,1342449900,138249,7592486,373993000,11693585400,106783672,669826522,650024337,807413719,2260947300,192586281,999983079,16921,3860,835243423,164756577,866691177,207786900,3,216690660,999976183,23817,999697360,302640,216666840,1000,1000,1000,1000,1000,1000,1000,100476837288,1343389900,146653,7561208,373181600,11702979000,108665339,672177789,650042842,809463965,2262981900,190536035,999976412,23588,17247,836098505,163901495,866723495,207837900,13124,216694660,999999117,883,999684347,315653,216680653,1000,1000,1000,1000,1000,1000,1000,100476360346,1342904800,228074,7186214,373782100,11698288000,133435556,696715456,649973440,808455601,2261933400,191544399,999991641,8359,111440,835931200,164068800,866630900,207652700,12920,216671440,999998940,1060,999687540,312460,216657460,1000,1000,1000,1000,1000,1000,1000
19000,8384030,1272200,360000000,2160000000,20000,120000,9989083348977,77623508,126768571,3316,351615970,2000,10637,8224755,703225308,4470962385,15529037615,17603917715,9964866465,35133535,5786773,100490381534,1409154500,170817,7023786,412284200,12256229800,122673411,712543461,689191726,807192750,2347524600,192807250,999987167,12833,106617,810609191,189390809,918921309,220795200,13800,229746360,999997023,2977,999684817,315183,229729583,1000,1000,1000,1000,1000,1000,1000,100491308656,1410058300,196896,7730598,410674700,12265320600,120465828,710791078,689168106,809351405,2349696300,190648595,999983689,16311,2284,811529078,188470922,918883422,220830200,6,229737480,999977842,22158,999692484,307516,229715316,1000,1000,1000,1000,1000,1000,1000,100490986718,1409612100,153729,7618042,410934700,12260826600,145282474,735382624,689091022,808424300,2348746500,191575700,999988249,11751,1649,811330927,188669073,918777973,220679600,12820,229729940,999969831,30169,999724849,275151,229686951,1000,1000,1000,1000,1000,1000,1000
20000,8614120,1272474,380000000,2280000000,20000,120000,9988680440316,78706142,128416199,1932,371385880,2000,126910,8254161,742767896,4368746658,15631253342,17706458242,9964698999,35301001,6154895,100504872673,1475851700,183006,7576864,449402900,12818707400,134707246,751394996,728334191,807169575,2434332000,192830425,999986468,13532,13693,786003102,213996898,971107798,233788400,12883,242799860,999986630,13370,999702593,297407,242773607,1000,1000,1000,1000,1000,1000,1000,100505811015,1476772800,208947,7568999,448452100,12828015200,132970851,750125201,728310046,809239570,2436401100,190760430,999993224,6776,9754,786971408,213028592,971073292,233799900,6,242783560,999979692,20308,999700854,299146,242763246,1000,1000,1000,1000,1000,1000,1000,100505351268,1476299500,222378,7467969,448899500,12823449400,160152269,777080419,728297853,808305228,2435422200,191694772,999981510,18490,18482,786630329,213369671,971059071,233723700,3,242775420,999985801,14199,999681982,318018,242761218,1000,1000,1000,1000,1000,1000,1000
