Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1,H2O::Cell_1::Mitochondria_2,H2O_created::Cell_1::Mitochondria_2,OH-::Cell_1::Mitochondria_2,H+::Cell_1::Mitochondria_2,H+_inter::Cell_1::Mitochondria_2,H+_inter_created::Cell_1::Mitochondria_2,O2::Cell_1::Mitochondria_2,O2_in::Cell_1::Mitochondria_2,CO2::Cell_1::Mitochondria_2,ATP::Cell_1::Mitochondria_2,ATP_created::Cell_1::Mitochondria_2,ADP::Cell_1::Mitochondria_2,GDP::Cell_1::Mitochondria_2,GTP::Cell_1::Mitochondria_2,Pi::Cell_1::Mitochondria_2,NAD+::Cell_1::Mitochondria_2,NADH::Cell_1::Mitochondria_2,NADH_created::Cell_1::Mitochondria_2,NADH_in::Cell_1::Mitochondria_2,Pyruvate-::Cell_1::Mitochondria_2,Pyruvate-_in::Cell_1::Mitochondria_2,CoA-SH::Cell_1::Mitochondria_2,Acetyl_CoA::Cell_1::Mitochondria_2,FAD::Cell_1::Mitochondria_2,FADH2::Cell_1::Mitochondria_2,FADH2_created::Cell_1::Mitochondria_2,Pyruvate_transport::Cell_1::Mitochondria_2,ATP_synthase::Cell_1::Mitochondria_2,ADP_ATP_transport::Cell_1::Mitochondria_2,NADH_shuttle::Cell_1::Mitochondria_2,Pi_transport::Cell_1::Mitochondria_2,Commp1-3-4::Cell_1::Mitochondria_2,Commp2-3-4::Cell_1::Mitochondria_2,H2O::Cell_1::Mitochondria_3,H2O_created::Cell_1::Mitochondria_3,OH-::Cell_1::Mitochondria_3,H+::Cell_1::Mitochondria_3,H+_inter::Cell_1::Mitochondria_3,H+_inter_created::Cell_1::Mitochondria_3,O2::Cell_1::Mitochondria_3,O2_in::Cell_1::Mitochondria_3,CO2::Cell_1::Mitochondria_3,ATP::Cell_1::Mitochondria_3,ATP_created::Cell_1::Mitochondria_3,ADP::Cell_1::Mitochondria_3,GDP::Cell_1::Mitochondria_3,GTP::Cell_1::Mitochondria_3,Pi::Cell_1::Mitochondria_3,NAD+::Cell_1::Mitochondria_3,NADH::Cell_1::Mitochondria_3,NADH_created::Cell_1::Mitochondria_3,NADH_in::Cell_1::Mitochondria_3,Pyruvate-::Cell_1::Mitochondria_3,Pyruvate-_in::Cell_1::Mitochondria_3,CoA-SH::Cell_1::Mitochondria_3,Acetyl_CoA::Cell_1::Mitochondria_3,FAD::Cell_1::Mitochondria_3,FADH2::Cell_1::Mitochondria_3,FADH2_created::Cell_1::Mitochondria_3,Pyruvate_transport::Cell_1::Mitochondria_3,ATP_synthase::Cell_1::Mitochondria_3,ADP_ATP_transport::Cell_1::Mitochondria_3,NADH_shuttle::Cell_1::Mitochondria_3,Pi_transport::Cell_1::Mitochondria_3,Commp1-3-4::Cell_1::Mitochondria_3,Commp2-3-4::Cell_1::Mitochondria_3,H2O::Cell_1::Mitochondria_4,H2O_created::Cell_1::Mitochondria_4,OH-::Cell_1::Mitochondria_4,H+::Cell_1::Mitochondria_4,H+_inter::Cell_1::Mitochondria_4,H+_inter_created::Cell_1::Mitochondria_4,O2::Cell_1::Mitochondria_4,O2_in::Cell_1::Mitochondria_4,CO2::Cell_1::Mitochondria_4,ATP::Cell_1::Mitochondria_4,ATP_created::Cell_1::Mitochondria_4,ADP::Cell_1::Mitochondria_4,GDP::Cell_1::Mitochondria_4,GTP::Cell_1::Mitochondria_4,Pi::Cell_1::Mitochondria_4,NAD+::Cell_1::Mitochondria_4,NADH::Cell_1::Mitochondria_4,NADH_created::Cell_1::Mitochondria_4,NADH_in::Cell_1::Mitochondria_4,Pyruvate-::Cell_1::Mitochondria_4,Pyruvate-_in::Cell_1::Mitochondria_4,CoA-SH::Cell_1::Mitochondria_4,Acetyl_CoA::Cell_1::Mitochondria_4,FAD::Cell_1::Mitochondria_4,FADH2::Cell_1::Mitochondria_4,FADH2_created::Cell_1::Mitochondria_4,Pyruvate_transport::Cell_1::Mitochondria_4,ATP_synthase::Cell_1::Mitochondria_4,ADP_ATP_transport::Cell_1::Mitochondria_4,NADH_shuttle::Cell_1::Mitochondria_4,Pi_transport::Cell_1::Mitochondria_4,Commp1-3-4::Cell_1::Mitochondria_4,Commp2-3-4::Cell_1::Mitochondria_4,H2O::Cell_1::Mitochondria_5,H2O_created::Cell_1::Mitochondria_5,OH-::Cell_1::Mitochondria_5,H+::Cell_1::Mitochondria_5,H+_inter::Cell_1::Mitochondria_5,H+_inter_created::Cell_1::Mitochondria_5,O2::Cell_1::Mitochondria_5,O2_in::Cell_1::Mitochondria_5,CO2::Cell_1::Mitochondria_5,ATP::Cell_1::Mitochondria_5,ATP_created::Cell_1::Mitochondria_5,ADP::Cell_1::Mitochondria_5,GDP::Cell_1::Mitochondria_5,GTP::Cell_1::Mitochondria_5,Pi::Cell_1::Mitochondria_5,NAD+::Cell_1::Mitochondria_5,NADH::Cell_1::Mitochondria_5,NADH_created::Cell_1::Mitochondria_5,NADH_in::Cell_1::Mitochondria_5,Pyruvate-::Cell_1::Mitochondria_5,Pyruvate-_in::Cell_1::Mitochondria_5,CoA-SH::Cell_1::Mitochondria_5,Acetyl_CoA::Cell_1::Mitochondria_5,FAD::Cell_1::Mitochondria_5,FADH2::Cell_1::Mitochondria_5,FADH2_created::Cell_1::Mitochondria_5,Pyruvate_transport::Cell_1::Mitochondria_5,ATP_synthase::Cell_1::Mitochondria_5,ADP_ATP_transport::Cell_1::Mitochondria_5,NADH_shuttle::Cell_1::Mitochondria_5,Pi_transport::Cell_1::Mitochondria_5,Commp1-3-4::Cell_1::Mitochondria_5,Commp2-3-4::Cell_1::Mitochondria_5
54000,530784930,1252067,1060000000,6360000000,20000,120000,9978448157144,97042105,107967677,11074,529215070,1000,6,1041280,1058407992,2701921349,17298078651,24793392851,9990651660,9348340,535952,100632216894,1477698100,100523,210790546,924000,13086477800,630923316,1264115916,634069302,907512,2621261100,999092488,999996051,3949,14639,999746337,253663,845425563,209900400,3580,211360360,999999481,519,999956639,43361,211356261,1000,1000,1000,1000,1000,1000,1000,100632156685,1477468300,8992,210734115,875100,13084323800,629538328,1262625028,634017382,895245,2620858800,999104755,999999904,96,49059,999744677,255323,845353623,209780200,0,211344900,999991341,8659,999958659,41341,211336241,1000,1000,1000,1000,1000,1000,1000,100631787699,1477357100,4708,210865360,796800,13082684600,635526904,1268525054,634209041,928000,2620461900,999072000,999999969,31,11869,999752328,247672,845610672,209272500,4001,211409780,999995852,4148,999959169,40831,211401631,1000,1000,1000,1000,1000,1000,1000,100632137203,1477578800,4835,210796797,842600,13085193600,652221310,1285348560,634118108,912249,2621005200,999087751,999992995,7005,8046,999741238,258762,845489262,209699700,0,211375800,999995354,4646,999953146,46854,211371154,1000,1000,1000,1000,1000,1000,1000,100632142139,1477523600,101424,210977299,719800,13084936000,645015319,1278133369,634002276,932851,2621029800,999067149,999995772,4228,11021,999744245,255755,845333455,209870900,2,211339920,999991261,8739,999956321,43679,211331179,1000,1000,1000,1000,1000,1000,1000
55000,540786460,1244371,1080000000,6480000000,20000,120000,9978200316711,95787085,106762287,1250,539213540,1000,0,1054022,1078424580,2692745196,17307254804,24802544904,9990624958,9375042,546138,100644200472,1505676500,105135,214837167,880500,13334255400,642473324,1287654724,646062261,901141,2665218000,999098859,999999910,90,49969,999748108,251892,861414992,213886000,3841,215360640,999995932,4068,999960969,39031,215352731,1000,1000,1000,1000,1000,1000,1000,100644127048,1505415700,8872,214810031,788100,13331827400,642012102,1287074352,645996159,937055,2664789900,999062945,999994395,5605,12740,999747181,252819,861326019,213760100,1,215336440,999993421,6579,999961340,38660,215329860,1000,1000,1000,1000,1000,1000,1000,100643664658,1505364600,105072,215027182,747900,13330714000,648494827,1293493877,646230160,927757,2664468300,999072243,999998967,1033,15810,999744350,255650,861639950,213247300,3780,215414360,999999210,790,999956710,43290,215409790,1000,1000,1000,1000,1000,1000,1000,100644206097,1505673100,4761,214791963,846300,13334059000,663498215,1308667765,646130908,910940,2665163400,999089060,999999026,974,15286,999748678,251322,861507322,213749100,4100,215382180,999998334,1666,999957586,42414,215376414,1000,1000,1000,1000,1000,1000,1000,100644215325,1505470300,4695,214604772,986100,13332441400,656771111,1301864911,645976517,882576,2664877500,999117424,999999816,184,48740,999744623,255377,861299377,213860900,3,215330800,999992063,7937,999959840,40160,215322860,1000,1000,1000,1000,1000,1000,1000
56000,550788310,1240279,1100000000,6600000000,20000,120000,9977957167167,90694092,101661146,10208,549211690,1000,11221,1036890,1098402964,2684341059,17315658941,24810970641,9990626130,9373870,556294,100656296040,1533677300,8990,218840760,783100,13582282600,655816309,1312999309,658064860,928260,2709252600,999071740,999993870,6130,14710,999745950,254050,877418850,217889900,3940,219360820,999997110,2890,999957310,42690,219353990,1000,1000,1000,1000,1000,1000,1000,100655998332,1533376000,101233,218769708,921600,13579485600,656145125,1313190975,657994530,869116,2708693700,999130884,999999371,629,58655,999746325,253675,877325575,217735500,3960,219336400,999998605,1395,999953255,46745,219331045,1000,1000,1000,1000,1000,1000,1000,100655637307,1533303700,101203,218957193,810700,13578187400,660710568,1317684318,658210620,907062,2708363400,999092938,999992732,7268,19170,999740850,259150,877613950,217236500,3580,219407540,999999370,630,999952870,47130,219403330,1000,1000,1000,1000,1000,1000,1000,100656112619,1533656800,101334,219022940,713200,13581953600,673188523,1330353523,658121777,927677,2709178500,999072323,999993228,6772,14751,999742274,257726,877494126,217766800,1,219377080,999995270,4730,999954451,45549,219372349,1000,1000,1000,1000,1000,1000,1000,100656095081,1533431700,101091,218815298,868100,13580097000,667443275,1324520375,657967291,873282,2708838000,999126718,999999406,594,54224,999745633,254367,877286967,217844100,1,219327940,999991737,8263,999957824,42176,219319676,1000,1000,1000,1000,1000,1000,1000
57000,560790070,1253866,1120000000,6720000000,20000,120000,9977705151220,95243079,106226200,2237,559209930,1000,90,1055835,1118415386,2676683199,17323316801,24818584901,9990639125,9360875,566411,100668196975,1561684100,100793,222968804,760700,13830335400,668693131,1337878581,670078527,917710,2753265000,999082290,999995866,4134,12456,999733729,266271,893436571,221887400,1,223362440,999995605,4395,999955156,44844,223358044,1000,1000,1000,1000,1000,1000,1000,100668084987,1561343000,4484,222866973,720300,13827178000,667083836,1336114586,669973686,937713,2752686000,999062287,999999370,630,14357,999746271,253729,893298029,221735700,4060,223329060,999999343,657,999957157,42843,223324343,1000,1000,1000,1000,1000,1000,1000,100667750997,1561310100,8802,222757941,893800,13826227400,673508266,1342483716,670199532,881742,2752347000,999118258,999996575,3425,46033,999765801,234199,893596899,221229000,3942,223408740,999992569,7431,999961833,38167,223397367,1000,1000,1000,1000,1000,1000,1000,100668126464,1561639000,105202,222754495,969300,13829818000,685905910,1355064660,670091675,914873,2753100300,999085127,999995295,4705,55922,999752547,247453,893453953,221789500,4021,223371140,999995159,4841,999959222,40778,223362278,1000,1000,1000,1000,1000,1000,1000,100668168560,1561406000,8689,222771860,823300,13827878400,678137851,1347204501,669959794,916458,2752816800,999083542,999994141,5859,15883,999735289,264711,893278811,221846500,0,223321760,999997257,2743,999953683,46317,223319017,1000,1000,1000,1000,1000,1000,1000
58000,570792050,1266071,1140000000,6840000000,20000,120000,9977457206825,96459156,107367622,11172,569207950,1000,83,1037310,1138393556,2669867281,17330132719,24825472819,9990705310,9294690,576466,100680253543,1589601700,8441,226707017,912100,14077589800,679743426,1360892576,682038064,862778,2797093500,999137222,999996406,3594,44028,999739764,260236,909383836,225871300,3920,227350440,999999252,748,999957628,42372,227345772,1000,1000,1000,1000,1000,1000,1000,100680094335,1589322800,8799,226584065,1003900,14075047200,679059425,1360084525,681954644,876125,2796606600,999123875,999999403,597,58678,999743434,256566,909270666,225763500,0,227322600,999993422,6578,999956578,43422,227316022,1000,1000,1000,1000,1000,1000,1000,100679621583,1589228100,100641,226788297,962500,14073523400,684454064,1365395764,682166324,876614,2796210600,999123386,999994222,5778,52308,999745084,254916,909553716,225239900,3700,227395240,999995852,4148,999957308,42692,227387392,1000,1000,1000,1000,1000,1000,1000,100680147847,1589710900,100454,226925153,820800,14078451400,699251512,1380440862,682133086,921494,2797248900,999078506,999996461,3539,15767,999737281,262719,909510219,225799000,3960,227382780,999998313,1687,999955067,44933,227377133,1000,1000,1000,1000,1000,1000,1000,100680185458,1589440900,8574,226588379,1011700,14076181800,690838869,1371920119,681975029,880412,2796823800,999119588,999999356,644,57544,999737215,262785,909298185,225848700,3,227328720,999994439,5561,999955244,44756,227323156,1000,1000,1000,1000,1000,1000,1000
59000,580793700,1276110,1160000000,6960000000,20000,120000,9977213244359,94364494,105300991,11134,579206300,1000,99,1035165,1158390332,2663622053,17336377947,24831654547,9990685335,9314665,586667,100692182066,1617655200,100759,230800794,913500,14326078400,689683572,1382856572,694067310,888082,2841181200,999111918,999999057,943,48975,999748365,251635,925422035,229866400,4040,231361900,999996865,3135,999954475,45525,231354725,1000,1000,1000,1000,1000,1000,1000,100692057775,1617218400,8630,230696624,871700,14322130400,692308056,1385288906,693897869,936588,2840480400,999063412,999999623,377,17735,999744766,255234,925196634,229763600,4121,231304460,999998426,1574,999957935,42065,231298765,1000,1000,1000,1000,1000,1000,1000,100691611769,1617227100,105352,230739247,1007600,14321490200,696982669,1389922419,694171642,875332,2840189400,999124668,999999339,661,62207,999754565,245435,925559435,229217900,4,231396060,999991737,8263,999959807,40193,231387793,1000,1000,1000,1000,1000,1000,1000,100692144867,1617700000,100616,230845853,894900,14326356800,710606466,1403791266,694125298,881172,2841211500,999118828,999998133,1867,46961,999738863,261137,925500337,229800000,3780,231379000,999999819,181,999955361,44639,231375039,1000,1000,1000,1000,1000,1000,1000,100692090928,1617433600,104649,230822811,859100,14324095200,703787878,1396864628,693962841,943533,2840843400,999056467,999999892,108,18859,999749818,250182,925282482,229841100,3521,231327080,999996082,3918,999960459,39541,231319641,1000,1000,1000,1000,1000,1000,1000
60000,590795640,1287325,1180000000,7080000000,20000,120000,9976965721614,96419322,107381740,10247,589204360,1000,11,1034992,1178388226,2657986636,17342013364,24837319364,9990669428,9330572,596854,100704213014,1645730700,104112,234918626,813400,14574708600,699227581,1404430531,706097936,912963,2885314200,999087037,999998705,1295,12142,999743506,256494,941461194,233876400,0,235371420,999991838,8162,999961542,38458,235363258,1000,1000,1000,1000,1000,1000,1000,100703946591,1645191800,104496,234713467,950300,14569906800,704502890,1409473090,705894320,900223,2884421100,999099777,999998452,1548,45829,999741509,258491,941191091,233756400,2,235300780,999995993,4007,999954629,45371,235296771,1000,1000,1000,1000,1000,1000,1000,100703677029,1645142800,8296,234908248,738000,14568772800,710164335,1415069785,706135087,935501,2884131000,999064499,999999376,624,12875,999746088,253912,941510612,233222300,3,235384040,999991488,8512,999956375,43625,235375525,1000,1000,1000,1000,1000,1000,1000,100704113413,1645611900,100482,234820287,886600,14573546200,723932211,1429077361,706084870,884271,2885064600,999115729,999999236,764,47865,999763995,236005,941444005,233760700,3800,235370400,999992535,7465,999962465,37535,235359135,1000,1000,1000,1000,1000,1000,1000,100704187227,1645445700,8244,234530713,1063600,14572212200,715579347,1420661897,705972286,883340,2884817400,999116660,999999697,303,54457,999743671,256329,941295829,233845000,4540,235329740,999998343,1657,999957057,42943,235323543,1000,1000,1000,1000,1000,1000,1000
61000,600797220,1261914,1200000000,7200000000,20000,120000,9976719127987,98119287,109150211,1198,599202780,1000,8,1057760,1198403164,2652888374,17347111626,24842491526,9990633860,9366140,607024,100716168099,1673659700,101025,238914161,811100,14822070600,712130230,1429302180,718083564,925211,2929199100,999074789,999999619,381,10608,999742144,257856,957442156,237843800,0,239366380,999992212,7788,999957208,42792,239358592,1000,1000,1000,1000,1000,1000,1000,100716028600,1673105000,8080,238751219,789300,14817163600,714801928,1431736528,717843439,911218,2928334200,999088782,999999878,122,10660,999755321,244679,957121279,237756800,1,239287760,999990081,9919,999957960,42040,239277840,1000,1000,1000,1000,1000,1000,1000,100715590909,1673180300,105098,238825871,933700,14817123000,724321051,1441243701,718151702,869620,2928150000,999130380,999991989,8011,45869,999730367,269633,957535133,237244800,0,239384840,999998591,1409,999951569,48431,239383431,1000,1000,1000,1000,1000,1000,1000,100716083393,1673595200,104568,238968626,760700,14821405600,736732597,1453871047,718092585,903858,2929072500,999096142,999996545,3455,9287,999745002,254998,957455898,237757700,3801,239369760,999997354,2646,999954987,45013,239363313,1000,1000,1000,1000,1000,1000,1000,100716062272,1673418800,105349,238663707,1040200,14819956000,725514722,1442584622,717978425,867247,2928774000,999132753,999992854,7146,47407,999731082,268918,957302818,237826900,1,239329640,999994754,5246,999954607,45393,239324393,1000,1000,1000,1000,1000,1000,1000
62000,610798950,1262372,1220000000,7320000000,20000,120000,9976479005001,93790181,104793680,2300,609201050,1000,9,1062099,1218397500,2648327182,17351672818,24847046618,9990675881,9324119,617281,100728260825,1701640600,4240,242773092,838300,15069914800,727623138,1456787738,730073447,877431,2973167400,999122569,999999786,214,16055,999756208,243792,973428492,241833100,3,243363360,999991688,8312,999956355,43645,243355045,1000,1000,1000,1000,1000,1000,1000,100727993340,1700992900,4232,242767420,747500,15064171400,727420843,1456307443,729780472,913900,2972167800,999086100,999995024,4976,7824,999755852,244148,973039348,241758300,3820,243266540,999996156,3844,999960824,39176,243258876,1000,1000,1000,1000,1000,1000,1000,100727623773,1701277100,104862,242943627,826400,15065921400,734324235,1463284685,730196650,929657,2972310900,999070343,999996202,3798,5545,999740195,259805,973594405,241230100,4220,243405360,999996615,3385,999958445,41555,243397755,1000,1000,1000,1000,1000,1000,1000,100728189814,1701527600,4143,242643023,951100,15068844800,747706575,1476818425,730039579,879622,2972936400,999120378,999999841,159,44719,999762440,237560,973383160,241774200,3,243352420,999991164,8836,999960319,39681,243343581,1000,1000,1000,1000,1000,1000,1000,100728114584,1701466500,104786,242649256,1034500,15068427400,736445928,1465539328,729972420,885742,2972867100,999114258,999999832,168,56390,999751470,248530,973295230,241860400,3640,243330440,999996010,3990,999956890,43110,243322810,1000,1000,1000,1000,1000,1000,1000
63000,620800610,1251221,1240000000,7440000000,20000,120000,9976233938731,94867251,105918473,1267,619199390,1000,3,1054176,1238396246,2644140082,17355859918,24851200018,9990630424,9369576,627470,100740125797,1729607300,101076,246849020,871400,15317544200,739664544,1480810144,742073675,888561,3017073600,999111439,999999552,448,53091,999744116,255884,989428784,245802200,3,247363460,999991652,8348,999960991,39009,247355109,1000,1000,1000,1000,1000,1000,1000,100739855751,1728948600,100919,246779907,859400,15311780400,739642122,1480509822,741784498,898068,3016074000,999101932,999998858,1142,11890,999726292,273708,989044408,245751500,2,247264680,999995232,4768,999953290,46710,247259910,1000,1000,1000,1000,1000,1000,1000,100739734101,1729282500,7774,246884899,775400,15313988200,748631847,1489595797,742195550,912511,3016336200,999087489,999997636,2364,8525,999751675,248325,989591225,245230400,0,247404200,999991475,8525,999958925,41075,247395675,1000,1000,1000,1000,1000,1000,1000,100740072822,1729529100,101257,246951658,777600,15316859800,758496884,1499609484,742053254,909839,3016978200,999090161,999993632,6368,17093,999723839,276161,989403961,245793500,0,247351840,999998867,1133,999953193,46807,247350707,1000,1000,1000,1000,1000,1000,1000,100740181636,1729435900,4034,246729804,853000,15316111000,747146079,1488223529,741977240,941075,3016848000,999058925,999999665,335,8590,999751650,248350,989300650,245821600,0,247330420,999992990,7010,999957590,42410,247323410,1000,1000,1000,1000,1000,1000,1000
64000,630802090,1272645,1260000000,7560000000,20000,120000,9975991489865,93743656,104816852,1221,629197910,1000,89,1051118,1258393378,2640394621,17359605379,24854881479,9990615722,9384278,637800,100752102708,1757586600,101392,250926052,797900,15565354000,751350355,1504486655,754070880,933549,3061059900,999066451,999992649,7351,16100,999739120,260880,1005427380,249792100,3800,251361680,999998620,1380,999957500,42500,251356500,1000,1000,1000,1000,1000,1000,1000,100751885104,1756996700,101105,250853495,778000,15560220600,749331318,1502220518,753797093,942527,3060171000,999057473,999999230,770,13403,999737910,262090,1005061490,249760700,1,251268300,999996098,3902,999953903,46097,251264397,1000,1000,1000,1000,1000,1000,1000,100751599088,1757253600,104738,250871912,894700,15561692800,760851975,1513801075,754196816,864565,3060244500,999135435,999992407,7593,44742,999742226,257774,1005595274,249205300,4200,251404100,999998558,1442,999956942,43058,251398458,1000,1000,1000,1000,1000,1000,1000,100752177587,1757492000,7566,250783173,822200,15564556000,771147187,1524245437,754015478,867314,3060915300,999132686,999996265,3735,46851,999747373,252627,1005352927,249800700,4600,251345180,999996869,3131,999958051,41949,251337449,1000,1000,1000,1000,1000,1000,1000,100752049043,1757387100,100608,250892354,795600,15563686200,760916581,1513973581,753968763,958728,3060783900,999041272,999994045,5955,10717,999737854,262146,1005290546,249812500,3,251325200,999996586,3414,999951317,48683,251321783,1000,1000,1000,1000,1000,1000,1000
65000,640803800,1272169,1280000000,7680000000,20000,120000,9975747427539,94594489,105645161,2203,639196200,1000,1065,1053278,1278387994,2637044028,17362955972,24858268272,9990650742,9349258,648136,100764206335,1785586900,3898,254595385,1020200,15813355400,762808067,1527944417,766068038,898319,3105006600,999101681,999999730,270,62511,999751573,248427,1021422527,253784400,4200,255363260,999995429,4571,999959711,40289,255354489,1000,1000,1000,1000,1000,1000,1000,100763928564,1785018400,100815,254828096,780600,15808472800,759332601,1524234851,765776694,911623,3104226900,999088377,999996816,3184,15593,999755299,244701,1021035401,253799900,3900,255263180,999999427,573,999955193,44807,255258707,1000,1000,1000,1000,1000,1000,1000,100763597379,1785219100,104146,254894321,862200,15809429400,772046445,1536983395,766174050,933207,3104217600,999066793,999999582,418,16875,999743425,256575,1021565175,253220100,4000,255395800,999999325,675,999954075,45925,255391125,1000,1000,1000,1000,1000,1000,1000,100764154477,1785435700,3955,254630463,960700,15812042600,786422883,1551496083,765997332,867284,3104793000,999132716,999999628,372,51444,999750812,249188,1021326988,253779300,0,255338020,999991636,8364,999959644,40356,255329656,1000,1000,1000,1000,1000,1000,1000,100764053945,1785382300,101032,254782955,892600,15811639000,773013370,1538068020,765959162,908793,3104755800,999091207,999993152,6848,10959,999751797,248203,1021277603,253806900,4040,255326320,999996161,3839,999954559,45441,255318441,1000,1000,1000,1000,1000,1000,1000
66000,650805180,1252374,1300000000,7800000000,20000,120000,9975503191934,95918781,106981805,2209,649194820,1000,126186,1054402,1298385222,2634049515,17365950485,24861290685,9990649598,9350402,658220,100776084379,1813552200,100773,258847000,870400,16061040400,777689275,1554810275,778059531,875474,3148980300,999124526,999996758,3242,54684,999741253,258747,1037412147,257778400,3581,259357880,999998317,1683,999957584,42416,259352616,1000,1000,1000,1000,1000,1000,1000,100775909003,1812965000,104638,258850137,759600,16055986800,770410314,1547288864,777747946,916231,3148143000,999083769,999991278,8722,16647,999750601,249399,1036996099,257802500,4060,259255700,999996513,3487,999959747,40253,259248153,1000,1000,1000,1000,1000,1000,1000,100775718717,1813282300,3826,258699123,966400,16057973400,783932828,1560895878,778205318,862085,3148283700,999137915,999995366,4634,49781,999744863,255137,1037606837,257218200,4280,259406560,999999239,761,999954681,45319,259401519,1000,1000,1000,1000,1000,1000,1000,100776057608,1813420300,100516,258759331,912200,16059911800,795747748,1572814698,777983423,887422,3148780200,999112578,999999830,170,54608,999765285,234715,1037309015,257773200,4061,259336300,999993353,6647,999960808,39192,259325592,1000,1000,1000,1000,1000,1000,1000,100776036766,1813327700,101300,258868653,799200,16059141000,785781375,1562811725,777931915,905673,3148683000,999094327,999996495,3505,16922,999749607,250393,1037239793,257804300,1,259316160,999991719,8281,999959122,40878,259307878,1000,1000,1000,1000,1000,1000,1000
67000,660806680,1239532,1320000000,7920000000,20000,120000,9975260409306,96063259,107118491,10227,659193320,1000,11165,1037446,1318366186,2631176865,17368823135,24864145735,9990650754,9349246,668540,100788162866,1841511900,7520,262858893,754800,16308674200,787562782,1576665932,790045555,937854,3192945300,999062146,999995616,4384,13662,999748107,251893,1053391193,261761400,1,263354280,999991359,8641,999959962,40038,263345638,1000,1000,1000,1000,1000,1000,1000,100787909992,1840945000,100973,262600688,996000,16303831600,784236194,1573107544,789732910,882794,3192066000,999117206,999999849,151,47555,999752545,247455,1052977155,261810700,3840,263248260,999999825,175,999958055,41945,263244245,1000,1000,1000,1000,1000,1000,1000,100787580821,1841200200,101247,262857898,886800,16305202800,795783312,1584708462,790174427,877479,3192155100,999122521,999999535,465,51356,999755529,244471,1053564171,261180700,4041,263398980,999994805,5195,999960156,39844,263389744,1000,1000,1000,1000,1000,1000,1000,100788149749,1841414200,3883,262685809,902900,16307874800,808087199,1597152599,789982550,883709,3192779700,999116291,999999653,347,46944,999749994,250006,1053308606,261788800,4382,263334820,999995618,4382,999957344,42656,263326056,1000,1000,1000,1000,1000,1000,1000,100788134052,1841367400,7349,262787228,804600,16307476400,798068416,1587114766,789954386,912351,3192738300,999087649,999996318,3682,14667,999739381,260619,1053271819,261806800,4340,263323860,999997913,2087,999957267,42733,263317433,1000,1000,1000,1000,1000,1000,1000
