Time,H2O,OH-,H+,glucose,O2,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_channel:=Cell_1,glucose_in:=Cell_1,O2:=Cell_1,O2_in:=Cell_1,Pyruvate:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,Pi-:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic:=Cell_1,H2O:=Cell_2,OH-:=Cell_2,H+:=Cell_2,glucose:=Cell_2,glucose_channel:=Cell_2,glucose_in:=Cell_2,O2:=Cell_2,O2_in:=Cell_2,Pyruvate:=Cell_2,Pyruvate-:=Cell_2,Pyruvate_created:=Cell_2,ATP:=Cell_2,ADP:=Cell_2,Pi:=Cell_2,Pi-:=Cell_2,NAD+:=Cell_2,NADH:=Cell_2,Lactic:=Cell_2,H2O::Cell_1::Mito_1,OH-::Cell_1::Mito_1,H+::Cell_1::Mito_1,O2::Cell_1::Mito_1,O2_in::Cell_1::Mito_1,CO2::Cell_1::Mito_1,ATP::Cell_1::Mito_1,ATP_created::Cell_1::Mito_1,ADP::Cell_1::Mito_1,Pi::Cell_1::Mito_1,NAD+::Cell_1::Mito_1,NADH::Cell_1::Mito_1,NADH_created::Cell_1::Mito_1,Pyruvate::Cell_1::Mito_1,Pyruvate_trans::Cell_1::Mito_1,Pyruvate-::Cell_1::Mito_1,Pyruvate-_in::Cell_1::Mito_1,CoA-SH::Cell_1::Mito_1,Acetyl_CoA::Cell_1::Mito_1,FAD::Cell_1::Mito_1,GDP::Cell_1::Mito_1,GTP::Cell_1::Mito_1,FADH2::Cell_1::Mito_1,FADH2_created::Cell_1::Mito_1,ADP_ATP_trans::Cell_1::Mito_1,NADH_shuttle::Cell_1::Mito_1,Pi_trans::Cell_1::Mito_1,H2O::Cell_1::Mito_2,OH-::Cell_1::Mito_2,H+::Cell_1::Mito_2,O2::Cell_1::Mito_2,O2_in::Cell_1::Mito_2,CO2::Cell_1::Mito_2,ATP::Cell_1::Mito_2,ATP_created::Cell_1::Mito_2,ADP::Cell_1::Mito_2,Pi::Cell_1::Mito_2,NAD+::Cell_1::Mito_2,NADH::Cell_1::Mito_2,NADH_created::Cell_1::Mito_2,Pyruvate::Cell_1::Mito_2,Pyruvate_trans::Cell_1::Mito_2,Pyruvate-::Cell_1::Mito_2,Pyruvate-_in::Cell_1::Mito_2,CoA-SH::Cell_1::Mito_2,Acetyl_CoA::Cell_1::Mito_2,FAD::Cell_1::Mito_2,GDP::Cell_1::Mito_2,GTP::Cell_1::Mito_2,FADH2::Cell_1::Mito_2,FADH2_created::Cell_1::Mito_2,ADP_ATP_trans::Cell_1::Mito_2,NADH_shuttle::Cell_1::Mito_2,Pi_trans::Cell_1::Mito_2,H2O::Cell_1::Mito_3,OH-::Cell_1::Mito_3,H+::Cell_1::Mito_3,O2::Cell_1::Mito_3,O2_in::Cell_1::Mito_3,CO2::Cell_1::Mito_3,ATP::Cell_1::Mito_3,ATP_created::Cell_1::Mito_3,ADP::Cell_1::Mito_3,Pi::Cell_1::Mito_3,NAD+::Cell_1::Mito_3,NADH::Cell_1::Mito_3,NADH_created::Cell_1::Mito_3,Pyruvate::Cell_1::Mito_3,Pyruvate_trans::Cell_1::Mito_3,Pyruvate-::Cell_1::Mito_3,Pyruvate-_in::Cell_1::Mito_3,CoA-SH::Cell_1::Mito_3,Acetyl_CoA::Cell_1::Mito_3,FAD::Cell_1::Mito_3,GDP::Cell_1::Mito_3,GTP::Cell_1::Mito_3,FADH2::Cell_1::Mito_3,FADH2_created::Cell_1::Mito_3,ADP_ATP_trans::Cell_1::Mito_3,NADH_shuttle::Cell_1::Mito_3,Pi_trans::Cell_1::Mito_3
1000,10000000500136,499864,499864,3582900,20000,9999933772315,0,3951714,5752,50,3212100,200,10660400,0,4904365,6412696,43849711,156150289,159914989,0,5433695,4566305,1230491,9999934782378,0,3673696,2929,50,3195000,9299600,9299600,0,5028919,6384142,41066520,158933480,158933480,0,4971081,5028919,1355223,100000075224,0,506,3756368,0,372726,48,1265548,9999952,8734284,9793594,206406,0,0,50,130,93400,9999882,118,9981292,9999832,168,18708,93152,2000,2000,2000,100000074784,0,26,3000098,0,368196,78,1251778,9999922,8748222,9794674,205326,0,0,50,179,92360,9999824,176,9981629,10000000,0,18371,92005,2000,2000,2000,100000074588,0,6,3239330,0,366956,130,1247630,9999870,8752370,9795294,204706,0,0,50,188,92080,9999796,204,9981702,10000000,0,18298,91688,2000,2000,2000
1100,10000000523991,476009,476009,3794700,20000,9999929532171,0,3881982,4574,50,3605600,0,11780100,0,5214757,7202052,41064823,158935177,163365777,0,5076383,4923617,1660035,9999930835940,0,3572952,2462,50,3589700,10179900,10179900,0,5373714,7174476,37910416,162089584,162089584,0,4626286,5373714,1800762,100000088424,0,7,4057782,0,436537,2102,1484202,9997898,8515798,9793393,206607,0,0,50,142,109370,9999875,125,9978203,10000000,0,21797,109103,2000,2000,2000,100000088412,0,7,3498912,0,436487,4232,1484032,9995768,8515968,9793893,206107,0,0,50,156,109370,9999877,123,9978205,10000000,0,21795,109091,2000,2000,2000,100000087660,0,231,3440058,0,432801,2038,1470738,9997962,8529262,9794069,205931,0,0,50,37,108520,9999623,377,9978408,10000000,0,21592,108106,2000,2000,2000
1200,10000000545495,454505,454505,3997200,20000,9999925554997,0,3731846,5744,50,4004500,0,12640000,0,5485379,7997512,38597009,161402991,166547491,0,4754621,5245379,2132833,9999927192654,0,3409908,2671,50,3988300,11320000,11320000,0,5690583,7971258,35063912,164936088,164936088,0,4309417,5690583,2280675,100000102108,0,419,4315422,0,507549,142,1724242,9999858,8275758,9792681,207319,0,0,50,197,127160,9999899,101,9974564,10000000,0,25436,126862,2000,2000,2000,100000102336,0,1,3737046,0,506091,1206,1720706,9998794,8279294,9793399,206601,0,0,50,158,126770,9999881,119,9974725,10000000,0,25275,126493,2000,2000,2000,100000100832,0,594,3679426,0,500884,86,1700986,9999914,8298818,9793606,206394,0,0,50,20,125370,9999828,172,9974880,9999804,196,25120,125178,2000,2000,2000
1300,10000000565269,434731,434731,4199800,20000,9999921806624,0,3543492,5197,50,4405000,0,13739100,0,5737739,8799606,36384830,163615170,169493770,0,4450051,5549949,2628057,9999923819971,0,3198898,2794,50,4385200,12220900,12220900,0,5981855,8764812,32484783,167515217,167515217,0,4018145,5981855,2782957,100000116944,0,5,4572278,0,578875,3458,1968158,9996542,8031842,9792495,207505,0,0,50,180,145030,9999825,175,9971099,10000000,0,28901,144675,2000,2000,2000,100000117269,0,9,4092900,0,579009,0,1968600,10000000,8031131,9792891,207109,0,0,50,231,145140,9999791,209,9971100,9999731,269,28900,144700,2000,2000,2000,100000116295,0,5,4035088,0,573525,4668,1949968,9995332,8049689,9792995,207005,0,0,50,69,143640,9999747,253,9971386,9999657,343,28614,143318,2000,2000,2000
1400,10000000583063,416937,416937,4389500,20000,9999918271418,0,3335790,2853,50,4812200,0,14858700,0,5988502,9618694,34412612,165587388,172209888,0,4147158,5852842,3141452,9999920691164,0,2968620,6079,50,4788300,13101300,13101300,0,6266531,9564442,30155606,169844394,169844394,0,3733469,6266531,3297911,100000131552,0,14,4887818,0,651984,5798,2216698,9994202,7783302,9791486,208514,0,0,50,135,163260,9999828,172,9967441,10000000,0,32559,162953,2000,2000,2000,100000131840,0,75,4468906,0,653065,66,2220166,9999934,7779706,9791925,208075,0,0,50,192,163600,9999811,189,9967379,9999872,128,32621,163219,2000,2000,2000,100000130376,0,3,4331352,0,646083,5172,2196672,9994828,7803328,9792097,207903,0,0,50,237,161880,9999837,163,9967736,10000000,0,32264,161480,2000,2000,2000
1500,10000000599689,400311,400311,4566500,20000,9999914924454,0,3109674,2925,50,5223000,0,15778900,0,6229532,10440150,32661704,167338296,174735396,0,3851988,6148012,3665238,9999917782098,0,2746524,7204,50,5200500,14181100,14181100,0,6566558,10386592,28068690,171931310,171931310,0,3433442,6566558,3820034,100000146196,0,476,5222546,0,728066,6,2473806,9999994,7526194,9790324,209676,0,0,50,168,182300,9999846,154,9963540,10000000,0,36460,181978,2000,2000,2000,100000146100,0,726,4664752,0,727806,72,2472072,9999928,7527692,9790274,209726,0,0,50,228,182310,9999826,174,9963508,9999764,236,36492,181908,2000,2000,2000,100000144240,0,1185,4586206,0,722175,66,2451366,9999934,7548634,9790115,209885,0,0,50,56,180770,9999773,227,9963711,10000000,0,36289,180487,2000,2000,2000
1600,10000000615046,384954,384954,4750400,20000,9999911741242,0,2854562,6783,50,5628400,0,16758800,0,6445318,11243234,31069076,168930924,177115524,0,3579602,6420398,4194336,9999915069895,0,2523552,4501,50,5611200,15201200,15201200,0,6868475,11213398,26183293,173816707,173816707,0,3131525,6868475,4344923,100000161964,0,554,5515516,0,806194,76,2739176,9999924,7260824,9789946,210054,0,0,50,79,201920,9999610,390,9959677,10000000,0,40323,201451,2000,2000,2000,100000161712,0,685,5057988,0,805205,68,2735368,9999932,7264492,9789515,210485,0,0,50,44,201610,9999647,353,9959691,9999860,140,40309,201213,2000,2000,2000,100000161396,0,7,4739932,0,798787,5652,2715852,9994348,7283896,9790793,209207,0,0,50,57,200050,9999605,395,9960158,9999748,252,39842,199598,2000,2000,2000
1700,10000000629474,370526,370526,4924900,20000,9999908705575,0,2634108,5934,50,6042800,0,17838800,0,6691270,12073732,29669207,170330793,179320693,0,3276480,6723520,4719812,9999912538460,0,2303884,6794,50,6022300,16121200,16121200,0,7167448,12031012,24469472,175530528,175530528,0,2832552,7167448,4863564,100000178466,0,227,5787800,0,885727,0,3010700,10000000,6989082,9789473,210527,0,0,50,57,221770,9999625,375,9955762,9999782,218,44238,221338,2000,2000,2000,100000178140,0,6,5290548,0,883926,2928,3005328,9997072,6994672,9789594,210406,0,0,50,37,221290,9999638,362,9955893,10000000,0,44107,220891,2000,2000,2000,100000176540,0,4,5172630,0,876954,4830,2981630,9995170,7018370,9790296,209704,0,0,50,236,219590,9999846,154,9956190,10000000,0,43810,219200,2000,2000,2000
1800,10000000642749,357251,357251,5092200,20000,9999905802733,0,2427726,4616,50,6456400,0,18798300,0,6942037,12903568,28416301,171583699,181393699,0,2966653,7033347,5237921,9999910170493,0,2107290,7587,50,6441400,17161700,17161700,0,7487458,12867626,22938119,177061881,177061881,0,2512542,7487458,5380168,100000194184,0,429,6020068,0,965649,2348,3281748,9997652,6718252,9789071,210929,0,0,50,91,241930,9999431,569,9951774,10000000,0,48226,241270,2000,2000,2000,100000194684,0,3,5600994,0,966513,6934,3286134,9993066,6713866,9788497,211503,0,0,50,43,241960,9999615,385,9951770,10000000,0,48230,241532,2000,2000,2000,100000191360,0,1109,5444408,0,957429,88,3251488,9999912,6748512,9788591,211409,0,0,50,209,239720,9999795,205,9951958,10000000,0,48042,239306,2000,2000,2000
1900,10000000654952,345048,345048,5248900,20000,9999903017714,0,2225350,6326,50,6873100,0,19698300,0,7193719,13733548,27304062,172695938,183348738,0,2655151,7344849,5754099,9999907949407,0,1934054,8173,50,6868000,18261700,18261700,0,7826854,13719654,21569061,178430939,178430939,0,2173146,7826854,5892800,100000210756,0,5,6231160,0,1046405,5960,3557760,9994040,6441992,9788995,211005,0,0,50,194,261970,9999767,233,9947737,9999752,248,52263,261543,2000,2000,2000,100000210603,0,774,5891852,0,1049854,2972,3566872,9997028,6432993,9787226,212774,0,0,50,67,262850,9999574,426,9947459,9999865,135,52541,262357,2000,2000,2000,100000208952,0,748,5693130,0,1042198,3830,3540930,9996170,6458822,9787652,212348,0,0,50,239,260910,9999838,162,9947781,9999752,248,52219,260509,2000,2000,2000
2000,10000000666360,333640,333640,5405600,20000,9999900337262,0,2047302,5952,50,7292700,0,20678200,0,7462469,14573496,26311658,173688342,185189242,0,2327801,7672199,6263097,9999905858054,0,1764210,6875,50,7291700,19281800,19281800,0,8166930,14569650,20327704,179672296,179672296,0,1833070,8166930,6402720,100000227100,0,2,6501458,0,1129572,5238,3840538,9994762,6159462,9788198,211802,0,0,50,216,282750,9999812,188,9943568,10000000,0,56432,282346,2000,2000,2000,100000226564,0,1435,6162386,0,1133125,46,3847746,9999954,6151906,9784765,215235,0,0,50,74,283590,9999687,313,9943135,9999652,348,56865,283203,2000,2000,2000,100000226388,0,6,5982804,0,1124666,5944,3823844,9994056,6176156,9787394,212606,0,0,50,77,281590,9999538,462,9943881,10000000,0,56119,281051,2000,2000,2000
2100,10000000677028,322972,322972,5559700,20000,9999897751617,0,1883816,4867,50,7713000,100,21658000,0,7736181,15416266,25464783,174535217,186932117,0,1990259,8009741,6766225,9999903881633,0,1607434,9841,50,7717300,20302000,20302000,0,8511176,15414918,19196551,180803449,180803449,0,1488824,8511176,6903742,100000244407,0,246,6749738,0,1215016,6018,4130218,9993982,5869531,9787354,212646,0,0,50,60,304150,9999552,448,9939312,9999749,251,60688,303642,2000,2000,2000,100000245055,0,910,6468252,0,1222990,3972,4155072,9996028,5844629,9784990,215010,0,0,50,75,306010,9999750,250,9938731,9999701,299,61269,305685,2000,2000,2000,100000243112,0,672,6250426,0,1212962,186,4121786,9999814,5878214,9785528,214472,0,0,50,215,303700,9999674,326,9939299,10000000,0,60701,303159,2000,2000,2000
2200,10000000687133,312867,312867,5709400,20000,9999895245768,0,1725274,7118,50,8135700,0,22698000,0,8010689,16257164,24709732,175290268,188597068,0,1650881,8349119,7265945,9999902013480,0,1473950,12148,50,8144900,21262000,21262000,0,8869727,16265504,18178984,181821016,181821016,0,1130273,8869727,7395777,100000261484,0,261,7117892,0,1301941,7112,4425712,9992888,5574288,9786939,213061,0,0,50,58,325850,9999591,409,9934953,10000000,0,65047,325383,2000,2000,2000,100000263039,0,688,6814324,0,1312148,64,4458964,9999936,5540809,9784612,215388,0,0,50,267,328460,9999792,208,9934307,9999773,227,65693,327985,2000,2000,2000,100000261888,0,4,6416244,0,1302764,84,4429384,9999916,5570616,9785396,214604,0,0,50,274,326220,9999660,340,9934946,10000000,0,65054,325606,2000,2000,2000
2300,10000000696570,303430,303430,5857000,20000,9999892809249,0,1583148,11304,50,8560700,0,23897500,0,8292900,17098792,24040341,175959659,190191959,0,1303130,8696870,7757822,9999900243777,0,1344820,17534,50,8572300,22062500,22062500,0,9227176,17109532,17253309,182746691,182746691,0,772824,9227176,7882356,100000278542,0,871,7485134,0,1390981,74,4726374,9999926,5273408,9785829,214171,0,0,50,225,348100,9999827,173,9930320,9999782,218,69680,347702,2000,2000,2000,100000280984,0,953,7079482,0,1403483,2,4768602,9999998,5231398,9783747,216253,0,0,50,46,351240,9999569,431,9929743,10000000,0,70257,350763,2000,2000,2000,100000279892,0,6,6821278,0,1393376,58,4737458,9999942,5262542,9784494,215506,0,0,50,218,348730,9999776,224,9930386,10000000,0,69614,348288,2000,2000,2000
2400,10000000705486,294514,294514,6003100,20000,9999890436112,0,1462564,13522,50,8988600,0,24897600,0,8589470,17950156,23451968,176548032,191713732,0,940640,9059360,8243796,9999898562316,0,1226712,24037,50,8998300,23062400,23062400,0,9587619,17948526,16410842,183589158,183589158,0,412381,9587619,8360907,100000297020,0,1034,7750016,0,1482674,76,5037576,9999924,4962168,9785066,214934,0,0,50,59,371080,9999530,470,9925777,9999744,256,74223,370551,2000,2000,2000,100000299876,0,454,7405028,0,1494074,8,5078308,9999992,4921692,9782846,217154,0,0,50,107,374080,9999394,606,9925357,10000000,0,74643,373367,2000,2000,2000,100000298420,0,4,7065974,0,1485714,1514,5051414,9998486,4948454,9783596,216404,0,0,50,189,371730,9999850,150,9925751,9999868,132,74249,371391,2000,2000,2000
2500,10000000713853,286147,286147,6144300,20000,9999888116908,0,1343060,21030,50,9417900,0,25917300,0,8881890,18793740,22914148,177085852,193189352,0,605100,9394900,8725340,9999896964341,0,1071234,73109,50,9427800,24042700,24042700,0,9890308,18709382,15573723,184426277,184426277,0,109692,9890308,8819074,100000315402,0,994,7934608,0,1574814,3588,5350988,9996412,4648682,9784406,215594,0,0,50,300,394230,9999698,302,9921136,9999670,330,78864,393628,2000,2000,2000,100000318592,0,8,7709066,0,1586898,2126,5395426,9997874,4604574,9782592,217408,0,0,50,209,397100,9999778,222,9920709,10000000,0,79291,396669,2000,2000,2000,100000316305,0,788,7430406,0,1578778,2366,5365166,9997634,4634573,9757712,242288,0,0,50,310,395180,9999766,234,9920962,9999739,261,79038,394636,2000,2000,2000
