Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1,H2O::Cell_1::Mitochondria_2,H2O_created::Cell_1::Mitochondria_2,OH-::Cell_1::Mitochondria_2,H+::Cell_1::Mitochondria_2,H+_inter::Cell_1::Mitochondria_2,H+_inter_created::Cell_1::Mitochondria_2,O2::Cell_1::Mitochondria_2,O2_in::Cell_1::Mitochondria_2,CO2::Cell_1::Mitochondria_2,ATP::Cell_1::Mitochondria_2,ATP_created::Cell_1::Mitochondria_2,ADP::Cell_1::Mitochondria_2,GDP::Cell_1::Mitochondria_2,GTP::Cell_1::Mitochondria_2,Pi::Cell_1::Mitochondria_2,NAD+::Cell_1::Mitochondria_2,NADH::Cell_1::Mitochondria_2,NADH_created::Cell_1::Mitochondria_2,NADH_in::Cell_1::Mitochondria_2,Pyruvate-::Cell_1::Mitochondria_2,Pyruvate-_in::Cell_1::Mitochondria_2,CoA-SH::Cell_1::Mitochondria_2,Acetyl_CoA::Cell_1::Mitochondria_2,FAD::Cell_1::Mitochondria_2,FADH2::Cell_1::Mitochondria_2,FADH2_created::Cell_1::Mitochondria_2,Pyruvate_transport::Cell_1::Mitochondria_2,ATP_synthase::Cell_1::Mitochondria_2,ADP_ATP_transport::Cell_1::Mitochondria_2,NADH_shuttle::Cell_1::Mitochondria_2,Pi_transport::Cell_1::Mitochondria_2,Commp1-3-4::Cell_1::Mitochondria_2,Commp2-3-4::Cell_1::Mitochondria_2,H2O::Cell_1::Mitochondria_3,H2O_created::Cell_1::Mitochondria_3,OH-::Cell_1::Mitochondria_3,H+::Cell_1::Mitochondria_3,H+_inter::Cell_1::Mitochondria_3,H+_inter_created::Cell_1::Mitochondria_3,O2::Cell_1::Mitochondria_3,O2_in::Cell_1::Mitochondria_3,CO2::Cell_1::Mitochondria_3,ATP::Cell_1::Mitochondria_3,ATP_created::Cell_1::Mitochondria_3,ADP::Cell_1::Mitochondria_3,GDP::Cell_1::Mitochondria_3,GTP::Cell_1::Mitochondria_3,Pi::Cell_1::Mitochondria_3,NAD+::Cell_1::Mitochondria_3,NADH::Cell_1::Mitochondria_3,NADH_created::Cell_1::Mitochondria_3,NADH_in::Cell_1::Mitochondria_3,Pyruvate-::Cell_1::Mitochondria_3,Pyruvate-_in::Cell_1::Mitochondria_3,CoA-SH::Cell_1::Mitochondria_3,Acetyl_CoA::Cell_1::Mitochondria_3,FAD::Cell_1::Mitochondria_3,FADH2::Cell_1::Mitochondria_3,FADH2_created::Cell_1::Mitochondria_3,Pyruvate_transport::Cell_1::Mitochondria_3,ATP_synthase::Cell_1::Mitochondria_3,ADP_ATP_transport::Cell_1::Mitochondria_3,NADH_shuttle::Cell_1::Mitochondria_3,Pi_transport::Cell_1::Mitochondria_3,Commp1-3-4::Cell_1::Mitochondria_3,Commp2-3-4::Cell_1::Mitochondria_3,H2O::Cell_1::Mitochondria_4,H2O_created::Cell_1::Mitochondria_4,OH-::Cell_1::Mitochondria_4,H+::Cell_1::Mitochondria_4,H+_inter::Cell_1::Mitochondria_4,H+_inter_created::Cell_1::Mitochondria_4,O2::Cell_1::Mitochondria_4,O2_in::Cell_1::Mitochondria_4,CO2::Cell_1::Mitochondria_4,ATP::Cell_1::Mitochondria_4,ATP_created::Cell_1::Mitochondria_4,ADP::Cell_1::Mitochondria_4,GDP::Cell_1::Mitochondria_4,GTP::Cell_1::Mitochondria_4,Pi::Cell_1::Mitochondria_4,NAD+::Cell_1::Mitochondria_4,NADH::Cell_1::Mitochondria_4,NADH_created::Cell_1::Mitochondria_4,NADH_in::Cell_1::Mitochondria_4,Pyruvate-::Cell_1::Mitochondria_4,Pyruvate-_in::Cell_1::Mitochondria_4,CoA-SH::Cell_1::Mitochondria_4,Acetyl_CoA::Cell_1::Mitochondria_4,FAD::Cell_1::Mitochondria_4,FADH2::Cell_1::Mitochondria_4,FADH2_created::Cell_1::Mitochondria_4,Pyruvate_transport::Cell_1::Mitochondria_4,ATP_synthase::Cell_1::Mitochondria_4,ADP_ATP_transport::Cell_1::Mitochondria_4,NADH_shuttle::Cell_1::Mitochondria_4,Pi_transport::Cell_1::Mitochondria_4,Commp1-3-4::Cell_1::Mitochondria_4,Commp2-3-4::Cell_1::Mitochondria_4
108000,1070856610,1264497,2140000000,12840000000,20000,120000,9965724961859,92541076,107651923,1252,1069143390,1000,11449,1403071,2138284276,2606390535,17393609465,23387563965,9988161749,11838251,1869525,101598208824,3732867200,3762,532525396,1478900,33059635200,1603784326,3203403126,1601035436,1454790,6164528100,998545210,999999052,948,62862,999689526,310474,2134710774,531207700,5300,533690060,999990578,9422,999954262,45738,533675338,1000,1000,1000,1000,1000,1000,1000,101598569549,3733744300,1928,532927751,1234300,33067440600,1610964524,3210961524,1601424362,1496003,6165976500,998503997,999989162,10838,14159,999653797,346203,2135232203,531357700,5240,533813920,999999161,839,999942459,57541,533807841,1000,1000,1000,1000,1000,1000,1000,101598217607,3733257100,3786,532572533,1549400,33062838200,1611971706,3211741956,1601324558,1440125,6165030000,998559875,999996856,3144,65831,999664673,335327,2135097927,531061300,5000,533782820,999995549,4451,999943231,56769,533773369,1000,1000,1000,1000,1000,1000,1000,101597912850,3732817200,100655,532650809,1498500,33058879200,1613039648,3212617448,1601153609,1439787,6164328000,998560213,999999722,278,56735,999676226,323774,2134867974,530949800,1,533724880,999989486,10514,999947235,52765,533714365,1000,1000,1000,1000,1000,1000,1000
109000,1080857510,1240278,2160000000,12960000000,20000,120000,9965484155587,93614928,108751921,2295,1079142490,1000,123705,1407403,2158280390,2606381415,17393618585,23387546185,9988157517,11842483,1887107,101613116991,3767670000,3743,537660447,1332300,33367924800,1618016731,3232553281,1615958962,1481605,6219267600,998518395,999999583,417,21978,999672616,327384,2154610084,536193500,4902,538661620,999994404,5596,999945778,54222,538651122,1000,1000,1000,1000,1000,1000,1000,101613597986,3768765100,1845,537758272,1372300,33377617400,1626576528,3241581978,1616424424,1528499,6220980600,998471501,999999676,324,12877,999687653,312347,2155228447,536340600,2,538816380,999987645,12355,999950177,49823,538804023,1000,1000,1000,1000,1000,1000,1000,101613231737,3768284800,3616,537722483,1390800,33373062400,1626981175,3241761975,1616332958,1513848,6220109100,998486152,999999099,901,11151,999671793,328207,2155108707,536057900,0,538781460,999994289,5711,999947451,52549,538775749,1000,1000,1000,1000,1000,1000,1000,101612924158,3767841500,103647,537855878,1292100,33369102200,1628150083,3242738783,1616155546,1486517,6219419100,998513483,999998852,1148,13135,999682089,317911,2154872411,535958800,4604,538726420,999995049,4951,999947235,52765,538716865,1000,1000,1000,1000,1000,1000,1000
110000,1090858300,1274460,2180000000,13080000000,20000,120000,9965246523699,91528642,106681388,1212,1089141700,1000,5,1406570,2178280976,2606459241,17393540759,23387541959,9988158830,11841170,1905006,101628128783,3802732100,3634,542687817,1315900,33678448200,1631333967,3260895467,1630994602,1498729,6274361400,998501271,999996868,3132,6839,999672037,327963,2174658463,541183400,5240,543672120,999996981,3019,999945239,54761,543663861,1000,1000,1000,1000,1000,1000,1000,101628532637,3803655700,3717,542853943,1279200,33686635400,1643386473,3273344223,1631384344,1479185,6275822400,998520815,999999603,397,9618,999673274,326726,2175177726,541324300,5120,543802700,999995802,4198,999946818,53182,543793382,1000,1000,1000,1000,1000,1000,1000,101628078458,3803234700,101954,542679861,1568700,33682612600,1641197853,3270956803,1631340451,1432100,6274980900,998567900,999998604,1396,59104,999634853,365147,2175119947,541046300,1,543781460,999998037,1963,999937304,62696,543779496,1000,1000,1000,1000,1000,1000,1000,101627912844,3802788800,103931,542456495,1691700,33678664000,1643961142,3273529042,1631126469,1441282,6274256400,998558718,999998607,1393,65625,999668856,331144,2174833144,540980800,1,543713120,999993556,6444,999946325,53675,543706675,1000,1000,1000,1000,1000,1000,1000
111000,1100859150,1265346,2200000000,13200000000,20000,120000,9965003265291,95065491,110257021,2174,1099140850,1000,114930,1408878,2198277352,2606469482,17393530518,23387455818,9988140002,11859998,1922654,101643019986,3837699200,101433,547638274,1462700,33988152000,1649127283,3293674383,1645975274,1454702,6329269200,998545298,999990275,9725,55373,999664699,335301,2194633201,546191300,4820,548664240,999998507,1493,999947073,52927,548657927,1000,1000,1000,1000,1000,1000,1000,101643534700,3838707500,1925,547872960,1291800,33997092600,1658332240,3303312090,1646425830,1495664,6330899100,998504336,999998439,1561,10475,999646945,353055,2195233855,546331100,0,548809780,999998245,1755,999939775,60225,548808025,1000,1000,1000,1000,1000,1000,1000,101643063245,3838190200,101886,547741095,1481800,33992202800,1656516603,3301255503,1646315166,1477607,6329924400,998522393,999999084,916,53377,999651711,348289,2195086389,546027300,0,548772720,999998503,1497,999941177,58823,548771223,1000,1000,1000,1000,1000,1000,1000,101642954794,3837665100,3770,547620066,1408300,33987539000,1655864698,3300377748,1646078104,1448125,6329108100,998551875,999999513,487,66688,999674484,325516,2194767616,545945000,0,548699080,999990432,9568,999949488,50512,548689512,1000,1000,1000,1000,1000,1000,1000
112000,1110860030,1277702,2220000000,13320000000,20000,120000,9964766593861,92001657,107209329,1313,1109139970,1000,967,1411858,2218277314,2606481218,17393518782,23387513782,9988144582,11855418,1940396,101658083753,3872598800,3625,552457223,1526400,34297281600,1665691482,3325196732,1660934084,1431536,6384105600,998568464,999998862,1138,56026,999671342,328658,2214575458,551175400,4,553651340,999990038,9962,999946926,53074,553641374,1000,1000,1000,1000,1000,1000,1000,101658489357,3873777200,100917,552750583,1493400,34307716800,1673096177,3333106327,1661433164,1448503,6385970700,998551497,999998861,1139,18158,999674394,325606,2215243506,551345500,4980,553817460,999997862,2138,999946558,53442,553810342,1000,1000,1000,1000,1000,1000,1000,101658187276,3873213300,1866,552812084,1297200,34302382600,1671094972,3330842222,1661310912,1511498,6384999600,998488502,999994512,5488,5814,999670802,329198,2215079698,551025200,4880,553778220,999995446,4554,999950014,49986,553768786,1000,1000,1000,1000,1000,1000,1000,101657788214,3872522300,104052,552654986,1459900,34296299800,1670122600,3329576050,1661017016,1457436,6383883300,998542564,999990858,9142,59122,999667206,332794,2214688894,550935400,4780,553678040,999998618,1382,999943522,56478,553671878,1000,1000,1000,1000,1000,1000,1000
113000,1120860930,1232755,2240000000,13440000000,20000,120000,9964526405956,92445416,107621504,11216,1119139070,1000,123924,1385480,2238255708,2606562872,17393437128,23387408228,9988167660,11832340,1958268,101673078293,3907598600,3581,557664106,1338600,34607277200,1679010735,3353515735,1675935183,1508856,6439150800,998491144,999999714,286,9958,999649975,350025,2234578225,556193200,1,558649100,999993943,6057,999945558,54442,558643042,1000,1000,1000,1000,1000,1000,1000,101673437850,3908676400,103195,557891428,1347400,34616820000,1687027509,3361994209,1676394168,1501940,6440841000,998498060,999998155,1845,11815,999668247,331753,2235191953,556330200,5282,558803880,999999187,813,999945215,54785,558797785,1000,1000,1000,1000,1000,1000,1000,101673070281,3908219000,101251,557591537,1634400,34612439600,1685245553,3359995653,1676330570,1416858,6439931100,998583142,999992902,7098,60344,999652774,347226,2235107126,556021500,2,558777460,999999098,902,999942244,57756,558776556,1000,1000,1000,1000,1000,1000,1000,101672896334,3907534200,1830,557706406,1302200,34606376400,1688680974,3363137724,1676025744,1496858,6438933000,998503142,999999846,154,12888,999674744,325256,2234697856,555920200,0,558681520,999990592,9408,999948588,51412,558672112,1000,1000,1000,1000,1000,1000,1000
114000,1130861740,1276391,2260000000,13560000000,20000,120000,9964284154335,94994924,110233456,1195,1129138260,1000,933,1407102,2258274130,2606582159,17393417841,23387323041,9988144418,11855582,1975848,101687968036,3942552200,102061,562538204,1529700,34916870800,1695735579,3385220979,1690904362,1465608,6494031600,998534392,999998507,1493,60799,999675637,324363,2254538263,561175500,4920,563641480,999997341,2659,999947499,52501,563633901,1000,1000,1000,1000,1000,1000,1000,101688528237,3943632500,3569,562764243,1360900,34926428200,1702433384,3392381084,1691367796,1521590,6495768000,998478410,999999192,808,16502,999675306,324694,2255155994,561327000,5480,563796880,999996798,3202,999948902,51098,563788198,1000,1000,1000,1000,1000,1000,1000,101688041372,3943158900,103385,562869568,1333900,34921887400,1700581730,3390304830,1691302962,1520156,6494899800,998479844,999999475,525,10819,999672357,327643,2255070443,560990700,4440,563772440,999999481,519,999945219,54781,563767481,1000,1000,1000,1000,1000,1000,1000,101687906567,3942552600,3592,562495313,1525400,34916558000,1701349983,3390815783,1691023694,1425453,6493914000,998574547,999991406,8594,62453,999663259,336741,2254697841,560949500,4980,563680380,999998747,1253,999946853,53147,563674147,1000,1000,1000,1000,1000,1000,1000
115000,1140862800,1258644,2280000000,13680000000,20000,120000,9964046100953,93332920,108563777,1259,1139137200,1000,7,1412475,2278271882,2606684873,17393315127,23387263427,9988175065,11824935,1993447,101703033760,3977458800,1702,567492780,1460400,35226038400,1711246972,3415692022,1705858352,1425431,6548895600,998574569,999997085,2915,69254,999674702,325298,2274476898,566169800,4920,568626180,999997286,2714,999950154,49846,568618546,1000,1000,1000,1000,1000,1000,1000,101703448363,3978621100,103587,567672577,1534600,35236354200,1717490049,3422434549,1706348320,1496455,6550716900,998503545,999999805,195,63150,999686030,313970,2275127670,566343200,0,568789620,999989730,10270,999952750,47250,568779350,1000,1000,1000,1000,1000,1000,1000,101703155325,3978148100,1768,567564515,1534300,35231810600,1716854175,3421573825,1706286258,1446767,6549840600,998553233,999997198,2802,59431,999672173,327827,2275047327,566011000,5100,568769220,999996949,3051,999947731,52269,568761069,1000,1000,1000,1000,1000,1000,1000,101702880920,3977525500,3550,567654280,1369800,35226314200,1714587003,3419040953,1706025580,1470038,6548910000,998529962,999998728,1272,13990,999660410,339590,2274700390,565929500,4980,568680940,999998850,1150,999942790,57210,568674810,1000,1000,1000,1000,1000,1000,1000
116000,1150863680,1259023,2300000000,13800000000,20000,120000,9963808315777,91393128,106621684,10258,1149136320,1000,1006,1379832,2298252124,2606701405,17393298595,23387209695,9988162568,11837432,2011292,101717907987,4012440700,103583,572457113,1611600,35535863000,1728863978,3448300328,1720870920,1445814,6603832500,998554186,999999304,696,60190,999664370,335630,2294491630,571148700,0,573629500,999991210,8790,999947290,52710,573620710,1000,1000,1000,1000,1000,1000,1000,101718481939,4013508900,1770,572651661,1455900,35545342600,1728918927,3448814227,1721318394,1429150,6605549100,998570850,999999453,547,62103,999674009,325991,2295087691,571310600,0,573779800,999989497,10503,999949003,50997,573769297,1000,1000,1000,1000,1000,1000,1000,101718042836,4013149100,104070,572747764,1465200,35541825400,1733724371,3453444821,1721296796,1453537,6604860300,998546463,999990039,9961,44502,999662806,337194,2295061794,571008100,4900,573771700,999998198,1802,999943202,56798,573764998,1000,1000,1000,1000,1000,1000,1000,101717804044,4012531900,103362,572585151,1526300,35536371000,1728723895,3448180595,1721017991,1511959,6603879000,998488041,999999261,739,69702,999671911,328089,2294686989,570936000,5,573680000,999989003,10997,999949502,50498,573668998,1000,1000,1000,1000,1000,1000,1000
117000,1160864290,1269410,2320000000,13920000000,20000,120000,9963569301553,90710062,105938366,10264,1159135710,1000,10,1390712,2318250892,2606862815,17393137185,23387142085,9988191228,11808772,2028820,101732982487,4047379200,1774,577444991,1503300,35845346400,1745581525,3479993275,1735840964,1471101,6658776900,998528899,999999488,512,10987,999672423,327577,2314454377,576141000,4802,578618940,999999275,725,999942287,57713,578613413,1000,1000,1000,1000,1000,1000,1000,101733404342,4048595600,102110,577681254,1541800,35856080000,1741730363,3476660913,1736364328,1434457,6660655200,998565543,999999441,559,69984,999672956,327044,2315149544,576304100,4,578793900,999991320,8680,999949284,50716,578785216,1000,1000,1000,1000,1000,1000,1000,101733139962,4048147100,3504,577602155,1515300,35851805400,1747151296,3481870746,1736297913,1457600,6659842800,998542400,999989322,10678,61422,999653009,346991,2315063391,576014300,3,578766960,999998521,1479,999942722,57278,578765478,1000,1000,1000,1000,1000,1000,1000,101732852592,4047385200,1710,577608588,1385100,35845109600,1745809446,3480205646,1735939752,1457411,6658700700,998542589,999997445,2555,17834,999659582,340418,2314586118,575953900,4540,578651560,999999346,654,999946434,53566,578646366,1000,1000,1000,1000,1000,1000,1000
118000,1170865290,1243622,2340000000,14040000000,20000,120000,9963327179714,93113717,108363566,10122,1169134710,1000,89,1387873,2338249176,2606905331,17393094669,23387045569,9988184547,11815453,2046523,101747949773,4082365900,3498,582662726,1309300,36155183000,1761156691,3510559891,1750857285,1475989,6713776800,998524011,999992946,7054,14657,999652672,347328,2334475328,581118900,1,583621200,999996844,3156,999941457,58543,583618043,1000,1000,1000,1000,1000,1000,1000,101748362440,4083523300,103129,582781140,1440200,36165465800,1756285796,3506186996,1751338794,1426341,6715573800,998573659,999994464,5536,51923,999667229,332771,2335118071,581296200,5200,583785440,999999037,963,999941623,58377,583779277,1000,1000,1000,1000,1000,1000,1000,101748040430,4083118300,103551,582812470,1376600,36161538200,1763650532,3513356882,1751272826,1528442,6714831000,998471558,999999269,731,16427,999679101,320899,2335029399,580998600,4940,583764620,999996893,3107,999949027,50973,583756573,1000,1000,1000,1000,1000,1000,1000,101747861519,4082351100,1684,582715921,1264100,36154871000,1759266970,3508652520,1750916118,1511254,6713696100,998488746,999999355,645,10101,999665183,334817,2334552417,580973500,0,583643520,999992779,7221,999943701,56299,583636299,1000,1000,1000,1000,1000,1000,1000
119000,1180866290,1266655,2360000000,14160000000,20000,120000,9963089790193,90797981,106068392,10216,1179133710,1000,11450,1388623,2358246988,2606916774,17393083226,23387013826,9988182417,11817583,2064205,101762858092,4117349800,103232,587791524,1273000,36465072400,1778616521,3543014821,1765839740,1460547,6768770700,998539453,999992555,7445,14608,999654268,345732,2354451832,586137300,4,588615560,999996536,3464,999941108,58892,588612092,1000,1000,1000,1000,1000,1000,1000,101763350693,4118480800,103317,587690287,1511700,36475059200,1769870425,3534751525,1766314720,1433509,6770480700,998566491,999998979,1021,62670,999681450,318550,2355084450,586277700,4860,588780120,999994470,5530,999948870,51130,588769730,1000,1000,1000,1000,1000,1000,1000,101762990742,4118056200,103823,587725978,1489700,36470998800,1776356063,3541036463,1766268850,1485803,6769706700,998514197,999990458,9542,47455,999645505,354495,2355024595,585995300,0,588757360,999998385,1615,999939655,60345,588755745,1000,1000,1000,1000,1000,1000,1000,101762735672,4117318200,102156,587605448,1469200,36464564400,1775548586,3539919086,1765905548,1483924,6768588600,998516076,999991400,8600,54276,999668628,331372,2354540272,585954900,5020,588641120,999998624,1376,999942476,57524,588634724,1000,1000,1000,1000,1000,1000,1000
120000,1190867050,1268703,2380000000,14280000000,20000,120000,9962849054650,91803684,107103653,10226,1189132950,1000,103,1394221,2378245448,2606881434,17393118566,23387080466,9988176099,11823901,2081847,101777959659,4152281900,3354,592375459,1556600,36774475800,1794735829,3574105329,1780787516,1420948,6823599900,998579052,999999619,381,69971,999674155,325845,2374379845,591142100,2,593602860,999989471,10529,999950571,49429,593592329,1000,1000,1000,1000,1000,1000,1000,101778283866,4153366200,103776,592845394,1365500,36784031600,1785079267,3564910467,1781281652,1479883,6825333600,998520117,999999197,803,16714,999657362,342638,2375040238,591261000,0,593764480,999994106,5894,999945214,54786,593758586,1000,1000,1000,1000,1000,1000,1000,101778065351,4153170300,101935,592841928,1360900,36782027000,1790485394,3570215794,1781300315,1519846,6824925600,998480154,999999408,592,16262,999669747,330253,2375065153,591016400,1,593770640,999994199,5801,999944662,55338,593764838,1000,1000,1000,1000,1000,1000,1000,101777770001,4152230000,3408,592361599,1621800,36773744800,1790169304,3569499604,1780890194,1452610,6823405800,998547390,999988113,11887,48203,999651409,348591,2374519591,590920200,0,593631400,999997997,2003,999940003,59997,593629397,1000,1000,1000,1000,1000,1000,1000
121000,1200867910,1246784,2400000000,14400000000,20000,120000,9962608750887,92445135,107781823,2269,1199132090,1000,97,1397546,2398259642,2607104222,17392895778,23386835678,9988160394,11839606,2099536,101792890997,4187179400,3344,597602243,1326700,37083551600,1808899501,3603224051,1795756546,1500567,6878488500,998499433,999989914,10086,15347,999665601,334399,2394341799,596111400,5160,598591200,999999213,787,999945047,54953,598585253,1000,1000,1000,1000,1000,1000,1000,101793328153,4188417200,101474,597734527,1453000,37094476800,1798389275,3593241925,1796284062,1458329,6880386300,998541671,999999838,162,62009,999685147,314853,2395042953,596265300,4920,598771200,999992611,7389,999953009,46991,598758891,1000,1000,1000,1000,1000,1000,1000,101793062367,4188127600,103341,597844432,1360100,37091680000,1806662173,3601376223,1796265667,1484699,6879871200,998515301,999998835,1165,12436,999660569,339431,2395020131,596047900,5021,598761760,999997725,2275,999945036,54964,598754464,1000,1000,1000,1000,1000,1000,1000,101792671154,4187245000,104136,597791406,1283100,37083834800,1806576870,3600910920,1795896000,1501346,6878489100,998498654,999999576,424,13530,999668030,331970,2394527270,595895900,4940,598638400,999997810,2190,999945630,54370,598631270,1000,1000,1000,1000,1000,1000,1000
122000,1210868770,1258112,2420000000,14520000000,20000,120000,9962370511949,90965792,106317774,10129,1209131230,1000,15,1393080,2418242202,2607088041,17392911959,23386864459,9988158420,11841580,2117322,101807799396,4222171400,102087,602352103,1663600,37393486800,1824084796,3633406296,1810743617,1447969,6933399900,998552031,999998730,1270,72461,999673344,326656,2414324456,601116800,5021,603586960,999998900,1100,999947561,52439,603580839,1000,1000,1000,1000,1000,1000,1000,101808285598,4223383600,103956,603013518,1193000,37404182400,1812618721,3622457171,1811293420,1433416,6935393700,998566584,999998734,1266,17918,999665298,334702,2415056202,601248700,4,603767860,999994926,5074,999943918,56082,603762782,1000,1000,1000,1000,1000,1000,1000,101808154107,4223085400,1747,602806132,1291700,37401315600,1820708033,3630404583,1811243483,1492548,6934820700,998507452,999997966,2034,20518,999655235,344765,2414989565,601056000,1,603751320,999994763,5237,999946218,53782,603746082,1000,1000,1000,1000,1000,1000,1000,101807620983,4222151500,102882,602652216,1404100,37392969400,1823182173,3632473823,1810860929,1531552,6933303300,998468448,999992907,7093,19455,999672226,327774,2414481074,600861800,5021,603625660,999999506,494,999948055,51945,603620145,1000,1000,1000,1000,1000,1000,1000
123000,1220869610,1250717,2440000000,14640000000,20000,120000,9962130259065,91503743,106867578,1183,1219130390,1000,11416,1407121,2438258414,2607158308,17392841692,23386717292,9988178379,11821621,2135093,101822871597,4257098400,3378,607447563,1462700,37702846400,1840235254,3664525854,1825712150,1452427,6988329900,998547573,999998452,1548,61925,999671875,328125,2434281225,606110900,4760,608578760,999995075,4925,999948125,51875,608569075,1000,1000,1000,1000,1000,1000,1000,101823287932,4258378100,103500,607679908,1524300,37714099400,1827133108,3651967058,1826289432,1436233,6990297300,998563767,999999677,323,68244,999670412,329588,2435048588,606238700,0,608771120,999988036,11964,999951044,48956,608759156,1000,1000,1000,1000,1000,1000,1000,101823058660,4258041600,102812,607713420,1454400,37710965600,1836800781,3661480931,1826208492,1466401,6989724000,998533599,999993825,6175,70124,999676932,323068,2434941768,606060300,0,608741940,999991336,8664,999948024,51976,608733276,1000,1000,1000,1000,1000,1000,1000,101822656957,4257169800,101677,607757163,1286300,37703187600,1836461024,3660764024,1825851684,1547566,6988377900,998452434,999999444,556,12878,999682594,317406,2434467806,605891800,4940,608624380,999996682,3318,999947678,52322,608616122,1000,1000,1000,1000,1000,1000,1000
124000,1230870340,1258299,2460000000,14760000000,20000,120000,9961890380408,91624272,106993617,10233,1229129660,1000,125366,1392991,2458238854,2607165780,17392834220,23386785520,9988176349,11823651,2152703,101837776624,4292073100,101724,612441976,1545000,38012655000,1859082436,3698364236,1840687148,1441766,7043285400,998558234,999993582,6418,63916,999682568,317432,2454249232,611122300,4840,613567820,999999104,896,999947416,52584,613562084,1000,1000,1000,1000,1000,1000,1000,101838281936,4293392900,103735,612943383,1270700,38024233800,1840732540,3680573040,1841306545,1498411,7045381800,998501589,999999768,232,17257,999665312,334688,2455071988,611231800,1,613775660,999989784,10216,999946457,53543,613765443,1000,1000,1000,1000,1000,1000,1000,101838133000,4293026700,1711,612522280,1551400,38020798200,1848553399,3688224949,1841209526,1442968,7044667200,998557032,999998905,1095,72737,999669711,330289,2454945989,611043800,5080,613741680,999999863,137,999947137,52863,613736463,1000,1000,1000,1000,1000,1000,1000,101837680736,4292033000,1653,612553742,1387300,38011963600,1852210510,3691454110,1840806252,1478224,7043136000,998521776,999993887,6113,19563,999668611,331389,2454408189,610864600,5622,613608000,999999559,441,999943863,56137,613601937,1000,1000,1000,1000,1000,1000,1000
125000,1240870940,1245568,2480000000,14880000000,20000,120000,9961650487727,91820751,107243689,1236,1239129060,1000,124491,1408290,2478255648,2607177378,17392822622,23386791222,9988155710,11844290,2170358,101852837551,4326951800,1705,617432789,1444600,38321614000,1873985728,3728217628,1855627236,1448536,7098128400,998551464,999988288,11712,57552,999673116,326884,2474169084,616133600,5260,618548800,999998308,1692,999946152,53848,618541848,1000,1000,1000,1000,1000,1000,1000,101853267186,4328442000,101929,617882434,1357100,38334604000,1855975500,3710833000,1856353450,1481895,7100418600,998518105,999989200,10800,9605,999651255,348745,2475135745,616201000,0,618788860,999993435,6565,999944705,55295,618782295,1000,1000,1000,1000,1000,1000,1000,101853116589,4327962600,3164,617557951,1502300,38330240400,1863548684,3718193384,1856178858,1437201,7099583700,998562799,999999852,148,56851,999679593,320407,2474902407,616034200,4920,618736680,999991789,8211,999949651,50349,618723549,1000,1000,1000,1000,1000,1000,1000,101852674179,4327003800,1684,617385761,1554300,38321712400,1867154379,3721385929,1855789838,1460159,7098054000,998539841,999990880,9120,47821,999664283,335717,2474385917,615872200,4980,618602660,999998399,1601,999944621,55379,618596079,1000,1000,1000,1000,1000,1000,1000
