Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,Pi_in::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1
315000,11040,62609,314000000,1884000000,1000,6000,9998826264725,18745774,638020576,1016728,313988960,1000,6713,294360,625944464,25186618,1974813382,2126735899,891509028,1108490972,510489470,100012120841,100354066,443158,2496768,213105318,886779524,1833753645,1883930678,134934365,10316350,161330151,89683650,99998629,1371,37759762,28353602,1706,99998294,164198054,6964022,38753647,115160634,52856702,47143298,99926595,73405,29263689,1000,1000,1000,1000,1000,1000,1000
316000,10550,62188,315000000,1890000000,1000,6000,9998825251663,19240725,640513437,1018095,314989450,1000,672,294041,627942710,25173250,1974826750,2127134577,891282760,1108717240,512261431,100012255768,100565516,483783,2518924,213350529,888846968,1839654382,1889937140,135122206,10249315,161755851,89750685,99998671,1329,37441529,28473035,1568,99998432,164397861,6964039,38816342,115387238,52704759,47295241,99926393,73607,29275655,1000,1000,1000,1000,1000,1000,1000
317000,10470,62621,316000000,1896000000,1000,6000,9998824386033,19588773,642859948,1018491,315989530,1000,540,293147,629942078,25158590,1974841410,2127532828,891057373,1108942627,514035401,100012473996,100776106,441075,2459270,213593766,890904572,1845548786,1895936839,135309020,10181860,162179610,89818140,99998689,1311,37125411,28592366,1569,99998431,164596365,6964050,38879200,115613530,52553015,47446985,99926777,73223,29287345,1000,1000,1000,1000,1000,1000,1000
318000,10220,63649,317000000,1902000000,1000,6000,9998819589005,23867414,649133501,1020039,316989780,1000,6327,290667,631939482,25141356,1974858644,2127931317,890834079,1109165921,515809499,100012654170,100984930,434424,2443139,213829012,892945236,1851437559,1901930024,135494151,10113869,162600990,89886131,99998704,1296,36812162,28712264,1589,99998411,164793263,6964062,38943389,115839316,52403185,47596815,99926904,73096,29299112,1000,1000,1000,1000,1000,1000,1000
319000,10870,62467,318000000,1908000000,1000,6000,9998818457300,24489038,651756083,1019311,317989130,1000,6395,291475,633939638,25131023,1974868977,2128321284,890607835,1109392165,517583405,100012810136,101193286,452236,2457423,214058022,894980780,1857334495,1907931138,135679011,10047295,163022595,89952705,99998747,1253,36499145,28832378,1549,99998451,164989649,6964068,39007023,116064758,52252903,47747097,99927382,72618,29310638,1000,1000,1000,1000,1000,1000,1000
320000,10490,63771,319000000,1914000000,1000,6000,9998817731648,24703699,653969936,1020082,318989510,1000,567,291457,635938856,25117640,1974882360,2128711954,890383357,1109616643,519358137,100012988957,101401810,446722,2435771,214298601,897019364,1863234757,1913935662,135864061,9980770,163442016,90019230,99998670,1330,36188306,28952699,1612,99998388,165186438,6964076,39069955,116289262,52103070,47896930,99927307,72693,29322377,1000,1000,1000,1000,1000,1000,1000
321000,11170,62239,320000000,1920000000,1000,6000,9998823677811,18243015,649503509,1021059,319988830,1000,657,289042,637935542,25098484,1974901516,2129106445,890161614,1109838386,521133066,100013138510,101608788,469674,2449710,214531799,899041792,1869132710,1919937104,136047709,9914248,163859316,90085752,99998722,1278,35879545,29072729,1599,99998401,165381577,6964090,39133461,116513434,51953895,48046105,99927654,72346,29333868,1000,1000,1000,1000,1000,1000,1000
322000,10210,62243,321000000,1926000000,1000,6000,9998820981189,20431539,653690674,1022559,320989790,1000,6852,288785,639934462,25084837,1974915163,2129493890,889938642,1110061358,522908992,100013327180,101815710,453447,2422204,214766338,901064660,1875023050,1925930905,136231537,9848177,164276235,90151823,99998690,1310,35571786,29193382,1590,99998410,165576898,6964112,39195870,116736685,51804546,48195454,99927749,72251,29345361,1000,1000,1000,1000,1000,1000,1000
323000,10150,62729,322000000,1932000000,1000,6000,9998817248293,23655384,658913440,1023096,321989850,1000,628,288676,641933508,25068275,1974931725,2129882165,889715944,1110284056,524685324,100013523317,102020774,428609,2394243,214992306,903068844,1880926256,1931936643,136413738,9781368,164690595,90218632,99998755,1245,35266947,29314158,1568,99998432,165770354,6964128,39259002,116959508,51656110,48343890,99928108,71892,29356616,1000,1000,1000,1000,1000,1000,1000
324000,11010,62885,323000000,1938000000,1000,6000,9998824204057,16193348,653448811,1022219,322988990,1000,5708,286067,643933542,25052711,1974947289,2130267821,889494736,1110505264,526464132,100013647501,102226078,475565,2425785,215231474,905075628,1886818368,1937931407,136595991,9713779,165102345,90286221,99998736,1264,34964425,29434774,1649,99998351,165963995,6964146,39323360,117183343,51508021,48491979,99928284,71716,29368004,1000,1000,1000,1000,1000,1000,1000
325000,10840,62937,324000000,1944000000,1000,6000,9998822677208,17212129,656464451,1023944,323989160,1000,6285,286049,645930432,25034106,1974965894,2130654808,889272639,1110727361,528238912,100013851772,102430200,441987,2383548,215462261,907071016,1892715678,1943930778,136777499,9646377,165513225,90353623,99998774,1226,34663483,29555855,1649,99998351,166156646,6964159,39386266,117405471,51359942,48640058,99928599,71401,29379147,1000,1000,1000,1000,1000,1000,1000
326000,10620,62457,325000000,1950000000,1000,6000,9998815978676,23404929,664654837,1025407,324989380,1000,6910,286132,647927946,25015417,1974984583,2131039443,889050935,1110949065,530014711,100014010113,102634270,454212,2385642,215694056,909065460,1898613498,1949930633,136958858,9580905,165923613,90419095,99998789,1211,34363024,29676952,1617,99998383,166349173,6964170,39448875,117627103,51212087,48787913,99928995,71005,29390315,1000,1000,1000,1000,1000,1000,1000
327000,10530,62989,326000000,1956000000,1000,6000,9998822319444,16559505,659806205,1026293,325989470,1000,1102,284531,649926354,24996630,1975003370,2131423659,888831212,1111168788,531793381,100014141604,102836900,491964,2412944,215925940,911046616,1904517459,1955935909,137139153,9513404,166330821,90486596,99998820,1180,34065127,29797392,1522,99998478,166540597,6964185,39512177,117848442,51065179,48934821,99929152,70848,29401444,1000,1000,1000,1000,1000,1000,1000
328000,10500,62727,327000000,1962000000,1000,6000,9998819107450,19272934,664520138,1026274,326989500,1000,6249,284956,651926452,24982003,1975017997,2131800758,888608379,1111391621,533570627,100014350205,103039506,453221,2356418,216165974,913028044,1910411271,1961931024,137319490,9445359,166735803,90554641,99998815,1185,33770695,29918858,1698,99998302,166731850,6964204,39576099,118070869,50917590,49082410,99929394,70606,29412360,1000,1000,1000,1000,1000,1000,1000
329000,10970,62252,328000000,1968000000,1000,6000,9998816133810,21747457,668991161,1027355,327989030,1000,1091,284568,653923350,24965326,1975034674,2132178699,888388092,1111611908,535347228,100014533734,103241064,438547,2323628,216404926,914998728,1916316125,1967936657,137499064,9376449,167138442,90623551,99998805,1195,33478331,30040034,1547,99998453,166922325,6964214,39639012,118291554,50770719,49229281,99929717,70283,29423261,1000,1000,1000,1000,1000,1000,1000
330000,10820,62557,329000000,1974000000,1000,6000,9998815170389,22215801,671458032,1027579,328989180,1000,1151,283255,655923202,24950949,1975049051,2132552368,888168940,1111831060,537127916,100014660237,103441266,479786,2359777,216630534,916956396,1922215659,1973936292,137677387,9309221,167541105,90690779,99998794,1206,33186256,30161442,1506,99998494,167111468,6964226,39702806,118512031,50624856,49375144,99929985,70015,29434081,1000,1000,1000,1000,1000,1000,1000
331000,10440,62212,330000000,1980000000,1000,6000,9998816030524,20859092,672097627,1029201,329989560,1000,6906,282051,657920718,24932731,1975067269,2132927796,887949849,1112050151,538906333,100014833704,103640942,473622,2340582,216863804,918909620,1928110411,1979930882,137855316,9241398,167940807,90758602,99998834,1166,32896909,30282588,1570,99998430,167300188,6964234,39766762,118732334,50479300,49520700,99930078,69922,29444872,1000,1000,1000,1000,1000,1000,1000
332000,10430,63453,331000000,1986000000,1000,6000,9998819675397,16718590,669955055,1029631,330989570,1000,1089,280835,659919878,24913327,1975086673,2133301964,887732435,1112267565,540688065,100015004675,103840352,470921,2328589,217091815,920859088,1934015282,1985935458,138033249,9175545,168340806,90824455,99998827,1173,32607991,30404049,1495,99998505,167488501,6964248,39828233,118950978,50332507,49667493,99930856,69144,29455252,1000,1000,1000,1000,1000,1000,1000
333000,10340,61833,332000000,1992000000,1000,6000,9998817980807,17920066,673152900,1030814,331989660,1000,6258,279402,661917692,24894498,1975105502,2133673517,887514233,1112485767,542467665,100015186476,104038794,455984,2291943,217333130,922798812,1939912512,1991931909,138209938,9106046,168735018,90893954,99998875,1125,32324814,30525610,1536,99998464,167675716,6964260,39892243,119170625,50187396,49812604,99931504,68496,29465778,1000,1000,1000,1000,1000,1000,1000
334000,10360,61394,333000000,1998000000,1000,6000,9998819113810,16297641,673531865,1030285,332989640,1000,6788,279782,663918710,24878247,1975121753,2134041358,887295082,1112704918,544249524,100015317999,104235014,489295,2329369,217547709,924718252,1945814311,1997931818,138384913,9039109,169130838,90960891,99998827,1173,32040113,30647191,1621,99998379,167861153,6964268,39956971,119389404,50043807,49956193,99931732,68268,29476240,1000,1000,1000,1000,1000,1000,1000
335000,10690,61946,334000000,2004000000,1000,6000,9998819156072,15766934,674996441,1031922,333989310,1000,641,279009,665914776,24860861,1975139139,2134407705,887078378,1112921622,546028876,100015487446,104430996,484450,2315423,217774319,926635984,1951721915,2003937413,138559925,8970827,169523094,91029173,99998888,1112,31759495,30769289,1599,99998401,168046625,6964278,40020366,119606891,49900175,50099825,99931794,68206,29486700,1000,1000,1000,1000,1000,1000,1000
336000,10510,62703,335000000,2010000000,1000,6000,9998815959335,18477442,679704495,1033073,334989490,1000,595,278512,667912834,24843541,1975156459,2134772013,886861567,1113138433,547810108,100015636526,104627350,500500,2313207,218009942,928559324,1957623027,2009936702,138735840,8903775,169914543,91096225,99998888,1112,31479559,30891210,1565,99998435,168232948,6964293,40082590,119824214,49755484,50244516,99931436,68564,29497108,1000,1000,1000,1000,1000,1000,1000
337000,10620,63406,336000000,2016000000,1000,6000,9998814797857,19154282,682379938,1033189,335989380,1000,6160,277585,669912382,24826338,1975173662,2135134788,886645478,1113354522,549593549,100015832838,104822108,468019,2279543,218228183,930464552,1963519380,2015930434,138909707,8837878,170305824,91162122,99998836,1164,31199832,31013073,1541,99998459,168417124,6964311,40146375,120041248,49612544,50387456,99931715,68285,29507417,1000,1000,1000,1000,1000,1000,1000
338000,10990,62766,337000000,2022000000,1000,6000,9998812475758,20991851,686213410,1034490,336989010,1000,580,276834,671909040,24808421,1975191579,2135496839,886430205,1113569795,551374930,100016008623,105016834,456045,2255190,218456576,932369268,1969428237,2021936654,139083474,8770021,170694285,91229979,99998826,1174,30923545,31135552,1555,99998445,168601196,6964315,40209246,120257276,49469692,50530308,99932046,67954,29517722,1000,1000,1000,1000,1000,1000,1000
339000,10520,61300,338000000,2028000000,1000,6000,9998814619958,18364981,685582524,1036760,337989480,1000,613,276431,673905440,24790057,1975209943,2135857393,886213983,1113786017,553155095,100016167645,105210812,460674,2243305,218689816,934267248,1975332681,2027938087,139256968,8701533,171079941,91298467,99998879,1121,30649896,31257668,1467,99998533,168784799,6964328,40272608,120473914,49326525,50673475,99932387,67613,29527831,1000,1000,1000,1000,1000,1000,1000
340000,10900,63734,339000000,2034000000,1000,6000,9998812078194,20427840,689644541,1036404,338989100,1000,6373,275649,675905392,24772892,1975227108,2136213976,885999555,1114000445,554940607,100016308988,105403906,482455,2251941,218918106,936156524,1981227940,2033929893,139429567,8634495,171464607,91365505,99998925,1075,30377562,31379990,1544,99998456,168967388,6964340,40335211,120689136,49183896,50816104,99932813,67187,29537821,1000,1000,1000,1000,1000,1000,1000
341000,10690,62568,340000000,2040000000,1000,6000,9998816216460,15809847,687021208,1038421,339989310,1000,1231,273934,677901778,24753502,1975246498,2136571123,885785816,1114214184,556723243,100016480057,105596024,473588,2230647,219146050,938035944,1987138189,2039936201,139601314,8566323,171846831,91433677,99998894,1106,30107946,31502570,1492,99998508,169149107,6964351,40398873,120904601,49042065,50957935,99933281,66719,29547793,1000,1000,1000,1000,1000,1000,1000
342000,10260,63064,341000000,2046000000,1000,6000,9998812972743,18579324,691789346,1039460,340989740,1000,639,273826,679900560,24737941,1975262059,2136922478,885571105,1114428895,558507301,100016609158,105787802,505899,2242795,219380961,939913012,1993042396,2045936297,139772695,8497598,172226649,91502402,99998908,1092,29840891,31625455,1576,99998424,169330610,6964364,40462568,121119433,48901050,51098950,99933337,66663,29557915,1000,1000,1000,1000,1000,1000,1000
343000,10570,63362,342000000,2052000000,1000,6000,9998815746403,15334204,690545859,1038409,341989430,1000,6387,273985,681902042,24722197,1975277803,2137271621,885356788,1114643212,560294458,100016793609,105978390,482369,2205903,219608596,941778492,1998941056,2051930251,139943393,8430683,172605531,91569317,99998938,1062,29574437,31747772,1469,99998531,169511197,6964372,40525814,121333599,48760019,51239981,99933548,66452,29567804,1000,1000,1000,1000,1000,1000,1000
344000,10450,62265,343000000,2058000000,1000,6000,9998809333430,21275744,698485369,1038425,342989550,1000,6290,271756,683902250,24705470,1975294530,2137620229,885145302,1114854698,562083171,100016943748,106167618,491941,2208646,219829195,943630508,2004847636,2057931445,140112753,8362888,172982679,91637112,99998862,1138,29310275,31870597,1423,99998577,169690396,6964381,40589856,121547323,48620176,51379824,99933775,66225,29577643,1000,1000,1000,1000,1000,1000,1000
345000,10250,63185,344000000,2064000000,1000,6000,9998811499886,18638268,697846479,1039296,343989750,1000,1077,271695,685900908,24686193,1975313807,2137968615,884931884,1115068116,563868400,100017095154,106355760,499667,2214365,220044637,945471680,2010757858,2063935738,140281097,8296657,173358453,91703343,99998930,1070,29047465,31993231,1478,99998522,169868410,6964392,40654342,121760813,48480842,51519158,99934167,65833,29587313,1000,1000,1000,1000,1000,1000,1000
346000,11010,63566,345000000,2070000000,1000,6000,9998814967032,14700674,695906073,1039536,344988990,1000,6423,270898,687898908,24665879,1975334121,2138315696,884719873,1115280127,565654374,100017269351,106543862,484883,2187013,220270006,947312892,2016658080,2069930011,140449647,8229213,173731572,91770787,99998938,1062,28788150,32116598,1500,99998500,170046523,6964407,40717741,121973636,48340981,51659019,99934556,65444,29596876,1000,1000,1000,1000,1000,1000,1000
347000,10350,62801,346000000,2076000000,1000,6000,9998809048666,20151449,703353555,1041782,345989650,1000,6373,270787,689895736,24646612,1975353388,2138660167,884508203,1115491797,567439522,100017405328,106730646,507055,2196451,220494654,949141124,2022565503,2075930826,140617097,8160635,174101688,91839365,99999023,977,28531609,32239718,1377,99998623,170223518,6964417,40781172,122185427,48202166,51797834,99934913,65087,29606421,1000,1000,1000,1000,1000,1000,1000
348000,10510,62397,347000000,2082000000,1000,6000,9998813291361,15440569,700638263,1042888,346989490,1000,6315,268917,691893204,24624303,1975375697,2139004769,884298073,1115701927,569226850,100017580047,106917006,490709,2165596,220721015,950965868,2028472785,2081931288,140784246,8092742,174470388,91907258,99998977,1023,28277163,32363301,1535,99998465,170399996,6964427,40844691,122397437,48063004,51936996,99935298,64702,29615750,1000,1000,1000,1000,1000,1000,1000
349000,10910,63542,348000000,2088000000,1000,6000,9998813638057,14629517,701824131,1043664,347989090,1000,5798,268199,693890852,24603543,1975396457,2139345916,884087472,1115912528,571013887,100017735525,107103050,492985,2154031,220946210,952788556,2034379135,2087930660,140951437,8027183,174838959,91972817,99999013,987,28022371,32486510,1510,99998490,170576617,6964437,40907689,122608766,47924103,52075897,99935306,64694,29625180,1000,1000,1000,1000,1000,1000,1000
350000,10140,62121,349000000,2094000000,1000,6000,9998808066233,19738452,708933677,1044816,348989860,1000,1134,269594,695890088,24582860,1975417140,2139686152,883874714,1116125286,572800345,100017897154,107287700,487089,2134002,221171873,954597608,2040292895,2093936745,141117213,7959741,175204143,92040259,99998954,1046,27770201,32609163,1363,99998637,170752032,6964457,40972574,122820149,47787244,52212756,99935029,64971,29634819,1000,1000,1000,1000,1000,1000,1000
351000,10640,62866,350000000,2100000000,1000,6000,9998806410306,20932490,712122768,1045739,349989360,1000,1113,267499,697887242,24561043,1975438957,2140025270,883665419,1116334581,574588198,100018049828,107471364,490563,2134205,221386322,956394976,2046200339,2099936021,141281663,7893928,175569180,92106072,99999004,996,27518763,32731934,1581,99998419,170925654,6964463,41037864,123031545,47650310,52349690,99935675,64325,29643991,1000,1000,1000,1000,1000,1000,1000
352000,10680,62128,351000000,2106000000,1000,6000,9998804551136,22336574,715526733,1046198,350989320,1000,689,268387,699886244,24543553,1975456447,2140356642,883454587,1116545413,576376359,100018208610,107654986,487587,2116193,221611412,958192324,2052109690,2105937183,141446387,7827741,175931316,92172259,99999005,995,27271069,32855648,1480,99998520,171099650,6964472,41101637,123241498,47513402,52486598,99936121,63879,29653263,1000,1000,1000,1000,1000,1000,1000
353000,10150,63123,352000000,2112000000,1000,6000,9998807426066,19007031,714197349,1046186,351989850,1000,6880,267473,701887328,24525401,1975474599,2140687357,883244503,1116755497,578167348,100018332340,107837572,518453,2126881,221842606,959981200,2058011211,2111929997,141610393,7759028,176289762,92240972,99998977,1023,27027191,32979546,1473,99998527,171272986,6964483,41167300,123452507,47377386,52622614,99936037,63963,29662593,1000,1000,1000,1000,1000,1000,1000
354000,10960,63741,353000000,2118000000,1000,6000,9998806221567,19757398,716939532,1048405,352989040,1000,1046,265358,703881270,24504252,1975495748,2141018329,883036768,1116963232,579953544,100018498515,108019624,507213,2098646,222069354,961763224,2063925401,2117935213,141773663,7693152,176647791,92306848,99999016,984,26783283,33102706,1581,99998419,171445295,6964494,41231969,123662368,47241233,52758767,99936622,63378,29671632,1000,1000,1000,1000,1000,1000,1000
355000,10610,62659,354000000,2124000000,1000,6000,9998804518967,21010131,720189211,1049876,353989390,1000,6181,264561,705879028,24485884,1975514116,2141344264,882828295,1117171705,581742814,100018648408,108199394,510528,2097992,222282742,963524692,2069831463,2123931160,141935640,7626551,177003828,92373449,99999023,977,26542324,33226638,1447,99998553,171616126,6964509,41296985,123871653,47105818,52894182,99936826,63174,29680486,1000,1000,1000,1000,1000,1000,1000
356000,10280,64346,355000000,2130000000,1000,6000,9998807438174,17641676,718819074,1051049,354989720,1000,5833,264577,707877342,24465085,1975534915,2141669441,882619258,1117380742,583532079,100018759332,108378650,551830,2138220,222492751,965281084,2075740496,2129929821,142096734,7562680,177359406,92437320,99999013,987,26301807,33350709,1545,99998455,171786230,6964521,41362944,124080686,46971754,53028246,99936858,63142,29689496,1000,1000,1000,1000,1000,1000,1000
357000,9820,63386,356000000,2136000000,1000,6000,9998801526798,23105113,726279508,1052465,355990180,1000,1159,263497,709875430,24444224,1975555776,2141992939,882411889,1117588111,585322787,100018958010,108558814,506733,2067774,222726638,967046532,2081656048,2135935455,142259056,7496266,177711186,92503734,99999036,964,26065607,33475150,1467,99998533,171957413,6964532,41426804,124289146,46836015,53163985,99937045,62955,29698357,1000,1000,1000,1000,1000,1000,1000
358000,10300,62393,357000000,2142000000,1000,6000,9998802978570,21207612,726379445,1052960,356989700,1000,7009,262896,711873480,24423118,1975576882,2142314685,882203738,1117796262,587112675,100019123442,108736652,492964,2044234,222945075,968789280,2087562272,2141930598,142419153,7430439,178061268,92569561,99999025,975,25830783,33599133,1564,99998436,172126235,6964543,41492920,124497909,46702093,53297907,99937228,62772,29707082,1000,1000,1000,1000,1000,1000,1000
359000,10640,63234,358000000,2148000000,1000,6000,9998802805227,20939387,728108788,1053349,357989360,1000,585,261935,713872022,24404387,1975595613,2142631652,881997065,1118002935,588904531,100019262294,108914712,505874,2042339,223167626,970534336,2093478825,2147936181,142579647,7365896,178410744,92634104,99999077,923,25597142,33723734,1465,99998535,172295495,6964556,41557605,124705556,46567897,53432103,99937348,62652,29715848,1000,1000,1000,1000,1000,1000,1000
360000,10780,62510,359000000,2154000000,1000,6000,9998801844717,21459303,730623484,1055301,358989220,1000,1122,260914,715867838,24384935,1975615065,2142947913,881790957,1118209043,590694224,100019435540,109091378,483356,2007302,223387413,972266004,2099390679,2153936368,142739028,7300317,178757631,92699683,99999107,893,25365942,33848067,1341,99998659,172463522,6964571,41622660,124912700,46434454,53565546,99937450,62550,29724494,1000,1000,1000,1000,1000,1000,1000
361000,10020,61923,360000000,2160000000,1000,6000,9998804929696,17938611,729105034,1055642,359989980,1000,686,262329,717868676,24367490,1975632510,2143259016,881583006,1118416994,592487100,100019527557,109267146,541304,2056375,223602719,973988068,2105303818,2159937391,142897164,7236130,179103168,92763870,99999050,950,25136414,33972677,1457,99998543,172630259,6964582,41688273,125119247,46302121,53697879,99937753,62247,29733095,1000,1000,1000,1000,1000,1000,1000
362000,10220,62818,361000000,2166000000,1000,6000,9998805962796,16471903,729636385,1055414,360989780,1000,6785,260340,719868732,24350284,1975649716,2143568120,881377976,1118622024,594282118,100019680320,109442470,538584,2046165,223817255,975706676,2111209162,2165930397,143055414,7173103,179448060,92826897,99999106,894,24907599,34097181,1438,99998562,172796936,6964590,41753904,125326274,46169152,53830848,99937984,62016,29741522,1000,1000,1000,1000,1000,1000,1000
363000,10480,61658,362000000,2172000000,1000,6000,9998803040664,18956087,734115299,1057358,361989520,1000,622,259489,721864324,24326740,1975673260,2143881620,881172811,1118827189,596072534,100019838008,109617192,530691,2023333,224038163,977419096,2117129124,2171937720,143213058,7108804,179789826,92891196,99999136,864,24681972,34221629,1496,99998504,172962889,6964601,41818905,125532301,46036435,53963565,99938375,61625,29749831,1000,1000,1000,1000,1000,1000,1000
364000,10720,63892,363000000,2178000000,1000,6000,9998807159836,14405140,731563661,1057379,362989280,1000,6473,259330,723863802,24306761,1975693239,2144188576,880966729,1119033271,597865920,100019998713,109791168,518975,1992507,224263548,979124280,2123034051,2177929635,143370075,7044070,180128571,92955930,99999124,876,24459717,34346448,1472,99998528,173128235,6964611,41884797,125738552,45904405,54095595,99938690,61310,29758160,1000,1000,1000,1000,1000,1000,1000
365000,10530,64277,364000000,2184000000,1000,6000,9998805312762,15824391,734981982,1057625,363989470,1000,1154,258519,725863690,24288404,1975711596,2144491057,880761841,1119238159,599660913,100020168254,109963292,496697,1965175,224474366,980812288,2128952923,2183934569,143525655,6980868,180466533,93019132,99999139,861,24238810,34471790,1414,99998586,173292102,6964618,41951497,125944258,45773686,54226314,99938711,61289,29766447,1000,1000,1000,1000,1000,1000,1000
366000,10720,64379,365000000,2190000000,1000,6000,9998802514631,18192978,739347953,1058512,364989280,1000,1054,258068,727861536,24266557,1975733443,2144795810,880557875,1119442125,601454782,100020273960,110135292,538853,1988678,224697439,982498584,2134866921,2189934567,143681164,6915845,180801141,93084155,99999159,841,24020947,34596581,1422,99998578,173455657,6964629,42016508,126148686,45642315,54357685,99939091,60909,29774493,1000,1000,1000,1000,1000,1000,1000
367000,10850,63299,366000000,2196000000,1000,6000,9998798157694,22120310,745270398,1060276,365989150,1000,1106,256982,729857748,24242111,1975757889,2145100149,880354166,1119645834,603247272,100020448919,110305792,510109,1962066,224900077,984169936,2140782699,2195935595,143835106,6854661,181137003,93145339,99999177,823,23802256,34721847,1460,99998540,173617694,6964642,42083564,126353494,45512658,54487342,99939408,60592,29782588,1000,1000,1000,1000,1000,1000,1000
368000,9890,62268,367000000,2202000000,1000,6000,9998800043273,19811904,744958750,1062053,366990110,1000,6321,255388,731856114,24223172,1975776828,2145397651,880151838,1119848162,605043296,100020574389,110477128,531447,1968162,225119336,985850048,2146692847,2201931411,143990021,6792739,181470885,93207261,99999085,915,23585523,34847172,1379,99998621,173780785,6964656,42148937,126557430,45382271,54617729,99939544,60456,29790764,1000,1000,1000,1000,1000,1000,1000
369000,10940,61761,368000000,2208000000,1000,6000,9998797319087,22114357,749259218,1062005,367989060,1000,585,255419,733854110,24202043,1975797957,2145694468,879947877,1120052123,606837319,100020702909,110646802,548931,1969918,225338944,987513300,2152614253,2207937654,144143359,6729787,181800567,93270213,99999165,835,23372867,34972088,1441,99998559,173942013,6964668,42215321,126761372,45252603,54747397,99940026,59974,29798654,1000,1000,1000,1000,1000,1000,1000
370000,10310,62507,369000000,2214000000,1000,6000,9998803914401,15099876,744244334,1062660,368989690,1000,605,255076,735854060,24182558,1975817442,2145988042,879744908,1120255092,608634290,100020822670,110815242,574006,1986157,225551179,989164540,2158529267,2213936888,144295708,6666338,182128920,93333662,99999177,823,23162239,35097681,1364,99998636,174102230,6964678,42282030,126964694,45123858,54876142,99940448,59552,29806522,1000,1000,1000,1000,1000,1000,1000
371000,10370,62896,370000000,2220000000,1000,6000,9998803338776,15255922,746396354,1064151,369989630,1000,631,254166,737850958,24159899,1975840101,2146281880,879543040,1120456960,610429306,100020988758,110982858,552074,1955466,225762758,990808060,2164445044,2219936473,144447358,6603782,182455470,93396218,99999171,829,22953610,35223422,1336,99998664,174261700,6964692,42348812,127167486,44995668,55004332,99940788,59212,29814342,1000,1000,1000,1000,1000,1000,1000
372000,10440,63040,371000000,2226000000,1000,6000,9998803044247,15133070,748270123,1066041,370989560,1000,585,254720,739847038,24137451,1975862549,2146573581,879340344,1120659656,612222677,100021123284,111149648,561370,1962008,225967602,992442984,2170361551,2225936375,144598170,6542593,182781570,93457407,99999159,841,22745534,35349102,1401,99998599,174420168,6964705,42415467,127369641,44867824,55132176,99941376,58624,29821998,1000,1000,1000,1000,1000,1000,1000
373000,11010,63197,372000000,2232000000,1000,6000,9998803713780,14049666,749184065,1065862,371988990,1000,6524,252867,741846256,24115792,1975884208,2146862084,879139504,1120860496,614021036,100021274313,111316854,554519,1939128,226186282,994083548,2176271852,2231930279,144749746,6482235,183105699,93517765,99999208,792,22539097,35474470,1462,99998538,174579420,6964724,42481955,127572353,44739276,55260724,99941574,58426,29829674,1000,1000,1000,1000,1000,1000,1000
374000,10630,62537,373000000,2238000000,1000,6000,9998795103787,22247315,759381478,1067044,372989370,1000,639,254244,743844652,24093321,1975906679,2147148981,878936828,1121063172,615816747,100021422903,111482924,548980,1917162,226404047,995712464,2182195362,2237936824,144900218,6421425,183427125,93578575,99999172,828,22335445,35599917,1432,99998568,174737565,6964733,42548137,127773661,44611823,55388177,99941847,58153,29837347,1000,1000,1000,1000,1000,1000,1000
375000,10310,63287,374000000,2244000000,1000,6000,9998798300440,18640288,757769123,1069107,373989690,1000,597,252418,745841166,24071609,1975928391,2147433328,878736602,1121263398,617613019,100021562268,111648124,551721,1906634,226619348,997333328,2188112054,2243936116,145049884,6360339,183747009,93639661,99999166,834,22133890,35725944,1468,99998532,174894929,6964749,42615935,127975729,44485251,55514749,99941933,58067,29845045,1000,1000,1000,1000,1000,1000,1000
