Time\ number,r1_2_10:=Cell_1,r2_1_20:=Cell_1,r2_3_100:=Cell_1,r1_1_200:=Cell_1,rM_300:=Cell_1,r3_3_400:=Cell_1,r2_2_500:=Cell_1,r1_2_100::Cell_1::Mitochondria_1,r2_1_110::Cell_1::Mitochondria_1,rM_300::Cell_1::Mitochondria_1,rM_400::Cell_1::Mitochondria_1,rM_500::Cell_1::Mitochondria_1,r2_2_510::Cell_1::Mitochondria_1,rM_600::Cell_1::Mitochondria_1,rM_610::Cell_1::Mitochondria_1,rM_620::Cell_1::Mitochondria_1,rM_700::Cell_1::Mitochondria_1,r3_3_800::Cell_1::Mitochondria_1,rM_900::Cell_1::Mitochondria_1,r1_1_1100::Cell_1::Mitochondria_1,Time\ Probability,r1_2_10:=Cell_1,r2_1_20:=Cell_1,r2_3_100:=Cell_1,r1_1_200:=Cell_1,rM_300:=Cell_1,r3_3_400:=Cell_1,r2_2_500:=Cell_1,r1_2_100::Cell_1::Mitochondria_1,r2_1_110::Cell_1::Mitochondria_1,rM_300::Cell_1::Mitochondria_1,rM_400::Cell_1::Mitochondria_1,rM_500::Cell_1::Mitochondria_1,r2_2_510::Cell_1::Mitochondria_1,rM_600::Cell_1::Mitochondria_1,rM_610::Cell_1::Mitochondria_1,rM_620::Cell_1::Mitochondria_1,rM_700::Cell_1::Mitochondria_1,r3_3_800::Cell_1::Mitochondria_1,rM_900::Cell_1::Mitochondria_1,r1_1_1100::Cell_1::Mitochondria_1
88300,9987880553095.0,9955109,24,200.0,7008,1039,118334288,109915241172.0,218448,2000,422,10566,2,6,0,495,493,2000,1964,0.0,88300,9.99999000001e-07,0.9999409309876603,0.4736842105263158,0.999000999000999,0.9987239291263798,0.8230191274032626,0.0009977914849193606,9.99999000001e-07,0.9999021035978886,0.005792849400966126,0.9735388818610493,0.987973015171476,0.9999989999968,0.9937441443498151,0.8501894861076493,0.9914693666897899,0.9825508767408166,0.9999999873010792,0.9999949877977452,0.9999999999999
88400,9987866735304.0,22436,22,200.0,17,11876,118656378,109926246196.0,219436,23,0,0,0,960,9,120,0,2000,468,400.0,88400,9.99999000001e-07,0.9999406561228074,0.4736842105263158,0.999000999000999,0.9987254999022223,0.05691478617565267,0.0009977890978600688,9.99999000001e-07,0.9999011436688946,0.0011879308821406548,0.9744268580360941,0.9721056480165862,0.999998995297187,0.9937371372295174,0.8920819164923811,0.9508503895988099,0.9394549385005165,0.9999999894644103,0.9999949877386034,0.9999999999999
88500,9987852514280.0,9966711,18,201.0,10013,48078,118675510,109937358168.0,220861,2000,2,29,448,0,3,0,0,36,2000,400.0,88500,9.99999000001e-07,0.9999410874000392,0.4736842105263158,0.999000999000999,0.99872502279635,0.8235164923215689,0.0009977876777427692,9.99999000001e-07,0.9999024364639423,0.005769619464790436,0.9641356847225149,0.9792846476011536,0.9999989758231795,0.9937618096821101,0.9692095539020701,0.9459272903853224,0.361046525047451,0.9999999498960852,0.999995759764545,0.9999999999999
88600,9987838220485.0,9925753,22,201.0,19007,53959,118616452,109948474614.0,110049,2000,11174,10419,1952,1,69,161,3,836,0,199.0,88600,9.99999000001e-07,0.9999411671471384,0.4736842105263158,0.999000999000999,0.9987253705007695,0.8235308180963049,0.0009977872601145267,9.99999000001e-07,0.9999007248968755,0.005762154236500197,0.9767005854440393,0.9878877343844715,0.9999989937179826,0.9937412387220784,0.9459015079344042,0.9751350430292949,0.8993238032297963,0.9999999498961604,0.9999949877432958,0.9999999999999
88700,9987824309079.0,9989463,24,201.0,19000,19263,118517905,109959392538.0,110361,0,986,26337,52232,798,205,324,0,2000,2000,201.0,88700,9.99999000001e-07,0.9999412454711121,0.4736842105263158,0.999000999000999,0.9987250980454696,0.074148720813859,0.0009977858599755937,9.99999000001e-07,0.9999011973400348,0.001177085278600815,0.8982520879237855,0.986481309204535,0.999998997506297,0.993734073718426,0.9673518154557226,0.9797417804800269,0.3597139434188343,0.9999999757649838,0.9999950450311362,0.9999999999999
88800,9987810176647.0,39104,21,200.0,19022,1,118688436,109970454516.0,20,0,12585,76,4988,250,80,233,3,866,1435,200.0,88800,9.99999000001e-07,0.9999409763018542,0.4736842105263158,0.999000999000999,0.9987258802739347,0.03992138322855877,0.0009977844613020279,9.99999000001e-07,0.9998961772893219,0.0011754064432077825,0.9614426111622807,0.9810624721926321,0.9999989859499306,0.993721577816252,0.9463526460205814,0.9623514027522665,0.43850791609979156,0.9999999498961993,0.9999949877483538,0.9999999999999
88900,9987796396910.0,9982524,23,201.0,20000,3124,118561826,109981324331.0,219951,40,1340,7902,7272,356,0,221,5,2000,1005,201.0,88900,9.99999000001e-07,0.9999413878940392,0.4736842105263158,0.999000999000999,0.9987256279362886,0.8231076730120077,0.0009977830860445603,9.99999000001e-07,0.9998984878856966,0.0011763471336462149,0.9316474437203502,0.9195580956159842,0.9999989999951999,0.9937457059998985,0.8309564002381994,0.9869554867154207,0.3618213788787692,0.999999972009706,0.9999949877609423,0.9999999999999
89000,9987783520390.0,9910609,23,200.0,24,40047,118688726,109993230159.0,13,2000,1964,22566,0,401,1,174,1,2000,1283,200.0,89000,9.99999000001e-07,0.9999414280060523,0.4736842105263158,0.999000999000999,0.9987257539219495,0.8232216574419712,0.000997780792419096,9.99999000001e-07,0.9998958675451836,0.005743422627330645,0.9247475777073181,0.9717066007109122,0.9999989999975,0.993728385485646,0.6747175875335407,0.9821023247907804,0.3108705823685592,0.999999975458225,0.9999949877460188,0.9999999999999
89100,9987769752290.0,9914967,17,200.0,12020,59042,118586540,110004238391.0,219752,0,0,1,1,5,0,371,5,2000,1452,0.0,89100,9.99999000001e-07,0.9999414944790338,0.4736842105263158,0.999000999000999,0.9987247844990045,0.8235515251430546,0.0009977794183540349,9.99999000001e-07,0.9999010170694084,0.0011859782985594162,0.9908267541793689,0.9702647037753152,0.9999989999910999,0.99371758665094,0.4090534568973427,0.9875953699672156,0.8996934526477876,0.9999999844017506,0.9999949877599297,0.9999999999999
89200,9987756040055.0,1122,17,200.0,13013,561,118513983,110015594487.0,109797,25,48,0,9165,646,80,614,280,104,64,0.0,89200,9.99999000001e-07,0.9999412115181371,0.4736842105263158,0.999000999000999,0.9987245568887148,0.0020303093104234284,0.0009977790584523162,9.99999000001e-07,0.999901254053768,0.0011893846628168742,0.9419311615443302,0.9642574229982028,0.999998975158666,0.9937367941642108,0.9692835248626477,0.9877441856922174,0.9796895504257099,0.9999999498958588,0.9999949877578939,0.9999999999999
89300,9987742173249.0,9967203,22,200.0,13008,18429,118635751,110026928553.0,110298,0,0,19424,18427,6,3,197,29,2000,4,200.0,89300,9.99999000001e-07,0.9999416232801301,0.4736842105263158,0.999000999000999,0.998726388490149,0.8233774437832413,0.000997777674529751,9.99999000001e-07,0.9998930232548188,0.001188887775901194,0.9830301063666714,0.9467165100421672,0.999998992294479,0.9936338887233042,0.229224051605172,0.9781596869916466,0.9272835134720346,0.9999999792179752,0.9999949877485834,0.9999999999999
89400,9987728281435.0,1087,25,200.0,8028,567,118679842,110037928027.0,110455,2000,8164,23812,94,800,2,662,6,0,2000,200.0,89400,9.99999000001e-07,0.9999413528684301,0.4736842105263158,0.999000999000999,0.998723624586665,0.034356866893429205,0.0009977762880199529,9.99999000001e-07,0.9999010188623405,0.005801036561978867,0.9874777580376495,0.9913325220467413,0.9999989916051125,0.9937469823605438,0.9608976632704184,0.9897418876021261,0.9761650874472605,0.9999999498954973,0.999996457420106,0.9999999999999
89500,9987714368566.0,9882490,16,200.0,23,84636,118476286,110049168989.0,110305,2000,6,36,34,800,2,0,0,68,1356,200.0,89500,9.99999000001e-07,0.9999417691978133,0.4736842105263158,0.999000999000999,0.9987235759015751,0.8236742123412795,0.000997773891144107,9.99999000001e-07,0.999901188778049,0.005805933286993702,0.8889089372300124,0.9937760687213021,0.9999989862580179,0.9937469255988992,0.8514148688109977,0.9886852833627975,0.9612528726760218,0.9999999498955406,0.9999949877764377,0.9999999999999
89600,9987700116233.0,9967005,18,200.0,24000,107619,118512116,110059956204.0,109929,2000,39200,71,0,400,84,0,5,2000,0,400.0,89600,9.99999000001e-07,0.9999418465708758,0.4736842105263158,0.999000999000999,0.9987248459005723,0.8237129396467976,0.0009977734771794311,9.99999000001e-07,0.9999028457452751,0.005792757098254416,0.9944050760442195,0.9858095518462404,0.9999989999983,0.9937541932384024,0.9693145875059203,0.9864554716189509,0.954626819012663,0.9999999746433141,0.9999949877532984,0.9999999999999
89700,9987675979468.0,19964422,18,201.0,14000,594,118607882,110070998614.0,220331,2000,2941,30,13153,28,199,168,4,2000,0,199.0,89700,9.99999000001e-07,0.9999422603807302,0.4736842105263158,0.999000999000999,0.998725412065699,0.06331305621506213,0.0009977710684039535,9.99999000001e-07,0.9998998998898798,0.011158464482757277,0.9628767194794916,0.9919965880172046,0.9999989933973915,0.9937352557044333,0.9486774259632867,0.9834653608723368,0.9807148661316916,0.9999999750329552,0.9999949877567698,0.9999999999999
89800,9987661865752.0,20005460,22,200.0,11022,575,118608130,110082040143.0,109829,2000,2,46,0,1,0,0,1,8,1389,200.0,89800,9.99999000001e-07,0.9999423408821599,0.4736842105263158,0.999000999000999,0.9987236615726458,0.06148628555815974,0.000997770647865713,9.99999000001e-07,0.9999019871228721,0.005739633882703037,0.9907966360531621,0.9885663630405949,0.9999989859149674,0.9937585153666555,0.41754508379496613,0.9854331493888564,0.5243226137110135,0.9999999498956444,0.9999949877566974,0.9999999999999
89900,9987647831468.0,19919505,25,201.0,24,32344,118694337,110092824003.0,220267,1,670,13208,12985,0,199,0,0,108,2000,199.0,89900,9.99999000001e-07,0.9999424143066707,0.4736842105263158,0.999000999000999,0.9987253300287874,0.8979701308734706,0.000997769238070731,9.99999000001e-07,0.9999023466395477,0.001170642598367615,0.9491582692133723,0.9845390391750689,0.999998978683386,0.9937418957568003,0.9489015737766746,0.9732717092989955,0.40887861416405274,0.9999999498959717,0.9999954773955356,0.9999999999999
90000,9987643813302.0,25128,19,202.0,12009,25159,118575543,110104005708.0,14,0,3401,25880,4,779,0,441,0,2000,0,202.0,90000,9.99999000001e-07,0.9999418144775797,0.4736842105263158,0.999000999000999,0.9987265004532303,0.8230373560477526,0.0009977678581924562,9.99999000001e-07,0.9998979717393961,0.001170616280425316,0.9605223540709111,0.9810690178498395,0.999998999995,0.9937329250659458,0.1655479235248443,0.9798699447850203,0.9448182392445907,0.9999999548107564,0.9999949877616191,0.9999999999999
90100,9987629569773.0,9938293,19,200.0,9010,19192,118553799,110115231132.0,13,0,1076,26533,26308,4,200,666,0,2000,2000,200.0,90100,9.99999000001e-07,0.9999422286829992,0.4736842105263158,0.999000999000999,0.9987261036660363,0.823058094245653,0.0009977664366449541,9.99999000001e-07,0.999900099710479,0.0011659530077693702,0.9561278077433943,0.9909054610460588,0.9999989999962,0.9936330110627831,0.9521776929880197,0.9818269367636469,0.9506216018311402,0.9999999589795358,0.9999965246176018,0.9999999999999
90200,9987615801762.0,9983783,19,200.0,10,264,118604857,110125869153.0,220252,2000,47,2,2,710,4,41,0,166,128,200.0,90200,9.99999000001e-07,0.9999422947420382,0.4736842105263158,0.999000999000999,0.9987256736584734,0.08377866635945397,0.000997765062555103,9.99999000001e-07,0.9999022540891269,0.005694781809607915,0.8888241152192997,0.9512962800125581,0.9999989999925,0.9937359902845763,0.9346680195691139,0.90721610007099,0.3405813932388447,0.999999949896345,0.9999949877571028,0.9999999999999
90300,9987591770580.0,19961374,21,200.0,6014,65,118283086,110137076436.0,110401,2000,2109,75,17691,222,91,5,0,0,2000,200.0,90300,9.99999000001e-07,0.9999427023020822,0.4736842105263158,0.999000999000999,0.9987279285889735,0.822937330267181,0.0009977616559456708,9.99999000001e-07,0.9999011804391817,0.011027698224536272,0.9015036129828335,0.9625246325094683,0.9999989593252264,0.9937367369687579,0.9461496662172488,0.9329764595540201,0.9185443652880342,0.9999999498961062,0.9999975401096566,0.9999999999999
90400,9987577593402.0,19894103,20,200.0,18009,36235,118548350,110148067545.0,220332,1,126,3,0,24,193,395,24,2000,0,0.0,90400,9.99999000001e-07,0.9999427751749006,0.4736842105263158,0.999000999000999,0.9987267137441396,0.8977652206953454,0.000997761249339479,9.99999000001e-07,0.9998977765061176,0.0011594441364374472,0.9171316551025505,0.992608436614529,0.9999989999925,0.993678243327227,0.9460817015140696,0.9848352651316543,0.9698715863423656,0.9999999845304881,0.9999949877601936,0.9999999999999
90500,9987573522506.0,10026960,21,200.0,10029,41598,118494443,110159120256.0,109538,2000,2,41,41,800,0,0,7,82,1324,200.0,90500,9.99999000001e-07,0.9999425253005609,0.4736842105263158,0.999000999000999,0.9987245452670133,0.8225982459703095,0.0009977598350222083,9.99999000001e-07,0.9999012798865271,0.0056349294171189725,0.9715190293383608,0.9950667444513825,0.999998999994,0.9937499073743349,0.9461480411250625,0.9897521760009854,0.9718934719576892,0.999999949895511,0.9999949877758572,0.9999999999999
90600,9987559321027.0,19980,18,200.0,18014,91686,118474157,110169995707.0,17,0,292,11070,9683,332,5,388,3,1562,1012,200.0,90600,9.99999000001e-07,0.9999422682382441,0.4736842105263158,0.999000999000999,0.998726524264878,0.8234072322261553,0.000997759425772398,9.99999000001e-07,0.9998970939220686,0.0011525165853680593,0.28517473760292034,0.9879030095498275,0.9999989907552168,0.9936981606000297,0.9385066716050443,0.9755423964287874,0.9842144034807707,0.9999999498962039,0.9999949877767804,0.9999999999999
90700,9987545397951.0,9985066,30,201.0,23011,93,118574017,110180885756.0,220364,46,1173,14967,29221,2,1,268,28,1720,677,0.0,90700,9.99999000001e-07,0.999942671437889,0.4736842105263158,0.999000999000999,0.9987267745071401,0.8227983372255699,0.0009977580241456604,9.99999000001e-07,0.9999006189452092,0.0011508913715447256,0.9299227611176212,0.9725938712326619,0.9999989894456696,0.9937404160442793,0.40835359737909077,0.9705245908907456,0.9744960063394408,0.9999999498962265,0.9999949877541716,0.9999999999999
90800,9987521632218.0,19908526,24,200.0,10008,38111,118708812,110192267416.0,109971,2000,0,11,0,800,0,9,0,0,1324,400.0,90800,9.99999000001e-07,0.9999430611363898,0.4736842105263158,0.999000999000999,0.9987250963406968,0.8977486300108002,0.0009977546554817461,9.99999000001e-07,0.9998925034600449,0.010886641065492609,0.9847842434449858,0.9675901780314429,0.9999989865826584,0.9937535183295669,0.9212373972424089,0.9097648578569394,0.9550289010941502,0.9999999498962322,0.9999949877466224,0.9999999999999
90900,9987507497060.0,19975348,20,201.0,16000,72,118413523,110202888024.0,220042,1,114,7,16840,634,85,165,0,2000,0,201.0,90900,9.99999000001e-07,0.9999431319392057,0.4736842105263158,0.999000999000999,0.9987252316910789,0.0005571767926699943,0.0009977542536670724,9.99999000001e-07,0.9999002845082411,0.0011490399368742756,0.8214735022264129,0.9773528991764407,0.9999989933473346,0.9937214482818352,0.9692650587556211,0.9897180885492398,0.10181461495300519,0.9999999747701658,0.9999949877681281,0.9999999999999
91000,9987494031132.0,20015499,18,200.0,8019,574,118636859,110214824910.0,110704,0,229,13076,0,194,109,339,11,88,1659,200.0,91000,9.99999000001e-07,0.9999431849383295,0.4736842105263158,0.999000999000999,0.9987247970648558,0.04008453172325179,0.0009977529098715446,9.99999000001e-07,0.9999006317831229,0.0011534386181472197,0.9758360429572491,0.9770151721841418,0.9999989831216498,0.9937311548371545,0.9463471674748721,0.9775731226840488,0.948516125958437,0.9999999498960735,0.9999949877524236,0.9999999999999
91100,9987490434479.0,10023396,21,200.0,16,17209,118695653,110225805905.0,109703,0,1,106,52,594,109,0,1,1260,1094,199.0,91100,9.99999000001e-07,0.9999429217421376,0.4736842105263158,0.999000999000999,0.9987247129452268,0.0589767825785756,0.0009977525422294757,9.99999000001e-07,0.9999011015800506,0.001154577103852909,0.24182570200229134,0.4114549361862405,0.9999989999915999,0.9937330164695531,0.9467953254843926,0.9765843914658421,0.3511608906395048,0.9999999498960672,0.9999949877421284,0.9999999999999
91200,9987466280163.0,19911431,21,200.0,32,44831,118510311,110236664131.0,110352,2000,2,2,2,675,2,0,0,786,0,200.0,91200,9.99999000001e-07,0.9999433204175698,0.4736842105263158,0.999000999000999,0.9987257755808705,0.8233454615529713,0.0009977491319872185,9.99999000001e-07,0.9999021268807543,0.010884916028954087,0.9904631773325958,0.9595887374676227,0.9999989999925999,0.9937608157608849,0.2575359032566979,0.9866670441880072,0.8842869063648073,0.9999999498959143,0.999994987771301,0.9999999999999
91300,9987462308296.0,9968885,18,200.0,19013,260,118621650,110247642859.0,220215,2000,73,0,11731,1,0,50,1,2000,309,400.0,91300,9.99999000001e-07,0.9999430664585668,0.4736842105263158,0.999000999000999,0.9987260287946922,0.028949738160103898,0.0009977487354158616,9.99999000001e-07,0.9998986795000563,0.005601394883397672,0.9793803443294661,0.8503943008540525,0.9999989999989,0.9936968372129891,0.8879905964396366,0.9656709074948201,0.9558053548224619,0.9999999707926,0.9999949877546165,0.9999999999999
91400,9987438740802.0,19950676,21,200.0,23010,23548,118758603,110259119945.0,220568,2000,167,896,25101,6,200,0,140,0,1060,200.0,91400,9.99999000001e-07,0.9999434449833273,0.4736842105263158,0.999000999000999,0.9987249319313876,0.043411247482316354,0.0009977483742858752,9.99999000001e-07,0.9998995082940829,0.005617171508596522,0.9834445355829641,0.9316238235324067,0.9999989918450345,0.9936993641102825,0.9641136163671725,0.9682575061638691,0.9785563088342412,0.9999999498959881,0.9999949877321052,0.9999999999999
91500,9987425462207.0,19899773,23,200.0,3029,13249,118723787,110270699758.0,4,2000,1704,19,0,1,0,333,400,64,1791,399.0,91500,9.99999000001e-07,0.9999434914183302,0.4736842105263158,0.999000999000999,0.9987246156661913,0.8224448613501424,0.0009977450582740715,9.99999000001e-07,0.9999004137410713,0.010946150538337057,0.9602039565809447,0.9427819710646227,0.9999989951783633,0.993681106592004,0.9602517230784398,0.9851299924452256,0.9735285391714258,0.9999999498959563,0.9999949877483914,0.9999999999999
91600,9987421352543.0,157,22,200.0,10010,0,118365943,110281897478.0,16,0,672,13678,36376,406,2,923,0,172,2000,0.0,91600,9.99999000001e-07,0.99994291655384,0.4736842105263158,0.999000999000999,0.9987259056470212,0.03376012749198593,0.0009977456564472338,9.99999000001e-07,0.9998874808492405,0.0011562182136488598,0.9716488523408721,0.984014780238338,0.9999989832761121,0.9936471769000197,0.9155769461458415,0.9891865492981251,0.9446608492683037,0.9999999498958164,0.9999972442732297,0.9999999999999
91700,9987407526561.0,564,23,200.0,9000,9276,118492837,110293032698.0,110120,0,1720,37333,0,799,0,413,171,2000,2000,399.0,91700,9.99999000001e-07,0.9999429814866155,0.4736842105263158,0.999000999000999,0.9987255812906405,0.07014200419859051,0.0009977442765019275,9.99999000001e-07,0.9999007043536673,0.0011562142718330713,0.9546856447069296,0.9828942701782081,0.999998997825783,0.9937297627289531,0.3734811605104353,0.9809525531598517,0.9625366499773498,0.9999999874891858,0.9999954772710667,0.9999999999999
91800,9987393662754.0,1109,25,200.0,20,0,118544812,110303856789.0,110283,2000,26,0,0,0,0,0,0,0,1501,200.0,91800,9.99999000001e-07,0.9999430512880777,0.4736842105263158,0.999000999000999,0.9987234072293024,0.010263666592826414,0.0009977418844365144,9.99999000001e-07,0.9999012441655053,0.005633547136624998,0.9673584085123466,0.9496715807570594,0.9999989847553915,0.9937476060232767,0.9380420701521996,0.9901433747423102,0.02302263246636425,0.9999999498953679,0.9999949877709534,0.9999999999999
91900,9987380055237.0,18826,22,200.0,12014,0,118509616,110315065873.0,110261,2000,0,0,0,399,1,0,0,2000,1,400.0,91900,9.99999000001e-07,0.9999431098111061,0.4736842105263158,0.999000999000999,0.998725178398012,0.06468660885961525,0.000997740526498317,9.99999000001e-07,0.9998958090329609,0.005656451391110839,0.9921186869639884,0.9750844332233858,0.999999000001,0.9937348112500497,0.09030608887705026,0.9881027373267436,0.9733923548540524,0.9999999747068933,0.999994987767759,0.9999999999999
92000,9987366027518.0,575,21,200.0,16000,289,118611839,110326519500.0,220679,0,7185,19243,18961,215,97,437,8,2000,517,200.0,92000,9.99999000001e-07,0.9999431761872325,0.4736842105263158,0.999000999000999,0.9987253114198523,0.007977737778308664,0.0009977401349275598,9.99999000001e-07,0.9998999273772977,0.0011565373746283331,0.9847039878504342,0.9844391976824635,0.9999989999983,0.9937160268600256,0.9462370375173083,0.978763010372247,0.886083263673825,0.999999956266155,0.9999949877460621,0.9999999999999
92100,9987342501948.0,19896999,19,200.0,9005,47029,118431550,110337732549.0,109995,2000,4,25,35141,3,0,13,26,4,2000,0.0,92100,9.99999000001e-07,0.9999438715397224,0.4736842105263158,0.999000999000999,0.9987237880055172,0.8978406623124809,0.0009977367784940823,9.99999000001e-07,0.9999012591336536,0.005664759117308209,0.9410822562018445,0.9166451501791733,0.9999989656110141,0.9937441609496162,0.9654963322553995,0.9873521853643341,0.9753228114641791,0.9999999498955969,0.9999972674765238,0.9999999999999
92200,9987338592915.0,9969209,21,200.0,12,443,118611578,110348744251.0,110627,0,0,396,487,1200,4,119,222,24,24,200.0,92200,9.99999000001e-07,0.9999436201307578,0.4736842105263158,0.999000999000999,0.9987251139279766,0.8228920721372366,0.0009977363886425864,9.99999000001e-07,0.9998857201107235,0.0011581319864586647,0.981062760812698,0.9415963794647941,0.9999989952903229,0.993739433688576,0.9340196735961017,0.9751079778618962,0.9818321036928676,0.9999999498960395,0.9999949877386675,0.9999999999999
92300,9987325079641.0,9997176,23,200.0,12006,66715,118619313,110360375186.0,15,2000,17678,7663,0,402,0,340,6,138,2000,0.0,92300,9.99999000001e-07,0.9999436743767959,0.4736842105263158,0.999000999000999,0.9987246139226231,0.822944701127789,0.0009977350398176616,9.99999000001e-07,0.9998955161595753,0.0056617640376185555,0.9756509216044832,0.9720159570906146,0.9999989832985435,0.9937330292512891,0.9465231948739284,0.9700712498002662,0.9803614723024352,0.999999949895891,0.9999966080043424,0.9999999999999
92400,9987311013345.0,9969794,21,200.0,9019,9130,118596135,110371341166.0,18,2000,15253,13716,0,0,0,423,0,116,1656,399.0,92400,9.99999000001e-07,0.9999437444954551,0.4736842105263158,0.999000999000999,0.9987254900662391,0.8226383895970515,0.0009977336365371602,9.99999000001e-07,0.9998940425643734,0.005650437880268862,0.9823942478019638,0.951929308716337,0.9999989999932,0.9936612557701924,0.7922878356450342,0.9751743071519045,0.8810987771975353,0.9999999498961836,0.9999949877584585,0.9999999999999
92500,9987297879894.0,9952898,13,201.0,20000,40187,118671913,110382922312.0,110180,1,92,441,0,687,1,2,71,2000,704,199.0,92500,9.99999000001e-07,0.9999437857090181,0.4736842105263158,0.999000999000999,0.9987244068827716,0.8235444936844937,0.00099773232550041,9.99999000001e-07,0.9999001921699959,0.0011671853322623661,0.9892421369383039,0.9775268060653048,0.9999989999951999,0.9937209250113002,0.1655484343856362,0.9824442431656288,0.9887844947059723,0.9999999852846303,0.9999949877458483,0.9999999999999
92600,9987284372434.0,9935119,23,201.0,10020,278,118722476,110394382362.0,110753,2000,345,8647,15267,331,37,311,205,1862,0,200.0,92600,9.99999000001e-07,0.9999438331419921,0.4736842105263158,0.999000999000999,0.9987233410420941,0.001092382076570083,0.0009977319857810238,9.99999000001e-07,0.9999008640392928,0.0057226280756017,0.4492941613603921,0.9689281540038799,0.9999989999933999,0.9937408964917664,0.9464607125939523,0.9849311833120407,0.9227107853198422,0.9999999498959031,0.9999949877245663,0.9999999999999
92700,9987270306879.0,1070,18,201.0,28,47556,118685517,110405487446.0,221451,2000,571,14067,1,424,16,366,0,128,1424,199.0,92700,9.99999000001e-07,0.9999435888298387,0.4736842105263158,0.999000999000999,0.9987244571502398,0.8230671300893759,0.0009977305818983171,9.99999000001e-07,0.999902704986243,0.005659598021639566,0.9853950523149462,0.9871850226970189,0.9999989999932,0.9937518363388428,0.9515450813841946,0.9849738225779155,0.9744350167175636,0.9999999498958474,0.9999949877449873,0.9999999999999
92800,9987256814227.0,9933574,24,201.0,18,463,118711886,110416843189.0,110328,2000,2,400,14237,7,0,0,396,176,2000,201.0,92800,9.99999000001e-07,0.9999439604034881,0.4736842105263158,0.999000999000999,0.9987245182503638,0.8223283876591724,0.0009977282275171284,9.99999000001e-07,0.9999001679972942,0.005713223306062775,0.9872273233750958,0.922601522006694,0.9999989656114421,0.993734926257494,0.895086924874379,0.9728731660477857,0.9823151685387389,0.9999999498958142,0.9999971033985822,0.9999999999999
92900,9987242978717.0,9970861,18,201.0,8011,28463,118649770,110427861855.0,220849,2000,44,416,17950,3,0,15,0,0,2000,200.0,92900,9.99999000001e-07,0.9999440226741712,0.4736842105263158,0.999000999000999,0.9987244621915551,0.823267527668104,0.000997726846231552,9.99999000001e-07,0.9999023084035776,0.005735757681310889,0.9308933273061089,0.9745634040318172,0.9999989881799178,0.9937442132195506,0.895959136323529,0.9714932772406063,0.32695643248065437,0.999999949896016,0.9999968314832581,0.9999999999999
93000,9987219081794.0,19897355,22,200.0,10000,10529,118586914,110439279504.0,110398,2000,10400,36,0,5,12,590,617,308,2000,200.0,93000,9.99999000001e-07,0.9999443946376402,0.4736842105263158,0.999000999000999,0.998724937350778,0.02084077560906837,0.0009977254697115484,9.99999000001e-07,0.9999017313076487,0.005684602207799588,0.9889818579492555,0.9508358637083407,0.9999989730897132,0.9936685739426164,0.9461386626384607,0.979592078535458,0.9809319443313377,0.9999999498960951,0.9999961718439341,0.9999999999999
93100,9987215000125.0,577,21,202.0,17000,4390,118375045,110450146640.0,109961,0,390,26203,139,796,5,0,7,2000,2000,202.0,93100,9.99999000001e-07,0.9999438446112062,0.4736842105263158,0.999000999000999,0.9987256579108789,0.8230240136822652,0.0009977240538358908,9.99999000001e-07,0.9998954229883906,0.0011688336972238336,0.9736959146862909,0.9902538779702558,0.9999989731371656,0.9937502871021934,0.922868467421476,0.9654380052087832,0.43910105804012933,0.9999999871735648,0.9999961673418742,0.9999999999999
93200,9987201114078.0,9974875,25,200.0,12000,25477,118528894,110461427966.0,109887,0,0,3,26483,0,0,340,0,2000,0,0.0,93200,9.99999000001e-07,0.9999442180284901,0.4736842105263158,0.999000999000999,0.9987232901048799,0.8234421807228203,0.0009977236764794144,9.99999000001e-07,0.9998951518091712,0.0011695993798341176,0.9717488435769776,0.9923853870160416,0.9999989863343681,0.9936750315450102,0.9585229074224396,0.9906863189443056,0.5964770488859267,0.9999999834698136,0.9999949877507712,0.9999999999999
93300,9987187132428.0,193,18,200.0,9000,28525,118564278,110472074720.0,221227,2000,846,16900,0,5,0,263,10,2000,1036,400.0,93300,9.99999000001e-07,0.9999439767198666,0.4736842105263158,0.999000999000999,0.9987241606560093,0.8230061127656259,0.000997721272555401,9.99999000001e-07,0.9999020664469365,0.0056724992998660444,0.9775193142367227,0.9848503111043498,0.9999989999984,0.9937072155315018,0.44546880832325725,0.9900391232007887,0.9440256189426627,0.9999999803262275,0.9999949877610398,0.9999999999999
93400,9987172889163.0,10017519,25,200.0,14006,1913,118521333,110483106747.0,220779,2000,284,32004,0,754,1,798,3,2000,0,0.0,93400,9.99999000001e-07,0.9999443605571346,0.4736842105263158,0.999000999000999,0.9987261118786659,0.8230415044725238,0.000997719859983529,9.99999000001e-07,0.9998909460463198,0.005670022599202541,0.9554384200175771,0.9919114125811113,0.9999989999911999,0.9937320843910787,0.935753468532299,0.9839395764304295,0.9501370726308425,0.9999999752657212,0.9999949877697363,0.9999999999999
93500,9987158868023.0,10023670,20,200.0,25,299,118508814,110494178164.0,221738,0,56,13190,492,5,0,0,5,50,1833,200.0,93500,9.99999000001e-07,0.9999444283313156,0.4736842105263158,0.999000999000999,0.9987250246932518,0.03357875943899338,0.0009977194602925833,9.99999000001e-07,0.9999018035737607,0.0011607603865435106,0.9755848935269804,0.9840761999742276,0.9999989999958,0.9937411090519238,0.565615507337131,0.9782037525076822,0.9439686173413502,0.9999999498959161,0.9999949877715051,0.9999999999999
