Time\ number,r1_2_10:=Cell_1,r2_1_20:=Cell_1,r2_3_100:=Cell_1,r1_1_200:=Cell_1,rM_300:=Cell_1,r3_3_400:=Cell_1,r2_2_500:=Cell_1,r1_2_100::Cell_1::Mitochondria_1,r2_1_110::Cell_1::Mitochondria_1,rM_300::Cell_1::Mitochondria_1,rM_400::Cell_1::Mitochondria_1,rM_500::Cell_1::Mitochondria_1,r2_2_510::Cell_1::Mitochondria_1,rM_600::Cell_1::Mitochondria_1,rM_610::Cell_1::Mitochondria_1,rM_620::Cell_1::Mitochondria_1,rM_700::Cell_1::Mitochondria_1,r3_3_800::Cell_1::Mitochondria_1,rM_900::Cell_1::Mitochondria_1,r1_1_1100::Cell_1::Mitochondria_1,Time\ Probability,r1_2_10:=Cell_1,r2_1_20:=Cell_1,r2_3_100:=Cell_1,r1_1_200:=Cell_1,rM_300:=Cell_1,r3_3_400:=Cell_1,r2_2_500:=Cell_1,r1_2_100::Cell_1::Mitochondria_1,r2_1_110::Cell_1::Mitochondria_1,rM_300::Cell_1::Mitochondria_1,rM_400::Cell_1::Mitochondria_1,rM_500::Cell_1::Mitochondria_1,r2_2_510::Cell_1::Mitochondria_1,rM_600::Cell_1::Mitochondria_1,rM_610::Cell_1::Mitochondria_1,rM_620::Cell_1::Mitochondria_1,rM_700::Cell_1::Mitochondria_1,r3_3_800::Cell_1::Mitochondria_1,rM_900::Cell_1::Mitochondria_1,r1_1_1100::Cell_1::Mitochondria_1
17500,9997684967557.0,10033194,26,200.0,19,18945,118535065,102026245784.0,203233,37,0,26433,4,800,3,660,0,56,0,0.0,17500,9.99999000001e-07,0.9996233950603893,0.4736842105263158,0.999000999000999,0.9987249252731021,0.030145736294578212,0.0009987699698524905,9.99999000001e-07,0.9998930331758674,0.0013173838314861756,0.9400702850495065,0.9920477880863937,0.9999989732209873,0.993758542508437,0.946364300799829,0.9846202127246227,0.9384020848184064,0.9999999498959192,0.9999949877498414,0.9999999999999
17600,9997670707210.0,9971184,19,201.0,19005,39378,118560670,102037444467.0,102385,2000,6,100,98,550,128,10,0,1500,36,0.0,17600,9.99999000001e-07,0.9996269622717102,0.4736842105263158,0.999000999000999,0.9987270159361801,0.8251753150202971,0.0009987675368620709,9.99999000001e-07,0.9999016716507668,0.0063922875655660506,0.9850330377063767,0.9896682671799738,0.9999989999936,0.9937539107603399,0.9691717417414638,0.9577978503040677,0.8708231752186895,0.9999999498962849,0.999994987763803,0.9999999999999
17700,9997656638827.0,9948393,23,201.0,16,1882,118374977,102048583272.0,101743,3,78,13392,18935,403,1,334,0,102,2000,200.0,17700,9.99999000001e-07,0.9996299666491532,0.4736842105263158,0.999000999000999,0.9987253559132501,0.005076382941293486,0.000998766132308223,9.99999000001e-07,0.9999009278797566,0.0013090145244062227,0.22473882559708,0.997129615822023,0.9999989801441199,0.9937450739180124,0.9377411743342582,0.9848407258977554,0.8330173371836863,0.9999999498958416,0.9999970743448859,0.9999999999999
17800,9997632486817.0,19932138,18,201.0,16,32300,118542386,102059867465.0,203504,2000,0,24566,0,744,27,0,0,0,72,0.0,17800,9.99999000001e-07,0.9996460034715873,0.4736842105263158,0.999000999000999,0.9987267728959911,0.8243556267308753,0.0009987647322340103,9.99999000001e-07,0.999902387046683,0.006382220736400916,0.9747009984468914,0.9943810534785369,0.999998999275876,0.9937338148894811,0.9691521821934554,0.9744368040022038,0.8474838579568277,0.9999999498961143,0.9999949877665474,0.9999999999999
17900,9997628492501.0,10029304,24,200.0,13000,2401,118638663,102071064980.0,102122,32,0,0,13419,0,0,0,0,64,1039,400.0,17900,9.99999000001e-07,0.9996360496623629,0.4736842105263158,0.999000999000999,0.998724897087978,0.0033584210631981966,0.0009987633241266634,9.99999000001e-07,0.9999013040498501,0.0013039818204669215,0.9652036029025768,0.9967446963454434,0.999998990870099,0.9937483196967253,0.9649909495121862,0.9838180834179786,0.611947249891549,0.9999999498958397,0.9999949877498869,0.9999999999999
18000,9997604371738.0,19953427,16,200.0,10027,20133,118394866,102082011939.0,205141,2000,104,16001,16103,498,4,730,17,78,0,200.0,18000,9.99999000001e-07,0.9996514770793465,0.4736842105263158,0.999000999000999,0.9987260767948943,0.8993890082782191,0.0009987619263022416,9.99999000001e-07,0.9998931413410933,0.006351694037715883,0.9648445423607508,0.9980386287236911,0.9999989701771542,0.9937136916083773,0.9556383023297568,0.9885529201989123,0.9752645336924297,0.9999999498958749,0.9999949877709303,0.9999999999999
18100,9997600300924.0,6722,24,200.0,9003,0,118532128,102093411358.0,102544,17,37231,0,0,800,0,0,0,24,213,400.0,18100,9.99999000001e-07,0.999628482383229,0.4736842105263158,0.999000999000999,0.9987260095237047,0.021664381411912053,0.000998761519431495,9.99999000001e-07,0.9999013979211132,0.0012993883380210914,0.9871983345539064,0.9968432897000038,0.9999989978654534,0.9937374410721495,0.8812657202152766,0.983997544338244,0.9708749356884883,0.9999999498960496,0.9999949877654393,0.9999999999999
18200,9997586367182.0,9941977,20,200.0,18016,36231,118392073,102104045765.0,204642,0,7701,106,0,803,0,0,5,6,308,0.0,18200,9.99999000001e-07,0.9996446069573114,0.4736842105263158,0.999000999000999,0.998726929850729,0.8244585855406223,0.0009987601113586701,9.99999000001e-07,0.9998929212256793,0.0012967496500148102,0.9328294072140555,0.9970986914156094,0.9999989969061577,0.99375767812155,0.9693257320230951,0.9849983722190526,0.36952918568951343,0.9999999498960183,0.9999949877890535,0.9999999999999
18300,9997562409465.0,19903521,24,200.0,24015,60,118689879,102115536400.0,22,2000,13000,30361,0,411,0,480,126,2000,1896,200.0,18300,9.99999000001e-07,0.9996591453741741,0.4736842105263158,0.999000999000999,0.9987246220190097,0.8224365522483852,0.0009987577384951178,9.99999000001e-07,0.9998931980166444,0.00624787887044836,0.9866198398749484,0.995579459468706,0.999999000001,0.9937395023275997,0.9472331887341858,0.9856925803941624,0.9793505407386508,0.9999999870128874,0.9999949877622978,0.9999999999999
18400,9997558281741.0,3533,21,200.0,34,292,118444290,102126241200.0,204141,3,233,22585,22508,3,0,499,124,2000,39,200.0,18400,9.99999000001e-07,0.9996374197088154,0.4736842105263158,0.999000999000999,0.998724825136318,0.8241554307433764,0.0009987563172420499,9.99999000001e-07,0.9999019622933255,0.0012925693994604078,0.30976038217749735,0.9971304838018448,0.9999989798360515,0.9936323195724805,0.8928347207658118,0.9881708786966179,0.9826357785881676,0.9999999873803443,0.9999949877641007,0.9999999999999
18500,9997534240731.0,19972701,22,200.0,12007,21478,118568647,102137358669.0,15,2000,58623,7164,7138,800,38,661,0,92,2000,200.0,18500,9.99999000001e-07,0.9996644390171184,0.4736842105263158,0.999000999000999,0.9987253968027426,0.8993720889953425,0.000998755910243554,9.99999000001e-07,0.999891153287519,0.012228854957230724,0.987231549036355,0.9971729238361227,0.9999989731342132,0.9937399639581159,0.9468146515559549,0.9888439801915964,0.8347265600966258,0.9999999498957787,0.9999962672072468,0.9999999999999
18600,9997529942004.0,9987353,18,200.0,8009,25499,118254916,102148046473.0,102046,19,31,26466,0,0,0,330,1,2000,0,401.0,18600,9.99999000001e-07,0.9996555989521158,0.4736842105263158,0.999000999000999,0.9987253904711662,0.8247466956744757,0.0009987544981309947,9.99999000001e-07,0.9998957112176873,0.001286587604001064,0.9874832747978973,0.9984357854308297,0.9999989999962,0.9936816948249666,0.7936441809642786,0.9909629946890062,0.8135681202813414,0.9999999831285136,0.9999949878094567,0.9999999999999
18700,9997515808234.0,9974166,16,200.0,22012,162,118325509,102159262273.0,203680,2000,100,0,280,0,0,0,1,0,16,400.0,18700,9.99999000001e-07,0.9996582734268995,0.4736842105263158,0.999000999000999,0.9987249057845523,0.8241460821214261,0.0009987520925721228,9.99999000001e-07,0.999902160109111,0.006266844437651601,0.966522842950145,0.998613445284746,0.999998999999,0.9937348194922612,0.25756616881132793,0.9909530220233587,0.09044773867406034,0.9999999498955241,0.9999949877815761,0.9999999999999
18800,9997492023415.0,19912998,23,200.0,11,508,118385522,102170452576.0,204478,2000,9700,18062,0,801,101,233,264,2000,933,200.0,18800,9.99999000001e-07,0.9996718435339994,0.4736842105263158,0.999000999000999,0.9987269749684569,0.0032407023903316123,0.0009987497044420728,9.99999000001e-07,0.9998927027574533,0.012125623873498354,0.9282234274364095,0.9925441964672872,0.9999989905831502,0.9937453427649765,0.9467009301314583,0.9779875056391073,0.9827195270630301,0.999999988921831,0.999994987789988,0.9999999999999
18900,9997487905571.0,1215,24,200.0,8010,0,118347618,102181284165.0,204292,23,50,10266,10250,0,0,578,238,72,0,200.0,18900,9.99999000001e-07,0.9996514577210949,0.4736842105263158,0.999000999000999,0.9987249388066001,0.03816090246147511,0.0009987503029627342,9.99999000001e-07,0.9998956803529175,0.0012799753555007452,0.9861791527830189,0.9982874789183971,0.9999989765790107,0.9936602459700188,0.8485231271610882,0.9896067595963607,0.9614073707021302,0.9999999498958053,0.9999949877804195,0.9999999999999
19000,9997473931738.0,27336,25,200.0,12009,8,118649115,102192885374.0,8,2000,12042,2558,0,800,3,320,0,2000,1256,0.0,19000,9.99999000001e-07,0.9996542203488711,0.4736842105263158,0.999000999000999,0.9987263552010888,0.054442317157903264,0.0009987478984383727,9.99999000001e-07,0.9998949418051141,0.006236084631781685,0.9871647833474761,0.956952647067496,0.9999989872769579,0.9937344538367785,0.955112569693588,0.979800284908486,0.9660508670446698,0.9999999758693003,0.9999949877515815,0.9999999999999
19100,9997459867808.0,978,21,200.0,8000,404,118360891,102203906798.0,203941,0,3,19243,0,0,0,498,167,160,2000,0.0,19100,9.99999000001e-07,0.9996566941088688,0.4736842105263158,0.999000999000999,0.9987262605832974,0.0028551757994227937,0.0009987475046586258,9.99999000001e-07,0.9999020142153857,0.0012762931994862866,0.9862017761056864,0.9935656849343852,0.9999989655336502,0.9937567763572058,0.9154903340531869,0.9831991562196885,0.9322619106607978,0.9999999498960044,0.9999969864871329,0.9999999999999
19200,9997446028464.0,10013293,17,200.0,19018,20646,118483770,102215159886.0,11,2000,26,0,0,0,0,385,0,104,1508,400.0,19200,9.99999000001e-07,0.9996702993425792,0.4736842105263158,0.999000999000999,0.9987272330321489,0.06587826023913786,0.0009987451246374324,9.99999000001e-07,0.9999004502139076,0.006253456905035802,0.9770103208564751,0.9834608414634869,0.9999989846862254,0.9937369187517009,0.9530164862080558,0.9752727258469077,0.9562077769745476,0.9999999498962628,0.99999498776967,0.9999999999999
19300,9997431932501.0,9977035,21,200.0,19000,46098,118354556,102225944564.0,22,2000,0,0,60,394,3,3,0,0,928,400.0,19300,9.99999000001e-07,0.9996727058492423,0.4736842105263158,0.999000999000999,0.9987276504166546,0.8247821674612523,0.0009987437214371137,9.99999000001e-07,0.9999008630663172,0.006210092537865332,0.9884644135830658,0.9943172911192555,0.9999989999958,0.9937552902152448,0.9461423629753147,0.9741601804220159,0.9738011995664813,0.9999999498963544,0.99999498779468,0.9999999999999
19400,9997418018975.0,3236,20,201.0,10015,37886,118355143,102236940491.0,204847,0,4,0,2076,0,0,0,0,88,2000,399.0,19400,9.99999000001e-07,0.9996641671004565,0.4736842105263158,0.999000999000999,0.9987251462699263,0.8240907132090074,0.0009987423192426793,9.99999000001e-07,0.999902146111903,0.0012706234766399695,0.925409624136128,0.998465486438066,0.9999989968228377,0.9937345074414068,0.6654283411626795,0.9903520512396001,0.740580005907417,0.9999999498955017,0.9999956715207322,0.9999999999999
19500,9997403927254.0,10017575,21,200.0,13010,1680,118386386,102248232460.0,102499,3,364,152,13782,0,0,246,0,2000,1861,0.0,19500,9.99999000001e-07,0.9996773148516921,0.4736842105263158,0.999000999000999,0.9987261314936903,0.057322815682331066,0.000998741921912431,9.99999000001e-07,0.9998980473207244,0.0012690299217625006,0.3713149481851566,0.9957312821091044,0.999998982457672,0.9936842379264764,0.8823235895800845,0.9796226725060403,0.9511549829934434,0.9999999797269337,0.9999949877899535,0.9999999999999
19600,9997390137599.0,9977387,19,200.0,24,1635,118478199,102259412730.0,102596,3,43,0,0,1054,7,68,0,22,1060,399.0,19600,9.99999000001e-07,0.9996794358244898,0.4736842105263158,0.999000999000999,0.9987263443467397,0.03603318748282782,0.0009987395358817324,9.99999000001e-07,0.9999011638744473,0.0012683314521469613,0.9469839333979466,0.9960593107440204,0.9999989999955999,0.9937345890410084,0.9234779342206837,0.9819714515270794,0.9692777188027869,0.9999999498960936,0.9999949877743332,0.9999999999999
19700,9997365949736.0,19976166,20,200.0,9012,13955,118522925,102270413887.0,102607,23,9,26569,0,800,0,0,3,2000,221,400.0,19700,9.99999000001e-07,0.9996916779316759,0.4736842105263158,0.999000999000999,0.9987263933086953,0.8241299406127014,0.0009987371219167044,9.99999000001e-07,0.9998948309849793,0.0012646014870610124,0.47977676692384985,0.9965375177886813,0.9999989977822926,0.9937331333580983,0.5556059429566373,0.9827672356252185,0.9112429508726887,0.9999999873490489,0.9999949877549985,0.9999999999999
19800,9997351803728.0,20009593,23,200.0,8,3059,118533003,102281410672.0,103139,6,2,0,0,324,43,0,58,0,1364,200.0,19800,9.99999000001e-07,0.9996938535425779,0.4736842105263158,0.999000999000999,0.9987262946346106,0.051937577544241574,0.0009987377066339943,9.99999000001e-07,0.9999013919317695,0.0012607288801436182,0.9725773778567579,0.9947712113265477,0.9999989861649021,0.9937318817561369,0.9461345081505064,0.9758928009838005,0.9479059580729176,0.9999999498961156,0.9999949877706695,0.9999999999999
19900,9997347643007.0,9993822,22,200.0,24008,2461,118476398,102292356262.0,22,2000,12602,0,28380,130,7,0,0,1740,301,200.0,19900,9.99999000001e-07,0.9996864878495356,0.4736842105263158,0.999000999000999,0.998726305212282,0.0030290719022307024,0.0009987362922012253,9.99999000001e-07,0.999899557651899,0.0061426906154830145,0.9889003756458166,0.9954615307667546,0.9999989999944,0.9937439438760737,0.946583793270037,0.985197060821767,0.6085042372651909,0.9999999498961077,0.9999949877632023,0.9999999999999
20000,9997333500796.0,16024,27,200.0,5019,3,118346864,102303190663.0,102362,0,750,16052,0,399,0,335,0,62,696,0.0,20000,9.99999000001e-07,0.9996787677138886,0.4736842105263158,0.999000999000999,0.9987265716469113,0.009880792143490953,0.0009987338840436641,9.99999000001e-07,0.9999009516466739,0.0012538592999030236,0.8999408566605751,0.9962619286911897,0.9999989866204512,0.9937319539692148,0.9459515133528131,0.9854443179331253,0.8085725084636878,0.9999999498960782,0.9999949877900632,0.9999999999999
20100,9997309476292.0,20028812,18,200.0,13039,2972,118498086,102314070309.0,26,2000,2,29,29,0,200,528,1,2000,251,200.0,20100,9.99999000001e-07,0.9997001345460308,0.4736842105263158,0.999000999000999,0.9987270583411249,0.07817101567770585,0.0009987314861900783,9.99999000001e-07,0.9998915579725115,0.011901350197910283,0.9811158798677789,0.9945711227037335,0.999998978585222,0.9936598317902561,0.9796432487921485,0.9847817398691288,0.9785882239750249,0.9999999879000981,0.9999949877591883,0.9999999999999
20200,9997295293424.0,19945811,20,200.0,7018,36500,118544766,102325177445.0,101967,2000,3,13,12,405,2,0,0,106,0,200.0,20200,9.99999000001e-07,0.9997021439502725,0.4736842105263158,0.999000999000999,0.9987275268064105,0.8243224778707295,0.000998731080178887,9.99999000001e-07,0.9999015568392107,0.011834691290551813,0.981481185634374,0.9483335594860962,0.9999989999929,0.9937394403799364,0.4536727919140637,0.8744558165173124,0.9486475255079749,0.9999999498964192,0.9999949877640315,0.9999999999999
20300,9997291176662.0,9907896,21,200.0,9015,58400,118230168,102336016855.0,23,2000,9,8587,15489,256,47,338,1,116,2000,200.0,20300,9.99999000001e-07,0.9996951473803892,0.4736842105263158,0.999000999000999,0.9987281103075608,0.8242013525630528,0.0009987306693085161,9.99999000001e-07,0.9998990334268014,0.006033290394362036,0.14083776238272766,0.9953359441722284,0.9999989730512209,0.9937212655295017,0.9460901069923638,0.9774854083595662,0.9782041147130094,0.9999999498962197,0.9999963895759757,0.9999999999999
20400,9997276959365.0,5778,24,200.0,8,9472,118506257,102347080699.0,102697,2000,11,0,0,484,5,5,0,2000,1594,200.0,20400,9.99999000001e-07,0.999687919975841,0.4736842105263158,0.999000999000999,0.9987247417377186,0.8236140253598793,0.0009987292504956891,9.99999000001e-07,0.9999011133646276,0.0060561916596263655,0.8873242223694688,0.9975383655789916,0.9999989997978591,0.9937475958247824,0.8191496341170156,0.9867264020271227,0.619906153685445,0.9999999498960461,0.9999949877781377,0.9999999999999
20500,9997262861258.0,9939556,28,200.0,19011,144,118136114,102358080610.0,22,2000,8,23733,0,718,42,8,0,4,2000,400.0,20500,9.99999000001e-07,0.9996993752199371,0.4736842105263158,0.999000999000999,0.9987267352839869,0.8230661980611581,0.0009987268517203253,9.99999000001e-07,0.9999000091191683,0.006070223148437608,0.8985928826089007,0.9977654425691725,0.9999989722275324,0.9937282031154798,0.9692067775299318,0.9876100382765112,0.0009939308472674394,0.9999999498959955,0.9999963305723713,0.9999999999999
20600,9997249073738.0,5909,21,200.0,9000,1,118487602,102369055878.0,204628,5,50400,6,34,508,156,119,8,2000,0,200.0,20600,9.99999000001e-07,0.9996921049524189,0.4736842105263158,0.999000999000999,0.9987270292199728,0.0021269802456644385,0.0009987254579113685,9.99999000001e-07,0.9998987490751994,0.0012371385502941681,0.9829299856231932,0.9945992461330792,0.9999989999969,0.9937434635521046,0.969245167941998,0.9773591915891641,0.9478396140985259,0.9999999813365728,0.9999949877596935,0.9999999999999
20700,9997234948531.0,9977912,23,200.0,11,25761,118349168,102379837167.0,204282,2000,158,3,13686,1,400,169,0,2000,0,400.0,20700,9.99999000001e-07,0.9997033161352422,0.4736842105263158,0.999000999000999,0.9987248253929347,0.8236004684454039,0.0009987240485050096,9.99999000001e-07,0.9998975400912815,0.006023052564418109,0.9635987675704394,0.9984509008811965,0.9999989999988,0.9937103308782703,0.9741261574502842,0.9905910410349652,0.957716586432466,0.9999999750817808,0.9999949877777919,0.9999999999999
20800,9997210988819.0,19963139,20,200.0,11010,13796,118317149,102391156462.0,102673,2000,302,466,466,3,1,164,397,58,640,400.0,20800,9.99999000001e-07,0.9997135546213827,0.4736842105263158,0.999000999000999,0.998725534877225,0.031220001539897672,0.0009987226665577164,9.99999000001e-07,0.9999013046732632,0.00602728799923932,0.9715871090500385,0.9983117955093473,0.9999989999937,0.9937371437139537,0.3174008594224845,0.9900942821302133,0.9749914026576357,0.9999999498957567,0.9999949878002634,0.9999999999999
20900,9997196903779.0,19933780,23,200.0,12,34849,118415595,102402223210.0,102112,2000,83,0,5139,400,0,0,0,1586,810,200.0,20900,9.99999000001e-07,0.9997153870055645,0.4736842105263158,0.999000999000999,0.9987277063481086,0.8242879567595507,0.0009987212608901703,9.99999000001e-07,0.9999018161556606,0.011657059858046465,0.980344450871689,0.996447338499884,0.9999989923547943,0.9937425758618045,0.7487640910127917,0.9824154773405392,0.8546201920206276,0.9999999498963309,0.9999949877855664,0.9999999999999
21000,9997192794741.0,2799,23,200.0,12019,1477,118453521,102413378484.0,102600,24,371,13268,11378,401,1,0,2,0,1455,200.0,21000,9.99999000001e-07,0.9997002963484691,0.4736842105263158,0.999000999000999,0.9987260994439183,0.0556395413554226,0.0009987208507199906,9.99999000001e-07,0.9998972715846526,0.0012270070210023726,0.9850758950980703,0.9938608809094186,0.999998986402899,0.9937529520952114,0.943889283288442,0.9723786601787803,0.9831618091696291,0.9999999498961065,0.9999949877797556,0.9999999999999
21100,9997168792066.0,19962154,23,200.0,36,14129,118356240,102423985911.0,204211,2000,11,227,0,1,4,0,265,804,1245,400.0,21100,9.99999000001e-07,0.9997189695476638,0.4736842105263158,0.999000999000999,0.9987265823063537,0.898703795625556,0.0009987184553387964,9.99999000001e-07,0.9999022216511967,0.011619697697818036,0.40812044951826487,0.996741966171639,0.999998987393351,0.9937535541986926,0.9692086503610973,0.9835753943243684,0.9707246793701354,0.9999999498962272,0.9999949877944666,0.9999999999999
21200,9997164689354.0,47712,25,200.0,31,4,118548912,102435052878.0,102486,47,0,0,1,0,0,0,0,136,1617,401.0,21200,9.99999000001e-07,0.9997042806639571,0.4736842105263158,0.999000999000999,0.9987265668570323,0.039859534016046964,0.0009987180458738037,9.99999000001e-07,0.9999014603380817,0.001221796935618508,0.9772480416951961,0.9933051230562294,0.9999990000007,0.9937365988990425,0.9412987093727538,0.9702632429398553,0.0,0.9999999498961661,0.9999949877720795,0.9999999999999
21300,9997151076170.0,218,19,200.0,11021,112354,118510026,102446168444.0,206237,2000,41442,4956,0,4,0,151,26,2000,588,200.0,21300,9.99999000001e-07,0.9997058945496672,0.4736842105263158,0.999000999000999,0.9987253007514967,0.8238636871519986,0.0009987156774291116,9.99999000001e-07,0.9999001724919512,0.00597018931083167,0.981929239319455,0.9968536569767925,0.9999989999996,0.9937092916683234,0.16556467976468076,0.9854469674535905,0.9676111141686173,0.9999999733850685,0.9999949877657709,0.9999999999999
21400,9997136897254.0,5119,21,200.0,8000,39248,118455872,102457609720.0,7,5,82,24,35651,6,0,5,5,26,1057,400.0,21400,9.99999000001e-07,0.999707818310147,0.4736842105263158,0.999000999000999,0.9987259443365573,0.8239231341833557,0.000998715272239364,9.99999000001e-07,0.9998999941496578,0.0012203693366345679,0.37561541840034246,0.9955318368370452,0.9999989931458403,0.9937330321989404,0.940832377712057,0.9788376973279843,0.8697613513666261,0.9999999498960642,0.9999949877795661,0.9999999999999
21500,9997122758646.0,9846539,19,200.0,21020,50855,118462026,102468347908.0,204131,2000,56415,0,0,662,1,69,0,2000,1716,0.0,21500,9.99999000001e-07,0.9997179304390456,0.4736842105263158,0.999000999000999,0.9987269748853945,0.8227261583913242,0.0009987128513473755,9.99999000001e-07,0.999895112735978,0.00588540706997057,0.9846175150277817,0.9966308138023432,0.9999989825409108,0.993762854614883,0.9644264769062985,0.9839462737544027,0.8940909015026932,0.9999999848039842,0.9999949877865932,0.9999999999999
21600,9997108643812.0,5295,24,200.0,22011,65577,118371772,102479632119.0,101756,5,0,2,13198,0,193,4,1,10,1461,200.0,21600,9.99999000001e-07,0.9997116950380228,0.4736842105263158,0.999000999000999,0.9987265549357863,0.8242683042511493,0.0009987124520254877,9.99999000001e-07,0.9999015779418058,0.0012134958413062683,0.982188249008042,0.9960095843409591,0.9999989999951999,0.9937515825829386,0.9461375861212886,0.9807222635000057,0.8024790287375297,0.9999999498961679,0.9999949877921911,0.9999999999999
21700,9997094432397.0,2806,20,200.0,15019,54402,118318440,102490382775.0,13,0,526,19,10335,800,0,2,0,8,840,400.0,21700,9.99999000001e-07,0.9997136600828377,0.4736842105263158,0.999000999000999,0.9987253311281704,0.8239744119562533,0.0009987110342468402,9.99999000001e-07,0.999899992809483,0.0012092050750580046,0.9870601813061883,0.9985226824000155,0.9999989999989,0.9937451159121982,0.8339240101252654,0.9905607926024161,0.05239979288407933,0.9999999498956351,0.9999949877949731,0.9999999999999
21800,9997070618505.0,19921494,26,200.0,17,2699,118439630,102501434850.0,205167,5,241,3,3,802,0,0,0,172,2000,401.0,21800,9.99999000001e-07,0.9997307009284457,0.4736842105263158,0.999000999000999,0.9987275950350176,0.005028548003132631,0.0009987096359092983,9.99999000001e-07,0.9999022132180153,0.001207417927521111,0.9505735922950886,0.9884780402750498,0.9999989898910314,0.9937353032329683,0.35003100460717124,0.9519851877026818,0.7022155540538988,0.9999999498962554,0.9999966554244388,0.9999999999999
21900,9997056576708.0,19938295,21,200.0,22011,54335,118571463,102512707913.0,24,5,262,39,32346,1,4,743,0,1054,2000,200.0,21900,9.99999000001e-07,0.9997323011343362,0.4736842105263158,0.999000999000999,0.9987261481057047,0.8986033898503535,0.0009987082361119723,9.99999000001e-07,0.9998893755626636,0.00120542217464303,0.9394590332504913,0.9906849878487811,0.9999989999966,0.9937348499869151,0.9374503135814849,0.9825672269577035,0.8403797316258056,0.9999999498961593,0.9999968936104479,0.9999999999999
22000,9997052612481.0,9912741,21,200.0,12,49659,118472846,102523729730.0,102338,2,366,4904,351,148,0,136,0,1546,730,400.0,22000,9.99999000001e-07,0.9997265429118202,0.4736842105263158,0.999000999000999,0.9987267661066308,0.8234878601065264,0.0009987058515793163,9.99999000001e-07,0.9998994074090467,0.0012033611076394893,0.6462150368743641,0.8821751179785629,0.9999989926744263,0.9937321599005687,0.34917463303721924,0.9319883625198969,0.8931523605421299,0.9999999498963181,0.9999949877770424,0.9999999999999
22100,9997038729330.0,14777,28,200.0,6016,79968,118398468,102534557259.0,7,0,0,0,0,18,200,40,0,2000,133,400.0,22100,9.99999000001e-07,0.999720491228281,0.4736842105263158,0.999000999000999,0.9987250061134948,0.823455505029215,0.000998704465905028,9.99999000001e-07,0.9998979263534558,0.0012026130024342504,0.9620371505753307,0.998060473418374,0.9999989986645189,0.9937445005918832,0.956677290930609,0.9887412467249753,0.7198672025937141,0.9999999565684322,0.9999949877723865,0.9999999999999
22200,9997024573857.0,10014452,23,200.0,8012,1387,118469966,102545758303.0,102343,16,15283,0,400,400,106,175,27,2000,148,200.0,22200,9.99999000001e-07,0.9997297014915715,0.4736842105263158,0.999000999000999,0.9987266036221805,0.007402398009301836,0.000998704062266269,9.99999000001e-07,0.9998986954609286,0.0012012175792193022,0.9750632565604256,0.9967596640293327,0.9999989985528087,0.9937332961592501,0.946349420096613,0.9875457978901454,0.8445487379228105,0.9999999755652144,0.9999949877773654,0.9999999999999
22300,9997010526183.0,9996651,19,200.0,15,21496,118342890,102556484615.0,102942,2,0,0,0,400,1,504,26,1898,2000,200.0,22300,9.99999000001e-07,0.9997313089497585,0.4736842105263158,0.999000999000999,0.9987274171977267,0.8234585163685194,0.0009987016629356945,9.99999000001e-07,0.9998987948183352,0.0011986378380747509,0.9934368638101894,0.9946111887287357,0.9999989994381845,0.9937183413374295,0.9227044749653448,0.9796285802800356,0.9317477936934662,0.9999999498964466,0.9999951245732245,0.9999999999999
22400,9996996809521.0,10000157,25,200.0,15,1345,118394690,102567931332.0,103029,2,8191,10,0,328,33,0,0,72,2000,0.0,22400,9.99999000001e-07,0.9997327507534939,0.4736842105263158,0.999000999000999,0.9987261347520411,0.0531814087200354,0.0009987012795948293,9.99999000001e-07,0.9999011192216422,0.0011980751760120307,0.969881699463938,0.9977597606464561,0.9999989954786495,0.9937415782819304,0.9452270457316486,0.9875483098328078,0.7056769749401004,0.999999949895846,0.9999959064930758,0.9999999999999
22500,9996982685236.0,10001502,16,200.0,30,1330,118334939,102578464149.0,203889,2,0,20,10800,279,66,340,27,2000,0,200.0,22500,9.99999000001e-07,0.9997343883230817,0.4736842105263158,0.999000999000999,0.9987242525049017,0.006074281860223248,0.0009986998698602585,9.99999000001e-07,0.999896150550132,0.0011953666930189946,0.9696883398933582,0.9982198847538338,0.9999989862500019,0.9937277429329248,0.9464691503784516,0.9904764963524205,0.8277092984267259,0.9999999834753635,0.9999949877799315,0.9999999999999
22600,9996958888285.0,19826391,20,200.0,9020,83434,118496934,102589627318.0,205174,4,500,4674,0,396,2,336,264,110,3,200.0,22600,9.99999000001e-07,0.9997425758588078,0.4736842105263158,0.999000999000999,0.9987270163308892,0.8982639163884937,0.0009986964967688653,9.99999000001e-07,0.9999017724763728,0.0011938301104700783,0.9602122230846658,0.9909884623566847,0.9999989999986,0.9937470478728716,0.9461472352907873,0.9780274974325378,0.9704812609248041,0.9999999498962331,0.9999949877556294,0.9999999999999
22700,9996954783128.0,9897546,24,201.0,12000,69980,118310007,102600368979.0,102498,2000,0,0,67,784,8,646,0,84,1,0.0,22700,9.99999000001e-07,0.999737347136953,0.4736842105263158,0.999000999000999,0.9987277568213269,0.8237805521315541,0.0009986960877590443,9.99999000001e-07,0.9999010342906286,0.005766591700930956,0.011853131746086695,0.9972715406842926,0.9999989999973,0.9937465652641871,0.9691461634960788,0.9856582600594039,0.9208091237733128,0.9999999498962175,0.9999949877977852,0.9999999999999
