Time,glucose,O2,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic:=Cell_1,Lactic_created:=Cell_1,H2O::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1
65800,21000,20000,9990981422470,1244695586,9949594,8000,657969000,1000,20000,81171954,1315922000,118558856,81441144,96166744,99995946,4054,807915046,807915046,107401339195,107649,9818305,298600,0,0,1707112100,52,6049855600,9999948,5000000,0,274348,4400,9995600,0,12656,426835000,9940908,59092,7997348,2652,426763252,2000,2000,2000,2000,2000,2000,2000
65900,22000,20000,9990967678303,1246598978,9923044,12004,658968000,1000,20000,81235729,1317911992,118640373,81359627,96171927,99999671,329,809169263,809169263,107412772774,20,10028026,1600,50,0,1709730878,92,6059144400,9999908,4989290,10710,176898,22,9999978,0,28628,427507000,9939130,60870,7989098,10902,427417502,2000,2000,2000,2000,2000,2000,2000
66000,20000,20000,9990963590854,1238847703,77,23,659970000,1000,0,81009814,1319939954,118459411,81540589,96340489,99917486,82514,810655140,810655140,107423688725,13,9135175,835600,17500,0,1712545219,54,6068086400,9999946,5000000,0,200046,43681,9956319,0,13443,428275000,9832997,167003,7999246,754,428094554,2000,2000,2000,2000,2000,2000,2000
66100,22000,20000,9990949437852,1241173535,1677,8000,660968000,1000,20100,80748121,1321920000,118351687,81648313,95490213,99999979,21,812259879,812259879,107434544183,2,9999117,1600,50,0,1715413456,64459,6077165200,9935541,4985654,14346,1079295,544,9999456,0,259,428912000,9922164,77836,7971695,28305,428833905,2000,2000,2000,2000,2000,2000,2000
66200,23000,20000,9990935891775,1242895609,793,19,661967000,1000,20000,80971423,1323933962,118433346,81566654,96274054,99932277,67723,813443539,813443539,107445644732,107350,9324168,786800,400,0,1717989098,82,6086346400,9999918,4974176,25824,266694,1802,9998198,0,4420,429519000,9976926,23074,7974094,25906,429491506,2000,2000,2000,2000,2000,2000,2000
66300,21000,20000,9990912087567,1254875600,10031362,30,662969000,1000,0,81055151,1325937940,118500707,81499293,96331093,99961449,38551,814700789,814700789,107457191805,107174,9337395,698400,0,0,1720512332,164829,6095745200,9835171,4996822,3178,193,109268,9890732,0,36889,430182000,9977296,22704,7977393,22607,430122407,2000,2000,2000,2000,2000,2000,2000
66400,16000,20000,9990898300648,1256822202,9833232,13000,663974000,1000,20000,80917615,1327922000,118554450,81445550,96276550,99984585,15415,816137385,816137385,107468158244,107260,9690556,397000,150,0,1723271139,6132,6104808000,9993868,5000000,0,162868,39761,9960239,0,19057,430867000,9959789,40211,7991868,8132,430807732,2000,2000,2000,2000,2000,2000,2000
66500,23000,20000,9990894341467,1248948149,1549,26,664967000,1000,0,80943874,1329933948,118331464,81668536,95299836,99956526,43474,817448074,817448074,107479228899,6,10011101,2200,20050,0,1725983681,65641,6113802000,9934359,4986876,13124,1289935,19,9999981,0,12314,431542000,9954979,45021,7969135,30865,431484665,2000,2000,2000,2000,2000,2000,2000
66600,23000,20000,9990880510660,1250954890,17890,17,665967000,1000,20000,80947133,1331933966,118621216,81378784,96034284,99950167,49833,818794833,818794833,107490481960,107264,10128740,4000,0,0,1728654014,22894,6123194800,9977106,4987602,12398,309208,86,9999914,0,24562,432192000,9994754,5246,7974408,25592,432162192,2000,2000,2000,2000,2000,2000,2000
66700,23000,20000,9990866560204,1253076826,18204,9013,666967000,1000,20000,80835026,1333915974,118480704,81519296,96174796,99977674,22326,820229948,820229948,107501579329,27,9996771,5200,20000,0,1731346498,38541,6132234800,9961459,4999293,707,305252,2,9999998,0,946,432851000,9982094,17906,7997652,2348,432832148,2000,2000,2000,2000,2000,2000,2000
66800,18000,20000,9990852757945,1255055253,23601,11,667972000,1000,20000,80885063,1335943978,118525876,81474124,96146224,99972737,27263,821449915,821449915,107513143095,26,10001505,0,0,0,1734009200,260993,6141662800,9739007,5000000,0,66907,0,10000000,0,479,433609000,9858372,141628,7937107,62893,433466893,2000,2000,2000,2000,2000,2000,2000
66900,23000,20000,9990838733073,1257249577,1569,11000,668967000,1000,20000,80660396,1337912000,118346250,81653750,96005550,99996404,3596,822983604,822983604,107523743046,106479,10129154,0,20100,0,1736747895,126025,6150510400,9873975,5000000,0,522175,105,9999895,0,21780,434268000,9921005,78995,7999775,225,434167225,2000,2000,2000,2000,2000,2000,2000
67000,20000,20000,9990814845692,1269307665,10002795,34,669970000,1000,20000,80605881,1339939932,118592689,81407311,96209711,99970819,29181,824432051,824432051,107534857323,107840,9793577,330400,0,0,1739523435,62,6159720800,9999938,4999783,217,197321,65,9999935,0,15202,434902000,9992081,7919,7998921,1079,434878879,2000,2000,2000,2000,2000,2000,2000
67100,24000,20000,9990811233928,1261094431,1523,29,670966000,1000,20000,80834317,1341931942,118753101,81246899,96227499,99995283,4717,825561625,825561625,107546454316,17,9915884,84000,0,0,1742060210,76,6169097600,9999924,4987187,12813,6511,1190,9998810,0,57,435536000,9972146,27854,7944911,55089,435508089,2000,2000,2000,2000,2000,2000,2000
67200,23000,20100,9990787909834,1272581896,10029258,28,671967000,1000,19900,81316753,1343933944,118504074,81495926,96225326,99935447,64553,826549191,826549191,107557931098,22,9763102,0,20100,0,1744234608,125600,6178266000,9874400,4979440,20560,124440,246992,9753008,0,9072,436068000,9999632,368,7979440,20560,436058560,2000,2000,2000,2000,2000,2000,2000
67300,19000,20000,9990774724778,1273927320,9987426,11000,672971000,1000,20000,81979853,1345920000,118472998,81527002,95577702,99999747,253,827291147,827291147,107569202635,107356,9867165,209000,150,0,1746577569,3,6187358000,9999997,5000000,0,949297,32331,9967669,0,140,436649000,9994043,5957,7998297,1703,436642903,2000,2000,2000,2000,2000,2000,2000
67400,18000,20000,9990771267951,1265565043,99,10000,673972000,1000,20000,82349928,1347924000,118606194,81393806,95942806,99990872,9128,828325072,828325072,107580754351,107831,9810249,246400,0,0,1748994103,25606,6196726400,9974394,5000000,0,425394,52297,9947703,0,115,437249000,9999521,479,7995394,4606,437248406,2000,2000,2000,2000,2000,2000,2000
67500,22000,20000,9990757592840,1267394186,1574,10000,674968000,1000,20000,82523044,1349916000,118719126,81280874,96077574,99999656,344,829478956,829478956,107592259622,21,9950478,58400,0,0,1751567371,10,6206040000,9999990,4988991,11009,192281,129,9999871,0,7986,437914000,9981105,18895,7988681,11319,437887119,2000,2000,2000,2000,2000,2000,2000
67600,20000,20000,9990743835016,1269309917,835,11000,675970000,1000,0,82594209,1351918000,118523733,81476267,95841267,99985291,14709,830746791,830746791,107603375675,19,9138625,784000,300,0,1754157697,2102,6215036000,9997898,5000000,0,632898,78403,9921597,0,9,438577000,9949911,50089,7999898,102,438526902,2000,2000,2000,2000,2000,2000,2000
67700,24000,20100,9990730124697,1271178268,54,10000,676966000,1000,19900,82725393,1353912000,118660065,81339935,96036835,99991607,8393,831993607,831993607,107614663821,107899,10030979,12400,0,0,1756770574,115860,6224468400,9884140,5000000,0,187240,65626,9934374,0,106,439193000,9999666,334,7941240,58760,439192560,2000,2000,2000,2000,2000,2000,2000
