Time,glucose,O2,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic:=Cell_1,Lactic_created:=Cell_1,H2O::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1
23700,22000,20000,9996804577498,402624473,10027841,18,236968000,1000,0,81306016,473935964,118358835,81641165,96324665,99966684,33316,241903948,241903948,102710020331,7,10031569,0,40100,0,582055100,4854,2193539200,9995146,5000000,0,311646,0,10000000,0,30562,150726000,3091116,6908884,7999446,554,143786554,2000,2000,2000,2000,2000,2000,2000
23800,24000,20000,9996790506066,404880541,10001173,7011,237966000,1000,0,81031005,475917978,118302685,81697315,96142815,99992395,7605,243476973,243476973,102720813483,102508,10117117,0,40000,0,584913799,93,2202592400,9999907,4999990,10,554397,1,9999999,0,13610,151410000,3109413,6890587,7986997,13003,144505803,2000,2000,2000,2000,2000,2000,2000
23900,23000,20000,9996776497944,407071261,9971549,7000,238967000,1000,20000,80820194,477920000,118432605,81567395,96353395,99999906,94,245104806,245104806,102731726394,102710,9918506,198200,50,0,587813395,13130,2211779600,9986870,4999798,202,200668,5,9999995,0,13001,151995000,3295133,6704867,7974268,25732,145277132,2000,2000,2000,2000,2000,2000,2000
24000,19000,20000,9996762415794,409324326,10011084,11,239971000,1000,0,80604268,479941978,118182698,81817302,95971102,99975532,24468,246689710,246689710,102742662439,10,9993361,7800,20300,0,590668466,185428,2220802800,9814572,4976311,23689,637083,134,9999866,0,285,152648000,3359202,6640798,7976083,23917,146006917,2000,2000,2000,2000,2000,2000,2000
24100,19000,20000,9996758590624,401321499,26675,15,240971000,1000,20000,80609023,481941970,118349793,81650207,96192107,99961877,38123,248144947,248144947,102753482752,102279,10124748,7800,50,0,593381800,72523,2229927200,9927477,5000000,0,385577,0,10000000,0,29269,153188000,3582292,6417708,7998177,1823,146741023,2000,2000,2000,2000,2000,2000,2000
24200,20000,20000,9996744602360,403494818,4676,10006,241970000,1000,20000,80428223,483919988,118255266,81744734,96284234,99998377,1623,249696765,249696765,102764410675,102950,10112325,8200,150,0,596204694,175276,2239059200,9824724,4978751,21249,263975,6,9999994,0,16581,153795000,3697006,6302994,7977975,22025,147475425,2000,2000,2000,2000,2000,2000,2000
24300,21000,20000,9996730760542,405511744,18494,11011,242969000,1000,20000,80399164,485915978,118359764,81640236,96446136,99976436,23564,251100814,251100814,102775500975,103158,10104425,0,50,0,598941298,152489,2248248800,9847511,5000000,0,41611,2,9999998,0,269,154416000,3759458,6240542,7971811,28189,148175189,2000,2000,2000,2000,2000,2000,2000
24400,19000,20000,9996716696996,407757547,29205,8,243971000,1000,20000,80169771,487941984,118356027,81643973,96358873,99956129,43871,252682213,252682213,102786360563,11,10010137,0,19100,0,601739900,3642,2257176800,9996358,5000000,0,281458,0,10000000,0,9126,155090000,3805468,6194532,7999658,342,148886342,2000,2000,2000,2000,2000,2000,2000
24500,21000,20000,9996692546479,420091816,9984660,13010,244969000,1000,0,79784512,489911980,118253675,81746325,96535125,99979688,20312,254329468,254329468,102797146568,102331,8957032,1083400,250,0,604625600,22067,2266201200,9977933,5000000,0,189133,108100,9891900,0,45201,155798000,3871468,6128532,7999333,667,149624267,2000,2000,2000,2000,2000,2000,2000
24600,21000,20000,9996678425306,422395205,9996509,3000,245969000,1000,0,79519352,491932000,118308011,81691989,96584089,99986048,13952,255879648,255879648,102808325671,28,9966529,40200,40250,0,607484897,107567,2275443600,9892433,5000000,0,333,803,9999197,0,6504,156533000,3792971,6207029,7995933,4067,150319467,2000,2000,2000,2000,2000,2000,2000
24700,17000,20000,9996664285457,424709558,10001268,8000,246973000,1000,20000,79215105,493930000,118293615,81706385,96345785,99993395,6605,257433895,257433895,102819305343,102884,10119357,3000,0,0,610387284,224991,2284652000,9775009,5000000,0,135609,16,9999984,0,18489,157281000,3779080,6220920,7961609,38391,151041591,2000,2000,2000,2000,2000,2000,2000
24800,20000,20100,9996650334747,426843291,9943957,9016,247970000,1000,0,79017167,495921968,118347806,81652194,96447794,99994533,5467,258989801,258989801,102830116225,102994,9472475,631000,6150,0,613215476,79,2293611200,9999921,4969852,30148,174173,524,9999476,0,5,157915000,3851832,6148168,7997973,2027,151766827,2000,2000,2000,2000,2000,2000,2000
24900,24000,20000,9996636080731,429276964,9966232,9000,248966000,1000,0,78603034,497914000,118386395,81613605,96346105,99999766,234,260655966,260655966,102841327575,32,9973225,16000,300,0,616158973,197831,2302911200,9802169,5000000,0,69669,11827,9988173,0,20,158655000,3846351,6153649,7989469,10531,152501331,2000,2000,2000,2000,2000,2000,2000
25000,18000,20000,9996631995347,421540887,28553,15,249972000,1000,20100,78407468,499943970,118256304,81743696,96314396,99975832,24168,262160502,262160502,102852088071,102846,10145029,8400,0,0,618947895,262473,2311931600,9737527,4999812,188,166639,5,9999995,0,49588,159376000,3880749,6119251,7965439,34561,153207161,2000,2000,2000,2000,2000,2000,2000
25100,19000,20000,9996608029339,433692072,9989204,7021,250971000,1000,20000,78194495,501927958,118266069,81733931,96356431,99969405,30595,263627463,263627463,102863010496,102368,9402004,682000,200,0,621670500,12,2320845600,9999988,5000000,0,377488,68200,9931800,0,48836,160106000,3813948,6186052,7999888,112,153871112,2000,2000,2000,2000,2000,2000,2000
25200,23000,20100,9996594017856,435889141,10000413,13000,251967000,1000,19900,77965236,503908000,118383097,81616903,96343403,99945964,54036,265198764,265198764,102874117279,20,10037321,1000,0,0,624629500,132067,2330159200,9867933,5000000,0,141433,100,9999900,0,37401,160744000,3934368,6065632,7954233,45767,154640967,2000,2000,2000,2000,2000,2000,2000
25300,19000,20100,9996580024671,438063816,9956896,11000,252971000,1000,19900,77809440,505920000,118305687,81694313,96035313,99996360,3640,266828560,266828560,102884806029,11,10025971,0,0,0,627428000,89120,2339096000,9910880,5000000,0,569880,0,10000000,0,24960,161282000,4133280,5866720,7973880,26120,155390320,2000,2000,2000,2000,2000,2000,2000
25400,24000,20000,9996576042956,430229110,35262,15,253966000,1000,0,77706661,507931970,118168536,81831464,96154164,99968539,31461,268264309,268264309,102895650790,102497,10147210,1200,40000,0,630145795,135602,2348142000,9864398,4981531,18469,523229,5,9999995,0,44918,161961000,4160489,5839511,7981429,18571,156076571,2000,2000,2000,2000,2000,2000,2000
25500,22000,20000,9996561921295,432523333,2241,12000,254968000,1000,20000,77381504,509912000,118399428,81600572,96229172,99990596,9404,269906496,269906496,102906698955,22,10066545,7800,250,0,633062969,9118,2357330800,9990882,4983677,16323,345959,31,9999969,0,73354,162624000,4286795,5713205,7982959,17041,156837441,2000,2000,2000,2000,2000,2000,2000
25600,21000,20000,9996547999989,434635930,4402,25,255969000,1000,0,77266661,511937950,118446469,81553531,96511131,99960239,39761,271369289,271369289,102917763458,20,10034442,0,40000,0,635820100,18574,2366474000,9981426,5000000,0,23826,0,10000000,0,33422,163302000,4248596,5751404,7973826,26174,157517174,2000,2000,2000,2000,2000,2000,2000
25700,19000,20000,9996523793376,447024669,10000313,15000,256971000,1000,20000,76844722,513912000,118225345,81774655,96373755,99957078,42922,273073278,273073278,102928535770,103189,10104430,0,0,0,638824550,253237,2375588800,9746763,4982790,17210,130453,50,9999950,0,291,163994000,4283238,5716762,7982653,17347,158276947,2000,2000,2000,2000,2000,2000,2000
25800,23000,20000,9996509780806,449205105,9977273,3,257967000,1000,20000,76706131,515933994,118357405,81642595,96359295,99999969,31,274583863,274583863,102939661696,10,9992204,9200,150,0,641562551,129634,2384700000,9870366,4994136,5864,147802,49,9999951,0,443,164644000,4329441,5670559,7994002,5998,158972998,2000,2000,2000,2000,2000,2000,2000
25900,23000,20000,9996505845899,441318199,2255,9000,258967000,1000,0,76578528,517916000,118314498,81685502,96499302,99978472,21528,276052472,276052472,102950458668,102852,9009732,995000,450,0,644304398,60,2393661200,9999940,5000000,0,186140,99502,9900498,0,382,165285000,4388642,5611358,7999940,60,159673260,2000,2000,2000,2000,2000,2000,2000
26000,19000,20000,9996491884154,443458479,42337,26,259971000,1000,0,76455103,519941948,118462581,81537419,96246419,99929297,70703,277565845,277565845,102961386929,102767,10116471,0,20000,0,647167598,9761,2402868000,9990239,4999993,7,281232,2,9999998,0,12706,165921000,4511474,5488526,7987232,12768,160419768,2000,2000,2000,2000,2000,2000,2000
26100,17000,20000,9996467882420,455638753,10000061,11019,260973000,1000,20000,76254935,521923962,118345835,81654165,96355065,99969665,30335,279045027,279045027,102972326663,103307,10147737,0,20000,0,649889600,310,2411898000,9999690,5000000,0,298790,0,10000000,0,43430,166624000,4522440,5477560,7998790,1210,161103010,2000,2000,2000,2000,2000,2000,2000
26200,21000,20200,9996454001070,457693229,9959977,12,261969000,1000,0,76182762,523937976,118370375,81629625,96381525,99978038,21962,280537214,280537214,102983331136,103092,10104064,0,39800,0,652655426,5224,2421030800,9994776,5000000,0,242876,174,9999826,0,146,167218000,4594670,5405330,7993076,6924,161812524,2000,2000,2000,2000,2000,2000,2000
26300,24000,20000,9996440016392,459861769,10003847,10008,262966000,1000,20000,76029281,525911984,118342345,81657655,96355655,99975219,24781,281883703,281883703,102994696529,23,9628971,354800,0,0,655383408,14048,2430211200,9985952,4989832,10168,277784,28492,9971508,0,11240,167999000,4477456,5522544,7999384,616,162465216,2000,2000,2000,2000,2000,2000,2000
26400,20000,20000,9996436010869,452047616,4206,12000,263970000,1000,20000,75872245,527916000,118248285,81751715,96242515,99999655,345,283375755,283375755,103005592412,103574,9876488,244000,0,0,658175035,130426,2439338000,9869574,4991888,8112,370662,65,9999935,0,15979,168668000,4522317,5477683,7990662,9338,163174338,2000,2000,2000,2000,2000,2000,2000
26500,18000,20000,9996412166819,464068152,9975498,10000,264972000,1000,0,75783323,529924000,118291571,81708429,96089229,99951977,48023,284819677,284819677,103016537743,103095,10132357,0,30000,0,660926898,59451,2448414000,9940549,4999997,3,559746,2,9999998,0,28264,169321000,4585318,5414682,7998746,1254,163878054,2000,2000,2000,2000,2000,2000,2000
26600,25000,20000,9996408145118,456267835,4113,12000,265965000,1000,0,75637689,531906000,118297953,81702047,96226847,99995411,4589,286400311,286400311,103027329739,103021,10119961,0,40000,0,663727899,13880,2457467600,9986120,5000000,0,461320,1,9999999,0,15941,169868000,4773221,5226779,7985720,14280,164625280,2000,2000,2000,2000,2000,2000,2000
26700,23000,20100,9996384017224,468568766,9999288,22,266967000,1000,19900,75357739,533933956,118300446,81699554,96163054,99993261,6739,288004217,288004217,103038340160,20,10036640,0,20000,0,666572393,40,2466535200,9999960,5000000,0,536460,7,9999993,0,35627,170572000,4808967,5191033,7999260,740,165345340,2000,2000,2000,2000,2000,2000,2000
26800,21000,20000,9996370079622,470674970,10002760,10000,267969000,1000,0,75245745,535918000,118378892,81621108,96551408,99999955,45,289445255,289445255,103049519209,21,10007891,3000,40000,0,669330186,23090,2475791600,9976910,5000000,0,46610,314,9999686,0,10184,171227000,4820974,5179026,7999010,990,166037790,2000,2000,2000,2000,2000,2000,2000
26900,21000,20000,9996366294988,462640236,2030,12,268969000,1000,0,75235885,537937976,118095400,81904600,95727400,99936115,63885,290975091,290975091,103060002386,16,10001014,0,40000,0,672165598,90666,2484600000,9909334,5000000,0,1086534,2,9999998,0,0,171727000,5085866,4914134,7962534,37466,166812866,2000,2000,2000,2000,2000,2000,2000
27000,21000,20000,9996352278457,464842472,26428,16,269969000,1000,0,75056562,539937968,118294297,81705703,96490703,99934638,65362,292530406,292530406,103071091472,11,9248328,795000,300,0,675046385,126430,2493908800,9873570,4973791,26209,62361,15,9999985,0,42332,172351000,5270571,4729429,7951561,48439,167579239,2000,2000,2000,2000,2000,2000,2000
27100,23000,20000,9996338616983,466683315,3879,9000,270967000,1000,20000,75198732,541916000,118240798,81759202,96175102,99962168,37832,293781268,293781268,103082237509,103059,10103791,0,0,0,677609632,233244,2503133200,9766756,5000000,0,350856,268,9999732,0,0,172936000,5288544,4711456,7948656,51344,168224544,2000,2000,2000,2000,2000,2000,2000
27200,21000,20000,9996324577521,468891986,38042,18,271969000,1000,0,75047960,543937964,118359371,81640629,96375129,99963940,36060,295356004,295356004,103093115973,10,10014727,0,40000,0,680356900,5239,2512111600,9994761,5000000,0,260261,0,10000000,0,13717,173534000,5425256,4574744,7991661,8339,168945539,2000,2000,2000,2000,2000,2000,2000
27300,22000,20000,9996310914857,470729055,24067,7,272968000,1000,0,75208649,545935986,118249598,81750402,96207102,99977651,22349,296698337,296698337,103104054044,19,9990456,18000,38500,0,682976298,46657,2521164800,9953343,4999978,22,496621,2,9999998,0,7439,174029000,5630018,4369982,7999821,179,169651579,2000,2000,2000,2000,2000,2000,2000
27400,21000,20000,9996297042557,472793336,2148,11000,273969000,1000,0,75117856,547916000,118427993,81572007,96336307,99993044,6956,298132144,298132144,103115331057,103221,10043843,20400,0,0,685785300,229874,2530632800,9770126,5000000,0,5826,40200,9959800,0,222,174666000,5707396,4292604,7944426,55574,170373174,2000,2000,2000,2000,2000,2000,2000
27500,19000,20000,9996283292554,474723067,28975,7021,274971000,1000,20000,75200483,549927958,118337479,81662521,96296421,99966617,33383,299458475,299458475,103126356084,14,9972416,8800,150,0,688384800,136433,2539591600,9863567,4999999,1,229666,20200,9979800,0,402,175269000,5770136,4229864,7999866,134,171038734,2000,2000,2000,2000,2000,2000,2000
27600,19000,20000,9996269459472,476728981,2145,8000,275971000,1000,20000,75137682,551926000,118398053,81601947,96384547,99938518,61482,300844318,300844318,103137255671,103136,9764329,328200,50,0,691113398,14,2548657200,9999986,4999983,17,217369,21502,9978498,0,9895,175944000,5792326,4207674,7998369,1631,171726431,2000,2000,2000,2000,2000,2000,2000
27700,18000,20000,9996245359508,489006412,9996622,10000,276972000,1000,20000,74891055,553924000,118354520,81645480,96135080,99976845,23155,302460945,302460945,103148136615,103499,10105085,0,100,0,693999250,98562,2557787200,9901438,5000000,0,411838,50,9999950,0,636,176572000,5904598,4095402,7964638,35362,172475962,2000,2000,2000,2000,2000,2000,2000
27800,26000,20000,9996241367685,481170994,930,9000,277964000,1000,0,74737118,555910000,118228179,81771821,96419321,99997182,2818,303943882,303943882,103159206768,12,9943132,58600,35200,0,696722467,133231,2566850400,9866769,4997591,2409,216860,33,9999967,0,753,177229000,5936493,4063507,7999060,940,173164740,2000,2000,2000,2000,2000,2000,2000
27900,23000,20100,9996217354054,493361273,10003901,7,278967000,1000,20000,74560157,557933986,118192513,81807487,96081687,99983543,16457,305548829,305548829,103169932015,103492,10098685,6000,0,0,699609997,225231,2575940000,9774769,5000000,0,500569,103,9999897,0,296,177825000,6103727,3896273,7972569,27431,173928431,2000,2000,2000,2000,2000,2000,2000
28000,19000,20000,9996213183213,485707226,3906,11016,279971000,1000,0,74211474,559919968,118353607,81646393,96426593,99994826,5174,307107494,307107494,103180903750,103170,10148550,0,40000,0,702420700,8160,2585030000,9991840,5000000,0,211640,0,10000000,0,44380,178601000,6064740,3935260,7990640,9360,174621360,2000,2000,2000,2000,2000,2000,2000
28100,23000,20000,9996189180720,497883240,9981282,14000,280967000,1000,20000,73947371,561906000,118108360,81891640,96141840,99943329,56671,308674629,308674629,103191862962,102363,10085138,0,0,0,705323993,249225,2594136800,9750775,5000000,0,500575,30707,9969293,0,12482,179284000,6079307,3920693,7999775,225,175350825,2000,2000,2000,2000,2000,2000,2000
28200,17000,20200,9996175036859,500201673,10006393,28,281973000,1000,0,73735082,563945944,118357476,81642524,96085724,99984418,15582,310309862,310309862,103202659827,103330,9905873,196600,19950,0,708202134,10981,2603183600,9989019,5000000,0,545819,1866,9998134,0,9,179901000,6199390,3800610,7954819,45181,176100381,2000,2000,2000,2000,2000,2000,2000
28300,27000,20000,9996161192854,502222719,9893069,6010,282963000,1000,20000,73573115,565913980,118377353,81622647,96443847,99988785,11215,311817865,311817865,103213797179,15,10018721,10000,0,0,710976499,79601,2612399600,9920399,4999999,1,99198,2201,9997799,0,29907,180523000,6334709,3665291,7988598,11402,176827802,2000,2000,2000,2000,2000,2000,2000
28400,24000,20000,9996157213596,494381467,19629,12,283966000,1000,0,73492819,567931976,118263239,81736761,96547961,99922681,77319,313214157,313214157,103224698893,103127,10131207,0,40000,0,713711300,142660,2621474400,9857340,5000000,0,46140,0,10000000,0,27080,181225000,6306540,3693460,7983740,16260,177504460,2000,2000,2000,2000,2000,2000,2000
28500,21000,20200,9996133249655,506535506,10039660,33,284969000,1000,19900,73393394,569937934,118351095,81648905,96330705,99951306,48694,314689540,314689540,103235753397,10,10027103,0,19900,0,716456899,21720,2630540400,9978280,4999989,11,296469,1,9999999,0,26094,181855000,6380425,3619575,7974069,25931,178209331,2000,2000,2000,2000,2000,2000,2000
28600,22000,20000,9996119570688,508384736,9999664,12,285968000,1000,20000,73482552,571935976,118351700,81648300,96329200,99931648,68352,316065424,316065424,103246672338,103282,9814262,280000,0,0,719149376,68,2639656000,9999932,4983908,16092,302940,10024,9989976,0,4,182388000,6532464,3467536,7997940,2060,178920460,2000,2000,2000,2000,2000,2000,2000
28700,23000,20100,9996105481529,510654057,9998615,11010,286967000,1000,19900,73233169,573911980,118108066,81891934,95601434,99976631,23369,317695811,317695811,103257395887,13,10008913,5200,0,0,722038989,113200,2648584000,9886800,5000000,0,1177300,11,9999989,0,13111,182983000,6719811,3280189,7958500,41500,179689700,2000,2000,2000,2000,2000,2000,2000
28800,16000,20100,9996091634056,512696452,10017180,14,287974000,1000,19900,73179550,575947972,118158380,81841620,95741520,99910850,89150,319180422,319180422,103268141367,103304,9704233,400000,50,0,724813022,17243,2657588800,9982757,5000000,0,1082857,78,9999922,0,7,183588000,6820350,3179650,7980057,19943,180408343,2000,2000,2000,2000,2000,2000,2000
28900,19000,20100,9996087662205,504850321,3901,10000,288971000,1000,19900,73071990,577922000,118272026,81727974,96068874,99996410,3590,320716010,320716010,103279256103,102743,10105697,0,0,0,727536000,88818,2666889200,9911182,5000000,0,570282,7400,9992600,0,9354,184134000,7012472,2987528,7997082,2918,181137118,2000,2000,2000,2000,2000,2000,2000
29000,21000,20000,9996074039204,506658640,17468,7,289969000,1000,0,73212457,579937986,118120230,81879770,95613570,99915643,84357,322119529,322119529,103289833276,103288,9923824,180400,25100,0,730253836,11812,2675713600,9988188,5000000,0,1254388,64,9999936,0,0,184606000,7276612,2723388,7999188,812,181882612,2000,2000,2000,2000,2000,2000,2000
29100,20000,20000,9996060035977,508848878,3848,10000,290970000,1000,0,73071685,581920000,118390655,81609345,96508945,99996715,3285,323542315,323542315,103301193540,103522,10174660,0,40000,0,732908200,13,2685128400,9999987,4999967,33,100354,0,10000000,0,70138,185306000,7321584,2678416,7999954,46,182557446,2000,2000,2000,2000,2000,2000,2000
29200,26000,20100,9996035855969,521208530,9973330,7013,291964000,1000,19900,72674937,583913974,118382073,81617927,96424727,99996163,3837,325194037,325194037,103312236740,22,10007360,1000,20100,0,735868498,8,2694226800,9999992,4999862,138,193054,2,9999998,0,7340,186045000,7239286,2760714,7978254,21746,183276946,2000,2000,2000,2000,2000,2000,2000
29300,23000,20000,9996021785143,523468158,10020492,19,292967000,1000,0,72459648,585933962,118449063,81550937,96423737,99973352,26648,326824314,326824314,103322926262,102845,10116338,0,40000,0,738767800,31,2703318400,9999969,5000000,0,127169,0,10000000,0,12493,186650000,7405924,2594076,7945769,54231,184043431,2000,2000,2000,2000,2000,2000,2000
29400,20000,20000,9996017969210,515473462,23784,11,293970000,1000,20000,72382500,587939978,118351050,81648950,95880750,99892200,107800,328375478,328375478,103333694741,28,10000759,0,0,0,741622800,77,2712254800,9999923,5000000,0,768123,500,9999500,0,231,187182000,7631908,2368092,7986323,13677,184813677,2000,2000,2000,2000,2000,2000,2000
29500,24000,20000,9995993908493,527717876,9860032,15,294966000,1000,20000,72032563,589931970,118396639,81603361,96229861,99958437,41563,330026407,330026407,103344661070,11,9872530,143600,0,0,744484778,11,2721407200,9999989,4988738,11262,362227,222,9999778,0,15341,187873000,7684714,2315286,7988627,11373,185542373,2000,2000,2000,2000,2000,2000,2000
29600,17000,20100,9995989565786,520242878,27692,13,295973000,1000,19900,71701044,591945974,118542238,81457762,96364362,99970256,29744,331743930,331743930,103355379458,103209,10131842,12400,0,0,747445194,13,2730586000,9999987,4973502,26498,66889,106,9999894,0,40139,188501000,7867250,2132750,7934289,65711,186328111,2000,2000,2000,2000,2000,2000,2000
29700,22000,20000,9995975733378,522255888,3812,7000,296968000,1000,20100,71669662,593922000,118307266,81692734,96301934,99999738,262,333208338,333208338,103366269074,104086,10059926,44600,600,0,750151638,130436,2739601200,9869564,4989356,10644,249720,562,9999438,0,2,189044000,7991882,2008118,7977120,22880,187035880,2000,2000,2000,2000,2000,2000,2000
29800,15000,20000,9995951999511,534173701,9917287,13,297975000,1000,0,71686730,595949974,118237386,81762614,95882414,99993170,6830,334595244,334595244,103377352931,11,9598369,400000,50,0,752826590,145786,2748628000,9854214,5000000,0,734414,40010,9959990,0,37368,189668000,8101354,1898646,7973414,26586,187731986,2000,2000,2000,2000,2000,2000,2000
29900,17000,20100,9995948140530,526210186,700,29,298973000,1000,19900,71733328,597945942,118352958,81647042,96022342,99996872,3128,335983614,335983614,103388393212,10,9954788,33600,0,0,755495658,45225,2757779200,9954775,4999999,1,579474,12942,9987058,0,320,190229000,8193646,1806354,7989874,10126,188422326,2000,2000,2000,2000,2000,2000,2000
30000,26000,20000,9995934247020,528274948,3680,22,299964000,1000,0,71650394,599927956,118389024,81610976,96503876,99993706,6294,337459562,337459562,103399275883,103673,9263617,782400,400,0,758235292,848,2766894800,9999152,5000000,0,106252,76808,9923192,0,18152,190818000,8345300,1654700,7999852,148,189145148,2000,2000,2000,2000,2000,2000,2000
30100,21000,20000,9995920473976,530224492,35558,23,300969000,1000,20000,71687210,601937954,118254522,81745478,96469778,99938190,61810,338869744,338869744,103410079115,102970,9239285,790200,250,0,760944165,860,2775864800,9999140,4999755,245,274595,74535,9925465,0,50,191381000,8473455,1526545,7999995,5,189854405,2000,2000,2000,2000,2000,2000,2000
30200,23000,20000,9995906792803,532090232,1748,24,301967000,1000,20000,71790934,603933952,118277787,81722213,95846413,99945466,54534,340194018,340194018,103421236506,17,10009294,0,100,0,763660158,87559,2785075200,9912441,5000000,0,788241,42,9999958,0,8319,191949000,8632478,1367522,7961041,38959,190573159,2000,2000,2000,2000,2000,2000,2000
30300,22000,20000,9995892657041,534415898,38174,23,302968000,1000,0,71516115,605935954,118392193,81607807,96047307,99957885,42115,341877839,341877839,103432007323,16,10030477,800,20000,0,766543368,18587,2794158000,9981413,5000000,0,541913,32,9999968,0,30293,192542000,8832180,1167820,7976713,23287,191343887,2000,2000,2000,2000,2000,2000,2000
30400,20000,20000,9995878682154,536575846,1090,8017,303970000,1000,20000,71348755,607923966,118395266,81604734,96357034,99999545,455,343370211,343370211,103443049739,103779,9922761,146000,0,0,769270657,44036,2803338800,9955964,4996442,3558,200106,36643,9963357,0,625,193205000,8817719,1182281,7997306,2694,192022094,2000,2000,2000,2000,2000,2000,2000
30500,18000,20000,9995864880423,538558795,3581,12000,304972000,1000,20000,71364743,609920000,118131818,81868182,95474782,99999957,43,344760257,344760257,103453822102,102969,10073198,800,50,0,771974964,78543,2812224400,9921457,5000000,0,1314857,30236,9969764,0,265,193795000,8932008,1067992,7988257,11743,192726743,2000,2000,2000,2000,2000,2000,2000
30600,20000,20000,9995851076462,540553943,38047,34,305970000,1000,20000,71334418,611939932,118455937,81544063,96488663,99910382,89618,346140514,346140514,103465130365,7,10026835,0,20000,0,774711400,76,2821561600,9999924,5000000,0,55324,0,10000000,0,25828,194465000,8984904,1015096,7994724,5276,193424076,2000,2000,2000,2000,2000,2000,2000
30700,19000,20100,9995837202096,542604540,28388,18,306971000,1000,0,71328906,613941964,118421500,81578500,96373200,99963094,36906,347564058,347564058,103476035512,103587,10130288,0,39900,0,777397500,24267,2830672400,9975733,5000000,0,181033,100,9999900,0,25801,195049000,9101568,898432,7976633,23367,194124767,2000,2000,2000,2000,2000,2000,2000
30800,22000,20000,9995823169107,544812160,19842,16,307968000,1000,0,71083825,615935968,118341335,81658665,96285965,99940175,59825,349071143,349071143,103487235441,6,9925959,95600,20050,0,780274057,168824,2839868400,9831176,4986573,13427,190449,243,9999757,0,20796,195781000,9077747,922253,7962649,37351,194837951,2000,2000,2000,2000,2000,2000,2000
30900,21000,20000,9995809321313,546825352,23260,13,308969000,1000,20000,71071091,617937974,118268539,81731461,96276361,99935209,64791,350458883,350458883,103498043636,103664,9362064,702400,200,0,782904900,0,2848779600,10000000,5000000,0,455100,56200,9943800,0,16000,196408000,9112300,887700,7999900,100,195504300,2000,2000,2000,2000,2000,2000,2000
31000,23000,20000,9995795326832,549009784,3434,19,309967000,1000,0,70897206,619933962,118110178,81889822,95263422,99969594,30406,352038756,352038756,103508726758,103555,9471842,600600,0,0,785791318,28229,2857703200,9971771,5000000,0,1598171,32682,9967318,0,569,196998000,9267198,732802,7966571,33429,196264629,2000,2000,2000,2000,2000,2000,2000
31100,22000,20000,9995771268351,561248604,10011086,10,310968000,1000,20000,70668081,621935980,118502335,81497665,96303665,99969619,30381,353705899,353705899,103519795327,103032,10111973,0,0,0,788653439,93,2867116800,9999907,4999546,454,193453,61,9999939,0,8002,197562000,9479149,520851,7993653,6347,197033147,2000,2000,2000,2000,2000,2000,2000
31200,20000,20000,9995757287194,563414515,9968991,14007,311970000,1000,20000,70462931,623911986,118355695,81644305,96323305,99996469,3531,355291055,355291055,103530514223,103232,10018977,85400,13350,0,791473745,2,2876079200,9999998,4990787,9213,311785,155,9999845,0,300,198158000,9614315,385685,7989985,10015,197772015,2000,2000,2000,2000,2000,2000,2000
31300,22000,20100,9995753505942,555373249,3459,11000,312968000,1000,20000,70544205,625914000,118128891,81871109,95962209,99999995,5,356664795,356664795,103541592163,23,9768037,200200,250,0,794153523,196835,2885167600,9803165,4979697,20303,691762,39977,9960023,0,7191,198705000,9787429,212571,7951362,48638,198485238,2000,2000,2000,2000,2000,2000,2000
31400,19000,20000,9995739683178,557373284,1774,14005,313971000,1000,0,70527540,627913990,118396552,81603448,96411748,99985060,14940,358039450,358039450,103552765871,24,9239529,729000,350,0,796826600,35,2894356000,9999965,5000000,0,191665,63300,9936700,0,30805,199347000,9853940,146060,7999665,335,199170135,2000,2000,2000,2000,2000,2000,2000
