Time,H2O,OH-,H+,glucose,O2,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_channel:=Cell_1,glucose_in:=Cell_1,O2:=Cell_1,O2_in:=Cell_1,Pyruvate:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,Pi-:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic:=Cell_1,H2O:=Cell_2,OH-:=Cell_2,H+:=Cell_2,glucose:=Cell_2,glucose_channel:=Cell_2,glucose_in:=Cell_2,O2:=Cell_2,O2_in:=Cell_2,Pyruvate:=Cell_2,Pyruvate-:=Cell_2,Pyruvate_created:=Cell_2,ATP:=Cell_2,ADP:=Cell_2,Pi:=Cell_2,Pi-:=Cell_2,NAD+:=Cell_2,NADH:=Cell_2,Lactic:=Cell_2,H2O::Cell_1::Mito_1,OH-::Cell_1::Mito_1,H+::Cell_1::Mito_1,O2::Cell_1::Mito_1,O2_in::Cell_1::Mito_1,CO2::Cell_1::Mito_1,ATP::Cell_1::Mito_1,ATP_created::Cell_1::Mito_1,ADP::Cell_1::Mito_1,Pi::Cell_1::Mito_1,NAD+::Cell_1::Mito_1,NADH::Cell_1::Mito_1,NADH_created::Cell_1::Mito_1,Pyruvate::Cell_1::Mito_1,Pyruvate_trans::Cell_1::Mito_1,Pyruvate-::Cell_1::Mito_1,Pyruvate-_in::Cell_1::Mito_1,CoA-SH::Cell_1::Mito_1,Acetyl_CoA::Cell_1::Mito_1,FAD::Cell_1::Mito_1,GDP::Cell_1::Mito_1,GTP::Cell_1::Mito_1,FADH2::Cell_1::Mito_1,FADH2_created::Cell_1::Mito_1,ADP_ATP_trans::Cell_1::Mito_1,NADH_shuttle::Cell_1::Mito_1,Pi_trans::Cell_1::Mito_1,H2O::Cell_1::Mito_2,OH-::Cell_1::Mito_2,H+::Cell_1::Mito_2,O2::Cell_1::Mito_2,O2_in::Cell_1::Mito_2,CO2::Cell_1::Mito_2,ATP::Cell_1::Mito_2,ATP_created::Cell_1::Mito_2,ADP::Cell_1::Mito_2,Pi::Cell_1::Mito_2,NAD+::Cell_1::Mito_2,NADH::Cell_1::Mito_2,NADH_created::Cell_1::Mito_2,Pyruvate::Cell_1::Mito_2,Pyruvate_trans::Cell_1::Mito_2,Pyruvate-::Cell_1::Mito_2,Pyruvate-_in::Cell_1::Mito_2,CoA-SH::Cell_1::Mito_2,Acetyl_CoA::Cell_1::Mito_2,FAD::Cell_1::Mito_2,GDP::Cell_1::Mito_2,GTP::Cell_1::Mito_2,FADH2::Cell_1::Mito_2,FADH2_created::Cell_1::Mito_2,ADP_ATP_trans::Cell_1::Mito_2,NADH_shuttle::Cell_1::Mito_2,Pi_trans::Cell_1::Mito_2,H2O::Cell_1::Mito_3,OH-::Cell_1::Mito_3,H+::Cell_1::Mito_3,O2::Cell_1::Mito_3,O2_in::Cell_1::Mito_3,CO2::Cell_1::Mito_3,ATP::Cell_1::Mito_3,ATP_created::Cell_1::Mito_3,ADP::Cell_1::Mito_3,Pi::Cell_1::Mito_3,NAD+::Cell_1::Mito_3,NADH::Cell_1::Mito_3,NADH_created::Cell_1::Mito_3,Pyruvate::Cell_1::Mito_3,Pyruvate_trans::Cell_1::Mito_3,Pyruvate-::Cell_1::Mito_3,Pyruvate-_in::Cell_1::Mito_3,CoA-SH::Cell_1::Mito_3,Acetyl_CoA::Cell_1::Mito_3,FAD::Cell_1::Mito_3,GDP::Cell_1::Mito_3,GTP::Cell_1::Mito_3,FADH2::Cell_1::Mito_3,FADH2_created::Cell_1::Mito_3,ADP_ATP_trans::Cell_1::Mito_3,NADH_shuttle::Cell_1::Mito_3,Pi_trans::Cell_1::Mito_3
1000,10000000000175,999825,999825,3364900,20000,9999938025184,88295,2591015,4919,50,2816700,0,8640700,0,3848861,5623562,47261941,152738059,156362959,0,6749059,3250941,1560421,9999938907869,90165,2056889,1925,50,2828400,9359300,9359300,0,3809837,5652950,44550984,155449016,155449016,0,6190163,3809837,1843113,99999974667,169757,98342,2325464,0,287145,4,1219104,9999996,8780896,9800715,199285,0,0,50,51,72060,9999703,297,10000000,10000000,0,0,71712,2000,2000,2000,99999971840,170580,100295,2767288,0,284235,68,1205368,9999932,8794504,9799285,200715,0,0,50,164,71300,9999897,103,9999871,9999872,128,129,71033,2000,2000,2000,100000071389,70997,694,2908234,0,282807,74,1200574,9999926,8799220,9799803,200197,0,0,50,27,70920,9999745,255,9999984,9999794,206,16,70638,2000,2000,2000
1100,10000000000250,999750,999750,3588800,20000,9999933467846,80532,2376414,5476,50,3206700,0,9621300,0,4092425,6402448,44190826,155809174,160149174,0,6505535,3494465,2053283,9999934637307,85429,1741783,2580,50,3214500,10378700,10378700,0,4040097,6423840,41046576,158953424,158953424,0,5959903,4040097,2383743,99999987419,185745,100172,2482008,0,345747,88,1466488,9999912,8533512,9799373,200627,0,0,50,58,86740,9999673,327,9999909,10000000,0,91,86355,2000,2000,2000,100000085532,84295,579,3265750,0,340034,1550,1440750,9998450,8559047,9799516,200484,0,0,50,33,85160,9999842,158,9999781,9999797,203,219,84969,2000,2000,2000,100000085899,84421,43,3106634,0,338732,4174,1438574,9995826,8561254,9800078,199922,0,0,50,46,84840,9999852,148,9999976,9999828,172,24,84646,2000,2000,2000
1200,10000000000249,999751,999751,3796500,20000,9999929178448,90755,2040497,2997,50,3604800,0,10601700,0,4275564,7203606,41460509,158539491,163627191,0,6321326,3678674,2626932,9999930687512,93044,1500194,4007,50,3608700,11398300,11398300,0,4308268,7209386,37889942,162110058,162110058,0,5691732,4308268,2901118,100000102138,101205,642,2816414,0,406247,54,1723154,9999946,8276723,9799363,200637,0,0,50,37,101820,9999705,295,9999874,9999877,123,126,101488,2000,2000,2000,100000000522,198110,100010,3522398,0,398570,2678,1688678,9997322,8311322,9799400,200600,0,0,50,179,99970,9999802,198,9999741,10000000,0,259,99593,2000,2000,2000,99999999310,198190,100585,3364568,0,396115,48,1678648,9999952,8321352,9799505,200495,0,0,50,178,99320,9999849,151,9999753,10000000,0,247,98991,2000,2000,2000
1300,10000000000003,999997,999997,3994400,20000,9999915167822,10085539,11679567,5780,50,4007600,0,11561700,0,4452234,8003640,39023901,160976099,166842999,0,6144366,3855634,3204806,9999927050971,88745,1221243,2980,50,4008000,12438300,12438300,0,4571269,8010040,35049756,164950244,164950244,0,5428731,4571269,3438771,100000117793,116299,40,3070172,0,467121,2292,1983492,9997708,8016508,9800159,199841,0,0,50,132,117030,9999843,157,9999935,10000000,0,65,116741,2000,2000,2000,100000115658,115489,1103,3834300,0,462614,3000,1961800,9997000,8037997,9800486,199514,0,0,50,48,115820,9999842,158,9999786,9999797,203,214,115614,2000,2000,2000,100000013952,213345,100645,3620926,0,454090,186,1927086,9999814,8072777,9799500,200500,0,0,50,151,113750,9999898,102,9999861,9999863,137,139,113497,2000,2000,2000
1400,9999999999432,1000568,1000568,4191800,20000,9999911455935,10007883,11303769,5648,50,4407500,0,12341900,0,4657115,8803704,36811522,163188478,169832478,0,5938705,4061295,3753909,9999923669850,96739,744253,5032,50,4410700,13658100,13658100,0,4729425,8811336,32477925,167522075,167522075,0,5270575,4729425,4081911,100000031638,231866,101287,3305092,0,528101,12,2239512,9999988,7760488,9799079,200921,0,0,50,183,132350,9999811,189,9999758,10000000,0,242,131978,2000,2000,2000,100000031536,229950,100585,4048738,0,523905,2218,2221118,9997782,7778608,9799265,200735,0,0,50,59,131180,9999807,193,9999726,9999726,274,274,130928,2000,2000,2000,100000129717,127647,35,3814950,0,515638,1450,2187050,9998550,7812950,9800712,199288,0,0,50,164,129150,9999898,102,9999766,10000000,0,234,128884,2000,2000,2000
1500,9999999999530,1000470,1000470,4377000,20000,9999907792925,10092166,10921688,4947,50,4815000,0,13302500,0,4783914,9620106,34870397,165129603,172594803,0,5813886,4186114,4395292,9999920538411,98696,246110,5806,50,4818000,14697500,14697500,0,4885901,9624388,30161495,169838505,169838505,0,5114099,4885901,4738487,100000049482,246610,99423,3577262,0,591543,5982,2511682,9994018,7488318,9799787,200213,0,0,50,145,148150,9999841,159,9999900,10000000,0,100,147846,2000,2000,2000,100000047407,246069,100367,4320934,0,587408,74,2492574,9999926,7507426,9799402,200598,0,0,50,114,147080,9999848,152,9999808,10000000,0,192,146814,2000,2000,2000,100000046515,245097,99962,4085276,0,581405,3236,2470236,9996764,7529764,9800135,199865,0,0,50,192,145670,9999831,169,9999999,10000000,0,1,145309,2000,2000,2000
1600,9999999999419,1000581,1000581,4566400,20000,9999904476825,10011347,10567585,3149,50,5218900,0,14162300,0,5003770,10431502,33113574,166886426,175180326,0,5591830,4408170,4937632,9999917275019,452345,103737,2258,50,5224700,15837700,15837700,0,5048138,10444884,28072248,171927752,171927752,0,4951862,5048138,5396746,100000163796,163651,1139,3749614,0,655298,54,2780554,9999946,7219235,9799012,200988,0,0,50,184,164130,9999838,162,9999778,9999789,211,222,163784,2000,2000,2000,100000164198,161282,16,4631438,0,654004,1518,2771918,9998482,7228082,9799766,200234,0,0,50,209,163830,9999840,160,9999593,10000000,0,407,163461,2000,2000,2000,100000061570,260614,101158,4317332,0,647324,52,2743052,9999948,7256760,9798756,201244,0,0,50,171,162140,9999816,184,9999571,9999812,188,429,161785,2000,2000,2000
1700,9999999999481,1000519,1000519,4742600,20000,9999901160088,10096746,10285024,5025,50,5630500,0,15361500,0,5178244,11250950,31578684,168421316,177592216,0,5417386,4582614,5531336,9999904050047,10969196,10093358,4793,50,5636900,16638500,16638500,0,5194188,11264214,26183457,173816543,173816543,0,4805812,5194188,6070026,100000182174,181388,488,4096312,0,725080,3032,3080332,9996968,6919494,9801400,198600,0,0,50,51,181540,9999708,292,9999999,9999826,174,1,181197,2000,2000,2000,100000180983,179713,608,5019792,0,722075,12,3064012,9999988,6935988,9798905,201095,0,0,50,65,180850,9999645,355,9999806,10000000,0,194,180430,2000,2000,2000,100000178520,177642,1108,4626452,0,714546,72,3029672,9999928,6970090,9799234,200766,0,0,50,213,178980,9999826,174,9999623,9999762,238,377,178593,2000,2000,2000
1800,9999999999501,1000499,1000499,4913500,20000,9999897920457,10250464,10107950,2256,50,6047100,0,16161600,0,5381187,12089688,30194909,169805091,179839391,0,5214813,4785187,6116101,9999910692486,1795133,96825,3628,50,6049400,17838400,17838400,0,5196618,12091544,24479163,175520837,175520837,0,4803382,5196618,6894926,100000099989,295326,99060,4307536,0,791174,196,3357296,9999804,6642485,9799666,200334,0,0,50,50,198100,9999658,342,9999780,9999781,219,220,197708,2000,2000,2000,100000100584,296896,98910,5125580,0,793214,7080,3370080,9992920,6629920,9800786,199214,0,0,50,226,198720,9999746,254,10000000,10000000,0,0,198240,2000,2000,2000,100000196438,194257,55,4956168,0,781018,1548,3315748,9998452,6684153,9799602,200398,0,0,50,63,195580,9999650,350,9999877,9999901,99,123,195167,2000,2000,2000
1900,9999999999972,1000028,1000028,5079400,20000,9999894448570,10768951,10017131,2586,50,6466500,20000,17122400,0,5441774,12927828,28996449,171003551,181954651,0,5154596,4845404,6839824,9999897656081,12463765,10081443,6427,50,6464100,18877600,18877600,0,5266512,12915346,22935192,177064808,177064808,0,4733488,5266512,7648834,100000215783,215805,1063,4433460,0,863658,60,3666560,9999940,6333440,9799342,200658,0,0,50,291,216330,9999834,166,9999807,10000000,0,193,215873,2000,2000,2000,100000116186,315281,101005,5472614,0,865034,54,3669654,9999946,6330151,9799276,200724,0,0,50,201,216560,9999866,134,9999637,9999805,195,363,216225,2000,2000,2000,100000113429,311938,100553,5263594,0,852125,934,3615934,9999066,6383907,9799185,200815,0,0,50,218,213340,9999879,121,9999701,9999841,159,299,213001,2000,2000,2000
2000,9999999999590,1000410,1000410,5240700,20000,9999890811139,11564473,10091739,6026,50,6883100,0,18242300,0,5441677,13754148,27868460,172131540,183970240,0,5151893,4848107,7613441,9999894805832,13090475,10073269,3691,50,6886200,19757700,19757700,0,5373906,13765018,21561325,178438675,178438675,0,4626094,5373906,8391112,100000136346,330982,98900,4738648,0,937338,4028,3976028,9995972,6023784,9799382,200618,0,0,50,235,234700,9999826,174,9999593,9999812,188,407,234291,2000,2000,2000,100000133547,331218,100655,5841768,0,933657,148,3958348,9999852,6041583,9799563,200437,0,0,50,39,233670,9999711,289,9999502,9999931,69,498,233342,2000,2000,2000,100000230108,229287,1333,5571958,0,921616,38,3908538,9999962,6091167,9799054,200946,0,0,50,82,230660,9999768,232,9999568,9999705,295,432,230346,2000,2000,2000
2100,9999999999202,1000798,1000798,5403700,20000,9999887509029,12131114,10004672,5082,50,7304500,0,19261700,0,5484727,14598836,26866779,173133221,185861021,0,5108903,4891097,8362639,9999902066188,3739958,72930,3320,50,7301800,20738300,20738300,0,5464966,14596960,20303106,179696894,179696894,0,4535034,5464966,9131994,100000253256,250512,33,5023376,0,1010061,1636,4285836,9998364,5714164,9800379,199621,0,0,50,229,252880,9999819,181,9999638,10000000,0,362,252470,2000,2000,2000,100000151233,346836,99982,6171490,0,1001496,4390,4244390,9995610,5755333,9798554,201446,0,0,50,45,250620,9999732,268,9999363,9999723,277,637,250307,2000,2000,2000,100000147521,347839,101280,5819252,0,990521,2472,4206072,9997528,5793928,9799859,200141,0,0,50,51,247970,9999615,385,9999882,10000000,0,118,247534,2000,2000,2000
2200,9999999998886,1001114,1001114,5557600,20000,9999894322984,2676628,88564,2710,50,7725000,0,20361600,0,5623638,15444580,25990292,174009708,187655808,0,4972442,5027558,9016322,9999899418721,4415096,73064,5346,50,7727400,21638400,21638400,0,5551038,15444108,19177925,180822075,180822075,0,4448962,5551038,9893070,100000172017,368831,99426,5288854,0,1082005,94,4594794,9999906,5405206,9799905,200095,0,0,50,188,270810,9999839,161,9999821,10000000,0,179,270461,2000,2000,2000,100000167959,367261,100948,6458104,0,1071347,44,4548044,9999956,5451956,9799413,200587,0,0,50,42,268160,9999625,375,9999789,10000000,0,211,267743,2000,2000,2000,100000167501,364125,99110,6205540,0,1061085,5340,4508740,9994660,5491070,9800715,199285,0,0,50,228,265650,9999799,201,9999999,9999810,190,1,265221,2000,2000,2000
2300,9999999999167,1000833,1000833,5717800,20000,9999881280072,13164703,10004789,3761,50,8141900,0,21261200,0,5699432,16276278,25182853,174817147,189378947,0,4895818,5104182,9718096,9999896872697,5094990,90842,4050,50,8150300,22738800,22738800,0,5644176,16292500,18160187,181839813,181839813,0,4355824,5644176,10648324,100000189127,387117,100344,5495576,0,1153767,36,4897836,9999964,5102164,9799273,200727,0,0,50,36,288750,9999637,363,9999757,10000000,0,243,288351,2000,2000,2000,100000286803,284681,122,6663220,0,1144241,20,4857920,9999980,5142080,9799259,200741,0,0,50,176,286360,9999835,165,9999741,10000000,0,259,286019,2000,2000,2000,100000284188,282648,423,6531152,0,1133855,8572,4814672,9991428,5185132,9801025,198975,0,0,50,27,283640,9999801,199,9999802,9999804,196,198,283414,2000,2000,2000
2400,9999999999650,1000350,1000350,5869100,20000,9999888156831,3809626,84024,5205,50,8567600,0,22300600,0,5786634,17124790,24468747,175531253,191008753,0,4808306,5191694,10425196,9999884650834,15549856,9979636,3912,50,8573300,23699400,23699400,0,5784278,17138776,17239466,182760534,182760534,0,4215722,5784278,11354498,100000207670,404480,99438,5862458,0,1224028,38,5198838,9999962,4801004,9800842,199158,0,0,50,241,306350,9999864,136,9999841,9999842,158,159,305973,2000,2000,2000,100000304259,301108,656,7009626,0,1216838,1386,5158786,9998614,4841055,9797452,202548,0,0,50,47,304480,9999702,298,9999323,9999841,159,677,304135,2000,2000,2000,100000302730,299925,26,6696788,0,1206621,868,5122168,9999132,4877721,9799199,200801,0,0,50,219,302130,9999659,341,9999734,9999889,111,266,301570,2000,2000,2000
