Time,H2O,OH-,H+,a,b,c,r,H2O:=C1_1,OH-:=C1_1,H+:=C1_1,a:=C1_1,b:=C1_1,c:=C1_1,en_X:=C1_1,en_Z:=C1_1,l:=C1_1,m:=C1_1,n:=C1_1,q:=C1_1,r:=C1_1,ATP:=C1_1,ADP:=C1_1,Pi:=C1_1,mem_P1:=C1_1,mem_P2:=C1_1,mem_P6:=C1_1,H2O::C1_1::M1_1,OH-::C1_1::M1_1,H+::C1_1::M1_1,l::C1_1::M1_1,m::C1_1::M1_1,n::C1_1::M1_1,q::C1_1::M1_1,en_Y::C1_1::M1_1,ATP::C1_1::M1_1,ADP::C1_1::M1_1,Pi::C1_1::M1_1,mem_P3::C1_1::M1_1,mem_P4::C1_1::M1_1,mem_P5::C1_1::M1_1
1000,9999999299553,800447,800447,990034,0,4857,0,9999899339,761,761,10,90044,5124,3000,2000,9931,5468,25,1,19,9900000,10100000,10100000,1000,500,300,999999977,103,103,0,94507,99950,5,10000,999980,1000020,1000020,5000,3000,2000
1100,9999999266521,833479,833479,989063,0,5043,2,9999899299,801,801,10,89073,4930,3000,2000,10897,4096,30,0,25,9900000,10100000,10100000,1000,500,300,999999973,100,100,0,95874,99940,3,10000,999973,1000027,1000027,5000,3000,2000
1200,9999999238494,861506,861506,988039,0,4954,2,9999899261,839,839,1,88040,5014,3000,2000,11923,3051,37,1,30,9900000,10100000,10100000,1000,500,300,999999964,103,103,0,96912,99926,4,10000,999967,1000033,1000033,5000,3000,2000
1300,9999999214162,885838,885838,987092,0,5030,3,9999899218,882,882,1,87093,4932,3000,2000,12863,2257,44,2,35,9900000,10100000,10100000,1000,500,300,999999964,96,96,0,97699,99912,4,10000,999960,1000040,1000040,5000,3000,2000
1400,9999999194291,905709,905709,986152,0,4848,4,9999899212,888,888,0,86152,5106,3000,2000,13797,1662,51,0,42,9900000,10100000,10100000,1000,500,300,999999952,102,102,1,98288,99899,4,10000,999954,1000046,1000046,5000,3000,2000
1500,9999999177944,922056,922056,985187,0,4998,7,9999899170,930,930,15,85202,4947,3000,2000,14738,1247,60,2,48,9900000,10100000,10100000,1000,500,300,999999945,98,98,0,98693,99880,3,10000,999943,1000057,1000057,5000,3000,2000
1600,9999999164344,935656,935656,984193,0,4915,7,9999899156,944,944,0,84193,5023,3000,2000,15742,914,65,0,55,9900000,10100000,10100000,1000,500,300,999999940,98,98,0,99021,99870,3,10000,999938,1000062,1000062,5000,3000,2000
1700,9999999152558,947442,947442,983231,0,5046,10,9999899139,961,961,12,83243,4887,3000,2000,16684,679,73,3,57,9900000,10100000,10100000,1000,500,300,999999925,105,105,0,99248,99854,3,10000,999930,1000070,1000070,5000,3000,2000
1800,9999999143282,956718,956718,982271,0,5078,14,9999899150,950,950,1,82272,4848,3000,2000,17643,505,85,3,60,9900000,10100000,10100000,1000,500,300,999999910,113,113,0,99410,99830,8,10000,999923,1000077,1000077,5000,3000,2000
1900,9999999135838,964162,964162,981278,0,5003,18,9999899141,959,959,0,81278,4910,3000,2000,18633,346,89,0,69,9900000,10100000,10100000,1000,500,300,999999906,107,107,0,99565,99822,2,10000,999913,1000087,1000087,5000,3000,2000
2000,9999999129049,970951,970951,980323,0,4930,20,9999899106,994,994,0,80323,4977,3000,2000,19573,260,104,3,73,9900000,10100000,10100000,1000,500,300,999999897,107,107,0,99636,99792,8,10000,999904,1000096,1000096,5000,3000,2000
2100,9999999123849,976151,976151,979322,0,4909,25,9999899113,987,987,9,79331,4986,3000,2000,20555,188,114,1,80,9900000,10100000,10100000,1000,500,300,999999888,106,106,0,99698,99772,8,10000,999894,1000106,1000106,5000,3000,2000
2200,9999999119252,980748,980748,978339,0,4948,28,9999899111,989,989,2,78341,4939,3000,2000,21539,145,120,2,85,9900000,10100000,10100000,1000,500,300,999999880,105,105,0,99735,99760,5,10000,999885,1000115,1000115,5000,3000,2000
2300,9999999116019,983981,983981,977394,0,4914,31,9999899117,983,983,8,77402,4964,3000,2000,22469,116,129,2,91,9900000,10100000,10100000,1000,500,300,999999870,106,106,1,99756,99743,4,10000,999876,1000124,1000124,5000,3000,2000
2400,9999999113057,986943,986943,976423,0,4950,31,9999899106,994,994,0,76423,4919,3000,2000,23437,85,140,3,100,9900000,10100000,10100000,1000,500,300,999999854,112,112,0,99775,99720,6,10000,999866,1000134,1000134,5000,3000,2000
2500,9999999111150,988850,988850,975428,0,4963,34,9999899084,1016,1016,0,75428,4893,3000,2000,24420,57,152,2,110,9900000,10100000,10100000,1000,500,300,999999852,102,102,0,99791,99696,6,10000,999854,1000146,1000146,5000,3000,2000
2600,9999999109322,990678,990678,974446,0,4949,41,9999899096,1004,1004,6,74452,4892,3000,2000,25380,48,168,3,118,9900000,10100000,10100000,1000,500,300,999999832,106,106,0,99784,99664,6,10000,999838,1000162,1000162,5000,3000,2000
2700,9999999107374,992626,992626,973484,0,4911,43,9999899109,991,991,11,73495,4920,3000,2000,26322,36,183,3,126,9900000,10100000,10100000,1000,500,300,999999820,108,108,0,99781,99634,11,10000,999828,1000172,1000172,5000,3000,2000
2800,9999999106350,993650,993650,972541,0,4897,46,9999899118,982,982,6,72547,4918,3000,2000,27258,26,195,6,139,9900000,10100000,10100000,1000,500,300,999999814,95,95,0,99779,99610,4,10000,999809,1000191,1000191,5000,3000,2000
2900,9999999104837,995163,995163,971611,0,4976,49,9999899112,988,988,15,71626,4821,3000,2000,28162,20,212,2,154,9900000,10100000,10100000,1000,500,300,999999797,98,98,0,99768,99576,7,10000,999795,1000205,1000205,5000,3000,2000
3000,9999999103202,996798,996798,970650,0,4750,54,9999899107,993,993,9,70659,5035,3000,2000,29116,17,225,3,161,9900000,10100000,10100000,1000,500,300,999999786,96,96,0,99758,99550,7,10000,999782,1000218,1000218,5000,3000,2000
3100,9999999102227,997773,997773,969644,0,4918,60,9999899095,1005,1005,6,69650,4856,3000,2000,30113,11,237,5,166,9900000,10100000,10100000,1000,500,300,999999774,95,95,0,99752,99526,6,10000,999769,1000231,1000231,5000,3000,2000
3200,9999999101321,998679,998679,968686,0,4841,64,9999899103,997,997,0,68686,4921,3000,2000,31065,7,249,3,174,9900000,10100000,10100000,1000,500,300,999999765,94,94,0,99744,99502,8,10000,999759,1000241,1000241,5000,3000,2000
3300,9999999101303,998697,998697,967737,0,4830,69,9999899104,996,996,12,67749,4918,3000,2000,31987,6,264,3,183,9900000,10100000,10100000,1000,500,300,999999749,96,96,0,99730,99472,9,10000,999745,1000255,1000255,5000,3000,2000
3400,9999999100492,999508,999508,966769,0,4859,75,9999899125,975,975,13,66782,4875,3000,2000,32948,3,270,1,191,9900000,10100000,10100000,1000,500,300,999999730,103,103,0,99727,99460,3,10000,999733,1000267,1000267,5000,3000,2000
3500,9999999099805,1000195,1000195,965811,0,4895,77,9999899103,997,997,6,65817,4827,3000,2000,33897,3,286,4,201,9900000,10100000,10100000,1000,500,300,999999710,108,108,0,99711,99428,4,10000,999718,1000282,1000282,5000,3000,2000
3600,9999999099982,1000018,1000018,964843,0,4890,83,9999899115,985,985,0,64843,4822,3000,2000,34857,2,300,3,205,9900000,10100000,10100000,1000,500,300,999999708,101,101,0,99698,99400,9,10000,999709,1000291,1000291,5000,3000,2000
3700,9999999100388,999612,999612,963899,0,4930,86,9999899119,981,981,0,63899,4766,3000,2000,35790,0,311,0,218,9900000,10100000,10100000,1000,500,300,999999696,100,100,0,99689,99378,7,10000,999696,1000304,1000304,5000,3000,2000
3800,9999999099824,1000176,1000176,962942,0,4772,90,9999899097,1003,1003,12,62954,4913,3000,2000,36717,0,329,1,225,9900000,10100000,10100000,1000,500,300,999999685,99,99,0,99671,99342,13,10000,999684,1000316,1000316,5000,3000,2000
3900,9999999100543,999457,999457,961974,0,4926,97,9999899100,1000,1000,8,61982,4741,3000,2000,37668,0,350,3,236,9900000,10100000,10100000,1000,500,300,999999668,96,96,0,99650,99300,14,10000,999664,1000336,1000336,5000,3000,2000
4000,9999999100679,999321,999321,961035,0,4876,104,9999899094,1006,1006,3,61038,4767,3000,2000,38590,0,372,1,253,9900000,10100000,10100000,1000,500,300,999999648,94,94,0,99628,99256,14,10000,999642,1000358,1000358,5000,3000,2000
4100,9999999100897,999103,999103,960142,0,4915,117,9999899117,983,983,9,60151,4710,3000,2000,39461,0,388,2,258,9900000,10100000,10100000,1000,500,300,999999621,102,102,0,99612,99224,11,10000,999623,1000377,1000377,5000,3000,2000
4200,9999999100234,999766,999766,959253,0,4875,122,9999899103,997,997,5,59258,4733,3000,2000,40333,0,409,3,270,9900000,10100000,10100000,1000,500,300,999999606,99,99,0,99591,99182,14,10000,999605,1000395,1000395,5000,3000,2000
4300,9999999100234,999766,999766,958313,0,4714,132,9999899095,1005,1005,0,58313,4876,3000,2000,41261,0,426,6,278,9900000,10100000,10100000,1000,500,300,999999588,96,96,0,99574,99148,10,10000,999584,1000416,1000416,5000,3000,2000
4400,9999999100057,999943,999943,957367,0,4672,150,9999899090,1010,1010,7,57374,4899,3000,2000,42183,0,443,3,279,9900000,10100000,10100000,1000,500,300,999999571,97,97,0,99557,99114,11,10000,999568,1000432,1000432,5000,3000,2000
4500,9999999100766,999234,999234,956457,0,4692,153,9999899100,1000,1000,0,56457,4857,3000,2000,43074,0,469,5,298,9900000,10100000,10100000,1000,500,300,999999547,97,97,0,99531,99062,13,10000,999544,1000456,1000456,5000,3000,2000
4600,9999999101227,998773,998773,955529,0,4909,157,9999899093,1007,1007,12,55541,4621,3000,2000,43969,0,490,5,313,9900000,10100000,10100000,1000,500,300,999999536,89,89,0,99510,99020,15,10000,999525,1000475,1000475,5000,3000,2000
4700,9999999101152,998848,998848,954564,0,4885,166,9999899117,983,983,0,54564,4626,3000,2000,44936,0,500,5,323,9900000,10100000,10100000,1000,500,300,999999514,92,92,0,99500,99000,6,10000,999506,1000494,1000494,5000,3000,2000
4800,9999999100788,999212,999212,953637,0,4688,172,9999899130,970,970,0,53637,4805,3000,2000,45844,0,519,3,335,9900000,10100000,10100000,1000,500,300,999999496,94,94,0,99481,98962,9,10000,999490,1000510,1000510,5000,3000,2000
4900,9999999100510,999490,999490,952694,0,4828,178,9999899138,962,962,8,52702,4645,3000,2000,46750,0,548,7,349,9900000,10100000,10100000,1000,500,300,999999467,99,99,0,99452,98904,14,10000,999466,1000534,1000534,5000,3000,2000
5000,9999999100252,999748,999748,951789,0,4616,186,9999899135,965,965,0,51789,4830,3000,2000,47636,0,575,5,368,9900000,10100000,10100000,1000,500,300,999999443,98,98,0,99425,98850,16,10000,999441,1000559,1000559,5000,3000,2000
5100,9999999100499,999501,999501,950857,0,4713,196,9999899138,962,962,11,50868,4707,3000,2000,48534,0,598,2,384,9900000,10100000,10100000,1000,500,300,999999415,103,103,0,99402,98804,16,10000,999418,1000582,1000582,5000,3000,2000
5200,9999999100321,999679,999679,949931,0,4644,207,9999899109,991,991,15,49946,4752,3000,2000,49436,0,618,6,397,9900000,10100000,10100000,1000,500,300,999999377,113,113,0,99382,98764,8,10000,999390,1000610,1000610,5000,3000,2000
5300,9999999099706,1000294,1000294,948979,0,4650,214,9999899085,1015,1015,9,48988,4721,3000,2000,50370,0,642,2,415,9900000,10100000,10100000,1000,500,300,999999359,110,110,0,99358,98716,11,10000,999369,1000631,1000631,5000,3000,2000
5400,9999999099830,1000170,1000170,948046,0,4603,229,9999899083,1017,1017,1,48047,4746,3000,2000,51280,0,673,3,422,9900000,10100000,10100000,1000,500,300,999999343,103,103,0,99327,98654,19,10000,999346,1000654,1000654,5000,3000,2000
5500,9999999100029,999971,999971,947106,0,4755,243,9999899081,1019,1019,11,47117,4568,3000,2000,52184,0,699,7,434,9900000,10100000,10100000,1000,500,300,999999312,104,104,0,99301,98602,15,10000,999316,1000684,1000684,5000,3000,2000
5600,9999999100125,999875,999875,946166,0,4573,256,9999899072,1028,1028,3,46169,4723,3000,2000,53107,0,724,7,448,9900000,10100000,10100000,1000,500,300,999999281,108,108,0,99276,98552,13,10000,999289,1000711,1000711,5000,3000,2000
5700,9999999099454,1000546,1000546,945233,0,4575,267,9999899075,1025,1025,1,45234,4695,3000,2000,54019,0,747,3,463,9900000,10100000,10100000,1000,500,300,999999263,104,104,0,99253,98506,14,10000,999267,1000733,1000733,5000,3000,2000
5800,9999999100183,999817,999817,944299,0,4506,280,9999899064,1036,1036,11,44310,4741,3000,2000,54923,0,767,0,473,9900000,10100000,10100000,1000,500,300,999999242,105,105,0,99233,98466,14,10000,999247,1000753,1000753,5000,3000,2000
5900,9999999100489,999511,999511,943365,0,4659,293,9999899070,1030,1030,10,43375,4572,3000,2000,55835,0,790,5,476,9900000,10100000,10100000,1000,500,300,999999222,104,104,0,99210,98420,16,10000,999226,1000774,1000774,5000,3000,2000
6000,9999999100173,999827,999827,942469,0,4642,302,9999899065,1035,1035,5,42474,4560,3000,2000,56714,0,812,6,496,9900000,10100000,10100000,1000,500,300,999999193,103,103,0,99188,98376,8,10000,999196,1000804,1000804,5000,3000,2000
6100,9999999099845,1000155,1000155,941530,0,4510,323,9999899050,1050,1050,1,41531,4672,3000,2000,57639,0,830,2,495,9900000,10100000,10100000,1000,500,300,999999180,100,100,0,99170,98340,10,10000,999180,1000820,1000820,5000,3000,2000
6200,9999999099115,1000885,1000885,940628,0,4661,333,9999899067,1033,1033,1,40629,4502,3000,2000,58514,0,857,7,504,9900000,10100000,10100000,1000,500,300,999999157,99,99,0,99143,98286,13,10000,999156,1000844,1000844,5000,3000,2000
6300,9999999098998,1001002,1001002,939699,0,4558,346,9999899057,1043,1043,11,39710,4580,3000,2000,59410,0,880,6,516,9900000,10100000,10100000,1000,500,300,999999130,102,102,0,99120,98240,12,10000,999132,1000868,1000868,5000,3000,2000
6400,9999999099627,1000373,1000373,938763,0,4566,360,9999899060,1040,1040,0,38763,4547,3000,2000,60328,0,909,8,527,9900000,10100000,10100000,1000,500,300,999999101,104,104,0,99091,98182,14,10000,999105,1000895,1000895,5000,3000,2000
6500,9999999100165,999835,999835,937820,0,4597,371,9999899087,1013,1013,12,37832,4487,3000,2000,61223,0,945,8,545,9900000,10100000,10100000,1000,500,300,999999068,108,108,0,99055,98110,21,10000,999076,1000924,1000924,5000,3000,2000
6600,9999999100354,999646,999646,936914,0,4504,385,9999899087,1013,1013,8,36922,4536,3000,2000,62089,0,989,8,575,9900000,10100000,10100000,1000,500,300,999999029,103,103,0,99011,98022,21,10000,999032,1000968,1000968,5000,3000,2000
6700,9999999100170,999830,999830,935990,0,4590,399,9999899098,1002,1002,11,36001,4411,3000,2000,62975,0,1024,6,600,9900000,10100000,10100000,1000,500,300,999998987,108,108,0,98976,97952,19,10000,998995,1001005,1001005,5000,3000,2000
6800,9999999100197,999803,999803,935032,0,4531,416,9999899086,1014,1014,1,35033,4438,3000,2000,63915,0,1052,5,615,9900000,10100000,10100000,1000,500,300,999998969,95,95,0,98948,97896,16,10000,998964,1001036,1001036,5000,3000,2000
6900,9999999100201,999799,999799,934100,0,4482,436,9999899105,995,995,0,34100,4457,3000,2000,64816,0,1084,7,625,9900000,10100000,10100000,1000,500,300,999998937,95,95,0,98916,97832,16,10000,998932,1001068,1001068,5000,3000,2000
7000,9999999099803,1000197,1000197,933169,0,4476,445,9999899105,995,995,5,33174,4437,3000,2000,65712,0,1114,7,642,9900000,10100000,10100000,1000,500,300,999998904,102,102,0,98886,97772,20,10000,998906,1001094,1001094,5000,3000,2000
7100,9999999099442,1000558,1000558,932241,0,4409,457,9999899107,993,993,0,32241,4473,3000,2000,66608,0,1151,7,661,9900000,10100000,10100000,1000,500,300,999998870,105,105,0,98849,97698,26,10000,998875,1001125,1001125,5000,3000,2000
7200,9999999098952,1001048,1001048,931337,0,4229,481,9999899123,977,977,0,31337,4615,3000,2000,67481,0,1182,7,675,9900000,10100000,10100000,1000,500,300,999998828,109,109,0,98818,97636,19,10000,998837,1001163,1001163,5000,3000,2000
7300,9999999099327,1000673,1000673,930391,0,4243,504,9999899104,996,996,1,30392,4563,3000,2000,68385,0,1223,7,690,9900000,10100000,10100000,1000,500,300,999998785,114,114,0,98777,97554,22,10000,998799,1001201,1001201,5000,3000,2000
7400,9999999099167,1000833,1000833,929496,0,4286,525,9999899130,970,970,0,29496,4490,3000,2000,69253,0,1251,10,699,9900000,10100000,10100000,1000,500,300,999998748,118,118,0,98749,97498,17,10000,998766,1001234,1001234,5000,3000,2000
7500,9999999099719,1000281,1000281,928548,0,4399,553,9999899109,991,991,13,28561,4347,3000,2000,70154,0,1285,9,701,9900000,10100000,10100000,1000,500,300,999998718,119,119,0,98715,97430,22,10000,998737,1001263,1001263,5000,3000,2000
7600,9999999100156,999844,999844,927597,0,4395,577,9999899099,1001,1001,0,27597,4305,3000,2000,71086,0,1317,5,723,9900000,10100000,10100000,1000,500,300,999998681,114,114,0,98683,97366,12,10000,998695,1001305,1001305,5000,3000,2000
7700,9999999100384,999616,999616,926677,0,4461,596,9999899124,976,976,0,26677,4209,3000,2000,71966,0,1357,11,734,9900000,10100000,10100000,1000,500,300,999998650,109,109,0,98643,97286,16,10000,998659,1001341,1001341,5000,3000,2000
7800,9999999099685,1000315,1000315,925747,0,4396,620,9999899112,988,988,0,25747,4243,3000,2000,72868,0,1385,6,741,9900000,10100000,10100000,1000,500,300,999998623,110,110,0,98615,97230,18,10000,998633,1001367,1001367,5000,3000,2000
7900,9999999099507,1000493,1000493,924880,0,4338,643,9999899110,990,990,1,24881,4274,3000,2000,73710,0,1409,6,745,9900000,10100000,10100000,1000,500,300,999998596,110,110,0,98591,97182,15,10000,998606,1001394,1001394,5000,3000,2000
8000,9999999099188,1000812,1000812,923950,0,4322,667,9999899107,993,993,3,23953,4259,3000,2000,74595,0,1452,6,752,9900000,10100000,10100000,1000,500,300,999998567,108,108,0,98548,97096,27,10000,998575,1001425,1001425,5000,3000,2000
8100,9999999098724,1001276,1001276,923070,0,4345,687,9999899114,986,986,8,23078,4193,3000,2000,75438,0,1484,2,775,9900000,10100000,10100000,1000,500,300,999998527,109,109,0,98516,97032,20,10000,998536,1001464,1001464,5000,3000,2000
8200,9999999098909,1001091,1001091,922120,0,4348,713,9999899103,997,997,7,22127,4156,3000,2000,76346,0,1527,6,783,9900000,10100000,10100000,1000,500,300,999998492,106,106,1,98474,96947,24,10000,998498,1001502,1001502,5000,3000,2000
8300,9999999098483,1001517,1001517,921203,0,4111,733,9999899083,1017,1017,1,21204,4351,3000,2000,77233,0,1563,5,805,9900000,10100000,10100000,1000,500,300,999998452,105,105,0,98437,96874,20,10000,998457,1001543,1001543,5000,3000,2000
8400,9999999099170,1000830,1000830,920295,0,4152,758,9999899075,1025,1025,2,20297,4273,3000,2000,78100,0,1603,7,817,9900000,10100000,10100000,1000,500,300,999998411,107,107,0,98397,96794,21,10000,998418,1001582,1001582,5000,3000,2000
8500,9999999099073,1000927,1000927,919376,0,4249,783,9999899079,1021,1021,0,19376,4146,3000,2000,78988,0,1636,9,822,9900000,10100000,10100000,1000,500,300,999998382,104,104,0,98364,96728,22,10000,998386,1001614,1001614,5000,3000,2000
8600,9999999099391,1000609,1000609,918471,0,4149,811,9999899085,1015,1015,10,18481,4210,3000,2000,79858,0,1661,3,830,9900000,10100000,10100000,1000,500,300,999998351,105,105,2,98341,96680,15,10000,998356,1001644,1001644,5000,3000,2000
8700,9999999099149,1000851,1000851,917605,0,4121,831,9999899103,997,997,11,17616,4206,3000,2000,80684,0,1700,9,842,9900000,10100000,10100000,1000,500,300,999998321,97,97,0,98300,96600,18,10000,998318,1001682,1001682,5000,3000,2000
8800,9999999099755,1000245,1000245,916669,0,4087,849,9999899103,997,997,1,16670,4205,3000,2000,81593,0,1737,6,859,9900000,10100000,10100000,1000,500,300,999998295,91,91,0,98263,96526,23,10000,998286,1001714,1001714,5000,3000,2000
8900,9999999099793,1000207,1000207,915792,0,4175,873,9999899092,1008,1008,2,15794,4076,3000,2000,82432,0,1774,6,876,9900000,10100000,10100000,1000,500,300,999998260,85,85,0,98226,96452,19,10000,998245,1001755,1001755,5000,3000,2000
9000,9999999099428,1000572,1000572,914917,0,4059,901,9999899090,1010,1010,1,14918,4155,3000,2000,83262,0,1820,12,885,9900000,10100000,10100000,1000,500,300,999998218,84,84,0,98180,96360,22,10000,998202,1001798,1001798,5000,3000,2000
9100,9999999099631,1000369,1000369,914008,0,4173,931,9999899103,997,997,10,14018,3992,3000,2000,84118,0,1864,9,904,9900000,10100000,10100000,1000,500,300,999998170,86,86,0,98136,96272,20,10000,998156,1001844,1001844,5000,3000,2000
9200,9999999099992,1000008,1000008,913127,0,3996,952,9999899106,994,994,14,13141,4131,3000,2000,84956,0,1903,7,921,9900000,10100000,10100000,1000,500,300,999998124,96,96,0,98097,96194,23,10000,998120,1001880,1001880,5000,3000,2000
9300,9999999100276,999724,999724,912170,0,4135,970,9999899099,1001,1001,11,12181,3951,3000,2000,85876,0,1943,7,944,9900000,10100000,10100000,1000,500,300,999998081,98,98,0,98057,96114,22,10000,998079,1001921,1001921,5000,3000,2000
9400,9999999101114,998886,998886,911255,0,4020,1007,9999899113,987,987,10,11265,4030,3000,2000,86751,0,1984,12,943,9900000,10100000,10100000,1000,500,300,999998047,91,91,1,98017,96033,21,10000,998038,1001962,1001962,5000,3000,2000
9500,9999999100483,999517,999517,910312,0,4008,1034,9999899102,998,998,13,10325,4003,3000,2000,87656,0,2019,4,955,9900000,10100000,10100000,1000,500,300,999998012,95,95,1,97982,95963,25,10000,998007,1001993,1001993,5000,3000,2000
9600,9999999100186,999814,999814,909397,0,4014,1074,9999899091,1009,1009,13,9410,3958,3000,2000,88525,0,2065,15,954,9900000,10100000,10100000,1000,500,300,999997962,95,95,0,97935,95870,22,10000,997957,1002043,1002043,5000,3000,2000
9700,9999999100171,999829,999829,908519,0,3913,1104,9999899069,1031,1031,3,8522,4020,3000,2000,89380,0,2098,11,963,9900000,10100000,10100000,1000,500,300,999997923,99,99,1,97903,95805,19,10000,997922,1002078,1002078,5000,3000,2000
9800,9999999100268,999732,999732,907616,0,3984,1128,9999899072,1028,1028,10,7626,3909,3000,2000,90240,0,2134,8,979,9900000,10100000,10100000,1000,500,300,999997885,100,100,0,97866,95732,19,10000,997885,1002115,1002115,5000,3000,2000
9900,9999999100322,999678,999678,906730,0,3871,1160,9999899088,1012,1012,4,6734,3985,3000,2000,91097,0,2169,5,984,9900000,10100000,10100000,1000,500,300,999997854,97,97,0,97831,95662,20,10000,997851,1002149,1002149,5000,3000,2000
10000,9999999100645,999355,999355,905865,0,4010,1194,9999899090,1010,1010,8,5873,3811,3000,2000,91915,0,2212,4,985,9900000,10100000,10100000,1000,500,300,999997824,93,93,0,97788,95576,29,10000,997817,1002183,1002183,5000,3000,2000
