Time\ number,r1_2_000,r2_1_001,r1_2_000:=C1_1,r2_1_001:=C1_1,r2_2_100:=C1_1,rM_110:=C1_1,r1_1_120:=C1_1,r1_1_121:=C1_1,r3_2_130:=C1_1,r3_2_140:=C1_1,r2_2_150:=C1_1,r1_2_000::C1_1::M1_1,r2_1_001::C1_1::M1_1,r3_3_100::C1_1::M1_1,r2_2_110::C1_1::M1_1,rM_120::C1_1::M1_1,rM_130::C1_1::M1_1,Time\ Probability,r1_2_000,r2_1_001,r1_2_000:=C1_1,r2_1_001:=C1_1,r2_2_100:=C1_1,rM_110:=C1_1,r1_1_120:=C1_1,r1_1_121:=C1_1,r3_2_130:=C1_1,r3_2_140:=C1_1,r2_2_150:=C1_1,r1_2_000::C1_1::M1_1,r2_1_001::C1_1::M1_1,r3_3_100::C1_1::M1_1,r2_2_110::C1_1::M1_1,rM_120::C1_1::M1_1,rM_130::C1_1::M1_1
1000,9999999300209.0,800447,9999899339.0,763,1000,0,4857.0,5582.0,10,1,19,999999977.0,103,5000,3000,0,5,1000,9.999999999e-11,0.0007998067970487227,9.999999999e-11,0.0007624182748562846,0.009803284153761154,0.04757094853640019,0.09090909090909091,0.09090909090909091,0.9666683843484833,0.05970564326359476,0.0002999100269919024,9.999999999e-11,0.0010289401916026492,9.827931724862769e-06,0.00543826357477314,0.8906633338470257,0.017823497182952355
1100,9999999267198.0,833479,9999899301.0,801,1000,0,5043.0,5397.0,10,0,25,999999973.0,100,5000,3000,0,3,1100,9.999999999e-11,0.0008327848912815996,9.999999999e-11,0.0008003589125110786,0.009793763508826693,0.0475709485364,0.09090909090909091,0.09090909090909091,0.966656694507921,0.05503460593882564,0.0002999100269919024,9.999999999e-11,0.0009990009990009992,1.0779848595765608e-05,0.004079291223149977,0.8907933663656076,0.01782348584021449
1200,9999999238494.0,862550,9999899261.0,841,1000,0,4954.0,5429.0,10,1,30,999999964.0,103,5000,3000,0,4,1200,9.999999999e-11,0.0008618066486751853,9.999999999e-11,0.0008402933133234948,0.00978372300109719,0.047570948536399815,0.09090909090909091,0.09090909090909091,0.9666439754935331,0.055659162559389026,0.0002999100269919024,9.999999999e-11,0.0010289401916026492,1.1792123454965321e-05,0.003041719713155164,0.8908906301198944,0.017823476117742907
1300,9999999214975.0,885838,9999899218.0,885,1000,0,5030.0,5428.0,15,2,35,999999964.0,96,5000,2257,0,4,1300,9.999999999e-11,0.0008850539855475505,9.999999999e-11,0.0008842174675412261,0.00977443731125558,0.04757094853639962,0.09090909090909091,0.09090909090909091,0.9666320505900333,0.05504955799624967,0.0002999100269919024,9.999999999e-11,0.000959079283887468,1.2708200507048352e-05,0.0029910269192422734,0.8909626939449649,0.017823464774744054
1400,9999999194291.0,906648,9999899212.0,888,1000,0,4848.0,5550.0,0,0,42,999999952.0,102,5000,1662,1,4,1400,9.999999999e-11,0.0009058267340032695,9.999999999e-11,0.000887212155605822,0.009765220086809526,0.04757094853639959,0.09090909090909091,0.09090909090909091,0.9666199418657707,0.05576995586310911,0.0002999100269919024,9.999999999e-11,0.001018960660126671,1.362793304773307e-05,0.0029910269192422734,0.891015643770107,0.017823455052037314
1500,9999999178742.0,922056,9999899171.0,930,1000,0,4998.0,5401.0,27,2,48,999999945.0,98,5000,1247,0,3,1500,9.999999999e-11,0.0009212065959309822,9.999999999e-11,0.000929135903609643,0.009755757544915969,0.0475709485363994,0.09090909090909091,0.09090909090909091,0.9666074463329907,0.05472720352833188,0.0002999100269919024,9.999999999e-11,0.000979040540270535,1.4553293234552238e-05,0.0029910269192422734,0.8910507915923614,0.0178234372268262
1600,9999999165172.0,935656,9999899156.0,948,1000,0,5383.0,5023.0,0,0,55,999999940.0,98,5000,914,0,3,1600,9.999999999e-11,0.0009347813662060211,9.999999999e-11,0.0009471021471644881,0.009746010447397445,0.04757094853639931,0.09090909090909091,0.09090909090909091,0.9665938663257156,0.055836325752538024,0.0002999100269919024,9.999999999e-11,0.000979040540270535,1.554161138446833e-05,0.0029910269192422734,0.891079514433218,0.017823429124336418
1700,9999999153437.0,947442,9999899141.0,961,1000,0,5491.0,4887.0,21,3,57,999999925.0,105,5000,679,1,3,1700,9.999999999e-11,0.0009465452033194766,9.999999999e-11,0.0009600773656516089,0.009736576957019726,0.047570948536399246,0.09090909090909091,0.09090909090909091,0.9665807798553433,0.0547121649761537,0.0002999100269919024,9.999999999e-11,0.0010488986564107686,1.6467458549601115e-05,0.0029910269192422734,0.8910983873759917,0.01782341616018706
1800,9999999143282.0,957753,9999899150.0,951,1000,0,5078.0,5277.0,1,3,60,999999910.0,113,5000,505,0,8,1800,9.999999999e-11,0.0009568365868883979,9.999999999e-11,0.0009500964582681871,0.009727162899713357,0.0475709485363993,0.09090909090909091,0.09090909090909091,0.9665670921688078,0.05441810344827587,0.0002999100269919024,9.999999999e-11,0.0011287245412683665,1.7409185884252634e-05,0.0029910269192422734,0.8911108374771206,0.01782340481639834
1900,9999999135838.0,965186,9999899142.0,959,1000,0,5462.0,4910.0,0,0,69,999999906.0,107,5000,346,0,2,1900,9.999999999e-11,0.0009642553142702408,9.999999999e-11,0.0009580812001290762,0.0097174250458585,0.04757094853639926,0.09090909090909091,0.09090909090909091,0.966552741923592,0.05488486474401967,0.0002999100269919024,9.999999999e-11,0.0010688563237336052,1.838175033886959e-05,0.0029910269192422734,0.8911240343161343,0.017823388610766468
2000,9999999129049.0,971928,9999899106.0,994,1000,0,4930.0,5385.0,6,3,73,999999897.0,107,5000,260,0,8,2000,9.999999999e-11,0.00097098427319732,9.999999999e-11,0.0009930129451325384,0.00970805965831581,0.04757094853639909,0.09090909090909091,0.09090909090909091,0.9665386205920069,0.05538492354944248,0.0002999100269919024,9.999999999e-11,0.0010688563237336052,1.9301518580639355e-05,0.0029910269192422734,0.8911276026672127,0.01782337402543622
2100,9999999123849.0,977219,9999899114.0,987,1000,0,5364.0,4986.0,9,1,80,999999889.0,106,5000,188,0,8,2100,9.999999999e-11,0.0009762649753170858,9.999999999e-11,0.0009860267915567334,0.009698242972952423,0.04757094853639912,0.09090909090909091,0.09090909090909091,0.96652359260076,0.05196935287775561,0.0002999100269919024,9.999999999e-11,0.0010588775897548597,2.027176023541532e-05,0.0029910269192422734,0.8911314258694615,0.017823357819237332
2200,9999999120203.0,980748,9999899111.0,989,1000,0,4948.0,5406.0,2,2,85,999999880.0,105,5000,145,0,5,2200,9.999999999e-11,0.000979787075784998,9.999999999e-11,0.0009880228454058938,0.00968860262199401,0.047570948536399114,0.09090909090909091,0.09090909090909091,0.9665082159552012,0.05486986852696539,0.0002999100269919024,9.999999999e-11,0.0010488986564107686,2.1231307471273096e-05,0.0029910269192422734,0.8911335564291046,0.01782334323340317
2300,9999999116984.0,983981,9999899117.0,984,1000,0,5373.0,4964.0,17,2,91,999999870.0,106,5000,116,1,4,2300,9.999999999e-11,0.0009830137331638276,9.999999999e-11,0.000983032695827306,0.009679334762788589,0.047570948536399135,0.09090909090909091,0.09090909090909091,0.9664932684359446,0.05539235322918058,0.0002999100269919024,9.999999999e-11,0.0010588775897548597,2.215568946893074e-05,0.0029910269192422734,0.8911339113281215,0.017823328647328524
2400,9999999113057.0,987897,9999899109.0,994,1000,0,5402.0,4919.0,9,3,100,999999854.0,112,5000,85,0,6,2400,9.999999999e-11,0.0009869220226945462,9.999999999e-11,0.0009930129451325384,0.009669811734170856,0.0475709485363991,0.09090909090909091,0.09090909090909091,0.9664772935651226,0.0549522979645642,0.0002999100269919024,9.999999999e-11,0.0011187470033562409,2.3086510301557096e-05,0.0029910269192422734,0.8911336439941627,0.017823312440290232
2500,9999999111150.0,989884,9999899087.0,1016,1000,0,5401.0,4893.0,0,2,110,999999852.0,102,5000,57,0,6,2500,9.999999999e-11,0.0009889050986653127,9.999999999e-11,0.0010149687917076252,0.009660053136887918,0.04757094853639899,0.09090909090909091,0.09090909090909091,0.9664606332708059,0.054757268515409935,0.0002999100269919024,9.999999999e-11,0.001018960660126671,2.4046719500508794e-05,0.0029910269192422734,0.8911329318748716,0.017823292991485915
2600,9999999109322.0,991731,9999899096.0,1006,1000,0,5369.0,4892.0,6,3,118,999999832.0,106,5000,48,0,6,2600,9.999999999e-11,0.000990748444054829,9.999999999e-11,0.0010049889810850284,0.009650421850296657,0.04757094853639904,0.09090909090909091,0.09090909090909091,0.9664438590600543,0.05150175050672563,0.0002999100269919024,9.999999999e-11,0.0010588775897548597,2.498171000003604e-05,0.0029910269192422734,0.891129381588611,0.01782326705905576
2700,9999999107374.0,993705,9999899109.0,991,1000,0,4911.0,5350.0,15,3,126,999999820.0,108,5000,36,0,11,2700,9.999999999e-11,0.0009927185306325178,9.999999999e-11,0.0009900188912787427,0.009640986538604531,0.0475709485363991,0.09090909090909091,0.09090909090909091,0.9664269793924465,0.05438029149542995,0.0002999100269919024,9.999999999e-11,0.0010788348583529788,2.589877169877163e-05,0.0029910269192422734,0.8911264502463792,0.017823250850904655
2800,9999999107360.0,993650,9999899118.0,983,1000,0,5361.0,4918.0,17,6,141,999999814.0,95,5000,26,0,4,2800,9.999999999e-11,0.000992663639774338,9.999999999e-11,0.0009820346599292895,0.009631737404726698,0.04757094853639914,0.09090909090909091,0.09090909090909091,0.9664098200001154,0.051358332180249995,0.0002999100269919024,9.999999999e-11,0.0009490983565612668,2.6826517008661462e-05,0.0029910269192422734,0.8911241394657465,0.017823220054635467
2900,9999999105790.0,995163,9999899113.0,988,1000,0,5432.0,4821.0,15,2,154,999999797.0,98,5000,20,0,7,2900,9.999999999e-11,0.0009941736351826908,9.999999999e-11,0.0009870248194783554,0.009622615608262405,0.047570948536399114,0.09090909090909091,0.09090909090909091,0.9663927149285858,0.054213615815397076,0.0002999100269919024,9.999999999e-11,0.000979040540270535,2.7702840152938783e-05,0.0029910269192422734,0.89112014028389,0.01782319736194434
3000,9999999104212.0,996798,9999899107.0,994,1000,0,4750.0,5468.0,9,3,161,999999786.0,96,5000,17,0,7,3000,9.999999999e-11,0.0009958053831856512,9.999999999e-11,0.0009930129451325384,0.00961318957538651,0.04757094853639909,0.09090909090909091,0.09090909090909091,0.9663742763373542,0.058917334712524784,0.0002999100269919024,9.999999999e-11,0.000959079283887468,2.8624778221207913e-05,0.0029910269192422734,0.8911169397626852,0.017823176289650938
3100,9999999103165.0,997773,9999899095.0,1005,1000,0,5363.0,4856.0,6,5,166,999999774.0,96,5000,11,0,6,3100,9.999999999e-11,0.0009967784413842048,9.999999999e-11,0.0010039909890559987,0.009603321964767948,0.04757094853639903,0.09090909090909091,0.09090909090909091,0.9663544918487686,0.0545841739520287,0.0002999100269919024,9.999999999e-11,0.000959079283887468,2.9585829944043095e-05,0.0029910269192422734,0.8911142706901076,0.017823155216855794
3200,9999999102296.0,998679,9999899103.0,997,1000,0,5308.0,4921.0,0,3,174,999999765.0,94,5000,7,0,8,3200,9.999999999e-11,0.0009976826353034576,9.999999999e-11,0.0009960069810399034,0.009593924991754375,0.04757094853639907,0.09090909090909091,0.09090909090909091,0.9663350475481226,0.055161570883789396,0.0002999100269919024,9.999999999e-11,0.0009391172298039843,3.0510980477749203e-05,0.0029910269192422734,0.891111423179408,0.017823139006677927
3300,9999999101303.0,999709,9999899105.0,996,1000,0,4830.0,5355.0,24,3,183,999999749.0,96,5000,6,0,9,3300,9.999999999e-11,0.0009987105800447341,9.999999999e-11,0.0009950089710648194,0.009584616123465261,0.04757094853639908,0.09090909090909091,0.09090909090909091,0.9663156183156241,0.05465949820788531,0.0002999100269919024,9.999999999e-11,0.000959079283887468,3.142678093912655e-05,0.0029910269192422734,0.8911075073971747,0.017823116311925104
3400,9999999100492.0,1000533,9999899125.0,975,1000,0,4859.0,5321.0,24,1,191,999999730.0,103,5000,3,1,4,3400,9.999999999e-11,0.0009995329343146313,9.999999999e-11,0.0009740503009565674,0.009575120701346798,0.047570948536399184,0.09090909090909091,0.09090909090909091,0.9662949961945497,0.05788351500119662,0.0002999100269919024,9.999999999e-11,0.0010289401916026492,3.2340802886417797e-05,0.0029910269192422734,0.8911060820084699,0.017823096858810505
3500,9999999099805.0,1001226,9999899103.0,997,1000,0,5348.0,4827.0,6,4,201,999999710.0,108,5000,3,0,4,3500,9.999999999e-11,0.0010002245491755272,9.999999999e-11,0.0009960069810399034,0.009565723193170806,0.04757094853639907,0.09090909090909091,0.09090909090909091,0.9662738135494932,0.05425912187226008,0.0002999100269919024,9.999999999e-11,0.0010788348583529788,3.325856837991418e-05,0.0029910269192422734,0.8911018968153084,0.01782307254182515
3600,9999999100975.0,1000018,9999899115.0,987,1000,0,5347.0,4822.0,0,3,205,999999708.0,101,5000,2,0,9,3600,9.999999999e-11,0.0009990189630546041,9.999999999e-11,0.0009860267915567334,0.009556227408782283,0.04757094853639912,0.09090909090909091,0.09090909090909091,0.9662517949983932,0.05424395727937044,0.0002999100269919024,9.999999999e-11,0.001008980929261446,3.4187679935608735e-05,0.0029910269192422734,0.8910982436400516,0.017823057951336194
3700,9999999100388.0,1000678,9999899119.0,982,1000,0,4930.0,5203.0,14,0,218,999999696.0,100,5000,0,0,7,3700,9.999999999e-11,0.000999677644573983,9.999999999e-11,0.0009810366220371594,0.009546966881696992,0.04757094853639915,0.09090909090909091,0.09090909090909091,0.9662298150827963,0.053794753713485945,0.0002999100269919024,9.999999999e-11,0.0009990009990009992,3.509180911068559e-05,0.0029910269192422734,0.8910954799059602,0.01782303687574505
3800,9999999099824.0,1001268,9999899097.0,1005,1000,0,5200.0,4913.0,22,1,225,999999686.0,99,5000,0,0,13,3800,9.999999999e-11,0.0010002664651969253,9.999999999e-11,0.0010039909890559987,0.009537578649401876,0.047570948536399045,0.09090909090909091,0.09090909090909091,0.9662071527016782,0.05160510873317225,0.0002999100269919024,9.999999999e-11,0.000989020869339354,3.598448824273867e-05,0.0029910269192422734,0.8910906646404024,0.01782301742091287
3900,9999999100543.0,1000485,9999899100.0,1000,1000,0,4926.0,5192.0,8,3,236,999999668.0,96,5000,0,0,14,3900,9.999999999e-11,0.0009994850302195407,9.999999999e-11,0.0009990009990009992,0.009528082325331713,0.04757094853639906,0.09090909090909091,0.09090909090909091,0.966183123049536,0.05695980340530103,0.0002999100269919024,9.999999999e-11,0.000959079283887468,3.69053722592639e-05,0.0029910269192422734,0.8910850432039472,0.017822984995246646
4000,9999999100679.0,1000415,9999899094.0,1006,1000,0,4876.0,5225.0,10,1,253,999999648.0,94,5000,0,0,14,4000,9.999999999e-11,0.0009994151700726318,9.999999999e-11,0.0010049889810850284,0.00951887032457621,0.04757094853639903,0.09090909090909091,0.09090909090909091,0.9661590542390088,0.05380239723708269,0.0002999100269919024,9.999999999e-11,0.0009391172298039843,3.778065211468275e-05,0.0029910269192422734,0.8910791498864542,0.01782294932565112
4100,9999999101916.0,999103,9999899117.0,983,1000,0,4915.0,5119.0,9,2,259,999999621.0,102,5000,0,0,11,4100,9.999999999e-11,0.0009981057895113818,9.999999999e-11,0.0009820346599292895,0.009510109444972848,0.047570948536399135,0.09090909090909091,0.09090909090909091,0.9661357514612259,0.05643738977072311,0.0002999100269919024,9.999999999e-11,0.001018960660126671,3.861770098618492e-05,0.0029910269192422734,0.8910748611392738,0.01782291851892541
4200,9999999100234.0,1000750,9999899104.0,997,1000,0,5320.0,4733.0,15,3,270,999999606.0,99,5000,0,0,14,4200,9.999999999e-11,0.000999749500687187,9.999999999e-11,0.0009960069810399034,0.009501387653888447,0.04757094853639908,0.09090909090909091,0.09090909090909091,0.9661115875350117,0.05386350817822899,0.0002999100269919024,9.999999999e-11,0.000989020869339354,3.9451095929942286e-05,0.0029910269192422734,0.8910692287068942,0.017822889332643133
4300,9999999100234.0,1000738,9999899095.0,1007,1000,0,4714.0,5297.0,0,6,279,999999588.0,96,5000,0,0,10,4300,9.999999999e-11,0.0009997375246690377,9.999999999e-11,0.001005986971120082,0.00949216534551246,0.04757094853639904,0.09090909090909091,0.09090909090909091,0.9660852119197947,0.05462938065788295,0.0002999100269919024,9.999999999e-11,0.000959079283887468,4.03413767001051e-05,0.0029910269192422734,0.8910646662462404,0.017822855280771887
4400,9999999101054.0,999943,9999899091.0,1010,1000,0,5153.0,4899.0,7,3,279,999999571.0,97,5000,0,0,11,4400,9.999999999e-11,0.0009989441128269874,9.999999999e-11,0.001008980929261446,0.009482883997955296,0.04757094853639901,0.09090909090909091,0.09090909090909091,0.9660581446645721,0.0546670250655198,0.0002999100269919024,9.999999999e-11,0.0009690600117885652,4.123184990890523e-05,0.0029910269192422734,0.8910601012128854,0.017822829335610156
4500,9999999101803.0,999234,9999899100.0,1002,1000,0,5108.0,4857.0,8,5,299,999999547.0,97,5000,0,0,13,4500,9.999999999e-11,0.0009982365281210595,9.999999999e-11,0.0010009970010049932,0.009473955687648587,0.04757094853639906,0.09090909090909091,0.09090909090909091,0.9660308441326964,0.051254529926367066,0.0002999100269919024,9.999999999e-11,0.0009690600117885652,4.207020172666563e-05,0.0029910269192422734,0.8910531144155434,0.017822790416454463
4600,9999999102240.0,998773,9999899093.0,1008,1000,0,4909.0,5031.0,21,5,300,999999536.0,89,5000,0,0,15,4600,9.999999999e-11,0.0009977764478238775,9.999999999e-11,0.0010069849591611657,0.009464850607637349,0.047570948536399024,0.09090909090909091,0.09090909090909091,0.9660026749826509,0.05233129816377399,0.0003129020616547021,9.999999999e-11,0.0008892086043421354,4.292249063480931e-05,0.0029910269192422734,0.8910474668301115,0.01782275960426551
4700,9999999101152.0,999822,9999899117.0,984,1000,0,4885.0,5051.0,0,5,300,999999514.0,92,5000,0,0,6,4700,9.999999999e-11,0.0009988233544361209,9.999999999e-11,0.000983032695827306,0.009455382324270152,0.047570948536399135,0.09090909090909091,0.09090909090909091,0.9659715894874494,0.052714344318337214,0.00032289570468738594,9.999999999e-11,0.0009191543779722655,4.385347966118632e-05,0.0029910269192422734,0.891044776119403,0.01782272879099206
4800,9999999101783.0,999212,9999899130.0,973,1000,0,4688.0,5243.0,0,3,300,999999496.0,94,5000,0,0,9,4800,9.999999999e-11,0.0009982145720210617,9.999999999e-11,0.0009720541912718926,0.009446286714761946,0.047570948536399184,0.09090909090909091,0.09090909090909091,0.9659410498082958,0.05409208600697963,0.00033488781258278477,9.999999999e-11,0.0009391172298039843,4.471855891792373e-05,0.0029910269192422734,0.8910396613063423,0.01782270284214725
4900,9999999101476.0,999490,9999899138.0,963,1000,0,5275.0,4645.0,16,7,300,999999467.0,99,5000,0,0,14,4900,9.999999999e-11,0.000998492017213715,9.999999999e-11,0.0009620735231971611,0.00943703394383908,0.04757094853639924,0.09090909090909091,0.09090909090909091,0.965909160332392,0.05286218277000114,0.00034887824149371874,9.999999999e-11,0.000989020869339354,4.558726636279221e-05,0.0029910269192422734,0.8910318482583237,0.017822663917460388
5000,9999999101248.0,999748,9999899135.0,966,1000,0,5064.0,4830.0,8,5,300,999999443.0,98,5000,0,0,16,5000,9.999999999e-11,0.0009987495021826919,9.999999999e-11,0.0009650677445587561,0.00942815386857582,0.047570948536399225,0.09090909090909091,0.09090909090909091,0.9658769121928384,0.054478549632022984,0.0003678646258176991,9.999999999e-11,0.000979040540270535,4.640621473831319e-05,0.0029910269192422734,0.8910245672670863,0.017822623369115564
5100,9999999100499.0,1000492,9999899138.0,962,1000,0,4713.0,5130.0,25,2,300,999999415.0,103,5000,0,0,16,5100,9.999999999e-11,0.0009994920162336943,9.999999999e-11,0.0009610754454215045,0.009419008696478921,0.04757094853639924,0.09090909090909091,0.09090909090909091,0.965843210920451,0.056510244547257116,0.0003838526006013691,9.999999999e-11,0.0010289401916026492,4.725502128219294e-05,0.0029910269192422734,0.8910183597816193,0.01782258606299908
5200,9999999100321.0,1000681,9999899109.0,991,1000,0,4644.0,5170.0,15,6,300,999999376.0,113,5000,0,0,8,5200,9.999999999e-11,0.000999680638578906,9.999999999e-11,0.0009900188912787427,0.009409922231645705,0.0475709485363991,0.09090909090909091,0.09090909090909091,0.9658082306213768,0.05680070314216657,0.0003968424535459423,9.999999999e-11,0.0011287245412683665,4.812416298452066e-05,0.0029910269192422734,0.8910129581048233,0.017822540644743475
5300,9999999100701.0,1000294,9999899088.0,1015,1000,0,4650.0,5161.0,9,2,300,999999359.0,110,5000,0,0,11,5300,9.999999999e-11,0.0009992944117956475,9.999999999e-11,0.0010139708196180877,0.009400580465504262,0.047570948536399,0.09090909090909091,0.09090909090909091,0.9657704924927452,0.05298638110178934,0.0004148278464437258,9.999999999e-11,0.0010987913295375086,4.899817633427719e-05,0.0029910269192422734,0.8910064713431106,0.017822506579552238
5400,9999999099830.0,1001193,9999899083.0,1017,1000,0,5051.0,4746.0,1,3,300,999999344.0,103,5000,0,0,19,5400,9.999999999e-11,0.001000191615156247,9.999999999e-11,0.001015966761803246,0.009391424971217371,0.04757094853639898,0.09090909090909091,0.09090909090909091,0.9657319619954212,0.050100247120809446,0.00042182199111974754,9.999999999e-11,0.0010289401916026492,4.9839979064753026e-05,0.0029910269192422734,0.8909980849303057,0.017822469268572207
5500,9999999100029.0,1001015,9999899082.0,1019,1000,0,4755.0,4988.0,17,7,300,999999312.0,104,5000,0,0,15,5500,9.999999999e-11,0.0010000139710148047,9.999999999e-11,0.001017962696012763,0.00938220061504289,0.047570948536398976,0.09090909090909091,0.09090909090909091,0.9656923729629912,0.055466595498621124,0.0004338117257110414,9.999999999e-11,0.0010389195236953567,5.0687562104524626e-05,0.0029910269192422734,0.8909910444803879,0.017822420599708053
5600,9999999101070.0,999875,9999899072.0,1028,1000,0,4573.0,5141.0,16,7,300,999999281.0,108,5000,0,0,13,5600,9.999999999e-11,0.0009988762486109201,9.999999999e-11,0.0010269443012583064,0.009372976087075957,0.04757094853639892,0.09090909090909091,0.09090909090909091,0.9656503797219486,0.05344972035414262,0.00044779938587512794,9.999999999e-11,0.0010788348583529788,5.156794210903407e-05,0.0029910269192422734,0.8909842690577967,0.017822376795455192
5700,9999999099454.0,1001487,9999899075.0,1027,1000,0,4987.0,4694.0,1,3,300,999999263.0,104,5000,0,0,14,5700,9.999999999e-11,0.0010004850272515129,9.999999999e-11,0.001025946353095371,0.0093638200825194,0.047570948536398934,0.09090909090909091,0.09090909090909091,0.9656072420187369,0.05324940455937394,0.0004637848038510131,9.999999999e-11,0.0010389195236953567,5.2409787035945183e-05,0.0029910269192422734,0.8909780306755511,0.017822341101522955
