Time,S,E,I,R
1631,1259845,4579879,1854858,2305438
1632,1260541,4579244,1854962,2305273
1633,1261002,4578343,1855651,2305024
1634,1260733,4579539,1855770,2303978
1635,1261590,4579066,1856142,2303222
1636,1263677,4577322,1856931,2302090
1637,1262211,4578470,1857317,2302022
1638,1262687,4577881,1858323,2301129
1639,1263147,4576888,1858113,2301872
1640,1261498,4577691,1857494,2303337
1641,1260734,4578735,1856464,2304087
1642,1258230,4581351,1855082,2305357
1643,1258153,4581270,1856045,2304552
1644,1259195,4580476,1856426,2303923
1645,1258534,4582060,1856400,2303026
1646,1257832,4582343,1855709,2304136
1647,1256663,4582813,1854953,2305591
1648,1255326,4583847,1854194,2306653
1649,1252853,4586009,1853479,2307679
1650,1253190,4586490,1852186,2308154
1651,1250924,4588452,1851525,2309119
1652,1249587,4589312,1851972,2309149
1653,1251219,4588121,1851344,2309336
1654,1250635,4588352,1851035,2309998
1655,1251471,4587349,1851487,2309713
1656,1250723,4589014,1850417,2309866
1657,1248224,4591293,1849841,2310662
1658,1247835,4591935,1849310,2310940
1659,1248611,4590337,1850400,2310672
1660,1247524,4591465,1850717,2310314
1661,1248879,4590192,1850293,2310656
1662,1249789,4589054,1851352,2309825
1663,1249908,4589446,1850203,2310463
1664,1250325,4587917,1850005,2311773
1665,1250476,4587754,1849739,2312051
1666,1249428,4587979,1849551,2313062
1667,1251104,4586619,1849156,2313141
1668,1249660,4587263,1848682,2314415
1669,1253060,4584270,1850121,2312569
1670,1254501,4583469,1850930,2311120
1671,1253698,4584251,1851156,2310915
1672,1253479,4585531,1850114,2310896
1673,1250779,4587716,1849559,2311966
1674,1251872,4586730,1850379,2311039
1675,1251684,4587412,1850768,2310156
1676,1250327,4588736,1850500,2310457
1677,1252060,4587633,1850883,2309444
1678,1252032,4588850,1850262,2308876
1679,1251312,4589917,1848944,2309847
1680,1251714,4589932,1848085,2310289
1681,1251699,4590733,1848332,2309256
1682,1252712,4590062,1848798,2308448
1683,1253986,4589175,1848470,2308389
1684,1253297,4589816,1847563,2309344
1685,1253355,4590794,1846731,2309140
1686,1255820,4588194,1847495,2308511
1687,1258453,4585919,1848691,2306957
1688,1259935,4584933,1849390,2305762
1689,1260299,4585051,1849778,2304892
1690,1262496,4583159,1850534,2303831
1691,1261055,4583832,1850394,2304739
1692,1261106,4583082,1849753,2306079
1693,1260119,4584386,1848984,2306531
1694,1261283,4583853,1848296,2306588
1695,1260510,4584751,1846934,2307825
1696,1260151,4585634,1847843,2306392
1697,1261296,4584529,1848719,2305476
1698,1263822,4582834,1849022,2304342
1699,1263777,4583597,1848185,2304461
1700,1260978,4585998,1847360,2305684
1701,1261646,4584674,1847114,2306586
1702,1260638,4585726,1847350,2306306
1703,1260565,4585774,1846895,2306786
1704,1259459,4586331,1846306,2307924
1705,1259212,4587097,1846975,2306736
1706,1257970,4588388,1847348,2306314
1707,1256542,4589715,1846611,2307152
1708,1254298,4591977,1845803,2307942
1709,1255552,4591046,1846273,2307149
1710,1258251,4588862,1847026,2305881
1711,1258291,4589800,1846058,2305871
1712,1259325,4588935,1846633,2305127
1713,1258279,4590310,1845419,2306012
1714,1257359,4590843,1845036,2306782
1715,1256629,4591233,1844730,2307428
1716,1256909,4591760,1845536,2305815
1717,1258320,4591180,1846225,2304295
1718,1259397,4590779,1845885,2303959
1719,1261844,4588010,1847508,2302658
1720,1260530,4589150,1846677,2303663
1721,1261945,4587848,1847781,2302446
1722,1262446,4587259,1848390,2301925
1723,1261527,4588663,1847441,2302389
1724,1259689,4589933,1847967,2302431
1725,1259664,4588801,1847487,2304068
1726,1259279,4588300,1848347,2304094
1727,1256443,4590127,1847568,2305882
1728,1255458,4590938,1847049,2306575
1729,1256517,4589716,1848035,2305752
1730,1256898,4588822,1848526,2305774
1731,1258082,4588134,1849264,2304540
1732,1258464,4587909,1850202,2303445
1733,1258074,4588735,1849393,2303818
1734,1257389,4589101,1849232,2304298
1735,1256511,4590533,1849823,2303153
1736,1257900,4589440,1849395,2303285
1737,1260166,4587143,1850410,2302301
1738,1258885,4587374,1851759,2302002
1739,1257346,4587830,1852934,2301910
1740,1256834,4589085,1852527,2301574
1741,1256500,4589000,1852929,2301591
1742,1255332,4589579,1852619,2302490
1743,1257568,4587592,1853290,2301570
1744,1258030,4586967,1854263,2300760
1745,1255178,4589487,1853480,2301875
1746,1257443,4587225,1854097,2301255
1747,1259129,4586416,1853493,2300982
1748,1260309,4585743,1854047,2299921
1749,1259674,4586518,1854627,2299201
1750,1259778,4586977,1853566,2299699
1751,1260874,4586035,1854122,2298989
1752,1260110,4586177,1854909,2298824
1753,1260370,4587062,1853929,2298659
1754,1259946,4588063,1852625,2299386
1755,1258983,4589564,1851672,2299801
1756,1259671,4588567,1852289,2299493
1757,1258726,4589577,1852952,2298765
1758,1257828,4590480,1851975,2299737
1759,1260163,4588463,1852312,2299082
1760,1258256,4589435,1852848,2299481
1761,1257410,4590480,1852014,2300116
1762,1256003,4591287,1851609,2301121
1763,1257104,4590770,1851796,2300350
1764,1255971,4591646,1851541,2300862
1765,1257112,4590683,1852311,2299914
1766,1255807,4591839,1851832,2300542
1767,1257364,4590366,1851415,2300875
1768,1257164,4589882,1852187,2300787
1769,1258179,4589345,1852357,2300139
1770,1259098,4588536,1852598,2299788
1771,1258669,4588539,1852970,2299842
1772,1260829,4586562,1853565,2299064
1773,1262210,4585005,1853778,2299027
1774,1259200,4587642,1852849,2300329
1775,1260972,4586086,1853155,2299807
1776,1263112,4583918,1854003,2298987
1777,1263166,4584229,1854442,2298183
1778,1263534,4583342,1854965,2298179
1779,1264074,4582805,1855342,2297799
1780,1266396,4580869,1855928,2296827
1781,1264430,4582277,1855141,2298172
1782,1265610,4581359,1856103,2296948
1783,1266109,4581573,1855299,2297039
1784,1263017,4583718,1854613,2298672
1785,1263519,4583422,1854205,2298874
1786,1264059,4582909,1854609,2298443
1787,1262180,4584609,1853722,2299509
1788,1260556,4585278,1853346,2300840
1789,1259171,4586606,1852813,2301430
1790,1261445,4584655,1853104,2300816
1791,1262397,4584444,1853552,2299627
1792,1260741,4585814,1852624,2300841
1793,1260729,4586497,1851629,2301165
1794,1262536,4584503,1853291,2299690
1795,1260943,4585598,1852450,2301029
1796,1260636,4584681,1852509,2302194
1797,1258048,4586923,1851765,2303284
1798,1260635,4585301,1851944,2302140
1799,1259727,4586330,1851084,2302879
1800,1260513,4586426,1850034,2303047
1801,1259129,4586940,1849973,2303978
1802,1258700,4586734,1850386,2304200
1803,1257384,4587943,1850747,2303946
1804,1256312,4589307,1849105,2305296
1805,1256940,4587872,1850188,2305020
1806,1257260,4586834,1849899,2306027
1807,1258477,4585395,1850905,2305243
1808,1260407,4583999,1851466,2304148
1809,1261169,4583652,1851930,2303269
1810,1262296,4582519,1852486,2302719
1811,1262284,4583196,1851745,2302795
1812,1260437,4584475,1851515,2303593
1813,1258752,4585335,1852329,2303604
1814,1258174,4586570,1852498,2302778
1815,1257687,4588267,1850966,2303100
1816,1255968,4589590,1850195,2304267
1817,1254937,4590247,1849958,2304878
1818,1256572,4589555,1850161,2303732
1819,1256141,4588976,1850986,2303917
1820,1257199,4587778,1852194,2302849
1821,1256862,4588931,1852328,2301899
1822,1254491,4590871,1851879,2302779
1823,1252901,4592222,1850799,2304098
1824,1252439,4592132,1850171,2305278
1825,1251974,4592330,1850721,2304995
1826,1251963,4592502,1850297,2305258
1827,1250830,4592921,1850899,2305370
1828,1253257,4590826,1851272,2304665
1829,1251973,4591550,1850540,2305957
1830,1250865,4592015,1849881,2307259
1831,1252189,4591216,1850490,2306125
1832,1252243,4592212,1849562,2306003
1833,1251979,4593218,1848736,2306087
1834,1249497,4595424,1847629,2307470
1835,1248999,4595130,1848558,2307333
1836,1248349,4594898,1850007,2306766
1837,1247956,4595993,1850461,2305610
1838,1248860,4594589,1851269,2305302
1839,1249661,4593207,1850791,2306361
1840,1251853,4592220,1850090,2305857
1841,1254330,4589483,1851306,2304901
1842,1252914,4590480,1850671,2305955
1843,1253657,4589559,1851019,2305785
1844,1255164,4589123,1851428,2304305
1845,1256856,4588550,1850436,2304178
1846,1256270,4588337,1850995,2304418
1847,1258557,4586013,1851904,2303546
1848,1257922,4587359,1851198,2303541
1849,1255604,4589172,1850719,2304525
1850,1254283,4589899,1851241,2304597
1851,1254658,4590811,1851634,2302917
1852,1255743,4590034,1852430,2301813
1853,1257503,4588523,1852025,2301969
1854,1258127,4587368,1852748,2301777
1855,1258013,4586656,1853424,2301927
1856,1258981,4586147,1852705,2302187
1857,1257130,4587347,1851982,2303561
1858,1258196,4587170,1851560,2303094
1859,1258108,4588243,1851059,2302610
1860,1260370,4585813,1851694,2302143
1861,1259103,4587119,1850608,2303190
1862,1259629,4585772,1851987,2302632
1863,1257445,4588039,1851024,2303512
1864,1254404,4590763,1849821,2305032
1865,1255726,4589410,1850102,2304782
1866,1255534,4590114,1849305,2305067
1867,1258136,4587820,1850038,2304026
1868,1259321,4587504,1849111,2304084
1869,1256217,4590450,1847942,2305411
1870,1256362,4589336,1847735,2306587
1871,1257168,4587819,1848145,2306888
1872,1257389,4587079,1847408,2308144
1873,1256835,4586376,1848537,2308272
1874,1256911,4586916,1847828,2308365
1875,1257687,4586165,1848780,2307388
1876,1258981,4585219,1849396,2306424
1877,1256992,4585736,1850358,2306934
1878,1258390,4584889,1850782,2305959
1879,1259542,4584243,1851661,2304574
1880,1257977,4584876,1852200,2304967
1881,1255948,4586817,1851488,2305767
1882,1258364,4584716,1852224,2304716
1883,1255598,4587332,1851283,2305807
1884,1254164,4587964,1851695,2306197
1885,1254681,4587941,1850928,2306470
1886,1251551,4590069,1850902,2307498
1887,1254035,4587750,1851288,2306947
1888,1252148,4589314,1850294,2308264
1889,1250869,4590348,1849530,2309273
1890,1251691,4589390,1850539,2308400
1891,1252466,4588425,1851331,2307798
1892,1253820,4587771,1851102,2307327
1893,1256394,4585321,1851887,2306418
1894,1258073,4584645,1851065,2306237
1895,1260801,4582587,1851686,2304946
1896,1262213,4581188,1851302,2305317
1897,1259812,4583534,1850565,2306109
1898,1259245,4584374,1850688,2305713
1899,1260300,4584097,1850830,2304793
1900,1261181,4583802,1851244,2303793
1901,1258562,4586754,1849955,2304749
1902,1257161,4587843,1850010,2305006
1903,1258395,4586492,1851400,2303733
1904,1257675,4587847,1851984,2302514
1905,1256254,4588802,1851092,2303872
1906,1254764,4589863,1850493,2304900
1907,1257042,4587701,1851096,2304181
1908,1256373,4589094,1850030,2304523
1909,1254704,4589939,1849905,2305472
1910,1252718,4591913,1849132,2306257
1911,1251850,4592876,1849699,2305595
1912,1253008,4591873,1850327,2304812
1913,1252961,4593180,1850245,2303634
1914,1252479,4594207,1848853,2304481
1915,1250727,4596032,1848037,2305224
1916,1249678,4596376,1848752,2305214
1917,1250592,4595001,1848781,2305646
1918,1252680,4593415,1848597,2305328
1919,1253272,4592284,1849544,2304920
1920,1253446,4592378,1848441,2305755
1921,1254258,4591391,1847940,2306431
1922,1253149,4592426,1847169,2307276
1923,1252753,4593163,1847554,2306550
1924,1251449,4593782,1848079,2306710
1925,1251109,4594584,1848601,2305726
1926,1251581,4594303,1847670,2306466
1927,1252999,4593017,1848875,2305129
1928,1254020,4592361,1849653,2303986
1929,1254741,4591475,1849006,2304798
1930,1255666,4590617,1849735,2304002
1931,1255455,4591740,1848668,2304157
1932,1255125,4593003,1848617,2303275
1933,1253567,4593339,1848359,2304755
1934,1252929,4593930,1847572,2305589
1935,1251679,4594831,1846967,2306543
1936,1251219,4594195,1847929,2306677
1937,1251066,4595032,1847915,2306007
1938,1253805,4592531,1848503,2305181
1939,1254756,4591648,1849444,2304172
1940,1254122,4592567,1850454,2302877
1941,1255211,4591848,1850593,2302368
1942,1252615,4594106,1849291,2304008
1943,1250986,4595784,1848571,2304679
1944,1251849,4594956,1849491,2303724
1945,1253078,4594274,1849747,2302921
1946,1254389,4593553,1848696,2303382
1947,1253671,4593753,1848566,2304030
1948,1252624,4593954,1849525,2303917
1949,1250023,4596024,1848514,2305459
1950,1250374,4596084,1847808,2305754
1951,1250855,4594986,1848575,2305604
1952,1252115,4594521,1848767,2304617
1953,1251102,4595470,1847884,2305564
1954,1252538,4594591,1848405,2304486
1955,1252458,4593817,1848156,2305589
1956,1251124,4595117,1848124,2305655
1957,1251104,4595944,1847215,2305757
1958,1251760,4594479,1848293,2305488
1959,1251639,4595031,1847630,2305720
1960,1253147,4594248,1848141,2304484
1961,1253647,4593285,1848773,2304315
1962,1252402,4594418,1848837,2304363
1963,1250585,4595329,1848601,2305505
1964,1251524,4594596,1848794,2305106
1965,1251721,4595699,1847937,2304663
1966,1250946,4596312,1847375,2305387
1967,1249612,4597627,1846564,2306217
1968,1250241,4597419,1845616,2306744
1969,1250215,4597708,1846837,2305260
1970,1252701,4595337,1848087,2303895
1971,1253255,4595285,1847293,2304187
1972,1254267,4594783,1846627,2304343
1973,1254779,4594070,1847804,2303367
1974,1253127,4595951,1846934,2304008
1975,1252113,4596604,1846574,2304729
1976,1252187,4595811,1846128,2305894
1977,1252338,4594448,1846054,2307180
1978,1253910,4593672,1845585,2306853
1979,1251727,4596009,1845197,2307087
1980,1250982,4596217,1845915,2306906
1981,1249835,4596920,1845329,2307936
1982,1250837,4595957,1846340,2306886
1983,1249941,4596778,1845902,2307399
1984,1250863,4595455,1847111,2306591
1985,1251328,4594055,1847877,2306760
1986,1250173,4594518,1848715,2306614
1987,1247569,4596980,1847777,2307694
1988,1247794,4595813,1848771,2307642
1989,1250677,4593238,1849529,2306576
1990,1250481,4594105,1850186,2305248
1991,1248422,4595585,1849706,2306307
1992,1248921,4593818,1849644,2307637
1993,1248766,4595224,1848340,2307690
1994,1248113,4595358,1848054,2308495
1995,1247270,4595951,1848406,2308393
1996,1248178,4594655,1849131,2308056
1997,1247616,4594922,1848777,2308705
1998,1249637,4593353,1849563,2307467
1999,1247079,4595554,1848724,2308663
2000,1247575,4595205,1848069,2309171
