Time\ number,r1_2_100,r2_1_110,r1_2_100:=Cell_1,r2_1_110:=Cell_1,r2_3_300:=Cell_1,r1_2_400:=Cell_1,rM_500:=Cell_1,r3_2_700:=Cell_1,r2_2_800:=Cell_1,r1_2_100::Cell_1::Mito_1,r2_1_110::Cell_1::Mito_1,rM_300::Cell_1::Mito_1,rM_400::Cell_1::Mito_1,rM_500::Cell_1::Mito_1,r2_2_510::Cell_1::Mito_1,rM_600::Cell_1::Mito_1,rM_610::Cell_1::Mito_1,rM_620::Cell_1::Mito_1,rM_700::Cell_1::Mito_1,rM_710::Cell_1::Mito_1,r3_3_800::Cell_1::Mito_1,r3_3_810::Cell_1::Mito_1,rM_900::Cell_1::Mito_1,r1_1_1100::Cell_1::Mito_1,Time\ Probability,r1_2_100,r2_1_110,r1_2_100:=Cell_1,r2_1_110:=Cell_1,r2_3_300:=Cell_1,r1_2_400:=Cell_1,rM_500:=Cell_1,r3_2_700:=Cell_1,r2_2_800:=Cell_1,r1_2_100::Cell_1::Mito_1,r2_1_110::Cell_1::Mito_1,rM_300::Cell_1::Mito_1,rM_400::Cell_1::Mito_1,rM_500::Cell_1::Mito_1,r2_2_510::Cell_1::Mito_1,rM_600::Cell_1::Mito_1,rM_610::Cell_1::Mito_1,rM_620::Cell_1::Mito_1,rM_700::Cell_1::Mito_1,rM_710::Cell_1::Mito_1,r3_3_800::Cell_1::Mito_1,r3_3_810::Cell_1::Mito_1,rM_900::Cell_1::Mito_1,r1_1_1100::Cell_1::Mito_1
51370,10000000000823.0,1000212,9998484500294.0,9995533,93,200.0,15206,23840,68627454,100554869950.0,101957,9,90,0,70,0,1,1,5,5,1032,2000,1084,200.0,51370,9.999999999e-11,0.0009992125755913428,9.99999000001e-07,0.9999352155961181,0.09090909090909091,0.999000999000999,0.7626512561831864,0.9802645056015733,0.00099884875866237,9.99999000001e-07,0.9999994971838416,0.9523807431622495,0.9998000299960005,0.9994492933266932,0.9999989999529978,0.9900922751937171,0.9900895227384205,0.9944245865071306,0.9999490002115339,0.9999490025508724,0.999999949924113,0.01169390996100838,0.9999949924193732,0.9999999999999
51380,9999999999908.0,1001047,9998484315421.0,9998946,97,200.0,20966,37,68472523,100554832302.0,204282,0,0,21,2020,64,10,3,1,0,0,2000,1960,200.0,51380,9.999999999e-11,0.0010000459070448903,9.99999000001e-07,0.9999352300455393,0.09090909090909091,0.999000999000999,0.7626104294619588,0.0032536598942310264,0.0009988497332651862,9.99999000001e-07,0.9999994973263446,0.9523807432178211,0.9997999651734358,0.9994492275296569,0.9999989802120343,0.990092276415102,0.9900895249303019,0.994417401303015,0.9999490025471727,0.999949002532873,0.9999999499240669,0.011702689581260375,0.9999949924241764,0.9999999999999
51390,10000000001004.0,999993,9998483942628.0,9999071,113,200.0,19557,3931,68536522,100555140696.0,103766,0,1,1972,3787,500,29,411,66,0,0,2000,1670,0.0,51390,9.999999999e-11,0.0009989940129799782,9.99999000001e-07,0.9999352342106749,0.09090909090909091,0.999000999000999,0.7626817186633027,0.9801898866333089,0.000998848705011908,9.99999000001e-07,0.9999994973474153,0.9523807432713544,0.9998000290962629,0.9994487249098043,0.9999989999519977,0.9900922772915687,0.9900895259291005,0.9944240963633614,0.9999489995436114,0.9999489975179279,0.9999999499241761,0.011679095841310282,0.9999949924223381,0.9999999999999
51400,10000000001135.0,999893,9998483569967.0,10071978,104,200.0,15323,40,68380108,100555250580.0,97,170,0,0,2000,408,10,337,236,233,1007,2000,1336,200.0,51400,9.999999999e-11,0.0009988942126690117,9.99999000001e-07,0.9999352505908775,0.09090909090909091,0.999000999000999,0.7626693979963663,0.0031294841317795427,0.000998849663366632,9.99999000001e-07,0.9999994974076429,0.9523807432698694,0.9998000263969508,0.9994483274550036,0.999998999997,0.9900922784776862,0.9900895276662012,0.9944250465550528,0.9999490025508724,0.999949002514873,0.9999999499242285,0.011614693739371622,0.9999949924313802,0.9999999999999
51410,10000000001070.0,999977,9998483330456.0,9998728,112,200.0,13331,20440,68359532,100555339486.0,101508,200,1,1989,1987,0,10,11,60,295,1006,2000,1300,200.0,51410,9.999999999e-11,0.0009989780449315634,9.99999000001e-07,0.9999352584236738,0.09090909090909091,0.999000999000999,0.7624426556064017,0.25870282183807275,0.0009988496369804228,9.99999000001e-07,0.999999497529326,0.96714827653438,0.999800029476154,0.9994491147227663,0.9999989874812177,0.9900922799186473,0.9900895299177176,0.9944198116323058,0.999949001671245,0.9999490025457727,0.9999999499242197,0.011685193082365639,0.9999949924325123,0.9999999999999
51420,10000000000145.0,1000856,9998472842824.0,20080348,112,200.0,16475,652,68362161,100555310272.0,66,200,1900,1901,1900,0,0,2,76,326,0,2000,27,200.0,51420,9.999999999e-11,0.0009998552888350377,9.99999000001e-07,0.9999356934180723,0.09090909090909091,0.999000999000999,0.7626537974082082,0.24688839684050845,0.0009988485925400297,9.99999000001e-07,0.9999994976127823,0.958333122986673,0.9998000296161131,0.9994492794389503,0.9999989999200937,0.9900922810731785,0.9900895315482847,0.994424792465129,0.9999490000254413,0.9999490025471727,0.9999999499242662,0.011739237927489285,0.999994992430927,0.9999999999999
51430,10000000000217.0,1000786,9998482623398.0,58284,110,200.0,3624,0,68239176,100555112210.0,98966,200,2000,1,1,770,20,117,1,770,1005,2000,39,200.0,51430,9.999999999e-11,0.0009997854287399131,9.99999000001e-07,0.9999348726791292,0.09090909090909091,0.999000999000999,0.7616982310924876,0.0009788257295168812,0.0009988495652956423,9.99999000001e-07,0.9999994977469395,0.9990103283208446,0.999800027796612,0.9994499465359118,0.9999989996079464,0.9900922831871374,0.990089533569223,0.9944283551917737,0.9999489953568571,0.9999490025488725,0.9999999499241895,0.011890042549469043,0.9999949924394361,0.9999999999999
51440,10000000000375.0,1000635,9998482356652.0,10009713,112,200.0,22511,34414,68536501,100555488260.0,98765,200,2000,3,3997,161,20,153,0,6,29,2000,0,199.0,51440,9.999999999e-11,0.0009996347305014446,9.99999000001e-07,0.9999353092205961,0.09090909090909091,0.999000999000999,0.7626385795396806,0.9803243638165042,0.000998849542020908,9.99999000001e-07,0.9999994978349115,0.9990083566190211,0.9998000237974758,0.9994489829216077,0.9999989999929999,0.9900922843010006,0.9900895353226673,0.9944252703707273,0.9999490024838714,0.9999490025488725,0.99999994992411,0.011748766799778551,0.999994992420354,0.9999999999999
51450,10000000000271.0,1000615,9998482129833.0,9997804,104,201.0,21931,34,68371554,100555392422.0,100816,0,0,2000,2001,0,10,17,1143,1083,1023,2000,88,201.0,51450,9.999999999e-11,0.0009996147704664498,9.99999000001e-07,0.9999353168505628,0.09090909090909091,0.999000999000999,0.7626193644943184,0.002990370980165811,0.0009988495218659322,9.99999000001e-07,0.9999994979910236,0.952380743475853,0.999798873740099,0.9994466089835843,0.9999989993147307,0.990092286031977,0.9900895384767049,0.9944269430525595,0.9999489991814314,0.9999490025468727,0.9999999499241198,0.011832449682195132,0.9999949924318179,0.9999999999999
51460,10000000000499.0,1000452,9998481664104.0,611,102,200.0,23866,337,68319744,100555214412.0,80,200,0,2000,1999,60,10,9,163,143,4,2000,75,401.0,51460,9.999999999e-11,0.000999452096151501,9.99999000001e-07,0.9999349267796743,0.09090909090909091,0.999000999000999,0.7623672932517982,0.14057469256454527,0.0009988494717630726,9.99999000001e-07,0.9999994981035484,0.9599997894122807,0.9997999893999364,0.9994505514346835,0.9999989994416885,0.9900922877175897,0.9900895405238884,0.9944295031681081,0.9999490025447727,0.9999490023448407,0.9999999499240141,0.011965645936278226,0.9999949924348552,0.9999999999999
51470,10000000000609.0,1000370,9998481529996.0,10001689,100,200.0,23716,36534,68479437,100555323118.0,103455,0,1,2000,1997,60,0,543,0,7,1038,2000,0,200.0,51470,9.999999999e-11,0.0009993702599730306,9.99999000001e-07,0.9999353621047244,0.09090909090909091,0.999000999000999,0.7625524242825769,0.9803203348215803,0.0009988494620995065,9.99999000001e-07,0.999999498122757,0.9523807435564806,0.9998000094181746,0.9994507570192173,0.9999989778364272,0.9900922875604272,0.9900895406539338,0.9944303969964876,0.9999490025282731,0.9999490025257731,0.9999999499239142,0.0120155816001232,0.9999949924237626,0.9999999999999
51480,10000000001418.0,999580,9998471355959.0,19752630,110,201.0,11022,144791,68365024,100555370154.0,46,200,1,1922,1998,33,0,0,0,14,1024,2000,60,400.0,51480,9.999999999e-11,0.0009985818375668049,9.99999000001e-07,0.999935781745312,0.09090909090909091,0.999000999000999,0.7609171151139374,0.9899012758986168,0.0009988474422072927,9.99999000001e-07,0.9999994983405356,0.9990038940213201,0.9997999912601176,0.9994507013977533,0.99999899959984,0.9900922909346462,0.990089545306986,0.9944301903727163,0.9999490025491725,0.9999490023554444,0.9999999499239538,0.01206422527822853,0.999994992428619,0.9999999999999
51490,10000000000295.0,1000658,9998480788970.0,33252,103,200.0,12704,19274,68321839,100555509759.0,101334,0,0,0,0,48,0,1,1,48,1049,2000,932,200.0,51490,9.999999999e-11,0.000999657684540703,9.99999000001e-07,0.9999349702409256,0.09090909090909091,0.999000999000999,0.7625509674127711,0.16562915400977854,0.0009988493847755083,9.99999000001e-07,0.9999994984529516,0.952380743587113,0.9997999813869559,0.999450629187249,0.999998999997,0.9900922919635586,0.9900895469653405,0.9944251694775704,0.9999490009439778,0.9999490025448727,0.9999999499239732,0.011926413261141208,0.9999949924347099,0.9999999999999
51500,10000000001200.0,999795,9998480629858.0,10001229,106,200.0,6542,81,68418658,100555741150.0,0,200,2000,0,0,428,1,9,22,428,0,2000,32,202.0,51500,9.999999999e-11,0.0009987964083449188,9.99999000001e-07,0.9999353942864763,0.09090909090909091,0.999000999000999,0.7625846464513217,0.006269059558183412,0.0009988493654426874,9.99999000001e-07,0.9999994985067034,0.999006998573615,0.9998000269968103,0.9994503373114415,0.999998999675895,0.9900922931775092,0.9900895465446398,0.9944288144377679,0.9999490015646519,0.9999490025508724,0.9999999499239643,0.011919324367354746,0.9999949924285705,0.9999999999999
51510,10000000001238.0,999801,9998470209393.0,20055787,120,200.0,26233,648,68394550,100555641370.0,100554,200,3920,0,4,44,0,36,399,398,1027,2000,0,400.0,51510,9.999999999e-11,0.0009988023963653115,9.99999000001e-07,0.9999358296269408,0.09090909090909091,0.999000999000999,0.7625702105635284,0.28593722422691803,0.0009988473274815236,9.99999000001e-07,0.9999994986866025,0.9990275858337112,0.9998000249972502,0.9994505628336505,0.9999989999964,0.9900922948476291,0.9900895505878623,0.9944306730372536,0.9999490025430728,0.9999490025392729,0.9999999499239443,0.012035583453276441,0.9999949924265684,0.9999999999999
51520,10000000001165.0,999774,9998480004114.0,10042088,113,200.0,3003,4942,68516655,100555958050.0,670,200,3930,0,0,0,0,10,0,238,0,2000,40,400.0,51520,9.999999999e-11,0.0009987754502729785,9.99999000001e-07,0.9999354273471502,0.09090909090909091,0.999000999000999,0.7623242682270328,0.19881561445459914,0.0009988483046192713,9.99999000001e-07,0.9999994987266554,0.9629627519741142,0.9998000293961768,0.9994503533305092,0.999998999997,0.9900922957390887,0.990089552057357,0.994428809996664,0.9999490000626252,0.999949002151734,0.9999999499239477,0.011951280795101858,0.9999949924234766,0.9999999999999
51530,10000000000082.0,1000896,9998479781045.0,10016114,110,200.0,12422,26,68542776,100556100440.0,2909,200,2000,1,2000,540,10,0,5,0,986,2000,0,400.0,51530,9.999999999e-11,0.0009998952088850078,9.99999000001e-07,0.9999354350424481,0.09090909090909091,0.999000999000999,0.7625856695252274,0.0030947109493946394,0.0009988482845700835,9.99999000001e-07,0.9999994986973624,0.9990068212714612,0.999800029196234,0.99944861211149,0.999998999999,0.9900922972905648,0.9900895542713206,0.9944285182529616,0.9999490006585965,0.999948997114053,0.9999999499239088,0.011994846947751733,0.9999949924180007,0.9999999999999
51540,10000000001314.0,999637,9998469539742.0,19931558,110,200.0,15614,30889,68624529,100556186720.0,1,0,0,2000,0,20,0,154,62,2,17,2000,608,0.0,51540,9.999999999e-11,0.0009986387237820747,9.99999000001e-07,0.9999358676730712,0.09090909090909091,0.999000999000999,0.7624937817974875,0.9898786770771919,0.0009988492503167196,9.99999000001e-07,0.9999994989618592,0.9523807438027315,0.9997999895999584,0.9994504178169148,0.999998999995,0.9900922983274416,0.9900895557019659,0.9944296849956167,0.9999490025413728,0.9999490025468727,0.9999999499237947,0.012007685869143876,0.9999949924172286,0.9999999999999
51550,10000000000343.0,1000687,9998479151227.0,10001829,110,200.0,15486,23262,68569934,100556216290.0,103171,200,0,0,0,0,0,0,232,0,0,2000,1808,200.0,51550,9.999999999e-11,0.000999686626588699,9.99999000001e-07,0.9999354676931348,0.09090909090909091,0.999000999000999,0.7625350861420473,0.9802681674214533,0.0009988482197518652,9.99999000001e-07,0.999999499068606,0.9990114924714772,0.999800029196234,0.9994505427269847,0.9999989815808716,0.9900923002799913,0.990089558388367,0.9944222408167672,0.9999490025446728,0.9999490002175615,0.9999999499238464,0.01200290502559489,0.9999949924268811,0.9999999999999
51560,10000000001254.0,999785,9998478907125.0,9996373,116,200.0,3531,24185,68597932,100556328538.0,200812,0,2001,1999,1997,922,10,772,28,32,0,2000,2000,0.0,51560,9.999999999e-11,0.0009987864283107712,9.99999000001e-07,0.9999354681343102,0.09090909090909091,0.999000999000999,0.7623435651240921,0.980261349550195,0.0009988491940839243,9.99999000001e-07,0.9999994988964656,0.9523807438868093,0.9998000212778593,0.9994477853979328,0.999998999999,0.9900923011246135,0.9900895555564656,0.9944288391804212,0.9999490025021726,0.9999490025437727,0.9999999499239692,0.011964420688584219,0.9999967542481435,0.9999999999999
51570,10000000000052.0,1000903,9998478588539.0,1059,116,200.0,17059,619,68669323,100556404560.0,0,200,0,0,0,193,0,162,0,193,28,2000,0,0.0,51570,9.999999999e-11,0.0009999021948934245,9.99999000001e-07,0.9999350771887396,0.09090909090909091,0.999000999000999,0.7625540839768328,0.162639823201574,0.0009988491685205686,9.99999000001e-07,0.9999994992763592,0.9990023845581155,0.9997998364801135,0.9994506997878221,0.999998993470644,0.990092303300708,0.9900895622298085,0.9944302111514869,0.9999490025470726,0.9999490025488725,0.999999949923738,0.01200441571293379,0.9999949924106708,0.9999999999999
51580,10000000000215.0,1000849,9998468362478.0,20009302,109,201.0,3275,92,68602022,100556556120.0,99960,200,3970,0,0,254,10,226,0,49,30,2000,2000,201.0,51580,9.999999999e-11,0.000999848302825965,9.99999000001e-07,0.9999359235401543,0.09090909090909091,0.999000999000999,0.7625231282424025,0.9802062448311953,0.0009988481479148886,9.99999000001e-07,0.9999994994157857,0.999019965609169,0.9998000295961189,0.9994504248019235,0.9999989797948368,0.990092304488137,0.9900895631565952,0.9944219678721445,0.9999490025416728,0.9999490004927518,0.9999999499237144,0.011978281191954205,0.9999965160793821,0.9999999999999
51590,10000000001215.0,999739,9998478158775.0,10060528,103,200.0,4915,32210,68848196,100557323250.0,104300,200,2000,5,5,1,10,67,244,243,1010,2000,1471,399.0,51590,9.999999999e-11,0.0009987405201511246,9.99999000001e-07,0.9999355026911992,0.09090909090909091,0.999000999000999,0.7623388937653198,0.24471365264120556,0.0009988491248477448,9.99999000001e-07,0.9999994993991538,0.9990335978956449,0.9998000299960005,0.9994483957485693,0.9999989999965,0.990092304442413,0.9900895641954222,0.9944194400475511,0.9999490025415728,0.9999490025423728,0.9999999499239428,0.011651866420079057,0.9999949924042617,0.9999999999999
