Time,H2O,OH-,H+,glucose,O2,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_channel:=Cell_1,glucose_in:=Cell_1,O2:=Cell_1,O2_in:=Cell_1,Pyruvate:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,Pi-:=Cell_1,Pi_total:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic:=Cell_1,H2O::Cell_1::Mito_1,OH-::Cell_1::Mito_1,H+::Cell_1::Mito_1,H+_inter::Cell_1::Mito_1,O2::Cell_1::Mito_1,O2_in::Cell_1::Mito_1,CO2::Cell_1::Mito_1,ATP::Cell_1::Mito_1,ATP_created::Cell_1::Mito_1,ADP::Cell_1::Mito_1,Pi::Cell_1::Mito_1,Pi-::Cell_1::Mito_1,Pi_total::Cell_1::Mito_1,NAD+::Cell_1::Mito_1,NADH::Cell_1::Mito_1,NADH_created::Cell_1::Mito_1,Pyruvate::Cell_1::Mito_1,Pyruvate-::Cell_1::Mito_1,Pyruvate_trans::Cell_1::Mito_1,Pyruvate-_in::Cell_1::Mito_1,CoA-SH::Cell_1::Mito_1,Acetyl_CoA::Cell_1::Mito_1,FAD::Cell_1::Mito_1,GDP::Cell_1::Mito_1,GTP::Cell_1::Mito_1,FADH2::Cell_1::Mito_1,FADH2_created::Cell_1::Mito_1,ATP_ase::Cell_1::Mito_1,ADP_ATP_trans::Cell_1::Mito_1,NADH_shuttle::Cell_1::Mito_1,Pi_trans::Cell_1::Mito_1,Commp1::Cell_1::Mito_1,Commp2::Cell_1::Mito_1
57630,9999999999242,1000758,1000758,100000,20000,9998302042735,1717423288,52254,3878,1000,576190000,0,1152560000,0,510863408,1152372244,69048273,130951727,136454627,0,0,9974342,25658,585688186,100628123952,0,2228262297,5400,729683500,0,223282597,149649,2744750400,9850351,14347451,0,0,9993403,6597,0,0,0,200,55820650,9999999,1,9997951,10000000,0,2049,55820649,2000,2000,2000,2000,1000,1000
57640,9999999999092,1000908,1000908,111000,20000,9998291583765,1727863460,10000606,3693,1000,576279000,20100,1152760000,0,510859378,1152550614,68881335,131118665,136478565,0,0,9999932,68,585865446,100627871930,1700,2228724860,600,729833200,0,223303160,2490,2744944000,9997510,14637610,0,0,9999540,460,0,0,0,200,55825790,10000000,0,9999810,10000000,0,190,55825790,2000,2000,2000,2000,1000,1000
57650,9999999998994,1001006,1001006,104000,20100,9998301272713,1718281684,1144,13424,1000,576386000,19900,1152959900,0,510938115,1152745152,68820167,131179833,136383433,0,0,9999955,45,585969207,100627812795,15,2229224035,800,729968050,0,223337320,3630,2745368000,9996370,14792770,0,0,9996880,3120,0,0,2000,200,55837830,9998000,2000,9999970,10000000,0,30,55833830,2000,2000,2000,2000,1000,1000
57660,9999999998995,1001005,1001005,100000,20100,9998300955512,1718219464,536,12940,1000,576490000,19900,1153159900,0,511008801,1152954120,68747406,131252594,136772794,0,0,9993729,6271,586097549,100628214990,2100,2229085980,151200,730099550,0,223385080,62,2745758800,9999938,14479730,0,0,9999920,80,0,0,0,200,55847770,9998000,2000,9999830,9999992,8,170,55845770,2000,2000,2000,2000,1000,1000
57670,9999999998789,1001211,1001211,104000,20000,9998300650417,1718336330,626,10939,1000,576586000,0,1153360000,0,511091978,1153150122,68789407,131210593,136970893,0,0,9999982,18,586200504,100628566357,23,2229428283,2600,730246200,0,223424560,40,2746284000,9999960,14237660,0,0,9997840,2160,0,0,0,200,55857640,9998000,2000,9999960,9998000,2000,40,55855640,2000,2000,2000,2000,1000,1000
57680,9999999998926,1001074,1001074,104000,20000,9998300277696,1718620078,1120,9882,1000,576686000,20100,1153560000,0,511140741,1153352236,68603414,131396586,137067686,0,0,9993999,6001,586346035,100628533700,0,2229768170,600,730381200,0,223453880,70,2746573600,9999930,14328830,0,0,9999920,80,0,0,1990,200,55865460,10000000,0,9999930,10000000,0,70,55863470,2000,2000,2000,2000,1000,1000
57690,9999999999097,1000903,1000903,100000,20000,9998289964735,1728659413,10001111,10886,1000,576790000,20100,1153760000,0,511211474,1153558228,68407098,131592902,137352702,0,0,9938676,61324,586469904,100628662430,0,2229932130,0,730538550,0,223501130,60,2746843200,9999940,14240140,0,0,9999970,30,0,0,0,200,55876850,9997910,2090,9999840,10000000,0,160,55874760,2000,2000,2000,2000,1000,1000
57700,9999999998823,1001177,1001177,98000,20000,9998289498442,1729160327,9992025,3135,1000,576892000,20000,1153960000,0,511197614,1153777730,68128299,131871701,137326101,0,0,9999616,384,586695246,100628451144,46,2229993126,375000,730687200,0,223539480,29670,2747047600,9970330,14515930,0,0,9999220,780,0,0,0,200,55884870,10000000,0,9999930,10000000,0,70,55884870,2000,2000,2000,2000,1000,1000
57710,9999999998899,1001101,1001101,108000,20000,9998299141406,1719493275,1107,13688,1000,576982000,0,1154160000,0,511274301,1153936624,68167751,131832249,137360249,0,0,9995469,4531,586767393,100628622630,0,2230772040,200,730840600,0,223579540,34370,2747603200,9965630,14437630,0,0,9999760,240,0,0,0,200,55894930,9999940,60,9999930,10000000,0,70,55894870,2000,2000,2000,2000,1000,1000
57720,9999999998730,1001270,1001270,117000,20000,9998298906819,1720028528,600,10950,1000,577073000,0,1154360000,0,511387966,1154124100,68209707,131790293,137075593,0,0,9999094,906,586825194,100628659080,0,2231406660,13200,730938750,0,223635760,168040,2748259200,9831960,14546660,0,0,9999940,60,0,0,2000,200,55910940,10000000,0,9999860,10000000,0,140,55908940,2000,2000,2000,2000,1000,1000
57730,9999999999012,1000988,1000988,113000,20100,9998298509525,1720550684,21344,11592,1000,577177000,20000,1154559900,0,511426785,1154330816,68116819,131883181,136960581,0,0,9999925,75,586983241,100628315770,98460,2232065620,2400,731074450,0,223675160,82090,2748544400,9917910,14840510,0,0,9989640,10360,0,0,2000,200,55920790,10000000,0,9999810,10000000,0,190,55918790,2000,2000,2000,2000,1000,1000
57740,9999999999247,1000753,1000753,118000,20200,9998298342360,1720927235,1149,9567,1000,577272000,19900,1154759800,0,511563607,1154524866,68283195,131716805,136764205,0,0,9991293,8707,587027459,100628486822,0,2232109217,390200,731166100,0,223729317,20139,2749122800,9979861,14932461,0,0,9999983,17,0,0,0,200,55933800,9998039,1961,9997761,10000000,0,2239,55931839,2000,2000,2000,2000,1000,1000
57750,9999999999604,1000396,1000396,108000,20000,9998288242059,1730957063,9993313,10702,1000,577382000,0,1154960000,0,511736150,1154742596,68647672,131352328,136839828,0,0,10000000,0,587067496,100629083350,1900,2232720000,0,731283750,0,223755800,48,2749923600,9999952,14512450,0,0,9982800,17200,0,0,0,200,55938950,10000000,0,9999850,9999998,2,150,55938950,2000,2000,2000,2000,1000,1000
57760,9999999999317,1000683,1000683,104000,20100,9998287867029,1731565445,9997975,4247,1000,577486000,19900,1155159900,0,511773005,1154963506,68354954,131645046,136615646,0,0,9999975,25,587242381,100628594220,0,2233389960,0,731437350,0,223786660,3980,2750090000,9996020,15025420,0,0,9951540,48460,0,0,0,200,55948120,9998060,1940,9999820,10000000,0,180,55946180,2000,2000,2000,2000,1000,1000
57770,9999999999406,1000594,1000594,103000,20000,9998297619648,1722018044,566,10091,1000,577587000,0,1155360000,0,511889626,1155153818,68577422,131422578,136417678,0,0,9999404,596,587308822,100628697656,102534,2234010314,1000,731549500,0,223821480,4550,2750796400,9995450,15000330,0,0,9999920,80,0,0,0,200,55955370,10000000,0,9999830,9999980,20,170,55955370,2000,2000,2000,2000,1000,1000
57780,9999999999310,1000690,1000690,106000,20000,9998297455015,1721984671,807,12090,1000,577684000,20000,1155560000,0,512048568,1155343820,68617286,131382714,136621714,0,0,9999932,68,587333852,100629173200,1800,2234070200,1400,731649700,0,223845600,0,2751320000,10000000,14761000,0,0,9963700,36300,0,0,0,200,55961400,10000000,0,10000000,10000000,0,0,55961400,2000,2000,2000,2000,1000,1000
57790,9999999999396,1000604,1000604,111000,20000,9998287098059,1732244997,10043613,11623,1000,577779000,20000,1155760000,0,512128308,1155534754,68617956,131382044,136729544,0,0,9976792,23208,587433846,100629394800,0,2234354200,1800,731774700,0,223882400,99,2751807600,9999901,14652400,0,0,9999900,100,0,0,2000,200,55972600,10000000,0,10000000,9999999,1,0,55970600,2000,2000,2000,2000,1000,1000
57800,9999999999418,1000582,1000582,98000,20000,9998287018920,1732475838,9999930,5023,1000,577892000,20000,1155960000,0,512282286,1155773954,68773838,131226162,136586762,0,0,9999994,6,587510148,100629797969,11,2234756681,3000,731854700,0,223925870,191650,2752592800,9808350,14447750,0,0,9999530,470,0,0,0,200,55981520,9999930,70,9999950,10000000,0,50,55981450,2000,2000,2000,2000,1000,1000
57810,9999999999637,1000363,1000363,100000,20000,9998286463226,1732819476,10012582,12927,1000,577990000,0,1156160000,0,512256293,1155954146,68493782,131506218,136805918,0,0,9999887,113,587709233,100629533950,90,2234997470,67000,732066100,0,223954480,20,2752619200,9999980,14700280,0,0,9999920,80,0,0,0,200,55988620,10000000,0,9999980,10000000,0,20,55988620,2000,2000,2000,2000,1000,1000
57820,9999999999325,1000675,1000675,119000,20000,9998286161539,1733210822,10016528,7187,1000,578071000,0,1156360000,0,512350473,1156127626,68389801,131610199,136728499,0,0,9961367,38633,587776293,100629429580,0,2235584250,200,732208000,0,223993748,30,2753016800,9999970,14881670,0,0,9999952,48,0,0,2,200,56000860,9996772,3228,9999970,10000000,0,30,55997630,2000,2000,2000,2000,1000,1000
57830,9999999999193,1000807,1000807,113000,20100,9998295989759,1723216215,1099,3690,1000,578177000,19900,1156559900,0,512475952,1156346620,68745294,131254706,136908806,0,0,9996768,3232,587855888,100630155260,0,2235682320,13000,732263400,0,224053120,80,2753823200,9999920,14345820,0,0,9999980,20,0,0,0,200,56014780,9998000,2000,9999820,10000000,0,180,56012780,2000,2000,2000,2000,1000,1000
57840,9999999999162,1000838,1000838,108000,20000,9998285586130,1733741674,9995662,4593,1000,578282000,0,1156760000,0,512500584,1156554814,68561784,131438216,136796416,0,0,9999396,604,588030010,100629905180,1400,2236247670,2000,732439350,0,224093970,50,2754106400,9999950,14641750,0,0,9999930,70,0,0,0,200,56024220,9999030,970,9999950,10000000,0,50,56023250,2000,2000,2000,2000,1000,1000
57850,9999999999151,1000849,1000849,102000,20000,9998295164568,1723994155,583,2191,1000,578388000,0,1156960000,0,512513299,1156771618,68273993,131726007,136977407,0,0,9999971,29,588222189,100629716642,98968,2236621888,3200,732612150,0,224130519,30,2754275600,9999970,14748570,0,0,9983781,16219,0,0,2001,200,56036130,9998001,1999,9999870,10000000,0,130,56032130,2000,2000,2000,2000,1000,1000
57860,9999999999213,1000787,1000787,98000,20000,9998284875374,1734195204,10010372,8353,1000,578492000,0,1157160000,0,512610524,1156967294,68099758,131900242,137071542,0,0,9934656,65344,588314650,100629795507,37,2236867411,400,732765150,0,224168474,20,2754579200,9999980,14826682,0,0,9993926,6074,0,0,0,200,56042120,9999998,2,9997882,9998002,1998,2118,56042118,2000,2000,2000,2000,1000,1000
57870,9999999999387,1000613,1000613,97000,20000,9998284514417,1734377570,9987364,3093,1000,578593000,0,1157360000,0,512648322,1157179814,67981337,132018663,137254163,0,0,9999928,72,588485342,100629950852,0,2237054897,12800,732911550,0,224184597,50,2754924400,9999950,14762451,0,0,9971903,28097,0,0,0,200,56046150,9999999,1,9999851,9998001,1999,149,56046149,2000,2000,2000,2000,1000,1000
57880,9999999999375,1000625,1000625,100000,20000,9998284270838,1734233398,10053994,4720,1000,578690000,20000,1157560000,0,512793723,1157370560,67987386,132012614,137651814,0,0,9925427,74573,588520787,100630367087,100463,2237150063,1000,733018100,0,224218499,49,2755410000,9999951,14358750,0,0,9998101,1899,0,0,1,200,56056050,9998101,1899,9997850,9997999,2001,2150,56054150,2000,2000,2000,2000,1000,1000
57890,9999999999341,1000659,1000659,99000,20000,9998293942346,1724463707,1153,13970,1000,578791000,20200,1157760000,0,512842873,1157554060,68006553,131993447,137757147,0,0,9999927,73,588647987,100630709403,101697,2237407597,600,733128800,0,224252800,77200,2755989200,9922800,14159100,0,0,10000000,0,0,0,0,200,56063200,10000000,0,10000000,10000000,0,0,56063200,2000,2000,2000,2000,1000,1000
57900,9999999999380,1000620,1000620,100000,20100,9998283585400,1734960932,10062810,4759,1000,578890000,19900,1157959900,0,512914804,1157770482,67861662,132138338,137628938,0,0,9947326,52674,588780408,100630500190,0,2237841680,25000,733291200,0,224289078,67,2756222400,9999933,14509330,0,0,9999922,78,0,0,2,200,56075270,9996002,3998,9999930,9999997,3,70,56071270,2000,2000,2000,2000,1000,1000
57910,9999999999617,1000383,1000383,112000,20000,9998283259156,1735176537,10083423,6383,1000,578978000,20000,1158160000,0,513003568,1157943234,67882743,132117257,137751057,0,0,9959182,40818,588852916,100630837110,80,2238138320,1800,733402200,0,224342439,69230,2756804800,9930770,14296970,0,0,9998461,1539,0,0,1,200,56086750,9998481,1519,9999970,10000000,0,30,56085230,2000,2000,2000,2000,1000,1000
57920,9999999999745,1000255,1000255,115000,20000,9998293008524,1725355374,30334,2268,1000,579075000,0,1158360000,0,513075280,1158145464,68006398,131993602,137836402,0,0,9977120,22880,588969884,100631116197,129,2238379190,45200,733536850,0,224395459,21687,2757342000,9978313,14135513,0,0,9999941,59,0,0,2,200,56100300,9998089,1911,9999813,10000000,0,187,56098387,2000,2000,2000,2000,1000,1000
57930,9999999999387,1000613,1000613,111000,20000,9998282628038,1735835458,9996758,16079,1000,579179000,0,1158560000,0,513102190,1158325842,68005776,131994224,137752324,0,0,9997590,2410,589107832,100631088348,94,2238942271,2200,733666700,0,224457277,19,2757803200,9999981,14241881,0,0,9999923,77,0,0,0,200,56115820,9997999,2001,9999981,10000000,0,19,56113819,2000,2000,2000,2000,1000,1000
57940,9999999999194,1000806,1000806,114000,20000,9998292558330,1725742898,540,2014,1000,579276000,0,1158760000,0,513287001,1158547972,68187788,131812212,137926012,0,0,9952859,47141,589133731,100631577181,100561,2239155778,22400,733758650,0,224508636,66959,2758499200,9933041,13817241,0,0,9999964,36,0,0,81,200,56127240,10000000,0,9999841,9998000,2000,159,56127159,2000,2000,2000,2000,1000,1000
57950,9999999999111,1000889,1000889,114000,20000,9998282108294,1736196249,9996237,8401,1000,579376000,20000,1158960000,0,513296864,1158735198,67965983,132034017,137932617,0,0,9999976,24,589301174,100631421320,0,2239552440,800,733907850,0,224548640,6058,2758698400,9993942,14095340,0,0,9944660,55340,0,0,0,200,56137160,10000000,0,9999840,9999998,2,160,56137160,2000,2000,2000,2000,1000,1000
57960,9999999999156,1000844,1000844,100000,20000,9998291795802,1726364607,605,4533,1000,579490000,0,1159160000,0,513352684,1158970934,67820079,132179921,138088121,0,0,9926486,73514,589469720,100631378014,101296,2239893916,600,734083900,0,224580120,30,2758981600,9999970,14091770,0,0,9999980,20,0,0,2000,200,56148530,9998000,2000,9999870,10000000,0,130,56144530,2000,2000,2000,2000,1000,1000
57970,9999999999382,1000618,1000618,106000,20000,9998291363312,1726698199,603,10795,1000,579584000,0,1159360000,0,513375657,1159146410,67744021,132255979,138198179,0,0,9999953,47,589611063,100631587130,0,2240124760,600,734219500,0,224638760,80,2759392800,9999920,14056110,0,0,9948940,51060,0,0,0,200,56159690,10000000,0,9998310,9998390,1610,1690,56159690,2000,2000,2000,2000,1000,1000
57980,9999999999480,1000520,1000520,118000,20000,9998291074427,1727005634,23342,1750,1000,579672000,0,1159560000,0,513472324,1159340500,67882501,132117499,138192499,0,0,9972516,27484,589695616,100631861820,0,2240477740,7400,734325000,0,224682240,57,2760004000,9999943,13924940,0,0,9999960,40,0,0,2000,200,56172560,10000000,0,9999840,9999997,3,160,56170560,2000,2000,2000,2000,1000,1000
57990,9999999999518,1000482,1000482,110000,20000,9998280750970,1737164143,9965159,2260,1000,579780000,0,1159760000,0,513504218,1159555480,67659833,132340167,138365467,0,0,9999702,298,589870682,100631787327,99313,2240457463,349000,734471700,0,224714360,88,2760234800,9999912,13974610,0,0,9999340,660,0,0,1990,200,56180580,10000000,0,9999810,9999998,2,190,56178590,2000,2000,2000,2000,1000,1000
58000,9999999999182,1000818,1000818,96000,20100,9998290303385,1727636451,1101,14211,1000,579894000,0,1159959900,0,513525840,1159759578,67533366,132466634,138350234,0,0,9999990,10,590043668,100631787330,0,2241054670,109200,734630950,0,224755270,98,2760572400,9999902,14116300,0,0,9998330,1670,0,0,0,200,56190070,9998330,1670,10000000,9999998,2,0,56188400,2000,2000,2000,2000,1000,1000
58010,9999999999143,1000857,1000857,104000,20000,9998290087336,1727877596,70184,5377,1000,579986000,20000,1160160000,0,513683974,1159961246,67593692,132406308,138331208,0,0,9965486,34514,590081132,100631866495,101085,2241451245,176800,734726950,0,224784560,140,2761100400,9999860,14074960,0,0,9999940,60,0,0,0,200,56196140,10000000,0,9999860,10000000,0,140,56196140,2000,2000,2000,2000,1000,1000
58020,9999999998968,1001032,1001032,106000,20000,9998279871444,1738099164,9960940,13837,1000,580084000,20000,1160360000,0,513756368,1160140326,67726668,132273332,138339132,0,0,9999992,8,590174218,100632253586,0,2241902151,1600,734837750,0,224838949,21237,2761738000,9978763,13912963,0,0,9991851,8149,0,0,2,200,56209740,9999999,1,9997863,10000000,0,2137,56209737,2000,2000,2000,2000,1000,1000
58030,9999999998982,1001018,1001018,112000,20000,9998279686314,1738297265,9997239,10125,1000,580178000,0,1160560000,0,513913092,1160335750,67705189,132294811,138335311,0,0,9919018,80982,590203768,100632305330,0,2242300760,400,734991350,0,224875560,90,2762168800,9999910,13957410,0,0,9993940,6060,0,0,0,200,56218890,10000000,0,9997910,9998000,2000,2090,56218890,2000,2000,2000,2000,1000,1000
58040,9999999999023,1000977,1000977,112000,20000,9998279388134,1738312708,9934290,11941,1000,580278000,0,1160760000,0,513963071,1160532118,67810402,132189598,138627898,0,0,9999189,811,590340307,100632889701,361,2242344098,1600,735097650,0,224907197,33280,2762780000,9966720,13526501,0,0,9999903,97,0,0,1940,200,56228740,9999999,1,9999801,9998081,1919,199,56226799,2000,2000,2000,2000,1000,1000
58050,9999999999270,1000730,1000730,118000,20100,9998289140526,1728371373,7037,9788,1000,580372000,0,1160959900,0,514109787,1160724424,67856009,132143991,138825191,0,0,9999923,77,590377547,100633208230,0,2242532660,400,735222750,0,224948360,90,2763265200,9999910,13318710,0,0,9942140,57860,0,0,0,200,56237090,10000000,0,9999910,10000000,0,90,56237090,2000,2000,2000,2000,1000,1000
58060,9999999999311,1000689,1000689,116000,20000,9998288950302,1728486345,88415,6747,1000,580474000,20000,1161160000,0,514282775,1160934506,68055227,131944773,138907673,0,0,9956005,43995,590407411,100633733140,0,2242706380,23600,735293950,0,224969280,46428,2763976800,9953572,12988680,0,0,9997720,2280,0,0,2000,200,56244320,10000000,0,9999680,9998008,1992,320,56242320,2000,2000,2000,2000,1000,1000
58070,9999999999338,1000662,1000662,114000,20000,9998288793864,1728570740,44852,3421,1000,580576000,20000,1161360000,0,514411731,1161145158,68184754,131815246,138985846,0,0,9951519,48481,590482977,100634033749,1,2242966701,20400,735411050,0,224995800,50,2764522000,9999950,12829350,0,0,10000000,0,0,0,0,200,56250450,9998000,2000,9999950,10000000,0,50,56248450,2000,2000,2000,2000,1000,1000
58080,9999999999499,1000501,1000501,104000,20000,9998278586340,1738709958,10072636,5730,1000,580686000,0,1161560000,0,514544639,1161360540,68332298,131667702,139063402,0,0,9954761,45239,590556201,100634452408,0,2243193288,35000,735532600,0,225038787,37008,2765162000,9962992,12564604,0,0,9999913,87,0,0,1,200,56259700,9999997,3,9997304,9997312,2688,2696,56259696,2000,2000,2000,2000,1000,1000
58090,9999999999631,1000369,1000369,104000,20000,9998278252493,1738959019,10082795,6502,1000,580786000,0,1161760000,0,514614133,1161558996,68323702,131676298,139158998,0,0,9958757,41243,590674353,100634501498,100376,2243548410,84600,735663100,0,225082034,4418,2765593600,9995582,12510892,0,0,9999966,34,0,0,0,200,56270510,9999998,2,9997892,9998010,1990,2108,56270508,2000,2000,2000,2000,1000,1000
58100,9999999999856,1000144,1000144,108000,20000,9998278128556,1738996893,9965181,2429,1000,580882000,0,1161960000,0,514725279,1161759142,68424419,131575581,139255181,0,0,9993191,6809,590753233,100634954217,99999,2243863410,3400,735765000,0,225114511,98080,2766264000,9901920,12220273,0,0,9999989,11,0,0,2000,200,56280630,9999997,3,9997773,9997953,2047,2227,56278627,2000,2000,2000,2000,1000,1000
58110,9999999999777,1000223,1000223,103000,20000,9998287925615,1729221446,534,3497,1000,580987000,0,1162160000,0,514867914,1161967006,68606001,131393999,139245699,0,0,9999426,574,590806332,100635201051,101209,2243626189,567000,735852000,0,225164960,33,2766810000,9999967,12148260,0,0,9999940,60,0,0,1520,200,56292760,10000000,0,9999760,9999993,7,240,56291240,2000,2000,2000,2000,1000,1000
58120,9999999999586,1000414,1000414,97000,20000,9998277622341,1739641570,10001594,7091,1000,581093000,20000,1162360000,0,514954297,1162171818,68686281,131313719,139131919,0,0,9999073,927,590921691,100635364210,0,2244595820,400,735975850,0,225183320,30,2767366800,9999970,12181770,0,0,9999980,20,0,0,0,200,56295830,10000000,0,9999970,10000000,0,30,56295830,2000,2000,2000,2000,1000,1000
58130,9999999999576,1000424,1000424,95000,20000,9998287261794,1729907152,570,12043,1000,581195000,0,1162560000,0,515010359,1162365914,68463246,131536754,139234654,0,0,9980141,19859,591051955,100635206202,100398,2245036198,2000,736153950,0,225214400,10000,2767635200,9990000,12292100,0,0,10000000,0,0,0,0,200,56303600,10000000,0,10000000,10000000,0,0,56303600,2000,2000,2000,2000,1000,1000
58140,9999999999719,1000281,1000281,102000,20000,9998286833775,1730337873,543,13864,1000,581288000,20100,1162760000,0,515032895,1162548272,68233368,131766632,139245132,0,0,9999925,75,591198597,100635118564,0,2245403414,200,736293400,0,225261113,6070,2767890800,9993930,12514322,0,0,9967687,32313,0,0,1,200,56316780,9997999,2001,9999822,9998892,1108,178,56314778,2000,2000,2000,2000,1000,1000
58150,9999999999896,1000104,1000104,99000,20000,9998276602434,1740593375,9995575,12314,1000,581391000,20000,1162960000,0,515143335,1162757372,68181479,131818521,139228221,0,0,9999035,965,591290007,100635199433,79,2245151796,593200,736401250,0,225290717,2029,2768298000,9997971,12588271,0,0,9998183,1817,0,0,0,200,56324030,9998199,1801,9999971,10000000,0,29,56322229,2000,2000,2000,2000,1000,1000
58160,9999999999879,1000121,1000121,116000,20000,9998276242004,1740835648,9994950,15179,1000,581474000,20100,1163160000,0,515214486,1162917642,68088622,131911378,139354778,0,0,9999384,616,591370726,100635220541,102449,2245545649,613600,736535850,0,225329600,89,2768713200,9999911,12556510,0,0,10000000,0,0,0,0,200,56332430,9999960,40,9999810,9999999,1,190,56332390,2000,2000,2000,2000,1000,1000
58170,9999999999730,1000270,1000270,114000,20000,9998276139014,1740973293,10000071,6759,1000,581576000,20100,1163360000,0,515385094,1163138482,68390517,131609483,139331583,0,0,9999216,784,591409498,100635869430,2100,2245971460,390800,736620150,0,225369560,78490,2769546000,9921510,12199410,0,0,9999940,60,0,0,0,200,56343890,9998000,2000,9999910,10000000,0,90,56341890,2000,2000,2000,2000,1000,1000
58180,9999999999679,1000321,1000321,100000,20200,9998276083382,1740765668,10022522,10750,1000,581690000,19800,1163559800,0,515593897,1163358500,68795290,131204710,139602710,0,0,9944143,55857,591412843,100636536383,100417,2246492787,3400,736720300,0,225401670,70,2770330800,9999930,11601930,0,0,9998130,1870,0,0,0,200,56351760,9998210,1790,9999830,10000000,0,170,56349970,2000,2000,2000,2000,1000,1000
58190,9999999999921,1000079,1000079,115000,20100,9998275846793,1741068132,9994174,17308,1000,581775000,19900,1163759900,0,515721041,1163515384,68853865,131146135,139542835,0,0,9999599,401,591436583,100636731302,100418,2246472658,424200,736810500,0,225425040,60,2770914800,9999940,11603240,0,0,9999960,40,0,0,0,200,56357760,9998000,2000,9999840,10000000,0,160,56355760,2000,2000,2000,2000,1000,1000
58200,9999999999900,1000100,1000100,104000,20100,9998275571546,1741602577,10060273,4728,1000,581886000,0,1163959900,0,515823208,1163762544,68876443,131123557,139297157,0,0,9924112,75888,591568056,100636652402,62,2247432476,22000,736980450,0,225485114,80,2771366400,9999920,11822322,0,0,9987986,12014,0,0,0,200,56371280,9999998,2,9995922,9996002,3998,4078,56371278,2000,2000,2000,2000,1000,1000
58210,10000000000201,999799,999799,101000,20000,9998285268187,1732218450,1138,5756,1000,581989000,0,1164160000,0,515877304,1163966488,68697957,131302043,138990843,0,0,9962516,37484,591711704,100636431255,27,2248132564,2600,737112800,0,225501737,150819,2771813600,9849181,12160381,0,0,9999963,37,0,0,2000,200,56377480,9999939,61,9999981,10000000,0,19,56375419,2000,2000,2000,2000,1000,1000
58220,10000000000501,999499,999499,112000,20000,9998274852211,1742626551,10051789,4272,1000,582078000,0,1164360000,0,515940414,1164147456,68701552,131298448,139006048,0,0,9972676,27324,591822232,100636318406,99664,2248644404,800,737254050,0,225531240,30810,2772196000,9969190,12261590,0,0,9999960,40,0,0,2000,200,56384810,10000000,0,9999990,10000000,0,10,56382810,2000,2000,2000,2000,1000,1000
58230,10000000000336,999664,999664,117000,20000,9998274329082,1742959670,10034766,2469,1000,582173000,20000,1164560000,0,515903048,1164341062,68410152,131589848,139209248,0,0,9984352,15648,592040014,100636304200,0,2248846000,600,737407300,0,225584000,4400,2772356800,9995600,12376200,0,0,10000000,0,0,0,2000,200,56398000,10000000,0,10000000,10000000,0,0,56396000,2000,2000,2000,2000,1000,1000
58240,10000000000362,999638,999638,124000,20000,9998284128373,1732960316,926,4025,1000,582266000,20000,1164760000,0,516029445,1164523950,68386169,131613831,139415931,0,0,9973935,26065,592089885,100636656040,0,2249017780,200,737529500,0,225610480,44420,2772866800,9955580,12153480,0,0,9999920,80,0,0,2000,200,56404620,10000000,0,9999980,10000000,0,20,56402620,2000,2000,2000,2000,1000,1000
58250,10000000000495,999505,999505,109000,20000,9998283664464,1733463153,80809,6207,1000,582381000,20000,1164960000,0,516056208,1164749586,68204977,131795023,139386623,0,0,9959852,40148,592279138,100636433080,0,2249480760,1000,737694300,0,225650960,40,2773088400,9999960,12408360,0,0,9997940,2060,0,0,0,200,56414240,9998000,2000,9999960,10000000,0,40,56412240,2000,2000,2000,2000,1000,1000
58260,10000000000674,999326,999326,110000,20000,9998283236067,1733899430,1172,11732,1000,582480000,20000,1165160000,0,516038616,1164936536,67894187,132105813,139388513,0,0,9999974,26,592473910,100636071773,101119,2250057476,1200,737863050,0,225688997,26049,2773286000,9973951,12691251,0,0,9982103,17897,0,0,1760,200,56424010,9999999,1,9997951,10000000,0,2049,56422249,2000,2000,2000,2000,1000,1000
58270,10000000000716,999284,999284,103000,20000,9998272953699,1744334639,9897179,3134,1000,582587000,0,1165360000,0,516066425,1165167732,67618748,132381252,139237252,0,0,9978285,21715,592675717,100635652137,100593,2250627053,200,738061000,0,225702360,80,2773426400,9999920,13143910,0,0,9999940,60,0,0,0,200,56425590,10000000,0,9999810,9999990,10,190,56425590,2000,2000,2000,2000,1000,1000
58280,10000000000665,999335,999335,100000,20000,9998272492034,1744923413,10052261,5398,1000,582690000,20000,1165560000,0,516135574,1165369204,67560847,132439153,139124153,0,0,9973626,26374,592794030,100635719538,2,2251021792,12400,738170450,0,225752789,47229,2773876400,9952771,13267770,0,0,9999911,89,0,0,1,200,56439600,9998131,1869,9999870,9999999,1,130,56437730,2000,2000,2000,2000,1000,1000
58290,10000000000704,999296,999296,103000,20000,9998272313035,1745021697,10028175,2582,1000,582787000,0,1165760000,0,516261494,1165568836,67755342,132244658,139214858,0,0,9983416,16584,592857752,100636033578,100352,2251366412,12600,738292900,0,225798360,24890,2774513600,9975110,13002910,0,0,9993940,6060,0,0,0,200,56449590,10000000,0,9997810,9998000,2000,2190,56449590,2000,2000,2000,2000,1000,1000
