Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1,H2O::Cell_1::Mitochondria_2,H2O_created::Cell_1::Mitochondria_2,OH-::Cell_1::Mitochondria_2,H+::Cell_1::Mitochondria_2,H+_inter::Cell_1::Mitochondria_2,H+_inter_created::Cell_1::Mitochondria_2,O2::Cell_1::Mitochondria_2,O2_in::Cell_1::Mitochondria_2,CO2::Cell_1::Mitochondria_2,ATP::Cell_1::Mitochondria_2,ATP_created::Cell_1::Mitochondria_2,ADP::Cell_1::Mitochondria_2,GDP::Cell_1::Mitochondria_2,GTP::Cell_1::Mitochondria_2,Pi::Cell_1::Mitochondria_2,NAD+::Cell_1::Mitochondria_2,NADH::Cell_1::Mitochondria_2,NADH_created::Cell_1::Mitochondria_2,NADH_in::Cell_1::Mitochondria_2,Pyruvate-::Cell_1::Mitochondria_2,Pyruvate-_in::Cell_1::Mitochondria_2,CoA-SH::Cell_1::Mitochondria_2,Acetyl_CoA::Cell_1::Mitochondria_2,FAD::Cell_1::Mitochondria_2,FADH2::Cell_1::Mitochondria_2,FADH2_created::Cell_1::Mitochondria_2,Pyruvate_transport::Cell_1::Mitochondria_2,ATP_synthase::Cell_1::Mitochondria_2,ADP_ATP_transport::Cell_1::Mitochondria_2,NADH_shuttle::Cell_1::Mitochondria_2,Pi_transport::Cell_1::Mitochondria_2,Commp1-3-4::Cell_1::Mitochondria_2,Commp2-3-4::Cell_1::Mitochondria_2,H2O::Cell_1::Mitochondria_3,H2O_created::Cell_1::Mitochondria_3,OH-::Cell_1::Mitochondria_3,H+::Cell_1::Mitochondria_3,H+_inter::Cell_1::Mitochondria_3,H+_inter_created::Cell_1::Mitochondria_3,O2::Cell_1::Mitochondria_3,O2_in::Cell_1::Mitochondria_3,CO2::Cell_1::Mitochondria_3,ATP::Cell_1::Mitochondria_3,ATP_created::Cell_1::Mitochondria_3,ADP::Cell_1::Mitochondria_3,GDP::Cell_1::Mitochondria_3,GTP::Cell_1::Mitochondria_3,Pi::Cell_1::Mitochondria_3,NAD+::Cell_1::Mitochondria_3,NADH::Cell_1::Mitochondria_3,NADH_created::Cell_1::Mitochondria_3,NADH_in::Cell_1::Mitochondria_3,Pyruvate-::Cell_1::Mitochondria_3,Pyruvate-_in::Cell_1::Mitochondria_3,CoA-SH::Cell_1::Mitochondria_3,Acetyl_CoA::Cell_1::Mitochondria_3,FAD::Cell_1::Mitochondria_3,FADH2::Cell_1::Mitochondria_3,FADH2_created::Cell_1::Mitochondria_3,Pyruvate_transport::Cell_1::Mitochondria_3,ATP_synthase::Cell_1::Mitochondria_3,ADP_ATP_transport::Cell_1::Mitochondria_3,NADH_shuttle::Cell_1::Mitochondria_3,Pi_transport::Cell_1::Mitochondria_3,Commp1-3-4::Cell_1::Mitochondria_3,Commp2-3-4::Cell_1::Mitochondria_3
10000,90611050,1253615,180000000,1080000000,20000,120000,9993291367000,94077270,112636331,10813,89388950,1000,11472,2085487,178756274,5817478970,14182521030,16153052830,9983822533,16177467,296107,100171000340,406125800,29703,59458200,32200,3591574000,187827553,361535203,176386258,19421012,771283200,980578988,999998093,1907,824067381,999334723,665277,235181677,54188400,0,58795420,999999999,1,999915081,84919,58795419,1000,1000,1000,1000,1000,1000,1000,100170779175,405783100,31328,59361444,63800,3588351800,192579172,366128272,176288697,18984762,770749500,981015238,999992763,7237,823668201,999375004,624996,235051596,53986700,6021,58768920,1000000000,0,999922001,77999,58762899,1000,1000,1000,1000,1000,1000,1000,100170981895,406139700,18928,59092705,376100,3591575400,177365438,351071438,176412178,18971838,771139200,981028162,999987179,12821,824333041,999360463,639537,235216237,54107600,6280,58810340,999999999,1,999923641,76359,58804059,1000,1000,1000,1000,1000,1000,1000
11000,100621880,1248078,200000000,1200000000,20000,120000,9992744330818,93173635,111771925,816,99378120,1000,1195,2099482,198754608,5554734853,14445265147,16648452347,9983834278,16165722,333086,100191011369,452726700,28291,65724531,384500,4004360600,207204498,400886198,196324740,19656632,859967100,980343368,999999252,748,746519220,999367080,632920,261766320,60866700,6240,65447820,1000000000,0,999921720,78280,65441580,1000,1000,1000,1000,1000,1000,1000,100190686766,452269400,26517,65990111,102200,4000034800,214251181,407719681,196231715,19162856,859351200,980837144,999992917,7083,745773961,999349446,650554,261639954,60615200,3,65415240,999993002,6998,999924161,75839,65408239,1000,1000,1000,1000,1000,1000,1000,100190943364,452689100,16936,66084816,30700,4003910200,196486598,390144848,196357200,19439934,859990500,980560066,999986634,13366,746239000,999360400,639600,261809600,60773900,6580,65458980,1000000000,0,999920200,79800,65452400,1000,1000,1000,1000,1000,1000,1000
12000,110631310,1261900,220000000,1320000000,20000,120000,9992220416220,94097678,112771516,865,109368690,1000,126264,2103788,218735650,5317111498,14682888502,17117966102,9983800112,16199888,370162,100210896322,499289700,103181,72462178,346200,4416763400,227445992,441082492,216274498,19788582,948639000,980211418,999987283,12717,669030501,999393203,606797,288365997,67497100,6900,72098400,999999999,1,999925201,74799,72091499,1000,1000,1000,1000,1000,1000,1000,100210630097,498765200,25815,72290742,403600,4411900000,233980267,447378367,216147911,19221732,947830200,980778268,999998736,1264,668484304,999385193,614807,288195007,67247000,1,72053720,999993377,6623,999921904,78096,72047096,1000,1000,1000,1000,1000,1000,1000,100210839155,499254200,103985,72478301,348200,4416350000,216535877,430150977,216301616,19571896,948590100,980428104,999999876,124,668811280,999387064,612936,288397636,67421500,4,72109580,999986444,13556,999927980,72020,72096020,1000,1000,1000,1000,1000,1000,1000
13000,120639940,1274878,240000000,1440000000,20000,120000,9991721459012,92676068,111387458,10788,119360060,1000,115300,2097846,238698544,5102251080,14897748920,17565616920,9983793854,16206146,407398,100230873121,545731400,22605,79305798,66300,4828137200,247713750,481255900,236189575,19703351,1037140200,980296649,999979393,20607,591757442,999380367,619633,314919433,74137400,1,78729860,999999999,1,999917242,82758,78729858,1000,1000,1000,1000,1000,1000,1000,100230604286,545386700,13660,78967572,363400,4824807000,253794193,487171293,236137254,19649304,1036675500,980350696,999998686,1314,590558682,999401128,598872,314849672,73870900,6022,78718440,1000000000,0,999920082,79918,78712418,1000,1000,1000,1000,1000,1000,1000,100230771585,545748700,101798,79377454,73300,4828196600,236638929,470182629,236215017,19743638,1037345400,980256362,999992499,7501,590690161,999396044,603956,314953356,74076700,6661,78745000,1000000000,0,999922961,77039,78738339,1000,1000,1000,1000,1000,1000,1000
14000,130647810,1242602,260000000,1560000000,20000,120000,9991242269006,91965290,110763298,1673,129352190,1000,123988,2107374,258701034,4907986196,15092013804,17992968204,9983753606,16246394,444240,100250796104,592337900,102679,86035096,41600,5240974200,266454678,519973328,256139518,19899269,1125881400,980100731,999998130,1870,514342161,999412443,587557,341519357,80804900,6620,85386460,999999999,1,999920761,79239,85379839,1000,1000,1000,1000,1000,1000,1000,100250438962,591878900,102258,85639318,403600,5236555400,275228861,528528711,256059480,19814252,1125424800,980185748,999986892,13108,511999440,999418660,581340,341412640,80489200,6160,85359320,1000000000,0,999926040,73960,85353160,1000,1000,1000,1000,1000,1000,1000,100250744746,592367900,111340,85991633,102700,5241112600,256607821,510131371,256192015,19997076,1126142100,980002924,999998838,1162,512977262,999420647,579353,341589353,80716300,6301,85403640,999999999,1,999923462,76538,85397338,1000,1000,1000,1000,1000,1000,1000
15000,140655040,1265026,280000000,1680000000,20000,120000,9990778331199,94459927,113284972,917,139344960,1000,87,2104859,278688086,4732202926,15267797074,18402097874,9983761441,16238559,481627,100270857459,638951500,19484,92524161,114100,5653827800,285110672,558605972,276114658,20162019,1214713800,979837981,999987200,12800,436341081,999426023,573977,368152877,87450800,6580,92044800,999999999,1,999922681,77319,92038219,1000,1000,1000,1000,1000,1000,1000,100270494890,638416800,11053,92529610,70800,5648789600,296858374,570105624,275989558,20160019,1214306100,979839981,999998700,1300,433657981,999414123,585877,367986077,87172000,6960,92003480,999999999,1,999925781,74219,91996519,1000,1000,1000,1000,1000,1000,1000,100270680073,638890600,101270,92359267,376900,5653145200,276563041,550023291,276140158,19937041,1214697600,980062959,999986022,13978,435412981,999418423,581577,368186877,87345100,6600,92053320,999999999,1,999923381,76619,92046719,1000,1000,1000,1000,1000,1000,1000
16000,150662030,1257239,300000000,1800000000,20000,120000,9990335699093,92340460,111204818,874,149337970,1000,995,2110966,298674192,4573297153,15426702847,18794146647,9983765534,16234466,518926,100290686221,685432200,101268,99319457,45100,6065520400,303934373,597350373,296045512,20277779,1303440000,979722221,999998742,1258,357992263,999418551,581449,394727349,94085900,2,98681840,999999999,1,999918363,81637,98681837,1000,1000,1000,1000,1000,1000,1000,100290436223,684914600,18383,99176717,51900,6060683600,315441231,608619631,295903196,19988643,1302774600,980011357,999998145,1855,356777502,999430806,569194,394537594,93830600,6640,98641040,999999998,2,999923402,76598,98634398,1000,1000,1000,1000,1000,1000,1000,100290775895,685576200,18691,99246643,62800,6066664400,299302262,592771762,296151694,20396397,1303791300,979603603,999986259,13741,357106762,999430668,569332,394866832,94004300,2,98721420,999993720,6280,999922062,77938,98715138,1000,1000,1000,1000,1000,1000,1000
17000,160668760,1246469,320000000,1920000000,20000,120000,9989905614108,92836633,111733100,10930,159331240,1000,124872,2090847,318640620,4429593241,15570406759,19171015459,9983750793,16249207,556413,100310616411,731957700,109055,105971227,40900,6477553800,328022541,641374941,315986674,20363698,1392186300,979636302,999998820,1180,279737222,999430048,569952,421313452,100708400,2,105333120,999993660,6340,999926122,73878,105326778,1000,1000,1000,1000,1000,1000,1000,100310389782,731491500,17998,105834498,51900,6473195800,336107308,649245608,315869820,20133079,1391542200,979866921,999998739,1261,278853560,999428240,571760,421159760,100473700,6700,105296640,1000000000,0,999924960,75040,105289940,1000,1000,1000,1000,1000,1000,1000,100310606610,732064200,109970,105963830,82400,6478412400,314615360,628008110,316069920,20186610,1392240000,979813390,999986470,13530,280101160,999427340,572660,421426560,100652900,6960,105363600,1000000000,0,999922060,77940,105356640,1000,1000,1000,1000,1000,1000,1000
18000,170675090,1275159,340000000,2040000000,20000,120000,9989492579830,89989149,108897270,1003,169324910,1000,929,2108907,338647814,4299616379,15700383621,19534679721,9983794593,16205407,593807,100330605599,778512000,101556,112576897,45400,6889941600,349590488,682897838,335908546,20518206,1480999800,979481794,999992891,7109,201543885,999455439,544561,447878061,107383900,6664,111976180,999999999,1,999927785,72215,111969515,1000,1000,1000,1000,1000,1000,1000,100330357699,778016500,9582,112112441,411900,6885292200,355203226,688281926,335797266,20100037,1480136100,979899963,999999864,136,201114827,999421761,578239,447727639,107148900,0,111936520,999993853,6147,999928727,71273,111930373,1000,1000,1000,1000,1000,1000,1000,100330628460,778746600,108823,112630200,67600,6891859600,334146248,667544148,336065938,20515263,1481232600,979484737,999999924,76,201904361,999443423,556577,448085777,107315800,6140,112032400,999993579,6421,999930961,69039,112019839,1000,1000,1000,1000,1000,1000,1000
19000,180680580,1243098,360000000,2160000000,20000,120000,9989086346370,92670581,111641794,10914,179319420,1000,11441,2094301,358617012,4182031451,15817968549,19885816649,9983754259,16245741,631171,100350530856,825011300,101790,119224584,64800,7301824200,368970345,722207945,355843556,20480540,1569675000,979519460,999999222,778,123553282,999433626,566374,474458074,114047400,6700,118621220,999999998,2,999921582,78418,118614518,1000,1000,1000,1000,1000,1000,1000,100350278799,824525500,8384,119073001,69400,7297235000,378652087,731663587,355736818,20308112,1568964900,979691888,999986573,13427,122747161,999451643,548357,474315757,113753100,6720,118585660,999999999,1,999923561,76439,118578939,1000,1000,1000,1000,1000,1000,1000,100350569848,825319900,109198,118974031,367000,7304339000,351517729,704873929,356034355,20391509,1569798600,979608491,999998791,1209,124655882,999452827,547173,474712473,113939600,6541,118684660,999999999,1,999929382,70618,118678118,1000,1000,1000,1000,1000,1000,1000
20000,190685840,1275174,380000000,2280000000,20000,120000,9988697502101,89205566,108222586,941,189314160,1000,193,2109282,378626438,4075711367,15924288633,20226143433,9983760518,16239482,668256,100370556941,871599800,8554,125550037,319500,7714446000,388722103,761925003,375841308,20621651,1658510100,979378349,999998116,1884,45131565,999419457,580543,501121743,120670600,2,125280440,999999997,3,999913565,86435,125280435,1000,1000,1000,1000,1000,1000,1000,100370158455,871070700,107945,125829925,50900,7709489400,398941055,771900305,375659820,20316444,1657587600,979683556,999999844,156,45369600,999457880,542120,500877520,120430900,6340,125230760,999993280,6720,999934500,65500,125217700,1000,1000,1000,1000,1000,1000,1000,100370636121,871902600,14848,125806159,104700,7716943600,371578175,744899325,375992334,20662846,1658781300,979337154,999998769,1231,46039823,999441689,558311,501323111,120617200,6920,125337700,999999997,3,999929523,70477,125330777,1000,1000,1000,1000,1000,1000,1000
