Time,N,P
41000,1424139731,23057779
41100,1425235662,23156821
41200,1426331309,23255181
41300,1427426078,23353263
41400,1428520276,23453600
41500,1429612020,23555782
41600,1430703322,23657112
41700,1431793813,23761470
41800,1432883692,23864875
41900,1433974453,23968303
42000,1435063107,24072188
42100,1436152233,24177326
42200,1437242820,24283399
42300,1438331148,24389319
42400,1439419994,24494702
42500,1440504817,24601622
42600,1441586509,24710955
42700,1442673668,24819934
42800,1443757603,24929870
42900,1444840772,25039950
43000,1445922496,25152008
43100,1447003593,25264809
43200,1448084308,25377769
43300,1449164644,25491685
43400,1450244762,25607403
43500,1451322209,25723627
43600,1452399705,25839641
43700,1453476787,25956803
43800,1454553727,26074299
43900,1455629413,26193681
44000,1456701219,26313352
44100,1457772614,26433980
44200,1458844660,26555757
44300,1459916642,26677274
44400,1460983620,26802002
44500,1462052929,26927007
44600,1463121293,27051084
44700,1464188424,27177156
44800,1465252527,27305114
44900,1466317765,27432227
45000,1467378665,27560777
45100,1468444810,27689415
45200,1469507083,27818072
45300,1470567166,27948191
45400,1471627007,28080730
45500,1472683343,28215190
45600,1473738343,28349754
45700,1474793578,28484333
45800,1475848308,28619847
45900,1476900272,28757594
46000,1477950233,28895751
46100,1479002797,29032313
46200,1480053826,29170946
46300,1481105143,29310467
46400,1482152071,29452182
46500,1483198751,29594508
46600,1484243243,29738034
46700,1485285548,29880236
46800,1486326759,30027169
46900,1487365922,30174167
47000,1488403024,30322165
47100,1489439402,30472284
47200,1490475245,30621393
47300,1491507842,30772370
47400,1492539575,30923581
47500,1493569317,31077906
47600,1494596698,31232711
47700,1495625894,31386681
47800,1496651436,31543144
47900,1497676690,31700130
48000,1498697341,31858846
48100,1499717609,32017814
48200,1500736762,32179727
48300,1501754759,32341975
48400,1502768597,32504578
48500,1503782698,32667212
48600,1504796453,32832485
48700,1505807654,32998264
48800,1506817196,33165520
48900,1507821362,33335067
49000,1508824432,33505186
49100,1509828876,33674891
49200,1510827883,33848338
49300,1511825822,34022320
49400,1512824783,34195891
49500,1513821027,34370481
49600,1514815638,34548190
49700,1515805265,34726722
49800,1516794584,34906730
49900,1517780218,35087389
50000,1518766424,35268415
50100,1519746319,35451586
50200,1520728055,35635953
50300,1521709114,35820926
50400,1522686167,36007320
50500,1523661761,36195003
50600,1524631100,36384978
50700,1525599436,36576681
50800,1526568446,36768946
50900,1527531156,36965273
51000,1528494124,37160650
51100,1529453167,37357986
51200,1530411026,37557034
51300,1531366497,37754870
51400,1532319534,37955032
51500,1533270719,38155531
51600,1534216423,38358994
51700,1535164425,38562742
51800,1536107021,38769342
51900,1537047623,38977509
52000,1537984012,39188982
52100,1538920338,39399215
52200,1539850052,39611627
52300,1540780563,39823914
52400,1541707872,40039771
52500,1542632799,40255898
52600,1543554693,40475166
52700,1544473152,40696128
52800,1545390055,40916920
52900,1546302015,41139781
53000,1547209078,41366340
53100,1548117467,41593690
53200,1549017895,41822841
53300,1549920923,42052345
53400,1550818836,42282517
53500,1551712184,42517423
53600,1552602015,42753079
53700,1553491330,42989965
53800,1554371633,43229751
53900,1555253774,43470565
54000,1556133949,43711484
54100,1557010119,43953785
54200,1557880887,44199607
54300,1558745569,44447250
54400,1559610821,44695563
54500,1560471823,44945788
54600,1561328438,45199404
54700,1562181544,45454530
54800,1563030881,45708612
54900,1563877387,45964859
55000,1564722065,46225352
55100,1565561337,46486899
55200,1566398707,46749212
55300,1567231722,47014635
55400,1568061630,47281840
55500,1568886216,47548652
55600,1569707876,47820127
55700,1570524300,48095017
55800,1571336429,48370831
55900,1572146514,48647715
56000,1572950573,48927791
56100,1573748357,49208311
56200,1574548679,49489972
56300,1575340909,49775189
56400,1576130352,50061191
56500,1576915589,50350620
56600,1577698128,50639945
56700,1578472542,50935254
56800,1579244676,51230515
56900,1580013657,51527194
57000,1580773980,51831158
57100,1581532162,52132181
57200,1582287818,52435682
57300,1583038503,52741472
57400,1583784311,53049468
57500,1584525783,53359639
57600,1585261811,53671655
57700,1585996929,53985066
57800,1586723274,54302570
57900,1587446061,54621931
58000,1588165904,54943962
58100,1588876763,55266826
58200,1589586227,55593507
58300,1590289299,55921928
58400,1590988035,56252446
58500,1591683543,56585265
58600,1592373773,56919923
58700,1593058632,57257534
58800,1593735714,57598450
58900,1594411057,57939997
59000,1595079077,58284902
59100,1595746319,58631793
59200,1596403099,58983056
59300,1597054780,59335633
59400,1597699551,59691700
59500,1598338328,60050859
59600,1598973888,60410212
59700,1599603814,60774301
59800,1600226824,61142933
59900,1600843789,61511285
60000,1601457468,61881670
60100,1602067499,62252874
60200,1602670138,62630679
60300,1603267431,63008874
60400,1603857155,63389637
60500,1604441258,63773422
60600,1605019698,64158855
60700,1605592855,64548030
60800,1606161038,64939741
60900,1606720535,65335426
61000,1607276727,65729909
61100,1607822737,66129535
61200,1608364140,66533175
61300,1608899411,66938667
61400,1609427717,67347950
61500,1609952369,67757593
61600,1610468452,68172855
61700,1610976524,68591743
61800,1611479069,69012878
61900,1611977248,69434147
62000,1612467355,69859519
62100,1612948881,70289072
62200,1613427684,70720961
62300,1613898683,71154266
62400,1614360753,71591082
62500,1614816903,72032603
62600,1615263886,72476401
62700,1615705662,72923680
62800,1616137402,73374394
62900,1616566467,73826311
63000,1616986015,74283208
63100,1617398995,74742031
63200,1617802966,75204603
63300,1618199466,75672975
63400,1618588950,76141571
63500,1618975785,76610808
63600,1619349116,77087636
63700,1619718879,77565476
63800,1620081535,78045598
63900,1620431375,78531031
64000,1620776190,79019912
64100,1621111468,79515951
64200,1621437973,80012703
64300,1621759675,80508753
64400,1622071002,81012909
64500,1622375753,81517663
64600,1622674710,82023905
64700,1622962885,82537400
64800,1623241855,83052018
64900,1623515438,83570924
65000,1623777036,84095152
65100,1624033500,84621044
65200,1624278308,85153398
65300,1624515134,85685928
65400,1624740325,86223510
65500,1624960425,86762023
65600,1625175251,87301578
65700,1625377753,87847121
65800,1625569378,88395454
65900,1625754215,88949801
66000,1625931124,89507509
66100,1626096337,90069091
66200,1626255099,90634660
66300,1626404204,91202596
66400,1626544535,91775555
66500,1626675410,92349761
66600,1626798724,92928624
66700,1626905882,93515198
66800,1627010096,94101634
66900,1627098376,94695861
67000,1627177800,95294048
67100,1627250832,95894192
67200,1627313849,96498498
67300,1627366751,97103353
67400,1627411894,97712064
67500,1627446428,98323605
67600,1627471954,98939950
67700,1627483442,99563446
67800,1627484141,100186998
67900,1627475117,100814078
68000,1627454175,101449853
68100,1627425746,102088233
68200,1627386435,102729708
68300,1627335370,103377237
68400,1627274774,104028317
68500,1627205005,104678851
68600,1627123117,105336988
68700,1627031037,106001158
68800,1626929673,106665257
68900,1626816012,107334154
69000,1626689292,108012222
69100,1626553855,108692936
69200,1626405171,109378514
69300,1626247644,110066135
69400,1626076610,110757913
69500,1625896172,111451909
69600,1625702524,112149610
69700,1625501402,112853290
69800,1625287953,113560985
69900,1625063856,114270239
70000,1624829743,114984367
70100,1624582676,115703792
70200,1624320207,116428345
70300,1624048288,117158546
70400,1623765330,117890641
70500,1623470504,118626681
70600,1623160765,119368804
70700,1622840029,120118008
70800,1622508877,120866260
70900,1622164733,121619962
71000,1621812383,122378204
71100,1621441447,123143037
71200,1621058871,123910343
71300,1620665729,124682884
71400,1620264795,125455721
71500,1619848217,126235308
71600,1619421284,127016387
71700,1618976261,127804251
71800,1618516937,128598778
71900,1618047737,129397718
72000,1617567909,130196771
72100,1617076751,131002597
72200,1616570182,131811897
72300,1616051729,132624893
72400,1615520073,133444151
72500,1614974393,134268983
72600,1614414763,135094392
72700,1613840759,135925593
72800,1613253665,136760528
72900,1612658322,137604426
73000,1612043372,138452687
73100,1611418689,139300226
73200,1610784358,140152601
73300,1610130665,141012790
73400,1609462069,141876410
73500,1608778867,142744634
73600,1608082948,143616653
73700,1607375054,144492246
73800,1606652856,145373257
73900,1605917568,146257583
74000,1605167264,147144201
74100,1604401039,148036931
74200,1603620485,148938142
74300,1602830304,149838532
74400,1602025807,150743623
74500,1601208183,151650188
74600,1600374491,152562591
74700,1599527692,153481814
74800,1598667932,154403343
74900,1597790478,155330074
75000,1596900441,156260562
75100,1595995636,157194967
75200,1595074961,158134986
75300,1594138893,159078984
75400,1593188069,160027013
75500,1592227816,160974487
75600,1591251976,161927692
75700,1590259197,162884757
75800,1589252250,163848141
75900,1588228885,164813377
76000,1587192082,165785093
76100,1586143101,166758548
76200,1585073711,167740008
76300,1583992692,168723272
76400,1582898866,169710034
76500,1581786501,170700423
76600,1580662732,171696858
76700,1579522746,172694602
76800,1578369647,173696193
76900,1577197461,174702504
77000,1576009548,175713053
77100,1574807593,176727469
77200,1573594396,177740816
77300,1572361910,178761860
77400,1571117504,179788300
77500,1569856945,180815814
77600,1568581532,181849324
77700,1567290996,182884319
77800,1565988538,183922741
77900,1564666340,184961426
78000,1563329929,186008102
78100,1561976243,187058881
78200,1560607550,188113607
78300,1559218595,189174831
78400,1557823774,190230432
78500,1556411409,191292165
78600,1554979640,192358894
78700,1553532272,193429595
78800,1552077361,194499126
78900,1550607206,195570015
79000,1549116498,196647225
79100,1547614019,197729503
79200,1546093477,198814542
79300,1544560910,199902332
79400,1543010700,200988403
79500,1541447056,202081891
79600,1539867094,203177960
79700,1538273740,204274292
79800,1536666103,205370926
79900,1535042930,206472154
80000,1533401760,207576492
80100,1531746484,208682509
80200,1530074727,209795672
80300,1528393790,210903336
80400,1526691774,212017131
80500,1524973077,213136341
80600,1523242971,214253159
80700,1521497426,215371760
80800,1519734438,216496293
80900,1517957550,217622595
81000,1516171830,218744050
81100,1514364704,219876727
81200,1512541205,221009278
81300,1510701970,222143594
81400,1508846304,223278624
81500,1506977055,224418831
81600,1505093772,225555940
81700,1503196779,226694832
81800,1501286285,227839657
81900,1499356909,228983873
82000,1497416993,230129224
82100,1495462683,231276120
82200,1493493225,232423340
82300,1491509530,233569983
82400,1489512402,234715677
82500,1487503260,235858682
82600,1485478599,237008463
82700,1483439804,238156428
82800,1481383641,239307669
82900,1479312443,240458997
83000,1477227791,241611617
83100,1475128202,242763478
83200,1473014716,243919051
83300,1470887422,245075217
83400,1468744973,246231014
83500,1466593910,247381588
83600,1464423946,248537234
83700,1462242131,249692918
83800,1460047877,250847480
83900,1457840763,251998690
84000,1455622636,253149592
84100,1453387660,254300814
84200,1451138177,255456838
84300,1448876022,256610453
84400,1446603987,257760465
84500,1444314581,258911922
84600,1442008783,260065978
84700,1439693767,261213242
84800,1437365453,262360047
84900,1435029080,263505648
85000,1432682094,264645976
85100,1430316689,265794691
85200,1427941162,266938861
85300,1425548155,268081301
85400,1423146952,269220995
85500,1420730957,270363152
85600,1418308806,271499407
85700,1415871528,272632495
85800,1413424746,273759999
85900,1410962868,274887654
86000,1408487137,276016595
86100,1406004861,277139689
86200,1403511716,278260232
86300,1401009704,279376859
86400,1398494533,280492965
86500,1395966996,281608093
86600,1393424741,282723383
86700,1390876971,283831943
86800,1388315208,284940210
86900,1385741788,286043642
87000,1383155449,287148670
87100,1380563488,288248642
87200,1377963403,289337885
87300,1375346606,290435599
87400,1372721289,291523482
87500,1370087289,292607136
87600,1367444986,293692926
87700,1364795193,294763191
87800,1362134811,295833239
87900,1359467274,296899898
88000,1356786681,297961641
88100,1354097616,299023905
88200,1351400732,300077314
88300,1348694521,301129847
88400,1345978849,302175505
88500,1343255318,303221031
88600,1340522049,304261563
88700,1337782205,305293788
88800,1335034376,306319155
88900,1332279159,307340730
89000,1329513727,308362673
89100,1326741608,309373292
89200,1323957323,310380062
89300,1321170498,311383344
89400,1318372846,312380393
89500,1315571287,313371021
89600,1312762117,314355196
89700,1309941840,315340065
89800,1307119078,316309611
89900,1304287807,317282656
90000,1301450048,318242482
90100,1298612652,319194677
90200,1295765651,320141128
90300,1292909529,321083310
90400,1290047193,322019287
90500,1287178986,322950181
90600,1284307460,323872043
90700,1281430528,324790538
90800,1278549328,325699559
90900,1275662425,326603212
91000,1272767707,327501315
91100,1269873773,328386655
91200,1266970396,329267516
91300,1264064403,330140775
91400,1261153143,331008698
91500,1258236029,331872107
91600,1255320134,332720905
91700,1252398544,333565036
91800,1249474020,334403667
91900,1246544163,335230889
92000,1243611582,336049265
92100,1240679452,336856353
92200,1237741251,337658835
92300,1234798663,338457305
92400,1231853613,339249372
92500,1228900487,340037813
92600,1225949924,340810270
92700,1223002146,341569563
92800,1220047146,342324147
92900,1217090334,343072790
93000,1214132421,343807400
93100,1211175236,344537857
93200,1208211591,345264135
93300,1205246184,345981155
93400,1202282366,346684023
93500,1199314209,347379901
93600,1196351729,348060992
93700,1193386950,348736836
93800,1190417258,349407211
93900,1187448083,350067468
94000,1184478044,350722487
94100,1181509134,351367946
94200,1178539085,351999741
94300,1175567599,352626095
94400,1172598855,353238574
94500,1169630517,353843735
94600,1166663863,354436272
94700,1163698217,355020044
94800,1160728885,355595074
94900,1157763548,356162266
95000,1154800536,356720052
95100,1151834811,357269566
95200,1148875236,357802818
95300,1145920503,358325562
95400,1142958438,358842661
95500,1140004764,359348875
95600,1137048338,359848374
95700,1134097412,360339084
95800,1131141978,360819535
95900,1128192002,361288590
96000,1125246255,361750607
96100,1122304037,362200497
96200,1119367083,362632297
96300,1116429134,363061427
96400,1113491846,363480541
96500,1110560625,363887117
96600,1107630050,364281788
96700,1104704562,364670000
96800,1101784244,365048349
96900,1098866943,365412042
97000,1095953298,365768635
97100,1093046979,366109295
97200,1090138196,366445720
97300,1087235595,366767816
97400,1084334986,367085897
97500,1081440676,367391483
97600,1078552103,367685163
97700,1075670040,367967210
97800,1072794275,368236753
97900,1069920090,368499931
98000,1067048792,368751846
98100,1064185581,368991868
98200,1061328708,369222172
98300,1058473578,369445953
98400,1055623737,369655037
98500,1052782343,369857984
98600,1049946756,370047785
98700,1047116647,370223733
98800,1044294690,370387284
98900,1041478146,370545567
99000,1038663921,370694509
99100,1035855145,370835233
99200,1033053000,370963356
99300,1030260687,371081430
99400,1027471046,371187329
99500,1024688856,371287516
99600,1021910707,371372770
99700,1019141900,371445939
99800,1016381082,371508067
99900,1013626033,371563479
100000,1010879040,371603317
100100,1008139104,371635980
100200,1005399703,371663844
100300,1002675946,371672626
100400,999957026,371677233
100500,997243052,371674953
100600,994538548,371659842
100700,991840672,371637940
100800,989150719,371601576
100900,986467858,371553137
101000,983794598,371491471
101100,981132354,371419668
101200,978472546,371342254
101300,975825333,371252882
101400,973180842,371160850
101500,970546294,371055939
101600,967919346,370942500
101700,965301246,370816356
101800,962695162,370677196
101900,960095895,370531959
102000,957503781,370378299
102100,954916440,370217790
102200,952339713,370046410
102300,949776480,369860692
102400,947224165,369660627
102500,944673126,369463655
102600,942129563,369255335
102700,939598251,369036183
102800,937075460,368811402
102900,934562842,368570433
103000,932058229,368324989
103100,929556376,368073537
103200,927068014,367814763
103300,924592615,367540123
103400,922120592,367260947
103500,919661397,366973772
103600,917209194,366676809
103700,914772821,366367062
103800,912342291,366048542
103900,909920047,365723441
104000,907508794,365389563
104100,905106439,365045190
104200,902714840,364691648
104300,900328159,364338302
104400,897955343,363966479
104500,895585705,363597047
104600,893230790,363211249
104700,890885354,362818733
104800,888547635,362420381
104900,886218161,362011368
105000,883901379,361597062
105100,881591983,361178277
105200,879295794,360743728
105300,877011768,360301653
105400,874734783,359851562
105500,872470503,359392980
105600,870210722,358934632
105700,867963400,358465228
105800,865721836,357991275
105900,863493025,357505654
106000,861274105,357011898
106100,859062178,356509238
106200,856865363,356000585
106300,854680661,355485039
106400,852504219,354964650
106500,850335265,354438384
106600,848175084,353900442
106700,846029993,353358129
106800,843893384,352809749
106900,841762046,352257684
107000,839645461,351696173
107100,837533771,351131107
107200,835435394,350556766
107300,833345818,349977654
107400,831265790,349396013
107500,829197949,348804736
107600,827138030,348209626
107700,825089482,347608689
107800,823054356,346996166
107900,821027458,346375793
108000,819010877,345749321
108100,817006073,345117309
108200,815008074,344485470
108300,813017694,343845950
108400,811038505,343202702
108500,809070490,342554079
108600,807111874,341898084
108700,805168539,341229085
108800,803232121,340558364
108900,801303363,339885723
109000,799385037,339211188
109100,797475490,338530637
109200,795575754,337847492
109300,793690023,337153314
109400,791812218,336455651
109500,789945252,335750405
109600,788090302,335042341
109700,786241540,334334661
109800,784407340,333613229
109900,782579233,332892492
110000,780763363,332165490
110100,778957519,331434258
110200,777159363,330698832
110300,775373829,329961467
110400,773594652,329216888
110500,771828527,328468303
110600,770070218,327719455
110700,768323126,326959960
110800,766583453,326199048
110900,764852022,325439470
111000,763130747,324674193
111100,761420855,323904074
111200,759723559,323123523
111300,758035324,322347032
111400,756353048,321567888
111500,754684084,320780961
111600,753022642,319993058
111700,751369121,319201171
111800,749729080,318403636
111900,748096202,317606139
112000,746471424,316807837
112100,744858713,316004553
112200,743252397,315198845
112300,741655979,314389720
112400,740072425,313577614
112500,738497724,312760665
112600,736931915,311942175
112700,735373344,311123574
112800,733825386,310298800
112900,732287096,309471373
113000,730757837,308641490
113100,729237511,307810540
113200,727727144,306977383
113300,726228179,306141167
113400,724736819,305298670
113500,723252143,304458121
113600,721779270,303612758
113700,720313705,302767734
113800,718858472,301921066
113900,717413451,301073285
114000,715975127,300220806
114100,714545608,299366014
114200,713127756,298507715
114300,711715830,297650976
114400,710310993,296792960
114500,708916440,295936346
114600,707533809,295071534
114700,706155257,294210532
114800,704789392,293342931
114900,703434392,292472056
115000,702086193,291599483
115100,700747612,290728686
115200,699414618,289861003
115300,698090221,288990959
115400,696774605,288117042
115500,695468788,287242078
115600,694171484,286365958
115700,692883045,285490202
115800,691602693,284615019
115900,690327794,283739912
116000,689064165,282858332
116100,687811270,281977159
116200,686560808,281095346
116300,685323624,280211471
116400,684090889,279332024
116500,682868947,278449936
116600,681654106,277568936
116700,680448396,276683474
116800,679250992,275800840
116900,678060372,274916321
117000,676876468,274029336
117100,675700661,273143829
117200,674533174,272260910
117300,673372735,271376627
117400,672221488,270490333
117500,671079128,269605092
117600,669943948,268720176
117700,668819721,267832622
117800,667699077,266948857
117900,666585083,266064395
118000,665483535,265176895
