Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,DHO:=Cell_1,OD-:=Cell_1,D+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,DHO::Cell_1::Mitochondria_1,DHO_created::Cell_1::Mitochondria_1,OD-::Cell_1::Mitochondria_1,D+::Cell_1::Mitochondria_1,D+_inter::Cell_1::Mitochondria_1,D+_inter_by_D+::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ATP_created_by_D+::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,Pi_in::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1
446000,10890,64041,445000000,2670000000,1000,6000,9997437368212,16087266,896939777,1339909827,2392,87801,1145026,444989110,1000,595,215838,887688168,22598067,1977401933,2161809259,865363047,1134636953,746085129,100028791370,121589400,733400,1339297,240778806,1095089932,1338674,840,9,17,1320,10668,2609140244,2669935364,154179935,3261167,202347018,2337,96738833,99999593,407,12331100,44923054,1170,99998830,184422534,6966086,47692464,141387201,36547862,63452138,99957851,42149,30242599,1000,1000,1000,1000,1000,1000,1000
447000,10260,63263,446000000,2676000000,1000,6000,9997436567962,16621288,899477586,1339914983,2410,82627,1146378,445989740,1000,6940,215888,889686724,22580262,1977419738,2161938116,865185688,1134814312,747906315,100028889597,121707726,741413,1344093,240959357,1096256600,1338651,842,9,20,1340,10688,2615075513,2675929797,154290104,3235415,202560498,2337,96764585,99999573,427,12245780,45055251,1133,99998867,184536740,6966097,47767689,141564521,36449804,63550196,99957962,42038,30246636,1000,1000,1000,1000,1000,1000,1000
448000,10180,63009,447000000,2682000000,1000,6000,9997431989595,20930628,905782776,1339919613,1604,78803,1149346,446989820,1000,6232,214505,891680948,22557828,1977442172,2162070511,865010152,1134989848,749724994,100028959197,121826112,778347,1371953,241145381,1097423748,1338663,842,8,21,1328,10688,2621017282,2681930759,154400368,3208704,202772577,2340,96791296,99999602,398,12162559,45188059,1121,99998879,184650951,6966106,47842247,141741449,36351381,63648619,99958193,41807,30250583,1000,1000,1000,1000,1000,1000,1000
449000,10180,62959,448000000,2688000000,1000,6000,9997438487382,14179188,901023180,1339914773,1966,83281,1151236,447989820,1000,1115,214252,893677168,22541185,1977458815,2162195838,864833437,1135166563,751544492,100029071627,121943262,771462,1361893,241325605,1098578600,1338693,842,15,20,1292,10688,2626963874,2687935926,154509523,3181553,202983033,2349,96818447,99999618,382,12081042,45320863,1091,99998909,184763962,6966113,47917779,141918424,36253794,63746206,99958499,41501,30254439,1000,1000,1000,1000,1000,1000,1000
450000,10420,62980,449000000,2694000000,1000,6000,9997440758632,11655720,900494720,1339912560,2236,85224,1152365,448989580,1000,6797,213682,895674430,22525457,1977474543,2162316311,864657586,1135342414,753365892,100029206838,122060290,741701,1326650,241507565,1099732064,1338727,842,9,16,1268,10688,2632899657,2693930223,154618510,3156416,203192487,2355,96843584,99999604,396,12001420,45454551,1067,99998933,184876799,6966124,47992924,142094856,36156357,63843643,99958853,41147,30258289,1000,1000,1000,1000,1000,1000,1000
451000,10420,62984,450000000,2700000000,1000,6000,9997438935802,13232003,904072681,1339911914,1856,86250,1151264,449989580,1000,1168,214573,897676632,22515383,1977484617,2162430561,864480591,1135519409,755191090,100029305509,122177010,748054,1321449,241695142,1100883064,1338749,842,4,23,1244,10688,2638846922,2699935848,154727176,3130316,203400012,2361,96869684,99999579,421,11923319,45587874,1169,99998831,184989358,6966133,48068157,142270969,36059370,63940630,99959010,40990,30262182,1000,1000,1000,1000,1000,1000,1000
452000,10230,62749,451000000,2706000000,1000,6000,9997435664116,16245322,909088012,1339917024,1478,81518,1152353,450989770,1000,618,214037,899674834,22497634,1977502366,2162551273,864305121,1135694879,757013814,100029403772,122293534,754364,1320590,241878379,1102032408,1338744,842,11,21,1244,10688,2644789445,2705936633,154835780,3106728,203608308,2361,96893272,99999598,402,11843963,45720797,1124,99998876,185101945,6966141,48143533,142446983,35962715,64037285,99959001,40999,30266165,1000,1000,1000,1000,1000,1000,1000
453000,10350,62869,452000000,2712000000,1000,6000,9997431408007,20255094,915093505,1339913099,1947,84974,1152732,451989650,1000,692,213756,901673836,22482776,1977517224,2162667810,864129382,1135870618,758837064,100029489925,122409594,772489,1328019,242065127,1103176944,1338742,842,14,20,1244,10688,2650731221,2711936439,154943899,3081883,203814441,2361,96918117,99999628,372,11767159,45854053,1109,99998891,185213991,6966154,48219301,142623016,35866377,64133623,99959090,40910,30270092,1000,1000,1000,1000,1000,1000,1000
454000,10650,63250,453000000,2718000000,1000,6000,9997438683627,12726497,909563481,1339915981,2399,81640,1154105,452989350,1000,5805,211896,903670490,22466208,1977533792,2162784820,863956580,1136043420,760660909,100029613610,122525136,753048,1300173,242248114,1104316556,1338750,842,12,14,1244,10688,2656667956,2717930945,155051627,3058579,204020439,2361,96941421,99999637,363,11690030,45986686,1200,99998800,185325483,6966161,48293770,142797685,35769941,64230059,99959278,40722,30273856,1000,1000,1000,1000,1000,1000,1000
455000,10430,62407,454000000,2724000000,1000,6000,9997433516364,17651365,916488916,1339915716,1947,82357,1153619,453989570,1000,6223,212227,905671902,22455748,1977544252,2162894768,863781036,1136218964,762486770,100029690519,122640698,780371,1311141,242439850,1105456112,1338758,842,6,12,1244,10688,2662610600,2723931370,155159555,3033303,204224103,2361,96966697,99999573,427,11615754,46119850,1035,99998965,185437187,6966168,48368614,142972905,35673341,64326659,99959518,40482,30277632,1000,1000,1000,1000,1000,1000,1000
456000,10800,63859,455000000,2730000000,1000,6000,9997436291788,14632784,915465502,1339913277,2324,84419,1154476,454989200,1000,580,211544,907669448,22441247,1977558753,2163007097,863607566,1136392434,764310835,100029796803,122754652,776876,1305746,242615848,1106580436,1338745,842,9,22,1244,10688,2668557814,2729935561,155265910,3010232,204427962,2361,96989768,99999636,364,11541060,46252740,1094,99998906,185547267,6966179,48443873,143147069,35578161,64421839,99959597,40403,30281357,1000,1000,1000,1000,1000,1000,1000
457000,10420,63763,456000000,2736000000,1000,6000,9997436403171,14278335,917114541,1339916663,2119,81238,1154610,455989580,1000,645,211576,909669940,22430883,1977569117,2163113420,863432525,1136567475,766136274,100029919234,122869242,757889,1275189,242802502,1107711000,1338752,844,11,17,1240,10708,2674500549,2735935592,155372995,2987026,204630549,2367,97012974,99999645,355,11468316,46386302,1042,99998958,185658065,6966191,48519235,143322090,35482215,64517785,99959718,40282,30285070,1000,1000,1000,1000,1000,1000,1000
458000,10540,62958,457000000,2742000000,1000,6000,9997438176283,12260205,917094088,1339917666,2183,80171,1156410,456989460,1000,1182,211973,911666100,22415161,1977584839,2163223702,863258177,1136741823,767958075,100029974567,122982804,805026,1315951,242982781,1108831324,1338761,844,12,19,1228,10708,2680444036,2741935860,155478959,2964037,204832143,2370,97035963,99999594,406,11396694,46519971,1111,99998889,185767723,6966202,48594621,143496052,35387333,64612667,99959848,40152,30288764,1000,1000,1000,1000,1000,1000,1000
459000,10920,63162,458000000,2748000000,1000,6000,9997431701603,18496270,925320907,1339912811,2689,84520,1158038,457989080,1000,6279,210593,913662084,22398921,1977601079,2163332615,863085607,1136914393,769781482,100030119277,123095764,762260,1273457,243156474,1109946212,1338763,844,7,22,1228,10708,2686382255,2747930559,155584577,2942778,205033929,2370,97057222,99999600,400,11325286,46654022,1095,99998905,185877014,6966209,48670306,143670009,35292734,64707266,99959853,40147,30292437,1000,1000,1000,1000,1000,1000,1000
460000,10410,62144,459000000,2754000000,1000,6000,9997431104840,18855863,927672753,1339910740,1791,87489,1160154,458989590,1000,6956,209935,915658872,22383270,1977616730,2163439064,862912685,1137087315,771605338,100030170353,123209462,813861,1312150,243342956,1111068104,1338767,844,5,20,1228,10708,2692325747,2753930900,155690804,2922421,205234359,2370,97077579,99999628,372,11254873,46787712,1111,99998889,185986914,6966219,48745015,143843599,35197526,64802474,99959952,40048,30296110,1000,1000,1000,1000,1000,1000,1000
461000,10930,62332,460000000,2760000000,1000,6000,9997429665439,20054772,930875791,1339911971,2200,85849,1158865,459989070,1000,1169,210489,917660410,22368008,1977631992,2163544593,862738657,1137261343,773432836,100030265258,123322426,820979,1309422,243526297,1112183056,1338764,846,13,19,1224,10728,2698274863,2759936499,155796436,2902033,205433931,2376,97097967,99999606,394,11184972,46921035,1115,99998885,186096192,6966231,48820161,144017085,35102832,64897168,99959978,40022,30299756,1000,1000,1000,1000,1000,1000,1000
462000,10670,62138,461000000,2766000000,1000,6000,9997436828386,12648834,925472341,1339917370,2159,80491,1160093,460989330,1000,6361,209601,919658474,22352945,1977647055,2163648402,862566564,1137433436,775258802,100030359397,123434340,827648,1312946,243702397,1113286420,1338781,846,11,16,1212,10728,2704213908,2765931501,155900660,2881528,205632291,2379,97118472,99999611,389,11116736,47054859,1159,99998841,186204113,6966236,48896317,144190071,35009699,64990301,99960225,39775,30303453,1000,1000,1000,1000,1000,1000,1000
463000,10470,63082,462000000,2772000000,1000,6000,9997436468924,12776288,927592585,1339913163,2315,84542,1161349,461989530,1000,656,208411,921656362,22339220,1977660780,2163750465,862394997,1137605003,777085110,100030480162,123546066,807813,1286697,243881649,1114388440,1338786,846,8,14,1212,10728,2710162806,2771936262,156005034,2859998,205829484,2379,97140002,99999624,376,11049941,47188855,1090,99998910,186312085,6966249,48971909,144362841,34916119,65083881,99960437,39563,30307051,1000,1000,1000,1000,1000,1000,1000
464000,10780,62474,463000000,2778000000,1000,6000,9997436235289,12775462,929586283,1339911183,2051,86786,1162347,462989220,1000,6851,208064,923653746,22323147,1977676853,2163852911,862223010,1137776990,778910502,100030571213,123657722,817679,1287602,244062946,1115489792,1338797,846,11,12,1200,10728,2716101391,2777930675,156109288,2839363,206025933,2382,97160637,99999594,406,10984173,47323114,1110,99998890,186419914,6966254,49047144,144535180,34822590,65177410,99960664,39336,30310626,1000,1000,1000,1000,1000,1000,1000
465000,10410,63246,464000000,2784000000,1000,6000,9997431733262,17044534,935853070,1339911619,2113,86288,1164203,463989590,1000,5887,208196,925650774,22309850,1977690150,2163950990,862050578,1137949422,780735093,100030682357,123768698,806915,1273558,244238500,1116584800,1338791,846,11,18,1200,10728,2722046095,2783930867,156213012,2820056,206222202,2382,97179944,99999644,356,10918748,47457492,1135,99998865,186527172,6966259,49122793,144707485,34729468,65270532,99960818,39182,30314160,1000,1000,1000,1000,1000,1000,1000
466000,10940,64083,465000000,2790000000,1000,6000,9997436097927,12449773,933259204,1339913154,2423,84443,1164207,464989060,1000,574,208015,927649706,22300668,1977699332,2164044854,861878954,1138121046,782562390,100030805293,123879172,783869,1244857,244416085,1117675476,1338795,846,13,24,1188,10728,2727995334,2789935343,156316539,2799178,206416878,2385,97200822,99999630,370,10854930,47591879,1029,99998971,186634225,6966270,49198134,144879301,34636519,65363481,99960808,39192,30317686,1000,1000,1000,1000,1000,1000,1000
467000,10530,63075,466000000,2796000000,1000,6000,9997429824576,18489408,941299931,1339915251,2608,82161,1165469,465989470,1000,603,208357,929648002,22286925,1977713075,2164142296,861706870,1138293130,784388589,100030884332,123989664,804829,1252392,244601229,1118765612,1338818,846,10,16,1176,10728,2733941067,2795936322,156419778,2777732,206609628,2388,97222268,99999631,369,10792678,47725871,1082,99998918,186740955,6966283,49273632,145051056,34543753,65456247,99961013,38987,30321177,1000,1000,1000,1000,1000,1000,1000
468000,10740,63050,467000000,2802000000,1000,6000,9997436248600,11840475,936647150,1339913947,1860,84213,1165115,466989260,1000,6811,207026,931648290,22275539,1977724461,2164234728,861535688,1138464312,786217690,100030973684,124099030,814741,1260260,244775840,1119844456,1338825,846,19,12,1164,10728,2739880201,2801930139,156522097,2757974,206802054,2391,97242026,99999657,343,10731416,47860400,1058,99998942,186846636,6966288,49350555,145223574,34451520,65548480,99961355,38645,30324539,1000,1000,1000,1000,1000,1000,1000
469000,10730,63528,468000000,2808000000,1000,6000,9997436209306,11656077,938457734,1339910530,2049,87441,1165819,467989270,1000,595,206446,933646902,22262529,1977737471,2164327327,861366269,1138633731,788046872,100031082861,124208762,804757,1239901,244956199,1120927400,1338832,846,9,15,1164,10728,2745831073,2807935877,156624697,2739631,206994120,2391,97260369,99999644,356,10670157,47994721,1071,99998929,186952750,6966299,49424993,145393584,34359462,65640538,99961435,38565,30328053,1000,1000,1000,1000,1000,1000,1000
470000,10750,63280,469000000,2814000000,1000,6000,9997431912420,15723738,944526852,1339914865,1917,83238,1167283,468989250,1000,1021,206813,935643934,22250527,1977749473,2164417900,861195397,1138804603,789873019,100031158668,124317976,827822,1256084,245133658,1122005052,1338848,846,12,20,1140,10728,2751776288,2813935699,156726872,2721490,207185556,2397,97278510,99999640,360,10609723,48129170,1034,99998966,187058366,6966312,49500218,145564102,34267610,65732390,99961616,38384,30331494,1000,1000,1000,1000,1000,1000,1000
471000,10200,63395,470000000,2820000000,1000,6000,9997435622553,11786129,942587785,1339914590,2470,82960,1168751,469989800,1000,552,206367,937642098,22236086,1977763914,2164510277,861024612,1138975388,791700391,100031255378,124427368,830255,1249667,245313653,1123084724,1338877,846,8,19,1116,10728,2757721946,2819936053,156829173,2703369,207376770,2403,97296631,99999648,352,10549916,48263991,1148,99998852,187164075,6966319,49575971,145735340,34175533,65824467,99961770,38230,30334902,1000,1000,1000,1000,1000,1000,1000
472000,10800,63109,471000000,2826000000,1000,6000,9997435713415,11468907,944267787,1339914627,2367,83026,1168681,470989200,1000,5702,204830,939641038,22220328,1977779672,2164601806,860855673,1139144327,793530382,100031342709,124535734,840932,1256567,245488052,1124154160,1338889,846,13,14,1104,10728,2763662899,2825931189,156930640,2686189,207566805,2406,97313811,99999651,349,10491328,48398888,1034,99998966,187268989,6966329,49651884,145905826,34084407,65915593,99961879,38121,30338349,1000,1000,1000,1000,1000,1000,1000
473000,10820,61997,472000000,2832000000,1000,6000,9997427113939,19842639,954642371,1339916665,1737,81618,1169101,471989180,1000,6870,205794,941640158,22206606,1977793394,2164691622,860684796,1139315204,795358615,100031429381,124643794,852245,1261384,245664336,1125221288,1338884,846,10,22,1104,10728,2769608813,2831931133,157031837,2667997,207755886,2406,97332003,99999631,369,10433406,48533408,1158,99998842,187373547,6966339,49727332,146075749,33993293,66006707,99961886,38114,30341710,1000,1000,1000,1000,1000,1000,1000
474000,10980,62605,473000000,2838000000,1000,6000,9997432878296,13859927,950651007,1339911638,1882,86500,1170353,472989020,1000,6348,204713,943637334,22192149,1977807851,2164780109,860516315,1139483685,797187300,100031543195,124752160,836798,1229063,245850882,1126290772,1338866,848,6,24,1124,10748,2775554543,2837931047,157133436,2649601,207942933,2406,97350399,99999627,373,10377768,48668158,1032,99998968,187478487,6966349,49801987,146245321,33901717,66098283,99962089,37911,30345051,1000,1000,1000,1000,1000,1000,1000
475000,10290,61743,474000000,2844000000,1000,6000,9997434499697,12018681,950808853,1339911259,2162,86599,1171388,473989710,1000,690,204319,945636644,22179717,1977820283,2164865084,860346675,1139653325,799016965,100031649969,124859204,827245,1213752,246026701,1127347396,1338882,848,9,17,1112,10748,2781507541,2843937567,157233753,2631863,208129392,2409,97368137,99999671,329,10323007,48803127,1032,99998968,187582072,6966354,49878245,146415360,33811204,66188796,99962275,37725,30348319,1000,1000,1000,1000,1000,1000,1000
476000,10500,62344,475000000,2850000000,1000,6000,9997431684589,14607576,955398327,1339916368,2104,81548,1172709,474989500,1000,637,202975,947633582,22165626,1977834374,2164951526,860178892,1139821108,800846112,100031758468,124965386,815173,1204820,246192693,1128396200,1338890,848,9,21,1100,10748,2787453902,2849937019,157333413,2615057,208316415,2412,97384943,99999661,339,10267452,48937847,1043,99998957,187684981,6966362,49954218,146584495,33721291,66278709,99962280,37720,30351568,1000,1000,1000,1000,1000,1000,1000
477000,10730,62781,476000000,2856000000,1000,6000,9997430758161,15322751,958103646,1339909100,2306,88614,1173569,475989270,1000,6823,202170,949631402,22153078,1977846922,2165034037,860010587,1139989413,802675620,100031844623,125072564,826387,1209346,246368497,1129453876,1338912,848,10,10,1088,10748,2793393690,2855930396,157433771,2599080,208502931,2415,97400920,99999674,326,10213479,49073655,1068,99998932,187788601,6966369,50029501,146753612,33630719,66369281,99962544,37456,30354830,1000,1000,1000,1000,1000,1000,1000
478000,10840,62755,477000000,2862000000,1000,6000,9997432863358,13002845,957785119,1339909647,2466,87907,1173728,476989160,1000,598,203234,951630864,22143933,1977856067,2165112405,859841069,1140158931,804505550,100031933725,125178372,833367,1210257,246543075,1130498356,1338910,848,9,13,1088,10748,2799347037,2861936647,157532967,2581050,208686498,2415,97418950,99999691,309,10162303,49209289,1023,99998977,187891040,6966383,50105259,146922080,33541252,66458748,99962701,37299,30358073,1000,1000,1000,1000,1000,1000,1000
479000,11140,62408,478000000,2868000000,1000,6000,9997429009429,16641922,963424112,1339911441,2574,86005,1174147,477988860,1000,6731,202588,953629426,22134378,1977865622,2165190336,859673292,1140326708,806336325,100032006313,125283932,856859,1227287,246717888,1131540644,1338891,850,15,18,1096,10768,2805288470,2867930861,157631951,2563929,208869612,2418,97436071,99999683,317,10111040,49344308,1098,99998902,187993189,6966393,50181038,147090513,33451763,66548237,99962864,37136,30361238,1000,1000,1000,1000,1000,1000,1000
480000,10340,63314,479000000,2874000000,1000,6000,9997427300843,18142500,966925221,1339910024,2229,87767,1174329,478989660,1000,6430,204005,955630662,22127241,1977872759,2165264747,859503368,1140496632,808167622,100032096485,125389250,862301,1239985,246879137,1132580232,1338899,850,6,19,1096,10768,2811235206,2873930256,157730614,2550244,209055357,2418,97449756,99999651,349,10057419,49479667,1105,99998895,188095087,6966408,50257367,147259035,33362805,66637195,99963027,36973,30364473,1000,1000,1000,1000,1000,1000,1000
481000,10410,63384,480000000,2880000000,1000,6000,9997431455117,13770887,964551545,1339912314,2345,85361,1175649,479989590,1000,6350,202210,957627882,22114489,1977885511,2165344173,859337513,1140662487,809998977,100032202230,125495428,853136,1220641,247057118,1133628588,1338919,850,8,21,1072,10768,2817182127,2879930266,157830352,2534985,209239074,2424,97465015,99999658,342,10006011,49615174,987,99999013,188198017,6966418,50331673,147426695,33272643,66727357,99963191,36809,30367665,1000,1000,1000,1000,1000,1000,1000
482000,10880,63777,481000000,2886000000,1000,6000,9997428579226,16434787,969210288,1339910140,2591,87289,1177073,480989120,1000,630,202526,959624094,22101910,1977898090,2165423259,859169281,1140830719,811826954,100032304612,125600914,846665,1206092,247233053,1134670168,1338921,850,11,16,1072,10768,2823134711,2885935593,157929255,2519581,209421777,2424,97480419,99999701,299,9954951,49750007,1057,99998943,188300110,6966421,50407069,147594614,33183310,66816690,99963321,36679,30370855,1000,1000,1000,1000,1000,1000,1000
483000,10540,63162,482000000,2892000000,1000,6000,9997430757714,14042692,968820285,1339915186,1908,82926,1177865,481989460,1000,6282,201849,961623190,22093083,1977906917,2165496589,859002234,1140997766,813658996,100032381636,125705584,864952,1221598,247403611,1135703924,1338915,850,16,17,1072,10768,2829077339,2891930556,158027604,2504085,209603598,2424,97495915,99999681,319,9905924,49885921,1015,99998985,188401579,6966428,50482691,147762345,33094321,66905679,99963437,36563,30373975,1000,1000,1000,1000,1000,1000,1000
484000,10500,62203,483000000,2898000000,1000,6000,9997433648901,10945923,967717350,1339910697,2530,86793,1178450,482989500,1000,6307,200029,963622100,22082218,1977917782,2165570222,858837039,1141162961,815492700,100032496570,125809886,844982,1199449,247572739,1136733944,1338929,850,7,12,1072,10768,2835026122,2897931490,158125461,2489890,209784867,2424,97510110,99999690,310,9857360,50021737,1088,99998912,188502547,6966439,50558082,147929371,33005797,66994203,99963576,36424,30377086,1000,1000,1000,1000,1000,1000,1000
485000,11090,62976,484000000,2904000000,1000,6000,9997429582857,14806104,973579153,1339911048,2474,86498,1177719,483988910,1000,582,201140,965622382,22074998,1977925002,2165639426,858668592,1141331408,817324525,100032572194,125914504,864765,1208047,247751327,1137767252,1338928,850,9,23,1060,10768,2840978765,2903936442,158223835,2474214,209964456,2427,97525786,99999700,300,9811062,50158101,1034,99998966,188603991,6966449,50633194,148096717,32916633,67083367,99963724,36276,30380156,1000,1000,1000,1000,1000,1000,1000
486000,10590,63483,485000000,2910000000,1000,6000,9997426435287,17744545,978519212,1339914559,1952,83509,1178405,484989410,1000,1069,200674,967622010,22066305,1977933695,2165709463,858502475,1141497525,819158025,100032689198,126019478,843305,1171411,247933120,1138804080,1338943,850,16,13,1048,10768,2846925284,2909935448,158322428,2459607,210144189,2430,97540393,99999668,332,9764293,50294204,1040,99998960,188705720,6966460,50707467,148263311,32827448,67172552,99963816,36184,30383292,1000,1000,1000,1000,1000,1000,1000
487000,10960,63261,486000000,2916000000,1000,6000,9997430555117,13417004,976191250,1339913974,2073,83973,1178009,485989040,1000,1097,200550,969622062,22054613,1977945387,2165781427,858335446,1141664554,820991042,100032754090,126122552,872073,1203786,248096745,1139822524,1338940,850,10,22,1048,10768,2852873941,2915935642,158419369,2445935,210323841,2430,97554065,99999686,314,9717711,50430415,952,99999048,188805802,6966466,50783967,148430470,32739930,67260070,99963749,36251,30386433,1000,1000,1000,1000,1000,1000,1000
488000,10200,63694,487000000,2922000000,1000,6000,9997426497267,17271771,982044475,1339914328,2632,83060,1179570,486989800,1000,594,199139,971620460,22047621,1977952379,2165847871,858170876,1141829124,822824869,100032876087,126225370,843626,1168627,248269379,1140838416,1338947,850,13,12,1048,10768,2858822602,2921935712,158515955,2430707,210500724,2430,97569293,99999667,333,9673468,50566141,1025,99998975,188905474,6966467,50859535,148596452,32652602,67347398,99963735,36265,30389519,1000,1000,1000,1000,1000,1000,1000
489000,10320,64214,488000000,2928000000,1000,6000,9997427723799,15842368,982609273,1339912554,1890,85576,1180809,487989680,1000,529,199323,973617742,22036905,1977963095,2165917039,858005245,1141994755,824656513,100032935299,126328572,878308,1202078,248436048,1141857524,1338981,850,14,13,1012,10768,2864770546,2927935257,158612779,2418237,210679779,2439,97581763,99999713,287,9627532,50702360,1077,99998923,189005389,6966474,50934347,148761906,32565051,67434949,99963872,36128,30392610,1000,1000,1000,1000,1000,1000,1000
490000,10780,62498,489000000,2934000000,1000,6000,9997429636759,13729428,982490515,1339908613,2120,89287,1181281,488989220,1000,6270,198866,975615878,22026593,1977973407,2165984786,857840209,1142159791,826489597,100033062942,126432038,844806,1155317,248614828,1142879624,1338983,850,13,12,1012,10768,2870714788,2933931232,158709993,2404751,210856623,2439,97595249,99999654,346,9583524,50838304,1065,99998935,189105711,6966490,51008858,148927415,32477161,67522839,99963904,36096,30395718,1000,1000,1000,1000,1000,1000,1000
491000,10730,63021,490000000,2940000000,1000,6000,9997430215294,12945767,983702802,1339909189,1442,89389,1182279,489989270,1000,6193,197501,977613982,22013806,1977986194,2166053809,857675131,1142324869,828322612,100033141473,126534472,859454,1166861,248784471,1143890844,1339008,850,9,15,988,10768,2876663125,2939930786,158806126,2391755,211032966,2445,97608245,99999672,328,9540302,50974509,997,99999003,189204922,6966501,51085335,149093869,32390262,67609738,99964106,35894,30398796,1000,1000,1000,1000,1000,1000,1000
492000,10300,63184,491000000,2946000000,1000,6000,9997431076230,11879414,984635826,1339911192,1494,87334,1184044,490989700,1000,6381,197452,979611312,22001539,1977998461,2166120748,857510114,1142489886,830154914,100033232222,126636868,861794,1163221,248955524,1144902180,1339005,850,13,14,988,10768,2882611576,2945930435,158902244,2379760,211208931,2445,97620240,99999705,295,9497658,51110932,1006,99998994,189304142,6966512,51160498,149258946,32303450,67696550,99964160,35840,30401898,1000,1000,1000,1000,1000,1000,1000
493000,10920,62825,492000000,2952000000,1000,6000,9997426289789,16464526,991220721,1339912350,1425,86245,1184261,491989080,1000,571,197899,981609638,21992132,1978007868,2166184366,857344944,1142655056,831988060,100033325634,126738384,860985,1161239,249121354,1145904988,1339002,850,10,20,988,10768,2888566987,2951936604,158997622,2366986,211384020,2445,97633014,99999702,298,9456218,51247554,1073,99998927,189402493,6966522,51235799,149423679,32216991,67783009,99964275,35725,30404871,1000,1000,1000,1000,1000,1000,1000
494000,10350,63172,493000000,2958000000,1000,6000,9997424036163,18517786,995275660,1339912920,2559,84541,1185176,492989650,1000,582,197435,983608948,21982400,1978017600,2166246598,857180645,1142819355,833823066,100033410310,126840226,868976,1160039,249295272,1146911072,1338992,850,15,25,988,10768,2894515708,2957936246,159093274,2355035,211557954,2445,97644965,99999687,313,9415654,51383984,1114,99998886,189501205,6966527,51311035,149588447,32130519,67869481,99964299,35701,30407931,1000,1000,1000,1000,1000,1000,1000
495000,10680,63356,494000000,2964000000,1000,6000,9997422629344,19729105,998484568,1339911355,2209,86456,1184995,493989320,1000,1115,197593,985608650,21974408,1978025592,2166307532,857016365,1142983635,835658482,100033466126,126941370,905341,1193123,249462783,1147910560,1339014,850,13,17,976,10768,2900464419,2963935529,159188527,2342504,211731828,2448,97657496,99999721,279,9375277,51520465,1030,99998970,189599439,6966533,51385872,149752575,32044209,67955791,99964306,35694,30410912,1000,1000,1000,1000,1000,1000,1000
496000,10780,62981,495000000,2970000000,1000,6000,9997429428895,12732605,993481207,1339909733,1603,88684,1186299,494989220,1000,545,196377,987605842,21963907,1978036093,2166370112,856853567,1143146433,837492873,100033602424,127042452,861230,1148339,249627518,1148908972,1339012,850,18,14,976,10768,2906414823,2969936474,159283577,2331050,211906098,2448,97668950,99999709,291,9334640,51657062,993,99999007,189697453,6966536,51460767,149916592,31958051,68041949,99964444,35556,30413876,1000,1000,1000,1000,1000,1000,1000
497000,10410,62260,496000000,2976000000,1000,6000,9997429319354,12643166,995395888,1339911442,2493,86085,1186376,495989590,1000,6887,196430,989606428,21956041,1978043959,2166429877,856688969,1143311031,839328853,100033683550,127143026,871717,1157394,249793422,1149902608,1339014,850,13,17,976,10768,2912358915,2975930853,159378056,2318290,212078877,2448,97681710,99999697,303,9295489,51793678,1066,99998934,189794920,6966544,51536817,150081145,31872536,68127464,99964482,35518,30416864,1000,1000,1000,1000,1000,1000,1000
