Time,H2O,OH-,H+,glucose,O2,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_channel:=Cell_1,glucose_in:=Cell_1,O2:=Cell_1,O2_in:=Cell_1,Pyruvate:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,Pi-:=Cell_1,Pi_total:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic:=Cell_1,H2O::Cell_1::Mito_1,OH-::Cell_1::Mito_1,H+::Cell_1::Mito_1,H+_inter::Cell_1::Mito_1,O2::Cell_1::Mito_1,O2_in::Cell_1::Mito_1,CO2::Cell_1::Mito_1,ATP::Cell_1::Mito_1,ATP_created::Cell_1::Mito_1,ADP::Cell_1::Mito_1,Pi::Cell_1::Mito_1,Pi-::Cell_1::Mito_1,Pi_total::Cell_1::Mito_1,NAD+::Cell_1::Mito_1,NADH::Cell_1::Mito_1,NADH_created::Cell_1::Mito_1,Pyruvate::Cell_1::Mito_1,Pyruvate-::Cell_1::Mito_1,Pyruvate_trans::Cell_1::Mito_1,Pyruvate-_in::Cell_1::Mito_1,CoA-SH::Cell_1::Mito_1,Acetyl_CoA::Cell_1::Mito_1,FAD::Cell_1::Mito_1,GDP::Cell_1::Mito_1,GTP::Cell_1::Mito_1,FADH2::Cell_1::Mito_1,FADH2_created::Cell_1::Mito_1,ATP_ase::Cell_1::Mito_1,ADP_ATP_trans::Cell_1::Mito_1,NADH_shuttle::Cell_1::Mito_1,Pi_trans::Cell_1::Mito_1,Commp1::Cell_1::Mito_1,Commp2::Cell_1::Mito_1
2500,10000000000750,999250,999250,112000,20000,9999896534656,86054476,10013936,10101,1000,24878000,0,49960000,0,22018795,49735798,67373162,132626838,119315438,0,0,9999935,65,25912433,100012134025,100165,98188745,59000,33580600,0,7218280,4070,106770800,9995930,33307330,0,0,9912820,87180,0,0,0,200,1804570,10000000,0,9999830,10000000,0,170,1804570,2000,2000,2000,2000,1000,1000
2600,10000000000477,999523,999523,104000,20000,9999894069237,89070153,10007195,17782,1000,25886000,0,51960000,0,23092901,51736436,67757550,132242450,118837050,0,0,9999959,41,26767095,100013464619,21,101789041,369000,34786100,0,7503440,25258,111869200,9974742,33380140,0,0,9999460,540,0,0,580,200,1876440,10000000,0,9999740,9999998,2,260,1875860,2000,2000,2000,2000,1000,1000
2700,10000000000570,999430,999430,104000,20000,9999890966762,93461801,10058655,4501,1000,26886000,20000,53960000,0,23834422,53762998,67362253,132637747,117642447,0,0,9971468,28532,27957566,100012739294,0,107279204,1200,36134550,0,7880394,0,116081600,10000000,34991302,0,0,9987606,12394,0,0,910,200,1971010,9999998,2,9995902,9996002,3998,4098,1970098,2000,2000,2000,2000,1000,1000
2800,10000000000831,999169,999169,108000,20000,9999888307521,96721366,10037754,3214,1000,27882000,20000,55960000,0,24782304,55757572,67019307,132980693,117105993,0,0,9979416,20584,28940388,100012857387,99977,111159891,428000,37455750,0,8139513,80,120375600,9999920,35872622,0,0,9999587,413,0,0,1,200,2034880,9999999,1,9997922,9998002,1998,2078,2034878,2000,2000,2000,2000,1000,1000
2900,10000000001096,998904,998904,107000,20000,9999894911047,90265101,18045,16594,1000,28883000,0,57960000,0,25315697,57732812,65930798,134069202,117041002,0,0,9989153,10847,30299965,100012407194,100160,115678354,1000,38959100,0,8468593,1348,123851600,9998652,37026852,0,0,9995407,4593,0,0,1,200,2117150,9999999,1,9998652,10000000,0,1348,2117148,2000,2000,2000,2000,1000,1000
3000,10000000000846,999154,999154,103000,20000,9999882491228,104399354,9987248,10827,1000,29887000,20000,59960000,0,26306427,59752346,66285542,133714458,115408058,0,0,9999633,367,31247279,100012406820,0,120719200,800,40191150,0,8794480,9020,128727600,9990980,38297380,0,0,9999920,80,0,0,20,200,2198640,10000000,0,9999980,10000000,0,20,2198620,2000,2000,2000,2000,1000,1000
3100,10000000001361,998639,998639,98000,20000,9999889718017,96612459,82689,5258,1000,30892000,0,61960000,0,27183820,61773484,65706986,134293014,116030714,0,0,9966990,33010,32328474,100013315894,100996,123636866,211800,41601200,0,9044640,5260,132640400,9994740,38257040,0,0,9999960,40,0,0,30,200,2261190,10000000,0,9999840,10000000,0,160,2261160,2000,2000,2000,2000,1000,1000
3200,10000000001310,998690,998690,101000,20000,9999887096635,98949718,16672,13937,1000,31889000,20000,63960000,0,28047752,63750126,65450703,134549297,116404697,0,0,9999998,2,33351324,100014562691,39,126031369,992000,42887750,0,9396240,60,136886000,9999940,38144540,0,0,9960460,39540,0,0,1990,200,2351050,10000000,0,9999940,10000000,0,60,2349060,2000,2000,2000,2000,1000,1000
3300,10000000000806,999194,999194,97000,20100,9999884743651,101904709,16541,11784,1000,32893000,20000,65959900,0,29086901,65762432,66399830,133600170,115883370,0,0,9999969,31,34243801,100016233510,0,130976020,1000,44101800,0,9726920,30,142345200,9999970,37716770,0,0,9999080,920,0,0,0,200,2431730,10000000,0,9999870,10000000,0,130,2431730,2000,2000,2000,2000,1000,1000
3400,10000000000145,999855,999855,113000,20000,9999881666188,105441849,15691,8289,1000,33877000,20000,67960000,0,29774741,67737422,65670977,134329023,115510523,0,0,9999999,1,35444121,100015962999,99221,135302361,800,45502050,0,10066240,72060,146231200,9927940,38746440,0,0,9999960,40,0,0,2000,200,2518560,10000000,0,9999840,10000000,0,160,2516560,2000,2000,2000,2000,1000,1000
3500,9999999999036,1000964,1000964,108000,20000,9999879044190,108524546,34912,13129,1000,34882000,20000,69960000,0,30666278,69737742,65650026,134349974,115127674,0,0,9982612,17388,36475054,100016619869,1,139173541,800,46830650,0,10379640,1670,150604000,9998330,39220190,0,0,9999960,40,0,0,0,200,2596410,9998000,2000,9999390,9999560,440,610,2594410,2000,2000,2000,2000,1000,1000
3600,9999999999270,1000730,1000730,111000,20100,9999866134186,121902108,10008282,11976,1000,35879000,19900,71959900,0,31391302,71734048,64955224,135044776,114731076,0,0,9999728,272,37675376,100016408890,0,143192680,95800,48247500,0,10661480,70,154364800,9999930,40313630,0,0,9999920,80,0,0,2000,200,2667370,10000000,0,9999830,10000000,0,170,2665370,2000,2000,2000,2000,1000,1000
3700,9999999999584,1000416,1000416,100000,20000,9999863694781,124986177,10047999,3406,1000,36890000,20000,73960000,0,32347421,73773188,64939678,135060322,114156422,0,0,9999999,1,38688387,100016767300,99062,147434879,0,49583650,0,10941517,79,158731200,9999921,40903821,0,0,9952783,47217,0,0,2000,200,2737380,9999999,1,9998221,10000000,0,1779,2735379,2000,2000,2000,2000,1000,1000
3800,10000000000015,999985,999985,110000,20000,9999871749680,116562876,46578,2988,1000,37880000,20000,75960000,0,33570456,75754024,66137966,133862034,114612434,0,0,9999954,46,39358578,100019808429,100161,150244831,4800,50713750,0,11293840,60,164409200,9999940,39249540,0,0,9939860,60140,0,0,1530,200,2824990,10000000,0,9999940,10000000,0,60,2823460,2000,2000,2000,2000,1000,1000
3900,10000000000722,999278,999278,125000,20000,9999858973401,130175294,10011586,15651,1000,38865000,20000,77960000,0,34419226,77698698,65814055,134185945,113848945,0,0,9999434,566,40381832,100019928766,100734,154681064,4200,52037800,0,11590530,151630,168816800,9848370,40185370,0,0,9999970,30,0,0,0,200,2897640,9999990,10,9999970,10000000,0,30,2897630,2000,2000,2000,2000,1000,1000
4000,10000000000891,999109,999109,107000,20000,9999866358898,123005793,13743,16767,1000,39883000,20000,79960000,0,35323160,79732466,65982861,134017139,113713939,0,0,9999910,90,41430676,100020977887,23,158288543,27800,53342700,0,11914520,30,173335200,9999970,40303170,0,0,9999980,20,0,0,0,200,2978630,10000000,0,9999770,10000000,0,230,2978630,2000,2000,2000,2000,1000,1000
4100,10000000001028,998972,998972,104000,20100,9999853878210,136728512,10051222,3486,1000,40886000,19900,81959900,0,36296360,81765028,65926232,134073768,112552468,0,0,9907950,92050,42409478,100020803230,1000,163047160,20600,54664400,0,12230760,4090,177754800,9995910,41517210,0,0,9999940,60,0,0,0,200,3059190,9998000,2000,9999810,10000000,0,190,3057190,2000,2000,2000,2000,1000,1000
4200,10000000000279,999721,999721,108000,20100,9999851014786,140426428,10046970,3444,1000,41882000,0,83959900,0,37061136,83757112,65537844,134462156,111795556,0,0,9999994,6,43559206,100020499259,99311,167607271,2000,56057350,0,12538960,30,181837200,9999970,42666570,0,0,9933640,66360,0,0,2000,200,3136770,9999960,40,9999870,10000000,0,130,3134730,2000,2000,2000,2000,1000,1000
4300,10000000000302,999698,999698,117000,20000,9999848305804,143222427,10025857,7196,1000,42873000,0,85960000,0,37904630,85731608,65656261,134343739,111802239,0,0,9999700,300,44596508,100021822692,0,170624377,478200,57320500,0,12915877,69,186466400,9999931,42541431,0,0,9999923,77,0,0,0,200,3230470,9997999,2001,9999931,10000000,0,69,3228469,2000,2000,2000,2000,1000,1000
4400,9999999999651,1000349,1000349,117000,20000,9999845911542,145915129,10047079,14040,1000,43873000,0,87960000,0,38935850,87717920,66080021,133919979,111582579,0,0,10000000,0,45472820,100023170450,1300,174844400,8000,58587450,0,13237000,48,191402400,9999952,42337350,0,0,9953800,46200,0,0,0,200,3309250,10000000,0,9999950,9999998,2,50,3309250,2000,2000,2000,2000,1000,1000
4500,9999999999511,1000489,1000489,114000,20000,9999843475385,148735471,10037885,7875,1000,44876000,20000,89960000,0,39935142,89736250,66346726,133653274,111277774,0,0,9999928,72,46412478,100024288590,40,178681480,0,59833550,0,13548280,70,196194000,9999930,42375430,0,0,9953920,46080,0,0,1560,200,3388630,10000000,0,9999930,10000000,0,70,3387070,2000,2000,2000,2000,1000,1000
4600,9999999999584,1000416,1000416,126000,20000,9999840596686,150585282,10062230,4207,1000,45864000,20000,91960000,0,40744824,91719586,66009768,133990232,112383132,0,0,9972476,27524,47509662,100026041298,2,181294202,2200,61186100,0,13860400,0,200405600,10000000,41607100,0,0,10000000,0,0,0,0,200,3465100,10000000,0,9999900,10000000,0,100,3465100,2000,2000,2000,2000,1000,1000
4700,10000000000157,999843,999843,106000,20000,9999837835823,153265370,10044756,14383,1000,46884000,0,93960000,0,41565683,93739234,65339273,134660727,112529127,0,0,9999997,3,48643231,100026432140,0,184847780,1000,62621000,0,14113280,20,204222400,9999980,42131580,0,0,9940520,59480,0,0,2000,200,3530320,10000000,0,9999880,10000000,0,120,3528320,2000,2000,2000,2000,1000,1000
4800,9999999999961,1000039,1000039,116000,20000,9999844867280,146882241,6415,16939,1000,47874000,20000,95960000,0,42239957,95714122,65048361,134951639,111973439,0,0,9999983,17,49851205,100026493420,0,189130940,1000,63958800,0,14491840,60,208377600,9999940,42978140,0,0,9984860,15140,0,0,0,200,3622960,10000000,0,9999840,10000000,0,160,3622960,2000,2000,2000,2000,1000,1000
4900,9999999999660,1000340,1000340,116000,20000,9999842825703,149797322,5260,3119,1000,48874000,0,97960000,0,43379489,97741762,65936265,134063735,111189535,0,0,9974651,25349,50649713,100027901903,100259,193297936,2200,65151100,0,14844477,102039,213780800,9897961,42772161,0,0,9998023,1977,0,0,0,200,3712560,9998079,1921,9997961,10000000,0,2039,3710639,2000,2000,2000,2000,1000,1000
5000,9999999999880,1000120,1000120,115000,20000,9999830385328,162777880,10034188,18144,1000,49875000,0,99960000,0,44413174,99713712,66580748,133419252,110737552,0,0,9999966,34,51499778,100029310928,0,197175428,3400,66366700,0,15195027,2056,218892400,9997944,42679644,0,0,9981073,18927,0,0,2001,200,3800760,9999997,3,9997844,10000000,0,2156,3798756,2000,2000,2000,2000,1000,1000
5100,10000000000531,999469,999469,97000,20000,9999837303524,156565137,5969,16509,1000,50893000,0,101960000,0,45070926,101752982,65749881,134250119,110110919,0,0,9978694,21306,52802476,100028567586,100254,201752454,1600,67799850,0,15512960,40,222563200,9999960,44139160,0,0,9999940,60,0,0,1340,200,3879580,10000000,0,9999960,10000000,0,40,3878240,2000,2000,2000,2000,1000,1000
5200,10000000001088,998912,998912,117000,20100,9999834621374,159030269,22065,12381,1000,51873000,19900,103959900,0,45955198,103721238,65779443,134220557,110414757,0,0,9966702,33298,53799640,100030049898,2,204997702,0,69079850,0,15865600,0,227112800,10000000,43805800,0,0,10000000,0,0,0,0,200,3966400,10000000,0,10000000,10000000,0,0,3966400,2000,2000,2000,2000,1000,1000
5300,10000000000871,999129,999129,102000,20000,9999821776884,172212874,10024950,15377,1000,52888000,20000,105960000,0,46704038,105745246,65972858,134027142,110188242,0,0,9999962,38,54963208,100031066400,0,208891000,2200,70354100,0,16312000,44499,231801600,9955501,43794400,0,0,9999800,200,0,0,0,200,4078000,10000000,0,10000000,9999999,1,0,4078000,2000,2000,2000,2000,1000,1000
5400,10000000000363,999637,999637,100000,20000,9999819581520,175304250,10013324,12529,1000,53890000,0,107960000,0,47814572,107754942,66669740,133330260,109374260,0,0,9982198,17802,55780340,100032161550,0,213124810,200,71583300,0,16638108,1260,236966000,9998740,43954740,0,0,9999292,708,0,0,2,200,4160030,9999332,668,9999840,10000000,0,160,4159360,2000,2000,2000,2000,1000,1000
5500,9999999999808,1000192,1000192,114000,20200,9999816584269,177858519,10005179,10962,1000,54876000,0,109959800,0,48548960,109730076,66000948,133999052,109893752,0,0,9999700,300,56944576,100032982079,1,216403661,0,72975950,0,16946160,64840,240910800,9935160,44040460,0,0,9999940,60,0,0,0,200,4236540,10000000,0,9999860,10000000,0,140,4236540,2000,2000,2000,2000,1000,1000
5600,10000000000543,999457,999457,110000,20100,9999823470798,171883362,10444,11905,1000,55880000,19900,111959900,0,49188686,111736190,65255450,134744550,109072550,0,0,9999704,296,58220794,100032182260,98910,221160650,3200,74370750,0,17298840,114470,244694800,9885530,45557490,0,0,9999960,40,0,0,2000,200,4326710,10000000,0,9999890,9999960,40,110,4324710,2000,2000,2000,2000,1000,1000
5700,10000000000264,999736,999736,112000,20000,9999821311291,174614889,5531,19614,1000,56878000,20100,113960000,0,50307661,113716772,66327560,133672440,108603040,0,0,9996419,3581,58979891,100034000176,99870,224508941,512600,75504100,0,17711171,6019,250165200,9993981,45061383,0,0,9999929,71,0,0,0,200,4429220,9998097,1903,9999883,9998002,1998,117,4427317,2000,2000,2000,2000,1000,1000
5800,9999999999262,1000738,1000738,118000,20000,9999808478483,188093847,10001467,11015,1000,57872000,20000,115960000,0,51116475,115721970,66255960,133744040,108046640,0,0,9994955,5045,60086525,100034454789,1,228929181,285800,76827500,0,18075880,2070,254630000,9997930,45695330,0,0,9999920,80,0,0,0,200,4518970,10000000,0,9999830,10000000,0,170,4518970,2000,2000,2000,2000,1000,1000
5900,9999999999849,1000151,1000151,99000,20000,9999815630125,181543054,10100,12075,1000,58891000,0,117960000,0,51878688,117757850,66189009,133810991,107553791,0,0,9930042,69958,61252192,100034737159,101131,233583561,200,78174900,0,18507730,32020,259065200,9967980,46225180,0,0,9999970,30,0,0,0,200,4626970,9999950,50,9999880,10000000,0,120,4626920,2000,2000,2000,2000,1000,1000
6000,10000000000168,999832,999832,114000,20000,9999813227534,183923749,9621,10807,1000,59876000,0,119960000,0,52929801,119730386,67109613,132890387,107674187,0,0,9999929,71,62075115,100037139598,0,236868268,600,79331700,0,18901868,66,264557600,9999934,45216134,0,0,9976132,23868,0,0,0,200,4725470,9999996,4,9997934,10000000,0,2066,4725466,2000,2000,2000,2000,1000,1000
6100,10000000000382,999618,999618,106000,20000,9999800880723,197889175,10001603,5291,1000,60884000,20000,121960000,0,54021879,121757418,68020428,131979572,106160872,0,0,9966051,33949,62904769,100037829090,0,241945380,400,80457050,0,19319178,68,270114000,9999932,45818630,0,0,9998622,1378,0,0,2,200,4830770,9998702,1298,9999930,9999998,2,70,4829470,2000,2000,2000,2000,1000,1000
6200,10000000000698,999302,999302,120000,20000,9999797871318,200556019,10006609,9822,1000,61870000,0,123960000,0,54830400,123720356,67757247,132242753,106599653,0,0,9999910,90,63962966,100039118469,1,245110051,271600,81764450,0,19707750,77220,274644400,9922780,45565880,0,0,9999250,750,0,0,0,200,4926990,9999930,70,9999880,10000000,0,120,4926920,2000,2000,2000,2000,1000,1000
6300,10000000000666,999334,999334,107000,20000,9999805148344,193470922,9430,7885,1000,62883000,0,125960000,0,55765174,125750230,67949406,132050594,106493394,0,0,9994466,5534,64972396,100040227618,1202,249233242,1200,83042250,0,20050640,160,279434800,9999840,45557040,0,0,9999960,40,0,0,0,200,5012660,10000000,0,9999940,10000000,0,60,5012660,2000,2000,2000,2000,1000,1000
6400,10000000000916,999084,999084,118000,20000,9999792005978,206597479,9928049,4801,1000,63872000,0,127960000,0,56435665,127734398,67497217,132502783,106616783,0,0,9999995,5,66178493,100040690643,97641,253192795,13800,84386900,0,20472953,50,283658800,9999950,45883962,0,0,9999147,853,0,0,2001,200,5120240,9999999,1,9999962,9998012,1988,38,5118238,2000,2000,2000,2000,1000,1000
