Time,H2O,OH-,H+,glucose,O2,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_channel:=Cell_1,glucose_in:=Cell_1,O2:=Cell_1,O2_in:=Cell_1,Pyruvate:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,Pi-:=Cell_1,Pi_total:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic:=Cell_1,H2O::Cell_1::Mito_1,OH-::Cell_1::Mito_1,H+::Cell_1::Mito_1,H+_inter::Cell_1::Mito_1,O2::Cell_1::Mito_1,O2_in::Cell_1::Mito_1,CO2::Cell_1::Mito_1,ATP::Cell_1::Mito_1,ATP_created::Cell_1::Mito_1,ADP::Cell_1::Mito_1,Pi::Cell_1::Mito_1,Pi-::Cell_1::Mito_1,Pi_total::Cell_1::Mito_1,NAD+::Cell_1::Mito_1,NADH::Cell_1::Mito_1,NADH_created::Cell_1::Mito_1,Pyruvate::Cell_1::Mito_1,Pyruvate-::Cell_1::Mito_1,Pyruvate_trans::Cell_1::Mito_1,Pyruvate-_in::Cell_1::Mito_1,CoA-SH::Cell_1::Mito_1,Acetyl_CoA::Cell_1::Mito_1,FAD::Cell_1::Mito_1,GDP::Cell_1::Mito_1,GTP::Cell_1::Mito_1,FADH2::Cell_1::Mito_1,FADH2_created::Cell_1::Mito_1,ATP_ase::Cell_1::Mito_1,ADP_ATP_trans::Cell_1::Mito_1,NADH_shuttle::Cell_1::Mito_1,Pi_trans::Cell_1::Mito_1,Commp1::Cell_1::Mito_1,Commp2::Cell_1::Mito_1
29500,9999999998762,1001238,1001238,112000,20000,9999119565601,882587078,10035406,3158,1000,294878000,20000,589960000,0,261559379,589749684,70936609,129063391,125849691,0,0,9999951,49,300287935,100314133139,100557,1134224828,25000,375471900,0,111609471,119667,1392576400,9880333,23094033,0,0,9962829,37171,0,0,0,200,27902370,9999997,3,9999833,10000000,0,167,27902367,2000,2000,2000,2000,1000,1000
29600,9999999998935,1001065,1001065,108000,20000,9999126571554,876061344,36410,2724,1000,295882000,0,591960000,0,262506563,591758552,70674558,129325442,125463042,0,0,9982297,17703,301256049,100314863426,2500,1138579091,3600,376742850,0,111983671,274840,1397452400,9725160,23585683,0,0,9970029,29971,0,0,20,200,27995940,9999997,3,9999883,9998123,1877,117,27995917,2000,2000,2000,2000,1000,1000
29700,9999999999341,1000659,1000659,119000,20000,9999123760713,878501414,1134,5043,1000,296871000,20000,593960000,0,263538300,593731914,71487107,128512893,125948393,0,0,9948780,51220,302083094,100317148540,2500,1142092780,600,377865100,0,112442080,6820,1403019200,9993180,22557680,0,0,9999920,80,0,0,0,200,28110520,10000000,0,9999680,10000000,0,320,28110520,2000,2000,2000,2000,1000,1000
29800,9999999999700,1000300,1000300,105000,20000,9999110977558,890617775,10053923,3974,1000,297885000,20000,595960000,0,264645619,595762052,71758423,128241577,126707477,0,0,9974271,25729,302913623,100319474972,106,1144890634,363400,379033400,0,112811227,489,1408327200,9999511,21527894,0,0,9982273,17727,0,0,1,200,28202810,9999997,3,9994194,9994283,5717,5806,28202806,2000,2000,2000,2000,1000,1000
29900,10000000000245,999755,999755,110000,20000,9999117675917,884170419,1041,14808,1000,298880000,0,597960000,0,265473671,597730384,71365056,128634944,126554744,0,0,9995049,4951,303955633,100319951453,100251,1149597355,153800,380327200,0,113198704,64008,1413102400,9935992,22016192,0,0,9998096,1904,0,0,0,200,28301080,9998128,1872,9999792,10000000,0,208,28299208,2000,2000,2000,2000,1000,1000
30000,10000000000152,999848,999848,114000,20000,9999114626222,887109170,9196,15663,1000,299876000,0,599960000,0,266439328,599720674,71198722,128801278,126761078,0,0,9995602,4398,304884876,100321286009,100481,1153615061,32200,381558200,0,113577880,201967,1418142400,9798033,21838230,0,0,9999920,80,0,0,2000,200,28396470,10000000,0,9999930,9999997,3,70,28394470,2000,2000,2000,2000,1000,1000
30100,10000000000128,999872,999872,110000,20200,9999111550670,889623056,2148,13460,1000,300880000,19800,601959800,0,267356581,601733080,71316596,128683404,127423104,0,0,9999989,11,305879669,100323091212,0,1156826017,152600,382772000,0,113987317,470,1423075600,9999530,21258471,0,0,9999883,117,0,0,0,200,28496830,9999999,1,9998571,9998641,1359,1429,28496829,2000,2000,2000,2000,1000,1000
30200,9999999999664,1000336,1000336,104000,20000,9999098776224,901433546,10018604,14749,1000,301886000,20000,603960000,0,268441309,603742502,71735630,128264370,128489070,0,0,9999951,49,306702353,100325845086,0,1159742751,137800,383934500,0,114395350,90,1428526000,9999910,19771563,0,0,9976750,23250,0,0,1,200,28598840,9999998,2,9999963,9996353,3647,37,28598837,2000,2000,2000,2000,1000,1000
30300,9999999999485,1000515,1000515,111000,20000,9999095923665,904677137,9993707,11358,1000,302879000,0,605960000,0,269497505,605735284,71917942,128082058,128195158,0,0,9999935,65,307541819,100326951920,0,1164230440,1000,385152200,0,114777839,59,1433793600,9999941,19886840,0,0,9950561,49439,0,0,1,200,28695960,9998001,1999,9999840,9999999,1,160,28693960,2000,2000,2000,2000,1000,1000
30400,10000000000063,999937,999937,116000,20000,9999103221219,897912091,2227,11688,1000,303874000,0,607960000,0,270666103,607724624,72761180,127238820,127768420,0,0,9983267,16733,308256791,100328676942,102472,1168690186,11800,386233100,0,115206914,0,1439773600,10000000,19468472,0,0,9994186,5814,0,0,0,200,28801730,9999998,2,9999872,9998072,1928,128,28801728,2000,2000,2000,2000,1000,1000
30500,9999999999569,1000431,1000431,104000,20000,9999090022914,910841105,9994971,12702,1000,304886000,20000,609960000,0,271581788,609746596,72573929,127426071,128136771,0,0,9999622,378,309264018,100329993375,103059,1172442013,90400,387447050,0,115603154,1988,1444722400,9998012,19287312,0,0,9999946,54,0,0,0,200,28900790,9999998,2,9999812,10000000,0,188,28900788,2000,2000,2000,2000,1000,1000
30600,9999999998952,1001048,1001048,116000,20000,9999086840702,913456551,10031957,2966,1000,305874000,20100,611960000,0,272540558,611742068,72098863,127901137,128788837,0,0,9965752,34248,310215420,100331385440,0,1176000445,0,388731250,0,115944345,18480,1449417200,9981520,19088515,0,0,9999955,45,0,0,0,200,28986090,9999995,5,9994515,9994695,5305,5485,28986085,2000,2000,2000,2000,1000,1000
30700,9999999999377,1000623,1000623,114000,20000,9999093366730,906726583,1123,2803,1000,306876000,0,613960000,0,273268325,613746394,71407723,128592277,129098577,0,0,9963585,36415,311386179,100331910830,0,1180039660,3600,390076450,0,116367560,0,1453772400,10000000,19489710,0,0,9987940,12060,0,0,0,200,29091890,10000000,0,9995910,9996010,3990,4090,29091890,2000,2000,2000,2000,1000,1000
30800,9999999999334,1000666,1000666,102000,20100,9999080300923,919125670,10033474,14419,1000,307888000,19900,615959900,0,274229417,615747162,71079823,128920177,129850377,0,0,9983713,16287,312340775,100333473482,1408,1183379038,11600,391327850,0,116707680,27120,1458508400,9972880,19042680,0,0,9949720,50280,0,0,50,200,29176970,10000000,0,9999880,10000000,0,120,29176920,2000,2000,2000,2000,1000,1000
30900,9999999999326,1000674,1000674,111000,20000,9999087278422,912021224,2126,5697,1000,308879000,20000,617960000,0,275161091,617746606,70873526,129126474,130062674,0,0,9963289,36711,313323195,100334582089,11,1187218601,1400,392596000,0,117043190,90,1463279600,9999910,19063710,0,0,9997910,2090,0,0,0,200,29262320,9997970,2030,9999910,10000000,0,90,29260290,2000,2000,2000,2000,1000,1000
31000,9999999999422,1000578,1000578,113000,20000,9999083974280,915037618,1096,8225,1000,309877000,20000,619960000,0,275955219,619737550,70233658,129766342,130436542,0,0,9999941,59,314433891,100335328675,5,1190802565,190600,393917400,0,117393760,6040,1467623200,9993960,19323760,0,0,9999640,360,0,0,0,200,29348440,10000000,0,9999760,10000000,0,240,29348440,2000,2000,2000,2000,1000,1000
31100,9999999999308,1000692,1000692,119000,20000,9999070599150,927676734,10025540,14063,1000,310871000,0,621960000,0,276691703,621713874,69357484,130642516,131260616,0,0,9999997,3,315585671,100336181202,0,1194025497,319000,395309000,0,117739996,98,1471654800,9999902,19381801,0,0,9999404,596,0,0,1,200,29436500,9998000,2000,9999901,9999999,1,99,29434499,2000,2000,2000,2000,1000,1000
31200,9999999998807,1001193,1001193,116000,20000,9999068052153,929931374,10032234,12690,1000,311874000,0,623960000,0,277805225,623722620,70145317,129854683,131658383,0,0,9963165,36835,316375485,100338553694,99496,1197843156,400,396454750,0,118160200,50,1477315200,9999950,18196250,0,0,10000000,0,0,0,1860,200,29541910,10000000,0,9999950,10000000,0,50,29540050,2000,2000,2000,2000,1000,1000
31300,9999999998999,1001001,1001001,107000,20000,9999074647078,922810706,1106,3244,1000,312883000,0,625960000,0,278442995,625759512,69149274,130850726,132279526,0,0,9979095,20905,317679207,100339217890,0,1201273810,8000,397848350,0,118537810,101630,1481230800,9898370,18468600,0,0,9992690,7310,0,0,0,200,29637310,9996190,3810,9999900,9999030,970,100,29633500,2000,2000,2000,2000,1000,1000
31400,9999999998961,1001039,1001039,115000,20000,9999061885861,935921229,9999271,9168,1000,313875000,0,627960000,0,279423116,627731664,69417880,130582120,132024120,0,0,9999974,26,318577338,100340284872,0,1205390537,400,399081950,0,118916836,3220,1486216800,9996780,18553391,0,0,9957164,42836,0,0,2001,200,29731210,10000000,0,9998591,9998611,1389,1409,29729209,2000,2000,2000,2000,1000,1000
31500,9999999999763,1000237,1000237,103000,20000,9999058838542,938834736,10017180,10297,1000,314887000,20000,629960000,0,280257142,629753406,69270518,130729482,132262382,0,0,9929098,70902,319660604,100341388197,1583,1209146433,1800,400343200,0,119337750,30,1490866400,9999970,18467070,0,0,9999950,50,0,0,0,200,29835660,9998370,1630,9999970,10000000,0,30,29834030,2000,2000,2000,2000,1000,1000
31600,10000000000623,999377,999377,107000,20000,9999066233704,931575913,47987,3742,1000,315883000,0,631960000,0,281342312,631758516,69844067,130155933,132220133,0,0,9976438,23562,320486454,100343199449,1601,1212938501,200,401532600,0,119719000,50,1496276800,9999950,17935750,0,0,9957700,42300,0,0,0,200,29929750,10000000,0,9999850,10000000,0,150,29929750,2000,2000,2000,2000,1000,1000
31700,10000000000294,999706,999706,106000,20000,9999053285236,944393317,10013559,16988,1000,316884000,0,633960000,0,282266096,633734024,69685303,130314697,132438597,0,0,9993454,6546,321450778,100344316447,102003,1216310703,445000,402779000,0,120068600,95,1501036000,9999905,17875950,0,0,9999700,300,0,0,0,200,30017150,10000000,0,9999850,9999945,55,150,30017150,2000,2000,2000,2000,1000,1000
31800,9999999999646,1000354,1000354,125000,20000,9999049869801,947655194,10053178,4498,1000,317865000,0,635960000,0,282947292,635721004,68891595,131108405,132689005,0,0,9968908,31092,322659712,100344798608,0,1220586388,1000,404163900,0,120455988,78800,1505158000,9921200,18338604,0,0,9994012,5988,0,0,0,200,30114000,9999996,4,9998004,9998004,1996,1996,30113996,2000,2000,2000,2000,1000,1000
31900,9999999999836,1000164,1000164,109000,20000,9999047319704,949568644,10015848,9184,1000,318881000,20000,637960000,0,284010792,637743632,69229828,130770172,133420972,0,0,9999888,112,323523520,100347109905,103439,1223696813,27400,405334800,0,120837273,184420,1510413600,9815580,17160782,0,0,9943927,56073,0,0,1,200,30209320,9999999,1,9999882,9996002,3998,118,30209318,2000,2000,2000,2000,1000,1000
32000,10000000000203,999797,999797,115000,20000,9999054480856,942847197,62281,4589,1000,319875000,0,639960000,0,284991337,639740822,69289843,130710157,133066757,0,0,9969453,30547,324454675,100348097596,0,1227811801,3400,406602700,0,121173591,198409,1515326000,9801591,17443003,0,0,9994009,5991,0,0,1410,200,30294810,9999997,3,9998003,9998012,1988,1997,30293397,2000,2000,2000,2000,1000,1000
32100,9999999999957,1000043,1000043,122000,20000,9999051402173,945783578,26482,1913,1000,320868000,0,641960000,0,285788367,641732174,69425881,130574119,133319819,0,0,9987063,12937,325538237,100349302215,102075,1231648555,13000,407855700,0,121622280,71269,1520150800,9928731,17183030,0,0,9999920,80,0,0,0,200,30405570,10000000,0,9999830,9999999,1,170,30405570,2000,2000,2000,2000,1000,1000
32200,10000000000125,999875,999875,110000,20000,9999048808110,948321783,2077,10118,1000,321880000,20100,643960000,0,286852112,643739764,69783523,130216477,133472877,0,0,9999018,982,326384882,100351113890,0,1234349480,824400,409006150,0,122011080,70,1525280400,9999930,16743530,0,0,9999920,80,0,0,0,200,30502770,10000000,0,9999830,10000000,0,170,30502770,2000,2000,2000,2000,1000,1000
32300,10000000000224,999776,999776,100000,20000,9999045976338,952358724,56480,4276,1000,322890000,20100,645960000,0,287861043,645771448,69797392,130202608,132349308,0,0,9972687,27313,327326035,100351005682,100408,1240319988,12800,410296950,0,122327580,68,1530174400,9999932,17853230,0,0,9959220,40780,0,0,0,200,30584370,9996700,3300,9999930,9999998,2,70,30581070,2000,2000,2000,2000,1000,1000
32400,10000000000283,999717,999717,99000,20000,9999042921233,954901116,1044,17066,1000,323891000,20000,647960000,0,288698804,647747868,69702429,130297571,132969471,0,0,9973276,26724,328357244,100352776011,100129,1243727609,1200,411533550,0,122761280,151620,1535123200,9848380,17176480,0,0,9997920,2080,0,0,0,200,30691820,9998000,2000,9999980,10000000,0,20,30689820,2000,2000,2000,2000,1000,1000
32500,10000000000598,999402,999402,110000,20000,9999040041520,958271565,1061,4975,1000,324880000,20000,649960000,0,289646628,649750050,70009145,129990855,132581355,0,0,9968332,31668,329308982,100353796842,80,1247956277,1000,412756600,0,123172477,10406,1540168000,9989594,17397081,0,0,9993923,6077,0,0,1320,200,30794440,9999999,1,9997881,9997987,2013,2119,30793119,2000,2000,2000,2000,1000,1000
32600,10000000000284,999716,999716,116000,20000,9999027503039,970241952,9888148,2904,1000,325874000,20000,651960000,0,290731213,651742192,70869121,129130879,133259779,0,0,9999917,83,330106209,100356569211,98683,1251170157,18200,413866100,0,123611074,10,1545950400,9999990,15867832,0,0,9998426,1574,0,0,2000,200,30904770,9999998,2,9999632,9996742,3258,368,30902768,2000,2000,2000,2000,1000,1000
32700,10000000000120,999880,999880,103000,20000,9999034684441,964385712,818,3738,1000,326887000,20000,653960000,0,291800713,653766524,71350173,128649827,132038127,0,0,9999907,93,330957531,100357174864,0,1256217414,800,415032350,0,124033114,60,1551378000,9999940,16608322,0,0,9968486,31514,0,0,0,200,31008280,9999998,2,9996522,9996682,3318,3478,31008278,2000,2000,2000,2000,1000,1000
32800,9999999999926,1000074,1000074,117000,20100,9999031292767,968094212,2100,15913,1000,327873000,0,655959900,0,292595454,655714174,70900899,129099101,131823201,0,0,9999966,34,332008540,100357438034,100326,1260768946,20400,416335950,0,124434719,79,1556009200,9999921,17275820,0,0,9999581,419,0,0,1,200,31110180,9998001,1999,9999820,9999999,1,180,31108180,2000,2000,2000,2000,1000,1000
32900,10000000000137,999863,999863,110000,20000,9999017970443,981349345,10011457,16853,1000,328880000,20100,657960000,0,293355191,657726294,70269758,129730242,131991942,0,0,9999979,21,333159373,100357999812,2400,1264724317,10600,417650500,0,124840917,1629,1560313600,9998371,17736671,0,0,9961583,38417,0,0,0,200,31211730,9997999,2001,9999671,10000000,0,329,31209729,2000,2000,2000,2000,1000,1000
33000,10000000000128,999872,999872,104000,20000,9999014885352,984548763,10057057,4958,1000,329886000,20000,659960000,0,294225307,659762084,69866035,130133965,131961165,0,0,9955213,44787,334241497,100358601162,0,1268738467,24400,418964050,0,125180967,30,1564771600,9999970,18170771,0,0,9999933,67,0,0,0,200,31295280,9999949,51,9999971,9998001,1999,29,31295229,2000,2000,2000,2000,1000,1000
33100,10000000000664,999336,999336,118000,20000,9999022033658,977841724,1030,9130,1000,330872000,0,661960000,0,295185203,661725740,69953682,130046318,131614418,0,0,9999997,3,335150737,100359509104,0,1273038494,13000,420214400,0,125551194,1998,1569783200,9998002,18429902,0,0,9977406,22594,0,0,2000,200,31389800,9999998,2,9999802,10000000,0,198,31387798,2000,2000,2000,2000,1000,1000
33200,10000000000100,999900,999900,96000,20000,9999018882839,980185901,997,5805,1000,331894000,20000,663960000,0,295942538,663776390,69609120,130390880,132527280,0,0,9953542,46458,336337832,100360922855,98587,1276272764,2800,421509950,0,125976076,2019,1574210400,9997981,17861581,0,0,9999924,76,0,0,2001,200,31496020,10000000,0,9997981,10000000,0,2019,31494019,2000,2000,2000,2000,1000,1000
33300,10000000000386,999614,999614,114000,20000,9999005334572,994241509,9995425,2563,1000,332876000,20000,665960000,0,296539593,665746874,68746451,131253549,132126249,0,0,9981977,18023,337604951,100360708847,1763,1280803483,3000,422873100,0,126408120,111230,1578309600,9888770,19016070,0,0,9999980,20,0,0,0,200,31602330,9999600,400,9999870,10000000,0,130,31601930,2000,2000,2000,2000,1000,1000
33400,9999999998852,1001148,1001148,100000,20000,9999002130255,996877409,9997833,10037,1000,333890000,0,667960000,0,297272222,667759926,68062284,131937716,132775216,0,0,9999998,2,338804824,100361360815,101549,1284258463,12000,424283350,0,126731514,90,1582263600,9999910,19160422,0,0,9983886,16114,0,0,0,200,31682880,9999998,2,9999922,9998012,1988,78,31682878,2000,2000,2000,2000,1000,1000
33500,9999999999405,1000595,1000595,112000,20000,9998999716795,999151659,9999617,3106,1000,334878000,0,669960000,0,298373424,669749788,68812544,131187456,133015456,0,0,9964866,35134,339592454,100363630568,100662,1287655662,8600,425443900,0,127128120,30,1587728800,9999970,18171970,0,0,9999880,120,0,0,1880,200,31783910,10000000,0,9999970,10000000,0,30,31782030,2000,2000,2000,2000,1000,1000
33600,9999999999079,1000921,1000921,112000,20000,9999006785478,991990154,1978,4868,1000,335878000,0,671960000,0,299243442,671746264,68925292,131074708,133212808,0,0,9967918,32082,340614382,100365126175,805,1291242065,23800,426689200,0,127553760,29,1592613200,9999971,17861860,0,0,9999640,360,0,0,0,200,31888440,10000000,0,9999960,9999989,11,40,31888440,2000,2000,2000,2000,1000,1000
33700,9999999998900,1001100,1001100,112000,20000,9999004227532,993772932,37066,10777,1000,336878000,20000,673960000,0,300351572,673734446,69346074,130653926,134077226,0,0,9999938,62,341405184,100367719590,101650,1294195095,24600,427846000,0,127910745,115690,1597982000,9884310,16457015,0,0,9970455,29545,0,0,0,200,31977690,9999995,5,9999915,9996005,3995,85,31977685,2000,2000,2000,2000,1000,1000
33800,9999999998572,1001428,1001428,113000,20100,9999001175948,995773289,87519,6825,1000,337877000,0,675959900,0,301226055,675740350,69062217,130937783,135212583,0,0,9956725,43275,342452475,100369479918,101322,1297039452,18000,429184850,0,128244730,70,1602413600,9999930,15725130,0,0,9999970,30,0,0,0,200,32061820,9999150,850,9999830,10000000,0,170,32060970,2000,2000,2000,2000,1000,1000
33900,9999999999154,1000846,1000846,109000,20000,9998988576426,1008790461,9986135,13727,1000,338881000,0,677960000,0,302259477,677734546,69436067,130563933,134888933,0,0,9999803,197,343319249,100370979451,13,1300943107,122000,430363150,0,128623034,82858,1607731200,9917142,15592142,0,0,9999966,34,0,0,60,200,32155820,9999998,2,9999842,10000000,0,158,32155758,2000,2000,2000,2000,1000,1000
34000,9999999999038,1000962,1000962,116000,20000,9998985719244,1011968405,10004285,11355,1000,339874000,20000,679960000,0,303216555,679725290,69597979,130402021,134666821,0,0,9958675,41325,344254265,100371949694,1600,1305214174,10600,431589100,0,129017874,1568,1612663600,9998432,15733632,0,0,9999826,174,0,0,0,200,32254470,9999998,2,9999932,10000000,0,68,32254468,2000,2000,2000,2000,1000,1000
34100,9999999999190,1000810,1000810,112000,20000,9998992836668,1005207364,62560,4801,1000,340878000,20000,681960000,0,304176453,681746398,69622142,130377858,134398058,0,0,9999957,43,345227855,100372872130,0,1309352160,600,432840800,0,129368360,20890,1617538800,9979110,15958910,0,0,9969540,30460,0,0,0,200,32342090,10000000,0,9999910,10000000,0,90,32342090,2000,2000,2000,2000,1000,1000
34200,9999999998775,1001225,1001225,106000,20000,9998990237358,1008027328,2030,3185,1000,341884000,0,683960000,0,305239471,683761630,69730926,130269074,134258874,0,0,9941269,58731,346098599,100374028538,1702,1313326212,0,434099550,0,129694200,12750,1622506800,9987250,15997450,0,0,10000000,0,0,0,10,200,32423560,10000000,0,9998850,10000000,0,1150,32423550,2000,2000,2000,2000,1000,1000
34300,9999999998800,1001200,1001200,111000,20000,9998986840413,1011440926,1930,16696,1000,342879000,20000,685960000,0,305918152,685724608,69128639,130871361,134344461,0,0,9999948,52,347280656,100374410400,1700,1317382000,7400,435422400,0,130097200,0,1626750400,10000000,16526900,0,0,9970500,29500,0,0,0,200,32525800,9998000,2000,9999800,10000000,0,200,32523800,2000,2000,2000,2000,1000,1000
34400,9999999998935,1001065,1001065,105000,20000,9998973913224,1023964549,10000277,12046,1000,343885000,20000,687960000,0,306799594,687745908,69128433,130871567,134845267,0,0,9972966,27034,348323274,100375993986,94,1320790054,2000,436684650,0,130492160,840,1631538000,9999160,16025460,0,0,9999940,60,0,0,0,200,32623040,10000000,0,9999960,10000000,0,40,32623040,2000,2000,2000,2000,1000,1000
34500,9999999999259,1000741,1000741,111000,20100,9998971087918,1025866032,10036776,10100,1000,344879000,19900,689959900,0,307767882,689737800,69033070,130966930,135851430,0,0,9965838,34162,349264538,100378053964,1500,1323621214,12600,437957100,0,130821514,23680,1636275200,9976320,15089822,0,0,9999986,14,0,0,0,200,32705380,9999998,2,9999822,9998002,1998,178,32705378,2000,2000,2000,2000,1000,1000
34600,9999999999769,1000231,1000231,128000,20000,9998967843451,1029416997,10040073,3151,1000,345862000,0,691960000,0,308488188,691717698,68293548,131706452,135638752,0,0,9932012,67988,350430310,100377858251,100069,1328034039,200,439356200,0,131191069,8490,1640296000,9991510,16059210,0,0,9999931,69,0,0,1,200,32799200,9998091,1909,9999910,10000000,0,90,32797290,2000,2000,2000,2000,1000,1000
34700,9999999998942,1001058,1001058,122000,20000,9998974879498,1021735726,964,2275,1000,346868000,20000,693960000,0,309308604,693731450,67879794,132120206,136376906,0,0,9947166,52834,351530716,100379524265,1705,1331096585,2400,440635950,0,131568200,228447,1644837200,9771553,15514850,0,0,10000000,0,0,0,80,200,32892130,10000000,0,9999950,9999997,3,50,32892050,2000,2000,2000,2000,1000,1000
34800,9999999998667,1001333,1001333,115000,20000,9998962121159,1034860427,10032029,2704,1000,347875000,20000,695960000,0,310259106,695744592,68316096,131683904,136098404,0,0,9999904,96,352505496,100380514584,101846,1335207806,1000,441879800,0,131919960,490,1649761600,9999510,15585010,0,0,9981640,18360,0,0,0,200,32979990,10000000,0,9999810,10000000,0,190,32979990,2000,2000,2000,2000,1000,1000
34900,9999999998569,1001431,1001431,109000,20000,9998969345721,1027819738,39416,3867,1000,348881000,20000,697960000,0,311177089,697754266,68472259,131527741,136019241,0,0,9980011,19989,353492477,100381929902,1700,1338984997,1200,443111450,0,132338797,118800,1654746800,9881200,15387701,0,0,9993903,6097,0,0,0,200,33084700,9999999,1,9997901,9998001,1999,2099,33084699,2000,2000,2000,2000,1000,1000
35000,9999999998720,1001280,1001280,109000,20000,9998966131590,1029821478,20556,1988,1000,349881000,20000,699960000,0,311863079,699758024,67857448,132142552,137324652,0,0,9965601,34399,354717225,100383266611,99829,1341800309,1000,444497700,0,132702880,3620,1658714800,9996380,14814280,0,0,9999920,80,0,0,2000,200,33177720,10000000,0,9999680,10000000,0,320,33175720,2000,2000,2000,2000,1000,1000
35100,9999999998683,1001317,1001317,107000,20000,9998963447645,1031970212,1950,17588,1000,350883000,0,701960000,0,312835854,701730824,68104027,131895973,137945973,0,0,9999916,84,355631140,100385311545,100105,1344906865,0,445753850,0,133051659,10,1663691200,9999990,13949990,0,0,9998441,1559,0,0,1,200,33263830,9998781,1219,9999990,10000000,0,10,33262610,2000,2000,2000,2000,1000,1000
35200,9999999998849,1001151,1001151,113000,20000,9998960426007,1035797552,19810,7395,1000,351877000,0,703960000,0,313620799,703739210,67732299,132267701,137239801,0,0,9991041,8959,356755051,100385305820,1800,1349018940,393400,447069100,0,133445440,160,1667993600,9999840,15027740,0,0,9999960,40,0,0,2000,200,33363360,10000000,0,9999840,10000000,0,160,33361360,2000,2000,2000,2000,1000,1000
35300,9999999998912,1001088,1001088,114000,20000,9998957805810,1038999704,55462,4342,1000,352876000,20000,705960000,0,314628429,705743316,68212114,131787886,136754386,0,0,9956471,43529,357654987,100386468900,0,1353618600,600,448272900,0,133831600,800,1673170400,9999200,15032700,0,0,10000000,0,0,0,2000,200,33459900,10000000,0,9999900,10000000,0,100,33457900,2000,2000,2000,2000,1000,1000
35400,9999999999290,1000710,1000710,107000,20000,9998945098974,1052875687,10006977,14738,1000,353883000,0,707960000,0,315562290,707736524,68557151,131442849,135682849,0,0,10000000,0,358616724,100386920074,0,1358294234,137800,449506400,0,134230033,1908,1678235200,9998092,15758092,0,0,9999967,33,0,0,1,200,33557510,9999999,1,9999892,10000000,0,108,33557508,2000,2000,2000,2000,1000,1000
35500,9999999999075,1000925,1000925,105000,20000,9998941924573,1057028240,10041820,5719,1000,354885000,0,709960000,0,316308750,709758562,67692133,132307867,134783467,0,0,9961770,38230,359813532,100386015614,26,1363336076,400,450920950,0,134537160,90,1682081600,9999910,17524310,0,0,9999940,60,0,0,1990,200,33636280,10000000,0,9999910,10000000,0,90,33634290,2000,2000,2000,2000,1000,1000
35600,9999999998986,1001014,1001014,97000,20000,9998939105794,1059626860,9997506,16330,1000,355893000,0,711960000,0,317173043,711753340,67929494,132070506,135107906,0,0,9997997,2003,360839737,100387690520,0,1366690040,115400,452154400,0,134962240,0,1687016000,10000000,16959440,0,0,9999960,40,0,0,0,200,33740560,10000000,0,9996840,9996840,3160,3160,33740560,2000,2000,2000,2000,1000,1000
35700,9999999999588,1000412,1000412,105000,20100,9998946434058,1051762862,1704,9990,1000,356885000,19900,713959900,0,318145946,713750020,68236970,131763030,135743930,0,0,9993404,6596,361763224,100389702539,100411,1369635311,379800,453347800,0,135363400,50,1692034000,9999950,16019050,0,0,10000000,0,0,0,0,200,33840850,10000000,0,9999950,10000000,0,50,33840850,2000,2000,2000,2000,1000,1000
35800,9999999999276,1000724,1000724,106000,20000,9998933809855,1063796810,10001538,7643,1000,357884000,0,715960000,0,319168769,715752714,68602375,131397625,136420225,0,0,9999941,59,362657055,100392049235,1,1372973052,1000,454599500,0,135707551,9290,1697167600,9990710,14965213,0,0,9991049,8951,0,0,0,200,33926890,9999997,3,9999913,9997103,2897,87,33926887,2000,2000,2000,2000,1000,1000
35900,9999999999209,1000791,1000791,104000,20100,9998940992173,1056557338,48964,3676,1000,358886000,19900,717959900,0,320122268,717764648,68418721,131581279,136560279,0,0,9975942,24058,363632590,100393093432,0,1376435157,222800,455867350,0,136031157,30,1701735200,9999970,15019711,0,0,9999743,257,0,0,2000,200,34009790,9999999,1,9998611,9998741,1259,1389,34007789,2000,2000,2000,2000,1000,1000
36000,9999999998924,1001076,1001076,111000,20000,9998927874614,1068987268,10010018,14113,1000,359879000,20000,719960000,0,320880775,719729774,67850582,132149418,137341018,0,0,9954325,45675,364746099,100394331449,2255,1379904649,2400,457214850,0,136411593,102398,1706032800,9897602,14706002,0,0,9999907,93,0,0,1,200,34102900,9999999,1,9997902,10000000,0,2098,34102898,2000,2000,2000,2000,1000,1000
36100,9999999999359,1000641,1000641,98000,20000,9998935352438,1061033620,940,5211,1000,360892000,0,721960000,0,321906425,721773578,68313388,131686612,137908612,0,0,9999305,695,365672483,100396515524,90,1382263134,679000,458427200,0,136773834,2058,1711070800,9997942,13775942,0,0,9999966,34,0,0,1210,200,34194670,9999998,2,9997942,10000000,0,2058,34193458,2000,2000,2000,2000,1000,1000
