Time,x,y
33200,361817,9638183
33300,358192,9641808
33400,354651,9645349
33500,351139,9648861
33600,347626,9652374
33700,344209,9655791
33800,340718,9659282
33900,337339,9662661
34000,334007,9665993
34100,330667,9669333
34200,327300,9672700
34300,324017,9675983
34400,320820,9679180
34500,317632,9682368
34600,314471,9685529
34700,311401,9688599
34800,308214,9691786
34900,305047,9694953
35000,301960,9698040
35100,298962,9701038
35200,295954,9704046
35300,293021,9706979
35400,290171,9709829
35500,287345,9712655
35600,284412,9715588
35700,281576,9718424
35800,278687,9721313
35900,275897,9724103
36000,273244,9726756
36100,270530,9729470
36200,267837,9732163
36300,265141,9734859
36400,262445,9737555
36500,259813,9740187
36600,257201,9742799
36700,254641,9745359
36800,252184,9747816
36900,249692,9750308
37000,247255,9752745
37100,244772,9755228
37200,242363,9757637
37300,239930,9760070
37400,237536,9762464
37500,235213,9764787
37600,232998,9767002
37700,230610,9769390
37800,228291,9771709
37900,226098,9773902
38000,223893,9776107
38100,221718,9778282
38200,219562,9780438
38300,217382,9782618
38400,215256,9784744
38500,213193,9786807
38600,211155,9788845
38700,209010,9790990
38800,206900,9793100
38900,204870,9795130
39000,202816,9797184
39100,200813,9799187
39200,198778,9801222
39300,196769,9803231
39400,194817,9805183
39500,192837,9807163
39600,190877,9809123
39700,189002,9810998
39800,187131,9812869
39900,185259,9814741
40000,183454,9816546
40100,181631,9818369
40200,179819,9820181
40300,178169,9821831
40400,176349,9823651
40500,174599,9825401
40600,172880,9827120
40700,171134,9828866
40800,169385,9830615
40900,167725,9832275
41000,166044,9833956
41100,164388,9835612
41200,162723,9837277
41300,161123,9838877
41400,159571,9840429
41500,158029,9841971
41600,156436,9843564
41700,154881,9845119
41800,153373,9846627
41900,151843,9848157
42000,150311,9849689
42100,148767,9851233
42200,147282,9852718
42300,145803,9854197
42400,144381,9855619
42500,142905,9857095
42600,141502,9858498
42700,140017,9859983
42800,138616,9861384
42900,137200,9862800
43000,135822,9864178
43100,134539,9865461
43200,133248,9866752
43300,131976,9868024
43400,130750,9869250
43500,129376,9870624
43600,128088,9871912
43700,126809,9873191
43800,125596,9874404
43900,124371,9875629
44000,123150,9876850
44100,121957,9878043
44200,120802,9879198
44300,119628,9880372
44400,118409,9881591
44500,117258,9882742
44600,116135,9883865
44700,114945,9885055
44800,113776,9886224
44900,112684,9887316
45000,111516,9888484
45100,110442,9889558
45200,109325,9890675
45300,108195,9891805
45400,107103,9892897
45500,106056,9893944
45600,104987,9895013
45700,103958,9896042
45800,102931,9897069
45900,101873,9898127
46000,100845,9899155
46100,99860,9900140
46200,98853,9901147
46300,97809,9902191
46400,96855,9903145
46500,95917,9904083
46600,94974,9905026
46700,94041,9905959
46800,93091,9906909
46900,92170,9907830
47000,91224,9908776
47100,90338,9909662
47200,89447,9910553
47300,88583,9911417
47400,87706,9912294
47500,86853,9913147
47600,86009,9913991
47700,85165,9914835
47800,84364,9915636
47900,83542,9916458
48000,82727,9917273
48100,81945,9918055
48200,81139,9918861
48300,80327,9919673
48400,79542,9920458
48500,78795,9921205
48600,77978,9922022
48700,77189,9922811
48800,76433,9923567
48900,75725,9924275
49000,74965,9925035
49100,74194,9925806
49200,73441,9926559
49300,72738,9927262
49400,72063,9927937
49500,71367,9928633
49600,70622,9929378
49700,69931,9930069
49800,69260,9930740
49900,68537,9931463
50000,67888,9932112
50100,67230,9932770
50200,66577,9933423
50300,65927,9934073
50400,65253,9934747
50500,64601,9935399
50600,63965,9936035
50700,63353,9936647
50800,62737,9937263
50900,62091,9937909
51000,61465,9938535
51100,60836,9939164
51200,60207,9939793
51300,59644,9940356
51400,59038,9940962
51500,58440,9941560
51600,57857,9942143
51700,57286,9942714
51800,56708,9943292
51900,56144,9943856
52000,55603,9944397
52100,55059,9944941
52200,54520,9945480
52300,54011,9945989
52400,53456,9946544
52500,52889,9947111
52600,52354,9947646
52700,51820,9948180
52800,51317,9948683
52900,50836,9949164
53000,50360,9949640
53100,49875,9950125
53200,49331,9950669
53300,48814,9951186
53400,48337,9951663
53500,47842,9952158
53600,47343,9952657
53700,46883,9953117
53800,46425,9953575
53900,45981,9954019
54000,45542,9954458
54100,45084,9954916
54200,44643,9955357
54300,44210,9955790
54400,43738,9956262
54500,43316,9956684
54600,42891,9957109
54700,42494,9957506
54800,42077,9957923
54900,41655,9958345
55000,41218,9958782
55100,40794,9959206
55200,40396,9959604
55300,39991,9960009
55400,39602,9960398
55500,39187,9960813
55600,38814,9961186
55700,38434,9961566
55800,38068,9961932
55900,37713,9962287
56000,37328,9962672
56100,36956,9963044
56200,36585,9963415
56300,36209,9963791
56400,35817,9964183
56500,35457,9964543
56600,35112,9964888
56700,34783,9965217
56800,34415,9965585
56900,34048,9965952
57000,33686,9966314
57100,33336,9966664
57200,33014,9966986
57300,32670,9967330
57400,32327,9967673
57500,31988,9968012
57600,31624,9968376
57700,31300,9968700
57800,30995,9969005
57900,30679,9969321
58000,30373,9969627
58100,30080,9969920
58200,29765,9970235
58300,29492,9970508
58400,29176,9970824
58500,28920,9971080
58600,28651,9971349
58700,28400,9971600
58800,28149,9971851
58900,27861,9972139
59000,27603,9972397
59100,27330,9972670
59200,27046,9972954
59300,26749,9973251
59400,26457,9973543
59500,26190,9973810
59600,25952,9974048
59700,25672,9974328
59800,25410,9974590
59900,25140,9974860
60000,24892,9975108
60100,24674,9975326
60200,24437,9975563
60300,24208,9975792
60400,23946,9976054
60500,23711,9976289
60600,23452,9976548
60700,23208,9976792
60800,22973,9977027
60900,22738,9977262
61000,22527,9977473
61100,22322,9977678
61200,22117,9977883
61300,21912,9978088
61400,21708,9978292
61500,21511,9978489
61600,21275,9978725
61700,21068,9978932
61800,20867,9979133
61900,20661,9979339
62000,20465,9979535
62100,20250,9979750
62200,20068,9979932
62300,19856,9980144
62400,19673,9980327
62500,19476,9980524
62600,19280,9980720
62700,19062,9980938
62800,18878,9981122
62900,18716,9981284
63000,18516,9981484
63100,18336,9981664
63200,18149,9981851
63300,17974,9982026
63400,17765,9982235
63500,17592,9982408
63600,17420,9982580
63700,17252,9982748
63800,17094,9982906
63900,16932,9983068
64000,16763,9983237
64100,16600,9983400
64200,16419,9983581
64300,16255,9983745
64400,16121,9983879
64500,15961,9984039
64600,15813,9984187
64700,15646,9984354
64800,15490,9984510
64900,15355,9984645
65000,15212,9984788
65100,15068,9984932
65200,14912,9985088
65300,14753,9985247
65400,14595,9985405
65500,14462,9985538
65600,14320,9985680
65700,14166,9985834
65800,14034,9985966
65900,13890,9986110
66000,13760,9986240
66100,13616,9986384
66200,13474,9986526
66300,13337,9986663
66400,13218,9986782
66500,13089,9986911
66600,12953,9987047
66700,12830,9987170
66800,12704,9987296
66900,12568,9987432
67000,12449,9987551
67100,12321,9987679
67200,12212,9987788
67300,12091,9987909
67400,11965,9988035
67500,11846,9988154
67600,11728,9988272
67700,11617,9988383
67800,11498,9988502
67900,11381,9988619
68000,11287,9988713
68100,11192,9988808
68200,11077,9988923
68300,10955,9989045
68400,10857,9989143
68500,10749,9989251
68600,10630,9989370
68700,10525,9989475
68800,10438,9989562
68900,10336,9989664
69000,10230,9989770
69100,10138,9989862
69200,10040,9989960
69300,9956,9990044
69400,9840,9990160
69500,9753,9990247
69600,9652,9990348
69700,9564,9990436
69800,9456,9990544
69900,9348,9990652
70000,9256,9990744
70100,9157,9990843
70200,9060,9990940
70300,8976,9991024
70400,8890,9991110
70500,8815,9991185
70600,8721,9991279
70700,8641,9991359
70800,8562,9991438
70900,8475,9991525
71000,8378,9991622
71100,8300,9991700
71200,8202,9991798
71300,8130,9991870
71400,8065,9991935
71500,7981,9992019
71600,7899,9992101
71700,7806,9992194
71800,7733,9992267
71900,7660,9992340
72000,7583,9992417
72100,7513,9992487
72200,7428,9992572
72300,7341,9992659
72400,7262,9992738
72500,7194,9992806
72600,7129,9992871
72700,7048,9992952
72800,6995,9993005
72900,6928,9993072
73000,6858,9993142
73100,6795,9993205
73200,6728,9993272
73300,6660,9993340
73400,6597,9993403
73500,6530,9993470
73600,6452,9993548
73700,6374,9993626
73800,6305,9993695
73900,6248,9993752
74000,6183,9993817
74100,6133,9993867
74200,6081,9993919
74300,6039,9993961
74400,5979,9994021
74500,5914,9994086
74600,5850,9994150
74700,5791,9994209
74800,5738,9994262
74900,5683,9994317
75000,5615,9994385
75100,5559,9994441
75200,5513,9994487
75300,5466,9994534
75400,5404,9994596
75500,5352,9994648
75600,5290,9994710
75700,5242,9994758
75800,5189,9994811
75900,5136,9994864
76000,5068,9994932
76100,5011,9994989
76200,4968,9995032
76300,4918,9995082
76400,4875,9995125
76500,4827,9995173
76600,4783,9995217
76700,4732,9995268
76800,4685,9995315
76900,4645,9995355
77000,4608,9995392
77100,4563,9995437
77200,4521,9995479
77300,4476,9995524
77400,4442,9995558
77500,4403,9995597
77600,4361,9995639
77700,4317,9995683
77800,4281,9995719
77900,4232,9995768
78000,4182,9995818
78100,4137,9995863
78200,4099,9995901
78300,4057,9995943
78400,4011,9995989
78500,3970,9996030
78600,3927,9996073
78700,3883,9996117
78800,3834,9996166
78900,3795,9996205
79000,3757,9996243
79100,3728,9996272
79200,3693,9996307
79300,3654,9996346
79400,3619,9996381
79500,3581,9996419
79600,3548,9996452
79700,3514,9996486
79800,3482,9996518
79900,3442,9996558
80000,3411,9996589
80100,3376,9996624
80200,3341,9996659
80300,3308,9996692
80400,3273,9996727
80500,3242,9996758
80600,3222,9996778
80700,3196,9996804
80800,3163,9996837
80900,3133,9996867
81000,3102,9996898
81100,3068,9996932
81200,3050,9996950
81300,3028,9996972
81400,2994,9997006
81500,2966,9997034
81600,2932,9997068
81700,2906,9997094
81800,2873,9997127
81900,2851,9997149
82000,2819,9997181
82100,2794,9997206
82200,2762,9997238
82300,2745,9997255
82400,2710,9997290
82500,2691,9997309
82600,2659,9997341
82700,2629,9997371
82800,2600,9997400
82900,2575,9997425
83000,2548,9997452
83100,2525,9997475
83200,2507,9997493
83300,2475,9997525
83400,2456,9997544
83500,2427,9997573
83600,2404,9997596
83700,2387,9997613
83800,2360,9997640
83900,2338,9997662
84000,2322,9997678
84100,2300,9997700
84200,2273,9997727
84300,2251,9997749
84400,2221,9997779
84500,2190,9997810
84600,2166,9997834
84700,2141,9997859
84800,2126,9997874
84900,2101,9997899
85000,2074,9997926
85100,2051,9997949
85200,2033,9997967
85300,2012,9997988
85400,1999,9998001
85500,1981,9998019
85600,1961,9998039
85700,1949,9998051
85800,1934,9998066
85900,1911,9998089
86000,1891,9998109
86100,1871,9998129
86200,1858,9998142
86300,1843,9998157
86400,1818,9998182
86500,1796,9998204
86600,1768,9998232
86700,1749,9998251
86800,1733,9998267
86900,1716,9998284
87000,1705,9998295
87100,1687,9998313
87200,1673,9998327
87300,1655,9998345
87400,1641,9998359
87500,1625,9998375
87600,1616,9998384
87700,1597,9998403
87800,1585,9998415
87900,1568,9998432
88000,1551,9998449
88100,1537,9998463
88200,1520,9998480
88300,1506,9998494
88400,1485,9998515
88500,1467,9998533
88600,1449,9998551
88700,1426,9998574
88800,1413,9998587
88900,1400,9998600
89000,1379,9998621
89100,1365,9998635
89200,1348,9998652
89300,1335,9998665
89400,1326,9998674
89500,1313,9998687
89600,1301,9998699
89700,1283,9998717
89800,1270,9998730
89900,1250,9998750
90000,1235,9998765
90100,1224,9998776
90200,1202,9998798
90300,1193,9998807
90400,1181,9998819
90500,1171,9998829
90600,1160,9998840
90700,1149,9998851
90800,1126,9998874
90900,1111,9998889
91000,1100,9998900
91100,1086,9998914
91200,1075,9998925
91300,1063,9998937
91400,1052,9998948
91500,1046,9998954
91600,1041,9998959
91700,1028,9998972
91800,1022,9998978
91900,1011,9998989
92000,1004,9998996
92100,993,9999007
92200,982,9999018
92300,972,9999028
92400,959,9999041
92500,949,9999051
92600,942,9999058
92700,936,9999064
92800,925,9999075
92900,913,9999087
93000,903,9999097
93100,891,9999109
93200,883,9999117
93300,876,9999124
93400,870,9999130
93500,861,9999139
93600,851,9999149
93700,842,9999158
93800,834,9999166
93900,827,9999173
94000,820,9999180
94100,813,9999187
94200,801,9999199
94300,790,9999210
94400,788,9999212
94500,774,9999226
94600,758,9999242
94700,751,9999249
94800,745,9999255
94900,737,9999263
95000,730,9999270
95100,721,9999279
95200,714,9999286
95300,707,9999293
95400,697,9999303
95500,691,9999309
95600,686,9999314
95700,679,9999321
95800,671,9999329
95900,663,9999337
96000,655,9999345
96100,650,9999350
96200,641,9999359
96300,635,9999365
96400,631,9999369
96500,624,9999376
96600,620,9999380
96700,615,9999385
96800,602,9999398
96900,601,9999399
97000,593,9999407
97100,584,9999416
97200,576,9999424
97300,572,9999428
97400,568,9999432
97500,564,9999436
97600,560,9999440
97700,557,9999443
97800,546,9999454
97900,543,9999457
98000,536,9999464
98100,532,9999468
98200,529,9999471
98300,520,9999480
98400,516,9999484
98500,508,9999492
98600,502,9999498
98700,493,9999507
98800,487,9999513
98900,485,9999515
99000,483,9999517
99100,478,9999522
99200,472,9999528
99300,464,9999536
99400,461,9999539
99500,456,9999544
99600,452,9999548
99700,448,9999552
99800,446,9999554
99900,439,9999561
100000,432,9999568
