Time,glucose,O2,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic:=Cell_1,Lactic_created:=Cell_1,H2O::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1
33000,16000,20000,9998602764325,657418709,1503,10000,329974000,1000,659960000,43397,659928000,20011034,179988966,179988966,97532603,2467397,657460603,657460603,10000000991,9,2424009,2424000,2000
33100,20000,20000,9998598786446,659398157,22433,15,330970000,1000,661960000,67623,661939970,20024573,179975427,179975427,97503377,2496623,659443347,659443347,10000000992,8,2429008,2429000,2000
33200,15000,20000,9998594744151,661442592,56872,39,331975000,1000,663960000,64601,663949922,20036665,179963335,179963335,97500399,2499601,661450321,661450321,9999990959,10041,2445041,2435000,2000
33300,25000,20000,9998580965863,673219021,10005723,6,332965000,1000,665960000,139845,665929988,20014872,179985128,179985128,97423155,2576845,663353143,663353143,9999990861,10139,2447139,2437000,2000
33400,20000,20000,9998576909118,675275425,10043639,28,333970000,1000,667960000,134579,667939944,20024487,179975513,179975513,97426421,2573579,665366365,665366365,9999990917,10083,2449083,2439000,2000
33500,23000,20000,9998582756886,667428645,2907,13000,334967000,1000,669960000,20131,669908000,19993531,180006469,180006469,97537869,2462131,667445869,667445869,9999991011,9989,2451989,2442000,2000
33600,20000,20000,9998568777846,679407306,10044804,42,335970000,1000,671960000,64207,671939916,20025068,179974932,179974932,97486793,2513207,669426709,669426709,10000000994,6,2449006,2449000,2000
33700,19000,20000,9998574787338,671396209,45397,41,336971000,1000,673960000,69553,673941918,20025465,179974535,179974535,97478447,2521553,671420365,671420365,10000000991,9,2452009,2452000,2000
33800,21000,20000,9998560825601,683360528,10001006,11000,337969000,1000,675960000,49739,675916000,20002129,179997871,179997871,97493261,2506739,673409261,673409261,10000000995,5,2457005,2457000,2000
33900,19000,20000,9998556800936,685384981,10028429,11023,338971000,1000,677960000,51701,677919954,20005871,179994129,179994129,97488299,2511701,675408253,675408253,9999990988,10012,2470012,2460000,2000
34000,20000,20000,9998562776227,677410045,1483,10017,339970000,1000,679960000,21202,679919966,20006238,179993762,179993762,97509798,2490202,677429764,677429764,10000000998,2,2469002,2469000,2000
34100,20000,20000,9998548839607,689348486,9928708,36,340970000,1000,681960000,23575,681939928,20028021,179971979,179971979,97503425,2496575,679443353,679443353,9999991053,9947,2482947,2473000,2000
34200,19000,20000,9998544838552,691350158,10001964,11001,341971000,1000,683960000,45902,683919998,20008708,179991292,179991292,97474098,2525902,681394096,681394096,10000000995,5,2480005,2480000,2000
34300,22000,20100,9998540938268,693250900,9888286,15,342968000,1000,685959900,43178,685935970,20025138,179974862,179974862,97469822,2530178,683405792,683405792,10000000992,8,2487008,2487000,2000
34400,26000,20000,9998546921064,685268821,2607,6016,343964000,1000,687960000,78877,687915968,20005853,179994147,179994147,97429123,2570877,685345091,685345091,10000000995,5,2492005,2492000,2000
34500,23000,20000,9998532938044,697250745,9884931,28,344967000,1000,689960000,36565,689933944,20022733,179977267,179977267,97468435,2531565,687402379,687402379,10000000999,1,2495001,2495000,2000
34600,23000,20000,9998539054128,689135365,1395,8000,345967000,1000,691960000,142515,691918000,20007493,179992507,179992507,97358485,2641515,689276485,689276485,10000000992,8,2499008,2499000,2000
34700,21000,20000,9998534836741,691352866,2736,11000,346969000,1000,693960000,29935,693916000,20005607,179994393,179994393,97464065,2535935,691380065,691380065,9999991129,9871,2515871,2506000,2000
34800,26000,20000,9998520834983,703353560,10033944,34,347964000,1000,695960000,48158,695927932,20016475,179983525,179983525,97439842,2560158,693367774,693367774,10000000996,4,2512004,2512000,2000
34900,17000,20000,9998526898297,695290989,1329,13013,348973000,1000,697960000,58157,697919974,20009260,179990740,179990740,97427843,2572157,695347817,695347817,9999990993,10007,2524007,2514000,2000
35000,22000,20000,9998513049801,707138729,9849833,6,349968000,1000,699960000,64546,699935988,20024518,179975482,179975482,97417454,2582546,697353442,697353442,9999991076,9924,2527924,2518000,2000
35100,23000,20000,9998518893212,699295279,2669,14011,350967000,1000,701960000,45184,701905978,19994469,180005531,180005531,97431816,2568184,699337794,699337794,9999990964,10036,2533036,2523000,2000
35200,25000,20000,9998504836607,711350946,10000976,8000,351965000,1000,703960000,17015,703914000,20001553,179998447,179998447,97452985,2547015,701366985,701366985,10000000996,4,2530004,2530000,2000
35300,22000,20000,9998500901313,713284306,9940396,11001,352968000,1000,705960000,19044,705913998,19999617,180000383,180000383,97448956,2551044,703362954,703362954,9999990857,10143,2542143,2532000,2000
35400,23000,20000,9998497042193,715143624,10009088,6,353967000,1000,707960000,131226,707933988,20019805,179980195,179980195,97331774,2668226,705265762,705265762,10000000996,4,2537004,2537000,2000
35500,26000,20100,9998502972248,707214040,2638,10014,354964000,1000,709959900,78285,709907972,19994260,180005740,180005740,97381715,2618285,707289687,707289687,9999991130,9870,2549870,2540000,2000
35600,18000,20000,9998498981102,709206301,2537,11027,355972000,1000,711960000,86091,711921946,20009349,179990651,179990651,97367909,2632091,709289855,709289855,10000000999,1,2546001,2546000,2000
35700,24000,20100,9998485029973,721156484,9878158,12000,356966000,1000,713959900,39337,713908000,19994457,180005543,180005543,97409663,2590337,711317663,711317663,9999990942,10058,2561058,2551000,2000
35800,24000,20000,9998481017016,723171156,9890566,7014,357966000,1000,715960000,40191,715917972,20006144,179993856,179993856,97402809,2597191,713320781,713320781,10000000997,3,2557003,2557000,2000
35900,19000,20100,9998476858088,725329418,10024626,27,358971000,1000,717959900,37577,717941946,20029452,179970548,179970548,97400423,2599577,715342369,715342369,9999991091,9909,2571909,2562000,2000
36000,20000,20000,9998483020934,717166447,2585,33,359970000,1000,719960000,103536,719939934,20027315,179972685,179972685,97327464,2672536,717267398,717267398,9999990827,10173,2579173,2569000,2000
36100,16000,20100,9998469083773,729103639,10005225,14001,360974000,1000,721959900,124292,721919998,20007410,179992590,179992590,97302708,2697292,719222706,719222706,10000000987,13,2573013,2573000,2000
36200,19000,20000,9998464965041,731221030,9942016,14,361971000,1000,723960000,42979,723941972,20028043,179971957,179971957,97380021,2619979,721321993,721321993,10000000995,5,2577005,2577000,2000
36300,27000,20000,9998460994604,733191316,9906916,20,362963000,1000,725960000,28280,725925960,20011880,179988120,179988120,97386720,2613280,723312680,723312680,10000000993,7,2585007,2585000,2000
36400,18000,20000,9998466978607,725207097,2707,10000,363972000,1000,727960000,66305,727924000,20009704,179990296,179990296,97346695,2653305,725270695,725270695,10000000998,2,2587002,2587000,2000
36500,18000,20000,9998462877737,727306422,2722,22,364972000,1000,729960000,23128,729943956,20028115,179971885,179971885,97382872,2617128,727326828,727326828,9999991050,9950,2603950,2594000,2000
36600,22000,20100,9998448900735,739282970,10005230,12020,365968000,1000,731959900,18610,731911960,19995665,180004335,180004335,97384390,2615610,729296350,729296350,9999990861,10139,2607139,2597000,2000
36700,17000,20100,9998444926045,741258862,9972568,13013,366973000,1000,733959900,16340,733919974,20004881,179995119,179995119,97382660,2617340,731302634,731302634,9999991008,9992,2610992,2601000,2000
36800,29000,20000,9998450893858,733289639,2587,6000,367961000,1000,735960000,6974,735910000,19993497,180006503,180006503,97384026,2615974,733294026,733294026,10000000995,5,2609005,2609000,2000
36900,16000,20000,9998437011356,745174803,9917757,31,368974000,1000,737960000,40446,737947938,20034097,179965903,179965903,97349554,2650446,735297492,735297492,9999991133,9867,2619867,2610000,2000
37000,23000,20000,9998432934667,747252625,10000287,18,369967000,1000,739960000,34813,739933964,20021256,179978744,179978744,97353187,2646813,737287151,737287151,10000000994,6,2612006,2612000,2000
37100,25000,20000,9998428939293,749246582,10004680,14007,370965000,1000,741960000,21042,741901986,19987861,180012139,180012139,97360958,2639042,739262944,739262944,9999990917,10083,2628083,2618000,2000
37200,17000,20000,9998435053156,741133073,1327,24,371973000,1000,743960000,95603,743945952,20032181,179967819,179967819,97281397,2718603,741227349,741227349,10000000992,8,2623008,2623000,2000
37300,20000,20100,9998430973662,743213489,1259,22,372970000,1000,745959900,47863,745939956,20027107,179972893,179972893,97320137,2679863,743260093,743260093,9999990931,10069,2642069,2632000,2000
37400,19000,20000,9998417026190,755162975,9996459,10000,373971000,1000,747960000,58242,747922000,20011165,179988835,179988835,97302758,2697242,745224758,745224758,10000000994,6,2639006,2639000,2000
37500,23000,20000,9998412947826,757242609,10016359,15,374967000,1000,749960000,27860,749933970,20024405,179975595,179975595,97320140,2679860,747254110,747254110,9999991037,9963,2661963,2652000,2000
37600,22000,20000,9998409083273,759106757,9996065,10030,375968000,1000,751960000,73124,751915940,20005970,179994030,179994030,97267876,2732124,749183816,749183816,10000000997,3,2659003,2659000,2000
37700,22000,20100,9998405129481,761060125,9993973,8000,376968000,1000,753959900,95924,753920000,20009606,179990394,179990394,97242076,2757924,751162076,751162076,9999990945,10055,2672055,2662000,2000
37800,20000,20000,9998410979181,753208347,18659,11,377970000,1000,755960000,42145,755939978,20027506,179972494,179972494,97291855,2708145,753231833,753231833,9999990955,10045,2676045,2666000,2000
37900,21000,20000,9998396983966,765201856,10022080,33,378969000,1000,757960000,42079,757937934,20023756,179976244,179976244,97283921,2716079,755221855,755221855,9999991036,9964,2683964,2674000,2000
38000,20000,20000,9998393047223,767137936,10004558,13019,379970000,1000,759960000,51792,759913962,19999121,180000879,180000879,97271208,2728792,757185170,757185170,10000000993,7,2677007,2677000,2000
38100,20000,20100,9998399046332,759141983,1297,10000,380970000,1000,761959900,45657,761920000,20008315,179991685,179991685,97266343,2733657,759186343,759186343,10000000998,2,2688002,2688000,2000
38200,24000,20000,9998385152950,771032124,9995042,11000,381966000,1000,763960000,90459,763910000,19995074,180004926,180004926,97217541,2782459,761127541,761127541,9999991006,9994,2701994,2692000,2000
38300,23000,20000,9998381022334,773161132,10033458,29,382967000,1000,765960000,55634,765933942,20017408,179982592,179982592,97249366,2750634,763183308,763183308,9999991169,9831,2704831,2695000,2000
38400,16000,20100,9998377006740,775174241,9997917,40,383974000,1000,767959900,35798,767947920,20028901,179971099,179971099,97264202,2735798,765212122,765212122,9999991184,9816,2709816,2700000,2000
38500,23000,20000,9998373110391,777071561,10016515,10017,384967000,1000,769960000,76960,769913966,19995918,180004082,180004082,97218040,2781960,767132006,767132006,10000000995,5,2705005,2705000,2000
38600,22000,20000,9998379004565,769177512,2536,10027,385968000,1000,771960000,14985,771915946,19998023,180001977,180001977,97274015,2725985,769189961,769189961,9999990882,10118,2721118,2711000,2000
38700,25000,20000,9998365046727,781136964,10006026,32,386965000,1000,773960000,42999,773929936,20013627,179986373,179986373,97244001,2755999,771173937,771173937,10000000995,5,2713005,2713000,2000
38800,21000,20000,9998371071302,773113293,1281,10000,387969000,1000,775960000,44494,775918000,20002595,179997405,179997405,97238506,2761494,773156506,773156506,9999990903,10097,2727097,2717000,2000
38900,20000,20000,9998367033279,775152294,1346,14000,388970000,1000,777960000,19026,777912000,19997573,180002427,180002427,97257974,2742026,775169974,775169974,10000000998,2,2723002,2723000,2000
39000,19000,20000,9998353048356,787136483,9994001,21,389971000,1000,779960000,35238,779941958,20026797,179973203,179973203,97235762,2764238,777177720,777177720,10000000993,7,2729007,2729000,2000
39100,24000,20000,9998359073797,779111124,21238,8018,390966000,1000,781960000,46039,781915964,20000885,179999115,179999115,97219961,2780039,779135925,779135925,9999991093,9907,2743907,2734000,2000
39200,16000,20000,9998345120021,791066090,10055562,47,391974000,1000,783960000,99689,783947906,20034017,179965983,179965983,97162311,2837689,781110217,781110217,10000000991,9,2738009,2738000,2000
39300,19000,20100,9998351149832,783037909,11947,14009,392971000,1000,785959900,72010,785913982,20001723,179998277,179998277,97183990,2816010,783097972,783097972,10000000994,6,2744006,2744000,2000
39400,23000,20000,9998337148426,795039679,10018073,7007,393967000,1000,787960000,75190,787919986,20008091,179991909,179991909,97176810,2823190,785096796,785096796,10000000990,10,2748010,2748000,2000
39500,19000,20000,9998343140059,787046390,25932,11017,394971000,1000,789960000,73754,789919966,20006415,179993585,179993585,97174246,2825754,787094212,787094212,9999991037,9963,2761963,2752000,2000
39600,20000,20200,9998329130387,799055306,10002262,14,395970000,1000,791959800,65964,791939972,20025665,179974335,179974335,97179036,2820964,789119008,789119008,9999990955,10045,2765045,2755000,2000
39700,18000,20100,9998325213763,800973420,9908664,17,396972000,1000,793959900,60605,793943966,20031149,179968851,179968851,97181395,2818605,791125361,791125361,10000000994,6,2758006,2758000,2000
39800,27000,20000,9998331073615,793114069,36369,33,397963000,1000,795960000,44117,795925934,20013618,179986382,179986382,97195883,2804117,793121817,793121817,10000000997,3,2760003,2760000,2000
39900,23000,20000,9998327128000,795059780,1302,22,398967000,1000,797960000,54239,797933956,20021736,179978264,179978264,97178761,2821239,795112717,795112717,10000000999,1,2767001,2767000,2000
40000,23000,20000,9998323126671,797062398,1214,18,399967000,1000,799960000,50390,799933964,20023033,179976967,179976967,97177610,2822390,797111574,797111574,9999990935,10065,2782065,2772000,2000
40100,21000,20100,9998309095429,809093297,10020501,7021,400969000,1000,801959900,38581,801923958,20012684,179987316,179987316,97187419,2812581,799111377,799111377,10000000996,4,2774004,2774000,2000
40200,20000,20000,9998305323789,810864156,10030076,24,401970000,1000,803960000,163936,803939952,20027897,179972103,179972103,97058064,2941936,800998016,800998016,10000000992,8,2778008,2778000,2000
40300,27000,20000,9998301118867,813066194,10032926,31,402963000,1000,805960000,51835,805925938,20010999,179989001,179989001,97159165,2840835,803085103,803085103,9999991008,9992,2798992,2789000,2000
40400,22000,20000,9998297102485,815085615,10036879,32,403968000,1000,807960000,48600,807935936,20024036,179975964,179975964,97161400,2838600,805097336,805097336,9999990879,10121,2800121,2790000,2000
40500,22000,20000,9998303135658,807052464,2440,12,404968000,1000,809960000,44476,809935976,20024098,179975902,179975902,97158524,2841476,807094500,807094500,9999991180,9820,2806820,2797000,2000
40600,22000,20100,9998289156393,819030768,9994998,11000,405968000,1000,811959900,38615,811914000,20001161,179998839,179998839,97160385,2839615,809074385,809074385,9999990982,10018,2811018,2801000,2000
40700,23000,20000,9998285179472,821008382,9993414,7000,406967000,1000,813960000,48016,813920000,20007854,179992146,179992146,97142984,2857016,811062984,811062984,10000000994,6,2809006,2809000,2000
40800,18000,20000,9998291192005,812997676,1200,14,407972000,1000,815960000,66248,815943972,20033653,179966347,179966347,97118752,2881248,813062724,813062724,9999991025,9975,2824975,2815000,2000
40900,27000,20000,9998287112100,815076487,2357,38,408963000,1000,817960000,15897,817925924,20014511,179985489,179985489,97164103,2835897,815090027,815090027,9999991063,9937,2829937,2820000,2000
41000,20000,20000,9998273177153,827011613,10049157,42,409970000,1000,819960000,75730,819939916,20028682,179971318,179971318,97098270,2901730,817038186,817038186,10000000989,11,2826011,2826000,2000
41100,21000,20100,9998279172909,819015599,20373,5010,410969000,1000,821959900,53377,821927980,20016488,179983512,179983512,97120623,2879377,819048603,819048603,9999991055,9945,2835945,2826000,2000
41200,18000,20000,9998275264396,820923623,23361,16,411972000,1000,823960000,108853,823943968,20031987,179968013,179968013,97065147,2934853,821009115,821009115,9999991212,9788,2835788,2826000,2000
41300,24000,20000,9998261213727,832974090,10016252,8017,412966000,1000,825960000,62564,825915966,20003783,179996217,179996217,97104436,2895564,823020402,823020402,9999990919,10081,2843081,2833000,2000
41400,19000,20000,9998257158498,835027531,10015135,12019,413971000,1000,827960000,33283,827917962,20003991,179996009,179996009,97127717,2872283,825045679,825045679,10000000996,4,2839004,2839000,2000
41500,20000,20000,9998253186553,836999712,9955940,7013,414970000,1000,829960000,19601,829925974,20012239,179987761,179987761,97137399,2862601,827063373,827063373,9999990984,10016,2853016,2843000,2000
41600,23000,20000,9998259160805,829025040,44290,27,415967000,1000,831960000,54098,831933946,20019791,179980209,179980209,97100902,2899098,829034848,829034848,10000000987,13,2845013,2845000,2000
41700,17000,20000,9998255216544,830967854,1138,9020,416973000,1000,833960000,55622,833927960,20012358,179987642,179987642,97094378,2905622,831022338,831022338,10000000992,8,2850008,2850000,2000
41800,20000,20200,9998241349036,842836923,9855535,8000,417970000,1000,835959800,42306,835924000,20009959,179990041,179990041,97099694,2900306,833023694,833023694,9999991062,9938,2867938,2858000,2000
41900,23000,20100,9998247250445,834937448,1184,11000,418967000,1000,837959900,54368,837912000,19999893,180000107,180000107,97078632,2921368,834990632,834990632,10000000999,1,2867001,2867000,2000
42000,21000,20100,9998243383369,836803921,2189,6000,419969000,1000,839959900,126634,839926000,20013290,179986710,179986710,97002366,2997634,836928366,836928366,10000000994,6,2871006,2871000,2000
42100,19000,20000,9998239416164,838771801,16423,15,420971000,1000,841960000,155296,841941970,20029935,179970065,179970065,96968704,3031296,838910674,838910674,9999991070,9930,2885930,2876000,2000
42200,21000,20000,9998235224278,840963144,2374,19,421969000,1000,843960000,48596,843937962,20025384,179974616,179974616,97071404,2928596,841009366,841009366,10000000993,7,2880007,2880000,2000
42300,22000,20000,9998221301584,852886010,10036704,22,422968000,1000,845960000,101825,845935956,20023550,179976450,179976450,97015175,2984825,842951131,842951131,9999990890,10110,2893110,2883000,2000
42400,25000,20000,9998217430229,854757333,9826887,7000,423965000,1000,847960000,50277,847916000,20003562,179996438,179996438,97064723,2935277,844980723,844980723,10000000995,5,2885005,2885000,2000
42500,22000,20000,9998223296523,846891170,19178,14,424968000,1000,849960000,88490,849935972,20023665,179976335,179976335,97024510,2975490,846960482,846960482,9999990921,10079,2897079,2887000,2000
42600,21000,20100,9998209217887,858971005,10040191,32,425969000,1000,851959900,57561,851937936,20026828,179973172,179973172,97050439,2949561,848988375,848988375,10000000989,11,2892011,2892000,2000
42700,19000,20000,9998215317915,850869090,1132,21,426971000,1000,853960000,89000,853941958,20028963,179971037,179971037,97015000,2985000,850956958,850956958,9999991180,9820,2905820,2896000,2000
42800,27000,20100,9998211228325,852957191,15187,13,427963000,1000,855959900,41485,855925974,20011490,179988510,179988510,97057515,2942485,852983489,852983489,9999991042,9958,2910958,2901000,2000
42900,23000,20000,9998207426274,854760644,1066,11,428967000,1000,857960000,134700,857933978,20020896,179979104,179979104,96960300,3039700,854894278,854894278,9999991049,9951,2914951,2905000,2000
43000,20000,20000,9998193303688,866882250,10026484,34,429970000,1000,859960000,86083,859939932,20025870,179974130,179974130,97001917,2998083,856941849,856941849,10000000994,6,2912006,2912000,2000
43100,22000,20000,9998199222830,858963752,23110,8021,430968000,1000,861960000,31158,861919958,20006540,179993460,179993460,97051842,2948158,858971800,858971800,10000000993,7,2917007,2917000,2000
43200,20000,20100,9998195235850,860951291,1167,12001,431970000,1000,863959900,22437,863915998,20003139,179996861,179996861,97056563,2943437,860972561,860972561,9999990912,10088,2931088,2921000,2000
43300,21000,20100,9998181303581,872881906,9926772,10,432969000,1000,865959900,27923,865937980,20023467,179976533,179976533,97045077,2954923,862983057,862983057,9999991002,9998,2936998,2927000,2000
43400,20000,20000,9998177337740,874845495,9999323,18,433970000,1000,867960000,80896,867939964,20023199,179976801,179976801,96987104,3012896,864927068,864927068,9999991033,9967,2941967,2932000,2000
43500,23000,20100,9998183223045,866959769,34239,26,434967000,1000,869959900,37709,869933948,20016762,179983238,179983238,97029291,2970709,866963239,866963239,10000000998,2,2933002,2933000,2000
43600,19000,20000,9998169270874,878912321,10048679,42,435971000,1000,871960000,70137,871941916,20025111,179974889,179974889,96991863,3008137,868933779,868933779,9999990998,10002,2948002,2938000,2000
43700,23000,20100,9998175360814,870823069,19139,17,436967000,1000,873959900,93518,873933966,20017849,179982151,179982151,96963482,3036518,870897448,870897448,9999990874,10126,2953126,2943000,2000
43800,22000,20000,9998171244351,872939806,2230,34,437968000,1000,875960000,23178,875935932,20020089,179979911,179979911,97024822,2975178,872960754,872960754,10000000998,2,2952002,2952000,2000
43900,21000,20000,9998167253657,874931445,2187,7024,438969000,1000,877960000,18847,877923952,20009054,179990946,179990946,97024153,2975847,874948105,874948105,10000000997,3,2957003,2957000,2000
44000,20000,20000,9998153324026,886860257,10024231,23,439970000,1000,879960000,69964,879939954,20024237,179975763,179975763,96966036,3033964,876905990,876905990,10000000996,4,2964004,2964000,2000
44100,23000,20000,9998149309269,888875758,10002120,9018,440967000,1000,881960000,36163,881915964,20000991,179999009,179999009,96993837,3006163,878909801,878909801,9999990958,10042,2980042,2970000,2000
44200,17000,20100,9998155311866,880874129,2275,17010,441973000,1000,883959900,33063,883911980,19997975,180002025,180002025,96992937,3007063,880904917,880904917,9999990935,10065,2984065,2974000,2000
44300,18000,20000,9998141436885,892748998,10040842,21,442972000,1000,885960000,127401,885943958,20029841,179970159,179970159,96891599,3108401,882835557,882835557,10000000989,11,2981011,2981000,2000
44400,20000,20100,9998147309010,884875979,1117,9014,443970000,1000,887959900,27555,887921972,20006961,179993039,179993039,96980445,3019555,884902417,884902417,9999990699,10301,3002301,2992000,2000
44500,25000,20000,9998133390909,896791686,9998052,6000,444965000,1000,889960000,64183,889918000,20000595,179999405,179999405,96939817,3060183,886857817,886857817,10000000989,11,2996011,2996000,2000
44600,20000,20000,9998139395143,888787201,50147,31,445970000,1000,891960000,101442,891939938,20022282,179977718,179977718,96898558,3101442,888838496,888838496,10000000994,6,3000006,3000000,2000
44700,21000,20000,9998125540381,900641655,9826875,10000,446969000,1000,893960000,50610,893918000,20000036,179999964,179999964,96947390,3052610,890865390,890865390,9999990889,10111,3012111,3002000,2000
44800,16000,20000,9998131407636,892774189,1091,14,447974000,1000,895960000,83437,895947972,20029797,179970203,179970203,96908563,3091437,892856535,892856535,10000000999,1,3008001,3008000,2000
44900,27000,20000,9998127447579,894732891,11081,8008,448963000,1000,897960000,85087,897909984,19990454,180009546,180009546,96896913,3103087,894806897,894806897,10000000997,3,3018003,3018000,2000
45000,24000,20000,9998123326742,896853373,2165,11000,449966000,1000,899960000,17396,899910000,19990115,180009885,180009885,96958604,3041396,896868604,896868604,10000000996,4,3024004,3024000,2000
45100,18000,20000,9998119365586,898813859,1177,15015,450972000,1000,901960000,34644,901913970,19993415,180006585,180006585,96933356,3066644,898847326,898847326,10000000996,4,3032004,3032000,2000
45200,23000,20000,9998105478532,910701272,9883706,19,451967000,1000,903960000,40198,903933962,20013766,179986234,179986234,96923802,3076198,900857764,900857764,9999991124,9876,3045876,3036000,2000
45300,23000,20000,9998111483506,902696333,1075,17,452967000,1000,905960000,97354,905933966,20013805,179986195,179986195,96858646,3141354,902792612,902792612,10000000996,4,3044004,3044000,2000
45400,13000,20000,9998097514611,914665659,10052317,61,453977000,1000,907960000,146768,907953878,20034148,179965852,179965852,96806232,3193768,904760110,904760110,9999990810,10190,3057190,3047000,2000
45500,25000,20000,9998103431820,906748892,1146,10000,454965000,1000,909960000,55627,909910000,19990712,180009288,180009288,96893373,3106627,906803373,906803373,10000000996,4,3051004,3051000,2000
45600,24000,20000,9998089565660,918616315,9867573,19,455966000,1000,911960000,63110,911931962,20013937,179986063,179986063,96879890,3120110,908811852,908811852,9999991224,9776,3066776,3057000,2000
45700,20000,20000,9998095568453,910614608,1044,27,456970000,1000,913960000,132191,913939946,20023007,179976993,179976993,96805809,3194191,910745755,910745755,10000000992,8,3062008,3062000,2000
45800,23000,20000,9998091445019,912738267,2091,36,457967000,1000,915960000,64376,915933928,20017214,179982786,179982786,96866624,3133376,912800552,912800552,10000000998,2,3069002,3069000,2000
45900,18000,20000,9998077357834,924826714,9994544,8013,458972000,1000,917960000,11402,917927974,20012522,179987478,179987478,96915598,3084402,914843572,914843572,10000000998,2,3073002,3073000,2000
46000,21000,20000,9998073561363,926624300,9849482,30,459969000,1000,919960000,43061,919937940,20023603,179976397,179976397,96879939,3120061,916817879,916817879,9999991019,9981,3086981,3077000,2000
46100,24000,20000,9998069503269,928681768,9899588,5,460966000,1000,921960000,33405,921931990,20017027,179982973,179982973,96883595,3116405,918815585,918815585,10000000992,8,3083008,3083000,2000
46200,21000,20000,9998075407218,920777607,2035,12000,461969000,1000,923960000,26714,923914000,19998825,180001175,180001175,96888286,3111714,920802286,920802286,10000001000,0,3085000,3085000,2000
46300,15000,20100,9998071465140,922721153,2079,12018,462975000,1000,925959900,59445,925925964,20012257,179987743,179987743,96852555,3147445,922778519,922778519,10000000991,9,3088009,3088000,2000
46400,24000,20000,9998067522524,924663499,43451,42,463966000,1000,927960000,108434,927931916,20017939,179982061,179982061,96796566,3203434,924728482,924728482,10000000994,6,3095006,3095000,2000
46500,24000,20000,9998053417389,936769423,10018249,23,464966000,1000,929960000,40890,929931954,20018766,179981234,179981234,96860110,3139890,926792064,926792064,9999991040,9960,3108960,3099000,2000
46600,21000,20000,9998059498216,928687808,1062,9000,465969000,1000,931960000,64127,931920000,20006024,179993976,179993976,96830873,3169127,928750873,928750873,10000000995,5,3105005,3105000,2000
46700,21000,20000,9998055477530,930708904,986,8000,466969000,1000,933960000,54041,933922000,20008434,179991566,179991566,96839959,3160041,930761959,930761959,10000000993,7,3106007,3106000,2000
46800,19000,20000,9998051400788,932787426,1108,8025,467971000,1000,935960000,15316,935925950,20014164,179985836,179985836,96875684,3124316,932801634,932801634,10000000993,7,3109007,3109000,2000
46900,19000,20000,9998047509809,934679037,36449,34,468971000,1000,937960000,93172,937941932,20030778,179969222,179969222,96793828,3206172,934735760,934735760,9999991095,9905,3122905,3113000,2000
47000,23000,20100,9998033466373,946722259,9955851,24,469967000,1000,939959900,23772,939933952,20022584,179977416,179977416,96856228,3143772,936790180,936790180,10000000996,4,3120004,3120000,2000
47100,19000,20000,9998039552931,938636208,37986,27,470971000,1000,941960000,109362,941941946,20031085,179968915,179968915,96765638,3234362,938707584,938707584,10000000995,5,3125005,3125000,2000
47200,20000,20000,9998025453508,950738038,10017452,13,471970000,1000,943960000,44194,943939974,20031520,179968480,179968480,96824806,3175194,940764780,940764780,9999990919,10081,3141081,3131000,2000
47300,23000,20000,9998021474341,952718413,10009083,11,472967000,1000,945960000,44824,945933978,20026732,179973268,179973268,96820176,3179824,942754154,942754154,9999991028,9972,3144972,3135000,2000
47400,26000,20000,9998017557125,954635123,9998511,4019,473964000,1000,947960000,72175,947919962,20012210,179987790,179987790,96788825,3211175,944708787,944708787,9999990981,10019,3149019,3139000,2000
47500,18000,20000,9998013603252,956589197,9879153,9000,474972000,1000,949960000,33978,949926000,20018449,179981551,179981551,96818022,3181978,946744022,946744022,10000000996,4,3148004,3148000,2000
47600,24000,20000,9998019526592,948664141,14009,12,475966000,1000,951960000,65422,951931976,20022709,179977291,179977291,96783578,3216422,948715554,948715554,9999991053,9947,3160947,3151000,2000
47700,21000,20000,9998005529995,960661864,10044878,39,476969000,1000,953960000,80968,953937922,20029781,179970219,179970219,96760032,3239968,950697954,950697954,10000000998,2,3159002,3159000,2000
47800,20000,20000,9998011564108,952627973,1047,38,477970000,1000,955960000,74999,955939924,20032005,179967995,179967995,96762001,3237999,952701925,952701925,10000000997,3,3163003,3163000,2000
47900,19000,20000,9998007473240,954716518,2004,17,478971000,1000,957960000,29726,957941966,20031724,179968276,179968276,96802274,3197726,954744240,954744240,10000000989,11,3168011,3168000,2000
48000,20000,20000,9998003508562,956680687,46727,31,479970000,1000,959960000,64989,959939938,20029187,179970813,179970813,96759011,3240989,956698949,956698949,9999990877,10123,3186123,3176000,2000
48100,21000,20200,9997999484185,958706016,20052,17,480969000,1000,961959800,34501,961937966,20028167,179971833,179971833,96782499,3217501,958720465,958720465,9999990786,10214,3193214,3183000,2000
48200,18000,20000,9997995610253,960580071,45859,53,481972000,1000,963960000,112841,963943894,20034218,179965782,179965782,96703159,3296841,960647053,960647053,9999990938,10062,3194062,3184000,2000
