Time,H2O,OH-,H+,K+,Na+,H2O:=cell_1,OH-:=cell_1,H+:=cell_1,K+:=cell_1,Na+:=cell_1,ATP:=cell_1,ADP:=cell_1,Pi:=cell_1,Na+_channel:=cell_1,K+_channel:=cell_1,Na+_K+_pump:=cell_1
260,9999999888872,1111128,1111128,78078400,84357400,9999999876246,1110096,1110096,121921600,115642600,999998634200,1365800,1365800,200,300,500
270,9999999884984,1115016,1115016,78069400,84530900,9999999872022,1113775,1113775,121930600,115469100,999998579700,1420300,1420300,200,300,500
280,9999999881245,1118755,1118755,77995400,84736900,9999999867808,1117469,1117469,122004600,115263100,999998527700,1472300,1472300,200,300,500
290,9999999877456,1122544,1122544,77940000,84950000,9999999863561,1121139,1121139,122060000,115050000,999998470000,1530000,1530000,200,300,500
300,9999999873770,1126230,1126230,77908200,85147700,9999999859194,1124947,1124947,122091800,114852300,999998414100,1585900,1585900,200,300,500
310,9999999870227,1129773,1129773,77916600,85385100,9999999855023,1128560,1128560,122083400,114614900,999998358300,1641700,1641700,200,300,500
320,9999999866645,1133355,1133355,77843800,85509300,9999999850784,1132285,1132285,122156200,114490700,999998306900,1693100,1693100,200,300,500
330,9999999863102,1136898,1136898,77777800,85658300,9999999846703,1135836,1135836,122222200,114341700,999998253900,1746100,1746100,200,300,500
340,9999999859588,1140412,1140412,77686800,85824800,9999999842501,1139483,1139483,122313200,114175200,999998198400,1801600,1801600,200,300,500
350,9999999856146,1143854,1143854,77607400,85973900,9999999838605,1142882,1142882,122392600,114026100,999998148700,1851300,1851300,200,300,500
360,9999999852870,1147130,1147130,77513000,86120500,9999999834546,1146419,1146419,122487000,113879500,999998096500,1903500,1903500,200,300,500
370,9999999849595,1150405,1150405,77454400,86253400,9999999830436,1149986,1149986,122545600,113746600,999998042200,1957800,1957800,200,300,500
380,9999999846450,1153550,1153550,77328000,86433000,9999999826407,1153483,1153483,122672000,113567000,999997989000,2011000,2011000,200,300,500
390,9999999843105,1156895,1156895,77284000,86589000,9999999822679,1156691,1156691,122716000,113411000,999997937000,2063000,2063000,200,300,500
400,9999999839733,1160267,1160267,77215200,86772200,9999999818864,1159962,1159962,122784800,113227800,999997882600,2117400,2117400,200,300,500
410,9999999836791,1163209,1163209,77141200,86898200,9999999815307,1162999,1162999,122858800,113101800,999997830600,2169400,2169400,200,300,500
420,9999999833827,1166173,1166173,77087600,87023600,9999999811600,1166188,1166188,122912400,112976400,999997778800,2221200,2221200,200,300,500
430,9999999830898,1169102,1169102,77036600,87195100,9999999807971,1169312,1169312,122963400,112804900,999997728300,2271700,2271700,200,300,500
440,9999999827805,1172195,1172195,77014000,87379000,9999999804308,1172462,1172462,122986000,112621000,999997677000,2323000,2323000,200,300,500
450,9999999824646,1175354,1175354,76916400,87540400,9999999800857,1175375,1175375,123083600,112459600,999997623200,2376800,2376800,200,300,500
460,9999999821437,1178563,1178563,76832600,87746100,9999999797476,1178237,1178237,123167400,112253900,999997571300,2428700,2428700,200,300,500
470,9999999818382,1181618,1181618,76777800,87903300,9999999793853,1181336,1181336,123222200,112096700,999997518900,2481100,2481100,200,300,500
480,9999999815533,1184467,1184467,76753800,88119300,9999999790691,1183978,1183978,123246200,111880700,999997466900,2533100,2533100,200,300,500
490,9999999812628,1187372,1187372,76670800,88363800,9999999787112,1187042,1187042,123329200,111636200,999997415400,2584600,2584600,200,300,500
500,9999999809274,1190726,1190726,76602800,88535800,9999999783787,1189827,1189827,123397200,111464200,999997361400,2638600,2638600,200,300,500
510,9999999806321,1193679,1193679,76547600,88728600,9999999780435,1192703,1192703,123452400,111271400,999997313800,2686200,2686200,200,300,500
520,9999999803401,1196599,1196599,76515600,88911600,9999999776817,1195811,1195811,123484400,111088400,999997262800,2737200,2737200,200,300,500
530,9999999800634,1199366,1199366,76426800,89069800,9999999773655,1198479,1198479,123573200,110930200,999997213400,2786600,2786600,200,300,500
540,9999999797875,1202125,1202125,76363800,89264300,9999999770548,1201071,1201071,123636200,110735700,999997161900,2838100,2838100,200,300,500
550,9999999795065,1204935,1204935,76294800,89402800,9999999767067,1204057,1204057,123705200,110597200,999997112400,2887600,2887600,200,300,500
560,9999999792295,1207705,1207705,76204600,89578100,9999999763725,1206848,1206848,123795400,110421900,999997057300,2942700,2942700,200,300,500
570,9999999789724,1210276,1210276,76129000,89761500,9999999760553,1209542,1209542,123871000,110238500,999997009500,2990500,2990500,200,300,500
580,9999999786886,1213114,1213114,76085600,89936600,9999999757217,1212361,1212361,123914400,110063400,999996957800,3042200,3042200,200,300,500
590,9999999784159,1215841,1215841,76088000,90048000,9999999754252,1214788,1214788,123912000,109952000,999996904000,3096000,3096000,200,300,500
600,9999999781320,1218680,1218680,76025400,90211900,9999999750962,1217565,1217565,123974600,109788100,999996852700,3147300,3147300,200,300,500
610,9999999778842,1221158,1221158,75938200,90357700,9999999748128,1219913,1219913,124061800,109642300,999996804100,3195900,3195900,200,300,500
620,9999999776275,1223725,1223725,75897600,90528600,9999999745065,1222473,1222473,124102400,109471400,999996753800,3246200,3246200,200,300,500
630,9999999773686,1226314,1226314,75841200,90723200,9999999742081,1224975,1224975,124158800,109276800,999996705600,3294400,3294400,200,300,500
640,9999999771411,1228589,1228589,75780200,90924700,9999999739050,1227501,1227501,124219800,109075300,999996655100,3344900,3344900,200,300,500
650,9999999769003,1230997,1230997,75828800,91056800,9999999736262,1229782,1229782,124171200,108943200,999996604400,3395600,3395600,200,300,500
660,9999999766621,1233379,1233379,75785000,91207500,9999999733333,1232242,1232242,124215000,108792500,999996557500,3442500,3442500,200,300,500
670,9999999764232,1235768,1235768,75702600,91381100,9999999730286,1234777,1234777,124297400,108618900,999996506300,3493700,3493700,200,300,500
680,9999999761790,1238210,1238210,75601400,91522900,9999999727547,1237010,1237010,124398600,108477100,999996455700,3544300,3544300,200,300,500
690,9999999759416,1240584,1240584,75515800,91731300,9999999724636,1239393,1239393,124484200,108268700,999996402900,3597100,3597100,200,300,500
700,9999999756980,1243020,1243020,75401600,91817600,9999999721601,1241907,1241907,124598400,108182400,999996350800,3649200,3649200,200,300,500
710,9999999754619,1245381,1245381,75385600,91971600,9999999718790,1244238,1244238,124614400,108028400,999996302800,3697200,3697200,200,300,500
720,9999999752241,1247759,1247759,75337200,92129200,9999999716011,1246525,1246525,124662800,107870800,999996253600,3746400,3746400,200,300,500
730,9999999750268,1249732,1249732,75276000,92311000,9999999713310,1248720,1248720,124724000,107689000,999996203000,3797000,3797000,200,300,500
740,9999999748173,1251827,1251827,75145800,92531300,9999999710462,1251067,1251067,124854200,107468700,999996152900,3847100,3847100,200,300,500
750,9999999745804,1254196,1254196,75082200,92651700,9999999707944,1253117,1253117,124917800,107348300,999996106100,3893900,3893900,200,300,500
760,9999999743653,1256347,1256347,75058000,92813000,9999999705475,1255115,1255115,124942000,107187000,999996059000,3941000,3941000,200,300,500
770,9999999741539,1258461,1258461,75052200,92956700,9999999702893,1257218,1257218,124947800,107043300,999996011100,3988900,3988900,200,300,500
780,9999999739233,1260767,1260767,74995400,93071900,9999999700558,1259069,1259069,125004600,106928100,999995962700,4037300,4037300,200,300,500
790,9999999737282,1262718,1262718,74935600,93161600,9999999697858,1261270,1261270,125064400,106838400,999995912800,4087200,4087200,200,300,500
800,9999999735291,1264709,1264709,74882200,93291700,9999999695206,1263455,1263455,125117800,106708300,999995866100,4133900,4133900,200,300,500
810,9999999733278,1266722,1266722,74825400,93416900,9999999692863,1265314,1265314,125174600,106583100,999995817700,4182300,4182300,200,300,500
820,9999999731160,1268840,1268840,74749800,93605300,9999999690271,1267378,1267378,125250200,106394700,999995764900,4235100,4235100,200,300,500
830,9999999729244,1270756,1270756,74665400,93716900,9999999688068,1269109,1269109,125334600,106283100,999995717700,4282300,4282300,200,300,500
840,9999999727390,1272610,1272610,74655400,93866900,9999999685169,1271508,1271508,125344600,106133100,999995667700,4332300,4332300,200,300,500
850,9999999725453,1274547,1274547,74626600,94025100,9999999682670,1273513,1273513,125373400,105974900,999995618300,4381700,4381700,200,300,500
860,9999999723438,1276562,1276562,74614800,94187800,9999999680280,1275394,1275394,125385200,105812200,999995567400,4432600,4432600,200,300,500
870,9999999721508,1278492,1278492,74495800,94346300,9999999678037,1277142,1277142,125504200,105653700,999995517900,4482100,4482100,200,300,500
880,9999999719687,1280313,1280313,74540800,94488800,9999999675882,1278822,1278822,125459200,105511200,999995470400,4529600,4529600,200,300,500
890,9999999717818,1282182,1282182,74523800,94654300,9999999673633,1280586,1280586,125476200,105345700,999995421900,4578100,4578100,200,300,500
900,9999999715861,1284139,1284139,74418200,94767700,9999999671515,1282226,1282226,125581800,105232300,999995374100,4625900,4625900,200,300,500
910,9999999714527,1285473,1285473,74383600,94879600,9999999669283,1283985,1283985,125616400,105120400,999995326800,4673200,4673200,200,300,500
920,9999999713036,1286964,1286964,74390800,94978800,9999999667231,1285573,1285573,125609200,105021200,999995280400,4719600,4719600,200,300,500
930,9999999711566,1288434,1288434,74354800,95172800,9999999665016,1287308,1287308,125645200,104827200,999995232400,4767600,4767600,200,300,500
940,9999999709691,1290309,1290309,74249600,95385600,9999999662882,1288966,1288966,125750400,104614400,999995184800,4815200,4815200,200,300,500
950,9999999708078,1291922,1291922,74213000,95520500,9999999660685,1290680,1290680,125787000,104479500,999995136500,4863500,4863500,200,300,500
960,9999999706437,1293563,1293563,74172400,95711400,9999999658422,1292440,1292440,125827600,104288600,999995086200,4913800,4913800,200,300,500
970,9999999704649,1295351,1295351,74113600,95899600,9999999656392,1293976,1293976,125886400,104100400,999995036800,4963200,4963200,200,300,500
980,9999999702862,1297138,1297138,74056600,96095100,9999999654201,1295682,1295682,125943400,103904900,999994988300,5011700,5011700,200,300,500
990,9999999701346,1298654,1298654,73899400,96220900,9999999652283,1297114,1297114,126100600,103779100,999994939700,5060300,5060300,200,300,500
1000,9999999699773,1300227,1300227,73860000,96335000,9999999650197,1298753,1298753,126140000,103665000,999994895000,5105000,5105000,200,300,500
1010,9999999698214,1301786,1301786,73805800,96456300,9999999648279,1300200,1300200,126194200,103543700,999994847900,5152100,5152100,200,300,500
1020,9999999696764,1303236,1303236,73741400,96587900,9999999646325,1301682,1301682,126258600,103412100,999994800700,5199300,5199300,200,300,500
1030,9999999695475,1304525,1304525,73656600,96750100,9999999644407,1303126,1303126,126343400,103249900,999994753300,5246700,5246700,200,300,500
1040,9999999693960,1306040,1306040,73655600,96906600,9999999642486,1304592,1304592,126344400,103093400,999994707800,5292200,5292200,200,300,500
1050,9999999692436,1307564,1307564,73584600,97073100,9999999640391,1306232,1306232,126415400,102926900,999994662300,5337700,5337700,200,300,500
1060,9999999691027,1308973,1308973,73516000,97251000,9999999638229,1307901,1307901,126484000,102749000,999994613000,5387000,5387000,200,300,500
1070,9999999689536,1310464,1310464,73480000,97455000,9999999636371,1309279,1309279,126520000,102545000,999994565000,5435000,5435000,200,300,500
1080,9999999688136,1311864,1311864,73490200,97569700,9999999634511,1310690,1310690,126509800,102430300,999994520100,5479900,5479900,200,300,500
1090,9999999686798,1313202,1313202,73431400,97727900,9999999632823,1311884,1311884,126568600,102272100,999994470700,5529300,5529300,200,300,500
1100,9999999685336,1314664,1314664,73331600,97832600,9999999631075,1313183,1313183,126668400,102167400,999994425800,5574200,5574200,200,300,500
1110,9999999684083,1315917,1315917,73318000,97968000,9999999629313,1314527,1314527,126682000,102032000,999994384000,5616000,5616000,200,300,500
1120,9999999682635,1317365,1317365,73272200,98126700,9999999627364,1315947,1315947,126727800,101873300,999994331100,5668900,5668900,200,300,500
1130,9999999681380,1318620,1318620,73194800,98292800,9999999625492,1317332,1317332,126805200,101707200,999994282400,5717600,5717600,200,300,500
1140,9999999680067,1319933,1319933,73112200,98441700,9999999623837,1318524,1318524,126887800,101558300,999994236100,5763900,5763900,200,300,500
1150,9999999678987,1321013,1321013,73071600,98587600,9999999621931,1319977,1319977,126928400,101412400,999994190800,5809200,5809200,200,300,500
1160,9999999677843,1322157,1322157,73019800,98745300,9999999620102,1321347,1321347,126980200,101254700,999994144900,5855100,5855100,200,300,500
1170,9999999676541,1323459,1323459,72927400,98843900,9999999618350,1322637,1322637,127072600,101156100,999994098700,5901300,5901300,200,300,500
1180,9999999675631,1324369,1324369,72865000,98962500,9999999616754,1323771,1323771,127135000,101037500,999994052500,5947500,5947500,200,300,500
1190,9999999674533,1325467,1325467,72882800,99100800,9999999615141,1324923,1324923,127117200,100899200,999994006400,5993600,5993600,200,300,500
1200,9999999673344,1326656,1326656,72782800,99185800,9999999613555,1326059,1326059,127217200,100814200,999993961400,6038600,6038600,200,300,500
1210,9999999672176,1327824,1327824,72680200,99354700,9999999611750,1327401,1327401,127319800,100645300,999993915100,6084900,6084900,200,300,500
1220,9999999671170,1328830,1328830,72692600,99511100,9999999609913,1328750,1328750,127307400,100488900,999993866300,6133700,6133700,200,300,500
1230,9999999669940,1330060,1330060,72601600,99637600,9999999608306,1329902,1329902,127398400,100362400,999993820800,6179200,6179200,200,300,500
1240,9999999669009,1330991,1330991,72561200,99833200,9999999606841,1330915,1330915,127438800,100166800,999993775600,6224400,6224400,200,300,500
1250,9999999667920,1332080,1332080,72532000,99957000,9999999605330,1331980,1331980,127468000,100043000,999993731000,6269000,6269000,200,300,500
1260,9999999666889,1333111,1333111,72470400,100134400,9999999603780,1333072,1333072,127529600,99865600,999993685200,6314800,6314800,200,300,500
1270,9999999665735,1334265,1334265,72469400,100280900,9999999602014,1334383,1334383,127530600,99719100,999993639700,6360300,6360300,200,300,500
1280,9999999664674,1335326,1335326,72412400,100421400,9999999600620,1335342,1335342,127587600,99578600,999993596200,6403800,6403800,200,300,500
1290,9999999663635,1336365,1336365,72372000,100507000,9999999598849,1336661,1336661,127628000,99493000,999993551000,6449000,6449000,200,300,500
1300,9999999662595,1337405,1337405,72326200,100655700,9999999597289,1337792,1337792,127673800,99344300,999993508100,6491900,6491900,200,300,500
1310,9999999661458,1338542,1338542,72308400,100797400,9999999595835,1338807,1338807,127691600,99202600,999993464200,6535800,6535800,200,300,500
1320,9999999660253,1339747,1339747,72264800,100897800,9999999594535,1339639,1339639,127735200,99102200,999993417400,6582600,6582600,200,300,500
1330,9999999659339,1340661,1340661,72214000,101084000,9999999593016,1340704,1340704,127786000,98916000,999993372000,6628000,6628000,200,300,500
1340,9999999658268,1341732,1341732,72184200,101188700,9999999591531,1341740,1341740,127815800,98811300,999993327100,6672900,6672900,200,300,500
1350,9999999657178,1342822,1342822,72145400,101326900,9999999589879,1342898,1342898,127854600,98673100,999993277700,6722300,6722300,200,300,500
1360,9999999656277,1343723,1343723,72104800,101442800,9999999588528,1343796,1343796,127895200,98557200,999993232400,6767600,6767600,200,300,500
1370,9999999655018,1344982,1344982,71992000,101582000,9999999587133,1344727,1344727,128008000,98418000,999993186000,6814000,6814000,200,300,500
1380,9999999654109,1345891,1345891,71935600,101746600,9999999585653,1345725,1345725,128064400,98253400,999993137800,6862200,6862200,200,300,500
1390,9999999653155,1346845,1346845,71842000,101862000,9999999584364,1346496,1346496,128158000,98138000,999993086000,6914000,6914000,200,300,500
1400,9999999652195,1347805,1347805,71760000,101965000,9999999582983,1347467,1347467,128240000,98035000,999993045000,6955000,6955000,200,300,500
1410,9999999651217,1348783,1348783,71703600,102114600,9999999581499,1348519,1348519,128296400,97885400,999993001800,6998200,6998200,200,300,500
1420,9999999650375,1349625,1349625,71633400,102229900,9999999580276,1349291,1349291,128366600,97770100,999992956700,7043300,7043300,200,300,500
1430,9999999649657,1350343,1350343,71563800,102384300,9999999578860,1350259,1350259,128436200,97615700,999992911900,7088100,7088100,200,300,500
1440,9999999648712,1351288,1351288,71512400,102481400,9999999577450,1351212,1351212,128487600,97518600,999992866200,7133800,7133800,200,300,500
1450,9999999647874,1352126,1352126,71397200,102684200,9999999575913,1352273,1352273,128602800,97315800,999992818600,7181400,7181400,200,300,500
1460,9999999646817,1353183,1353183,71411000,102863500,9999999574600,1353155,1353155,128589000,97136500,999992775500,7224500,7224500,200,300,500
1470,9999999645793,1354207,1354207,71384000,102994000,9999999573268,1354052,1354052,128616000,97006000,999992732000,7268000,7268000,200,300,500
1480,9999999644879,1355121,1355121,71388800,103116800,9999999572133,1354711,1354711,128611200,96883200,999992684400,7315600,7315600,200,300,500
1490,9999999644110,1355890,1355890,71336600,103275100,9999999571023,1355360,1355360,128663400,96724900,999992638300,7361700,7361700,200,300,500
1500,9999999643400,1356600,1356600,71229800,103455300,9999999569655,1356294,1356294,128770200,96544700,999992594900,7405100,7405100,200,300,500
1510,9999999642693,1357307,1357307,71181800,103637300,9999999568619,1356890,1356890,128818200,96362700,999992550900,7449100,7449100,200,300,500
1520,9999999641849,1358151,1358151,71176000,103716000,9999999567498,1357582,1357582,128824000,96284000,999992508000,7492000,7492000,200,300,500
1530,9999999640977,1359023,1359023,71071800,103802300,9999999566421,1358238,1358238,128928200,96197700,999992465900,7534100,7534100,200,300,500
1540,9999999640210,1359790,1359790,70997400,103888900,9999999565506,1358731,1358731,129002600,96111100,999992423700,7576300,7576300,200,300,500
1550,9999999639761,1360239,1360239,70920600,104009100,9999999564400,1359403,1359403,129079400,95990900,999992380300,7619700,7619700,200,300,500
1560,9999999638856,1361144,1361144,70890600,104134100,9999999563172,1360181,1360181,129109400,95865900,999992335300,7664700,7664700,200,300,500
1570,9999999638267,1361733,1361733,70827200,104284200,9999999561950,1360936,1360936,129172800,95715800,999992288600,7711400,7711400,200,300,500
1580,9999999637536,1362464,1362464,70772200,104466700,9999999560654,1361757,1361757,129227800,95533300,999992241100,7758900,7758900,200,300,500
1590,9999999636896,1363104,1363104,70731200,104583200,9999999559721,1362235,1362235,129268800,95416800,999992195600,7804400,7804400,200,300,500
1600,9999999636279,1363721,1363721,70633600,104704600,9999999558613,1362905,1362905,129366400,95295400,999992151800,7848200,7848200,200,300,500
1610,9999999635478,1364522,1364522,70600200,104809700,9999999557429,1363672,1363672,129399800,95190300,999992110100,7889900,7889900,200,300,500
1620,9999999634480,1365520,1365520,70507800,104913300,9999999556257,1364432,1364432,129492200,95086700,999992068900,7931100,7931100,200,300,500
1630,9999999633801,1366199,1366199,70506000,105016000,9999999554939,1365341,1365341,129494000,94984000,999992028000,7972000,7972000,200,300,500
1640,9999999632943,1367057,1367057,70476800,105209800,9999999553876,1365958,1365958,129523200,94790200,999991983400,8016600,8016600,200,300,500
1650,9999999632357,1367643,1367643,70488600,105392100,9999999552813,1366580,1366580,129511400,94607900,999991939300,8060700,8060700,200,300,500
1660,9999999631790,1368210,1368210,70490600,105504100,9999999551696,1367257,1367257,129509400,94495900,999991895300,8104700,8104700,200,300,500
1670,9999999631100,1368900,1368900,70446800,105644800,9999999550909,1367575,1367575,129553200,94355200,999991848400,8151600,8151600,200,300,500
1680,9999999630462,1369538,1369538,70430800,105693800,9999999549746,1368308,1368308,129569200,94306200,999991805400,8194600,8194600,200,300,500
1690,9999999629864,1370136,1370136,70355400,105801900,9999999548423,1369204,1369204,129644600,94198100,999991762700,8237300,8237300,200,300,500
1700,9999999629488,1370512,1370512,70271000,105928500,9999999547458,1369747,1369747,129729000,94071500,999991720500,8279500,8279500,200,300,500
1710,9999999629160,1370840,1370840,70220600,106019100,9999999546415,1370388,1370388,129779400,93980900,999991680300,8319700,8319700,200,300,500
1720,9999999628560,1371440,1371440,70132000,106107000,9999999545671,1370739,1370739,129868000,93893000,999991641000,8359000,8359000,200,300,500
1730,9999999628090,1371910,1371910,70152000,106227000,9999999544648,1371362,1371362,129848000,93773000,999991601000,8399000,8399000,200,300,500
1740,9999999627246,1372754,1372754,70212200,106366700,9999999543649,1371962,1371962,129787800,93633300,999991561100,8438900,8438900,200,300,500
1750,9999999626761,1373239,1373239,70184600,106438100,9999999542597,1372576,1372576,129815400,93561900,999991517300,8482700,8482700,200,300,500
1760,9999999626312,1373688,1373688,70114000,106544000,9999999541498,1373222,1373222,129886000,93456000,999991472000,8528000,8528000,200,300,500
1770,9999999625641,1374359,1374359,70082600,106706100,9999999540591,1373722,1373722,129917400,93293900,999991431300,8568700,8568700,200,300,500
1780,9999999625433,1374567,1374567,69985400,106826900,9999999539351,1374526,1374526,130014600,93173100,999991387700,8612300,8612300,200,300,500
1790,9999999624966,1375034,1375034,69941200,106943200,9999999538459,1374997,1374997,130058800,93056800,999991345600,8654400,8654400,200,300,500
1800,9999999624468,1375532,1375532,69875400,107071900,9999999537479,1375548,1375548,130124600,92928100,999991302700,8697300,8697300,200,300,500
1810,9999999623788,1376212,1376212,69848800,107176800,9999999536863,1375781,1375781,130151200,92823200,999991264400,8735600,8735600,200,300,500
1820,9999999623340,1376660,1376660,69816200,107260700,9999999535960,1376271,1376271,130183800,92739300,999991223100,8776900,8776900,200,300,500
1830,9999999622714,1377286,1377286,69724000,107374000,9999999535135,1376685,1376685,130276000,92626000,999991182000,8818000,8818000,200,300,500
1840,9999999622219,1377781,1377781,69727800,107488300,9999999534233,1377206,1377206,130272200,92511700,999991143900,8856100,8856100,200,300,500
1850,9999999621497,1378503,1378503,69642400,107606400,9999999533191,1377821,1377821,130357600,92393600,999991101200,8898800,8898800,200,300,500
1860,9999999620981,1379019,1379019,69622000,107717000,9999999532160,1378450,1378450,130378000,92283000,999991061000,8939000,8939000,200,300,500
1870,9999999620279,1379721,1379721,69567800,107843300,9999999531543,1378646,1378646,130432200,92156700,999991018900,8981100,8981100,200,300,500
1880,9999999619780,1380220,1380220,69520600,107904100,9999999530703,1379050,1379050,130479400,92095900,999990975300,9024700,9024700,200,300,500
1890,9999999619341,1380659,1380659,69471400,108002900,9999999529759,1379598,1379598,130528600,91997100,999990935700,9064300,9064300,200,300,500
1900,9999999618684,1381316,1381316,69442200,108101700,9999999528812,1380149,1380149,130557800,91898300,999990896100,9103900,9103900,200,300,500
1910,9999999618235,1381765,1381765,69439400,108215900,9999999527718,1380829,1380829,130560600,91784100,999990854700,9145300,9145300,200,300,500
1920,9999999617868,1382132,1382132,69443200,108310200,9999999526908,1381258,1381258,130556800,91689800,999990816600,9183400,9183400,200,300,500
1930,9999999617640,1382360,1382360,69438200,108437700,9999999525940,1381801,1381801,130561800,91562300,999990774100,9225900,9225900,200,300,500
1940,9999999617099,1382901,1382901,69399400,108575900,9999999525029,1382318,1382318,130600600,91424100,999990734700,9265300,9265300,200,300,500
1950,9999999616727,1383273,1383273,69375200,108682200,9999999523929,1382997,1382997,130624800,91317800,999990692600,9307400,9307400,200,300,500
1960,9999999616363,1383637,1383637,69351200,108808200,9999999523180,1383326,1383326,130648800,91191800,999990650600,9349400,9349400,200,300,500
1970,9999999615778,1384222,1384222,69304200,108853700,9999999522087,1384034,1384034,130695800,91146300,999990612100,9387900,9387900,200,300,500
1980,9999999615295,1384705,1384705,69315600,109011600,9999999521349,1384379,1384379,130684400,90988400,999990572800,9427200,9427200,200,300,500
1990,9999999614882,1385118,1385118,69333400,109154900,9999999520630,1384687,1384687,130666600,90845100,999990531700,9468300,9468300,200,300,500
2000,9999999614793,1385207,1385207,69332600,109296100,9999999520028,1384885,1384885,130667400,90703900,999990491300,9508700,9508700,200,300,500
2010,9999999614465,1385535,1385535,69369800,109430300,9999999519039,1385460,1385460,130630200,90569700,999990449900,9550100,9550100,200,300,500
2020,9999999614207,1385793,1385793,69353800,109564300,9999999518172,1385947,1385947,130646200,90435700,999990411900,9588100,9588100,200,300,500
2030,9999999613917,1386083,1386083,69252600,109676100,9999999517531,1386182,1386182,130747400,90323900,999990371300,9628700,9628700,200,300,500
2040,9999999613642,1386358,1386358,69228600,109792100,9999999516690,1386603,1386603,130771400,90207900,999990329300,9670700,9670700,200,300,500
2050,9999999613570,1386430,1386430,69186000,109946000,9999999516056,1386824,1386824,130814000,90054000,999990288000,9712000,9712000,200,300,500
2060,9999999613217,1386783,1386783,69149600,109995600,9999999515315,1387133,1387133,130850400,90004400,999990244800,9755200,9755200,200,300,500
2070,9999999612906,1387094,1387094,69109000,110096500,9999999514401,1387644,1387644,130891000,89903500,999990204500,9795500,9795500,200,300,500
2080,9999999612635,1387365,1387365,69097600,110208600,9999999513364,1388274,1388274,130902400,89791400,999990163800,9836200,9836200,200,300,500
2090,9999999612476,1387524,1387524,69047800,110288300,9999999512657,1388582,1388582,130952200,89711700,999990123900,9876100,9876100,200,300,500
