Time\ number,r1_2_200,r2_1_300,Time\ Probability,r1_2_200,r2_1_300
390,1.9999999219998994e+19,782000967700,390,9.999999999e-11,0.00039084766222495835
400,1.999999919999914e+19,802000881931,400,9.999999999e-11,0.00040083970406741245
410,1.999999917999903e+19,822000936246,410,9.999999999e-11,0.0004108316161364482
420,1.9999999159999033e+19,840000969118,420,9.999999999e-11,0.0004198241582091226
430,1.9999999139999322e+19,862000657782,430,9.999999999e-11,0.00043081464763617777
440,1.9999999119999398e+19,880000603389,440,9.999999999e-11,0.00043980678657571943
450,1.9999999099999322e+19,900000679309,450,9.999999999e-11,0.00044979793043302917
460,1.999999907999927e+19,922000746756,460,9.999999999e-11,0.0004607879499610199
470,1.9999999059999474e+19,940000526438,470,9.999999999e-11,0.00046977946674597453
480,1.9999999039999455e+19,960000545901,480,9.999999999e-11,0.0004797699832275973
