Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1,H2O::Cell_1::Mitochondria_2,H2O_created::Cell_1::Mitochondria_2,OH-::Cell_1::Mitochondria_2,H+::Cell_1::Mitochondria_2,H+_inter::Cell_1::Mitochondria_2,H+_inter_created::Cell_1::Mitochondria_2,O2::Cell_1::Mitochondria_2,O2_in::Cell_1::Mitochondria_2,CO2::Cell_1::Mitochondria_2,ATP::Cell_1::Mitochondria_2,ATP_created::Cell_1::Mitochondria_2,ADP::Cell_1::Mitochondria_2,GDP::Cell_1::Mitochondria_2,GTP::Cell_1::Mitochondria_2,Pi::Cell_1::Mitochondria_2,NAD+::Cell_1::Mitochondria_2,NADH::Cell_1::Mitochondria_2,NADH_created::Cell_1::Mitochondria_2,NADH_in::Cell_1::Mitochondria_2,Pyruvate-::Cell_1::Mitochondria_2,Pyruvate-_in::Cell_1::Mitochondria_2,CoA-SH::Cell_1::Mitochondria_2,Acetyl_CoA::Cell_1::Mitochondria_2,FAD::Cell_1::Mitochondria_2,FADH2::Cell_1::Mitochondria_2,FADH2_created::Cell_1::Mitochondria_2,Pyruvate_transport::Cell_1::Mitochondria_2,ATP_synthase::Cell_1::Mitochondria_2,ADP_ATP_transport::Cell_1::Mitochondria_2,NADH_shuttle::Cell_1::Mitochondria_2,Pi_transport::Cell_1::Mitochondria_2,Commp1-3-4::Cell_1::Mitochondria_2,Commp2-3-4::Cell_1::Mitochondria_2
11000,95140,622177,100000000,600000000,10000,60000,9993029347005,86687543,117321990,10590,99904860,2000,62420,4219007,199788540,5039995648,14960004352,16433941652,9974636653,25363347,1052093,100279758926,668581400,10114,98446853,98900,5908832400,12707536,298436886,291700499,410315654,1275021600,589684346,999999734,266,353659080,998714981,1285019,388930719,86690300,10561,97250620,999990161,9839,999892480,107520,97230220,1000,1000,1000,1000,1000,1000,1000,100279674886,668657800,109954,98606990,60700,5909493200,15117417,300878517,291748596,410722153,1275601500,589277847,999999733,267,351365280,998709084,1290916,388994716,86682800,10464,97266820,999989764,10236,999889480,110520,97246120,1000,1000,1000,1000,1000,1000,1000
12000,95100,622046,110000000,660000000,10000,60000,9992560795432,85358034,116089815,10215,109904900,2000,62743,4212711,219789370,4769636166,15230363834,16857382434,9974656149,25343851,1175219,100309466739,738232500,101067,108583161,66200,6525765800,12415546,327996846,321595796,454018875,1408527300,545981125,999987577,12423,233445102,998650306,1349694,428794394,96648000,0,107198600,999999998,2,999871302,128698,107198598,1000,1000,1000,1000,1000,1000,1000,100309569006,738298700,101177,108436670,103100,6526348600,15708915,331318365,321569314,454386992,1409093400,545613008,999998453,1547,231116461,998764247,1235753,428752553,96622300,4,107202840,999980403,19597,999896561,103439,107183239,1000,1000,1000,1000,1000,1000,1000
13000,95050,637495,120000000,720000000,10000,60000,9992116930235,85059852,116016948,958,119904950,2000,502,4230212,239807984,4525052987,15474947013,17254921113,9974572468,25427532,1299352,100339332045,807709800,8522,118346791,104900,7141148400,11975252,357333302,351376538,497270310,1541634600,502729690,999994899,5101,113782789,998682351,1317649,468502049,106538000,4,117125520,999999995,5,999868189,131811,117125511,1000,1000,1000,1000,1000,1000,1000,100339389973,807921500,108656,118010927,474900,7143007800,16580901,362028701,351418214,497885617,1542432900,502114383,999998260,1740,111080343,998775729,1224271,468550871,106543100,0,117152900,999979757,20243,999893243,106757,117132657,1000,1000,1000,1000,1000,1000,1000
14000,95960,642387,130000000,780000000,10000,60000,9991694332629,86802650,117934863,1751,129904040,2000,5312,4232735,259804578,4303793579,15696206421,17621733621,9974524605,25475395,1424083,100369061401,877271100,109226,118926178,9539000,7757226200,11994406,387162156,381177421,537559378,1671785400,462440622,999997487,2513,91309,998710888,1289112,508232712,116456300,1,127066840,999988452,11548,999880309,119691,127055291,1000,1000,1000,1000,1000,1000,1000,100369109475,877379100,108764,115124264,13328300,7758187800,16975795,392190145,381221893,536802732,1671214500,463197268,999997245,2755,14113,998737120,1262880,508292380,116448800,1,127080920,999989568,10432,999879913,120087,127070487,1000,1000,1000,1000,1000,1000,1000
15000,95500,637779,140000000,840000000,10000,60000,9991298754596,82531841,113654971,10476,139904500,2000,512,4208082,279788048,4103559237,15896440763,17825739963,9974633558,25366442,1548606,100398175072,946063200,58837,29776766,109368400,8365848000,12306092,416913692,410985012,535570583,1759664700,464429417,999994686,5314,74003,997910491,2089509,547979109,126477600,2,136996820,999997279,2721,999853903,146097,136994097,1000,1000,1000,1000,1000,1000,1000,100398143652,946179900,57287,27330425,111875400,8366727000,17800067,422448017,411098511,535014995,1759301700,464985005,999971208,28792,7113,997886002,2113998,548130498,126395400,3,137034540,999997450,2550,999852013,147987,137031987,1000,1000,1000,1000,1000,1000,1000
16000,95220,628197,150000000,900000000,10000,60000,9990912792105,87737527,118970058,10301,149904780,2000,5758,4208773,299788958,3922411632,16077588368,18008009968,9974649507,25350493,1673265,100421547691,1009154700,142381,9861226,145604800,8917735800,14986420,446200570,440757409,534978094,1848951600,465021906,999998518,1482,101524,991607615,8392385,587670485,136423800,3,146931260,999981819,18181,999813324,186676,146913076,1000,1000,1000,1000,1000,1000,1000,100421247564,1009070500,160273,9972136,145835200,8916537000,22015725,453165475,440894282,534470861,1848620400,465529139,999983140,16860,9579,991328597,8671403,587858503,136341400,9820,146975660,999998381,1619,999806779,193221,146964221,1000,1000,1000,1000,1000,1000,1000
17000,93940,628025,160000000,960000000,10000,60000,9990551343896,85661056,116976071,10955,159906060,2000,5219,4215705,319790210,3758497052,16241502948,18172815748,9974697595,25302405,1796905,100443328148,1070648600,132095,9108951,164370600,9453359600,18766001,475769901,470559837,534602652,1938453900,465397348,999988833,11167,25181,983513344,16486656,627409356,146444300,1,156860800,999988720,11280,999791281,208719,156849519,1000,1000,1000,1000,1000,1000,1000,100442969073,1070560700,196466,8680407,165117700,9452035000,26664755,483596855,470706054,533939390,1937946900,466060610,999995103,4897,103913,983315159,16684841,627605941,146246600,10520,156916800,999993607,6393,999796613,203387,156899887,1000,1000,1000,1000,1000,1000,1000
18000,95300,622622,170000000,1020000000,10000,60000,9990202305639,86750499,118215568,967,169904700,2000,6145,4225003,339807466,3610158038,16389841962,18321908262,9974680837,25319163,1920903,100465090309,1132144700,174114,8409908,183073000,9988823000,22633232,505416582,500331675,534150640,2027883000,465849360,999999081,919,99241,975496866,24503134,667099434,156392400,9503,166805660,999971602,28398,999810241,189759,166767759,1000,1000,1000,1000,1000,1000,1000,100464763034,1132058900,159110,8145960,183609000,9987547400,31240301,513954651,500527598,533571822,2027442900,466428178,999995770,4230,106848,975260050,24739950,667363450,156175000,6,166855900,999979958,20042,999794348,205652,166835852,1000,1000,1000,1000,1000,1000,1000
19000,96160,637544,180000000,1080000000,10000,60000,9989869411265,85839340,117542874,1933,179903840,2000,5289,4240220,359803814,3475966405,16524033595,18456763295,9974581700,25418300,2045014,100486791312,1193637100,180270,8046628,201410900,10524297400,27198079,535762029,530159372,533806332,2117400900,466193668,999995726,4274,107694,967454022,32545978,706878478,166286200,10120,176731280,999997946,2054,999790094,209906,176719106,1000,1000,1000,1000,1000,1000,1000,100486534560,1193520200,139237,8089580,201553200,10522739600,35113938,543595138,530303342,533249557,2116995300,466750443,999997456,2544,99899,967283757,32716243,707066543,166054300,10360,176787300,999986261,13739,999794599,205401,176763201,1000,1000,1000,1000,1000,1000,1000
20000,94940,628300,190000000,1140000000,10000,60000,9989547332293,86840371,118666637,2004,189905060,2000,1089,4244954,379806112,3354492664,16645507336,18578802136,9974589446,25410554,2170758,100508557701,1255161800,137141,8003256,219464800,11059925200,31207945,565558045,560007549,533532133,2206986600,466467867,999986247,13753,89014,959348665,40651335,746676335,176213600,9603,186679580,999998809,1191,999792814,207186,186668786,1000,1000,1000,1000,1000,1000,1000,100508189332,1255007300,214262,8224205,219502800,11058213000,39550166,573812566,560125621,532998496,2206608600,467001504,999992994,7006,64798,959198077,40801923,746833023,176011200,3,186710820,999996585,3415,999775098,224902,186707402,1000,1000,1000,1000,1000,1000,1000
21000,96950,634204,200000000,1200000000,10000,60000,9989241491521,83206236,115146848,1126,199903050,2000,5796,4230564,399803848,3244628257,16755371743,18689177843,9974585456,25414544,2295504,100530220451,1316700800,193499,8243629,237364900,11595716000,35745089,595889739,589878140,533355090,2296647600,466644910,999996540,3460,18650,951221810,48778190,786503590,186152400,9600,196636840,999998210,1790,999786050,213950,196625450,1000,1000,1000,1000,1000,1000,1000,100530024820,1316534700,211382,8282355,237336300,11593993400,43412511,603470261,589894467,532803689,2296302300,467196311,999990623,9377,3634,951233667,48766333,786521233,185941400,5,196640940,999985831,14169,999792434,207566,196626766,1000,1000,1000,1000,1000,1000,1000
22000,94900,621303,210000000,1260000000,10000,60000,9988939770773,85873723,118009818,1140,209905100,2000,61741,4229275,419807920,3145202796,16854797204,18789044404,9974513945,25486055,2420765,100552043016,1378249100,180352,7789721,255737200,12131651000,38653318,624600368,619692505,533049813,2386223100,466950187,999999469,531,111056,943231451,56768549,826249749,196057900,3,206578020,999979227,20773,999797756,202244,206557244,1000,1000,1000,1000,1000,1000,1000,100551747786,1378056800,208057,8070733,255550900,12129644000,48870938,634716588,619737497,532484131,2385845100,467515869,999988512,11488,95781,943166284,56833716,826316316,195843200,1,206579860,999998960,1040,999786681,213319,206578819,1000,1000,1000,1000,1000,1000,1000
23000,96790,633159,220000000,1320000000,10000,60000,9988651093212,84969928,117246749,2005,219903210,2000,564,4224911,439802410,3055247340,16944752660,18879393060,9974494069,25505931,2545979,100573791725,1439802700,141425,8120931,273416800,12667623000,43558110,655309210,649570836,532948370,2475974100,467051630,999997720,2280,9350,935137714,64862286,866094186,205969800,9884,216534020,999999214,786,999777150,222850,216523350,1000,1000,1000,1000,1000,1000,1000,100573610480,1439564600,196579,7952116,273486000,12665470800,52410717,664057067,649488590,532308196,2475554100,467691804,999995949,4051,87353,935255963,64744037,865984137,205780700,4,216497500,999998051,1949,999776353,223647,216495547,1000,1000,1000,1000,1000,1000,1000
24000,95470,625307,230000000,1380000000,10000,60000,9988370150917,84879644,117268555,1206,229904530,2000,62751,4240463,459806648,2973826161,17026173839,18961141639,9974522957,25477043,2671405,100595515429,1501383900,190188,7789408,291815300,13203787000,47379659,684943359,679434439,532692095,2565570600,467307905,999995434,4566,105439,927071400,72928600,905908700,215890800,3,226485920,999988344,11656,999782239,217761,226474261,1000,1000,1000,1000,1000,1000,1000,100595536770,1501107900,163693,7735748,291501700,13201574200,56908683,694368583,679222416,532128671,2565291600,467871329,999977692,22308,79121,927335105,72664895,905629195,215767400,2,226408860,999997921,2079,999781321,218679,226406779,1000,1000,1000,1000,1000,1000,1000
25000,96090,624197,240000000,1440000000,10000,60000,9988093020592,88701506,121298532,1100,239903910,2000,5684,4229706,479805620,2900127698,17099872302,19035122102,9974429794,25570206,2797114,100617331565,1562960700,180040,8047852,309428700,13739987000,51102620,714481720,709249187,532628995,2655383700,467371005,999981330,18670,8935,919130848,80869152,945665052,225759800,9903,236427360,999998408,1592,999786635,213365,236415865,1000,1000,1000,1000,1000,1000,1000,100617322638,1562663600,169118,8108740,309076100,13737635200,61619149,724888399,709049934,532062431,2655090300,467937569,999976583,23417,7752,919335718,80664282,945399182,225678500,2,236351440,999997810,2190,999775852,224148,236349248,1000,1000,1000,1000,1000,1000,1000
26000,93890,632154,250000000,1500000000,10000,60000,9987829488848,85966437,118663087,2059,249906110,2000,490,4223548,499808102,2833475085,17166524915,19102021915,9974449932,25550068,2923034,100639141825,1624554100,152174,8139292,327352900,14276269000,55894331,745091881,739116091,532513896,2745117900,467486104,999983929,16071,5233,911041342,88958658,985483458,235711300,3,246381360,999986010,13990,999791633,208367,246367367,1000,1000,1000,1000,1000,1000,1000,100639209050,1624231500,199152,7669067,327359100,14273897400,65185825,754275475,738794889,531863992,2744773200,468136008,999997926,2074,101734,911451145,88548855,985052255,235623700,3,246280160,999977209,22791,999794834,205166,246257366,1000,1000,1000,1000,1000,1000,1000
27000,95630,633196,260000000,1560000000,10000,60000,9987569905762,85637967,118465249,1283,259904370,2000,566,4222908,519806174,2773175029,17226824971,19162535971,9974444632,25555368,3049006,100660967338,1686136800,183130,7726519,345690400,14812612800,60976771,775997971,768905185,532324192,2834791500,467675808,999999348,652,100856,903085771,96914229,1025202829,245659400,9663,256319560,999987747,12253,999796756,203244,256297644,1000,1000,1000,1000,1000,1000,1000,100661013710,1685802800,167268,7717187,345228500,14810135200,68460167,783368267,768638845,531756368,2834539200,468243632,999972094,27906,79026,903436281,96563719,1024850919,245542400,3,256214700,999997377,2623,999774526,225474,256212074,1000,1000,1000,1000,1000,1000,1000
28000,95990,631958,270000000,1620000000,10000,60000,9987317818747,83542189,116420739,10856,269904010,2000,5702,4208142,539786308,2718605036,17281394964,19217282864,9974504638,25495362,3175046,100682814732,1747742700,149349,8082147,363303600,15349086200,65974548,806824598,798747385,532327247,2924654700,467672753,999991674,8326,7827,895029442,104970558,1064993058,255635000,9801,266265840,999989634,10366,999796927,203073,266245673,1000,1000,1000,1000,1000,1000,1000,100682916824,1747364800,186042,8069429,362680400,15346366400,71810442,812537742,798372429,531756600,2924419200,468243400,999999122,878,11222,895573493,104426507,1064490007,255480900,7,266137280,999980305,19695,999792622,207378,266117578,1000,1000,1000,1000,1000,1000,1000
29000,96440,635954,280000000,1680000000,10000,60000,9987068156847,84230397,117322977,1282,279903560,2000,63622,4224924,559804556,2669236044,17330763956,19266805356,9974433096,25566904,3300752,100704612234,1809312300,190064,8062645,381242200,15885432600,69968681,836644181,828550607,532253259,3014446800,467746741,999989725,10275,5366,887079459,112920541,1104733841,265576400,10101,276194240,999999095,905,999778066,221934,276183234,1000,1000,1000,1000,1000,1000,1000,100704739102,1808973800,153637,8028275,380626800,15882830800,76101043,842656243,828230411,531672684,3014187900,468327316,999994197,5803,11213,887583202,112416798,1104303298,265360500,3,276084640,999988250,11750,999790513,209487,276072887,1000,1000,1000,1000,1000,1000,1000
30000,94500,617694,290000000,1740000000,10000,60000,9986824812249,83270733,116524121,2167,289905500,2000,62467,4222222,579806666,2624541982,17375458018,19311629218,9974395838,25604162,3427004,100726454215,1870909300,228127,8174604,399068900,16421870600,75182152,867685402,858345831,532186412,3104252100,467813588,999997626,2374,16014,879113683,120886317,1144454217,275535800,1,286129060,999979327,20673,999794414,205586,286108386,1000,1000,1000,1000,1000,1000,1000,100726560481,1870556600,150239,8019479,398503900,16419198000,79254137,871634437,858052700,531602777,3103976700,468397223,999996417,3583,17640,879655240,120344760,1144069660,275239700,9600,286028380,999998180,1820,999779040,220960,286016960,1000,1000,1000,1000,1000,1000,1000
31000,96230,635281,300000000,1800000000,10000,60000,9986580979536,87039531,120453002,1228,299903770,2000,57626,4225287,599805084,2584096867,17415903133,19352188433,9974365633,25634367,3553817,100748352294,1932495600,172544,7853426,417210400,16958270400,78609511,896939461,888136188,532039958,3193980300,467960042,999992004,7996,98946,871163758,128836242,1184181542,285478900,9560,296055040,999999874,126,999790346,209654,296045354,1000,1000,1000,1000,1000,1000,1000,100748445684,1932184900,154913,8050936,416322900,16955861000,84149432,902367632,887852282,531559636,3193819800,468440364,999994335,5665,2499,871752017,128247983,1183797883,285138000,9860,295970940,999984521,15479,999802899,197101,295945601,1000,1000,1000,1000,1000,1000,1000
32000,94890,635692,310000000,1860000000,10000,60000,9986347667122,84153802,117662326,10698,309905110,2000,57479,4215200,619788824,2547508724,17452491276,19388859276,9974387200,25612800,3680524,100770262945,1994124200,206626,7641753,435245700,17495083600,83502261,927679461,917906624,532006084,3283831500,467993916,999997241,2759,99657,863312033,136687967,1223868567,295404000,10122,305992860,999979205,20795,999807857,192143,305961943,1000,1000,1000,1000,1000,1000,1000,100770302048,1993780700,165625,7948691,434306700,17492410200,87574318,931627368,917649717,531505240,3283632300,468494760,999996331,3669,14591,863810474,136189526,1223529526,295091500,10141,305900240,999989710,10290,999794791,205209,305879809,1000,1000,1000,1000,1000,1000,1000
