Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1
19000,8367310,1268526,360000000,2160000000,20000,120000,9991008593011,28832018,444441346,2446,351632690,2000,23060,111140040,703260488,2813241629,17186758371,17605458071,9955034020,44965980,259503308,100366446893,1696454800,165587,6598987,1023010700,14308154400,1476505614,2158708414,997794120,999928626,2483907900,71374,959339286,40660714,40710960,303173040,696826960,1330392160,398791200,19100,332617140,1000000000,0,999451160,548840,332598040,1000,1000,1000,1000,1000,1000,1000
20000,8602430,1253384,380000000,2280000000,20000,120000,9990781000083,21722531,457390070,21890,371397570,2000,126800,110266479,742751360,2678433314,17321566686,17740257986,9955339021,44660979,280740081,100366718908,1773253200,191898,6457984,1098830600,14923199200,1567576516,2278619816,1055195988,999928473,2565062400,71527,958951175,41048825,40331402,246648114,753351886,1406921586,417350300,8,351744800,999980806,19194,999441002,558998,351725598,1000,1000,1000,1000,1000,1000,1000
21000,8827700,1267265,400000000,2400000000,20000,120000,9990552266075,28652005,484914124,20321,391172300,2000,12479,108815661,782303958,2556523080,17443476920,17862159120,9955167039,44832961,302613497,100366696514,1849754900,196266,6655626,1173533200,15535177000,1658991056,2398720256,1112566620,999992880,2645710500,7120,959131840,40868160,40456760,190882240,809117760,1483422160,434857500,19260,370874800,1000000000,0,999440960,559040,370855540,1000,1000,1000,1000,1000,1000,1000
22000,9046720,1287687,420000000,2520000000,20000,120000,9990342923767,27779858,505402002,4942,410953280,2000,128127,106646668,821896676,2446200225,17553799775,17972455675,9954263392,45736608,325238868,100366797318,1926410800,207466,6990805,1246568500,16148656800,1750094486,2518584186,1169975627,999987842,2727139800,12158,958452770,41547230,39809028,136659301,863340699,1559967499,450921200,19257,390011140,999999989,11,999439528,560472,389991872,1000,1000,1000,1000,1000,1000,1000
23000,9260840,1285744,440000000,2640000000,20000,120000,9990143109864,27805535,527797267,22457,430739160,2000,127242,103382826,861433406,2346307399,17653692601,18072325601,9952310534,47689466,348919440,100366576039,2002687200,223834,6689737,1318355200,16758453600,1841519564,2638587014,1227336054,999989521,2807981400,10479,958388112,41611888,39765591,84310037,915689963,1636448063,464824500,19104,409131140,999999973,27,999440291,559709,409112009,1000,1000,1000,1000,1000,1000,1000
24000,9470470,1268653,460000000,2760000000,20000,120000,9989957415896,23271515,547816764,22224,450529530,2000,115178,98657737,901014612,2255975111,17744024889,18162633189,9948250543,51749457,374138055,100366368922,2078746900,205902,6064409,1386744400,17366421000,1933058219,2758616169,1284561195,999896929,2889277800,103071,957826137,42173863,39320908,35615913,964384087,1712741887,475127100,19009,428218820,999980881,19119,999450308,549692,428180692,1000,1000,1000,1000,1000,1000,1000
25000,9676890,1274935,480000000,2880000000,20000,120000,9989773369853,25748044,579212664,3148,470323110,2000,117165,91390196,940639924,2174295197,17825704803,18244278203,9939895044,60104956,401969468,100370013098,2150798400,235969,7008454,1440507700,17947884800,2025714900,2878607900,1337028714,999991925,2970149700,8075,959940214,40059786,41374889,75,999999925,1782208025,478565500,610168,447280260,998509219,1490781,999833089,166911,445179311,1000,1000,1000,1000,1000,1000,1000
26000,9880610,1259380,500000000,3000000000,20000,120000,9989603419661,21861597,604684094,2816,490119390,2000,115934,81159849,980233148,2100355858,17899644142,18318192042,9931141091,68858909,432803739,100396325699,2206393400,219785,7584541,1458899500,18445091600,2121605636,2998624686,1370609124,999989420,3053858400,10580,968807748,31192252,50270428,5304,999994696,1823106996,478570500,656180,466269560,986884492,13115508,999857428,142572,452497872,1000,1000,1000,1000,1000,1000,1000
27000,10081430,1235233,520000000,3120000000,20000,120000,9989434848608,23576473,634866360,22501,509918570,2000,134656,70073349,1019792138,2033398781,17966601219,18385114219,9923354451,76645549,464570989,100422671720,2263121900,186990,7889490,1477445300,18951607000,2217044911,3118630111,1404539070,999891683,3139473000,108317,975388153,24611847,56983470,0,1000000000,1864643300,478575600,817190,485147800,975773620,24226380,999847270,152730,460104230,1000,1000,1000,1000,1000,1000,1000
28000,10274520,1258631,540000000,3240000000,20000,120000,9989274175223,23866803,664302240,5208,529725480,2000,125708,59576493,1059440544,1972902926,18027097074,18445569374,9915142847,84857153,496001791,100449416175,2321088200,180516,7954304,1496083000,19468904400,2311945161,3238615661,1439091625,999979291,3227462400,20709,979562688,20437312,61111097,5472,999994528,1907006728,478581600,600841,503862260,964653684,35346316,999832097,167903,467915103,1000,1000,1000,1000,1000,1000,1000
29000,10467060,1250405,560000000,3360000000,20000,120000,9989120197277,23168279,693722254,5614,549532940,2000,125106,50088623,1099054652,1918125656,18081874344,18500318844,9906112297,93887703,526577649,100476167368,2379662800,209130,7981908,1514572000,19990999200,2406644889,3358624489,1473761464,999913998,3316447500,86002,982465364,17534636,64106866,43602,999956398,1949622698,478589300,349384,522388380,953822238,46177762,999842366,157634,475861234,1000,1000,1000,1000,1000,1000,1000
30000,10654230,1251067,580000000,3480000000,20000,120000,9988970713745,23165699,725076239,20276,569345770,2000,137044,41855652,1138650988,1868535644,18131464356,18549878356,9896057548,103942452,556112436,100502497277,2439383000,172139,8475537,1532339800,20521415600,2500946289,3478611889,1508422670,999984476,3407105700,15524,983414048,16585952,65015572,39702,999960298,1992643598,478596100,702086,540682900,944240114,55759886,999830872,169128,484220928,1000,1000,1000,1000,1000,1000,1000
31000,10839300,1252783,600000000,3600000000,20000,120000,9988831067330,18116901,752867293,3457,589160700,2000,124383,35039506,1178314486,1823739231,18176260769,18594645269,9884866894,115133106,584577780,100528971735,2499133400,127912,8728393,1550096700,21052362800,2595241834,3598622834,1543232530,999988991,3497941800,11009,984147740,15852260,65774249,19,999999981,2035786981,478603600,573572,558697200,934430823,65569177,999816949,183051,492554451,1000,1000,1000,1000,1000,1000,1000
32000,11018920,1227791,620000000,3720000000,20000,120000,9988688266384,20428899,789214254,23054,608981080,2000,135336,29480903,1217916052,1783147983,18216852017,18635205517,9872748837,127251163,612053289,100555310418,2559213900,210473,8401025,1568146400,21585691800,2689432873,3718636873,1577982889,999989751,3589127700,10249,984452048,15547952,66108797,44908,999955092,2078945592,478611600,324377,576381860,924905220,75094780,999843197,156803,500962703,1000,1000,1000,1000,1000,1000,1000
33000,11197770,1252331,640000000,3840000000,20000,120000,9988551009419,21127136,825222860,5971,628802230,2000,13389,25123206,1257592518,1746490255,18253509745,18671837045,9859775014,140224986,638747532,100581105024,2619588600,199676,8179054,1585742400,22120489200,2783652280,3838734280,1612499298,999989923,3680518200,10077,984305323,15694677,65988100,2,999999998,2122119398,478620000,462682,593721780,916361002,83638998,999804500,195500,509620100,1000,1000,1000,1000,1000,1000,1000
34000,11374740,1275557,660000000,3960000000,20000,120000,9988419239926,19755097,859974322,22742,648625260,2000,127301,21642489,1297205036,1713244323,18286755677,18705043177,9846291151,153708849,664867887,100607020131,2679618600,128514,8206771,1602616400,22652150000,2877790092,3958597142,1646825812,999988545,3771361200,11455,984821160,15178840,66545115,3,999999997,2164981297,478628300,179818,610694660,907640643,92359357,999849015,150985,518155485,1000,1000,1000,1000,1000,1000,1000
35000,11547830,1250893,680000000,4080000000,20000,120000,9988296358089,12687751,889843423,20326,668452170,2000,21773,18929184,1336863688,1683190040,18316809960,18735058260,9832393096,167606904,690619584,100632303812,2740004800,201648,7862465,1619654100,23186072000,2972098434,4078727334,1680955817,999899303,3862485000,100697,984740723,15259277,66593120,3,999999997,2207873597,478637200,194663,627314920,899797523,100202477,999829220,170780,526917780,1000,1000,1000,1000,1000,1000,1000
36000,11720810,1270548,700000000,4200000000,20000,120000,9988163197701,18759398,933389958,20326,688279190,2000,11736,16761632,1376517728,1655992099,18344007901,18762209901,9818309968,181690032,716178896,100657236997,2800450100,211482,7964480,1635824200,23719769000,3066288416,4198717716,1714814591,999898259,3953615700,101741,984613852,15386148,66513593,2,999999998,2250618298,478648800,370023,643577200,892596530,107403470,999787793,212207,535803707,1000,1000,1000,1000,1000,1000,1000
37000,11887980,1291022,720000000,4320000000,20000,120000,9988041953286,15554102,968153621,6074,708112020,2000,11884,15045427,1416211892,1631439688,18368560312,18786725612,9804132873,195867127,741686965,100682127240,2860852400,146309,8329005,1651296800,24252529600,3160520544,4318697094,1748502479,999990088,4044592500,9912,984736371,15263629,66580983,4,999999996,2293195996,478657800,364055,659479500,885578072,114421928,999805783,194217,544693517,1000,1000,1000,1000,1000,1000,1000
38000,12054860,1259930,740000000,4440000000,20000,120000,9987919010326,16310425,1007062697,22803,727945140,2000,115596,13574498,1455844674,1609155351,18390844649,18808975449,9790062362,209937638,767240136,100706676887,2921337500,177580,8634179,1666564400,24785535000,3254695724,4438624474,1782033548,999990410,4135571700,9590,984685299,15314701,66564089,9041,999990959,2335701559,478666900,332514,675030040,878970485,121029515,999811989,188011,553668011,1000,1000,1000,1000,1000,1000,1000
39000,12220330,1268185,760000000,4560000000,20000,120000,9987796272176,19064254,1048356138,3500,747779670,2000,125266,12418644,1495552340,1589070930,18410929070,18829020670,9775995556,224004444,792868796,100731194005,2981883800,179800,8241462,1682183300,25318843600,3348914299,4558606549,1815515597,999983020,4226480400,16980,984666555,15333445,66591935,19938,999980062,2378186162,478679100,90433,690264900,872496098,127503902,999828735,171265,562670565,1000,1000,1000,1000,1000,1000,1000
40000,12381080,1249969,780000000,4680000000,20000,120000,9987683721691,13490402,1081356557,22762,767618920,2000,20679,11364339,1535192316,1570844693,18429155307,18847210707,9762150041,237849959,818651857,100755249805,3042793100,215182,7828101,1697520400,25854357400,3443181152,4678729352,1848788928,999991164,4317744900,8836,984101393,15898607,66054829,42801,999957199,2420666399,478690500,142134,705176120,866843485,133156515,999819229,180771,571877471,1000,1000,1000,1000,1000,1000,1000
41000,12540070,1264205,800000000,4800000000,20000,120000,9987565490990,15385650,1122132790,3902,787459930,2000,22953,10535884,1574912056,1554405840,18445594160,18863613160,9748386416,251613584,844597672,100779032940,3103408300,168321,7716816,1712230000,26386795000,3537464192,4798712842,1881786482,999913187,4408372200,86813,984071174,15928826,66138987,5,999999995,2462885495,478700800,190044,719778500,861510557,138489443,999811987,188013,581099013,1000,1000,1000,1000,1000,1000,1000
42000,12699860,1266144,820000000,4920000000,20000,120000,9987451474161,14565701,1160158039,22963,807300140,2000,136910,9749284,1614554354,1539462762,18460537238,18878515438,9734896216,265103784,870739270,100802730336,3164153600,138171,7472064,1726731900,26920063200,3631612196,4918596946,1914706762,999891384,4499170500,108616,983876453,16123547,66006869,7,999999993,2505074093,478711300,93700,734065800,856395231,143604769,999816769,183231,590367331,1000,1000,1000,1000,1000,1000,1000
43000,12853900,1285357,840000000,5040000000,20000,120000,9987342632542,10025931,1194652926,20751,827146100,2000,12645,9099797,1654250698,1525974273,18474025727,18891962027,9721577323,278422677,897104521,100825860749,3225089800,196322,8114584,1740128100,27454107600,3725956498,5038701998,1947357039,999992323,4590226800,7677,983369680,16630320,65441057,18,999999982,2547168682,478723500,312627,748046380,852077890,147922110,999787157,212843,599811643,1000,1000,1000,1000,1000,1000,1000
44000,13007370,1243235,860000000,5160000000,20000,120000,9987232276214,8293455,1232017343,22868,846992630,2000,23703,8519164,1693939524,1513780469,18486219531,18904118831,9708457476,291542524,923662200,100849144960,3285956000,193122,7992569,1753958700,27987581600,3820253712,5158733062,1980019381,999991722,4681056900,8278,983038416,16961584,65147394,13,999999987,2589226587,478734800,153191,761758160,847602237,152397763,999790094,209906,609207206,1000,1000,1000,1000,1000,1000,1000
45000,13158360,1242610,880000000,5280000000,20000,120000,9987115915253,13760228,1276716025,6241,866841640,2000,135798,8031199,1733670798,1502783581,18497216419,18915080919,9695521581,304478419,950446179,100872071986,3346658800,207997,7544602,1767856800,28519023200,3914514992,5278621592,2012376646,999892973,4771287300,107027,983169034,16830966,65411561,15,999999985,2631021385,478746200,106252,775193420,843557571,156442429,999800861,199139,618644739,1000,1000,1000,1000,1000,1000,1000
46000,13306850,1241569,900000000,5400000000,20000,120000,9987003474998,16286584,1318417452,23401,886693150,2000,136414,7550570,1773339498,1492763582,18507236418,18925059618,9682853290,317146710,977433588,100894770619,3407476500,155114,7722952,1780743800,29050790600,4008882167,5398622017,2044495009,999983864,4861696800,16136,983204075,16795925,65397011,43702,999956298,2672679998,478759200,230309,788355340,840059958,159940042,999811811,188189,628184989,1000,1000,1000,1000,1000,1000,1000
47000,13455050,1264316,920000000,5520000000,20000,120000,9986900471211,10417448,1351898749,3657,906544950,2000,115512,7172015,1813082586,1483789459,18516210541,18933991541,9670319425,329680575,1004628711,100917201291,3468123500,169408,7630661,1793820600,29580954200,4103325972,5518620172,2076540426,999900016,4951675800,99984,983485449,16514551,65804433,7,999999993,2714279993,478773300,220568,801281860,836678275,163321725,999795533,204467,637739567,1000,1000,1000,1000,1000,1000,1000
48000,13600760,1261858,940000000,5640000000,20000,120000,9986786187624,16612868,1397361936,20889,926399240,2000,12268,6779566,1852756702,1475592492,18524407508,18942140108,9658050394,341949606,1032019896,100939636074,3529083800,149113,7568352,1806495600,30113483600,4197768624,5638725874,2108538828,999889540,5042203200,110460,983201569,16798431,65579429,42401,999957599,2755915599,478787200,171954,813957240,833591485,166408515,999792529,207471,647376771,1000,1000,1000,1000,1000,1000,1000
49000,13746650,1236981,960000000,5760000000,20000,120000,9986682060401,13494414,1433673543,4057,946253350,2000,124552,6481843,1892498586,1468249515,18531750485,18949443785,9645943697,354056303,1059640983,100961853704,3590218000,158630,7807990,1818683800,30646893600,4291984867,5758638467,2140453878,999988063,5132910900,11937,982773241,17226759,65091878,42600,999957400,2797552500,478801300,119126,826375760,830841988,169158012,999812178,187822,657098622,1000,1000,1000,1000,1000,1000,1000
50000,13890050,1265173,980000000,5880000000,20000,120000,9986578449858,10500381,1470001674,20443,966109950,2000,126394,6136179,1932179014,1461542539,18538457461,18956108761,9634102321,365897679,1087467435,100983714268,3651007700,190095,7533091,1831232400,31177118600,4386414483,5878608433,2172126017,999912639,5222781600,87361,982995160,17004840,65431221,4,999999996,2838954196,478813900,105741,838575400,828358520,171641480,999791621,208379,666828179,1000,1000,1000,1000,1000,1000,1000
51000,14029540,1242295,1000000000,6000000000,20000,120000,9986468953219,14094737,1513094281,3554,985970460,2000,135750,5892332,1971933812,1455530056,18544469944,18962072544,9622376608,377623392,1115483820,101005525604,3712018000,141031,7488386,1843210300,31708681600,4480831605,5998621955,2203678440,999912971,5312967000,87029,982889716,17110284,65374145,5,999999995,2880316795,478826600,155930,850557660,826236625,173763375,999798945,201055,676638355,1000,1000,1000,1000,1000,1000,1000
52000,14169120,1242603,1020000000,6120000000,20000,120000,9986370110650,7554455,1545942276,20798,1005830880,2000,12318,5607557,2011620164,1450039605,18549960395,18967511895,9610911963,389088037,1143692227,101027060383,3773064000,215926,7557103,1854979200,32240373600,4575354729,6118745079,2235155700,999909172,5403192900,90828,982688975,17311025,65228303,3,999999997,2921657497,478839900,168274,862320380,824349691,175650309,999781503,218497,686501797,1000,1000,1000,1000,1000,1000,1000
53000,14308680,1250311,1040000000,6240000000,20000,120000,9986266187514,6679357,1584595610,6686,1025691320,2000,137227,5400085,2051369268,1445130871,18554869129,18972367329,9599588115,400411885,1172104283,101048610762,3834020500,185279,7409679,1866598200,32771023400,4669676062,6238612462,2266470447,999894447,5493168300,105553,982730894,17269106,65338247,42300,999957700,2962829700,478853100,112959,873864900,822607312,177392688,999788447,211553,696359253,1000,1000,1000,1000,1000,1000,1000
54000,14448450,1281402,1060000000,6360000000,20000,120000,9986158996890,9534624,1626932848,6534,1045551550,2000,11520,5174292,2091090032,1440686914,18559313086,18976762486,9588458828,411541172,1200682760,101069930570,3895122100,180348,7830828,1877540400,33302489000,4764191778,6358707078,2297724006,999989364,5583398400,10636,982539470,17460530,65100706,42100,999957900,3004030900,478866100,122762,885232980,821196676,178803324,999784606,215394,706306894,1000,1000,1000,1000,1000,1000,1000
55000,14586300,1276194,1080000000,6480000000,20000,120000,9986057747633,6842554,1663703441,20501,1065413700,2000,13453,4954589,2130786398,1436644387,18563355613,18980766313,9577537771,422462229,1229444069,101090987201,3956139600,234554,7257784,1889364500,33832909600,4858670953,6478710353,2328851875,999893660,5673109200,106340,982652645,17347355,65348285,10,999999990,3045137890,478880100,107895,896387740,820006170,179993830,999774785,225215,716286015,1000,1000,1000,1000,1000,1000,1000
