Time,A,B,S
23430,669,0,100009332
23440,648,0,100009353
23450,639,0,100009362
23460,651,0,100009350
23470,631,0,100009370
23480,623,0,100009378
23490,633,0,100009368
23500,621,0,100009380
23510,607,0,100009394
23520,606,0,100009395
23530,608,0,100009393
23540,602,0,100009399
23550,614,0,100009387
23560,618,0,100009383
23570,607,0,100009394
23580,613,0,100009388
23590,620,0,100009381
23600,608,0,100009393
23610,594,0,100009407
23620,593,0,100009408
23630,614,0,100009387
23640,593,0,100009408
23650,598,0,100009403
23660,607,0,100009394
23670,595,0,100009406
23680,590,0,100009411
23690,586,0,100009415
23700,566,0,100009435
23710,590,0,100009411
23720,588,0,100009413
23730,581,0,100009420
23740,587,0,100009414
23750,597,0,100009404
23760,586,0,100009415
23770,583,0,100009418
23780,574,0,100009427
23790,568,0,100009433
23800,582,0,100009419
23810,578,0,100009423
23820,589,0,100009412
23830,583,0,100009418
23840,580,0,100009421
23850,597,0,100009404
23860,582,0,100009419
23870,586,0,100009415
23880,580,0,100009421
23890,580,0,100009421
23900,592,0,100009409
23910,602,0,100009399
23920,606,0,100009395
23930,618,0,100009383
23940,613,0,100009388
23950,589,0,100009412
23960,588,0,100009413
23970,593,0,100009408
23980,582,0,100009419
23990,571,0,100009430
24000,552,0,100009449
24010,542,0,100009459
24020,543,0,100009458
24030,550,0,100009451
24040,552,0,100009449
24050,565,0,100009436
24060,557,0,100009444
24070,553,0,100009448
24080,551,0,100009450
24090,533,0,100009468
24100,532,0,100009469
24110,518,0,100009483
24120,528,0,100009473
24130,515,0,100009486
24140,516,0,100009485
24150,502,0,100009499
24160,482,0,100009519
24170,497,0,100009504
24180,509,0,100009492
24190,502,0,100009499
24200,502,0,100009499
24210,512,0,100009489
24220,518,0,100009483
24230,524,0,100009477
24240,533,0,100009468
24250,562,0,100009439
24260,564,0,100009437
24270,575,0,100009426
24280,596,0,100009405
24290,598,0,100009403
24300,572,0,100009429
24310,567,0,100009434
24320,551,0,100009450
24330,533,0,100009468
24340,528,0,100009473
24350,539,0,100009462
24360,546,0,100009455
24370,542,0,100009459
24380,544,0,100009457
24390,517,0,100009484
24400,505,0,100009496
24410,528,0,100009473
24420,518,0,100009483
24430,520,0,100009481
24440,517,0,100009484
24450,526,0,100009475
24460,522,0,100009479
24470,521,0,100009480
24480,534,0,100009467
24490,527,0,100009474
24500,532,0,100009469
24510,530,0,100009471
24520,518,0,100009483
24530,517,0,100009484
24540,525,0,100009476
24550,522,0,100009479
24560,533,0,100009468
24570,546,0,100009455
24580,537,0,100009464
24590,528,0,100009473
24600,536,0,100009465
24610,518,0,100009483
24620,539,0,100009462
24630,527,0,100009474
24640,533,0,100009468
24650,527,0,100009474
24660,513,0,100009488
24670,507,0,100009494
24680,507,0,100009494
24690,528,0,100009473
24700,539,0,100009462
24710,533,0,100009468
24720,529,0,100009472
24730,528,0,100009473
24740,535,0,100009466
24750,538,0,100009463
24760,522,0,100009479
24770,521,0,100009480
24780,498,0,100009503
24790,486,0,100009515
24800,471,0,100009530
24810,474,0,100009527
24820,493,0,100009508
24830,486,0,100009515
24840,480,0,100009521
24850,476,0,100009525
24860,474,0,100009527
24870,467,0,100009534
24880,477,0,100009524
24890,463,0,100009538
24900,477,0,100009524
24910,484,0,100009517
24920,484,0,100009517
24930,495,0,100009506
24940,489,0,100009512
24950,471,0,100009530
24960,498,0,100009503
24970,515,0,100009486
24980,506,0,100009495
24990,489,0,100009512
25000,479,0,100009522
25010,472,0,100009529
25020,473,0,100009528
25030,455,0,100009546
25040,438,0,100009563
25050,429,0,100009572
25060,422,0,100009579
25070,435,0,100009566
25080,445,0,100009556
25090,434,0,100009567
25100,452,0,100009549
25110,446,0,100009555
25120,462,0,100009539
25130,457,0,100009544
25140,453,0,100009548
25150,430,0,100009571
25160,426,0,100009575
25170,422,0,100009579
25180,430,0,100009571
25190,453,0,100009548
25200,460,0,100009541
25210,484,0,100009517
25220,479,0,100009522
25230,465,0,100009536
25240,466,0,100009535
25250,453,0,100009548
25260,447,0,100009554
25270,447,0,100009554
25280,453,0,100009548
25290,449,0,100009552
25300,458,0,100009543
25310,451,0,100009550
25320,447,0,100009554
25330,444,0,100009557
25340,456,0,100009545
25350,451,0,100009550
25360,465,0,100009536
25370,460,0,100009541
25380,460,0,100009541
25390,453,0,100009548
25400,456,0,100009545
25410,444,0,100009557
25420,453,0,100009548
25430,445,0,100009556
25440,439,0,100009562
25450,440,0,100009561
25460,453,0,100009548
25470,468,0,100009533
25480,461,0,100009540
25490,464,0,100009537
25500,464,0,100009537
25510,470,0,100009531
25520,481,0,100009520
25530,487,0,100009514
25540,472,0,100009529
25550,458,0,100009543
25560,467,0,100009534
25570,462,0,100009539
25580,462,0,100009539
25590,461,0,100009540
25600,462,0,100009539
25610,465,0,100009536
25620,449,0,100009552
25630,454,0,100009547
25640,449,0,100009552
25650,446,0,100009555
25660,435,0,100009566
25670,419,0,100009582
25680,408,0,100009593
25690,402,0,100009599
25700,385,0,100009616
25710,379,0,100009622
25720,370,0,100009631
25730,366,0,100009635
25740,355,0,100009646
25750,364,0,100009637
25760,371,0,100009630
25770,376,0,100009625
25780,377,0,100009624
25790,368,0,100009633
25800,371,0,100009630
25810,361,0,100009640
25820,373,0,100009628
25830,378,0,100009623
25840,364,0,100009637
25850,364,0,100009637
25860,383,0,100009618
25870,400,0,100009601
25880,403,0,100009598
25890,403,0,100009598
25900,381,0,100009620
25910,388,0,100009613
25920,407,0,100009594
25930,400,0,100009601
25940,407,0,100009594
25950,396,0,100009605
25960,395,0,100009606
25970,404,0,100009597
25980,404,0,100009597
25990,400,0,100009601
26000,390,0,100009611
26010,400,0,100009601
26020,407,0,100009594
26030,396,0,100009605
26040,384,0,100009617
26050,388,0,100009613
26060,384,0,100009617
26070,387,0,100009614
26080,381,0,100009620
26090,381,0,100009620
26100,368,0,100009633
26110,362,0,100009639
26120,376,0,100009625
26130,372,0,100009629
26140,361,0,100009640
26150,364,0,100009637
26160,360,0,100009641
26170,351,0,100009650
26180,342,0,100009659
26190,352,0,100009649
26200,341,0,100009660
26210,353,0,100009648
26220,366,0,100009635
26230,386,0,100009615
26240,371,0,100009630
26250,355,0,100009646
26260,344,0,100009657
26270,346,0,100009655
26280,360,0,100009641
26290,369,0,100009632
26300,369,0,100009632
26310,370,0,100009631
26320,366,0,100009635
26330,363,0,100009638
26340,356,0,100009645
26350,357,0,100009644
26360,346,0,100009655
26370,345,0,100009656
26380,358,0,100009643
26390,364,0,100009637
26400,372,0,100009629
26410,386,0,100009615
26420,381,0,100009620
26430,377,0,100009624
26440,378,0,100009623
26450,385,0,100009616
26460,382,0,100009619
26470,389,0,100009612
26480,388,0,100009613
26490,388,0,100009613
26500,395,0,100009606
26510,401,0,100009600
26520,405,0,100009596
26530,417,0,100009584
26540,404,0,100009597
26550,395,0,100009606
26560,391,0,100009610
26570,388,0,100009613
26580,377,0,100009624
26590,394,0,100009607
26600,402,0,100009599
26610,396,0,100009605
26620,393,0,100009608
26630,402,0,100009599
26640,400,0,100009601
26650,388,0,100009613
26660,393,0,100009608
26670,382,0,100009619
26680,377,0,100009624
26690,390,0,100009611
26700,396,0,100009605
26710,410,0,100009591
26720,414,0,100009587
26730,422,0,100009579
26740,417,0,100009584
26750,422,0,100009579
26760,424,0,100009577
26770,428,0,100009573
26780,417,0,100009584
26790,421,0,100009580
26800,430,0,100009571
26810,444,0,100009557
26820,444,0,100009557
26830,443,0,100009558
26840,463,0,100009538
26850,458,0,100009543
26860,470,0,100009531
26870,453,0,100009548
26880,448,0,100009553
26890,440,0,100009561
26900,430,0,100009571
26910,426,0,100009575
26920,412,0,100009589
26930,408,0,100009593
26940,407,0,100009594
26950,395,0,100009606
26960,398,0,100009603
26970,399,0,100009602
26980,394,0,100009607
26990,391,0,100009610
27000,392,0,100009609
27010,398,0,100009603
27020,408,0,100009593
27030,390,0,100009611
27040,380,0,100009621
27050,381,0,100009620
27060,386,0,100009615
27070,384,0,100009617
27080,375,0,100009626
27090,386,0,100009615
27100,366,0,100009635
27110,355,0,100009646
27120,350,0,100009651
27130,360,0,100009641
27140,354,0,100009647
27150,353,0,100009648
27160,355,0,100009646
27170,353,0,100009648
27180,346,0,100009655
27190,340,0,100009661
27200,352,0,100009649
27210,352,0,100009649
27220,352,0,100009649
27230,365,0,100009636
27240,357,0,100009644
27250,351,0,100009650
27260,336,0,100009665
27270,327,0,100009674
27280,314,0,100009687
27290,325,0,100009676
27300,335,0,100009666
27310,344,0,100009657
27320,344,0,100009657
27330,336,0,100009665
27340,319,0,100009682
27350,308,0,100009693
27360,312,0,100009689
27370,308,0,100009693
27380,310,0,100009691
27390,319,0,100009682
27400,325,0,100009676
27410,319,0,100009682
27420,330,0,100009671
27430,327,0,100009674
27440,329,0,100009672
27450,331,0,100009670
27460,331,0,100009670
27470,332,0,100009669
27480,321,0,100009680
27490,328,0,100009673
27500,329,0,100009672
27510,343,0,100009658
27520,341,0,100009660
27530,330,0,100009671
27540,338,0,100009663
27550,331,0,100009670
27560,329,0,100009672
27570,326,0,100009675
27580,324,0,100009677
27590,319,0,100009682
27600,336,0,100009665
27610,334,0,100009667
27620,334,0,100009667
27630,342,0,100009659
27640,350,0,100009651
27650,340,0,100009661
27660,338,0,100009663
27670,329,0,100009672
27680,340,0,100009661
27690,360,0,100009641
27700,371,0,100009630
27710,354,0,100009647
27720,346,0,100009655
27730,347,0,100009654
27740,353,0,100009648
27750,351,0,100009650
27760,358,0,100009643
27770,342,0,100009659
27780,348,0,100009653
27790,330,0,100009671
27800,306,0,100009695
27810,314,0,100009687
27820,304,0,100009697
27830,306,0,100009695
27840,298,0,100009703
27850,293,0,100009708
27860,285,0,100009716
27870,281,0,100009720
27880,287,0,100009714
27890,282,0,100009719
27900,269,0,100009732
27910,264,0,100009737
27920,257,0,100009744
27930,259,0,100009742
27940,256,0,100009745
27950,252,0,100009749
27960,250,0,100009751
27970,253,0,100009748
27980,248,0,100009753
27990,245,0,100009756
28000,236,0,100009765
28010,232,0,100009769
28020,231,0,100009770
28030,233,0,100009768
28040,238,0,100009763
28050,246,0,100009755
28060,246,0,100009755
28070,249,0,100009752
28080,239,0,100009762
28090,225,0,100009776
28100,221,0,100009780
28110,213,0,100009788
28120,209,0,100009792
28130,206,0,100009795
28140,213,0,100009788
28150,213,0,100009788
28160,203,0,100009798
28170,203,0,100009798
28180,197,0,100009804
28190,198,0,100009803
28200,195,0,100009806
28210,195,0,100009806
28220,195,0,100009806
28230,195,0,100009806
28240,190,0,100009811
28250,199,0,100009802
28260,203,0,100009798
28270,201,0,100009800
28280,200,0,100009801
28290,212,0,100009789
28300,218,0,100009783
28310,220,0,100009781
28320,218,0,100009783
28330,220,0,100009781
28340,218,0,100009783
28350,227,0,100009774
28360,241,0,100009760
28370,232,0,100009769
28380,233,0,100009768
28390,237,0,100009764
28400,237,0,100009764
28410,236,0,100009765
28420,236,0,100009765
28430,236,0,100009765
28440,231,0,100009770
28450,230,0,100009771
28460,228,0,100009773
28470,229,0,100009772
28480,244,0,100009757
28490,251,0,100009750
28500,250,0,100009751
28510,250,0,100009751
28520,237,0,100009764
28530,230,0,100009771
28540,228,0,100009773
28550,229,0,100009772
28560,226,0,100009775
28570,234,0,100009767
28580,241,0,100009760
28590,239,0,100009762
28600,239,0,100009762
28610,232,0,100009769
28620,230,0,100009771
28630,235,0,100009766
28640,239,0,100009762
28650,238,0,100009763
28660,234,0,100009767
28670,238,0,100009763
28680,232,0,100009769
28690,224,0,100009777
28700,231,0,100009770
28710,237,0,100009764
28720,236,0,100009765
28730,243,0,100009758
28740,247,0,100009754
28750,247,0,100009754
28760,244,0,100009757
28770,251,0,100009750
28780,247,0,100009754
28790,242,0,100009759
28800,256,0,100009745
28810,257,0,100009744
28820,259,0,100009742
28830,257,0,100009744
28840,269,0,100009732
28850,265,0,100009736
28860,256,0,100009745
28870,256,0,100009745
28880,246,0,100009755
28890,239,0,100009762
28900,240,0,100009761
28910,240,0,100009761
28920,249,0,100009752
28930,261,0,100009740
28940,263,0,100009738
28950,252,0,100009749
28960,251,0,100009750
28970,253,0,100009748
28980,245,0,100009756
28990,243,0,100009758
29000,235,0,100009766
29010,232,0,100009769
29020,225,0,100009776
29030,231,0,100009770
29040,236,0,100009765
29050,235,0,100009766
29060,236,0,100009765
29070,245,0,100009756
29080,244,0,100009757
29090,255,0,100009746
29100,249,0,100009752
29110,258,0,100009743
29120,263,0,100009738
29130,262,0,100009739
29140,254,0,100009747
29150,260,0,100009741
29160,253,0,100009748
29170,255,0,100009746
29180,247,0,100009754
29190,247,0,100009754
29200,241,0,100009760
29210,240,0,100009761
29220,228,0,100009773
29230,222,0,100009779
29240,222,0,100009779
29250,222,0,100009779
29260,225,0,100009776
29270,218,0,100009783
29280,216,0,100009785
29290,215,0,100009786
29300,213,0,100009788
29310,198,0,100009803
29320,192,0,100009809
29330,184,0,100009817
29340,188,0,100009813
29350,190,0,100009811
29360,190,0,100009811
29370,185,0,100009816
29380,176,0,100009825
29390,173,0,100009828
29400,167,0,100009834
29410,157,0,100009844
29420,153,0,100009848
29430,144,0,100009857
29440,148,0,100009853
29450,144,0,100009857
29460,149,0,100009852
29470,144,0,100009857
29480,140,0,100009861
29490,131,0,100009870
29500,140,0,100009861
29510,145,0,100009856
29520,137,0,100009864
29530,140,0,100009861
29540,148,0,100009853
29550,141,0,100009860
29560,140,0,100009861
29570,135,0,100009866
29580,137,0,100009864
29590,132,0,100009869
29600,141,0,100009860
29610,143,0,100009858
29620,141,0,100009860
29630,135,0,100009866
29640,134,0,100009867
29650,135,0,100009866
29660,138,0,100009863
29670,143,0,100009858
29680,134,0,100009867
29690,135,0,100009866
29700,133,0,100009868
29710,131,0,100009870
29720,128,0,100009873
29730,131,0,100009870
29740,123,0,100009878
29750,117,0,100009884
29760,110,0,100009891
29770,115,0,100009886
29780,111,0,100009890
29790,102,0,100009899
29800,104,0,100009897
29810,107,0,100009894
29820,106,0,100009895
29830,109,0,100009892
29840,102,0,100009899
29850,101,0,100009900
29860,98,0,100009903
29870,100,0,100009901
29880,107,0,100009894
29890,117,0,100009884
29900,118,0,100009883
29910,117,0,100009884
29920,114,0,100009887
29930,112,0,100009889
29940,122,0,100009879
29950,119,0,100009882
29960,119,0,100009882
29970,118,0,100009883
29980,121,0,100009880
29990,114,0,100009887
30000,115,0,100009886
