Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1,H2O::Cell_1::Mitochondria_2,H2O_created::Cell_1::Mitochondria_2,OH-::Cell_1::Mitochondria_2,H+::Cell_1::Mitochondria_2,H+_inter::Cell_1::Mitochondria_2,H+_inter_created::Cell_1::Mitochondria_2,O2::Cell_1::Mitochondria_2,O2_in::Cell_1::Mitochondria_2,CO2::Cell_1::Mitochondria_2,ATP::Cell_1::Mitochondria_2,ATP_created::Cell_1::Mitochondria_2,ADP::Cell_1::Mitochondria_2,GDP::Cell_1::Mitochondria_2,GTP::Cell_1::Mitochondria_2,Pi::Cell_1::Mitochondria_2,NAD+::Cell_1::Mitochondria_2,NADH::Cell_1::Mitochondria_2,NADH_created::Cell_1::Mitochondria_2,NADH_in::Cell_1::Mitochondria_2,Pyruvate-::Cell_1::Mitochondria_2,Pyruvate-_in::Cell_1::Mitochondria_2,CoA-SH::Cell_1::Mitochondria_2,Acetyl_CoA::Cell_1::Mitochondria_2,FAD::Cell_1::Mitochondria_2,FADH2::Cell_1::Mitochondria_2,FADH2_created::Cell_1::Mitochondria_2,Pyruvate_transport::Cell_1::Mitochondria_2,ATP_synthase::Cell_1::Mitochondria_2,ADP_ATP_transport::Cell_1::Mitochondria_2,NADH_shuttle::Cell_1::Mitochondria_2,Pi_transport::Cell_1::Mitochondria_2,Commp1-3-4::Cell_1::Mitochondria_2,Commp2-3-4::Cell_1::Mitochondria_2,H2O::Cell_1::Mitochondria_3,H2O_created::Cell_1::Mitochondria_3,OH-::Cell_1::Mitochondria_3,H+::Cell_1::Mitochondria_3,H+_inter::Cell_1::Mitochondria_3,H+_inter_created::Cell_1::Mitochondria_3,O2::Cell_1::Mitochondria_3,O2_in::Cell_1::Mitochondria_3,CO2::Cell_1::Mitochondria_3,ATP::Cell_1::Mitochondria_3,ATP_created::Cell_1::Mitochondria_3,ADP::Cell_1::Mitochondria_3,GDP::Cell_1::Mitochondria_3,GTP::Cell_1::Mitochondria_3,Pi::Cell_1::Mitochondria_3,NAD+::Cell_1::Mitochondria_3,NADH::Cell_1::Mitochondria_3,NADH_created::Cell_1::Mitochondria_3,NADH_in::Cell_1::Mitochondria_3,Pyruvate-::Cell_1::Mitochondria_3,Pyruvate-_in::Cell_1::Mitochondria_3,CoA-SH::Cell_1::Mitochondria_3,Acetyl_CoA::Cell_1::Mitochondria_3,FAD::Cell_1::Mitochondria_3,FADH2::Cell_1::Mitochondria_3,FADH2_created::Cell_1::Mitochondria_3,Pyruvate_transport::Cell_1::Mitochondria_3,ATP_synthase::Cell_1::Mitochondria_3,ADP_ATP_transport::Cell_1::Mitochondria_3,NADH_shuttle::Cell_1::Mitochondria_3,Pi_transport::Cell_1::Mitochondria_3,Commp1-3-4::Cell_1::Mitochondria_3,Commp2-3-4::Cell_1::Mitochondria_3
10000,94090,633593,90000000,540000000,10000,60000,9993290716927,90231709,108847893,10208,89905910,2000,62926,2092080,179791404,5825262936,14174737064,16160619464,9983775920,16224080,300024,100171622618,408069600,31060,59645139,372000,3608492000,2743301,177265351,177391425,19800348,775204200,980199652,999979574,20426,818815526,999144401,855599,236521899,54352300,3,59130480,999999997,3,999895026,104974,59130474,1000,1000,1000,1000,1000,1000,1000,100171816889,408249900,28751,59558771,351700,3610216600,4292913,178900213,177369960,20137320,776039400,979862680,999998200,1800,816332780,999247720,752280,236493280,54438300,6120,59129440,1000000000,0,999911980,88020,59123320,1000,1000,1000,1000,1000,1000,1000,100171854139,408402400,102724,59891721,52400,3611636000,8460967,183137917,177398038,20099519,775851600,979900481,999992040,7960,818901921,999297983,702017,236530717,54476700,6700,59139380,999999999,1,999915821,84179,59132679,1000,1000,1000,1000,1000,1000,1000
11000,95590,627285,100000000,600000000,10000,60000,9992738297642,93930797,112575793,10819,99904410,2000,62608,2092814,199787182,5562266039,14437733961,16656188861,9983785466,16214534,337648,100191616691,454633200,26689,66245666,368300,4020855200,2950818,197425118,197312597,19915017,863828700,980084983,999999877,123,741467060,999194263,805737,263081337,60988400,6423,65781540,999993623,6377,999915860,84140,65768740,1000,1000,1000,1000,1000,1000,1000,100191734583,454815300,104512,66214476,398700,4022665000,4457059,199021709,197304149,20272654,864819300,979727346,999999919,81,738290065,999268016,731984,263067884,61107400,1,65776680,999987056,12944,999922265,77735,65763735,1000,1000,1000,1000,1000,1000,1000,100191853277,455032300,113503,66215301,371300,4024648600,8201780,202863280,197363358,20209770,864569100,979790230,999999930,70,741390260,999325402,674598,263149098,61139200,6622,65798500,999993862,6138,999923560,76440,65785740,1000,1000,1000,1000,1000,1000,1000
12000,95000,644948,110000000,660000000,10000,60000,9992219716977,88821357,107549551,1522,109905000,2000,5380,2108038,219806956,5324457034,14675542966,17127192066,9983754722,16245278,374878,100211503112,501113100,25991,72897247,375200,4432519000,2586211,216979511,217258497,19788873,952242000,980211127,999991774,8226,664555301,999179304,820696,289677996,67602800,6261,72425760,1000000000,0,999907001,92999,72419499,1000,1000,1000,1000,1000,1000,1000,100211740676,501448100,114390,73167062,92300,4435786600,5749371,220305021,217263874,20534404,953766600,979465596,999998626,1374,660421422,999280748,719252,289682952,67810800,2,72425720,999993360,6640,999917722,82278,72419078,1000,1000,1000,1000,1000,1000,1000,100211842000,501734400,112603,73174860,78700,4438281600,7389340,222065140,217397998,20801016,953840100,979198984,999999317,683,662239601,999331603,668397,289863997,67773200,6560,72472560,999999999,1,999916801,83199,72465999,1000,1000,1000,1000,1000,1000,1000
13000,98280,622080,120000000,720000000,10000,60000,9991713554201,93929239,112715877,1579,119901720,2000,45,2099756,239800282,5109415140,14890584860,17574843860,9983725164,16274836,412046,100231562507,547801100,13599,79770873,74300,4846084600,3627182,238032332,237235196,20225970,1041273900,979774030,999986372,13628,586617602,999253606,746394,316313594,74252300,6780,79085180,999999998,2,999912402,87598,79078398,1000,1000,1000,1000,1000,1000,1000,100231716343,547998900,101997,79482295,379000,4848077800,4883638,239388638,237205558,20416713,1042371000,979583287,999999893,107,582846180,999317822,682178,316269778,74433500,2,79077120,999987102,12898,999924680,75320,79064220,1000,1000,1000,1000,1000,1000,1000,100231896835,548289300,22365,79778224,38600,4850631400,7328605,241956905,237351779,20679732,1042468800,979320268,999998732,1268,584939800,999331721,668279,316464579,74427600,1,79126180,999986621,13379,999919900,80100,79112800,1000,1000,1000,1000,1000,1000,1000
14000,96730,618704,130000000,780000000,10000,60000,9991235470321,91388997,110179720,9937,129903270,2000,56053,2092357,259786666,4914790918,15085209082,18003317482,9983750983,16249017,449349,100251478594,594441300,111806,86197186,389400,5259209000,3859315,258254715,257201400,20367650,1130023200,979632350,999998550,1450,509066800,999265400,734600,342935200,80939700,6380,85740180,1000000000,0,999916700,83300,85733800,1000,1000,1000,1000,1000,1000,1000,100251627676,594509900,109564,86433864,76000,5260058200,4906193,259346093,257143560,20560040,1131188400,979439960,999999820,180,504545080,999320820,679180,342858080,81070800,6600,85721120,1000000000,0,999915580,84420,85714520,1000,1000,1000,1000,1000,1000,1000,100251791644,594914600,101265,86138716,401400,5263605200,7113435,261724435,257330094,20817992,1131349200,979182008,999993095,6905,506525503,999344809,655191,343106791,81077800,6960,85783660,999999997,3,999915903,84097,85776697,1000,1000,1000,1000,1000,1000,1000
15000,96420,630665,140000000,840000000,10000,60000,9990773630250,91153416,109932759,10319,139903580,2000,489,2095521,279786522,4738866666,15261133334,18412440534,9983802839,16197161,486661,100271479999,641051500,110164,92794360,412500,5672091800,3918289,278292589,277159437,20484267,1218820800,979515733,999999288,712,431371421,999296384,703616,369545916,87603400,6601,92393080,1000000000,0,999916421,83579,92386479,1000,1000,1000,1000,1000,1000,1000,100271598541,641083100,111239,93071099,91000,5672592600,5342555,279744205,277094520,20495438,1219859700,979504562,999993298,6702,427159460,999320540,679460,369459360,87743600,6560,92371400,1000000000,0,999914960,85040,92364840,1000,1000,1000,1000,1000,1000,1000,100271799633,641528600,101967,93146245,33100,5676488400,6742602,281332052,277284918,21048671,1220361000,978951329,999999871,129,428126000,999362482,637518,369711018,87755700,7142,92439860,999993382,6618,999923600,76400,92426100,1000,1000,1000,1000,1000,1000,1000
16000,95220,636918,150000000,900000000,10000,60000,9990326789361,92701097,111565428,1743,149904780,2000,97,2111357,299806074,4579778358,15420221642,18804536642,9983770403,16229597,523377,100291461953,687624200,101547,99480287,353500,6084622000,4139554,298475404,297109200,20559202,1307626200,979440798,999993102,6898,353386100,999311000,689000,396145600,94262600,6840,99043240,1000000000,0,999916100,83900,99036400,1000,1000,1000,1000,1000,1000,1000,100291601668,687696000,100664,99357970,408700,6085438400,5649817,300027717,297068030,20522011,1308573600,979477989,999993355,6645,349502344,999365714,634286,396086186,94363700,2,99031720,999986438,13562,999922044,77956,99018156,1000,1000,1000,1000,1000,1000,1000,100291868393,688167700,19327,99674547,83100,6089578600,6282164,300859864,297268680,20982916,1309122900,979017084,999998756,1244,350717640,999358060,641940,396358240,94426800,6820,99096380,1000000000,0,999922740,77260,99089560,1000,1000,1000,1000,1000,1000,1000
17000,93710,643721,160000000,960000000,10000,60000,9989899962688,89334720,108205480,1754,159906290,2000,58390,2120388,319809072,4435783208,15564216792,19182209392,9983810052,16189948,560424,100311618730,734326000,18270,105991008,366100,6498340800,5433027,319788577,317081398,20839666,1396633500,979160334,999999866,134,275426100,999365602,634398,422773098,100957500,6442,105704440,999993702,6298,999923200,76800,105691700,1000,1000,1000,1000,1000,1000,1000,100311560771,734173000,18024,106285605,61500,6497080400,5872438,320168338,317014006,20463716,1397230800,979536284,999985781,14219,271706365,999342259,657741,422685341,100983000,4,105671340,999999999,1,999909865,90135,105671335,1000,1000,1000,1000,1000,1000,1000,100311750385,734761800,109247,106482473,56000,6502300400,4792424,319340974,317244790,21063010,1398005700,978936990,999987354,12646,272481544,999323254,676746,422990946,101118200,2,105752480,999993678,6322,999918544,81456,105746156,1000,1000,1000,1000,1000,1000,1000
18000,94230,628679,170000000,1020000000,10000,60000,9989480970523,91836589,110716067,1641,169905770,2000,5101,2113320,339808258,4305542912,15694457088,19545776588,9983831020,16168980,597178,100331461138,780857100,100882,112721916,386600,6910447800,5158423,339454273,337043694,20712482,1485267300,979287518,999999322,678,197788740,999348946,651054,449387254,107590100,6,112356580,999986986,13014,999921840,78160,112343560,1000,1000,1000,1000,1000,1000,1000,100331567074,780823400,8915,112620904,378500,6910232400,5457727,339744327,336998212,20491161,1485954300,979508839,999987224,12776,194248463,999342251,657749,449330949,107649800,2,112332740,999999999,1,999917463,82537,112332737,1000,1000,1000,1000,1000,1000,1000,100331841992,781392700,9494,113060188,34800,6915391800,5629720,340167620,337225316,21202623,1486968600,978797377,999980585,19415,194204162,999322946,677054,449633754,107802200,0,112408440,999999998,2,999908462,91538,112408438,1000,1000,1000,1000,1000,1000,1000
19000,95420,635097,180000000,1080000000,10000,60000,9989080750083,87985495,106940630,917,179904580,2000,47,2112409,359807326,4187713078,15812286922,19897299522,9983791891,16208109,634617,100351554251,827479200,16061,119613146,36700,7323404800,5840391,360118291,356999889,20974608,1574300100,979025392,999999312,688,119331704,999375115,624885,475995385,114261900,3,119008900,999986599,13401,999927904,72096,118995496,1000,1000,1000,1000,1000,1000,1000,100351550896,827463200,9170,119620444,52200,7323331200,4955734,359231034,356991536,20586172,1574718600,979413828,999998694,1306,117213222,999340586,659414,475988714,114308700,6880,119004060,999999998,2,999915422,84578,118997178,1000,1000,1000,1000,1000,1000,1000,100351764030,827840300,15470,119655848,29600,7326724600,5575281,360015531,357115338,21011868,1575606900,978988132,999999868,132,115867700,999377362,622638,476149338,114394000,2,119047340,999986662,13338,999925800,74200,119034000,1000,1000,1000,1000,1000,1000,1000
20000,95570,627080,190000000,1140000000,10000,60000,9988687402177,88478325,107489696,968,189904430,2000,89,2115247,379806924,4081142002,15918857998,20237570398,9983775733,16224267,671857,100371516776,874051900,15224,125944040,329600,7735913400,7239233,381477333,376951916,20937766,1663059600,979062234,999999866,134,41183200,999403484,596516,502600316,120896700,6784,125661900,999993284,6716,999927300,72700,125648400,1000,1000,1000,1000,1000,1000,1000,100371416158,874070500,107382,126388382,32100,7736109000,4605576,378853576,376973460,20851441,1663723200,979148559,999999321,679,38356080,999351720,648280,502631280,120938500,7000,125664820,1000000000,0,999916680,83320,125657820,1000,1000,1000,1000,1000,1000,1000,100371702509,874379700,15240,126293311,64200,7738965000,4654072,379041922,377058954,20674435,1664064000,979325565,999986618,13382,39270483,999350829,649171,502745271,121075600,6780,125693100,999999997,3,999917683,82317,125686317,1000,1000,1000,1000,1000,1000,1000
