Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1,H2O::Cell_1::Mitochondria_2,H2O_created::Cell_1::Mitochondria_2,OH-::Cell_1::Mitochondria_2,H+::Cell_1::Mitochondria_2,H+_inter::Cell_1::Mitochondria_2,H+_inter_created::Cell_1::Mitochondria_2,O2::Cell_1::Mitochondria_2,O2_in::Cell_1::Mitochondria_2,CO2::Cell_1::Mitochondria_2,ATP::Cell_1::Mitochondria_2,ATP_created::Cell_1::Mitochondria_2,ADP::Cell_1::Mitochondria_2,GDP::Cell_1::Mitochondria_2,GTP::Cell_1::Mitochondria_2,Pi::Cell_1::Mitochondria_2,NAD+::Cell_1::Mitochondria_2,NADH::Cell_1::Mitochondria_2,NADH_created::Cell_1::Mitochondria_2,NADH_in::Cell_1::Mitochondria_2,Pyruvate-::Cell_1::Mitochondria_2,Pyruvate-_in::Cell_1::Mitochondria_2,CoA-SH::Cell_1::Mitochondria_2,Acetyl_CoA::Cell_1::Mitochondria_2,FAD::Cell_1::Mitochondria_2,FADH2::Cell_1::Mitochondria_2,FADH2_created::Cell_1::Mitochondria_2,Pyruvate_transport::Cell_1::Mitochondria_2,ATP_synthase::Cell_1::Mitochondria_2,ADP_ATP_transport::Cell_1::Mitochondria_2,NADH_shuttle::Cell_1::Mitochondria_2,Pi_transport::Cell_1::Mitochondria_2,Commp1-3-4::Cell_1::Mitochondria_2,Commp2-3-4::Cell_1::Mitochondria_2
358000,37689820,1264429,7140000000,42840000000,20000,120000,9921129726544,10065960,7837134620,4601,7102310180,2000,11378,2936502,14204611158,2415525704,17584474296,18495287796,9817829918,182170082,7641962076,108764926862,21884476700,215599,7685085,4256917000,192607121400,12099913022,21402298522,9839637773,999890668,33372341700,109332,985542255,14457745,30385187,15498314,984501686,13119514286,3190052700,53,3279884800,999991766,8234,999829187,170813,3279876513,1000,1000,1000,1000,1000,1000,1000,108765093953,21884379400,182579,7462202,4257163500,192606634800,12134058421,21436425671,9839458987,999892943,33372296400,107057,985740287,14259713,30300244,15384657,984615343,13119278643,3190426300,8105,3279827780,999999981,19,999825244,174756,3279819656,1000,1000,1000,1000,1000,1000,1000
359000,37743050,1269330,7160000000,42960000000,20000,120000,9920938684988,1374007,7851246527,2712,7122256950,2000,10560,2934044,14244508476,2415580295,17584419705,18495082405,9818045976,181954024,7664984452,108790460077,21943725500,189839,7711403,4265207700,193132162200,12131419679,21459214129,9864940016,999894242,33463890900,105758,985456114,14543886,30367072,15592256,984407744,13153253344,3198606700,8160,3288321520,999999968,32,999823272,176728,3288313328,1000,1000,1000,1000,1000,1000,1000,108790595953,21943621500,182210,7964676,4265030100,193131498200,12171740031,21499505981,9864771527,999911447,33463885800,88553,985629268,14370732,30249921,15455894,984544106,13153023106,3198963300,91,3288268460,999983210,16790,999838021,161979,3288251579,1000,1000,1000,1000,1000,1000,1000
360000,37795940,1271657,7180000000,43080000000,20000,120000,9920729274193,11054617,7883620953,2628,7142204060,2000,989,2935872,14284402864,2415646010,17584353990,18494874490,9818360668,181639332,7687991132,108816038342,22002993100,193601,7806590,4273455200,193657392600,12167936012,21521148912,9890203030,999991810,33555498300,8190,985426291,14573709,30310481,15679851,984320149,13186934649,3207244000,8248,3296748040,999991827,8173,999835681,164319,3296731619,1000,1000,1000,1000,1000,1000,1000,108816089393,22002977700,183387,7697387,4273746100,193657393800,12204363542,21557578442,9890166440,999898198,33555501000,101802,985430658,14569342,30135960,15467720,984532280,13186885780,3207528400,60,3296727820,999991580,8420,999828560,171440,3296719340,1000,1000,1000,1000,1000,1000,1000
361000,37848620,1259019,7200000000,43200000000,20000,120000,9920538201739,2352116,7897544636,20245,7162151380,2000,1953,2903150,14324262270,2415661355,17584338645,18494705945,9818724750,181275250,7711014120,108841603359,22062336800,204570,7954861,4281678400,194183335200,12201384164,21580050514,9915525794,999981307,33647280300,18693,985086850,14913150,30055443,15755549,984244451,13220701051,3215872000,8960,3305184240,999999977,23,999828843,171157,3305175257,1000,1000,1000,1000,1000,1000,1000,108841571133,22062219300,212090,7431727,4282391800,194182357800,12240068564,21618688514,9915457718,999892518,33646940100,107482,985446259,14553741,30236541,15549323,984450677,13220610277,3216100900,8160,3305160760,999999959,41,999826841,173159,3305152559,1000,1000,1000,1000,1000,1000,1000
362000,37901020,1236109,7220000000,43320000000,20000,120000,9920339558630,1252826,7919107412,20481,7182098980,2000,125303,2910688,14364156998,2415698856,17584301144,18494507844,9819086232,180913768,7734030130,108867219378,22121604700,155674,7581719,4290376200,194708602200,12235408244,21639495294,9940800189,999898743,33738790200,101257,984959027,15040973,30091384,15806195,984193805,13254400205,3224537100,8283,3313608440,999999859,141,999830584,169416,3313600016,1000,1000,1000,1000,1000,1000,1000,108867034445,22121417500,161241,7909260,4290374700,194706767000,12275147544,21679143294,9940805541,999988413,33738384300,11587,985542075,14457925,30315862,15485021,984514979,13254404479,3224676000,75,3313607740,999991273,8727,999827062,172938,3313598938,1000,1000,1000,1000,1000,1000,1000
363000,37954020,1264862,7240000000,43440000000,20000,120000,9920139716061,1372104,7942045735,4729,7202045980,2000,126725,2939929,14404082502,2415765065,17584234935,18494289135,9819315871,180684129,7757049573,108892509292,22180750300,213992,7896908,4298752200,195232480600,12269185510,21698621760,9966150244,999905201,33830001900,94799,985199429,14800571,30402028,15623584,984376416,13288200316,3233170800,8600,3322058700,999999972,28,999827728,172272,3322050072,1000,1000,1000,1000,1000,1000,1000,108892523368,22180628100,174795,7593831,4298975300,195231454600,12310599253,21739986653,9966077657,999899499,33829772700,100501,985531620,14468380,30470121,15639964,984360036,13288103536,3233178000,8401,3322034300,999999980,20,999827421,172579,3322025879,1000,1000,1000,1000,1000,1000,1000
364000,38006920,1248463,7260000000,43560000000,20000,120000,9919931264490,10057298,7973385425,20541,7221993080,2000,994,2901049,14443945078,2415795688,17584204312,18494111912,9819646531,180353469,7780073609,108917987285,22240011800,249004,8170909,4306906300,195757611600,12308075005,21762924255,9991463228,999984178,33921600000,15822,985140341,14859659,30337763,15668435,984331565,13321950965,3241765800,8886,3330496640,999999983,17,999825563,174437,3330487737,1000,1000,1000,1000,1000,1000,1000,108917924676,22239829700,217012,8041542,4307019200,195755952200,12341057988,21795826288,9991395946,999988790,33921233400,11210,985620086,14379914,30542096,15630050,984369950,13321861250,3241752200,8442,3330473780,999999966,34,999827796,172204,3330465304,1000,1000,1000,1000,1000,1000,1000
365000,38059730,1241467,7280000000,43680000000,20000,120000,9919740378704,1239683,7987312864,4972,7241940270,2000,124248,2935985,14483870596,2415877287,17584122713,18493869513,9819959995,180040005,7803097191,108943449081,22299104400,172067,7695453,4315810400,196281057600,12344130160,21824308210,10016752922,999899586,34012590000,100414,985533202,14466798,30895416,15595294,984404706,13355664906,3250347600,126,3338929080,999983030,16970,999836316,163684,3338911984,1000,1000,1000,1000,1000,1000,1000,108943647424,22299290800,243372,7786832,4315496900,196283085600,12374044575,21854326075,10016690352,999898349,34013251800,101651,984978781,15021219,30071832,15867980,984132020,13355581420,3250385800,124,3338908340,999982852,17148,999836732,163268,3338891068,1000,1000,1000,1000,1000,1000,1000
366000,38110660,1261739,7300000000,43800000000,20000,120000,9919530722481,11143593,8019944968,2623,7261889340,2000,1945,2941741,14523773434,2415911874,17584088126,18493678626,9820252719,179747281,7826112353,108968797223,22358279900,165068,7620420,4324368000,196805235800,12378890254,21884432504,10042123249,999889430,34103831700,110570,985710227,14289773,31162497,15551148,984448852,13389497652,3258840300,57,3347374500,999999960,40,999820997,179003,3347374403,1000,1000,1000,1000,1000,1000,1000,108969082260,22358438400,164820,8094064,4323745900,196807119200,12408663662,21914303812,10042034264,999983399,34104559500,16601,985198059,14801941,30282460,15669696,984330304,13389379004,3259073500,56,3347344840,999999956,44,999813360,186640,3347344740,1000,1000,1000,1000,1000,1000,1000
367000,38162620,1259140,7320000000,43920000000,20000,120000,9919339895956,2219995,8033687043,2895,7281837380,2000,1176,2941178,14563668970,2415950051,17584049949,18493486349,9820587902,179412098,7849113772,108994393866,22417664600,245854,8041336,4332256500,197331575600,12414759618,21945775018,10067400282,999984971,34195794300,15029,985312311,14687689,30747440,15761558,984238442,13423197642,3267437800,7978,3355813540,999991798,8202,999836440,163560,3355797360,1000,1000,1000,1000,1000,1000,1000,108994490483,22417659400,175517,7602497,4332824400,197331644400,12441944316,21972964666,10067375700,999890316,34195737300,109684,985376216,14623784,30629400,15549100,984450900,13423167600,3267705300,8580,3355800480,1000000000,0,999826800,173200,3355791900,1000,1000,1000,1000,1000,1000,1000
368000,38213950,1254248,7340000000,44040000000,20000,120000,9919132342268,10052902,8064247402,2949,7301786050,2000,124943,2938798,14603566202,2416015770,17583984230,18493263430,9820880122,179119878,7872135824,109019844346,22476937200,222883,8105887,4340697500,197856686400,12450472984,22006898734,10092785327,999990819,34287290700,9181,985253862,14746138,30759443,15681416,984318584,13457047084,3276037300,107,3364261920,999999944,56,999823943,176057,3364261757,1000,1000,1000,1000,1000,1000,1000,109019972054,22476865800,184449,7717805,4341082100,197856282000,12475312675,22031722075,10092663297,999890798,34287197100,109202,985377699,14622301,30711301,15614204,984385796,13456884396,3276273200,8561,3364229660,1000000000,0,999825901,174099,3364221099,1000,1000,1000,1000,1000,1000,1000
369000,38265320,1250341,7360000000,44160000000,20000,120000,9918932551960,10067692,8086876349,20264,7321734680,2000,125100,2907825,14643428832,2416026352,17583973648,18493098048,9821247495,178752505,7895148327,109045360187,22536160300,195651,7707322,4349533200,198381423800,12485323478,22067142428,10118091637,999891092,34378617900,108908,985283338,14716662,30972346,15658109,984341891,13490785991,3284671400,51,3372702980,999991425,8575,999828046,171954,3372694354,1000,1000,1000,1000,1000,1000,1000,109045669077,22536255300,145694,7676425,4349337100,198382667400,12509597331,22091482131,10117973488,999890987,34379079600,109013,984961644,15038356,30366157,15801869,984198131,13490625431,3284856600,98,3372669700,999982341,17659,999833757,166243,3372651943,1000,1000,1000,1000,1000,1000,1000
370000,38318250,1247581,7380000000,44280000000,20000,120000,9918731784463,11127719,8110708938,4662,7341681750,2000,124556,2932443,14683354176,2416107682,17583892318,18492860718,9821508037,178491963,7918156813,109070898736,22595494800,166113,8102140,4357543600,198907136800,12522018842,22129278042,10143454590,999988351,34470369000,11649,985067634,14932366,30738283,15671993,984328007,13524606107,3293263900,64,3381151620,999999961,39,999824883,175117,3381151517,1000,1000,1000,1000,1000,1000,1000,109071007061,22595422000,196952,7635304,4357947300,198906784800,12542103521,22149349821,10143297523,999898231,34470298200,101769,985199202,14800798,30673571,15727648,984272352,13524394052,3293441500,8835,3381113300,999992064,7936,999832871,167129,3381096529,1000,1000,1000,1000,1000,1000,1000
371000,38370670,1263863,7400000000,44400000000,20000,120000,9918541850963,1326256,8123580438,4894,7361629330,2000,11369,2941910,14723248872,2416161819,17583838181,18492653681,9821850590,178149410,7941162862,109096455205,22654815500,226375,7804978,4366221100,199432862200,12556142426,22188844376,10168740263,999898610,34561986000,101390,984833770,15166230,30667060,15791797,984208203,13558314703,3301885800,117,3389591500,999983057,16943,999837160,162840,3389574440,1000,1000,1000,1000,1000,1000,1000,109096491140,22654667300,196963,7942171,4366095800,199431695400,12577232842,22209880392,10168624509,999990971,34561831200,9029,985212772,14787228,30674401,15711592,984288408,13558160508,3302050800,89,3389552600,999983488,16512,999836201,163799,3389535999,1000,1000,1000,1000,1000,1000,1000
372000,38421940,1257305,7420000000,44520000000,20000,120000,9918342111763,1332782,8146266740,2558,7381578060,2000,125203,2934554,14763151004,2416214545,17583785455,18492443555,9822171386,177828614,7964170790,109121840488,22714044000,230661,7633522,4374953500,199957580800,12591621951,22249715251,10194116484,999889756,34653320700,110244,984920539,15079461,30840583,15682599,984317401,13592155301,3310491300,110,3398038960,999999967,33,999818583,181417,3398038817,1000,1000,1000,1000,1000,1000,1000,109121863567,22713908600,228236,8102068,4374523400,199956505200,12610859241,22268902241,10193995233,999984084,34653258600,15916,985206785,14793215,30754801,15609468,984390532,13591993632,3310660300,8265,3398006700,999999964,36,999824201,175799,3397998399,1000,1000,1000,1000,1000,1000,1000
373000,38474980,1270955,7440000000,44640000000,20000,120000,9918141504985,2177834,8169865005,2803,7401525020,2000,1130,2937237,14803044434,2416242119,17583757881,18492260081,9822424483,177575517,7987174417,109147263435,22773199900,211439,7825185,4383218000,200481546200,12625920584,22309367234,10219419504,999899562,34744578900,100438,985133320,14866680,31120958,15649754,984350246,13625892646,3319044300,8280,3406481500,999999922,78,999833458,166542,3406473142,1000,1000,1000,1000,1000,1000,1000,109147333538,22773152200,218195,7780881,4383303500,200481344400,12645920681,22329360681,10219329417,999890900,34744605900,109100,985215411,14784589,30935111,15585094,984414906,13625772506,3319250200,8041,3406451280,999999850,150,999829111,170889,3406443089,1000,1000,1000,1000,1000,1000,1000
374000,38527450,1271390,7460000000,44760000000,20000,120000,9917933795817,10163874,8200640143,2564,7421472550,2000,11559,2940297,14842939972,2416308791,17583691209,18492039209,9822634563,177365437,8010170535,109172914440,22832535300,137729,7836903,4391481100,201007408200,12662361112,22371257212,10244749757,999899091,34836331200,100909,984832014,15167986,30898823,15742166,984257834,13659663434,3327643500,37,3414922440,999991274,8726,999829423,170577,3414913677,1000,1000,1000,1000,1000,1000,1000,109172836661,22832392900,161382,7629300,4391826000,201006122600,12678626289,22387459839,10244677999,999898277,34835996100,101723,985283458,14716542,31071281,15612782,984387218,13659568018,3327760500,8739,3414906700,999992058,7942,999835781,164219,3414890019,1000,1000,1000,1000,1000,1000,1000
375000,38579430,1262433,7480000000,44880000000,20000,120000,9917742989635,1217400,8214470577,20202,7441420570,2000,11752,2901441,14882800736,2416343335,17583656665,18491849765,9822830759,177169241,8033182495,109198210021,22891601700,175292,8051477,4399774500,201530625800,12698338965,22432552865,10270043576,999988242,34927422900,11758,985288613,14711387,31345571,15705595,984294405,13693391405,3336156900,8362,3423356280,999999911,89,999826071,173929,3423347829,1000,1000,1000,1000,1000,1000,1000,109198230179,22891652100,191713,7655207,4400305300,201531108200,12711935200,22446172950,10270063538,999912413,34927454100,87587,985271977,14728023,31121264,15591726,984408274,13693415074,3336292100,54,3423360520,999991070,8930,999825064,174936,3423351536,1000,1000,1000,1000,1000,1000,1000
376000,38631770,1219240,7500000000,45000000000,20000,120000,9917542322386,2153039,8238255160,20474,7461368230,2000,123447,2901409,14922695512,2416399925,17583600075,18491636475,9822996311,177003689,8056197023,109223607868,22950788600,223982,8155917,4408147800,202054978800,12731639275,22491226875,10295352745,999985581,35018765700,14419,985402931,14597069,31540650,15718505,984281495,13727134195,3344709100,8395,3431798240,999991605,8395,999831950,168050,3431781450,1000,1000,1000,1000,1000,1000,1000,109223591736,22950779500,200792,7614443,4408786100,202054866200,12747848738,22507430438,10295371887,999911562,35018620800,88438,985560138,14439862,31488876,15599089,984400911,13727162511,3344785700,8201,3431798840,999999985,15,999825476,174524,3431790624,1000,1000,1000,1000,1000,1000,1000
377000,38683390,1250236,7520000000,45120000000,20000,120000,9917334727126,10058940,8268998306,4681,7481316610,2000,2067,2938908,14962623858,2416493566,17583506434,18491383534,9823209812,176790188,8079210270,109249084773,23010103700,220719,7896022,4416872400,202580447400,12766312247,22551327247,10320725527,999911734,35110268100,88266,985255798,14744202,31550464,15702837,984297163,13760967363,3353286100,8685,3440250540,999999981,19,999831864,168136,3440241836,1000,1000,1000,1000,1000,1000,1000,109249095191,23009980600,186394,8082470,4416652800,202579390000,12782456150,22567420450,10320648031,999991387,35110138800,8613,985590082,14409918,31515195,15675264,984324736,13760864036,3353337300,8119,3440224140,999999984,16,999835995,164005,3440216005,1000,1000,1000,1000,1000,1000,1000
378000,38733390,1252637,7540000000,45240000000,20000,120000,9917142846858,2158874,8283805826,22576,7501266610,2000,2062,2899584,15002488068,2416503232,17583496768,18491221468,9823496596,176503404,8102243964,109274619412,23069358300,226948,8213792,4424853100,203105652600,12802388012,22612821512,10346021684,999982075,35201955000,17925,985100595,14899405,31402820,15834036,984165964,13794695564,3361846100,56,3448673980,999999956,44,999817420,182580,3448673880,1000,1000,1000,1000,1000,1000,1000,109274675081,23069338700,188799,7627499,4425414300,203105481400,12815498539,22625923789,10345987620,999912297,35201824200,87703,985275657,14724343,31354360,15817540,984182460,13794650160,3361894600,8000,3448670540,1000000000,0,999825660,174340,3448662540,1000,1000,1000,1000,1000,1000,1000
379000,38784350,1250812,7560000000,45360000000,20000,120000,9916935121249,10152246,8314498327,4792,7521215650,2000,11320,2938765,15042421716,2416560295,17583439705,18491007905,9823851695,176148305,8125259011,109300209175,23128639700,139380,8036536,4433410200,203630868200,12836638797,22672488097,10371351101,999991464,35293451700,8536,985061349,14938651,31435885,15809784,984190216,13828468116,3370479600,69,3457117140,999999944,56,999824085,175915,3457117015,1000,1000,1000,1000,1000,1000,1000,109300163107,23128614000,228662,7897636,4433616400,203630717600,12850406671,22686249771,10371303697,999905889,35293430100,94111,985125512,14874488,31285423,15821426,984178574,13828402174,3370534800,57,3457106800,999991734,8266,999829323,170677,3457098477,1000,1000,1000,1000,1000,1000,1000
380000,38836240,1287307,7580000000,45480000000,20000,120000,9916744287142,1201667,8328151998,22274,7541163760,2000,940,2905159,15082282972,2416567909,17583432091,18490849491,9824223721,175776279,8148268893,109325579804,23187809300,195427,8021685,4442013400,204155022600,12872114715,22733327465,10396668535,999991294,35384682600,8706,985289671,14710329,31742977,15728142,984271858,13862218958,3379094600,111,3465567800,999982734,17266,999833377,166623,3465550423,1000,1000,1000,1000,1000,1000,1000,109325734231,23187898600,207341,7517253,4442334300,204156110800,12884114688,22745384288,10396606816,999890019,35384958600,109981,985046243,14953757,31294224,15896908,984103092,13862139692,3379143200,56,3465541120,999991812,8188,999826524,173476,3465532876,1000,1000,1000,1000,1000,1000,1000
381000,38886930,1259300,7600000000,45600000000,20000,120000,9916534674926,11096748,8360852059,4693,7561113070,2000,126088,2936557,15122216754,2416645374,17583354626,18490620626,9824448563,175551437,8171267317,109351122222,23247107500,180678,7637042,4450751700,204680474200,12906397030,22793038230,10421996684,999891023,35476206000,108977,985118523,14881477,31748400,15801716,984198284,13895990184,3387665400,96,3474009780,999983816,16184,999831600,168400,3473993500,1000,1000,1000,1000,1000,1000,1000,109351157578,23247142600,203302,7787552,4450610800,204680826800,12918917532,22805576382,10421966210,999982383,35476376700,17617,985166443,14833557,31397160,15808050,984191950,13895952150,3387732600,8770,3474003100,999991610,8390,999838960,161040,3473985940,1000,1000,1000,1000,1000,1000,1000
382000,38938440,1271606,7620000000,45720000000,20000,120000,9916334993087,10987878,8383433989,20439,7581061560,2000,127052,2906869,15162082242,2416647165,17583352835,18490468135,9824746311,175253689,8194285553,109376338998,23306162900,206301,7785532,4459271300,205203486600,12941077773,22853025323,10447350844,999891368,35567172300,108632,985590101,14409899,32296733,15599889,984400111,13929801111,3396226300,110,3482450420,999999957,43,999817533,182467,3482450267,1000,1000,1000,1000,1000,1000,1000,109376697105,23306481300,227250,8031355,4458732600,205206696200,12953467669,22865576019,10447301590,999990462,35568161100,9538,984843147,15156853,31139385,15902695,984097305,13929732705,3396316700,40,3482439400,999991755,8245,999833485,166515,3482431115,1000,1000,1000,1000,1000,1000,1000
383000,38989120,1273781,7640000000,45840000000,20000,120000,9916144153756,2121276,8397433995,2752,7601010880,2000,10655,2933663,15202016256,2416733632,17583266368,18490231268,9824919757,175080243,8217298813,109401910708,23365475300,147815,7953688,4467412100,205728923400,12975903005,22913276305,10472689114,999981185,35658812700,18815,985491526,14508474,32179241,15686927,984313073,13963585473,3404745500,8504,3490904900,999999963,37,999832341,167659,3490896359,1000,1000,1000,1000,1000,1000,1000,109402071497,23365609600,233639,8137183,4467127600,205730541600,12987981609,22925439259,10472611176,999989343,35659385700,10657,985072455,14927545,31449312,15847736,984152264,13963481564,3404891700,8480,3490878880,999999988,12,999823912,176088,3490870388,1000,1000,1000,1000,1000,1000,1000
384000,39039730,1258821,7660000000,45960000000,20000,120000,9915944325220,2217225,8420294946,2717,7620960270,2000,12347,2943115,15241915106,2416785945,17583214055,18490020355,9825171645,174828355,8240306251,109427260395,23424704800,234890,8385365,4475496200,206253656000,13009511010,22972276410,10498036530,999988220,35750314200,11780,985436915,14563085,32199295,15707465,984292535,13997382035,3413267300,8620,3499354140,999999985,15,999828495,171505,3499345505,1000,1000,1000,1000,1000,1000,1000,109427662129,23424854700,174212,8227274,4475383000,206255466200,13023592622,22986452422,10497901009,999992495,35750898600,7505,985034242,14965758,31484847,15875538,984124462,13997195762,3413513200,97,3499311600,999983250,16750,999840347,159653,3499294753,1000,1000,1000,1000,1000,1000,1000
385000,39090760,1262185,7680000000,46080000000,20000,120000,9915744563065,2211577,8442938446,20275,7640909240,2000,11445,2907639,15281777930,2416805542,17583194458,18489845558,9825520741,174479259,8263339971,109452743387,23483923200,235659,8101516,4484168100,206778393600,13043871190,23032030390,10523340399,999980351,35841691800,19649,985512633,14487367,32357582,15754783,984245217,14031120517,3421838300,8577,3507788740,999999955,45,999824682,175318,3507780118,1000,1000,1000,1000,1000,1000,1000,109453124597,23484061700,212578,7915668,4484118100,206780185800,13058442080,23046695980,10523189235,999990207,35842273500,9793,985119532,14880468,31652925,15920390,984079610,14030913110,3422120400,95,3507741580,999982390,17610,999830025,169975,3507723875,1000,1000,1000,1000,1000,1000,1000
386000,39142030,1253124,7700000000,46200000000,20000,120000,9915545814391,1280331,8464854574,2513,7660857970,2000,1967,2940329,15321710914,2416915622,17583084378,18489586778,9825733891,174266109,8286367805,109478171851,23543090100,192728,8237853,4492466000,207302522600,13077930418,23091451818,10548679238,999980402,35932993200,19598,985659095,14340905,32580393,15715355,984284645,14064905645,3430374500,56,3516226480,999999983,17,999820893,179107,3516226407,1000,1000,1000,1000,1000,1000,1000,109478594126,23543328600,236278,7579954,4492868900,207305325200,13093626341,23107293091,10548504144,999892147,35933716800,107853,985029915,14970085,31733668,15963724,984036276,14064672176,3430702500,8220,3516176300,999999952,48,999827068,172932,3516168032,1000,1000,1000,1000,1000,1000,1000
387000,39192360,1291514,7720000000,46320000000,20000,120000,9915336269071,11073262,8497289245,2841,7680807640,2000,1928,2941585,15361609598,2416954333,17583045667,18489394467,9826111435,173888565,8309385833,109503698877,23602417000,240150,8109966,4501012100,207828290800,13109960610,23148926660,10574002125,999985662,36024649200,14338,985464671,14535329,32458609,15790884,984209116,14098666816,3438989500,57,3524672800,999991948,8052,999820209,179791,3524664691,1000,1000,1000,1000,1000,1000,1000,109504181299,23602563900,176904,8080437,4500734900,207830188600,13130713598,23169779898,10573792854,999985286,36025318800,14714,984993787,15006213,31680101,15970947,984029053,14098384653,3439345700,124,3524609380,999982543,17457,999839501,160499,3524591799,1000,1000,1000,1000,1000,1000,1000
388000,39243130,1266736,7740000000,46440000000,20000,120000,9915136635629,10971167,8519922918,2661,7700756870,2000,11505,2945333,15401508418,2417015796,17582984204,18489186204,9826380307,173619693,8332386725,109529205656,23661729000,216314,7688757,4509824000,208353734800,13143322057,23207714357,10599363673,999904960,36116124900,95040,985347850,14652150,32498690,15824917,984175083,14132484883,3447530400,107,3533121360,999999957,43,999823190,176810,3533121210,1000,1000,1000,1000,1000,1000,1000,109529542482,23661764800,208960,7970667,4509443400,208354656000,13166562002,23231007402,10599148521,999991957,36116601600,8043,985163571,14836429,31913814,15849893,984150107,14132195307,3447971600,51,3533055000,999991837,8163,999827214,172786,3533046786,1000,1000,1000,1000,1000,1000,1000
389000,39293930,1254015,7760000000,46560000000,20000,120000,9914936908005,10967428,8542599838,2503,7720706070,2000,11487,2939976,15441407134,2417074733,17582925267,18488974067,9826711624,173288376,8355404058,109554787005,23721061600,198580,7804673,4518074900,208879540800,13175835377,23265673977,10624692648,999892921,36207860700,107079,985054516,14945484,32291795,15883347,984116653,14166256853,3456152600,102,3541564340,999999967,33,999820195,179805,3541564205,1000,1000,1000,1000,1000,1000,1000,109555022705,23721051900,233948,8084726,4517771600,208879898200,13203198371,23293060521,10624468669,999898667,36208156800,101333,984965118,15034882,31887451,15876382,984123618,14165958218,3456562100,9189,3541498760,999999978,22,999838051,161949,3541489549,1000,1000,1000,1000,1000,1000,1000
390000,39344970,1241284,7780000000,46680000000,20000,120000,9914746980394,1159034,8555445443,4584,7740655030,2000,1035,2937617,15481300892,2417125228,17582874772,18488766772,9827051643,172948357,8378400435,109580353259,23780422300,234696,7873420,4526428700,209405521400,13209620787,23324913087,10650014769,999987346,36299594400,12654,984876631,15123369,32095285,15949016,984050984,14200013984,3464783900,101,3550016440,999982876,17124,999838485,161515,3549999215,1000,1000,1000,1000,1000,1000,1000,109580529190,23780368600,233440,7724751,4526576100,209405541200,13238544344,23353844594,10649838921,999899597,36299712900,100403,984843307,15156693,31845710,15878989,984121011,14199785211,3465168200,59,3549946400,999999949,51,999821810,178190,3549946290,1000,1000,1000,1000,1000,1000,1000
391000,39394460,1260394,7800000000,46800000000,20000,120000,9914546221073,2174094,8579156871,2745,7760605540,2000,11511,2950187,15521205590,2417170267,17582829733,18488568333,9827373573,172626427,8401406163,109605762311,23839530900,159237,7876697,4534938500,209929096200,13244453786,23385080936,10675333796,999992338,36390709800,7662,985213854,14786146,32504516,15797120,984202880,14233778380,3473402200,8452,3558453080,999999956,44,999832016,167984,3558444584,1000,1000,1000,1000,1000,1000,1000,109606178488,23839711300,151106,7614591,4534982800,209931349000,13272901759,23413647159,10675162223,999895314,36391391400,104686,984615712,15384288,31698798,15949875,984050125,14233549625,3473770800,8741,3558396160,999999983,17,999833098,166902,3558387402,1000,1000,1000,1000,1000,1000,1000
