Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1,H2O::Cell_1::Mitochondria_2,H2O_created::Cell_1::Mitochondria_2,OH-::Cell_1::Mitochondria_2,H+::Cell_1::Mitochondria_2,H+_inter::Cell_1::Mitochondria_2,H+_inter_created::Cell_1::Mitochondria_2,O2::Cell_1::Mitochondria_2,O2_in::Cell_1::Mitochondria_2,CO2::Cell_1::Mitochondria_2,ATP::Cell_1::Mitochondria_2,ATP_created::Cell_1::Mitochondria_2,ADP::Cell_1::Mitochondria_2,GDP::Cell_1::Mitochondria_2,GTP::Cell_1::Mitochondria_2,Pi::Cell_1::Mitochondria_2,NAD+::Cell_1::Mitochondria_2,NADH::Cell_1::Mitochondria_2,NADH_created::Cell_1::Mitochondria_2,NADH_in::Cell_1::Mitochondria_2,Pyruvate-::Cell_1::Mitochondria_2,Pyruvate-_in::Cell_1::Mitochondria_2,CoA-SH::Cell_1::Mitochondria_2,Acetyl_CoA::Cell_1::Mitochondria_2,FAD::Cell_1::Mitochondria_2,FADH2::Cell_1::Mitochondria_2,FADH2_created::Cell_1::Mitochondria_2,Pyruvate_transport::Cell_1::Mitochondria_2,ATP_synthase::Cell_1::Mitochondria_2,ADP_ATP_transport::Cell_1::Mitochondria_2,NADH_shuttle::Cell_1::Mitochondria_2,Pi_transport::Cell_1::Mitochondria_2,Commp1-3-4::Cell_1::Mitochondria_2,Commp2-3-4::Cell_1::Mitochondria_2
10000,90607960,1266705,180000000,1080000000,20000,120000,9993530324575,84913183,115328033,915,89392040,1000,11600,4232000,178782250,5337256858,14662743142,15986385742,9974732620,25267380,915470,100248455780,595566600,21803,88045959,44200,5262122800,279171692,533608542,260416497,361191774,1135477200,638808226,999990335,9665,477736161,998750064,1249936,347215536,76215200,1,86818420,999980620,19380,999893861,106139,86799039,1000,1000,1000,1000,1000,1000,1000,100248582606,595713700,21637,87537274,579300,5263607400,290601903,545113153,260419258,361863421,1136104200,638136579,999997102,2898,475553481,998721423,1278577,347225677,76384200,9940,86816360,999999999,1,999884781,115219,86806419,1000,1000,1000,1000,1000,1000,1000
11000,100618160,1244424,200000000,1200000000,20000,120000,9993030392721,86668712,117284242,1580,99381840,1000,1890,4236310,198760520,5038542933,14961457067,16438134767,9974659450,25340550,1038670,100278137029,665039300,100811,97971231,100300,5877505800,307354914,591569114,290191560,404446629,1268523300,595553371,999997909,2091,358393080,998769520,1230480,386922080,86125900,9720,96740240,1000000000,0,999880380,119620,96730520,1000,1000,1000,1000,1000,1000,1000,100278319202,665223600,110210,97469237,567700,5879281600,322882422,607184572,290185731,405382547,1269435300,594617453,999998351,1649,355096304,998818573,1181427,386911027,86255400,10161,96745300,999990157,9843,999894004,105996,96725296,1000,1000,1000,1000,1000,1000,1000
12000,110627670,1264768,220000000,1320000000,20000,120000,9992559829147,87443864,118118316,10118,109372330,1000,10310,4197628,218724424,4768264811,15231735189,16860672189,9974685232,25314768,1162056,100308016383,734724200,101726,107889594,94900,6494690800,335456427,649534077,320048231,448131776,1402013100,551868224,999999479,521,238437603,998806672,1193328,426727628,96052100,3,106689440,999989960,10040,999889503,110497,106679397,1000,1000,1000,1000,1000,1000,1000,100308207972,734771800,17888,107772308,108500,6495302000,355080945,669190845,319994940,448844277,1402714200,551155723,999996697,3303,235645520,998812380,1187620,426659920,96195500,10320,106675300,1000000000,0,999887020,112980,106664980,1000,1000,1000,1000,1000,1000,1000
13000,120636260,1256671,240000000,1440000000,20000,120000,9992116884949,86345667,117188425,972,119363740,1000,126452,4215922,238725536,4523784116,15476215884,17258024084,9974658078,25341922,1284914,100337813174,804236700,108806,117815083,91200,7110379000,366221822,710090922,349837557,491402456,1535141100,508597544,999999416,584,118985560,998828603,1171397,466443297,105967800,3,116626080,999979663,20337,999892760,107240,116605740,1000,1000,1000,1000,1000,1000,1000,100337937878,804293500,108754,117754902,106700,7111099000,384618955,728525955,349768372,492269710,1536000600,507730290,999989354,10646,115522844,998845772,1154228,466357828,106130900,9160,116598620,999999996,4,999890044,109956,116589456,1000,1000,1000,1000,1000,1000,1000
14000,130644000,1233111,260000000,1560000000,20000,120000,9991694655588,87805032,118796697,1730,129356000,1000,955,4227025,258708540,4302606520,15697393480,17630481580,9974644335,25355665,1408975,100367656716,873697200,8611,123062041,4653500,7725589600,394656948,768294148,379611199,533540032,1667155800,466459968,999988041,11959,83609,998840510,1159490,506147890,115863200,9623,126547440,999998874,1126,999886109,113891,126536691,1000,1000,1000,1000,1000,1000,1000,100367804606,873759300,15647,120445774,7268500,7726421800,416790336,790471786,379544778,533236403,1666848300,466763597,999978954,21046,18851,998826473,1173527,506059327,116080700,9420,126525100,999998869,1131,999881851,118149,126514549,1000,1000,1000,1000,1000,1000,1000
15000,140651510,1256693,280000000,1680000000,20000,120000,9991295927976,86788018,117867783,10893,139348490,1000,974,4220871,278675194,4102480194,15897519806,17835119006,9974673869,25326131,1532763,100396795674,942534100,37908,31368363,106911400,8334668200,423234205,826334205,409386729,531138698,1754637600,468861302,999997892,2108,108394,998233265,1766735,545842535,125790100,3,136475120,999980689,19311,999878294,121706,136455806,1000,1000,1000,1000,1000,1000,1000,100396906314,942541200,38607,30509066,107788400,8335066400,449284128,852408128,409306326,531131372,1754613900,468868628,999994379,5621,14607,998187581,1812419,545741019,126026200,9500,136446440,999997753,2247,999858507,141493,136434693,1000,1000,1000,1000,1000,1000,1000
16000,150658430,1247399,300000000,1800000000,20000,120000,9990913039754,88987934,120140360,10983,149341570,1000,11421,4204652,298661174,3921400588,16078599412,18017322412,9974709928,25290072,1657702,100420231233,1005835100,181711,9426667,145109800,8888653400,458519305,888330755,439212624,530599398,1843955400,469400602,999996546,3454,89748,992060124,7939876,585616276,135734300,9560,146414880,999998332,1668,999808548,191452,146403652,1000,1000,1000,1000,1000,1000,1000,100420258719,1005735200,177657,9433120,145226100,8887915200,480632625,910410425,439121115,530473879,1843827600,469526121,999989571,10429,100092,991902377,8097623,585494523,135979100,9641,146383940,999999109,891,999806192,193808,146373408,1000,1000,1000,1000,1000,1000,1000
17000,160664520,1275131,320000000,1920000000,20000,120000,9990550285267,88318732,119593959,11018,159335480,1000,1055,4210403,318648924,3757590599,16242409401,18182050101,9974716377,25283623,1781201,100442046237,1067313300,167979,8247661,164146300,9424152200,494209209,949804559,468978414,530113050,1933368900,469886950,999988122,11878,99972,984110858,15889142,625304242,145653000,10082,156336840,999999070,930,999796772,203228,156325828,1000,1000,1000,1000,1000,1000,1000,100442109922,1067264800,143562,8132034,164443800,9423746400,513343205,968919255,468920220,530025880,1933243800,469974120,999999008,992,107528,983888208,16111792,625220092,145931100,4,156320480,999979396,20604,999812828,187172,156299872,1000,1000,1000,1000,1000,1000,1000
18000,170671070,1247246,340000000,2040000000,20000,120000,9990202784217,87977622,119372025,10909,169328930,1000,11322,4205361,338636042,3609359839,16390640161,18331049961,9974715879,25284121,1904921,100463760158,1128751000,197282,8087381,182320300,9959192400,530682729,1012038379,498756719,529722168,2022854700,470277832,999996448,3552,108780,976052761,23947239,665008339,155610500,9681,166263160,999998141,1859,999788080,211920,166251620,1000,1000,1000,1000,1000,1000,1000,100463775464,1128711800,140768,8199316,182424100,9958751600,545370053,1026703053,498753492,529648877,2022744900,470351123,999971121,28879,77944,975779952,24220048,665003748,155836500,9620,166262600,999997276,2724,999795544,204456,166250256,1000,1000,1000,1000,1000,1000,1000
19000,180676960,1261536,360000000,2160000000,20000,120000,9989870363997,86664581,118247153,2045,179323040,1000,12482,4232682,358641990,3475218978,16524781022,18465848422,9974679298,25320702,2029188,100485656529,1190243400,136453,8193208,200038300,10494658000,564273584,1071409284,528502429,529508306,2112524400,470491694,999999200,800,5894,968098165,31901835,704662235,165539000,10403,176193220,999976989,23011,999812194,187806,176159806,1000,1000,1000,1000,1000,1000,1000,100485584773,1190180200,137692,7776764,200719100,10494098000,580208098,1087316698,528507127,529311634,2112267000,470688366,999994689,5311,100655,967828728,32171272,704672372,165753100,10263,176186900,999988608,11392,999797755,202245,176165245,1000,1000,1000,1000,1000,1000,1000
20000,190682250,1266838,380000000,2280000000,20000,120000,9989549561833,86457527,118189057,1188,189317750,1000,1061,4235206,378633124,3353823260,16646176740,18587811440,9974656674,25343326,2152998,100507400703,1251726700,137221,7779193,218439600,11030093400,595927495,1128842495,558314280,529122879,2202014400,470877121,999991187,8813,103908,960037328,39962672,744411972,175484000,4,186118900,999978796,21204,999799008,200992,186097692,1000,1000,1000,1000,1000,1000,1000,100507323543,1251683900,158882,7682677,218789400,11029639000,616997656,1149889606,558317450,529024923,2201849100,470975077,999998498,1502,103275,959812825,40187175,744418275,175652800,10220,186126020,999985025,14975,999799175,200825,186100825,1000,1000,1000,1000,1000,1000,1000
21000,200687330,1248482,400000000,2400000000,20000,120000,9989241559477,85017070,116901538,1107,199312670,1000,11276,4224942,398623126,3243982047,16756017953,18698149853,9974617318,25382682,2276844,100529176536,1313218700,150801,7748201,236386200,11565612600,631103218,1189801668,588087339,528876011,2291633700,471123989,999998690,1310,103579,952066740,47933260,784110860,185397500,10043,196050340,999983224,16776,999798279,201721,196023521,1000,1000,1000,1000,1000,1000,1000,100528958594,1313204500,227502,8085005,236504400,11565333800,650255774,1208938574,588191335,528869266,2291545800,471130734,999988898,11102,6832,951709097,48290903,784251503,185566100,1,196071000,999989169,10831,999778732,221268,196060168,1000,1000,1000,1000,1000,1000,1000
22000,210691930,1252976,420000000,2520000000,20000,120000,9988941204019,86362578,118371774,1108,209308070,1000,11318,4233072,418613924,3144581297,16855418703,18797989903,9974625408,25374592,2401532,100550948285,1374759400,184518,7623011,254465600,12101522000,663536227,1248036427,617896394,528661110,2381289000,471338890,999998111,1889,101201,944079907,55920093,823852593,195308900,4,205984000,999972203,27797,999802801,197199,205956199,1000,1000,1000,1000,1000,1000,1000,100550838669,1374708800,178447,7822865,254627500,12100940000,686229129,1270699279,617944770,528557817,2381126100,471442183,999989489,10511,96272,943723402,56276598,823919498,195528900,6,205995320,999979414,20586,999793772,206228,205974728,1000,1000,1000,1000,1000,1000,1000
23000,220696790,1259098,440000000,2640000000,20000,120000,9988650489254,87538196,119729229,1164,219303210,1000,11621,4240441,438604092,3054655150,16945344850,18888291750,9974575379,25424621,2525971,100572747909,1436299100,153624,8038087,271978000,12637371000,699078494,1309376794,647718674,528562760,2471053800,471437240,999999071,929,10311,936058837,63941163,863617363,205217900,4,215921300,999977393,22607,999803811,196189,215898689,1000,1000,1000,1000,1000,1000,1000,100572702757,1436231500,130666,8166562,272089400,12636726200,719086037,1329352487,647707457,528466793,2470906800,471533207,999998734,1266,11041,935791084,64208916,863607616,205435600,9241,215916380,999993020,6980,999798441,201559,215900159,1000,1000,1000,1000,1000,1000,1000
24000,230701220,1252967,460000000,2760000000,20000,120000,9988369690843,87337003,119662068,11004,229298780,1000,2004,4218313,458575552,2973265646,17026734354,18970006654,9974544227,25455773,2650979,100594471964,1497860300,197917,7654576,290371600,13173447000,735206881,1371314781,677553366,528308477,2560651200,471691523,999998604,1396,103427,928037561,71962439,903402339,215131400,10400,225865820,999993553,6447,999795527,204473,225848973,1000,1000,1000,1000,1000,1000,1000,100594520248,1497764100,126811,7973927,290137100,13172745000,751354198,1387430248,677511129,528291999,2560618500,471708001,999985652,14348,8053,927856224,72143776,903346476,215337400,5,225840440,999994912,5088,999776653,223347,225835347,1000,1000,1000,1000,1000,1000,1000
25000,240705670,1277859,480000000,2880000000,20000,120000,9988100306382,83493495,115921833,1155,239294330,1000,115661,4224288,478586350,2899649577,17100350423,19043903623,9974571772,25428228,2775822,100616284503,1559422500,167427,7680192,308341400,13709628200,768296021,1430219971,707400775,528153160,2650394400,471846840,999958670,41330,68210,919948635,80051365,943199765,225124900,5,235802800,999996195,3805,999775610,224390,235798990,1000,1000,1000,1000,1000,1000,1000,100616298414,1559330700,193339,7680464,308397500,13708898200,786496709,1448386509,707309336,528075163,2650264800,471924837,999998214,1786,107151,919898815,80101185,943072285,225257400,2,235783440,999979511,20489,999788151,211849,235762949,1000,1000,1000,1000,1000,1000,1000
26000,250709660,1249337,500000000,3000000000,20000,120000,9987828167011,89406491,122009075,1271,249290340,1000,2074,4221346,498578138,2833038402,17166961598,19110759898,9974518874,25481126,2900112,100638168249,1621000000,138068,7883451,325962400,14245868000,802477539,1490219289,737189922,528128760,2740215000,471871240,999994299,5701,5539,912030017,87969983,982915983,235021000,0,245737800,999988261,11739,999790439,209561,245726061,1000,1000,1000,1000,1000,1000,1000,100638129055,1620916800,197527,8042204,325938800,14245204800,820818600,1508529300,737116091,528054762,2740118400,471945238,999996056,3944,2994,911935403,88064597,982814697,235175900,1,245718880,999979727,20273,999796794,203206,245698606,1000,1000,1000,1000,1000,1000,1000
27000,260713500,1247943,520000000,3120000000,20000,120000,9987572188441,85484691,118263209,1292,259286500,1000,874,4229602,518570416,2772753932,17227246068,19171286368,9974475998,25524002,3024914,100659978339,1682565700,138487,7632999,344145400,14781990600,837070211,1550623911,767003034,527909146,2829864600,472090854,999996588,3412,108542,904035408,95964592,1022666892,244946800,2,255675320,999988540,11460,999794442,205558,255663858,1000,1000,1000,1000,1000,1000,1000,100659969120,1682440500,192015,8088336,343707300,14781141800,854610972,1568127272,766888886,527927043,2829870900,472072957,999996888,3112,8445,904036959,95963041,1022513041,245074700,4,255640580,999983579,16421,999783745,216255,255624155,1000,1000,1000,1000,1000,1000,1000
28000,270716550,1281996,540000000,3240000000,20000,120000,9987320923501,82564225,115396833,11128,269283450,1000,128887,4203464,538544644,2718187326,17281812674,19226042674,9974521316,25478684,3150460,100681812354,1744156300,178466,7904026,361789100,15318447800,873355960,1612739410,796787340,527908635,2919744000,472091365,999999775,225,9940,896098300,103901700,1062379700,254899500,10340,265612960,999989740,10260,999797040,202960,265592360,1000,1000,1000,1000,1000,1000,1000,100681859409,1744058300,165425,7551208,362120500,15317714200,886499857,1625849707,796695001,527739166,2919554700,472260834,999997944,2056,109978,896071477,103928523,1062253623,255016000,3,265577760,999980865,19135,999799978,200022,265558622,1000,1000,1000,1000,1000,1000,1000
29000,280720320,1251383,560000000,3360000000,20000,120000,9987067019501,87516487,120572047,1344,279279680,1000,1971,4223888,558556672,2668843788,17331156212,19275552412,9974445032,25554968,3276704,100703655540,1805720000,159919,7923060,379611300,15854672000,905719223,1670921223,826589654,527817982,3009524700,472182018,999994335,5665,11353,888165699,111834301,1102119501,264802800,10180,275540140,999999887,113,999786153,213847,275529847,1000,1000,1000,1000,1000,1000,1000,100703656016,1805645000,181651,7821823,379758300,15854125200,922648223,1687825423,826518221,527744989,3009419400,472255011,999996578,3422,20389,888117468,111882532,1102024132,264922200,9541,275515940,999999512,488,999784689,215311,275505911,1000,1000,1000,1000,1000,1000,1000
30000,290724070,1270147,580000000,3480000000,20000,120000,9986825293907,84948440,118200938,1250,289275930,1000,1947,4227138,578549360,2624165047,17375834953,19320382053,9974377182,25622818,3402542,100725484716,1867294600,157064,7594784,397795400,16390970000,937855957,1728879757,856407140,527653777,3099223200,472346223,999998337,1663,107660,880245920,119754080,1141876080,274678600,9780,285479040,999999680,320,999778060,221940,285468940,1000,1000,1000,1000,1000,1000,1000,100725517704,1867201500,210818,8001771,397421200,16390311000,958853899,1749848149,856281287,527664616,3099234000,472335384,999996290,3710,21474,880228487,119771513,1141701613,274845400,5,285440640,999979691,20309,999792674,207326,285420326,1000,1000,1000,1000,1000,1000,1000
31000,300727540,1259729,600000000,3600000000,20000,120000,9986584903819,85310439,118636230,11216,299272460,1000,899,4212703,598522488,2583745358,17416254642,19360914442,9974416157,25583843,3529245,100747381337,1928893900,168416,7936383,415272200,16927503000,971527778,1788384978,886165858,527697340,3189150000,472302660,999996291,3709,15251,872358193,127641807,1181554407,284622300,9600,295398360,999999789,211,999790951,209049,295388549,1000,1000,1000,1000,1000,1000,1000,100747369456,1928803300,191100,7727322,415604100,16926765000,993531994,1810354394,886095594,527514075,3188948100,472485925,999997827,2173,107652,872241858,127758142,1181457342,284787100,10082,295382180,999989650,10350,999796752,203248,295361748,1000,1000,1000,1000,1000,1000,1000
