Time,S,S1,S1_sum,E,I,I_d,R
1661,1995483,0,165100,650592,92607,7278566,147872
1662,1995169,0,165200,647546,92272,7282967,147266
1663,1994541,100,165200,644610,92255,7287324,146490
1664,1994107,101,165299,641688,92067,7291705,145752
1665,1993539,102,165398,638841,91712,7296124,145202
1666,1993141,101,165499,635849,91327,7300689,144513
1667,1992579,1,165699,633229,90553,7305250,144108
1668,1992244,1,165799,630331,90204,7309627,143413
1669,1991915,2,165898,627251,90112,7313963,142677
1670,1991418,100,165900,624272,90183,7318118,141929
1671,1990882,100,166000,621583,89968,7322440,141147
1672,1990169,100,166100,619009,89365,7326884,140693
1673,1989818,102,166198,616182,89082,7331147,139989
1674,1989320,102,166298,613320,88489,7335678,139511
1675,1988754,0,166500,610666,87914,7340021,139165
1676,1988320,2,166598,607861,87797,7344122,138518
1677,1987768,1,166699,605085,87536,7348440,137890
1678,1987213,2,166798,602409,87367,7352595,137234
1679,1986696,0,166900,599593,87363,7356648,136620
1680,1986240,100,166900,596948,86927,7360907,135898
1681,1985487,100,167000,594674,86251,7365256,135352
1682,1984946,100,167100,592036,85648,7369574,134916
1683,1984359,100,167200,589354,85260,7373814,134433
1684,1984006,4,167396,586700,84616,7377994,134100
1685,1983639,100,167400,583981,84359,7381927,133514
1686,1983081,103,167497,581480,83999,7385978,132979
1687,1982738,2,167698,578772,84009,7389815,132384
1688,1981912,100,167700,576399,83467,7394057,131885
1689,1981403,103,167797,573905,83167,7398092,131250
1690,1981271,2,167998,571054,82988,7401923,130782
1691,1980789,1,168099,568693,82663,7405865,130109
1692,1980265,2,168198,566223,82529,7409732,129469
1693,1979618,100,168200,563842,81983,7413700,129077
1694,1979152,2,168398,561438,81470,7417816,128542
1695,1978638,1,168499,558972,81285,7421697,127927
1696,1978188,100,168500,556521,80704,7425727,127380
1697,1977863,5,168695,554163,80190,7429717,126782
1698,1977529,100,168700,551472,79987,7433550,126182
1699,1977190,2,168898,549021,79487,7437588,125632
1700,1976814,2,168998,546470,79230,7441344,125160
1701,1976100,100,169000,544119,79011,7445068,124722
1702,1975743,2,169198,541795,78758,7448797,124125
1703,1975297,100,169200,539175,78388,7452790,123570
1704,1974965,3,169397,536679,78028,7456619,123126
1705,1974310,1,169499,534357,77669,7460549,122634
1706,1973847,3,169597,531887,77593,7464269,122021
1707,1973033,100,169600,529869,76987,7468099,121632
1708,1972520,101,169699,527630,76496,7471950,121123
1709,1972250,0,169900,525298,76200,7475676,120496
1710,1971772,0,170000,523044,76010,7479206,119988
1711,1971303,3,170097,520745,75739,7482742,119588
1712,1970928,100,170100,518164,75725,7486328,118975
1713,1970559,101,170199,515861,75227,7490119,118453
1714,1970227,2,170398,513573,74745,7493832,118041
1715,1970083,0,170500,510921,74611,7497416,117489
1716,1969472,100,170500,508683,74364,7500911,117090
1717,1969314,1,170699,506280,74114,7504390,116621
1718,1968589,100,170700,504344,73540,7508163,116084
1719,1968243,100,170800,502104,72946,7511947,115580
1720,1967880,0,171000,499997,72337,7515657,115149
1721,1967387,1,171099,498038,71666,7519391,114637
1722,1967125,100,171100,495727,71477,7522784,114007
1723,1966814,101,171199,493405,71282,7526186,113532
1724,1966437,1,171399,491296,70702,7529913,113071
1725,1965914,0,171500,489340,70441,7533302,112523
1726,1965522,100,171500,487142,70264,7536613,111979
1727,1965103,101,171599,485006,69779,7540172,111559
1728,1964986,102,171698,482658,69544,7543561,110969
1729,1964559,100,171800,480565,69310,7547022,110364
1730,1964100,102,171898,478498,68780,7550448,110092
1731,1963901,100,172000,476299,68455,7553826,109539
1732,1963588,1,172199,474320,67804,7557354,109153
1733,1963222,1,172299,472225,67381,7560722,108769
1734,1962693,100,172300,470197,67002,7564121,108307
1735,1962472,2,172498,467916,66999,7567310,107821
1736,1962365,0,172600,465596,66853,7570556,107250
1737,1961978,1,172699,463404,66776,7573827,106734
1738,1961671,100,172700,461341,66358,7577138,106212
1739,1961642,2,172898,459097,66207,7580349,105623
1740,1961237,100,172900,457030,65992,7583497,105164
1741,1961034,0,173100,455055,65769,7586677,104585
1742,1960687,0,173200,453016,65582,7589735,104200
1743,1960367,100,173200,450827,65444,7592875,103707
1744,1959995,1,173399,448846,65226,7596040,103312
1745,1959559,100,173400,446751,65273,7599113,102724
1746,1959396,102,173498,444659,64848,7602423,102192
1747,1959222,0,173700,442597,64744,7605446,101711
1748,1959134,2,173798,440619,64436,7608584,101045
1749,1958759,100,173800,438648,64421,7611482,100510
1750,1958493,101,173899,436708,63943,7614722,100053
1751,1958124,101,173999,434919,63424,7617838,99714
1752,1958108,1,174199,432856,63176,7620816,99263
1753,1957840,2,174298,430809,63045,7623862,98762
1754,1957678,100,174300,428787,62753,7626918,98184
1755,1957503,3,174497,426831,62532,7629885,97766
1756,1957301,0,174600,424828,62287,7632853,97351
1757,1957170,1,174699,422741,62025,7635802,96981
1758,1956982,1,174799,420862,61848,7638623,96504
1759,1956466,100,174800,419159,61255,7641627,96313
1760,1956163,100,174900,417272,60837,7644713,95935
1761,1955830,100,175000,415475,60189,7647895,95631
1762,1955795,6,175194,413450,60061,7650734,95174
1763,1955604,1,175299,411540,60065,7653513,94597
1764,1955109,100,175300,409867,59476,7656604,94264
1765,1955145,2,175498,407838,59262,7659460,93813
1766,1954712,0,175600,406118,58833,7662525,93432
1767,1954421,2,175698,404346,58498,7665399,93054
1768,1954345,1,175799,402248,58267,7668352,92607
1769,1954009,3,175897,400530,58134,7671160,92084
1770,1953689,1,175999,398718,58054,7673850,91708
1771,1953283,100,176000,396821,57904,7676643,91369
1772,1952935,101,176099,395052,57519,7679527,91086
1773,1952716,0,176300,393320,57290,7682243,90751
1774,1952503,0,176400,391491,57035,7684935,90456
1775,1952150,100,176400,389733,56513,7687880,90144
1776,1952061,102,176498,387900,56321,7690591,89645
1777,1951797,1,176699,386270,56034,7693308,89310
1778,1951576,1,176799,384480,55922,7695973,88868
1779,1951259,100,176800,382655,55707,7698777,88422
1780,1951044,101,176899,380859,55293,7701593,88130
1781,1950841,103,176997,379200,54907,7704358,87711
1782,1950858,101,177099,377340,54731,7707026,87164
1783,1950738,4,177296,375657,54564,7709580,86777
1784,1950416,100,177300,373864,54466,7712190,86384
1785,1950177,100,177400,372217,54327,7714700,85999
1786,1949883,102,177498,370597,54108,7717313,85617
1787,1949667,102,177598,368949,53739,7719937,85326
1788,1949364,103,177697,367401,53230,7722635,85087
1789,1949279,3,177897,365774,52795,7725356,84713
1790,1948948,100,177900,364131,52451,7728043,84347
1791,1948674,100,178000,362461,52097,7730694,84094
1792,1948535,100,178100,360785,51751,7733265,83784
1793,1948217,0,178300,359334,51426,7735770,83573
1794,1948115,1,178399,357518,51414,7738171,83201
1795,1947703,4,178496,356047,51271,7740686,82809
1796,1947433,2,178598,354560,50942,7743247,82436
1797,1947233,1,178699,353016,50739,7745650,82081
1798,1947118,0,178800,351421,50497,7748182,81602
1799,1946944,100,178800,349664,50404,7750622,81186
1800,1946865,3,178997,348217,50342,7752875,80718
1801,1946595,1,179099,346718,50159,7755282,80365
1802,1946222,1,179199,345447,49699,7757925,79926
1803,1946106,0,179300,343839,49451,7760332,79592
1804,1945954,100,179300,342231,49262,7762655,79218
1805,1945863,1,179499,340773,48989,7764971,78923
1806,1945538,100,179500,339318,48566,7767481,78617
1807,1945507,0,179700,337776,48467,7769824,78146
1808,1945382,2,179798,336092,48554,7772006,77784
1809,1945074,3,179897,334672,48189,7774474,77508
1810,1944695,100,179900,333217,47875,7776880,77253
1811,1944583,101,179999,331676,47794,7779047,76919
1812,1944466,2,180198,330194,47640,7781341,76577
1813,1944106,1,180299,328971,47327,7783706,76209
1814,1943871,100,180300,327460,47041,7786111,75837
1815,1943917,3,180497,325803,46977,7788459,75361
1816,1943632,100,180500,324268,46677,7790787,75156
1817,1943549,1,180699,322936,46407,7792979,74848
1818,1943013,100,180700,321719,46044,7795364,74580
1819,1943025,1,180899,320194,46030,7797429,74241
1820,1942738,0,181000,318853,45835,7799643,73951
1821,1942620,100,181000,317236,45616,7801846,73702
1822,1942537,101,181099,315685,45446,7804048,73403
1823,1942342,101,181199,314179,45517,7806146,73035
1824,1942079,101,181299,312862,45352,7808271,72755
1825,1942051,2,181498,311463,45245,7810435,72324
1826,1941799,2,181598,310216,45040,7812655,71908
1827,1941591,100,181600,308757,44864,7814806,71602
1828,1941296,100,181700,307489,44436,7817154,71345
1829,1941220,102,181798,306062,44229,7819247,71060
1830,1941127,3,181997,304740,43913,7821456,70781
1831,1941017,100,182000,303338,43667,7823500,70498
1832,1940774,102,182098,301976,43547,7825569,70252
1833,1940821,2,182298,300500,43262,7827769,69966
1834,1940614,2,182398,299197,42935,7829985,69687
1835,1940326,100,182400,297915,42685,7832151,69343
1836,1940361,4,182596,296407,42701,7834148,68999
1837,1940393,2,182698,294997,42407,7836192,68729
1838,1940038,100,182700,293689,42185,7838276,68532
1839,1939958,100,182800,292163,42325,7840196,68178
1840,1940006,0,183000,290782,42174,7842231,67827
1841,1939782,1,183099,289582,41896,7844363,67496
1842,1939686,0,183200,288213,41788,7846375,67158
1843,1939396,100,183200,286961,41518,7848465,66880
1844,1939468,5,183395,285529,41392,7850540,66486
1845,1939395,0,183500,284069,41448,7852504,66104
1846,1939329,2,183598,282794,41115,7854561,65819
1847,1939188,3,183697,281432,41097,7856490,65510
1848,1939154,2,183798,280079,41014,7858353,65218
1849,1939067,0,183900,279021,40547,7860344,64941
1850,1938983,3,183997,277732,40422,7862285,64595
1851,1938722,100,184000,276452,40357,7864231,64258
1852,1938657,3,184197,275275,40130,7866153,64002
1853,1938344,100,184200,274112,39764,7868243,63757
1854,1938231,3,184397,272952,39523,7870232,63479
1855,1938135,1,184499,271692,39391,7872199,63102
1856,1937875,100,184500,270464,39331,7874020,62830
1857,1937788,3,184697,269258,39225,7875827,62619
1858,1937578,100,184700,267923,39073,7877767,62379
1859,1937481,102,184798,266810,38711,7879729,62087
1860,1937453,101,184899,265492,38764,7881553,61657
1861,1937276,102,184998,264356,38453,7883516,61417
1862,1937179,1,185199,263220,38128,7885475,61217
1863,1936847,100,185200,262158,37868,7887399,60948
1864,1936861,1,185399,260959,37835,7889139,60625
1865,1936699,0,185500,259893,37454,7891113,60361
1866,1936592,3,185597,258755,37374,7892854,60042
1867,1936244,100,185600,257658,37172,7894724,59822
1868,1936165,2,185798,256546,36901,7896642,59564
1869,1935954,100,185800,255411,36737,7898454,59264
1870,1935962,100,185900,254117,36647,7900233,58961
1871,1935892,2,186098,253083,36393,7902033,58717
1872,1935761,0,186200,251951,36337,7903728,58443
1873,1935522,100,186200,250770,36139,7905550,58239
1874,1935550,1,186399,249712,35882,7907335,57940
1875,1935376,100,186400,248558,35846,7909014,57626
1876,1935319,1,186599,247546,35655,7910708,57391
1877,1935211,0,186700,246440,35604,7912369,57096
1878,1934956,100,186700,245325,35536,7914119,56784
1879,1934816,101,186799,244253,35345,7915890,56515
1880,1934645,101,186899,243184,35137,7917632,56321
1881,1934424,101,186999,242217,34876,7919429,56073
1882,1934429,101,187099,240892,34880,7921074,55844
1883,1934439,5,187295,239722,34875,7922683,55596
1884,1934506,0,187400,238631,34700,7924318,55265
1885,1934244,0,187400,237646,34430,7926103,54997
1886,1934171,100,187400,236507,34301,7927695,54746
1887,1934250,2,187598,235362,34173,7929371,54462
1888,1934208,0,187700,234249,34051,7930976,54236
1889,1934089,0,187800,233209,33842,7932696,53984
1890,1933843,100,187800,232140,33697,7934356,53784
1891,1933857,1,187999,231122,33622,7935912,53506
1892,1933712,2,188098,230119,33515,7937492,53280
1893,1933605,0,188200,229124,33382,7939035,53074
1894,1933444,2,188298,228196,33152,7940659,52867
1895,1933403,1,188399,227203,32985,7942229,52599
1896,1933231,100,188400,226202,32683,7943882,52422
1897,1933150,100,188500,225145,32546,7945497,52182
1898,1933181,1,188699,224049,32435,7947057,51997
1899,1933067,1,188799,223069,32266,7948628,51789
1900,1932877,3,188897,222103,32185,7950103,51649
1901,1932622,100,188900,221143,31983,7951693,51479
1902,1932657,1,188999,220113,31819,7953256,51174
1903,1932594,1,189099,219140,31564,7954882,50939
1904,1932529,1,189199,218198,31278,7956514,50700
1905,1932487,1,189299,217185,31195,7958080,50372
1906,1932410,1,189399,216190,30968,7959645,50206
1907,1932264,100,189400,215167,31052,7961058,49879
1908,1932301,1,189599,214194,30967,7962573,49584
1909,1932303,1,189699,213150,30771,7964116,49379
1910,1932167,1,189799,212263,30522,7965671,49196
1911,1932140,100,189800,211205,30414,7967080,48981
1912,1932230,1,189999,210256,30195,7968645,48693
1913,1932028,100,190000,209325,30239,7970052,48376
1914,1932060,2,190198,208335,30248,7971450,48125
1915,1932024,2,190298,207360,30203,7972881,47850
1916,1931979,1,190399,206390,29951,7974376,47723
1917,1931826,0,190500,205641,29651,7975901,47501
1918,1931877,2,190598,204526,29616,7977368,47231
1919,1931514,100,190600,203696,29412,7978899,47099
1920,1931428,3,190797,202871,29205,7980376,46937
1921,1931333,2,190898,201947,29141,7981741,46756
1922,1931248,1,190999,201101,28949,7983157,46564
1923,1931131,0,191000,200082,28920,7984553,46334
1924,1930948,0,191100,199247,28767,7985897,46261
1925,1930808,100,191100,198365,28571,7987310,46066
1926,1930935,2,191298,197363,28537,7988596,45887
1927,1930822,100,191300,196401,28361,7990103,45633
1928,1930810,3,191497,195616,28122,7991548,45421
1929,1930788,0,191600,194734,28009,7992839,45250
1930,1930639,100,191600,193780,27923,7994222,45056
1931,1930693,0,191800,192922,27859,7995524,44822
1932,1930577,0,191900,192060,27776,7996877,44630
1933,1930433,100,191900,191238,27622,7998243,44384
1934,1930474,2,192098,190363,27519,7999596,44166
1935,1930425,1,192199,189494,27384,8000966,43950
1936,1930317,2,192298,188652,27290,8002334,43725
1937,1930177,100,192300,187827,27203,8003557,43556
1938,1930078,102,192398,187094,27036,8004855,43355
1939,1930161,2,192598,186154,26939,8006215,43149
1940,1930153,2,192698,185269,26858,8007519,42919
1941,1930187,0,192800,184305,26832,8008749,42747
1942,1930142,0,192900,183543,26675,8010025,42535
1943,1930051,100,192900,182645,26581,8011241,42402
1944,1930088,102,192998,181768,26496,8012492,42174
1945,1930165,4,193196,180904,26393,8013747,42007
1946,1930150,2,193298,180111,26152,8015065,41840
1947,1930061,100,193300,179307,26001,8016323,41628
1948,1930113,1,193499,178478,25846,8017643,41439
1949,1930105,0,193600,177688,25750,8018890,41187
1950,1930034,100,193600,176936,25554,8020201,40895
1951,1929967,0,193700,176084,25496,8021428,40745
1952,1929958,1,193799,175264,25364,8022627,40606
1953,1929784,100,193800,174562,25048,8023938,40488
1954,1929747,100,193900,173809,24839,8025248,40277
1955,1929645,100,194000,173046,24798,8026410,40121
1956,1929687,0,194200,172282,24575,8027650,40026
1957,1929507,100,194200,171561,24459,8028869,39824
1958,1929595,103,194297,170550,24507,8029992,39673
1959,1929576,100,194400,169726,24393,8031248,39477
1960,1929709,3,194597,169030,24319,8032354,39205
1961,1929590,2,194698,168420,23999,8033615,39094
1962,1929455,1,194799,167800,23791,8034805,38968
1963,1929398,1,194899,166991,23732,8035958,38840
1964,1929389,1,194999,166157,23707,8037070,38696
1965,1929305,100,195000,165382,23576,8038197,38560
1966,1929301,101,195099,164614,23496,8039315,38393
1967,1929390,2,195298,163793,23541,8040411,38183
1968,1929367,0,195400,162981,23576,8041538,37958
1969,1929426,1,195499,162216,23535,8042612,37730
1970,1929434,0,195600,161425,23422,8043804,37535
1971,1929314,100,195600,160674,23260,8044976,37396
1972,1929394,2,195798,159952,23086,8046128,37258
1973,1929262,100,195800,159241,22926,8047298,37093
1974,1929285,100,195900,158501,22707,8048496,36931
1975,1929310,1,196099,157762,22635,8049617,36795
1976,1929281,100,196100,156975,22646,8050660,36558
1977,1929436,1,196299,156267,22511,8051718,36387
1978,1929341,100,196300,155510,22400,8052837,36232
1979,1929307,100,196400,154816,22157,8054029,36111
1980,1929358,1,196499,154068,22058,8055095,35940
1981,1929263,1,196599,153417,21939,8056194,35806
1982,1929090,100,196600,152759,21858,8057258,35655
1983,1929307,0,196800,151993,21879,8058258,35383
1984,1929201,100,196800,151266,21818,8059340,35195
1985,1929144,102,196898,150627,21723,8060393,35031
1986,1929081,100,197000,149951,21556,8061516,34916
1987,1929197,3,197197,149200,21533,8062553,34734
1988,1929030,100,197200,148525,21465,8063620,34580
1989,1929067,1,197399,147827,21281,8064751,34493
1990,1928991,100,197400,147121,21241,8065764,34303
1991,1928971,101,197499,146502,20974,8066857,34215
1992,1929113,0,197700,145858,20896,8067867,33986
1993,1929192,1,197799,145191,20871,8068762,33803
1994,1929196,1,197899,144457,20879,8069740,33647
1995,1929143,100,197900,143651,20927,8070686,33513
1996,1929208,101,197999,142872,20873,8071720,33346
1997,1929277,100,198100,142157,20792,8072766,33128
1998,1929235,100,198200,141496,20699,8073807,32983
1999,1929223,102,198298,140864,20556,8074844,32831
2000,1929285,101,198399,140209,20431,8075806,32688
