Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1,H2O::Cell_1::Mitochondria_2,H2O_created::Cell_1::Mitochondria_2,OH-::Cell_1::Mitochondria_2,H+::Cell_1::Mitochondria_2,H+_inter::Cell_1::Mitochondria_2,H+_inter_created::Cell_1::Mitochondria_2,O2::Cell_1::Mitochondria_2,O2_in::Cell_1::Mitochondria_2,CO2::Cell_1::Mitochondria_2,ATP::Cell_1::Mitochondria_2,ATP_created::Cell_1::Mitochondria_2,ADP::Cell_1::Mitochondria_2,GDP::Cell_1::Mitochondria_2,GTP::Cell_1::Mitochondria_2,Pi::Cell_1::Mitochondria_2,NAD+::Cell_1::Mitochondria_2,NADH::Cell_1::Mitochondria_2,NADH_created::Cell_1::Mitochondria_2,NADH_in::Cell_1::Mitochondria_2,Pyruvate-::Cell_1::Mitochondria_2,Pyruvate-_in::Cell_1::Mitochondria_2,CoA-SH::Cell_1::Mitochondria_2,Acetyl_CoA::Cell_1::Mitochondria_2,FAD::Cell_1::Mitochondria_2,FADH2::Cell_1::Mitochondria_2,FADH2_created::Cell_1::Mitochondria_2,Pyruvate_transport::Cell_1::Mitochondria_2,ATP_synthase::Cell_1::Mitochondria_2,ADP_ATP_transport::Cell_1::Mitochondria_2,NADH_shuttle::Cell_1::Mitochondria_2,Pi_transport::Cell_1::Mitochondria_2,Commp1-3-4::Cell_1::Mitochondria_2,Commp2-3-4::Cell_1::Mitochondria_2,H2O::Cell_1::Mitochondria_3,H2O_created::Cell_1::Mitochondria_3,OH-::Cell_1::Mitochondria_3,H+::Cell_1::Mitochondria_3,H+_inter::Cell_1::Mitochondria_3,H+_inter_created::Cell_1::Mitochondria_3,O2::Cell_1::Mitochondria_3,O2_in::Cell_1::Mitochondria_3,CO2::Cell_1::Mitochondria_3,ATP::Cell_1::Mitochondria_3,ATP_created::Cell_1::Mitochondria_3,ADP::Cell_1::Mitochondria_3,GDP::Cell_1::Mitochondria_3,GTP::Cell_1::Mitochondria_3,Pi::Cell_1::Mitochondria_3,NAD+::Cell_1::Mitochondria_3,NADH::Cell_1::Mitochondria_3,NADH_created::Cell_1::Mitochondria_3,NADH_in::Cell_1::Mitochondria_3,Pyruvate-::Cell_1::Mitochondria_3,Pyruvate-_in::Cell_1::Mitochondria_3,CoA-SH::Cell_1::Mitochondria_3,Acetyl_CoA::Cell_1::Mitochondria_3,FAD::Cell_1::Mitochondria_3,FADH2::Cell_1::Mitochondria_3,FADH2_created::Cell_1::Mitochondria_3,Pyruvate_transport::Cell_1::Mitochondria_3,ATP_synthase::Cell_1::Mitochondria_3,ADP_ATP_transport::Cell_1::Mitochondria_3,NADH_shuttle::Cell_1::Mitochondria_3,Pi_transport::Cell_1::Mitochondria_3,Commp1-3-4::Cell_1::Mitochondria_3,Commp2-3-4::Cell_1::Mitochondria_3,H2O::Cell_1::Mitochondria_4,H2O_created::Cell_1::Mitochondria_4,OH-::Cell_1::Mitochondria_4,H+::Cell_1::Mitochondria_4,H+_inter::Cell_1::Mitochondria_4,H+_inter_created::Cell_1::Mitochondria_4,O2::Cell_1::Mitochondria_4,O2_in::Cell_1::Mitochondria_4,CO2::Cell_1::Mitochondria_4,ATP::Cell_1::Mitochondria_4,ATP_created::Cell_1::Mitochondria_4,ADP::Cell_1::Mitochondria_4,GDP::Cell_1::Mitochondria_4,GTP::Cell_1::Mitochondria_4,Pi::Cell_1::Mitochondria_4,NAD+::Cell_1::Mitochondria_4,NADH::Cell_1::Mitochondria_4,NADH_created::Cell_1::Mitochondria_4,NADH_in::Cell_1::Mitochondria_4,Pyruvate-::Cell_1::Mitochondria_4,Pyruvate-_in::Cell_1::Mitochondria_4,CoA-SH::Cell_1::Mitochondria_4,Acetyl_CoA::Cell_1::Mitochondria_4,FAD::Cell_1::Mitochondria_4,FADH2::Cell_1::Mitochondria_4,FADH2_created::Cell_1::Mitochondria_4,Pyruvate_transport::Cell_1::Mitochondria_4,ATP_synthase::Cell_1::Mitochondria_4,ADP_ATP_transport::Cell_1::Mitochondria_4,NADH_shuttle::Cell_1::Mitochondria_4,Pi_transport::Cell_1::Mitochondria_4,Commp1-3-4::Cell_1::Mitochondria_4,Commp2-3-4::Cell_1::Mitochondria_4
52000,14165840,1279324,1020000000,6120000000,20000,120000,9974118816499,87181617,123432843,20001,1005834160,2000,956,4160308,2011628318,4432068616,15567931384,19495690484,9974046652,25953348,6137570,101213705335,3214933400,162756,7861480,773950100,28148462000,162875442,1520287642,1500968061,518403231,5074703700,481596769,999997628,2372,20297,718681036,281318964,2001287164,494747200,5,500329860,999989248,10752,999789897,210103,500319103,1000,1000,1000,1000,1000,1000,1000,101213365532,3214740300,170707,7535405,775180200,28146263000,181825339,1539124239,1501072991,517921761,5073954600,482078239,999989274,10726,100613,717819722,282180278,2001427178,495208400,3,500364620,999989570,10430,999788313,211687,500354187,1000,1000,1000,1000,1000,1000,1000,101213443517,3214566500,133343,7931480,774086900,28144913000,155885944,1513122194,1500916657,517657585,5073989400,482342415,999997405,2595,16220,718433863,281566137,2001215537,494729100,3,500318900,999979983,20017,999795120,204880,500298880,1000,1000,1000,1000,1000,1000,1000,101213551166,3214744600,179565,7952171,774073000,28146654800,188862795,1546185645,1500917323,518087097,5074333500,481912903,999997174,2826,15577,718471454,281528546,2001222646,494852700,10383,500317060,999998646,1354,999793577,206423,500305323,1000,1000,1000,1000,1000,1000,1000
53000,14304670,1274352,1040000000,6240000000,20000,120000,9973720425683,83449138,119927259,3443,1025695330,2000,976,4188247,2051383774,4429154321,15570845679,19498329779,9973976493,26023507,6266367,101235718041,3276525900,153290,8009659,791384100,28685143800,164642911,1547898661,1530649386,518483286,5164689900,481516714,999998063,1937,10077,710991391,289008609,2040863109,504642600,9920,510231860,999991783,8217,999800677,199323,510213723,1000,1000,1000,1000,1000,1000,1000,101235332491,3276346000,177166,7510089,792856400,28683056000,188594803,1571742553,1530788522,517978683,5163905700,482021317,999994202,5798,105819,710084597,289915403,2041050803,505109600,9960,510273920,999998321,1679,999788219,211781,510262281,1000,1000,1000,1000,1000,1000,1000,101235387846,3276167000,187841,7906429,791744600,28681747600,159916457,1543004807,1530607997,517730873,5163970200,482269127,999983102,16898,9529,710753332,289246668,2040808668,504624400,9865,510216520,999994016,5984,999789629,210371,510200671,1000,1000,1000,1000,1000,1000,1000,101235612926,3276306100,150307,8021691,791479700,28683202600,192916751,1576078651,1530581235,518155747,5164325400,481844253,999997658,2342,14911,710855776,289144224,2040768424,504717300,3,510206860,999980332,19668,999795111,204889,510187189,1000,1000,1000,1000,1000,1000,1000
54000,14442240,1264534,1060000000,6360000000,20000,120000,9973318971502,83032196,119738131,1853,1045557760,2000,100,4196821,2091111814,4426493698,15573506302,19500716602,9973886739,26113261,6395853,101257674919,3338109100,210976,7933401,809047000,29221907000,168132059,1577237609,1560327870,518557638,5254671000,481442362,999996403,3597,8265,703350595,296649405,2080436605,514525900,9620,520120020,999998335,1665,999789265,210735,520108735,1000,1000,1000,1000,1000,1000,1000,101257318826,3337937600,191317,8036774,809917700,29219731200,193175453,1602166453,1560482598,518150852,5253983700,481849148,999992833,7167,3781,702414183,297585817,2080640217,514972000,9980,520177340,999990259,9741,999797981,202019,520157619,1000,1000,1000,1000,1000,1000,1000,101257341408,3337762700,187404,7671991,809625300,29218486200,163954587,1572889637,1560344991,517723271,5253863400,482276729,999972175,27825,74204,703006913,296993087,2080459087,514511500,1,520116800,999997297,2703,999778504,221496,520114096,1000,1000,1000,1000,1000,1000,1000,101257624541,3337896000,135521,7993815,809067100,29219910400,197434267,1606441667,1560275468,518212660,5254290300,481787340,999998914,1086,19354,703179586,296820414,2080360714,514593300,4,520104980,999980270,19730,999795954,204046,520085246,1000,1000,1000,1000,1000,1000,1000
55000,14580290,1238628,1080000000,6480000000,20000,120000,9972919375030,81004206,117817720,3205,1065419710,2000,11544,4208504,2130833010,4424085836,15575914164,19502857164,9973920296,26079704,6525306,101279711373,3399680300,181871,7944486,826557700,29758499800,172006190,1606952390,1590011183,518595339,5344639500,481404661,999977287,22713,17148,695690765,304309235,2120011235,524402500,1,530011080,999988973,11027,999787848,212152,530000052,1000,1000,1000,1000,1000,1000,1000,101279297694,3399529200,228123,7965305,827604500,29756525600,199170336,1634012036,1590179221,518220945,5343956700,481779055,999994884,5116,9939,694731818,305268182,2120232082,524873700,1,530073500,999979362,20638,999792939,207061,530052861,1000,1000,1000,1000,1000,1000,1000,101279354944,3399358600,206730,7461956,827417300,29755306800,167768413,1602555263,1590013284,517778744,5343814500,482221256,999990802,9198,103258,695341674,304658326,2120017626,524429500,9600,530014200,999999742,258,999780558,219442,530004342,1000,1000,1000,1000,1000,1000,1000,101279627933,3399512300,164257,7469204,827206700,29756885400,200363839,1635230139,1589961357,518192840,5344183800,481807160,999999270,730,101030,695488773,304511227,2119941827,524522300,3,530000420,999980053,19947,999799230,200770,529980470,1000,1000,1000,1000,1000,1000,1000
56000,14715470,1262683,1100000000,6600000000,20000,120000,9972515938596,83074833,119972026,21478,1085284530,2000,6,4157089,2170526104,4421918029,15578081971,19504717871,9973914931,26085069,6655035,101301839709,3461277100,142626,7455188,844488800,30295343800,176928265,1637727615,1619649607,518610641,5434562400,481389359,999992586,7414,100145,688103338,311896662,2159522062,534294900,3,539904700,999967758,32242,999805945,194055,539872455,1000,1000,1000,1000,1000,1000,1000,101301292066,3461148600,182072,7942072,845256000,30293390000,203005457,1663698757,1619924926,518301268,5433916500,481698732,999998514,1486,8346,686966620,313033380,2159896080,534761900,2,539982620,999988536,11464,999790846,209154,539971154,1000,1000,1000,1000,1000,1000,1000,101301422112,3460951000,147636,7542223,844874900,30291982000,171096594,1631726594,1619711683,517857916,5433791100,482142084,999999332,668,108516,687648033,312351967,2159608767,534312200,5,539917520,999979569,20431,999793916,206084,539897084,1000,1000,1000,1000,1000,1000,1000,101301607250,3461101900,143611,7624568,844679400,30293536600,204876045,1665584345,1619676604,518265755,5434151100,481734245,999999042,958,100987,687748783,312251217,2159565517,534417000,10362,539909140,999990135,9865,999796387,203613,539888913,1000,1000,1000,1000,1000,1000,1000
57000,14851530,1240447,1120000000,6720000000,20000,120000,9972115627604,82288567,119427180,1918,1105148470,2000,123998,4208409,2210293104,4420037471,15579962529,19506310329,9973855231,26144769,6785435,101323807050,3522848300,153324,7557985,862001400,30831931800,180433535,1667073235,1649340099,518682416,5524526700,481317584,999996274,3726,110158,680387359,319612641,2199113441,544209700,5,549793420,999979927,20073,999795558,204442,549773342,1000,1000,1000,1000,1000,1000,1000,101323356563,3522735900,186944,7956232,862745900,30830138200,207869454,1694411104,1649564137,518376182,5523925500,481623818,999997351,2649,2269,679365332,320634668,2199411068,544654300,10245,549880520,999976656,23344,999805669,194331,549846931,1000,1000,1000,1000,1000,1000,1000,101323419085,3522550200,145348,7886570,862126800,30828778800,175368734,1661848634,1649410753,518019321,5523860400,481980679,999998232,1768,8811,679945158,320054842,2199209542,544214700,5,549813180,999985614,14386,999791611,208389,549798789,1000,1000,1000,1000,1000,1000,1000,101323537560,3522702600,175190,8011879,861938000,30830324400,208745132,1695302582,1649404499,518419524,5524209900,481580476,999984274,15726,9650,680037451,319962549,2199205549,544284200,9741,549812140,999998651,1349,999786650,213350,549801050,1000,1000,1000,1000,1000,1000,1000
58000,14984780,1240692,1140000000,6840000000,20000,120000,9971713003991,83990543,121270240,1819,1125015220,2000,20,4192195,2250026802,4418309934,15581690066,19507721566,9973828085,26171915,6915587,101345833058,3584407700,156355,7951781,879126200,31368522600,186930637,1699412337,1678986177,518851402,5614611000,481148598,999996273,3727,17271,672747894,327252106,2238644506,554126700,1,559669520,999988810,11190,999785971,214029,559658329,1000,1000,1000,1000,1000,1000,1000,101345269628,3584388900,146890,7530611,880905900,31367174600,210005605,1722405405,1679386067,518345711,5613770400,481654289,999977117,22883,86206,671517039,328482961,2239180761,554512500,9981,559806660,999998015,1985,999794606,205394,559794694,1000,1000,1000,1000,1000,1000,1000,101345440617,3584138300,142222,7574882,880045800,31365524600,180619594,1692947594,1679097673,518016085,5613758700,481983915,999998498,1502,100113,672236440,327763560,2238789060,554148200,1,559714900,999976488,23512,999790913,209087,559691387,1000,1000,1000,1000,1000,1000,1000,101345516136,3584319000,160964,7546564,880029400,31367247600,211580852,1723993952,1679151860,518416872,5614091400,481583128,999980972,19028,87700,672312940,327687060,2238868560,554151900,9480,559727940,999998240,1760,999776100,223900,559716700,1000,1000,1000,1000,1000,1000,1000
59000,15116990,1261839,1160000000,6960000000,20000,120000,9971311319999,84886781,122322517,20137,1144883010,2000,11531,4167490,2289725746,4416732680,15583267320,19508989220,9973778450,26221550,7046696,101367821036,3646009400,227529,8003064,896636700,31905355600,189516998,1727850548,1708637830,518937012,5704624500,481062988,999992267,7733,2755,665156225,334843775,2278177675,563990900,10320,569568460,999981705,18295,999802455,197545,569539845,1000,1000,1000,1000,1000,1000,1000,101367320163,3645945500,154151,8001617,897948900,31903720600,213623209,1751862559,1709018504,518526988,5703859800,481473012,999998526,1474,3438,663895134,336104866,2278686966,564429800,9920,569691500,999986882,13118,999798338,201662,569668462,1000,1000,1000,1000,1000,1000,1000,101367429534,3645751400,131707,7493566,897704100,31902388400,186679445,1724859795,1708803386,518087951,5703727800,481912049,999993898,6102,100947,664546561,335453439,2278403539,564019900,9440,569612520,999997073,2927,999790547,209453,569600153,1000,1000,1000,1000,1000,1000,1000,101367458192,3645940900,219242,8033348,897208900,31904094600,215890428,1754153728,1708862604,518592382,5704155900,481407618,999992360,7640,3678,664616074,335383926,2278479326,564016900,9920,569639080,999987562,12438,999797578,202422,569616722,1000,1000,1000,1000,1000,1000,1000
60000,15248510,1241797,1180000000,7080000000,20000,120000,9970913246548,82420450,120071861,1954,1164751490,2000,124360,4203039,2329499072,4415401198,15584598802,19509968702,9973729241,26270759,7177613,101389771805,3707620200,182771,7947675,914320100,32442166000,191216394,1755399244,1738413096,519007939,5794565700,480992061,999997631,2369,19692,657396496,342603504,2317883804,573830900,9820,579481500,999999028,972,999783792,216208,579470708,1000,1000,1000,1000,1000,1000,1000,101389358577,3707523400,136256,7661741,915856700,32440420400,216210335,1780296185,1738687936,518513382,5793758700,481486618,999998093,1907,100711,656197075,343802925,2318247225,574375700,9902,579579260,999989931,10069,999792411,207589,579559289,1000,1000,1000,1000,1000,1000,1000,101389357486,3707352300,223886,7650404,915236200,32439212600,193285069,1757316819,1738503442,518187932,5793730200,481812068,999989856,10144,98224,656851982,343148018,2317997818,573924900,10,579514700,999979686,20314,999794424,205576,579494376,1000,1000,1000,1000,1000,1000,1000,101389502481,3707537400,159089,7990435,914823100,32440894800,221507845,1785621595,1738587576,518677753,5794136400,481322247,999997943,2057,7990,656888514,343111486,2318109886,573919200,4,579542960,999979354,20646,999787590,212410,579522310,1000,1000,1000,1000,1000,1000,1000
61000,15378810,1230594,1200000000,7200000000,20000,120000,9970511065043,84122727,121858949,20071,1184621190,2000,11237,4164184,2369202238,4414137870,15585862130,19510902230,9973737096,26262904,7309134,101411820503,3769222800,133940,7622752,932146500,32978958400,196527455,1786559505,1768111913,519003579,5884479300,480996421,999984760,15240,92981,649745668,350254332,2357482132,583677600,9505,589380980,999998744,1256,999788481,211519,589370219,1000,1000,1000,1000,1000,1000,1000,101411336941,3769136200,176753,7594655,933557800,32977344400,219427295,1809369295,1768391700,518590568,5883742200,481409432,999995666,4334,105298,648501798,351498202,2357848802,584281200,4,589477500,999979606,20394,999795098,204902,589457102,1000,1000,1000,1000,1000,1000,1000,101411406699,3768961400,139876,7913838,932539400,32976069200,198239144,1788123294,1768234167,518362329,5883790500,481637671,999996654,3346,11125,649105658,350894342,2357641742,583827800,3,589419020,999988558,11442,999785525,214475,589407575,1000,1000,1000,1000,1000,1000,1000,101411392379,3769179400,210769,7939959,932643900,32977963600,224730775,1814706075,1768350386,518742869,5884098300,481257131,999977685,22315,5916,649078330,350921670,2357799870,583843600,2,589451420,999998066,1934,999779316,220684,589449484,1000,1000,1000,1000,1000,1000,1000
62000,15506960,1242727,1220000000,7320000000,20000,120000,9970112618648,82286919,120221372,20181,1204493040,2000,124253,4158035,2408945718,4413071067,15586928933,19511636933,9973664125,26335875,7440543,101433769318,3830838800,150390,7632300,949815300,33515904800,201533682,1817422882,1797863186,519088164,5974474800,480911836,999965000,35000,66536,641992850,358007150,2397149750,593575400,2,599290060,999996506,3494,999773836,226164,599286564,1000,1000,1000,1000,1000,1000,1000,101433308573,3830730900,167547,7980807,950743600,33514101000,224373568,1840163518,1798106260,518754494,5973813600,481245506,999984334,15666,15140,640823080,359176920,2397474520,594131300,10200,599379940,999998520,1480,999782740,217260,599368260,1000,1000,1000,1000,1000,1000,1000,101433319412,3830570700,216878,7913362,950221000,33512961400,202051934,1817790684,1797943034,518442546,5973770700,481557454,999985376,14624,13630,641406796,358593204,2397257104,593720400,9386,599324280,999999176,824,999779130,220870,599314070,1000,1000,1000,1000,1000,1000,1000,101433513690,3830765500,158243,7628926,950431000,33514657400,227435536,1843255936,1797999434,518743136,5974011000,481256864,999996847,3153,99911,641451177,358548823,2397322723,593742200,4,599352860,999970433,29567,999801411,198589,599323289,1000,1000,1000,1000,1000,1000,1000
63000,15637280,1269793,1240000000,7440000000,20000,120000,9969711068660,83724002,121956994,3368,1224362720,2000,11583,4207188,2448718704,4412158562,15587841438,19512188538,9973547072,26452928,7572876,101455787360,3892442600,190559,7579579,967427800,34052716400,206713381,1848452831,1827531973,519183541,6064447800,480816459,999998914,1086,100073,634380500,365619500,2436699300,603435400,1,609197320,999970008,29992,999796373,203627,609167327,1000,1000,1000,1000,1000,1000,1000,101455316402,3892346700,219385,7931915,968356000,34051067000,228991209,1870639559,1827772619,518861778,6063830100,481138222,999998907,1093,6529,633206010,366793990,2437026590,604014100,9863,609274540,999989294,10706,999796029,203971,609253971,1000,1000,1000,1000,1000,1000,1000,101455349439,3892185700,215618,8015536,967711600,34049829800,205196973,1846788123,1827628777,518546885,6063776100,481453115,999995904,4096,11219,633715342,366284658,2436834858,603628700,10245,609226860,999989466,10534,999797319,202681,609206081,1000,1000,1000,1000,1000,1000,1000,101455579555,3892352100,155573,7482777,968040600,34051461800,231165761,1872838111,1827646960,518833501,6064014300,481166499,999998677,1323,101776,633872116,366127884,2436850484,603614700,8,609239920,999963612,36388,999803876,196124,609203524,1000,1000,1000,1000,1000,1000,1000
64000,15763540,1271253,1260000000,7560000000,20000,120000,9969313084068,81603730,119994929,1837,1244236460,2000,5,4200353,2488469246,4411266498,15588733502,19512713002,9973515367,26484633,7706213,101477730040,3954019200,213837,7639237,984946500,34589394400,214028485,1881613235,1857227619,519261600,6154435200,480738400,999987659,12341,98159,626704640,373295360,2476303160,613312000,3,619076540,999999004,996,999774159,225841,619075541,1000,1000,1000,1000,1000,1000,1000,101477265803,3953999300,223635,7884834,986152200,34588181800,231692708,1899204158,1857555625,518946939,6153796800,481053061,999996385,3615,9046,625385921,374614079,2476733779,613926800,3,619199320,999978837,21163,999798246,201754,619178154,1000,1000,1000,1000,1000,1000,1000,101477318925,3953814000,213995,8021415,985375600,34586803200,208552230,1876000680,1857375780,518631448,6153759600,481368552,999986588,13412,5340,625959260,374040740,2476497440,613523100,9820,619142280,999989200,10800,999795440,204560,619121660,1000,1000,1000,1000,1000,1000,1000,101477431893,3953959400,182087,7668287,985622500,34588265200,234389019,1901910669,1857431420,518927755,6153981600,481072245,999983815,16185,94660,626035840,373964160,2476574860,613516500,0,619144540,999998900,1100,999772660,227340,619143440,1000,1000,1000,1000,1000,1000,1000
65000,15886330,1272953,1280000000,7680000000,20000,120000,9968911993520,82669440,121168596,21723,1264113670,2000,89,4175562,2528183894,4410452760,15589547240,19513159140,9973516298,26483702,7839892,101499854473,4015647200,159454,7525443,1002533500,35126387200,216636102,1910079402,1886889818,519360665,6244446300,480639335,999994374,5626,100709,619084191,380915809,2515847709,623194100,9644,628983680,999983855,16145,999802709,197291,628957891,1000,1000,1000,1000,1000,1000,1000,101499223700,4015563900,200221,8094771,1003559600,35124714200,238661816,1932010966,1887276817,519003005,6243771000,480996995,999970712,29288,14207,617639090,382360910,2516368610,623825000,9,629093240,999998562,1438,999773807,226193,629091793,1000,1000,1000,1000,1000,1000,1000,101499329066,4015435400,185202,7910131,1003083600,35123770000,211074519,1904380719,1887105665,518723887,6243742200,481276113,999994343,5657,4356,618241291,381758709,2516138709,623409400,10243,629049820,999993467,6533,999789956,210044,629033044,1000,1000,1000,1000,1000,1000,1000,101499545258,4015565600,177733,8088359,1002691800,35125106400,238882421,1932255871,1887048823,519125819,6244096500,480874181,999996716,3284,11597,618439274,381560726,2516057126,623431800,9483,629041700,999976086,23914,999810397,189603,629008303,1000,1000,1000,1000,1000,1000,1000
66000,16008870,1267971,1300000000,7800000000,20000,120000,9968514070753,80767547,119485438,1836,1283991130,2000,100,4211503,2567978588,4409844400,15590155600,19513409600,9973467677,26532323,7974065,101521812926,4077230000,160435,7616113,1020070700,35663068800,218742123,1938030173,1916614645,519442744,6334419600,480557256,999995131,4869,108787,611352442,388647558,2555482558,633087200,1,638878820,999989094,10906,999785987,214013,638867913,1000,1000,1000,1000,1000,1000,1000,101521322533,4077192500,162695,7647424,1021533100,35661726600,243121641,1962330491,1916956725,519026610,6333693000,480973390,999993586,6414,101876,609983251,390016749,2555934549,633725100,3,639001080,999976747,23253,999796976,203024,638977824,1000,1000,1000,1000,1000,1000,1000,101521298255,4077074100,157344,7464522,1021200600,35660850600,215465272,1934634172,1916885771,518726694,6333639300,481273306,999973427,26573,74633,610455862,389544138,2555846838,633298800,3,638963640,999997430,2570,999775233,224767,638961067,1000,1000,1000,1000,1000,1000,1000,101521515443,4077208900,192776,7444037,1021015700,35662295400,244494743,1963737093,1916791054,519118828,6333981600,480881172,999992701,7299,100673,610682519,389317481,2555716881,633361100,10080,638949480,999986427,13573,999798373,201627,638925827,1000,1000,1000,1000,1000,1000,1000
67000,16133080,1277185,1320000000,7920000000,20000,120000,9968113452635,81562164,120453004,3297,1303866920,2000,127741,4203094,2607727246,4409222899,15590777101,19513641801,9973420306,26579694,8108052,101543821733,4138844800,178661,7945787,1037326900,36200020800,220720678,1965866378,1946303044,519640869,6424519800,480359131,999997467,2533,10498,603690754,396309246,2595067046,642980200,9740,648784780,999988962,11038,999789398,210602,648764002,1000,1000,1000,1000,1000,1000,1000,101543253647,4138815000,185926,7761091,1039118100,36198654800,245799315,1990863365,1946691396,519119207,6423685500,480880793,999978698,21302,91291,602214995,397785005,2595587905,643638300,9882,648908260,999998131,1869,999790391,209609,648896509,1000,1000,1000,1000,1000,1000,1000,101543353806,4138662100,150221,7508991,1038670800,36197541800,222123517,1967137117,1946532059,518815604,6423623400,481184396,999992713,7287,103209,602830450,397169550,2595373450,643188400,10743,648860020,999992114,7886,999793509,206491,648841391,1000,1000,1000,1000,1000,1000,1000,101543471737,4138832000,159783,7422132,1038701800,36199232000,249630214,1994728214,1946573349,519207259,6423951600,480792741,999984799,15201,101040,602898891,397101109,2595428509,643232600,11,648863040,999992131,7869,999780840,219160,648855160,1000,1000,1000,1000,1000,1000,1000
68000,16255370,1250066,1340000000,8040000000,20000,120000,9967710925374,84390169,123417702,3373,1323744630,2000,124995,4205119,2647482514,4408725943,15591274057,19513746657,9973418841,26581159,8241255,101565804250,4200457200,137043,7960886,1054945600,36736890400,224383322,1995381822,1976060054,519709702,6514498500,480290298,999963733,36267,5531,595919477,404080523,2634745623,652871700,4,658688920,999996653,3347,999774631,225369,658685569,1000,1000,1000,1000,1000,1000,1000,101565199054,4200462700,228543,7768541,1056862300,36735747000,248111338,2019037688,1976455297,519227687,6513662700,480772313,999989186,10814,102499,594435602,405564398,2635263998,653543100,5,658837900,999970806,29194,999801299,198701,658808701,1000,1000,1000,1000,1000,1000,1000,101565297611,4200278000,217460,7530489,1056331800,36734504000,227887664,1998759414,1976229706,518919075,6513624900,481080925,999996132,3868,97557,595108251,404891749,2634972849,653127900,9660,658753080,999999723,277,999791357,208643,658743143,1000,1000,1000,1000,1000,1000,1000,101565427763,4200423100,208488,7586410,1056143500,36736016600,254497865,2025446015,1976263599,519304380,6513975900,480695620,999969097,30903,79117,595234818,404765182,2635017282,653117400,7,658756240,999997450,2550,999773117,226883,658753683,1000,1000,1000,1000,1000,1000,1000
69000,16376210,1253612,1360000000,8160000000,20000,120000,9967312764267,82944045,122166069,1881,1343623790,2000,125865,4197406,2687243818,4408321412,15591678588,19513752188,9973351174,26648826,8375792,101587861851,4262070500,147316,7876789,1072554900,37273836200,229512362,2026368312,2005707362,519834484,6604510200,480165516,999993473,6527,10789,588297227,411702773,2674275273,662780800,10060,668581600,999996371,3629,999790689,209311,668567911,1000,1000,1000,1000,1000,1000,1000,101587171301,4262098300,207923,7777913,1074528400,37272763800,251141260,2047926710,2006215638,519340208,6603648000,480659792,999997316,2684,100108,586655470,413344530,2674946530,663441500,6,668753860,999977038,22962,999796508,203492,668730892,1000,1000,1000,1000,1000,1000,1000,101587261705,4261903800,218851,7660770,1073881000,37271425200,233235126,2029961226,2005993531,519019354,6603616800,480980646,999990906,9094,93052,587355521,412644479,2674651079,662994000,5,668678440,999979113,20887,999794052,205948,668657548,1000,1000,1000,1000,1000,1000,1000,101587541515,4262005400,141585,8003601,1073185600,37272669200,257573125,2054364275,2005913796,519498239,6604060200,480501761,999998739,1261,10600,587609104,412390896,2674547196,663002900,9724,668656720,999986404,13596,999789700,210300,668633400,1000,1000,1000,1000,1000,1000,1000
