Time,H2O,OH-,H+,a,b,c,r,H2O:=C1_1,OH-:=C1_1,H+:=C1_1,a:=C1_1,b:=C1_1,c:=C1_1,en_X:=C1_1,en_Z:=C1_1,l:=C1_1,m:=C1_1,q:=C1_1,r:=C1_1,ATP:=C1_1,ADP:=C1_1,Pi:=C1_1,mem_P1:=C1_1,mem_P2:=C1_1,mem_P6:=C1_1,H2O:=C1_2,OH-:=C1_2,H+:=C1_2,a:=C1_2,b:=C1_2,c:=C1_2,en_X:=C1_2,en_Z:=C1_2,l:=C1_2,m:=C1_2,q:=C1_2,r:=C1_2,ATP:=C1_2,ADP:=C1_2,Pi:=C1_2,mem_P1:=C1_2,mem_P2:=C1_2,mem_P6:=C1_2,H2O:=C2_1,OH-:=C2_1,H+:=C2_1,a:=C2_1,b:=C2_1,c:=C2_1,en_X:=C2_1,en_Z:=C2_1,l:=C2_1,m:=C2_1,q:=C2_1,r:=C2_1,ATP:=C2_1,ADP:=C2_1,Pi:=C2_1,mem_P1:=C2_1,mem_P2:=C2_1,mem_P6:=C2_1,H2O:=C2_2,OH-:=C2_2,H+:=C2_2,a:=C2_2,b:=C2_2,c:=C2_2,en_X:=C2_2,en_Z:=C2_2,l:=C2_2,m:=C2_2,q:=C2_2,r:=C2_2,ATP:=C2_2,ADP:=C2_2,Pi:=C2_2,mem_P1:=C2_2,mem_P2:=C2_2,mem_P6:=C2_2,H2O:=C2_3,OH-:=C2_3,H+:=C2_3,a:=C2_3,b:=C2_3,c:=C2_3,en_X:=C2_3,en_Z:=C2_3,l:=C2_3,m:=C2_3,q:=C2_3,r:=C2_3,ATP:=C2_3,ADP:=C2_3,Pi:=C2_3,mem_P1:=C2_3,mem_P2:=C2_3,mem_P6:=C2_3,H2O::C1_1::M1_1,OH-::C1_1::M1_1,H+::C1_1::M1_1,l::C1_1::M1_1,m::C1_1::M1_1,n::C1_1::M1_1,q::C1_1::M1_1,en_Y::C1_1::M1_1,ATP::C1_1::M1_1,ADP::C1_1::M1_1,Pi::C1_1::M1_1,mem_P3::C1_1::M1_1,mem_P4::C1_1::M1_1,mem_P5::C1_1::M1_1,H2O::C1_1::M1_2,OH-::C1_1::M1_2,H+::C1_1::M1_2,l::C1_1::M1_2,m::C1_1::M1_2,n::C1_1::M1_2,q::C1_1::M1_2,en_Y::C1_1::M1_2,ATP::C1_1::M1_2,ADP::C1_1::M1_2,Pi::C1_1::M1_2,mem_P3::C1_1::M1_2,mem_P4::C1_1::M1_2,mem_P5::C1_1::M1_2,H2O::C1_2::M1_1,OH-::C1_2::M1_1,H+::C1_2::M1_1,l::C1_2::M1_1,m::C1_2::M1_1,n::C1_2::M1_1,q::C1_2::M1_1,en_Y::C1_2::M1_1,ATP::C1_2::M1_1,ADP::C1_2::M1_1,Pi::C1_2::M1_1,mem_P3::C1_2::M1_1,mem_P4::C1_2::M1_1,mem_P5::C1_2::M1_1,H2O::C1_2::M1_2,OH-::C1_2::M1_2,H+::C1_2::M1_2,l::C1_2::M1_2,m::C1_2::M1_2,n::C1_2::M1_2,q::C1_2::M1_2,en_Y::C1_2::M1_2,ATP::C1_2::M1_2,ADP::C1_2::M1_2,Pi::C1_2::M1_2,mem_P3::C1_2::M1_2,mem_P4::C1_2::M1_2,mem_P5::C1_2::M1_2,H2O::C2_1::M2_1,OH-::C2_1::M2_1,H+::C2_1::M2_1,l::C2_1::M2_1,m::C2_1::M2_1,n::C2_1::M2_1,q::C2_1::M2_1,en_Y::C2_1::M2_1,ATP::C2_1::M2_1,ADP::C2_1::M2_1,Pi::C2_1::M2_1,mem_P3::C2_1::M2_1,mem_P4::C2_1::M2_1,mem_P5::C2_1::M2_1,H2O::C2_2::M2_1,OH-::C2_2::M2_1,H+::C2_2::M2_1,l::C2_2::M2_1,m::C2_2::M2_1,n::C2_2::M2_1,q::C2_2::M2_1,en_Y::C2_2::M2_1,ATP::C2_2::M2_1,ADP::C2_2::M2_1,Pi::C2_2::M2_1,mem_P3::C2_2::M2_1,mem_P4::C2_2::M2_1,mem_P5::C2_2::M2_1,H2O::C2_3::M2_1,OH-::C2_3::M2_1,H+::C2_3::M2_1,l::C2_3::M2_1,m::C2_3::M2_1,n::C2_3::M2_1,q::C2_3::M2_1,en_Y::C2_3::M2_1,ATP::C2_3::M2_1,ADP::C2_3::M2_1,Pi::C2_3::M2_1,mem_P3::C2_3::M2_1,mem_P4::C2_3::M2_1,mem_P5::C2_3::M2_1
5000,9999999100131,999869,999869,784288,0,0,7489,9999960575,1011,1011,4426,0,0,3000,2000,3,0,36570,502,9961486,10038514,10038514,1000,500,300,9999960719,968,968,4729,0,0,3000,2000,1,0,36299,491,9961587,10038413,10038413,1000,500,300,9999991474,991,991,35657,0,0,3000,2000,0,852,5803,465,9992365,10007635,10007635,1000,100,300,9999991377,1000,1000,35244,0,0,3000,2000,0,767,5807,492,9992277,10007723,10007723,1000,100,300,9999991367,1018,1018,35656,0,0,3000,2000,0,843,5506,561,9992285,10007715,10007715,1000,100,300,999980869,106,106,0,30792,80871,4,10000,980875,1019125,1019125,5000,3000,2000,999980625,94,94,0,30697,80618,1,10000,980619,1019381,1019381,5000,3000,2000,999980795,101,101,0,30797,80792,4,10000,980796,1019204,1019204,5000,3000,2000,999980790,108,108,0,30791,80796,2,10000,980798,1019202,1019202,5000,3000,2000,999992376,89,89,0,91513,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992279,98,98,0,91510,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992287,98,98,0,91442,92285,0,10000,992285,1007715,1007715,5000,1000,2000
5100,9999999099901,1000099,1000099,780391,0,0,7560,9999960551,1035,1035,5171,0,0,3000,2000,3,0,36574,491,9961486,10038514,10038514,1000,500,300,9999960709,978,978,5536,0,0,3000,2000,0,0,36306,478,9961587,10038413,10038413,1000,500,300,9999991470,995,995,36429,0,0,3000,2000,0,776,5803,450,9992365,10007635,10007635,1000,100,300,9999991391,986,986,36033,0,0,3000,2000,0,705,5807,479,9992277,10007723,10007723,1000,100,300,9999991379,1006,1006,36440,0,0,3000,2000,0,778,5506,542,9992285,10007715,10007715,1000,100,300,999980872,100,100,0,30792,80871,1,10000,980872,1019128,1019128,5000,3000,2000,999980627,91,91,0,30697,80618,0,10000,980618,1019382,1019382,5000,3000,2000,999980789,102,102,0,30796,80791,0,10000,980791,1019209,1019209,5000,3000,2000,999980788,108,108,0,30791,80796,0,10000,980796,1019204,1019204,5000,3000,2000,999992375,90,90,0,91589,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992277,100,100,0,91572,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992292,93,93,0,91507,92285,0,10000,992285,1007715,1007715,5000,1000,2000
5200,9999999100421,999579,999579,776504,0,0,7632,9999960570,1016,1016,5910,0,0,3000,2000,2,0,36576,476,9961486,10038514,10038514,1000,500,300,9999960680,1007,1007,6335,0,0,3000,2000,0,0,36306,464,9961587,10038413,10038413,1000,500,300,9999991461,1004,1004,37232,0,0,3000,2000,0,696,5803,432,9992365,10007635,10007635,1000,100,300,9999991391,986,986,36761,0,0,3000,2000,0,640,5807,464,9992277,10007723,10007723,1000,100,300,9999991365,1020,1020,37258,0,0,3000,2000,0,707,5506,532,9992285,10007715,10007715,1000,100,300,999980869,102,102,0,30792,80871,0,10000,980871,1019129,1019129,5000,3000,2000,999980617,100,100,0,30696,80617,0,10000,980617,1019383,1019383,5000,3000,2000,999980789,102,102,0,30796,80791,0,10000,980791,1019209,1019209,5000,3000,2000,999980780,116,116,0,30791,80796,0,10000,980796,1019204,1019204,5000,3000,2000,999992376,89,89,0,91669,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992276,101,101,0,91637,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992287,98,98,0,91578,92285,0,10000,992285,1007715,1007715,5000,1000,2000
5300,9999999100391,999609,999609,772614,0,0,7707,9999960587,999,999,6664,0,0,3000,2000,2,0,36576,460,9961486,10038514,10038514,1000,500,300,9999960674,1013,1013,7131,0,0,3000,2000,0,0,36306,450,9961587,10038413,10038413,1000,500,300,9999991463,1002,1002,37987,0,0,3000,2000,0,648,5803,420,9992365,10007635,10007635,1000,100,300,9999991364,1013,1013,37543,0,0,3000,2000,0,576,5807,450,9992277,10007723,10007723,1000,100,300,9999991385,1000,1000,38061,0,0,3000,2000,0,627,5506,513,9992285,10007715,10007715,1000,100,300,999980867,104,104,0,30792,80871,0,10000,980871,1019129,1019129,5000,3000,2000,999980617,100,100,0,30696,80617,0,10000,980617,1019383,1019383,5000,3000,2000,999980785,106,106,0,30796,80791,0,10000,980791,1019209,1019209,5000,3000,2000,999980788,108,108,0,30791,80796,0,10000,980796,1019204,1019204,5000,3000,2000,999992371,94,94,0,91717,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992272,105,105,0,91701,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992287,98,98,0,91658,92285,0,10000,992285,1007715,1007715,5000,1000,2000
5400,9999999099863,1000137,1000137,768818,0,0,7779,9999960579,1007,1007,7445,0,0,3000,2000,0,0,36578,447,9961486,10038514,10038514,1000,500,300,9999960686,1001,1001,7900,0,0,3000,2000,0,0,36306,442,9961587,10038413,10038413,1000,500,300,9999991473,992,992,38749,0,0,3000,2000,0,595,5803,404,9992365,10007635,10007635,1000,100,300,9999991383,994,994,38266,0,0,3000,2000,0,530,5807,433,9992277,10007723,10007723,1000,100,300,9999991401,984,984,38822,0,0,3000,2000,0,570,5506,495,9992285,10007715,10007715,1000,100,300,999980868,101,101,0,30790,80869,0,10000,980869,1019131,1019131,5000,3000,2000,999980620,97,97,0,30696,80617,0,10000,980617,1019383,1019383,5000,3000,2000,999980787,104,104,0,30796,80791,0,10000,980791,1019209,1019209,5000,3000,2000,999980791,105,105,0,30791,80796,0,10000,980796,1019204,1019204,5000,3000,2000,999992375,90,90,0,91770,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992274,103,103,0,91747,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992291,94,94,0,91715,92285,0,10000,992285,1007715,1007715,5000,1000,2000
5500,9999999099851,1000149,1000149,765026,0,0,7848,9999960580,1006,1006,8230,0,0,3000,2000,0,0,36578,436,9961486,10038514,10038514,1000,500,300,9999960696,991,991,8654,0,0,3000,2000,0,0,36306,429,9961587,10038413,10038413,1000,500,300,9999991495,970,970,39451,0,0,3000,2000,0,527,5803,387,9992365,10007635,10007635,1000,100,300,9999991378,999,999,39004,0,0,3000,2000,0,488,5807,420,9992277,10007723,10007723,1000,100,300,9999991396,989,989,39635,0,0,3000,2000,0,510,5506,480,9992285,10007715,10007715,1000,100,300,999980876,93,93,0,30790,80869,0,10000,980869,1019131,1019131,5000,3000,2000,999980626,91,91,0,30696,80617,0,10000,980617,1019383,1019383,5000,3000,2000,999980790,101,101,0,30796,80791,0,10000,980791,1019209,1019209,5000,3000,2000,999980790,106,106,0,30791,80796,0,10000,980796,1019204,1019204,5000,3000,2000,999992376,89,89,0,91838,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992268,109,109,0,91789,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992291,94,94,0,91775,92285,0,10000,992285,1007715,1007715,5000,1000,2000
5600,9999999099679,1000321,1000321,761273,0,0,7913,9999960585,1001,1001,8964,0,0,3000,2000,0,0,36578,422,9961486,10038514,10038514,1000,500,300,9999960693,994,994,9408,0,0,3000,2000,0,0,36306,413,9961587,10038413,10038413,1000,500,300,9999991522,943,943,40224,0,0,3000,2000,0,475,5803,375,9992365,10007635,10007635,1000,100,300,9999991392,985,985,39750,0,0,3000,2000,0,436,5807,411,9992277,10007723,10007723,1000,100,300,9999991386,999,999,40381,0,0,3000,2000,0,463,5506,466,9992285,10007715,10007715,1000,100,300,999980870,99,99,0,30790,80869,0,10000,980869,1019131,1019131,5000,3000,2000,999980626,91,91,0,30696,80617,0,10000,980617,1019383,1019383,5000,3000,2000,999980787,104,104,0,30796,80791,0,10000,980791,1019209,1019209,5000,3000,2000,999980788,108,108,0,30791,80796,0,10000,980796,1019204,1019204,5000,3000,2000,999992371,94,94,0,91890,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992271,106,106,0,91841,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992291,94,94,0,91822,92285,0,10000,992285,1007715,1007715,5000,1000,2000
5700,9999999099551,1000449,1000449,757431,0,0,7971,9999960600,986,986,9702,0,0,3000,2000,0,0,36578,418,9961486,10038514,10038514,1000,500,300,9999960711,976,976,10185,0,0,3000,2000,0,0,36306,397,9961587,10038413,10038413,1000,500,300,9999991507,958,958,41014,0,0,3000,2000,0,429,5803,368,9992365,10007635,10007635,1000,100,300,9999991398,979,979,40515,0,0,3000,2000,0,394,5807,396,9992277,10007723,10007723,1000,100,300,9999991391,994,994,41153,0,0,3000,2000,0,421,5506,450,9992285,10007715,10007715,1000,100,300,999980876,93,93,0,30790,80869,0,10000,980869,1019131,1019131,5000,3000,2000,999980623,94,94,0,30696,80617,0,10000,980617,1019383,1019383,5000,3000,2000,999980790,101,101,0,30796,80791,0,10000,980791,1019209,1019209,5000,3000,2000,999980794,102,102,0,30791,80796,0,10000,980796,1019204,1019204,5000,3000,2000,999992372,93,93,0,91936,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992271,106,106,0,91883,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992292,93,93,0,91864,92285,0,10000,992285,1007715,1007715,5000,1000,2000
5800,9999999098851,1001149,1001149,753731,0,0,8033,9999960617,969,969,10414,0,0,3000,2000,0,0,36578,404,9961486,10038514,10038514,1000,500,300,9999960713,974,974,10964,0,0,3000,2000,0,0,36306,387,9961587,10038413,10038413,1000,500,300,9999991497,968,968,41794,0,0,3000,2000,0,381,5803,355,9992365,10007635,10007635,1000,100,300,9999991414,963,963,41194,0,0,3000,2000,0,355,5807,387,9992277,10007723,10007723,1000,100,300,9999991392,993,993,41903,0,0,3000,2000,0,395,5506,434,9992285,10007715,10007715,1000,100,300,999980865,104,104,0,30790,80869,0,10000,980869,1019131,1019131,5000,3000,2000,999980618,99,99,0,30696,80617,0,10000,980617,1019383,1019383,5000,3000,2000,999980798,93,93,0,30796,80791,0,10000,980791,1019209,1019209,5000,3000,2000,999980788,108,108,0,30791,80796,0,10000,980796,1019204,1019204,5000,3000,2000,999992373,92,92,0,91984,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992276,101,101,0,91922,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992298,87,87,0,91890,92285,0,10000,992285,1007715,1007715,5000,1000,2000
5900,9999999099235,1000765,1000765,750013,0,0,8089,9999960608,978,978,11162,0,0,3000,2000,0,0,36578,390,9961486,10038514,10038514,1000,500,300,9999960709,978,978,11707,0,0,3000,2000,0,0,36306,375,9961587,10038413,10038413,1000,500,300,9999991484,981,981,42561,0,0,3000,2000,0,346,5803,342,9992365,10007635,10007635,1000,100,300,9999991425,952,952,41927,0,0,3000,2000,0,301,5807,379,9992277,10007723,10007723,1000,100,300,9999991403,982,982,42630,0,0,3000,2000,0,364,5506,425,9992285,10007715,10007715,1000,100,300,999980867,102,102,0,30790,80869,0,10000,980869,1019131,1019131,5000,3000,2000,999980614,103,103,0,30696,80617,0,10000,980617,1019383,1019383,5000,3000,2000,999980794,97,97,0,30796,80791,0,10000,980791,1019209,1019209,5000,3000,2000,999980787,109,109,0,30791,80796,0,10000,980796,1019204,1019204,5000,3000,2000,999992366,99,99,0,92019,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992279,98,98,0,91976,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992294,91,91,0,91921,92285,0,10000,992285,1007715,1007715,5000,1000,2000
6000,9999999099455,1000545,1000545,746284,0,0,8145,9999960608,978,978,11954,0,0,3000,2000,0,0,36578,374,9961486,10038514,10038514,1000,500,300,9999960694,993,993,12421,0,0,3000,2000,0,0,36306,369,9961587,10038413,10038413,1000,500,300,9999991470,995,995,43281,0,0,3000,2000,0,301,5803,329,9992365,10007635,10007635,1000,100,300,9999991421,956,956,42673,0,0,3000,2000,0,274,5807,370,9992277,10007723,10007723,1000,100,300,9999991414,971,971,43387,0,0,3000,2000,0,324,5506,413,9992285,10007715,10007715,1000,100,300,999980870,99,99,0,30790,80869,0,10000,980869,1019131,1019131,5000,3000,2000,999980611,106,106,0,30696,80617,0,10000,980617,1019383,1019383,5000,3000,2000,999980803,88,88,0,30796,80791,0,10000,980791,1019209,1019209,5000,3000,2000,999980783,113,113,0,30791,80796,0,10000,980796,1019204,1019204,5000,3000,2000,999992368,97,97,0,92064,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992286,91,91,0,92003,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992291,94,94,0,91961,92285,0,10000,992285,1007715,1007715,5000,1000,2000
6100,9999999099457,1000543,1000543,742636,0,0,8207,9999960602,984,984,12707,0,0,3000,2000,0,0,36578,364,9961486,10038514,10038514,1000,500,300,9999960691,996,996,13148,0,0,3000,2000,0,0,36306,355,9961587,10038413,10038413,1000,500,300,9999991476,989,989,44016,0,0,3000,2000,0,273,5803,318,9992365,10007635,10007635,1000,100,300,9999991417,960,960,43374,0,0,3000,2000,0,252,5807,355,9992277,10007723,10007723,1000,100,300,9999991399,986,986,44119,0,0,3000,2000,0,286,5506,401,9992285,10007715,10007715,1000,100,300,999980870,99,99,0,30790,80869,0,10000,980869,1019131,1019131,5000,3000,2000,999980611,106,106,0,30696,80617,0,10000,980617,1019383,1019383,5000,3000,2000,999980796,95,95,0,30796,80791,0,10000,980791,1019209,1019209,5000,3000,2000,999980783,113,113,0,30791,80796,0,10000,980796,1019204,1019204,5000,3000,2000,999992369,96,96,0,92092,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992286,91,91,0,92025,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992293,92,92,0,91999,92285,0,10000,992285,1007715,1007715,5000,1000,2000
6200,9999999099655,1000345,1000345,738997,0,0,8260,9999960587,999,999,13437,0,0,3000,2000,0,0,36578,349,9961486,10038514,10038514,1000,500,300,9999960689,998,998,13875,0,0,3000,2000,0,0,36306,351,9961587,10038413,10038413,1000,500,300,9999991481,984,984,44768,0,0,3000,2000,0,254,5803,309,9992365,10007635,10007635,1000,100,300,9999991389,988,988,44029,0,0,3000,2000,0,228,5807,342,9992277,10007723,10007723,1000,100,300,9999991383,1002,1002,44894,0,0,3000,2000,0,259,5506,389,9992285,10007715,10007715,1000,100,300,999980871,98,98,0,30790,80869,0,10000,980869,1019131,1019131,5000,3000,2000,999980607,110,110,0,30696,80617,0,10000,980617,1019383,1019383,5000,3000,2000,999980789,102,102,0,30796,80791,0,10000,980791,1019209,1019209,5000,3000,2000,999980783,113,113,0,30791,80796,0,10000,980796,1019204,1019204,5000,3000,2000,999992372,93,93,0,92111,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992288,89,89,0,92049,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992290,95,95,0,92026,92285,0,10000,992285,1007715,1007715,5000,1000,2000
6300,9999999099704,1000296,1000296,735382,0,0,8308,9999960600,986,986,14153,0,0,3000,2000,0,0,36578,340,9961486,10038514,10038514,1000,500,300,9999960678,1009,1009,14612,0,0,3000,2000,0,0,36306,340,9961587,10038413,10038413,1000,500,300,9999991490,975,975,45471,0,0,3000,2000,0,227,5803,299,9992365,10007635,10007635,1000,100,300,9999991379,998,998,44766,0,0,3000,2000,0,219,5807,333,9992277,10007723,10007723,1000,100,300,9999991396,989,989,45616,0,0,3000,2000,0,236,5506,380,9992285,10007715,10007715,1000,100,300,999980875,94,94,0,30790,80869,0,10000,980869,1019131,1019131,5000,3000,2000,999980608,109,109,0,30696,80617,0,10000,980617,1019383,1019383,5000,3000,2000,999980785,106,106,0,30796,80791,0,10000,980791,1019209,1019209,5000,3000,2000,999980787,109,109,0,30791,80796,0,10000,980796,1019204,1019204,5000,3000,2000,999992369,96,96,0,92138,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992280,97,97,0,92058,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992294,91,91,0,92049,92285,0,10000,992285,1007715,1007715,5000,1000,2000
6400,9999999099940,1000060,1000060,731764,0,0,8365,9999960592,994,994,14850,0,0,3000,2000,0,0,36578,329,9961486,10038514,10038514,1000,500,300,9999960682,1005,1005,15316,0,0,3000,2000,0,0,36306,331,9961587,10038413,10038413,1000,500,300,9999991467,998,998,46230,0,0,3000,2000,0,202,5803,286,9992365,10007635,10007635,1000,100,300,9999991392,985,985,45484,0,0,3000,2000,0,194,5807,318,9992277,10007723,10007723,1000,100,300,9999991394,991,991,46356,0,0,3000,2000,0,207,5506,371,9992285,10007715,10007715,1000,100,300,999980875,94,94,0,30790,80869,0,10000,980869,1019131,1019131,5000,3000,2000,999980611,106,106,0,30696,80617,0,10000,980617,1019383,1019383,5000,3000,2000,999980785,106,106,0,30796,80791,0,10000,980791,1019209,1019209,5000,3000,2000,999980788,108,108,0,30791,80796,0,10000,980796,1019204,1019204,5000,3000,2000,999992365,100,100,0,92163,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992287,90,90,0,92083,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992293,92,92,0,92078,92285,0,10000,992285,1007715,1007715,5000,1000,2000
6500,9999999100168,999832,999832,728231,0,0,8404,9999960574,1012,1012,15534,0,0,3000,2000,0,0,36578,320,9961486,10038514,10038514,1000,500,300,9999960674,1013,1013,16049,0,0,3000,2000,0,0,36306,321,9961587,10038413,10038413,1000,500,300,9999991481,984,984,46965,0,0,3000,2000,0,186,5803,282,9992365,10007635,10007635,1000,100,300,9999991390,987,987,46197,0,0,3000,2000,0,170,5807,308,9992277,10007723,10007723,1000,100,300,9999991373,1012,1012,47024,0,0,3000,2000,0,190,5506,365,9992285,10007715,10007715,1000,100,300,999980871,98,98,0,30790,80869,0,10000,980869,1019131,1019131,5000,3000,2000,999980616,101,101,0,30696,80617,0,10000,980617,1019383,1019383,5000,3000,2000,999980786,105,105,0,30796,80791,0,10000,980791,1019209,1019209,5000,3000,2000,999980786,110,110,0,30791,80796,0,10000,980796,1019204,1019204,5000,3000,2000,999992364,101,101,0,92179,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992287,90,90,0,92107,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992294,91,91,0,92095,92285,0,10000,992285,1007715,1007715,5000,1000,2000
6600,9999999099157,1000843,1000843,724670,0,0,8452,9999960580,1006,1006,16228,0,0,3000,2000,0,0,36578,303,9961486,10038514,10038514,1000,500,300,9999960668,1019,1019,16785,0,0,3000,2000,0,0,36306,310,9961587,10038413,10038413,1000,500,300,9999991455,1010,1010,47691,0,0,3000,2000,0,166,5803,276,9992365,10007635,10007635,1000,100,300,9999991398,979,979,46893,0,0,3000,2000,0,155,5807,302,9992277,10007723,10007723,1000,100,300,9999991381,1004,1004,47733,0,0,3000,2000,0,176,5506,357,9992285,10007715,10007715,1000,100,300,999980871,98,98,0,30790,80869,0,10000,980869,1019131,1019131,5000,3000,2000,999980613,104,104,0,30696,80617,0,10000,980617,1019383,1019383,5000,3000,2000,999980793,98,98,0,30796,80791,0,10000,980791,1019209,1019209,5000,3000,2000,999980787,109,109,0,30791,80796,0,10000,980796,1019204,1019204,5000,3000,2000,999992370,95,95,0,92199,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992286,91,91,0,92122,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992290,95,95,0,92109,92285,0,10000,992285,1007715,1007715,5000,1000,2000
6700,9999999098905,1001095,1001095,721177,0,0,8504,9999960586,1000,1000,16885,0,0,3000,2000,0,0,36578,289,9961486,10038514,10038514,1000,500,300,9999960678,1009,1009,17493,0,0,3000,2000,0,0,36306,302,9961587,10038413,10038413,1000,500,300,9999991490,975,975,48435,0,0,3000,2000,0,139,5803,264,9992365,10007635,10007635,1000,100,300,9999991391,986,986,47572,0,0,3000,2000,0,144,5807,295,9992277,10007723,10007723,1000,100,300,9999991394,991,991,48438,0,0,3000,2000,0,162,5506,346,9992285,10007715,10007715,1000,100,300,999980865,104,104,0,30790,80869,0,10000,980869,1019131,1019131,5000,3000,2000,999980611,106,106,0,30696,80617,0,10000,980617,1019383,1019383,5000,3000,2000,999980786,105,105,0,30796,80791,0,10000,980791,1019209,1019209,5000,3000,2000,999980791,105,105,0,30791,80796,0,10000,980796,1019204,1019204,5000,3000,2000,999992371,94,94,0,92226,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992286,91,91,0,92133,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992290,95,95,0,92123,92285,0,10000,992285,1007715,1007715,5000,1000,2000
6800,9999999099264,1000736,1000736,717636,0,0,8551,9999960582,1004,1004,17572,0,0,3000,2000,0,0,36578,280,9961486,10038514,10038514,1000,500,300,9999960678,1009,1009,18210,0,0,3000,2000,0,0,36306,289,9961587,10038413,10038413,1000,500,300,9999991497,968,968,49113,0,0,3000,2000,0,131,5803,253,9992365,10007635,10007635,1000,100,300,9999991384,993,993,48295,0,0,3000,2000,0,125,5807,290,9992277,10007723,10007723,1000,100,300,9999991410,975,975,49174,0,0,3000,2000,0,148,5506,337,9992285,10007715,10007715,1000,100,300,999980868,101,101,0,30790,80869,0,10000,980869,1019131,1019131,5000,3000,2000,999980617,100,100,0,30696,80617,0,10000,980617,1019383,1019383,5000,3000,2000,999980782,109,109,0,30796,80791,0,10000,980791,1019209,1019209,5000,3000,2000,999980790,106,106,0,30791,80796,0,10000,980796,1019204,1019204,5000,3000,2000,999992365,100,100,0,92234,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992289,88,88,0,92152,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992288,97,97,0,92137,92285,0,10000,992285,1007715,1007715,5000,1000,2000
6900,9999999099527,1000473,1000473,714082,0,0,8592,9999960570,1016,1016,18282,0,0,3000,2000,0,0,36578,272,9961486,10038514,10038514,1000,500,300,9999960682,1005,1005,18931,0,0,3000,2000,0,0,36306,282,9961587,10038413,10038413,1000,500,300,9999991484,981,981,49811,0,0,3000,2000,0,120,5803,247,9992365,10007635,10007635,1000,100,300,9999991410,967,967,48998,0,0,3000,2000,0,112,5807,277,9992277,10007723,10007723,1000,100,300,9999991431,954,954,49896,0,0,3000,2000,0,136,5506,330,9992285,10007715,10007715,1000,100,300,999980866,103,103,0,30790,80869,0,10000,980869,1019131,1019131,5000,3000,2000,999980615,102,102,0,30696,80617,0,10000,980617,1019383,1019383,5000,3000,2000,999980781,110,110,0,30796,80791,0,10000,980791,1019209,1019209,5000,3000,2000,999980787,109,109,0,30791,80796,0,10000,980796,1019204,1019204,5000,3000,2000,999992369,96,96,0,92245,92365,0,10000,992365,1007635,1007635,5000,1000,2000,999992289,88,88,0,92165,92277,0,10000,992277,1007723,1007723,5000,1000,2000,999992282,103,103,0,92149,92285,0,10000,992285,1007715,1007715,5000,1000,2000
